ID;Geslacht;TypeZelfstandigeInStartjaar;ArbeidsmarktpositiePeiljaar;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Peiljaar;Perioden;StartendeZelfstandigen_1
5579;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 25 tot 45 jaar;SBI-code onbekend;5 jaar na startjaar;2016;
5580;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2008;70.8
5581;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2009;62.5
5582;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2010;56.3
5583;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2011;56.5
5584;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2012;50.2
5585;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2013;49.3
5586;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2014;49.4
5587;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2015;49.9
5588;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;1 jaar na startjaar;2016;47.2
5589;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2008;70.8
5590;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2009;62.5
5591;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2010;56.3
5592;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2011;56.5
5593;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2012;50.2
5594;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2013;49.3
5595;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2014;49.4
5596;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2015;49.9
5597;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;2 jaar na startjaar;2016;
5598;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2008;70.8
5599;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2009;62.5
5600;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2010;56.3
5601;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2011;56.5
5602;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2012;50.2
5603;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2013;49.3
5604;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2014;49.4
5605;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2015;
5606;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;3 jaar na startjaar;2016;
5607;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2008;70.8
5608;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2009;62.5
5609;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2010;56.3
5610;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2011;56.5
5611;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2012;50.2
5612;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2013;49.3
5613;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2014;
5614;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2015;
5615;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;4 jaar na startjaar;2016;
5616;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2008;70.8
5617;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2009;62.5
5618;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2010;56.3
5619;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2011;56.5
5620;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2012;50.2
5621;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2013;
5622;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2014;
5623;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2015;
5624;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;A-U Alle economische activiteiten;5 jaar na startjaar;2016;
5625;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2008;1.1
5626;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2009;0.8
5627;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2010;1.0
5628;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2011;1.2
5629;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2012;1.0
5630;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2013;0.9
5631;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2014;1.0
5632;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2015;1.1
5633;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;1 jaar na startjaar;2016;1.0
5634;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2008;1.1
5635;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2009;0.8
5636;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2010;1.0
5637;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2011;1.2
5638;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2012;1.0
5639;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2013;0.9
5640;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2014;1.0
5641;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2015;1.1
5642;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;2 jaar na startjaar;2016;
5643;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2008;1.1
5644;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2009;0.8
5645;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2010;1.0
5646;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2011;1.2
5647;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2012;1.0
5648;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2013;0.9
5649;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2014;1.0
5650;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2015;
5651;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;3 jaar na startjaar;2016;
5652;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2008;1.1
5653;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2009;0.8
5654;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2010;1.0
5655;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2011;1.2
5656;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2012;1.0
5657;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2013;0.9
5658;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2014;
5659;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2015;
5660;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;4 jaar na startjaar;2016;
5661;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2008;1.1
5662;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2009;0.8
5663;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2010;1.0
5664;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2011;1.2
5665;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2012;1.0
5666;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2013;
5667;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2014;
5668;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2015;
5669;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-E Nijverheid (geen bouw) en energie;5 jaar na startjaar;2016;
5670;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2008;4.9
5671;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2009;3.6
5672;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2010;4.2
5673;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2011;4.6
5674;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2012;3.9
5675;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2013;3.7
5676;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2014;4.3
5677;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2015;4.7
5678;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;1 jaar na startjaar;2016;4.4
5679;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2008;4.9
5680;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2009;3.6
5681;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2010;4.2
5682;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2011;4.6
5683;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2012;3.9
5684;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2013;3.7
5685;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2014;4.3
5686;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2015;4.7
5687;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;2 jaar na startjaar;2016;
5688;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2008;4.9
5689;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2009;3.6
5690;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2010;4.2
5691;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2011;4.6
5692;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2012;3.9
5693;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2013;3.7
5694;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2014;4.3
5695;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2015;
5696;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;3 jaar na startjaar;2016;
5697;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2008;4.9
5698;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2009;3.6
5699;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2010;4.2
5700;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2011;4.6
5701;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2012;3.9
5702;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2013;3.7
5703;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2014;
5704;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2015;
5705;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;4 jaar na startjaar;2016;
5706;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2008;4.9
5707;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2009;3.6
5708;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2010;4.2
5709;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2011;4.6
5710;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2012;3.9
5711;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2013;
5712;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2014;
5713;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2015;
5714;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;B-F Nijverheid en energie;5 jaar na startjaar;2016;
5715;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2008;7.2
5716;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2009;6.8
5717;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2010;8.1
5718;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2011;8.6
5719;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2012;7.5
5720;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2013;7.1
5721;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2014;7.5
5722;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2015;7.7
5723;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;1 jaar na startjaar;2016;7.3
5724;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2008;7.2
5725;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2009;6.8
5726;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2010;8.1
5727;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2011;8.6
5728;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2012;7.5
5729;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2013;7.1
5730;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2014;7.5
5731;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2015;7.7
5732;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;2 jaar na startjaar;2016;
5733;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2008;7.2
5734;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2009;6.8
5735;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2010;8.1
5736;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2011;8.6
5737;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2012;7.5
5738;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2013;7.1
5739;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2014;7.5
5740;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2015;
5741;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;3 jaar na startjaar;2016;
5742;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2008;7.2
5743;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2009;6.8
5744;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2010;8.1
5745;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2011;8.6
5746;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2012;7.5
5747;Totaal mannen en vrouwen;Zelfstandige;Totaal;Leeftijd: 35 tot 45 jaar;G-I Handel, vervoer en horeca;4 jaar na startjaar;2013;7.1
