ID;Geslacht;Herkomstland;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
737;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2040;11698;10171;1527
738;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2041;11698;10184;1514
739;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2042;11698;10195;1503
740;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2043;11698;10206;1492
741;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2044;11698;10217;1481
742;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2045;11698;10227;1471
743;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2046;11698;10235;1463
744;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2047;11698;10242;1456
745;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2048;11698;10246;1452
746;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2049;11698;10250;1448
747;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2050;11698;10253;1445
748;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2051;11698;10258;1440
749;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2052;11698;10263;1435
750;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2053;11698;10266;1432
751;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2054;11698;10268;1430
752;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2055;11698;10270;1428
753;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2056;11698;10271;1427
754;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2057;11698;10273;1425
755;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2058;11698;10274;1424
756;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2059;11698;10275;1423
757;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2060;11698;10276;1422
758;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2061;11698;10278;1420
759;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2062;11698;10279;1419
760;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2063;11698;10280;1418
761;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2064;11698;10281;1417
762;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2065;11698;10282;1416
763;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2066;11698;10283;1415
764;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2067;11698;10284;1414
765;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2068;11698;10285;1413
766;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2069;11698;10286;1412
767;Totaal mannen en vrouwen;Noord-Amerika en Oceanië;2070;11698;10286;1412
768;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2023;34205;3767;30438
769;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2024;32986;5006;27980
770;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2025;31986;6442;25544
771;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2026;30998;8108;22890
772;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2027;30032;9948;20084
773;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2028;30085;12273;17812
774;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2029;30301;12717;17584
775;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2030;30490;13160;17330
776;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2031;30647;13494;17153
777;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2032;30753;13799;16954
778;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2033;30753;13998;16755
779;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2034;30753;14165;16588
780;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2035;30753;14306;16447
781;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2036;30753;14448;16305
782;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2037;30753;14582;16171
783;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2038;30753;14695;16058
784;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2039;30753;14794;15959
785;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2040;30753;14880;15874
786;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2041;30753;14953;15800
787;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2042;30753;15019;15734
788;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2043;30753;15076;15677
789;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2044;30753;15123;15630
790;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2045;30753;15160;15593
791;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2046;30753;15170;15583
792;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2047;30753;15162;15592
793;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2048;30753;15170;15583
794;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2049;30753;15201;15552
795;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2050;30753;15228;15525
796;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2051;30753;15259;15494
797;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2052;30753;15270;15483
798;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2053;30753;15270;15484
799;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2054;30753;15272;15481
800;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2055;30753;15275;15478
801;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2056;30753;15280;15473
802;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2057;30753;15287;15466
803;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2058;30753;15295;15458
804;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2059;30753;15304;15449
805;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2060;30753;15312;15441
806;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2061;30753;15320;15433
807;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2062;30753;15328;15425
808;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2063;30753;15335;15418
809;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2064;30753;15343;15410
810;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2065;30753;15351;15402
811;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2066;30753;15359;15394
812;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2067;30753;15366;15387
813;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2068;30753;15373;15380
814;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2069;30753;15380;15373
815;Totaal mannen en vrouwen;Aziatisch Midden-Oosten;2070;30753;15386;15366
816;Totaal mannen en vrouwen;Oostelijk Azië;2023;34854;15241;19613
817;Totaal mannen en vrouwen;Oostelijk Azië;2024;35246;17388;17858
818;Totaal mannen en vrouwen;Oostelijk Azië;2025;36003;19438;16565
819;Totaal mannen en vrouwen;Oostelijk Azië;2026;36689;21459;15230
820;Totaal mannen en vrouwen;Oostelijk Azië;2027;37324;23496;13828
821;Totaal mannen en vrouwen;Oostelijk Azië;2028;37699;25529;12170
822;Totaal mannen en vrouwen;Oostelijk Azië;2029;38350;26115;12235
823;Totaal mannen en vrouwen;Oostelijk Azië;2030;38924;26691;12233
824;Totaal mannen en vrouwen;Oostelijk Azië;2031;39380;27207;12173
825;Totaal mannen en vrouwen;Oostelijk Azië;2032;39709;27664;12045
826;Totaal mannen en vrouwen;Oostelijk Azië;2033;39709;28050;11659
827;Totaal mannen en vrouwen;Oostelijk Azië;2034;39709;28309;11400
828;Totaal mannen en vrouwen;Oostelijk Azië;2035;39709;28536;11173
829;Totaal mannen en vrouwen;Oostelijk Azië;2036;39709;28720;10989
830;Totaal mannen en vrouwen;Oostelijk Azië;2037;39709;28870;10839
831;Totaal mannen en vrouwen;Oostelijk Azië;2038;39709;28993;10716
832;Totaal mannen en vrouwen;Oostelijk Azië;2039;39709;29098;10611
833;Totaal mannen en vrouwen;Oostelijk Azië;2040;39709;29192;10517
834;Totaal mannen en vrouwen;Oostelijk Azië;2041;39709;29274;10435
835;Totaal mannen en vrouwen;Oostelijk Azië;2042;39709;29347;10362
836;Totaal mannen en vrouwen;Oostelijk Azië;2043;39709;29416;10293
837;Totaal mannen en vrouwen;Oostelijk Azië;2044;39709;29478;10232
838;Totaal mannen en vrouwen;Oostelijk Azië;2045;39709;29531;10178
839;Totaal mannen en vrouwen;Oostelijk Azië;2046;39709;29578;10131
840;Totaal mannen en vrouwen;Oostelijk Azië;2047;39709;29621;10088
841;Totaal mannen en vrouwen;Oostelijk Azië;2048;39709;29656;10054
842;Totaal mannen en vrouwen;Oostelijk Azië;2049;39709;29682;10027
843;Totaal mannen en vrouwen;Oostelijk Azië;2050;39709;29703;10006
844;Totaal mannen en vrouwen;Oostelijk Azië;2051;39709;29742;9967
845;Totaal mannen en vrouwen;Oostelijk Azië;2052;39709;29772;9937
846;Totaal mannen en vrouwen;Oostelijk Azië;2053;39709;29789;9920
847;Totaal mannen en vrouwen;Oostelijk Azië;2054;39709;29805;9904
848;Totaal mannen en vrouwen;Oostelijk Azië;2055;39709;29820;9889
849;Totaal mannen en vrouwen;Oostelijk Azië;2056;39709;29834;9875
850;Totaal mannen en vrouwen;Oostelijk Azië;2057;39709;29847;9862
851;Totaal mannen en vrouwen;Oostelijk Azië;2058;39709;29859;9850
852;Totaal mannen en vrouwen;Oostelijk Azië;2059;39709;29870;9839
853;Totaal mannen en vrouwen;Oostelijk Azië;2060;39709;29881;9828
854;Totaal mannen en vrouwen;Oostelijk Azië;2061;39709;29891;9818
855;Totaal mannen en vrouwen;Oostelijk Azië;2062;39709;29901;9808
856;Totaal mannen en vrouwen;Oostelijk Azië;2063;39709;29910;9799
857;Totaal mannen en vrouwen;Oostelijk Azië;2064;39709;29919;9790
858;Totaal mannen en vrouwen;Oostelijk Azië;2065;39709;29929;9780
859;Totaal mannen en vrouwen;Oostelijk Azië;2066;39709;29938;9770
860;Totaal mannen en vrouwen;Oostelijk Azië;2067;39709;29948;9761
861;Totaal mannen en vrouwen;Oostelijk Azië;2068;39709;29958;9751
862;Totaal mannen en vrouwen;Oostelijk Azië;2069;39709;29967;9742
863;Totaal mannen en vrouwen;Oostelijk Azië;2070;39709;29977;9732
864;Mannen;Totaal;2023;173794;98732;75062
865;Mannen;Totaal;2024;168374;104283;64091
866;Mannen;Totaal;2025;164002;109275;54727
867;Mannen;Totaal;2026;158902;113976;44926
868;Mannen;Totaal;2027;158745;119456;39290
869;Mannen;Totaal;2028;158830;125096;33734
870;Mannen;Totaal;2029;159636;126188;33448
871;Mannen;Totaal;2030;159934;126836;33098
872;Mannen;Totaal;2031;160283;127220;33063
873;Mannen;Totaal;2032;160401;127433;32968
874;Mannen;Totaal;2033;160035;127421;32614
875;Mannen;Totaal;2034;159616;127875;31741
876;Mannen;Totaal;2035;159725;128352;31372
877;Mannen;Totaal;2036;159771;128872;30899
878;Mannen;Totaal;2037;159776;129395;30381
879;Mannen;Totaal;2038;159806;129866;29940
880;Mannen;Totaal;2039;159833;130270;29562
881;Mannen;Totaal;2040;159864;130641;29223
882;Mannen;Totaal;2041;159914;130966;28948
883;Mannen;Totaal;2042;159962;131268;28694
884;Mannen;Totaal;2043;159996;131562;28434
885;Mannen;Totaal;2044;160044;131818;28226
886;Mannen;Totaal;2045;160034;132054;27980
887;Mannen;Totaal;2046;160045;132236;27809
888;Mannen;Totaal;2047;160072;132384;27688
889;Mannen;Totaal;2048;160081;132518;27563
890;Mannen;Totaal;2049;160102;132651;27451
891;Mannen;Totaal;2050;160121;132752;27369
892;Mannen;Totaal;2051;160153;132930;27223
893;Mannen;Totaal;2052;160160;133050;27110
894;Mannen;Totaal;2053;160167;133135;27032
895;Mannen;Totaal;2054;160181;133233;26948
896;Mannen;Totaal;2055;160205;133341;26864
897;Mannen;Totaal;2056;160234;133470;26764
898;Mannen;Totaal;2057;160261;133601;26660
899;Mannen;Totaal;2058;160305;133738;26567
900;Mannen;Totaal;2059;160358;133877;26481
901;Mannen;Totaal;2060;160388;134019;26369
902;Mannen;Totaal;2061;160461;134162;26299
903;Mannen;Totaal;2062;160506;134303;26203
904;Mannen;Totaal;2063;160574;134438;26136
905;Mannen;Totaal;2064;160648;134572;26076
906;Mannen;Totaal;2065;160689;134711;25978
907;Mannen;Totaal;2066;160773;134846;25926
908;Mannen;Totaal;2067;160817;134980;25837
909;Mannen;Totaal;2068;160853;135100;25753
910;Mannen;Totaal;2069;160912;135217;25695
911;Mannen;Totaal;2070;160963;135316;25647
912;Mannen;Geboren in Nederland;2023;13733;22191;-8458
913;Mannen;Geboren in Nederland;2024;14489;22620;-8131
914;Mannen;Geboren in Nederland;2025;14343;23149;-8806
915;Mannen;Geboren in Nederland;2026;14170;23821;-9651
916;Mannen;Geboren in Nederland;2027;14142;24530;-10388
917;Mannen;Geboren in Nederland;2028;14628;25222;-10594
918;Mannen;Geboren in Nederland;2029;15095;25297;-10202
919;Mannen;Geboren in Nederland;2030;15169;25389;-10220
920;Mannen;Geboren in Nederland;2031;15464;25472;-10008
921;Mannen;Geboren in Nederland;2032;15723;25560;-9837
922;Mannen;Geboren in Nederland;2033;15942;25627;-9685
923;Mannen;Geboren in Nederland;2034;16111;25712;-9601
924;Mannen;Geboren in Nederland;2035;16220;25811;-9591
925;Mannen;Geboren in Nederland;2036;16266;25921;-9655
926;Mannen;Geboren in Nederland;2037;16271;26030;-9760
927;Mannen;Geboren in Nederland;2038;16301;26130;-9829
928;Mannen;Geboren in Nederland;2039;16328;26214;-9886
929;Mannen;Geboren in Nederland;2040;16359;26275;-9916
930;Mannen;Geboren in Nederland;2041;16409;26323;-9914
931;Mannen;Geboren in Nederland;2042;16457;26366;-9908
932;Mannen;Geboren in Nederland;2043;16491;26405;-9914
933;Mannen;Geboren in Nederland;2044;16539;26432;-9893
934;Mannen;Geboren in Nederland;2045;16529;26471;-9942
935;Mannen;Geboren in Nederland;2046;16540;26496;-9956
936;Mannen;Geboren in Nederland;2047;16567;26526;-9960
937;Mannen;Geboren in Nederland;2048;16576;26554;-9978
938;Mannen;Geboren in Nederland;2049;16597;26597;-10000
939;Mannen;Geboren in Nederland;2050;16616;26645;-10029
940;Mannen;Geboren in Nederland;2051;16648;26715;-10067
941;Mannen;Geboren in Nederland;2052;16655;26784;-10129
942;Mannen;Geboren in Nederland;2053;16662;26873;-10211
943;Mannen;Geboren in Nederland;2054;16676;26970;-10294
944;Mannen;Geboren in Nederland;2055;16700;27073;-10373
945;Mannen;Geboren in Nederland;2056;16729;27191;-10462
946;Mannen;Geboren in Nederland;2057;16756;27306;-10550
947;Mannen;Geboren in Nederland;2058;16800;27420;-10620
948;Mannen;Geboren in Nederland;2059;16853;27535;-10682
949;Mannen;Geboren in Nederland;2060;16883;27654;-10771
950;Mannen;Geboren in Nederland;2061;16956;27771;-10815
951;Mannen;Geboren in Nederland;2062;17001;27886;-10885
952;Mannen;Geboren in Nederland;2063;17069;27994;-10925
953;Mannen;Geboren in Nederland;2064;17143;28100;-10957
954;Mannen;Geboren in Nederland;2065;17184;28208;-11024
955;Mannen;Geboren in Nederland;2066;17268;28314;-11046
956;Mannen;Geboren in Nederland;2067;17312;28418;-11106
957;Mannen;Geboren in Nederland;2068;17348;28509;-11161
958;Mannen;Geboren in Nederland;2069;17407;28598;-11191
959;Mannen;Geboren in Nederland;2070;17458;28669;-11211
960;Mannen;Totaal geboren buiten Nederland;2023;160061;76541;83520
961;Mannen;Totaal geboren buiten Nederland;2024;153885;81663;72220
962;Mannen;Totaal geboren buiten Nederland;2025;149659;86125;63535
963;Mannen;Totaal geboren buiten Nederland;2026;144732;90156;54575
964;Mannen;Totaal geboren buiten Nederland;2027;144603;94925;49678
965;Mannen;Totaal geboren buiten Nederland;2028;144202;99873;44328
966;Mannen;Totaal geboren buiten Nederland;2029;144541;100890;43651
967;Mannen;Totaal geboren buiten Nederland;2030;144765;101448;43317
968;Mannen;Totaal geboren buiten Nederland;2031;144819;101746;43073
969;Mannen;Totaal geboren buiten Nederland;2032;144678;101873;42805
970;Mannen;Totaal geboren buiten Nederland;2033;144093;101794;42299
971;Mannen;Totaal geboren buiten Nederland;2034;143505;102163;41342
972;Mannen;Totaal geboren buiten Nederland;2035;143505;102541;40964
973;Mannen;Totaal geboren buiten Nederland;2036;143505;102951;40553
974;Mannen;Totaal geboren buiten Nederland;2037;143505;103365;40140
975;Mannen;Totaal geboren buiten Nederland;2038;143505;103734;39771
976;Mannen;Totaal geboren buiten Nederland;2039;143505;104056;39448
977;Mannen;Totaal geboren buiten Nederland;2040;143505;104366;39138
978;Mannen;Totaal geboren buiten Nederland;2041;143505;104642;38862
979;Mannen;Totaal geboren buiten Nederland;2042;143505;104904;38601
980;Mannen;Totaal geboren buiten Nederland;2043;143505;105158;38349
981;Mannen;Totaal geboren buiten Nederland;2044;143505;105385;38120
982;Mannen;Totaal geboren buiten Nederland;2045;143505;105585;37920
983;Mannen;Totaal geboren buiten Nederland;2046;143505;105740;37765
984;Mannen;Totaal geboren buiten Nederland;2047;143505;105856;37647
985;Mannen;Totaal geboren buiten Nederland;2048;143505;105964;37541
986;Mannen;Totaal geboren buiten Nederland;2049;143505;106055;37450
987;Mannen;Totaal geboren buiten Nederland;2050;143505;106106;37399
988;Mannen;Totaal geboren buiten Nederland;2051;143505;106214;37291
989;Mannen;Totaal geboren buiten Nederland;2052;143505;106265;37239
990;Mannen;Totaal geboren buiten Nederland;2053;143505;106263;37244
991;Mannen;Totaal geboren buiten Nederland;2054;143505;106263;37242
992;Mannen;Totaal geboren buiten Nederland;2055;143505;106267;37236
993;Mannen;Totaal geboren buiten Nederland;2056;143505;106279;37225
994;Mannen;Totaal geboren buiten Nederland;2057;143505;106296;37209
995;Mannen;Totaal geboren buiten Nederland;2058;143505;106318;37187
996;Mannen;Totaal geboren buiten Nederland;2059;143505;106342;37163
997;Mannen;Totaal geboren buiten Nederland;2060;143505;106366;37140
998;Mannen;Totaal geboren buiten Nederland;2061;143505;106392;37115
999;Mannen;Totaal geboren buiten Nederland;2062;143505;106417;37088
1000;Mannen;Totaal geboren buiten Nederland;2063;143505;106443;37062
1001;Mannen;Totaal geboren buiten Nederland;2064;143505;106471;37034
1002;Mannen;Totaal geboren buiten Nederland;2065;143505;106504;37003
1003;Mannen;Totaal geboren buiten Nederland;2066;143505;106530;36975
1004;Mannen;Totaal geboren buiten Nederland;2067;143505;106564;36942
1005;Mannen;Totaal geboren buiten Nederland;2068;143505;106593;36912
1006;Mannen;Totaal geboren buiten Nederland;2069;143505;106621;36885
1007;Mannen;Totaal geboren buiten Nederland;2070;143505;106648;36857
1008;Mannen;Totaal Europa (exclusief Nederland);2023;88220;54448;33772
1009;Mannen;Totaal Europa (exclusief Nederland);2024;83191;56203;26988
1010;Mannen;Totaal Europa (exclusief Nederland);2025;79333;57187;22146
1011;Mannen;Totaal Europa (exclusief Nederland);2026;74830;57555;17275
1012;Mannen;Totaal Europa (exclusief Nederland);2027;75176;58474;16702
1013;Mannen;Totaal Europa (exclusief Nederland);2028;74665;59248;15417
1014;Mannen;Totaal Europa (exclusief Nederland);2029;74317;59188;15129
1015;Mannen;Totaal Europa (exclusief Nederland);2030;73924;58960;14964
1016;Mannen;Totaal Europa (exclusief Nederland);2031;73490;58581;14909
1017;Mannen;Totaal Europa (exclusief Nederland);2032;72993;58074;14919
1018;Mannen;Totaal Europa (exclusief Nederland);2033;72408;57425;14983
1019;Mannen;Totaal Europa (exclusief Nederland);2034;71820;57333;14487
1020;Mannen;Totaal Europa (exclusief Nederland);2035;71820;57287;14533
1021;Mannen;Totaal Europa (exclusief Nederland);2036;71820;57334;14486
1022;Mannen;Totaal Europa (exclusief Nederland);2037;71820;57426;14394
1023;Mannen;Totaal Europa (exclusief Nederland);2038;71820;57520;14300
1024;Mannen;Totaal Europa (exclusief Nederland);2039;71820;57609;14211
1025;Mannen;Totaal Europa (exclusief Nederland);2040;71820;57707;14112
1026;Mannen;Totaal Europa (exclusief Nederland);2041;71820;57800;14020
1027;Mannen;Totaal Europa (exclusief Nederland);2042;71820;57885;13935
1028;Mannen;Totaal Europa (exclusief Nederland);2043;71820;57966;13854
1029;Mannen;Totaal Europa (exclusief Nederland);2044;71820;58044;13776
1030;Mannen;Totaal Europa (exclusief Nederland);2045;71820;58113;13707
1031;Mannen;Totaal Europa (exclusief Nederland);2046;71820;58168;13651
1032;Mannen;Totaal Europa (exclusief Nederland);2047;71820;58214;13606
1033;Mannen;Totaal Europa (exclusief Nederland);2048;71820;58254;13566
1034;Mannen;Totaal Europa (exclusief Nederland);2049;71820;58278;13542
1035;Mannen;Totaal Europa (exclusief Nederland);2050;71820;58285;13535
1036;Mannen;Totaal Europa (exclusief Nederland);2051;71820;58309;13511
1037;Mannen;Totaal Europa (exclusief Nederland);2052;71820;58313;13507
1038;Mannen;Totaal Europa (exclusief Nederland);2053;71820;58312;13508
1039;Mannen;Totaal Europa (exclusief Nederland);2054;71820;58312;13508
1040;Mannen;Totaal Europa (exclusief Nederland);2055;71820;58312;13507
1041;Mannen;Totaal Europa (exclusief Nederland);2056;71820;58311;13509
1042;Mannen;Totaal Europa (exclusief Nederland);2057;71820;58311;13509
1043;Mannen;Totaal Europa (exclusief Nederland);2058;71820;58310;13510
1044;Mannen;Totaal Europa (exclusief Nederland);2059;71820;58312;13508
1045;Mannen;Totaal Europa (exclusief Nederland);2060;71820;58315;13506
1046;Mannen;Totaal Europa (exclusief Nederland);2061;71820;58320;13500
1047;Mannen;Totaal Europa (exclusief Nederland);2062;71820;58328;13492
1048;Mannen;Totaal Europa (exclusief Nederland);2063;71820;58336;13484
1049;Mannen;Totaal Europa (exclusief Nederland);2064;71820;58345;13475
1050;Mannen;Totaal Europa (exclusief Nederland);2065;71820;58358;13462
1051;Mannen;Totaal Europa (exclusief Nederland);2066;71820;58369;13451
1052;Mannen;Totaal Europa (exclusief Nederland);2067;71820;58382;13439
1053;Mannen;Totaal Europa (exclusief Nederland);2068;71820;58393;13427
1054;Mannen;Totaal Europa (exclusief Nederland);2069;71820;58404;13417
1055;Mannen;Totaal Europa (exclusief Nederland);2070;71820;58415;13406
1056;Mannen;Midden- en Oost-Europese landen in de EU;2023;34902;23537;11365
1057;Mannen;Midden- en Oost-Europese landen in de EU;2024;35169;24801;10368
1058;Mannen;Midden- en Oost-Europese landen in de EU;2025;35160;25738;9422
1059;Mannen;Midden- en Oost-Europese landen in de EU;2026;35003;26374;8629
1060;Mannen;Midden- en Oost-Europese landen in de EU;2027;34656;26738;7918
1061;Mannen;Midden- en Oost-Europese landen in de EU;2028;33785;26802;6983
1062;Mannen;Midden- en Oost-Europese landen in de EU;2029;33257;26604;6653
1063;Mannen;Midden- en Oost-Europese landen in de EU;2030;32715;26251;6464
1064;Mannen;Midden- en Oost-Europese landen in de EU;2031;32164;25746;6418
1065;Mannen;Midden- en Oost-Europese landen in de EU;2032;31578;25102;6476
1066;Mannen;Midden- en Oost-Europese landen in de EU;2033;30993;24335;6658
1067;Mannen;Midden- en Oost-Europese landen in de EU;2034;30405;24128;6277
1068;Mannen;Midden- en Oost-Europese landen in de EU;2035;30405;23987;6418
1069;Mannen;Midden- en Oost-Europese landen in de EU;2036;30405;23952;6453
1070;Mannen;Midden- en Oost-Europese landen in de EU;2037;30405;23961;6444
1071;Mannen;Midden- en Oost-Europese landen in de EU;2038;30405;23979;6426
1072;Mannen;Midden- en Oost-Europese landen in de EU;2039;30405;23998;6407
1073;Mannen;Midden- en Oost-Europese landen in de EU;2040;30405;24028;6376
1074;Mannen;Midden- en Oost-Europese landen in de EU;2041;30405;24060;6345
1075;Mannen;Midden- en Oost-Europese landen in de EU;2042;30405;24086;6319
1076;Mannen;Midden- en Oost-Europese landen in de EU;2043;30405;24111;6294
1077;Mannen;Midden- en Oost-Europese landen in de EU;2044;30405;24138;6267
1078;Mannen;Midden- en Oost-Europese landen in de EU;2045;30405;24159;6246
1079;Mannen;Midden- en Oost-Europese landen in de EU;2046;30405;24171;6234
1080;Mannen;Midden- en Oost-Europese landen in de EU;2047;30405;24180;6225
1081;Mannen;Midden- en Oost-Europese landen in de EU;2048;30405;24187;6218
1082;Mannen;Midden- en Oost-Europese landen in de EU;2049;30405;24184;6221
1083;Mannen;Midden- en Oost-Europese landen in de EU;2050;30405;24170;6235
1084;Mannen;Midden- en Oost-Europese landen in de EU;2051;30405;24168;6238
1085;Mannen;Midden- en Oost-Europese landen in de EU;2052;30405;24159;6246
1086;Mannen;Midden- en Oost-Europese landen in de EU;2053;30405;24144;6261
1087;Mannen;Midden- en Oost-Europese landen in de EU;2054;30405;24133;6272
1088;Mannen;Midden- en Oost-Europese landen in de EU;2055;30405;24122;6282
1089;Mannen;Midden- en Oost-Europese landen in de EU;2056;30405;24113;6292
1090;Mannen;Midden- en Oost-Europese landen in de EU;2057;30405;24105;6300
1091;Mannen;Midden- en Oost-Europese landen in de EU;2058;30405;24098;6307
1092;Mannen;Midden- en Oost-Europese landen in de EU;2059;30405;24094;6311
1093;Mannen;Midden- en Oost-Europese landen in de EU;2060;30405;24092;6314
1094;Mannen;Midden- en Oost-Europese landen in de EU;2061;30405;24091;6314
1095;Mannen;Midden- en Oost-Europese landen in de EU;2062;30405;24093;6312
1096;Mannen;Midden- en Oost-Europese landen in de EU;2063;30405;24096;6309
1097;Mannen;Midden- en Oost-Europese landen in de EU;2064;30405;24100;6305
1098;Mannen;Midden- en Oost-Europese landen in de EU;2065;30405;24107;6298
1099;Mannen;Midden- en Oost-Europese landen in de EU;2066;30405;24113;6292
1100;Mannen;Midden- en Oost-Europese landen in de EU;2067;30405;24120;6286
1101;Mannen;Midden- en Oost-Europese landen in de EU;2068;30405;24126;6279
1102;Mannen;Midden- en Oost-Europese landen in de EU;2069;30405;24132;6274
1103;Mannen;Midden- en Oost-Europese landen in de EU;2070;30405;24138;6268
1104;Mannen;West-Europese landen in de EU;2023;27187;17661;9526
1105;Mannen;West-Europese landen in de EU;2024;27725;19004;8721
1106;Mannen;West-Europese landen in de EU;2025;28391;20176;8215
1107;Mannen;West-Europese landen in de EU;2026;28938;21218;7720
1108;Mannen;West-Europese landen in de EU;2027;29370;22177;7193
1109;Mannen;West-Europese landen in de EU;2028;29583;23038;6545
1110;Mannen;West-Europese landen in de EU;2029;29560;23446;6114
1111;Mannen;West-Europese landen in de EU;2030;29560;23746;5814
1112;Mannen;West-Europese landen in de EU;2031;29560;23970;5590
1113;Mannen;West-Europese landen in de EU;2032;29560;24155;5405
1114;Mannen;West-Europese landen in de EU;2033;29560;24305;5255
1115;Mannen;West-Europese landen in de EU;2034;29560;24437;5123
1116;Mannen;West-Europese landen in de EU;2035;29560;24549;5011
1117;Mannen;West-Europese landen in de EU;2036;29560;24646;4914
1118;Mannen;West-Europese landen in de EU;2037;29560;24730;4830
1119;Mannen;West-Europese landen in de EU;2038;29560;24804;4756
1120;Mannen;West-Europese landen in de EU;2039;29560;24868;4692
1121;Mannen;West-Europese landen in de EU;2040;29560;24929;4631
1122;Mannen;West-Europese landen in de EU;2041;29560;24981;4579
1123;Mannen;West-Europese landen in de EU;2042;29560;25029;4531
1124;Mannen;West-Europese landen in de EU;2043;29560;25074;4486
1125;Mannen;West-Europese landen in de EU;2044;29560;25113;4447
1126;Mannen;West-Europese landen in de EU;2045;29560;25151;4409
1127;Mannen;West-Europese landen in de EU;2046;29560;25185;4375
1128;Mannen;West-Europese landen in de EU;2047;29560;25213;4347
