ID;Beroep;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
2459;0722 Productieleiders industrie en bouw;Ondergrens 95%-interval;2020;19.3;19.5;17.3;;22.0;4.2;10.1;4.2;6.1;6.1;3.2;0.6;4.3;1.0;2.3;8.1;6.9;12.9;2.3;;;;;;;;;9.1;21.8;3.7
2460;0722 Productieleiders industrie en bouw;Ondergrens 95%-interval;2021;19.5;19.9;14.8;;21.1;4.5;13.0;2.4;4.7;4.3;2.4;0.3;3.2;0.5;2.1;11.9;5.8;13.2;2.0;;;;;;;;;11.1;21.5;3.7
2461;0722 Productieleiders industrie en bouw;Ondergrens 95%-interval;2022;29.4;21.1;22.6;;22.5;5.8;14.6;4.3;6.4;6.6;4.7;0.8;2.7;0.8;1.3;;;;;14.3;34.9;0.4;25.3;1.0;3.3;0.0;7.0;10.2;17.7;3.6
2462;0722 Productieleiders industrie en bouw;Ondergrens 95%-interval;2023;27.8;22.7;20.0;;25.2;5.1;13.7;3.5;7.1;7.5;2.4;1.1;2.5;0.7;1.7;;;;;13.3;28.5;0.1;19.1;0.3;2.1;0.2;6.5;12.8;25.4;3.4
2463;0722 Productieleiders industrie en bouw;Ondergrens 95%-interval;2024;28.9;18.6;16.3;;22.3;4.0;14.5;3.5;6.4;4.3;2.6;0.4;2.1;0.4;2.0;;;;;11.0;25.6;0.6;14.2;1.3;2.8;0.1;9.0;8.5;20.8;3.4
2464;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2014;34.3;29.7;21.1;17.0;;;;;;;;;;;;23.1;14.9;21.9;3.2;;;;;;;;;17.3;31.2;3.8
2465;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2015;35.8;30.5;29.6;17.7;;;;;;;;;;;;23.5;15.8;25.4;5.6;;;;;;;;;20.8;33.5;3.8
2466;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2016;30.6;26.9;28.7;12.8;;;;;;;;;;;;18.5;13.9;26.2;2.8;;;;;;;;;19.3;32.9;4.1
2467;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2017;34.4;23.9;28.3;14.9;;;;;;;;;;;;17.4;16.1;27.1;5.0;;;;;;;;;20.0;29.9;3.9
2468;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2018;31.9;27.0;25.6;;33.2;9.4;21.4;10.3;11.2;12.7;8.1;2.4;7.1;2.7;6.4;19.6;13.3;19.9;2.5;;;;;;;;;19.1;29.0;3.9
2469;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2019;30.2;34.0;27.1;;35.8;15.1;24.5;7.9;15.6;11.1;7.9;2.3;8.9;4.4;6.7;17.7;17.9;24.8;2.7;;;;;;;;;21.4;34.7;3.9
2470;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2020;29.1;29.3;26.9;;32.2;10.3;18.1;10.1;12.9;12.9;8.4;4.6;10.1;4.9;7.1;15.4;13.5;21.5;7.4;;;;;;;;;16.9;32.1;4.2
2471;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2021;29.0;29.5;23.4;;30.8;10.1;21.3;7.2;10.9;9.7;6.6;3.5;8.2;2.7;6.4;20.0;12.0;21.6;6.3;;;;;;;;;19.0;31.4;4.2
2472;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2022;39.1;30.0;31.7;;31.5;11.6;22.4;9.7;12.7;12.7;9.9;3.8;6.8;3.5;4.4;;;;;22.3;45.0;3.1;34.7;4.2;7.8;1.9;13.2;17.2;26.0;4.0
2473;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2023;37.2;31.6;28.6;;34.4;10.5;21.2;8.3;13.1;13.8;6.4;4.6;6.4;3.5;5.0;;;;;20.9;37.9;1.6;27.5;2.5;5.8;2.2;12.4;20.2;34.7;3.9
2474;0722 Productieleiders industrie en bouw;Bovengrens 95%-interval;2024;38.7;27.3;24.6;;31.4;9.1;22.5;8.4;12.4;9.3;6.7;2.3;5.8;3.5;5.9;;;;;18.5;35.3;4.4;22.2;4.8;7.5;1.8;15.9;14.9;29.8;3.8
2475;0723 Procesoperators;Waarde;2014;29.1;45.7;20.7;13.5;;;;;;;;;;;;45.3;16.3;23.6;3.2;;;;;;;;;12.8;23.2;3.9
2476;0723 Procesoperators;Waarde;2015;41.6;45.4;25.7;22.1;;;;;;;;;;;;42.5;13.7;27.6;5.0;;;;;;;;;18.7;37.5;3.6
2477;0723 Procesoperators;Waarde;2016;35.9;48.5;23.1;18.2;;;;;;;;;;;;48.7;14.4;24.9;2.5;;;;;;;;;21.9;30.3;3.5
2478;0723 Procesoperators;Waarde;2017;36.7;38.5;26.2;21.5;;;;;;;;;;;;48.6;18.1;29.8;5.9;;;;;;;;;18.4;34.8;3.6
2479;0723 Procesoperators;Waarde;2018;41.4;52.9;25.2;;60.4;9.1;31.3;15.2;20.6;14.1;35.1;0.4;19.8;9.3;9.4;49.3;18.5;34.7;3.7;;;;;;;;;24.9;43.7;3.3
2480;0723 Procesoperators;Waarde;2019;42.6;48.8;27.3;;52.4;10.5;29.7;14.8;17.8;10.7;31.0;0.0;23.3;10.1;8.6;49.7;20.2;32.3;1.3;;;;;;;;;20.6;40.6;3.7
2481;0723 Procesoperators;Waarde;2020;37.8;45.7;21.2;;57.4;5.0;21.4;12.1;17.2;7.9;31.6;0.1;25.3;8.1;8.0;54.7;17.5;28.3;3.6;;;;;;;;;20.5;35.7;4.0
2482;0723 Procesoperators;Waarde;2021;39.7;47.6;27.9;;47.9;10.0;27.0;10.8;19.0;11.3;29.6;0.0;21.5;12.1;6.0;45.8;13.8;22.7;3.6;;;;;;;;;19.8;36.7;4.4
2483;0723 Procesoperators;Waarde;2022;40.6;40.0;23.0;;48.0;5.3;24.7;10.1;11.4;9.1;30.1;0.8;17.4;6.1;6.1;;;;;51.6;39.1;1.5;27.6;0.0;10.4;3.0;8.8;16.8;33.0;3.6
2484;0723 Procesoperators;Waarde;2023;29.6;48.4;22.2;;50.3;4.0;25.4;8.6;11.9;5.9;30.7;0.0;18.4;5.3;6.1;;;;;52.5;38.4;0.0;20.3;0.7;15.0;3.8;12.0;13.9;31.2;4.0
2485;0723 Procesoperators;Waarde;2024;39.0;43.2;27.6;;56.3;8.4;28.1;12.0;17.6;8.4;28.4;0.0;18.9;9.2;10.1;;;;;50.2;39.1;0.0;13.9;0.8;13.4;6.0;20.7;18.7;35.7;3.6
2486;0723 Procesoperators;Ondergrens 95%-interval;2014;22.6;38.1;15.3;9.3;;;;;;;;;;;;37.7;11.3;17.8;1.4;;;;;;;;;8.6;17.5;3.5
2487;0723 Procesoperators;Ondergrens 95%-interval;2015;34.4;38.3;19.8;16.6;;;;;;;;;;;;35.4;9.3;21.5;2.5;;;;;;;;;13.5;30.6;3.3
2488;0723 Procesoperators;Ondergrens 95%-interval;2016;29.2;41.3;17.4;13.1;;;;;;;;;;;;41.4;9.8;18.9;1.1;;;;;;;;;16.4;24.1;3.1
2489;0723 Procesoperators;Ondergrens 95%-interval;2017;29.9;31.8;20.3;16.0;;;;;;;;;;;;41.4;13.2;23.4;3.2;;;;;;;;;13.5;28.2;3.2
2490;0723 Procesoperators;Ondergrens 95%-interval;2018;34.8;46.1;19.7;;53.6;5.8;25.3;10.7;15.4;9.8;28.8;0.1;15.0;6.0;6.1;42.5;13.7;28.4;1.7;;;;;;;;;19.3;37.0;3.0
2491;0723 Procesoperators;Ondergrens 95%-interval;2019;35.9;41.9;21.6;;45.6;6.8;23.7;10.4;13.0;6.9;25.1;0.0;17.8;6.6;5.3;42.8;15.0;26.0;0.5;;;;;;;;;15.6;34.1;3.4
2492;0723 Procesoperators;Ondergrens 95%-interval;2020;30.6;38.2;15.5;;49.8;2.5;15.8;8.0;12.0;4.6;25.1;0.0;18.9;4.9;4.7;47.0;12.3;21.8;1.7;;;;;;;;;14.8;28.6;3.6
2493;0723 Procesoperators;Ondergrens 95%-interval;2021;31.6;39.2;20.8;;39.4;5.6;19.9;6.2;12.9;6.7;22.5;0.0;15.2;7.1;3.2;37.5;8.7;16.1;1.2;;;;;;;;;13.8;28.7;4.0
2494;0723 Procesoperators;Ondergrens 95%-interval;2022;33.6;33.0;17.3;;40.8;2.9;19.0;6.7;7.5;5.6;23.9;0.1;12.9;3.8;3.4;;;;;44.3;32.2;0.3;21.4;0.0;6.8;1.3;5.6;11.9;26.4;3.2
2495;0723 Procesoperators;Ondergrens 95%-interval;2023;23.9;41.6;16.8;;43.4;2.1;19.9;5.6;8.1;3.2;24.8;0.0;13.8;3.0;3.2;;;;;45.5;31.8;0.0;15.2;0.2;10.6;1.8;8.2;9.7;25.2;3.6
2496;0723 Procesoperators;Ondergrens 95%-interval;2024;31.8;35.8;21.3;;48.5;5.1;21.8;7.9;12.4;5.2;22.0;0.0;13.5;5.5;6.5;;;;;42.5;31.7;0.0;9.3;0.1;9.0;3.1;15.0;13.6;28.6;3.3
2497;0723 Procesoperators;Bovengrens 95%-interval;2014;36.6;53.4;27.4;19.3;;;;;;;;;;;;53.1;22.9;30.5;7.3;;;;;;;;;18.6;30.1;4.2
2498;0723 Procesoperators;Bovengrens 95%-interval;2015;49.1;52.8;32.7;28.9;;;;;;;;;;;;49.9;19.7;34.7;9.7;;;;;;;;;25.3;45.0;4.0
2499;0723 Procesoperators;Bovengrens 95%-interval;2016;43.2;55.8;29.9;24.8;;;;;;;;;;;;56.1;20.8;32.0;5.8;;;;;;;;;28.5;37.3;3.8
2500;0723 Procesoperators;Bovengrens 95%-interval;2017;44.0;45.7;33.2;28.1;;;;;;;;;;;;55.9;24.4;37.0;10.7;;;;;;;;;24.7;42.0;3.9
2501;0723 Procesoperators;Bovengrens 95%-interval;2018;48.3;59.7;31.8;;66.8;13.8;38.0;21.0;26.9;19.8;42.0;2.6;25.7;14.2;14.1;56.2;24.5;41.6;7.7;;;;;;;;;31.5;50.7;3.7
2502;0723 Procesoperators;Bovengrens 95%-interval;2019;49.5;55.7;33.8;;59.3;15.8;36.4;20.6;23.9;16.2;37.6;;29.8;15.0;13.7;56.6;26.6;39.2;3.7;;;;;;;;;26.8;47.6;4.1
2503;0723 Procesoperators;Bovengrens 95%-interval;2020;45.6;53.4;28.3;;64.7;9.7;28.3;18.0;24.1;13.3;39.1;0.6;33.0;13.1;13.3;62.2;24.3;35.8;7.7;;;;;;;;;27.5;43.4;4.3
2504;0723 Procesoperators;Bovengrens 95%-interval;2021;48.4;56.2;36.3;;56.4;17.1;35.6;18.1;27.0;18.3;37.8;;29.4;19.9;11.0;54.4;21.3;30.9;10.0;;;;;;;;;27.5;45.4;4.9
2505;0723 Procesoperators;Bovengrens 95%-interval;2022;48.0;47.4;29.9;;55.3;9.6;31.4;15.0;16.8;14.4;37.0;5.7;23.1;9.6;10.4;;;;;58.9;46.5;6.0;34.7;;15.7;6.7;13.6;23.3;40.4;3.9
2506;0723 Procesoperators;Bovengrens 95%-interval;2023;36.0;55.3;28.7;;57.1;7.4;31.8;13.0;17.3;10.6;37.3;;24.2;9.1;11.6;;;;;59.4;45.4;;26.6;2.9;20.8;7.8;17.1;19.4;38.0;4.3
2507;0723 Procesoperators;Bovengrens 95%-interval;2024;46.7;51.0;34.9;;63.8;13.4;35.3;17.8;24.4;13.4;35.7;;25.7;15.0;15.5;;;;;58.0;47.1;;20.3;5.6;19.5;11.4;27.8;25.1;43.4;4.0
2508;073 Bouwarbeiders;Waarde;2014;63.0;26.9;47.3;14.5;;;;;;;;;;;;33.8;27.3;30.0;3.1;;;;;;;;;38.8;56.8;0.7
2509;073 Bouwarbeiders;Waarde;2015;65.5;29.0;50.7;15.5;;;;;;;;;;;;34.2;30.6;32.5;4.2;;;;;;;;;41.4;62.2;0.9
2510;073 Bouwarbeiders;Waarde;2016;60.4;26.8;46.6;14.6;;;;;;;;;;;;28.9;28.9;32.7;2.9;;;;;;;;;35.9;54.1;0.9
2511;073 Bouwarbeiders;Waarde;2017;62.7;28.7;47.7;14.6;;;;;;;;;;;;32.9;31.2;33.6;3.9;;;;;;;;;40.4;60.0;1.1
2512;073 Bouwarbeiders;Waarde;2018;58.9;26.5;45.8;;41.6;21.9;26.8;7.1;19.8;6.7;7.0;0.8;5.4;2.2;5.2;26.7;28.8;32.2;2.7;;;;;;;;;38.2;57.9;1.1
2513;073 Bouwarbeiders;Waarde;2019;61.0;25.9;44.3;;42.9;22.1;26.2;7.4;18.4;6.9;6.0;0.2;6.4;1.4;6.0;26.7;27.4;31.0;2.9;;;;;;;;;37.6;56.7;1.2
2514;073 Bouwarbeiders;Waarde;2020;59.9;25.2;44.6;;39.2;20.3;24.4;4.8;18.8;5.3;4.4;0.6;5.7;1.0;3.4;27.8;25.6;26.9;4.6;;;;;;;;;35.0;55.5;1.1
2515;073 Bouwarbeiders;Waarde;2021;62.7;26.4;48.1;;40.1;22.0;24.2;6.7;17.9;5.5;6.2;0.7;5.3;1.2;3.8;28.2;25.1;28.8;3.5;;;;;;;;;35.2;57.4;1.2
2516;073 Bouwarbeiders;Waarde;2022;65.2;25.4;47.3;;40.8;19.3;24.1;4.6;20.6;4.7;4.5;0.8;5.0;1.3;6.7;;;;;20.9;41.0;2.2;31.5;2.1;7.1;0.4;14.1;36.9;54.9;1.1
2517;073 Bouwarbeiders;Waarde;2023;62.8;24.6;47.0;;40.6;21.2;21.9;3.8;18.9;5.2;7.3;0.4;3.3;1.1;4.2;;;;;22.5;33.1;2.1;23.3;2.3;5.5;0.4;11.0;33.0;54.5;1.2
2518;073 Bouwarbeiders;Waarde;2024;66.6;27.3;52.1;;43.8;23.4;23.9;6.3;22.4;6.8;5.8;0.5;6.3;2.4;3.7;;;;;23.4;34.8;2.5;22.6;2.4;7.8;0.2;14.2;40.5;56.9;1.2
2519;073 Bouwarbeiders;Ondergrens 95%-interval;2014;59.0;23.2;43.1;11.8;;;;;;;;;;;;29.9;23.6;26.3;1.9;;;;;;;;;34.7;52.6;0.6
2520;073 Bouwarbeiders;Ondergrens 95%-interval;2015;61.9;25.7;47.0;13.0;;;;;;;;;;;;30.8;27.3;29.1;2.9;;;;;;;;;37.9;58.6;0.8
2521;073 Bouwarbeiders;Ondergrens 95%-interval;2016;56.8;23.6;42.9;12.1;;;;;;;;;;;;25.7;25.7;29.3;1.9;;;;;;;;;32.5;50.5;0.8
2522;073 Bouwarbeiders;Ondergrens 95%-interval;2017;59.1;25.5;44.1;12.2;;;;;;;;;;;;29.5;27.9;30.2;2.7;;;;;;;;;36.9;56.4;1.0
2523;073 Bouwarbeiders;Ondergrens 95%-interval;2018;55.9;23.9;42.7;;38.5;19.5;24.1;5.7;17.5;5.4;5.6;0.4;4.1;1.5;4.0;24.1;26.0;29.4;1.8;;;;;;;;;35.3;54.8;1.0
2524;073 Bouwarbeiders;Ondergrens 95%-interval;2019;57.9;23.2;41.2;;39.9;19.6;23.5;5.9;16.1;5.4;4.7;0.0;5.0;0.8;4.7;24.0;24.7;28.2;2.0;;;;;;;;;34.6;53.6;1.1
2525;073 Bouwarbeiders;Ondergrens 95%-interval;2020;56.5;22.3;41.2;;35.8;17.7;21.5;3.5;16.2;3.9;3.2;0.3;4.3;0.5;2.3;24.7;22.6;23.9;3.3;;;;;;;;;31.8;52.1;1.0
2526;073 Bouwarbeiders;Ondergrens 95%-interval;2021;59.0;23.2;44.3;;36.4;19.0;21.1;4.9;15.1;4.0;4.5;0.3;3.8;0.6;2.5;24.9;21.8;25.4;2.3;;;;;;;;;31.8;53.6;1.0
2527;073 Bouwarbeiders;Ondergrens 95%-interval;2022;62.2;22.7;44.1;;37.7;16.9;21.5;3.4;18.1;3.6;3.4;0.3;3.7;0.8;5.2;;;;;18.3;37.9;1.5;28.6;1.4;5.6;0.2;11.9;33.9;51.7;1.0
2528;073 Bouwarbeiders;Ondergrens 95%-interval;2023;59.5;21.8;43.8;;37.4;18.6;19.3;2.7;16.4;3.9;5.7;0.1;2.2;0.6;3.0;;;;;19.8;30.0;1.3;20.6;1.5;4.2;0.1;9.0;30.0;51.2;1.0
2529;073 Bouwarbeiders;Ondergrens 95%-interval;2024;63.5;24.5;48.9;;40.6;20.8;21.3;4.9;19.8;5.3;4.5;0.2;4.9;1.6;2.7;;;;;20.7;31.7;1.7;19.9;1.6;6.1;0.0;12.0;37.4;53.7;1.1
2530;073 Bouwarbeiders;Bovengrens 95%-interval;2014;67.0;31.0;51.5;17.8;;;;;;;;;;;;37.9;31.2;34.1;5.0;;;;;;;;;42.9;60.9;0.9
2531;073 Bouwarbeiders;Bovengrens 95%-interval;2015;68.8;32.4;54.3;18.5;;;;;;;;;;;;37.8;34.1;36.0;5.9;;;;;;;;;45.1;65.7;1.0
2532;073 Bouwarbeiders;Bovengrens 95%-interval;2016;64.0;30.1;50.3;17.4;;;;;;;;;;;;32.3;32.3;36.2;4.5;;;;;;;;;39.5;57.8;1.1
2533;073 Bouwarbeiders;Bovengrens 95%-interval;2017;66.2;32.2;51.4;17.5;;;;;;;;;;;;36.5;34.7;37.1;5.7;;;;;;;;;44.1;63.6;1.3
2534;073 Bouwarbeiders;Bovengrens 95%-interval;2018;62.0;29.3;48.9;;44.6;24.6;29.6;8.9;22.4;8.4;8.7;1.6;6.9;3.3;6.8;29.6;31.7;35.2;3.9;;;;;;;;;41.2;61.0;1.2
2535;073 Bouwarbeiders;Bovengrens 95%-interval;2019;63.9;28.7;47.4;;46.0;24.8;29.0;9.2;21.0;8.7;7.6;0.6;8.1;2.4;7.7;29.5;30.3;34.0;4.2;;;;;;;;;40.6;59.7;1.3
2536;073 Bouwarbeiders;Bovengrens 95%-interval;2020;63.3;28.4;48.1;;42.6;23.3;27.5;6.5;21.7;7.0;6.0;1.3;7.5;2.0;4.9;31.0;28.8;30.1;6.2;;;;;;;;;38.4;59.0;1.2
2537;073 Bouwarbeiders;Bovengrens 95%-interval;2021;66.3;29.9;51.9;;43.9;25.5;27.7;9.0;21.1;7.5;8.5;1.6;7.2;2.4;5.6;31.9;28.6;32.4;5.3;;;;;;;;;38.9;61.1;1.3
2538;073 Bouwarbeiders;Bovengrens 95%-interval;2022;68.2;28.3;50.5;;43.9;21.9;26.9;6.1;23.3;6.2;6.1;1.7;6.6;2.3;8.5;;;;;23.8;44.2;3.4;34.5;3.3;9.0;1.1;16.5;40.0;58.1;1.2
2539;073 Bouwarbeiders;Bovengrens 95%-interval;2023;65.9;27.5;50.4;;43.9;24.0;24.8;5.3;21.7;6.8;9.4;1.1;4.7;2.2;5.9;;;;;25.5;36.4;3.2;26.3;3.5;7.3;1.2;13.3;36.2;57.8;1.3
2540;073 Bouwarbeiders;Bovengrens 95%-interval;2024;69.6;30.2;55.3;;47.1;26.3;26.7;8.1;25.2;8.5;7.6;1.1;8.1;3.6;5.2;;;;;26.4;38.0;3.7;25.4;3.6;9.8;0.6;16.7;43.6;60.0;1.3
2541;0731 Bouwarbeiders ruwbouw;Waarde;2014;61.3;20.5;41.3;10.1;;;;;;;;;;;;39.2;21.6;22.4;4.1;;;;;;;;;35.1;61.4;0.9
2542;0731 Bouwarbeiders ruwbouw;Waarde;2015;65.4;26.7;50.1;15.1;;;;;;;;;;;;34.3;24.4;28.5;3.9;;;;;;;;;40.5;67.5;1.1
2543;0731 Bouwarbeiders ruwbouw;Waarde;2016;56.6;30.2;44.5;11.6;;;;;;;;;;;;27.9;17.8;29.7;4.0;;;;;;;;;35.6;50.1;1.3
2544;0731 Bouwarbeiders ruwbouw;Waarde;2017;63.3;25.8;43.2;14.7;;;;;;;;;;;;32.3;22.2;31.9;5.8;;;;;;;;;38.1;64.0;1.5
2545;0731 Bouwarbeiders ruwbouw;Waarde;2018;53.3;26.0;41.7;;32.5;13.6;22.3;8.1;13.0;5.9;5.3;1.5;2.9;0.9;6.8;27.1;21.9;29.2;2.6;;;;;;;;;33.5;55.0;1.4
2546;0731 Bouwarbeiders ruwbouw;Waarde;2019;54.7;22.0;37.8;;33.9;15.3;20.2;8.5;13.2;7.2;6.2;0.3;1.1;0.4;5.0;22.1;15.1;21.4;3.1;;;;;;;;;29.8;53.8;1.9
2547;0731 Bouwarbeiders ruwbouw;Waarde;2020;46.9;17.9;33.4;;32.0;13.9;20.1;5.7;9.7;5.5;4.1;1.9;2.8;0.0;4.4;22.3;18.2;18.3;5.8;;;;;;;;;32.2;52.8;1.6
2548;0731 Bouwarbeiders ruwbouw;Waarde;2021;55.4;22.3;38.9;;37.5;18.3;25.6;6.7;9.9;7.0;6.8;2.2;2.1;0.0;4.3;24.9;18.3;24.2;2.7;;;;;;;;;31.1;54.2;1.7
2549;0731 Bouwarbeiders ruwbouw;Waarde;2022;51.1;19.2;36.9;;27.8;10.4;18.7;3.3;10.2;5.4;1.5;0.4;1.3;0.5;4.2;;;;;11.6;45.1;4.6;34.5;2.4;7.5;1.0;13.0;25.3;46.2;1.5
2550;0731 Bouwarbeiders ruwbouw;Waarde;2023;53.7;22.3;40.7;;26.7;14.2;15.7;2.7;7.7;5.1;3.1;0.4;1.9;0.0;0.9;;;;;13.8;37.3;3.3;22.4;3.7;6.2;0.8;16.2;23.3;51.2;1.4
2551;0731 Bouwarbeiders ruwbouw;Waarde;2024;56.4;24.3;46.3;;34.7;16.0;19.8;7.3;12.5;7.9;4.0;1.2;2.4;1.1;4.4;;;;;18.2;37.1;5.6;21.7;4.2;6.9;0.4;14.2;33.8;49.7;1.6
2552;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2014;52.3;14.0;32.8;5.8;;;;;;;;;;;;30.9;15.2;15.6;1.4;;;;;;;;;27.1;52.4;0.6
2553;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2015;57.7;20.3;42.2;10.0;;;;;;;;;;;;27.2;18.2;21.9;1.7;;;;;;;;;32.9;59.9;0.8
2554;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2016;48.9;23.3;36.9;7.3;;;;;;;;;;;;21.6;12.3;23.0;1.9;;;;;;;;;28.5;42.4;1.0
2555;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2017;55.0;18.9;35.2;9.5;;;;;;;;;;;;24.9;15.8;24.5;2.7;;;;;;;;;30.2;55.9;1.1
2556;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2018;46.7;20.7;35.4;;26.6;9.8;17.3;5.0;9.2;3.5;3.0;0.5;1.3;0.2;4.1;21.6;16.8;23.5;1.2;;;;;;;;;27.6;48.4;1.1
2557;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2019;48.1;16.9;31.6;;28.0;11.1;15.4;5.5;9.2;4.3;3.8;0.0;0.4;0.1;2.8;17.2;11.0;16.5;1.6;;;;;;;;;24.1;47.3;1.5
2558;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2020;39.7;12.9;26.8;;25.4;9.3;14.7;3.0;6.0;3.0;2.0;0.7;1.2;0.0;2.2;16.8;13.0;13.3;3.3;;;;;;;;;25.7;45.4;1.2
2559;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2021;47.6;16.4;31.5;;30.1;12.8;19.2;3.5;5.9;3.9;3.7;0.8;0.7;0.0;1.9;18.6;12.9;18.0;1.1;;;;;;;;;24.3;46.3;1.3
2560;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2022;44.3;14.3;30.6;;22.2;7.0;14.1;1.6;6.7;3.0;0.6;0.1;0.5;0.1;2.1;;;;;7.9;38.3;2.4;28.3;1.0;4.4;0.2;9.1;19.9;39.5;1.2
2561;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2023;46.7;16.8;34.0;;20.9;9.9;11.2;1.3;4.8;2.8;1.4;0.1;0.7;0.0;0.2;;;;;9.4;30.6;1.6;17.2;1.8;3.6;0.1;11.4;18.0;44.1;1.1
2562;0731 Bouwarbeiders ruwbouw;Ondergrens 95%-interval;2024;49.9;19.2;39.9;;28.7;11.8;15.1;4.5;8.7;5.0;2.0;0.4;1.0;0.3;2.4;;;;;13.4;30.9;3.3;16.8;2.2;4.2;0.1;10.1;28.0;43.1;1.3
2563;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2014;69.5;28.9;50.4;17.0;;;;;;;;;;;;48.2;29.8;31.2;11.2;;;;;;;;;44.0;69.6;1.2
2564;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2015;72.4;34.2;57.9;22.0;;;;;;;;;;;;42.2;31.9;36.1;8.6;;;;;;;;;48.5;74.3;1.5
2565;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2016;64.0;38.0;52.4;17.7;;;;;;;;;;;;35.4;24.9;37.4;8.3;;;;;;;;;43.5;57.8;1.6
2566;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2017;71.0;34.0;51.6;22.1;;;;;;;;;;;;40.7;30.4;40.4;12.0;;;;;;;;;46.6;71.4;2.0
2567;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2018;59.8;32.1;48.3;;39.0;18.8;28.4;12.9;18.2;9.9;9.0;4.7;6.4;3.5;11.2;33.4;28.0;35.6;5.7;;;;;;;;;40.0;61.4;1.7
2568;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2019;61.0;28.0;44.4;;40.4;20.7;26.2;13.0;18.5;11.8;10.0;2.4;3.3;2.7;8.7;27.9;20.4;27.3;6.2;;;;;;;;;36.2;60.2;2.2
2569;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2020;54.4;24.4;40.7;;39.3;20.2;26.9;10.5;15.3;9.8;8.3;5.3;6.8;;8.7;29.0;24.9;24.8;9.8;;;;;;;;;39.5;60.0;1.9
2570;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2021;63.0;29.5;46.8;;45.5;25.4;33.2;12.7;16.2;12.3;12.1;5.9;6.4;;9.3;32.3;25.4;31.6;6.6;;;;;;;;;38.7;61.9;2.1
2571;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2022;57.9;25.4;43.6;;34.2;15.2;24.4;6.8;15.2;9.5;3.7;2.9;3.7;1.9;8.0;;;;;16.7;52.1;8.5;41.3;5.8;12.6;3.7;18.4;31.4;53.1;1.8
2572;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2023;60.5;28.9;47.7;;33.5;19.9;21.6;5.7;12.1;9.2;6.8;3.0;5.1;;3.2;;;;;19.8;44.4;6.9;28.6;7.3;10.4;5.2;22.4;29.6;58.1;1.7
2573;0731 Bouwarbeiders ruwbouw;Bovengrens 95%-interval;2024;62.8;30.3;52.9;;41.2;21.3;25.5;11.6;17.6;12.1;7.7;3.6;5.9;4.4;8.1;;;;;24.3;43.8;9.1;27.6;7.7;11.1;2.6;19.6;40.2;56.2;1.9
2574;0732 Timmerlieden;Waarde;2014;69.9;31.1;53.2;12.5;;;;;;;;;;;;8.2;20.0;26.4;0.8;;;;;;;;;37.3;48.3;0.5
