ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromOtherSources_3;Imports_4;Exports_5;StockChange_6;TotalConsumption_7;Processing_8;FinalConsumption_9;OpeningStock_10;ClosingStock_11;StockChange_12
2626;Bioadditives;Total for processing and transit;2014 January;23.0;;5.0;;;18.0;23.0;23.0;;258.0;240.0;18.0
2627;Bioadditives;Total for processing and transit;2014 February;40.0;;36.0;;;4.0;40.0;40.0;;240.0;237.0;4.0
2628;Bioadditives;Total for processing and transit;2014 March;47.0;;52.0;;;-5.0;47.0;47.0;;237.0;242.0;-5.0
2629;Bioadditives;Total for processing and transit;2014 1st quarter;109.0;;93.0;;;16.0;109.0;109.0;;258.0;242.0;16.0
2630;Bioadditives;Total for processing and transit;2014 April;43.0;;57.0;;;-14.0;43.0;43.0;;242.0;256.0;-14.0
2631;Bioadditives;Total for processing and transit;2014 May;38.0;;23.0;;;15.0;38.0;38.0;;256.0;241.0;15.0
2632;Bioadditives;Total for processing and transit;2014 June;30.0;;14.0;;;16.0;30.0;30.0;;241.0;225.0;16.0
2633;Bioadditives;Total for processing and transit;2014 2nd quarter;112.0;95.0;95.0;;;17.0;112.0;112.0;;242.0;225.0;17.0
2634;Bioadditives;Total for processing and transit;2014 July;31.0;;-15.0;;;46.0;31.0;31.0;;225.0;179.0;46.0
2635;Bioadditives;Total for processing and transit;2014 August;37.0;;30.0;;;7.0;37.0;37.0;;179.0;172.0;7.0
2636;Bioadditives;Total for processing and transit;2014 September;37.0;;113.0;;;-75.0;37.0;37.0;;172.0;248.0;-75.0
2637;Bioadditives;Total for processing and transit;2014 3rd quarter;105.0;;128.0;;;-23.0;105.0;105.0;;225.0;248.0;-23.0
2638;Bioadditives;Total for processing and transit;2014 October;61.0;;26.0;;;35.0;61.0;61.0;;248.0;213.0;35.0
2639;Bioadditives;Total for processing and transit;2014 November;28.0;;-4.0;;;33.0;28.0;28.0;;213.0;180.0;33.0
2640;Bioadditives;Total for processing and transit;2014 December;101.0;;143.0;;;-43.0;101.0;101.0;;180.0;223.0;-43.0
2641;Bioadditives;Total for processing and transit;2014 4th quarter;190.0;;165.0;;;25.0;190.0;190.0;;248.0;223.0;25.0
2642;Bioadditives;Total for processing and transit;2015 January;22.0;;74.0;;;-51.0;22.0;22.0;;223.0;274.0;-51.0
2643;Bioadditives;Total for processing and transit;2015 February;29.0;;53.0;;;-24.0;29.0;29.0;;274.0;298.0;-24.0
2644;Bioadditives;Total for processing and transit;2015 March;37.0;;101.0;;;-64.0;37.0;37.0;;298.0;362.0;-64.0
2645;Bioadditives;Total for processing and transit;2015 1st quarter;89.0;;228.0;;;-140.0;89.0;89.0;;223.0;362.0;-140.0
2646;Bioadditives;Total for processing and transit;2015 April;53.0;;13.0;;;41.0;53.0;53.0;;362.0;322.0;41.0
2647;Bioadditives;Total for processing and transit;2015 May;31.0;;-9.0;;;41.0;31.0;31.0;;322.0;281.0;41.0
2648;Bioadditives;Total for processing and transit;2015 June;39.0;;-34.0;;;73.0;39.0;39.0;;281.0;208.0;73.0
2649;Bioadditives;Total for processing and transit;2015 2nd quarter;124.0;;-31.0;;;154.0;124.0;124.0;;362.0;208.0;154.0
2650;Bioadditives;Total for processing and transit;2015 July;34.0;;33.0;;;2.0;34.0;34.0;;208.0;206.0;2.0
2651;Bioadditives;Total for processing and transit;2015 August;22.0;;59.0;;;-38.0;22.0;22.0;;206.0;244.0;-38.0
2652;Bioadditives;Total for processing and transit;2015 September;25.0;;15.0;;;10.0;25.0;25.0;;244.0;234.0;10.0
2653;Bioadditives;Total for processing and transit;2015 3rd quarter;81.0;;107.0;;;-26.0;81.0;81.0;;208.0;234.0;-26.0
2654;Bioadditives;Total for processing and transit;2015 October;15.0;;38.0;;;-23.0;15.0;15.0;;234.0;257.0;-23.0
2655;Bioadditives;Total for processing and transit;2015 November;14.0;;-46.0;;;60.0;14.0;14.0;;257.0;197.0;60.0
2656;Bioadditives;Total for processing and transit;2015 December;158.0;;176.0;;;-18.0;158.0;158.0;;197.0;215.0;-18.0
2657;Bioadditives;Total for processing and transit;2015 4th quarter;188.0;;168.0;;;19.0;188.0;188.0;;234.0;215.0;19.0
2658;Bioadditives;Total for processing and transit;2016 January;12.0;;63.0;;;-51.0;12.0;12.0;;215.0;265.0;-51.0
2659;Bioadditives;Total for processing and transit;2016 February;20.0;;18.0;;;2.0;20.0;20.0;;265.0;263.0;2.0
2660;Bioadditives;Total for processing and transit;2016 March;20.0;;47.0;;;-27.0;20.0;20.0;;263.0;290.0;-27.0
2661;Bioadditives;Total for processing and transit;2016 1st quarter;52.0;;128.0;;;-75.0;52.0;52.0;;215.0;290.0;-75.0
2662;Bioadditives;Total for processing and transit;2016 April;23.0;;6.0;;;19.0;23.0;23.0;;290.0;272.0;19.0
2663;Bioadditives;Total for processing and transit;2016 May;22.0;;12.0;;;10.0;22.0;22.0;;272.0;261.0;10.0
2664;Bioadditives;Total for processing and transit;2016 June;22.0;;15.0;;;8.0;22.0;22.0;;261.0;254.0;8.0
2665;Bioadditives;Total for processing and transit;2016 2nd quarter;67.0;;32.0;;;36.0;67.0;67.0;;290.0;254.0;36.0
2666;Bioadditives;Total for processing and transit;2016 July;32.0;;-17.0;;;49.0;32.0;32.0;;254.0;205.0;49.0
2667;Bioadditives;Total for processing and transit;2016 August;26.0;;41.0;;;-15.0;26.0;26.0;;205.0;220.0;-15.0
2668;Bioadditives;Total for processing and transit;2016 September;29.0;;3.0;;;26.0;29.0;29.0;;220.0;194.0;26.0
2669;Bioadditives;Total for processing and transit;2016 3rd quarter;87.0;;27.0;;;60.0;87.0;87.0;;254.0;194.0;60.0
2670;Bioadditives;Total for processing and transit;2016 October;37.0;;45.0;;;-7.0;37.0;37.0;;194.0;201.0;-7.0
2671;Bioadditives;Total for processing and transit;2016 November;38.0;;40.0;;;-2.0;38.0;38.0;;201.0;203.0;-2.0
2672;Bioadditives;Total for processing and transit;2016 December;105.0;;66.0;;;39.0;105.0;105.0;;203.0;165.0;39.0
2673;Bioadditives;Total for processing and transit;2016 4th quarter;179.0;;150.0;;;29.0;179.0;179.0;;194.0;165.0;29.0
2674;Bioadditives;Total for processing and transit;2017 January;25.0;;108.0;;;-83.0;25.0;25.0;;165.0;247.0;-83.0
2675;Bioadditives;Total for processing and transit;2017 February;20.0;;111.0;;;-91.0;20.0;20.0;;247.0;338.0;-91.0
2676;Bioadditives;Total for processing and transit;2017 March;40.0;;-2.0;;;41.0;40.0;40.0;;338.0;296.0;41.0
2677;Bioadditives;Total for processing and transit;2017 1st quarter;85.0;;217.0;;;-132.0;85.0;85.0;;165.0;296.0;-132.0
2678;Bioadditives;Total for processing and transit;2017 April;41.0;;-8.0;;;49.0;41.0;41.0;;296.0;247.0;49.0
2679;Bioadditives;Total for processing and transit;2017 May;45.0;;54.0;;;-9.0;45.0;45.0;;247.0;256.0;-9.0
2680;Bioadditives;Total for processing and transit;2017 June;41.0;;0.0;;;41.0;41.0;41.0;;256.0;215.0;41.0
2681;Bioadditives;Total for processing and transit;2017 2nd quarter;128.0;;47.0;;;81.0;128.0;128.0;;296.0;215.0;81.0
2682;Bioadditives;Total for processing and transit;2017 July;37.0;;43.0;;;-6.0;37.0;37.0;;215.0;221.0;-6.0
2683;Bioadditives;Total for processing and transit;2017 August;32.0;;59.0;;;-27.0;32.0;32.0;;221.0;248.0;-27.0
2684;Bioadditives;Total for processing and transit;2017 September;41.0;;52.0;;;-10.0;41.0;41.0;;248.0;258.0;-10.0
2685;Bioadditives;Total for processing and transit;2017 3rd quarter;110.0;;153.0;;;-43.0;110.0;110.0;;215.0;258.0;-43.0
2686;Bioadditives;Total for processing and transit;2017 October;51.0;;24.0;;;26.0;51.0;51.0;;258.0;231.0;26.0
2687;Bioadditives;Total for processing and transit;2017 November;40.0;;121.0;;;-81.0;40.0;40.0;;231.0;313.0;-81.0
2688;Bioadditives;Total for processing and transit;2017 December;101.0;;119.0;;;-18.0;101.0;101.0;;313.0;331.0;-18.0
2689;Bioadditives;Total for processing and transit;2017 4th quarter;191.0;;264.0;;;-73.0;191.0;191.0;;258.0;331.0;-73.0
2690;Bioadditives;Total for processing and transit;2018 January;48.0;;81.0;;;-34.0;48.0;48.0;;331.0;364.0;-34.0
2691;Bioadditives;Total for processing and transit;2018 February;43.0;;88.0;;;-45.0;43.0;43.0;;364.0;409.0;-45.0
2692;Bioadditives;Total for processing and transit;2018 March;63.0;;63.0;;;0.0;63.0;63.0;;409.0;409.0;0.0
2693;Bioadditives;Total for processing and transit;2018 1st quarter;154.0;;233.0;;;-79.0;154.0;154.0;;331.0;409.0;-79.0
2694;Bioadditives;Total for processing and transit;2018 April;69.0;;1.0;;;68.0;69.0;69.0;;409.0;341.0;68.0
2695;Bioadditives;Total for processing and transit;2018 May;66.0;;42.0;;;24.0;66.0;66.0;;341.0;317.0;24.0
2696;Bioadditives;Total for processing and transit;2018 June;72.0;;13.0;;;58.0;72.0;72.0;;317.0;259.0;58.0
2697;Bioadditives;Total for processing and transit;2018 2nd quarter;206.0;;56.0;;;150.0;206.0;206.0;;409.0;259.0;150.0
2698;Bioadditives;Total for processing and transit;2018 July;67.0;;209.0;;;-142.0;67.0;67.0;;259.0;400.0;-142.0
2699;Bioadditives;Total for processing and transit;2018 August;63.0;;55.0;;;8.0;63.0;63.0;;400.0;392.0;8.0
2700;Bioadditives;Total for processing and transit;2018 September;64.0;;71.0;;;-7.0;64.0;64.0;;392.0;399.0;-7.0
2701;Bioadditives;Total for processing and transit;2018 3rd quarter;193.0;;334.0;;;-141.0;193.0;193.0;;259.0;399.0;-141.0
2702;Bioadditives;Total for processing and transit;2018 October;63.0;;105.0;;;-42.0;63.0;63.0;;399.0;442.0;-42.0
2703;Bioadditives;Total for processing and transit;2018 November;54.0;;129.0;;;-75.0;54.0;54.0;;442.0;517.0;-75.0
2704;Bioadditives;Total for processing and transit;2018 December;88.0;;91.0;;;-3.0;88.0;88.0;;517.0;520.0;-3.0
2705;Bioadditives;Total for processing and transit;2018 4th quarter;204.0;;325.0;;;-121.0;204.0;204.0;;399.0;520.0;-121.0
2706;Bioadditives;Total for processing and transit;2019 January;59.0;;164.0;;;-105.0;59.0;59.0;;520.0;625.0;-105.0
2707;Bioadditives;Total for processing and transit;2019 February;70.0;;9.0;;;61.0;70.0;70.0;;625.0;564.0;61.0
2708;Bioadditives;Total for processing and transit;2019 March;74.0;;19.0;;;55.0;74.0;74.0;;564.0;509.0;55.0
2709;Bioadditives;Total for processing and transit;2019 1st quarter;203.0;;192.0;;;11.0;203.0;203.0;;520.0;509.0;11.0
2710;Bioadditives;Total for processing and transit;2019 April;76.0;;89.0;;;-13.0;76.0;76.0;;509.0;522.0;-13.0
2711;Bioadditives;Total for processing and transit;2019 May;75.0;;154.0;;;-79.0;75.0;75.0;;522.0;601.0;-79.0
2712;Bioadditives;Total for processing and transit;2019 June;67.0;;120.0;;;-54.0;67.0;67.0;;601.0;654.0;-54.0
2713;Bioadditives;Total for processing and transit;2019 2nd quarter;218.0;;363.0;;;-146.0;218.0;218.0;;509.0;654.0;-146.0
2714;Bioadditives;Total for processing and transit;2019 July;84.0;;17.0;;;66.0;84.0;84.0;;654.0;588.0;66.0
2715;Bioadditives;Total for processing and transit;2019 August;69.0;;105.0;;;-36.0;69.0;69.0;;588.0;624.0;-36.0
2716;Bioadditives;Total for processing and transit;2019 September;78.0;;-60.0;;;138.0;78.0;78.0;;624.0;486.0;138.0
2717;Bioadditives;Total for processing and transit;2019 3rd quarter;231.0;;62.0;;;168.0;231.0;231.0;;654.0;486.0;168.0
2718;Bioadditives;Total for processing and transit;2019 October;82.0;;140.0;;;-58.0;82.0;82.0;;486.0;544.0;-58.0
2719;Bioadditives;Total for processing and transit;2019 November;96.0;;70.0;;;26.0;96.0;96.0;;544.0;517.0;26.0
2720;Bioadditives;Total for processing and transit;2019 December;105.0;;108.0;;;-3.0;105.0;105.0;;517.0;520.0;-3.0
2721;Bioadditives;Total for processing and transit;2019 4th quarter;283.0;;317.0;;;-34.0;283.0;283.0;;486.0;520.0;-34.0
2722;Bioadditives;Total for processing and transit;2020 January;107.0;;143.0;;;-36.0;107.0;107.0;;520.0;556.0;-36.0
2723;Bioadditives;Total for processing and transit;2020 February;117.0;;252.0;;;-135.0;117.0;117.0;;556.0;691.0;-135.0
2724;Bioadditives;Total for processing and transit;2020 March;113.0;;135.0;;;-21.0;113.0;113.0;;691.0;713.0;-21.0
2725;Bioadditives;Total for processing and transit;2020 1st quarter;337.0;;530.0;;;-192.0;337.0;337.0;;520.0;713.0;-192.0
2726;Bioadditives;Total for processing and transit;2020 April;85.0;;174.0;;;-89.0;85.0;85.0;;713.0;802.0;-89.0
2727;Bioadditives;Total for processing and transit;2020 May;99.0;;91.0;;;8.0;99.0;99.0;;802.0;794.0;8.0
2728;Bioadditives;Total for processing and transit;2020 June;85.0;;-54.0;;;140.0;85.0;85.0;;794.0;654.0;140.0
2729;Bioadditives;Total for processing and transit;2020 2nd quarter;269.0;;211.0;;;58.0;269.0;269.0;;713.0;654.0;58.0
2730;Bioadditives;Total for processing and transit;2020 July;95.0;;74.0;;;23.0;95.0;95.0;;654.0;632.0;23.0
2731;Bioadditives;Total for processing and transit;2020 August;105.0;;94.0;;;13.0;105.0;105.0;;632.0;619.0;13.0
2732;Bioadditives;Total for processing and transit;2020 September;127.0;;127.0;;;1.0;127.0;126.0;1.0;619.0;618.0;1.0
2733;Bioadditives;Total for processing and transit;2020 3rd quarter;326.0;;295.0;;;36.0;326.0;325.0;1.0;654.0;618.0;36.0
2734;Bioadditives;Total for processing and transit;2020 October;180.0;;173.0;;;7.0;180.0;179.0;1.0;618.0;611.0;7.0
2735;Bioadditives;Total for processing and transit;2020 November;167.0;;84.0;;;83.0;167.0;166.0;1.0;611.0;528.0;83.0
2736;Bioadditives;Total for processing and transit;2020 December;108.0;;54.0;;;54.0;108.0;108.0;;528.0;474.0;54.0
2737;Bioadditives;Total for processing and transit;2020 4th quarter;454.0;;311.0;;;144.0;454.0;453.0;1.0;618.0;474.0;144.0
2738;Bioadditives;Total for processing and transit;2021 January;65.0;;215.0;;;-149.0;65.0;65.0;;474.0;624.0;-149.0
2739;Bioadditives;Total for processing and transit;2021 February;55.0;;11.0;;;44.0;55.0;55.0;;624.0;580.0;44.0
2740;Bioadditives;Total for processing and transit;2021 March;74.0;;122.0;;;-48.0;74.0;74.0;;580.0;628.0;-48.0
2741;Bioadditives;Total for processing and transit;2021 1st quater;193.0;;348.0;;;-154.0;193.0;193.0;;474.0;628.0;-154.0
2742;Bioadditives;Total for processing and transit;2021 April;87.0;;150.0;;;-62.0;87.0;87.0;;628.0;690.0;-62.0
2743;Bioadditives;Destined for processing the Netherlands;1944;;;;;;;;;;;;
2744;Bioadditives;Destined for processing the Netherlands;1945;;;;;;;;;;;;
2745;Bioadditives;Destined for processing the Netherlands;1946;;;;;;;;;;;;
2746;Bioadditives;Destined for processing the Netherlands;1947;;;;;;;;;;;;
2747;Bioadditives;Destined for processing the Netherlands;1948;;;;;;;;;;;;
2748;Bioadditives;Destined for processing the Netherlands;1949;;;;;;;;;;;;
2749;Bioadditives;Destined for processing the Netherlands;1950;;;;;;;;;;;;
2750;Bioadditives;Destined for processing the Netherlands;1951;;;;;;;;;;;;
2751;Bioadditives;Destined for processing the Netherlands;1952;;;;;;;;;;;;
2752;Bioadditives;Destined for processing the Netherlands;1953;;;;;;;;;;;;
2753;Bioadditives;Destined for processing the Netherlands;1954;;;;;;;;;;;;
2754;Bioadditives;Destined for processing the Netherlands;1955;;;;;;;;;;;;
2755;Bioadditives;Destined for processing the Netherlands;1956;;;;;;;;;;;;
2756;Bioadditives;Destined for processing the Netherlands;1957;;;;;;;;;;;;
2757;Bioadditives;Destined for processing the Netherlands;1958;;;;;;;;;;;;
2758;Bioadditives;Destined for processing the Netherlands;1959;;;;;;;;;;;;
2759;Bioadditives;Destined for processing the Netherlands;1960;;;;;;;;;;;;
2760;Bioadditives;Destined for processing the Netherlands;1961;;;;;;;;;;;;
2761;Bioadditives;Destined for processing the Netherlands;1962;;;;;;;;;;;;
2762;Bioadditives;Destined for processing the Netherlands;1963;;;;;;;;;;;;
2763;Bioadditives;Destined for processing the Netherlands;1964;;;;;;;;;;;;
2764;Bioadditives;Destined for processing the Netherlands;1965;;;;;;;;;;;;
2765;Bioadditives;Destined for processing the Netherlands;1966;;;;;;;;;;;;
2766;Bioadditives;Destined for processing the Netherlands;1967;;;;;;;;;;;;
2767;Bioadditives;Destined for processing the Netherlands;1968;;;;;;;;;;;;
2768;Bioadditives;Destined for processing the Netherlands;1969;;;;;;;;;;;;
2769;Bioadditives;Destined for processing the Netherlands;1970;;;;;;;;;;;;
2770;Bioadditives;Destined for processing the Netherlands;1971;;;;;;;;;;;;
2771;Bioadditives;Destined for processing the Netherlands;1972;;;;;;;;;;;;
2772;Bioadditives;Destined for processing the Netherlands;1973;;;;;;;;;;;;
2773;Bioadditives;Destined for processing the Netherlands;1974;;;;;;;;;;;;
2774;Bioadditives;Destined for processing the Netherlands;1975;;;;;;;;;;;;
2775;Bioadditives;Destined for processing the Netherlands;1976;;;;;;;;;;;;
2776;Bioadditives;Destined for processing the Netherlands;1977;;;;;;;;;;;;
2777;Bioadditives;Destined for processing the Netherlands;1978;;;;;;;;;;;;
2778;Bioadditives;Destined for processing the Netherlands;1979;;;;;;;;;;;;
2779;Bioadditives;Destined for processing the Netherlands;1980;;;;;;;;;;;;
2780;Bioadditives;Destined for processing the Netherlands;1981;;;;;;;;;;;;
2781;Bioadditives;Destined for processing the Netherlands;1982;;;;;;;;;;;;
2782;Bioadditives;Destined for processing the Netherlands;1983;;;;;;;;;;;;
2783;Bioadditives;Destined for processing the Netherlands;1984;;;;;;;;;;;;
2784;Bioadditives;Destined for processing the Netherlands;1985;;;;;;;;;;;;
2785;Bioadditives;Destined for processing the Netherlands;1986;;;;;;;;;;;;
2786;Bioadditives;Destined for processing the Netherlands;1987;;;;;;;;;;;;
2787;Bioadditives;Destined for processing the Netherlands;1988;;;;;;;;;;;;
2788;Bioadditives;Destined for processing the Netherlands;1989;;;;;;;;;;;;
2789;Bioadditives;Destined for processing the Netherlands;1990;;;;;;;;;;;;
2790;Bioadditives;Destined for processing the Netherlands;1991;;;;;;;;;;;;
2791;Bioadditives;Destined for processing the Netherlands;1992;;;;;;;;;;;;
2792;Bioadditives;Destined for processing the Netherlands;1993;;;;;;;;;;;;
2793;Bioadditives;Destined for processing the Netherlands;1994;;;;;;;;;;;;
2794;Bioadditives;Destined for processing the Netherlands;1995;;;;;;;;;;;;
2795;Bioadditives;Destined for processing the Netherlands;1996;;;;;;;;;;;;
2796;Bioadditives;Destined for processing the Netherlands;1997;;;;;;;;;;;;
2797;Bioadditives;Destined for processing the Netherlands;1998;;;;;;;;;;;;
2798;Bioadditives;Destined for processing the Netherlands;1999;;;;;;;;;;;;
2799;Bioadditives;Destined for processing the Netherlands;2000;;;;;;;;;;;;
2800;Bioadditives;Destined for processing the Netherlands;2001;;;;;;;;;;;;
2801;Bioadditives;Destined for processing the Netherlands;2002;;;;;;;;;;;;
2802;Bioadditives;Destined for processing the Netherlands;2003;;;;;;;;;;;;
2803;Bioadditives;Destined for processing the Netherlands;2004;;;;;;;;;;;;
2804;Bioadditives;Destined for processing the Netherlands;2005;;;;;;;;;;;;
2805;Bioadditives;Destined for processing the Netherlands;2006;51.0;;62.0;;;-11.0;51.0;51.0;;;11.0;-11.0
2806;Bioadditives;Destined for processing the Netherlands;2007;404.0;;522.0;;;-73.0;404.0;403.0;0.0;11.0;84.0;-73.0
2807;Bioadditives;Destined for processing the Netherlands;2008;478.0;;656.0;;;-112.0;478.0;478.0;;84.0;196.0;-112.0
2808;Bioadditives;Destined for processing the Netherlands;2009;529.0;;562.0;;;-15.0;529.0;529.0;;196.0;211.0;-15.0
2809;Bioadditives;Destined for processing the Netherlands;2010;281.0;;211.0;;;72.0;281.0;280.0;1.0;211.0;139.0;72.0
2810;Bioadditives;Destined for processing the Netherlands;2011;292.0;;283.0;;;14.0;292.0;291.0;1.0;139.0;125.0;14.0
2811;Bioadditives;Destined for processing the Netherlands;2012;412.0;;500.0;;;-82.0;412.0;412.0;;125.0;207.0;-82.0
2812;Bioadditives;Destined for processing the Netherlands;2013;478.0;;534.0;;;-50.0;478.0;478.0;;207.0;258.0;-50.0
2813;Bioadditives;Destined for processing the Netherlands;2014;516.0;;481.0;;;35.0;516.0;516.0;;258.0;223.0;35.0
2814;Bioadditives;Destined for processing the Netherlands;2015;481.0;;473.0;;;8.0;481.0;481.0;;223.0;215.0;8.0
2815;Bioadditives;Destined for processing the Netherlands;2016;385.0;;337.0;;;50.0;385.0;385.0;;215.0;165.0;50.0
2816;Bioadditives;Destined for processing the Netherlands;2017;514.0;;680.0;;;-166.0;514.0;514.0;;165.0;331.0;-166.0
2817;Bioadditives;Destined for processing the Netherlands;2018;758.0;;948.0;;;-189.0;758.0;758.0;;331.0;520.0;-189.0
2818;Bioadditives;Destined for processing the Netherlands;2019;934.0;;935.0;;;0.0;934.0;934.0;;520.0;520.0;0.0
2819;Bioadditives;Destined for processing the Netherlands;2020;1386.0;;1346.0;;;46.0;1386.0;1384.0;2.0;520.0;474.0;46.0
2820;Bioadditives;Destined for processing the Netherlands;2021;;;;;;;;;;;;
2821;Bioadditives;Destined for processing the Netherlands;2013 January;24.0;;45.0;;;-20.0;24.0;24.0;;207.0;227.0;-20.0
2822;Bioadditives;Destined for processing the Netherlands;2013 February;31.0;;20.0;;;11.0;31.0;31.0;;227.0;216.0;11.0
2823;Bioadditives;Destined for processing the Netherlands;2013 March;28.0;;84.0;;;-56.0;28.0;28.0;;216.0;272.0;-56.0
2824;Bioadditives;Destined for processing the Netherlands;2013 1st quarter;83.0;;150.0;;;-65.0;83.0;83.0;;207.0;272.0;-65.0
2825;Bioadditives;Destined for processing the Netherlands;2013 April;33.0;;10.0;;;24.0;33.0;33.0;;272.0;248.0;24.0
2826;Bioadditives;Destined for processing the Netherlands;2013 May;51.0;;19.0;;;33.0;51.0;51.0;;248.0;215.0;33.0
2827;Bioadditives;Destined for processing the Netherlands;2013 June;44.0;;-20.0;;;65.0;44.0;44.0;;215.0;150.0;65.0
2828;Bioadditives;Destined for processing the Netherlands;2013 2nd quarter;128.0;;9.0;;;122.0;128.0;128.0;;272.0;150.0;122.0
2829;Bioadditives;Destined for processing the Netherlands;2013 July;60.0;;72.0;;;-11.0;60.0;60.0;;150.0;161.0;-11.0
2830;Bioadditives;Destined for processing the Netherlands;2013 August;42.0;;53.0;;;-11.0;42.0;42.0;;161.0;172.0;-11.0
2831;Bioadditives;Destined for processing the Netherlands;2013 September;40.0;;56.0;;;-16.0;40.0;40.0;;172.0;189.0;-16.0
2832;Bioadditives;Destined for processing the Netherlands;2013 3rd quarter;142.0;;181.0;;;-39.0;142.0;142.0;;150.0;189.0;-39.0
2833;Bioadditives;Destined for processing the Netherlands;2013 October;43.0;;37.0;;;5.0;43.0;43.0;;189.0;184.0;5.0
2834;Bioadditives;Destined for processing the Netherlands;2013 November;30.0;;73.0;;;-42.0;30.0;30.0;;184.0;226.0;-42.0
2835;Bioadditives;Destined for processing the Netherlands;2013 December;52.0;;84.0;;;-32.0;52.0;52.0;;226.0;258.0;-32.0
2836;Bioadditives;Destined for processing the Netherlands;2013 4th quarter;125.0;;194.0;;;-69.0;125.0;125.0;;189.0;258.0;-69.0
2837;Bioadditives;Destined for processing the Netherlands;2014 January;23.0;;5.0;;;18.0;23.0;23.0;;258.0;240.0;18.0
2838;Bioadditives;Destined for processing the Netherlands;2014 February;40.0;;36.0;;;4.0;40.0;40.0;;240.0;237.0;4.0
2839;Bioadditives;Destined for processing the Netherlands;2014 March;47.0;;52.0;;;-5.0;47.0;47.0;;237.0;242.0;-5.0
2840;Bioadditives;Destined for processing the Netherlands;2014 1st quarter;109.0;;93.0;;;16.0;109.0;109.0;;258.0;242.0;16.0
2841;Bioadditives;Destined for processing the Netherlands;2014 April;43.0;;57.0;;;-14.0;43.0;43.0;;242.0;256.0;-14.0
2842;Bioadditives;Destined for processing the Netherlands;2014 May;38.0;;23.0;;;15.0;38.0;38.0;;256.0;241.0;15.0
2843;Bioadditives;Destined for processing the Netherlands;2014 June;30.0;;14.0;;;16.0;30.0;30.0;;241.0;225.0;16.0
2844;Bioadditives;Destined for processing the Netherlands;2014 2nd quarter;112.0;;95.0;;;17.0;112.0;112.0;;242.0;225.0;17.0
2845;Bioadditives;Destined for processing the Netherlands;2014 July;31.0;;-15.0;;;46.0;31.0;31.0;;225.0;179.0;46.0
2846;Bioadditives;Destined for processing the Netherlands;2014 August;37.0;;30.0;;;7.0;37.0;37.0;;179.0;172.0;7.0
2847;Bioadditives;Destined for processing the Netherlands;2014 September;37.0;;113.0;;;-75.0;37.0;37.0;;172.0;248.0;-75.0
2848;Bioadditives;Destined for processing the Netherlands;2014 3rd quarter;105.0;;128.0;;;-23.0;105.0;105.0;;225.0;248.0;-23.0
2849;Bioadditives;Destined for processing the Netherlands;2014 October;61.0;;26.0;;;35.0;61.0;61.0;;248.0;213.0;35.0
2850;Bioadditives;Destined for processing the Netherlands;2014 November;28.0;;-4.0;;;33.0;28.0;28.0;;213.0;180.0;33.0
2851;Bioadditives;Destined for processing the Netherlands;2014 December;101.0;;143.0;;;-43.0;101.0;101.0;;180.0;223.0;-43.0
2852;Bioadditives;Destined for processing the Netherlands;2014 4th quarter;190.0;;165.0;;;25.0;190.0;190.0;;248.0;223.0;25.0
2853;Bioadditives;Destined for processing the Netherlands;2015 January;22.0;;74.0;;;-51.0;22.0;22.0;;223.0;274.0;-51.0
2854;Bioadditives;Destined for processing the Netherlands;2015 February;29.0;;53.0;;;-24.0;29.0;29.0;;274.0;298.0;-24.0
2855;Bioadditives;Destined for processing the Netherlands;2015 March;37.0;;101.0;;;-64.0;37.0;37.0;;298.0;362.0;-64.0
2856;Bioadditives;Destined for processing the Netherlands;2015 1st quarter;89.0;;228.0;;;-140.0;89.0;89.0;;223.0;362.0;-140.0
2857;Bioadditives;Destined for processing the Netherlands;2015 April;53.0;;13.0;;;41.0;53.0;53.0;;362.0;322.0;41.0
2858;Bioadditives;Destined for processing the Netherlands;2015 May;31.0;;-9.0;;;41.0;31.0;31.0;;322.0;281.0;41.0
2859;Bioadditives;Destined for processing the Netherlands;2015 June;39.0;;-34.0;;;73.0;39.0;39.0;;281.0;208.0;73.0
2860;Bioadditives;Destined for processing the Netherlands;2015 2nd quarter;124.0;;-31.0;;;154.0;124.0;124.0;;362.0;208.0;154.0
2861;Bioadditives;Destined for processing the Netherlands;2015 July;34.0;;33.0;;;2.0;34.0;34.0;;208.0;206.0;2.0
2862;Bioadditives;Destined for processing the Netherlands;2015 August;22.0;;59.0;;;-38.0;22.0;22.0;;206.0;244.0;-38.0
2863;Bioadditives;Destined for processing the Netherlands;2015 September;25.0;;15.0;;;10.0;25.0;25.0;;244.0;234.0;10.0
2864;Bioadditives;Destined for processing the Netherlands;2015 3rd quarter;81.0;;107.0;;;-26.0;81.0;81.0;;208.0;234.0;-26.0
2865;Bioadditives;Destined for processing the Netherlands;2015 October;15.0;;38.0;;;-23.0;15.0;15.0;;234.0;257.0;-23.0
2866;Bioadditives;Destined for processing the Netherlands;2015 November;14.0;;-46.0;;;60.0;14.0;14.0;;257.0;197.0;60.0
2867;Bioadditives;Destined for processing the Netherlands;2015 December;158.0;;176.0;;;-18.0;158.0;158.0;;197.0;215.0;-18.0
2868;Bioadditives;Destined for processing the Netherlands;2015 4th quarter;188.0;;168.0;;;19.0;188.0;188.0;;234.0;215.0;19.0
