ID;JaarImmigratie;Geslacht;Leeftijdsgroep;LandVanHerkomst;TotaalAllochtoneImmigranten_1;GeremigreerdBinnen1Jaar_2;GeremigreerdIn12Jaar_3;GeremigreerdIn23Jaar_4;GeremigreerdIn35Jaar_5;GeremigreerdInMeerDan5Jaar_6;NietGeremigreerd_7
4966;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Kaapverdië;0.0;4.0;2.0;;4.0;9.0;80.0
4967;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Libanon;0.0;;;;7.0;27.0;67.0
4968;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Maleisië;0.1;5.0;22.0;17.0;31.0;5.0;20.0
4969;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Marokko;0.9;2.0;1.0;0.0;2.0;7.0;88.0
4970;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Nederlandse Antillen en Aruba;2.2;7.0;4.0;3.0;6.0;14.0;65.0
4971;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Nieuw-Zeeland;0.0;10.0;10.0;6.0;6.0;20.0;47.0
4972;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Nigeria;0.1;15.0;7.0;8.0;7.0;11.0;51.0
4973;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Noorwegen;0.0;25.0;15.0;4.0;10.0;19.0;27.0
4974;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Oostenrijk;0.1;12.0;8.0;12.0;28.0;5.0;35.0
4975;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Pakistan;0.3;4.0;4.0;1.0;3.0;18.0;70.0
4976;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Peru;0.0;;5.0;5.0;;14.0;76.0
4977;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Polen;0.2;10.0;3.0;3.0;4.0;7.0;72.0
4978;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Portugal;0.1;3.0;9.0;4.0;8.0;15.0;61.0
4979;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Roemenië;0.1;7.0;4.0;;6.0;13.0;70.0
4980;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Sierra Leone;0.0;;;11.0;11.0;11.0;67.0
4981;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Singapore;0.0;10.0;10.0;10.0;3.0;10.0;56.0
4982;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Soedan;0.1;;4.0;;6.0;42.0;48.0
4983;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Somalië;0.3;3.0;8.0;4.0;18.0;27.0;39.0
4984;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Spanje;0.2;11.0;7.0;7.0;9.0;14.0;53.0
4985;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Sri Lanka;0.1;3.0;7.0;2.0;6.0;10.0;72.0
4986;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Suriname;0.9;4.0;2.0;1.0;4.0;6.0;83.0
4987;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Syrië;0.1;;5.0;;2.0;7.0;87.0
4988;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Thailand;0.1;4.0;4.0;3.0;3.0;13.0;74.0
4989;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Tunesië;0.0;;;4.0;;7.0;89.0
4990;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Turkije;1.1;2.0;1.0;2.0;3.0;8.0;84.0
4991;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Venezuela;0.0;4.0;4.0;4.0;4.0;27.0;58.0
4992;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Verenigd Koninkrijk;0.8;9.0;13.0;12.0;11.0;18.0;37.0
4993;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Vietnam;0.0;;5.0;;3.0;5.0;86.0
4994;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Joegoslavië;0.3;5.0;10.0;3.0;2.0;8.0;73.0
4995;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Sovjet-Unie;0.5;3.0;3.0;1.0;4.0;6.0;82.0
4996;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Verenigde Staten van Amerika;0.8;11.0;18.0;17.0;16.0;12.0;26.0
4997;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Voormalig Tsjecho-Slowakije;0.1;8.0;9.0;5.0;3.0;10.0;65.0
4998;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Zwitserland;0.1;5.0;5.0;8.0;6.0;12.0;64.0
4999;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Zuid-Afrika;0.4;11.0;11.0;5.0;10.0;7.0;55.0
5000;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Zuid-Korea;0.1;11.0;7.0;26.0;14.0;7.0;34.0
5001;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Zweden;0.1;17.0;32.0;13.0;15.0;11.0;13.0
5002;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Onbekend;2.0;9.0;6.0;4.0;6.0;12.0;63.0
5003;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Overig niet-westers;1.0;9.0;9.0;6.0;8.0;11.0;58.0
5004;Jaar immigratie: 1998;Totaal mannen en vrouwen;0 tot 15 jaar;Overig westers;0.1;17.0;15.0;10.0;15.0;6.0;37.0
5005;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;0;27.1;11.0;8.0;5.0;8.0;16.0;52.0
5006;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;1;;;;;;;
5007;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;2;25.7;11.0;8.0;5.0;8.0;16.0;52.0
5008;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;4;15.8;6.0;4.0;3.0;6.0;16.0;65.0
5009;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;3;10.0;19.0;14.0;8.0;11.0;16.0;32.0
5010;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Afghanistan;0.6;2.0;3.0;1.0;3.0;14.0;77.0
5011;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Algerije;0.1;7.0;3.0;4.0;27.0;19.0;40.0
5012;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Angola;0.1;4.0;1.0;1.0;;29.0;66.0
5013;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Argentinië;0.0;29.0;4.0;8.0;4.0;29.0;25.0
5014;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Australië;0.2;36.0;13.0;9.0;15.0;14.0;13.0
5015;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;België;0.7;14.0;11.0;8.0;10.0;16.0;40.0
5016;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Brazilië;0.2;22.0;13.0;4.0;7.0;16.0;38.0
5017;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Bulgarije;0.1;22.0;14.0;5.0;7.0;12.0;39.0
5018;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Canada;0.2;18.0;18.0;12.0;13.0;20.0;20.0
5019;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Chili;0.0;18.0;14.0;14.0;5.0;5.0;45.0
5020;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;China;0.8;2.0;2.0;1.0;6.0;14.0;75.0
5021;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Colombia;0.1;9.0;11.0;4.0;4.0;20.0;52.0
5022;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Congo (DR);0.1;3.0;3.0;6.0;12.0;24.0;51.0
5023;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Denemarken;0.1;20.0;16.0;6.0;12.0;27.0;19.0
5024;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Dominicaanse Republiek;0.1;5.0;8.0;6.0;4.0;12.0;65.0
5025;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Duitsland;1.2;17.0;13.0;8.0;13.0;16.0;33.0
5026;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Egypte;0.2;2.0;5.0;2.0;5.0;11.0;75.0
5027;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Ethiopië;0.1;1.0;4.0;6.0;10.0;20.0;60.0
5028;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Filippijnen;0.2;19.0;19.0;4.0;6.0;12.0;40.0
5029;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Frankrijk;0.7;17.0;14.0;11.0;12.0;19.0;27.0
5030;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Ghana;0.1;4.0;;4.0;6.0;19.0;67.0
5031;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Griekenland;0.2;14.0;11.0;13.0;15.0;25.0;22.0
5032;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Guyana;0.0;5.0;;11.0;5.0;16.0;63.0
5033;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Hongarije;0.2;35.0;18.0;3.0;8.0;10.0;26.0
5034;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Hongkong;0.0;45.0;;18.0;;18.0;18.0
5035;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Ierland;0.2;21.0;17.0;11.0;15.0;19.0;17.0
5036;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;India;0.2;13.0;9.0;9.0;8.0;17.0;44.0
5037;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Indonesië;0.3;10.0;10.0;4.0;5.0;17.0;53.0
5038;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Irak;1.3;3.0;4.0;3.0;14.0;18.0;59.0
5039;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Iran;0.2;4.0;2.0;2.0;2.0;12.0;78.0
5040;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Israël;0.1;11.0;8.0;7.0;6.0;24.0;43.0
5041;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Italië;0.4;30.0;14.0;8.0;16.0;14.0;18.0
5042;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Japan;0.1;24.0;7.0;15.0;18.0;24.0;12.0
5043;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Kaapverdië;0.0;2.0;9.0;2.0;4.0;15.0;67.0
5044;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Libanon;0.0;3.0;9.0;3.0;9.0;9.0;69.0
5045;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Maleisië;0.0;8.0;8.0;17.0;8.0;;58.0
5046;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Marokko;1.7;4.0;3.0;2.0;2.0;8.0;82.0
5047;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Nederlandse Antillen en Aruba;2.6;7.0;4.0;3.0;8.0;24.0;55.0
5048;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Nieuw-Zeeland;0.0;31.0;20.0;6.0;10.0;10.0;22.0
5049;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Nigeria;0.1;4.0;3.0;12.0;6.0;19.0;56.0
5050;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Noorwegen;0.1;13.0;5.0;12.0;24.0;36.0;10.0
5051;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Oostenrijk;0.1;26.0;18.0;7.0;9.0;17.0;23.0
5052;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Pakistan;0.2;5.0;3.0;3.0;7.0;18.0;65.0
5053;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Peru;0.0;9.0;9.0;;19.0;9.0;53.0
5054;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Polen;0.7;27.0;14.0;5.0;5.0;10.0;39.0
5055;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Portugal;0.3;11.0;12.0;8.0;11.0;20.0;37.0
5056;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Roemenië;0.1;15.0;8.0;4.0;3.0;13.0;57.0
5057;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Sierra Leone;0.2;3.0;1.0;1.0;5.0;35.0;55.0
5058;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Singapore;0.0;37.0;21.0;5.0;5.0;5.0;26.0
5059;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Soedan;0.3;1.0;3.0;1.0;12.0;28.0;54.0
5060;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Somalië;0.4;5.0;5.0;4.0;13.0;33.0;40.0
5061;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Spanje;0.5;22.0;14.0;7.0;15.0;20.0;22.0
5062;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Sri Lanka;0.1;3.0;5.0;8.0;8.0;23.0;53.0
5063;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Suriname;1.0;3.0;3.0;3.0;3.0;11.0;79.0
5064;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Syrië;0.1;;;1.0;3.0;6.0;89.0
5065;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Thailand;0.1;8.0;5.0;3.0;8.0;14.0;61.0
5066;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Tunesië;0.0;4.0;4.0;2.0;2.0;22.0;64.0
5067;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Turkije;2.4;3.0;2.0;2.0;2.0;6.0;86.0
5068;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Venezuela;0.1;15.0;11.0;4.0;9.0;17.0;44.0
5069;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Verenigd Koninkrijk;0.8;20.0;17.0;9.0;14.0;18.0;23.0
5070;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Vietnam;0.1;8.0;2.0;;5.0;5.0;80.0
5071;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Voormalig Joegoslavië;0.4;6.0;7.0;4.0;6.0;12.0;66.0
5072;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Voormalig Sovjet-Unie;0.7;8.0;6.0;5.0;7.0;16.0;59.0
5073;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Verenigde Staten van Amerika;0.6;29.0;28.0;9.0;10.0;12.0;13.0
5074;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Voormalig Tsjecho-Slowakije;0.3;26.0;11.0;4.0;11.0;11.0;38.0
5075;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Zwitserland;0.1;25.0;21.0;5.0;10.0;18.0;21.0
5076;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Zuid-Afrika;0.6;37.0;17.0;6.0;8.0;12.0;20.0
5077;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Zuid-Korea;0.0;19.0;14.0;10.0;10.0;14.0;33.0
5078;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Zweden;0.2;27.0;16.0;10.0;14.0;20.0;14.0
5079;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Onbekend;1.4;8.0;6.0;5.0;8.0;14.0;59.0
5080;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Overig niet-westers;1.1;12.0;5.0;4.0;6.0;22.0;50.0
5081;Jaar immigratie: 1998;Totaal mannen en vrouwen;15 tot 25 jaar;Overig westers;0.2;24.0;14.0;6.0;11.0;21.0;23.0
5082;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;0;45.2;9.0;10.0;6.0;10.0;14.0;51.0
5083;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;1;;;;;;;
5084;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;2;41.3;9.0;10.0;7.0;10.0;14.0;51.0
5085;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;4;22.6;6.0;7.0;4.0;8.0;13.0;62.0
5086;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;3;18.6;12.0;13.0;10.0;13.0;15.0;37.0
5087;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Afghanistan;1.3;1.0;2.0;1.0;1.0;12.0;82.0
5088;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Algerije;0.1;9.0;8.0;4.0;12.0;13.0;55.0
5089;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Angola;0.1;1.0;6.0;3.0;6.0;17.0;67.0
5090;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Argentinië;0.1;11.0;10.0;4.0;22.0;19.0;34.0
5091;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Australië;0.3;17.0;20.0;11.0;18.0;18.0;17.0
5092;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;België;1.3;10.0;11.0;9.0;11.0;14.0;45.0
5093;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Brazilië;0.3;7.0;8.0;5.0;10.0;14.0;56.0
5094;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Bulgarije;0.1;12.0;12.0;3.0;3.0;3.0;67.0
5095;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Canada;0.3;13.0;16.0;8.0;14.0;19.0;30.0
5096;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Chili;0.1;4.0;11.0;7.0;12.0;11.0;56.0
5097;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;China;0.7;9.0;11.0;6.0;10.0;13.0;51.0
5098;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Colombia;0.2;11.0;8.0;3.0;9.0;12.0;57.0
5099;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Congo (DR);0.1;;5.0;3.0;10.0;25.0;57.0
5100;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Denemarken;0.2;22.0;18.0;11.0;16.0;13.0;20.0
5101;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Dominicaanse Republiek;0.2;6.0;9.0;1.0;6.0;17.0;62.0
5102;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Duitsland;3.0;11.0;11.0;10.0;13.0;14.0;41.0
5103;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Egypte;0.5;11.0;6.0;5.0;7.0;15.0;56.0
5104;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Ethiopië;0.1;17.0;15.0;2.0;16.0;13.0;38.0
5105;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Filippijnen;0.3;14.0;14.0;4.0;8.0;5.0;56.0
5106;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Frankrijk;1.2;11.0;13.0;12.0;16.0;16.0;32.0
5107;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Ghana;0.4;7.0;6.0;3.0;7.0;18.0;60.0
5108;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Griekenland;0.3;14.0;13.0;8.0;12.0;18.0;36.0
5109;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Guyana;0.0;;4.0;8.0;4.0;8.0;75.0
5110;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Hongarije;0.2;26.0;11.0;11.0;8.0;10.0;34.0
5111;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Hongkong;0.0;7.0;7.0;17.0;13.0;20.0;37.0
5112;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Ierland;0.2;14.0;14.0;12.0;16.0;20.0;23.0
5113;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;India;0.5;15.0;13.0;9.0;13.0;16.0;35.0
5114;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Indonesië;0.7;8.0;9.0;4.0;9.0;11.0;60.0
5115;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Irak;3.4;2.0;6.0;4.0;13.0;16.0;60.0
5116;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Iran;0.5;1.0;2.0;1.0;3.0;7.0;86.0
5117;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Israël;0.2;9.0;10.0;7.0;11.0;15.0;48.0
5118;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Italië;0.8;13.0;12.0;9.0;13.0;18.0;34.0
5119;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Japan;0.6;15.0;15.0;17.0;25.0;18.0;11.0
5120;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Kaapverdië;0.1;5.0;11.0;2.0;5.0;6.0;72.0
5121;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Libanon;0.1;6.0;8.0;2.0;4.0;14.0;67.0
5122;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Maleisië;0.1;6.0;14.0;14.0;22.0;9.0;35.0
5123;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Marokko;2.2;5.0;4.0;2.0;3.0;7.0;79.0
5124;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Nederlandse Antillen en Aruba;2.0;9.0;4.0;3.0;7.0;15.0;63.0
5125;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Nieuw-Zeeland;0.1;14.0;13.0;8.0;19.0;17.0;28.0
5126;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Nigeria;0.4;5.0;6.0;7.0;11.0;19.0;52.0
5127;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Noorwegen;0.1;14.0;15.0;12.0;16.0;20.0;23.0
5128;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Oostenrijk;0.2;14.0;11.0;11.0;18.0;10.0;36.0
5129;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Pakistan;0.4;6.0;11.0;3.0;7.0;19.0;54.0
5130;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Peru;0.1;9.0;9.0;;7.0;9.0;66.0
5131;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Polen;0.6;14.0;13.0;5.0;5.0;8.0;55.0
5132;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Portugal;0.3;12.0;11.0;5.0;12.0;12.0;49.0
5133;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Roemenië;0.2;8.0;8.0;3.0;6.0;11.0;63.0
5134;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Sierra Leone;0.0;6.0;3.0;;9.0;12.0;71.0
5135;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Singapore;0.1;10.0;10.0;13.0;10.0;15.0;42.0
5136;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Soedan;0.5;1.0;4.0;2.0;7.0;31.0;55.0
5137;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Somalië;0.3;2.0;4.0;2.0;16.0;32.0;43.0
5138;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Spanje;0.6;11.0;15.0;11.0;15.0;15.0;33.0
5139;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Sri Lanka;0.3;5.0;10.0;2.0;12.0;15.0;56.0
5140;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Suriname;1.6;5.0;3.0;2.0;4.0;7.0;79.0
5141;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Syrië;0.1;2.0;2.0;4.0;4.0;9.0;78.0
5142;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Thailand;0.4;7.0;5.0;3.0;5.0;12.0;68.0
5143;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Tunesië;0.1;4.0;5.0;3.0;4.0;11.0;72.0
5144;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Turkije;1.8;4.0;5.0;3.0;4.0;9.0;76.0
5145;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Venezuela;0.1;9.0;10.0;6.0;5.0;16.0;53.0
5146;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Verenigd Koninkrijk;2.5;12.0;17.0;12.0;15.0;20.0;25.0
5147;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Vietnam;0.1;7.0;9.0;1.0;5.0;12.0;65.0
5148;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Voormalig Joegoslavië;0.6;6.0;7.0;4.0;6.0;11.0;66.0
5149;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Voormalig Sovjet-Unie;1.1;7.0;5.0;3.0;6.0;9.0;70.0
5150;Jaar immigratie: 1998;Totaal mannen en vrouwen;25 tot 45 jaar;Verenigde Staten van Amerika;1.8;14.0;19.0;16.0;15.0;16.0;20.0
