ID;Geslacht;Leeftijd;ZorgvormZvwZorgkosten;Perioden;PersonenMetZvwZorgkostenRelatief_1;GemiddeldeZorgkostenAllePersonen_2;GemiddeldeZorgkostenGebruikers_3;Zorgkosten50ePercentielGebruikers_4;Zorgkosten95ePercentielGebruikers_5;Zorgkosten99ePercentielGebruikers_6
1752;Mannen;70502;Zorg zintuiglijk gehandicapten;2020;0.1;2.0;2529.0;936.0;8398.0;22694.0
1753;Mannen;70502;Zorg zintuiglijk gehandicapten;2021;0.1;2.0;2511.0;796.0;7253.0;20996.0
1754;Mannen;70502;Zorg zintuiglijk gehandicapten;2022;0.1;2.0;2746.0;782.0;7285.0;28607.0
1755;Mannen;70502;Eerstelijnsverblijf;2020;0.0;4.0;9120.0;5583.0;29565.0;52372.0
1756;Mannen;70502;Eerstelijnsverblijf;2021;0.0;4.0;9317.0;5070.0;33393.0;52709.0
1757;Mannen;70502;Eerstelijnsverblijf;2022;0.0;4.0;10767.0;5577.0;38089.0;72810.0
1758;Mannen;70502;Generalistische basis GGZ;2020;1.3;14.0;1066.0;1236.0;1464.0;2552.0
1759;Mannen;70502;Generalistische basis GGZ;2021;1.2;11.0;876.0;850.0;1469.0;2158.0
1760;Mannen;70502;Generalistische basis GGZ;2022;;;;;;
1761;Mannen;70502;Gespecialiseerde GGZ;2020;3.7;286.0;7417.0;2736.0;26668.0;80747.0
1762;Mannen;70502;Gespecialiseerde GGZ;2021;3.5;189.0;5240.0;2470.0;19143.0;58590.0
1763;Mannen;70502;Gespecialiseerde GGZ;2022;;;;;;
1764;Mannen;70502;Overige zorgvormen;2020;0.8;5.0;540.0;247.0;2200.0;2433.0
1765;Mannen;70502;Overige zorgvormen;2021;1.0;8.0;722.0;185.0;2333.0;11807.0
1766;Mannen;70502;Overige zorgvormen;2022;1.0;6.0;646.0;136.0;1327.0;12477.0
1767;Mannen;53986;Totaal alle zorgvormen;2020;99.3;4576.0;4670.0;1211.0;20038.0;59113.0
1768;Mannen;53986;Totaal alle zorgvormen;2021;99.4;4837.0;4917.0;1301.0;20913.0;61180.0
1769;Mannen;53986;Totaal alle zorgvormen;2022;99.4;4979.0;5083.0;1400.0;21560.0;60614.0
1770;Mannen;53986;Huisartsenzorg;2020;98.8;199.0;204.0;152.0;465.0;959.0
1771;Mannen;53986;Huisartsenzorg;2021;98.8;216.0;218.0;166.0;483.0;964.0
1772;Mannen;53986;Huisartsenzorg;2022;98.8;226.0;228.0;174.0;508.0;961.0
1773;Mannen;53986;Multidisciplinaire zorg;2020;71.1;90.0;128.0;74.0;389.0;583.0
1774;Mannen;53986;Multidisciplinaire zorg;2021;72.0;92.0;129.0;75.0;395.0;605.0
1775;Mannen;53986;Multidisciplinaire zorg;2022;76.6;92.0;121.0;51.0;391.0;578.0
1776;Mannen;53986;Ziekenhuiszorg;2020;77.6;2824.0;3693.0;687.0;16307.0;51676.0
1777;Mannen;53986;Ziekenhuiszorg;2021;79.3;3071.0;3898.0;750.0;16965.0;53859.0
1778;Mannen;53986;Ziekenhuiszorg;2022;80.3;3109.0;3918.0;795.0;17227.0;51621.0
1779;Mannen;53986;Farmacie;2020;83.8;569.0;710.0;255.0;2368.0;6264.0
1780;Mannen;53986;Farmacie;2021;83.8;560.0;708.0;259.0;2400.0;6244.0
1781;Mannen;53986;Farmacie;2022;84.2;594.0;755.0;267.0;2571.0;6532.0
1782;Mannen;53986;Mondzorg;2020;5.8;39.0;673.0;336.0;2529.0;4372.0
1783;Mannen;53986;Mondzorg;2021;6.0;43.0;716.0;381.0;2691.0;4501.0
1784;Mannen;53986;Mondzorg;2022;6.0;43.0;720.0;383.0;2695.0;4528.0
1785;Mannen;53986;Geboortezorg;2020;0.0;0.0;;;;
1786;Mannen;53986;Geboortezorg;2021;0.0;0.0;;;;
1787;Mannen;53986;Geboortezorg;2022;0.0;0.0;;;;
1788;Mannen;53986;Paramedische zorg;2020;7.6;48.0;640.0;285.0;2352.0;3745.0
1789;Mannen;53986;Paramedische zorg;2021;8.4;65.0;763.0;353.0;2747.0;4247.0
1790;Mannen;53986;Paramedische zorg;2022;8.7;67.0;760.0;355.0;2767.0;4267.0
1791;Mannen;53986;Hulpmiddelen;2020;23.7;186.0;789.0;329.0;2921.0;6189.0
1792;Mannen;53986;Hulpmiddelen;2021;23.9;190.0;796.0;332.0;2931.0;6251.0
1793;Mannen;53986;Hulpmiddelen;2022;24.4;197.0;814.0;339.0;2975.0;6326.0
1794;Mannen;53986;Ziekenvervoer;2020;7.1;85.0;1192.0;804.0;3097.0;6225.0
1795;Mannen;53986;Ziekenvervoer;2021;7.4;93.0;1246.0;832.0;3227.0;6615.0
1796;Mannen;53986;Ziekenvervoer;2022;7.4;92.0;1246.0;852.0;3181.0;6558.0
1797;Mannen;53986;Buitenland;2020;1.3;28.0;2150.0;206.0;10313.0;30226.0
1798;Mannen;53986;Buitenland;2021;1.3;27.0;2133.0;200.0;10235.0;29685.0
1799;Mannen;53986;Buitenland;2022;1.8;37.0;1966.0;196.0;9485.0;29030.0
1800;Mannen;53986;Geriatrische revalidatiezorg;2020;0.5;72.0;14500.0;11871.0;34531.0;47874.0
1801;Mannen;53986;Geriatrische revalidatiezorg;2021;0.6;80.0;14565.0;12075.0;35751.0;47827.0
1802;Mannen;53986;Geriatrische revalidatiezorg;2022;0.6;82.0;14800.0;12362.0;36602.0;49583.0
1803;Mannen;53986;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1804;Mannen;53986;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1805;Mannen;53986;Geestelijke gezondheidszorg-ZPM;2022;2.9;160.0;5417.0;1683.0;20765.0;74268.0
1806;Mannen;53986;Verpleging en verzorging;2020;5.4;248.0;4633.0;1574.0;18905.0;36027.0
1807;Mannen;53986;Verpleging en verzorging;2021;5.5;246.0;4494.0;1556.0;18316.0;34491.0
1808;Mannen;53986;Verpleging en verzorging;2022;5.4;232.0;4316.0;1516.0;17428.0;33541.0
1809;Mannen;53986;Zorg zintuiglijk gehandicapten;2020;0.1;3.0;2187.0;1232.0;6231.0;14612.0
1810;Mannen;53986;Zorg zintuiglijk gehandicapten;2021;0.2;4.0;2254.0;1114.0;6220.0;13524.0
1811;Mannen;53986;Zorg zintuiglijk gehandicapten;2022;0.2;4.0;2360.0;1114.0;6826.0;15540.0
1812;Mannen;53986;Eerstelijnsverblijf;2020;0.3;25.0;7585.0;4867.0;23364.0;41269.0
1813;Mannen;53986;Eerstelijnsverblijf;2021;0.4;28.0;7930.0;5197.0;24208.0;43831.0
1814;Mannen;53986;Eerstelijnsverblijf;2022;0.3;24.0;8378.0;5125.0;27066.0;49082.0
1815;Mannen;53986;Generalistische basis GGZ;2020;0.6;7.0;1046.0;1231.0;1442.0;2491.0
1816;Mannen;53986;Generalistische basis GGZ;2021;0.6;5.0;830.0;816.0;1454.0;1898.0
1817;Mannen;53986;Generalistische basis GGZ;2022;;;;;;
1818;Mannen;53986;Gespecialiseerde GGZ;2020;1.8;139.0;7224.0;2548.0;30214.0;90647.0
1819;Mannen;53986;Gespecialiseerde GGZ;2021;1.8;97.0;5304.0;1476.0;22493.0;70871.0
1820;Mannen;53986;Gespecialiseerde GGZ;2022;;;;;;
1821;Mannen;53986;Overige zorgvormen;2020;3.4;12.0;308.0;270.0;593.0;2200.0
1822;Mannen;53986;Overige zorgvormen;2021;4.1;22.0;487.0;304.0;773.0;7865.0
1823;Mannen;53986;Overige zorgvormen;2022;4.2;20.0;476.0;337.0;773.0;7385.0
1824;Mannen;21700;Totaal alle zorgvormen;2020;97.1;7859.0;8202.0;3336.0;32650.0;63197.0
1825;Mannen;21700;Totaal alle zorgvormen;2021;97.3;8159.0;8464.0;3514.0;33482.0;64599.0
1826;Mannen;21700;Totaal alle zorgvormen;2022;97.3;8362.0;8696.0;3718.0;33906.0;65653.0
1827;Mannen;21700;Huisartsenzorg;2020;95.2;379.0;403.0;285.0;1080.0;1995.0
1828;Mannen;21700;Huisartsenzorg;2021;95.5;398.0;418.0;303.0;1079.0;1989.0
1829;Mannen;21700;Huisartsenzorg;2022;95.4;413.0;431.0;319.0;1086.0;1974.0
1830;Mannen;21700;Multidisciplinaire zorg;2020;72.3;112.0;158.0;129.0;421.0;691.0
1831;Mannen;21700;Multidisciplinaire zorg;2021;73.7;119.0;163.0;131.0;442.0;759.0
1832;Mannen;21700;Multidisciplinaire zorg;2022;78.6;119.0;153.0;127.0;428.0;739.0
1833;Mannen;21700;Ziekenhuiszorg;2020;88.2;3686.0;4241.0;1111.0;17961.0;45024.0
1834;Mannen;21700;Ziekenhuiszorg;2021;89.3;3954.0;4452.0;1230.0;18635.0;45616.0
1835;Mannen;21700;Ziekenhuiszorg;2022;90.0;4179.0;4694.0;1325.0;19639.0;46247.0
1836;Mannen;21700;Farmacie;2020;91.2;862.0;988.0;590.0;2791.0;5229.0
1837;Mannen;21700;Farmacie;2021;91.5;854.0;989.0;596.0;2786.0;5251.0
1838;Mannen;21700;Farmacie;2022;91.6;876.0;1024.0;630.0;2847.0;5057.0
1839;Mannen;21700;Mondzorg;2020;7.8;42.0;537.0;226.0;1897.0;3462.0
1840;Mannen;21700;Mondzorg;2021;8.2;48.0;581.0;276.0;2013.0;3587.0
1841;Mannen;21700;Mondzorg;2022;8.3;48.0;575.0;272.0;2034.0;3571.0
1842;Mannen;21700;Geboortezorg;2020;0.0;0.0;;;;
1843;Mannen;21700;Geboortezorg;2021;0.0;0.0;;;;
1844;Mannen;21700;Geboortezorg;2022;0.0;0.0;;;;
1845;Mannen;21700;Paramedische zorg;2020;14.2;85.0;599.0;253.0;2293.0;3683.0
1846;Mannen;21700;Paramedische zorg;2021;15.1;107.0;708.0;290.0;2731.0;4257.0
1847;Mannen;21700;Paramedische zorg;2022;15.5;112.0;717.0;293.0;2752.0;4337.0
1848;Mannen;21700;Hulpmiddelen;2020;46.4;381.0;822.0;423.0;2813.0;5162.0
1849;Mannen;21700;Hulpmiddelen;2021;46.2;369.0;803.0;412.0;2749.0;5002.0
1850;Mannen;21700;Hulpmiddelen;2022;46.4;377.0;819.0;420.0;2800.0;5031.0
1851;Mannen;21700;Ziekenvervoer;2020;17.6;199.0;1128.0;800.0;2604.0;5158.0
1852;Mannen;21700;Ziekenvervoer;2021;17.8;209.0;1173.0;832.0;2710.0;5206.0
1853;Mannen;21700;Ziekenvervoer;2022;18.5;219.0;1189.0;852.0;2730.0;5070.0
1854;Mannen;21700;Buitenland;2020;1.0;27.0;2628.0;252.0;12442.0;40704.0
1855;Mannen;21700;Buitenland;2021;1.0;26.0;2532.0;250.0;13347.0;33809.0
1856;Mannen;21700;Buitenland;2022;1.5;37.0;2476.0;257.0;12767.0;32333.0
1857;Mannen;21700;Geriatrische revalidatiezorg;2020;2.3;319.0;13619.0;11754.0;33182.0;41136.0
1858;Mannen;21700;Geriatrische revalidatiezorg;2021;2.4;337.0;13907.0;12075.0;34679.0;40860.0
1859;Mannen;21700;Geriatrische revalidatiezorg;2022;2.6;358.0;14057.0;12362.0;35504.0;41530.0
1860;Mannen;21700;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1861;Mannen;21700;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1862;Mannen;21700;Geestelijke gezondheidszorg-ZPM;2022;1.8;86.0;4496.0;1409.0;17051.0;69437.0
1863;Mannen;21700;Verpleging en verzorging;2020;26.5;1509.0;5740.0;2773.0;20147.0;34812.0
1864;Mannen;21700;Verpleging en verzorging;2021;26.2;1470.0;5621.0;2687.0;19841.0;34204.0
1865;Mannen;21700;Verpleging en verzorging;2022;25.7;1354.0;5241.0;2500.0;18785.0;31997.0
1866;Mannen;21700;Zorg zintuiglijk gehandicapten;2020;0.4;6.0;1660.0;1096.0;4283.0;7606.0
1867;Mannen;21700;Zorg zintuiglijk gehandicapten;2021;0.4;7.0;1560.0;1129.0;4574.0;7166.0
1868;Mannen;21700;Zorg zintuiglijk gehandicapten;2022;0.5;8.0;1649.0;1157.0;4880.0;7352.0
1869;Mannen;21700;Eerstelijnsverblijf;2020;2.0;142.0;6920.0;4917.0;20036.0;33668.0
1870;Mannen;21700;Eerstelijnsverblijf;2021;2.2;160.0;7367.0;5193.0;21346.0;36034.0
1871;Mannen;21700;Eerstelijnsverblijf;2022;1.8;133.0;7257.0;4922.0;22146.0;36226.0
1872;Mannen;21700;Generalistische basis GGZ;2020;0.4;3.0;842.0;839.0;1384.0;1522.0
1873;Mannen;21700;Generalistische basis GGZ;2021;0.4;3.0;726.0;751.0;1435.0;1477.0
1874;Mannen;21700;Generalistische basis GGZ;2022;;;;;;
1875;Mannen;21700;Gespecialiseerde GGZ;2020;1.3;79.0;5701.0;1931.0;24471.0;86125.0
1876;Mannen;21700;Gespecialiseerde GGZ;2021;1.2;51.0;4239.0;1293.0;18017.0;59485.0
1877;Mannen;21700;Gespecialiseerde GGZ;2022;;;;;;
1878;Mannen;21700;Overige zorgvormen;2020;7.3;26.0;322.0;275.0;750.0;1435.0
1879;Mannen;21700;Overige zorgvormen;2021;8.7;47.0;498.0;353.0;1030.0;5943.0
1880;Mannen;21700;Overige zorgvormen;2022;9.3;44.0;490.0;369.0;1074.0;5427.0
1881;Mannen;41700;Totaal alle zorgvormen;2020;98.0;1629.0;1672.0;284.0;5958.0;23185.0
1882;Mannen;41700;Totaal alle zorgvormen;2021;98.0;1670.0;1716.0;320.0;6064.0;23151.0
1883;Mannen;41700;Totaal alle zorgvormen;2022;97.8;1801.0;1858.0;348.0;6755.0;24878.0
1884;Mannen;41700;Huisartsenzorg;2020;97.4;141.0;147.0;114.0;329.0;557.0
1885;Mannen;41700;Huisartsenzorg;2021;97.4;155.0;159.0;123.0;349.0;586.0
1886;Mannen;41700;Huisartsenzorg;2022;97.3;161.0;165.0;129.0;358.0;591.0
1887;Mannen;41700;Multidisciplinaire zorg;2020;55.9;23.0;42.0;13.0;235.0;408.0
1888;Mannen;41700;Multidisciplinaire zorg;2021;56.7;23.0;41.0;12.0;230.0;410.0
1889;Mannen;41700;Multidisciplinaire zorg;2022;62.2;24.0;40.0;17.0;195.0;405.0
1890;Mannen;41700;Ziekenhuiszorg;2020;40.8;818.0;2036.0;412.0;7535.0;27546.0
1891;Mannen;41700;Ziekenhuiszorg;2021;42.9;903.0;2122.0;439.0;7871.0;28400.0
1892;Mannen;41700;Ziekenhuiszorg;2022;44.5;921.0;2093.0;445.0;7771.0;27556.0
1893;Mannen;41700;Farmacie;2020;51.8;179.0;362.0;66.0;1188.0;4805.0
1894;Mannen;41700;Farmacie;2021;52.4;175.0;353.0;69.0;1189.0;4763.0
1895;Mannen;41700;Farmacie;2022;53.8;190.0;379.0;70.0;1235.0;4866.0
1896;Mannen;41700;Mondzorg;2020;19.1;41.0;216.0;120.0;675.0;1741.0
1897;Mannen;41700;Mondzorg;2021;19.7;48.0;241.0;136.0;745.0;1894.0
1898;Mannen;41700;Mondzorg;2022;19.7;49.0;247.0;143.0;751.0;1901.0
1899;Mannen;41700;Geboortezorg;2020;0.0;0.0;;;;
1900;Mannen;41700;Geboortezorg;2021;0.0;0.0;;;;
1901;Mannen;41700;Geboortezorg;2022;0.0;0.0;;;;
1902;Mannen;41700;Paramedische zorg;2020;7.2;35.0;487.0;256.0;1627.0;2849.0
1903;Mannen;41700;Paramedische zorg;2021;8.0;44.0;548.0;294.0;1822.0;3166.0
1904;Mannen;41700;Paramedische zorg;2022;8.2;45.0;547.0;292.0;1836.0;3201.0
1905;Mannen;41700;Hulpmiddelen;2020;7.4;51.0;684.0;197.0;2975.0;6968.0
1906;Mannen;41700;Hulpmiddelen;2021;7.9;55.0;698.0;184.0;3031.0;7569.0
1907;Mannen;41700;Hulpmiddelen;2022;8.0;57.0;717.0;189.0;3158.0;7590.0
1908;Mannen;41700;Ziekenvervoer;2020;2.0;22.0;1088.0;792.0;2592.0;5701.0
1909;Mannen;41700;Ziekenvervoer;2021;2.2;25.0;1135.0;819.0;2713.0;6095.0
1910;Mannen;41700;Ziekenvervoer;2022;2.2;25.0;1142.0;838.0;2624.0;5912.0
1911;Mannen;41700;Buitenland;2020;0.7;8.0;1148.0;161.0;4895.0;16990.0
1912;Mannen;41700;Buitenland;2021;0.8;8.0;1075.0;138.0;4550.0;16314.0
1913;Mannen;41700;Buitenland;2022;1.2;12.0;979.0;155.0;4119.0;14274.0
1914;Mannen;41700;Geriatrische revalidatiezorg;2020;0.0;4.0;15599.0;12225.0;35914.0;54651.0
1915;Mannen;41700;Geriatrische revalidatiezorg;2021;0.0;5.0;15202.0;12075.0;37407.0;60582.0
1916;Mannen;41700;Geriatrische revalidatiezorg;2022;0.0;5.0;16021.0;12861.0;38692.0;57666.0
1917;Mannen;41700;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1918;Mannen;41700;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1919;Mannen;41700;Geestelijke gezondheidszorg-ZPM;2022;4.5;253.0;5449.0;1919.0;19599.0;66377.0
1920;Mannen;41700;Verpleging en verzorging;2020;0.7;38.0;5762.0;1422.0;24525.0;55146.0
1921;Mannen;41700;Verpleging en verzorging;2021;0.7;37.0;5420.0;1322.0;22781.0;53280.0
1922;Mannen;41700;Verpleging en verzorging;2022;0.6;34.0;5308.0;1319.0;21831.0;52476.0
1923;Mannen;41700;Zorg zintuiglijk gehandicapten;2020;0.2;15.0;8312.0;3010.0;33563.0;44191.0
1924;Mannen;41700;Zorg zintuiglijk gehandicapten;2021;0.2;16.0;8340.0;2893.0;33611.0;48889.0
1925;Mannen;41700;Zorg zintuiglijk gehandicapten;2022;0.2;16.0;8118.0;2792.0;32964.0;47915.0
1926;Mannen;41700;Eerstelijnsverblijf;2020;0.0;2.0;8941.0;5422.0;29381.0;50416.0
1927;Mannen;41700;Eerstelijnsverblijf;2021;0.0;3.0;9069.0;5249.0;30794.0;50804.0
1928;Mannen;41700;Eerstelijnsverblijf;2022;0.0;2.0;10474.0;5666.0;37058.0;62932.0
1929;Mannen;41700;Generalistische basis GGZ;2020;1.0;11.0;1056.0;1218.0;1464.0;2552.0
1930;Mannen;41700;Generalistische basis GGZ;2021;1.0;9.0;899.0;868.0;1469.0;2153.0
1931;Mannen;41700;Generalistische basis GGZ;2022;;;;;;
1932;Mannen;41700;Gespecialiseerde GGZ;2020;2.8;233.0;7790.0;2766.0;28945.0;85864.0
1933;Mannen;41700;Gespecialiseerde GGZ;2021;2.8;157.0;5525.0;2522.0;20127.0;63944.0
1934;Mannen;41700;Gespecialiseerde GGZ;2022;;;;;;
1935;Mannen;41700;Overige zorgvormen;2020;1.8;6.0;283.0;76.0;1022.0;2332.0
1936;Mannen;41700;Overige zorgvormen;2021;2.0;8.0;329.0;81.0;750.0;3253.0
1937;Mannen;41700;Overige zorgvormen;2022;2.0;6.0;296.0;81.0;518.0;4052.0
1938;Mannen;80200;Totaal alle zorgvormen;2020;98.8;5733.0;5880.0;1769.0;25754.0;63123.0
1939;Mannen;80200;Totaal alle zorgvormen;2021;98.9;6040.0;6167.0;1894.0;26708.0;65174.0
1940;Mannen;80200;Totaal alle zorgvormen;2022;98.9;6213.0;6368.0;2041.0;27352.0;65211.0
1941;Mannen;80200;Huisartsenzorg;2020;98.0;251.0;259.0;182.0;653.0;1411.0
1942;Mannen;80200;Huisartsenzorg;2021;98.1;268.0;273.0;196.0;663.0;1414.0
1943;Mannen;80200;Huisartsenzorg;2022;98.0;281.0;286.0;210.0;683.0;1407.0
1944;Mannen;80200;Multidisciplinaire zorg;2020;72.8;102.0;142.0;118.0;401.0;613.0
1945;Mannen;80200;Multidisciplinaire zorg;2021;73.9;106.0;145.0;121.0;405.0;649.0
1946;Mannen;80200;Multidisciplinaire zorg;2022;78.5;105.0;136.0;96.0;408.0;590.0
1947;Mannen;80200;Ziekenhuiszorg;2020;83.2;3286.0;4008.0;833.0;17778.0;51307.0
1948;Mannen;80200;Ziekenhuiszorg;2021;84.6;3564.0;4238.0;914.0;18465.0;53396.0
1949;Mannen;80200;Ziekenhuiszorg;2022;85.5;3660.0;4326.0;969.0;19017.0;52149.0
1950;Mannen;80200;Farmacie;2020;87.8;682.0;812.0;345.0;2575.0;6015.0
1951;Mannen;80200;Farmacie;2021;87.9;674.0;812.0;350.0;2595.0;6020.0
1952;Mannen;80200;Farmacie;2022;88.2;707.0;859.0;366.0;2728.0;6152.0
1953;Mannen;80200;Mondzorg;2020;6.8;43.0;634.0;306.0;2282.0;4067.0
1954;Mannen;80200;Mondzorg;2021;7.0;47.0;674.0;349.0;2364.0;4183.0
1955;Mannen;80200;Mondzorg;2022;7.1;48.0;675.0;349.0;2376.0;4180.0
1956;Mannen;80200;Geboortezorg;2020;0.0;0.0;;;;
1957;Mannen;80200;Geboortezorg;2021;0.0;0.0;;;;
1958;Mannen;80200;Geboortezorg;2022;0.0;0.0;;;;
1959;Mannen;80200;Paramedische zorg;2020;9.7;62.0;643.0;286.0;2371.0;3751.0
1960;Mannen;80200;Paramedische zorg;2021;10.5;80.0;763.0;342.0;2786.0;4285.0
1961;Mannen;80200;Paramedische zorg;2022;10.9;84.0;765.0;345.0;2809.0;4330.0
1962;Mannen;80200;Hulpmiddelen;2020;30.9;251.0;813.0;367.0;2904.0;5789.0
1963;Mannen;80200;Hulpmiddelen;2021;31.0;250.0;809.0;350.0;2880.0;5757.0
1964;Mannen;80200;Hulpmiddelen;2022;31.6;259.0;825.0;354.0;2927.0;5766.0
1965;Mannen;80200;Ziekenvervoer;2020;10.3;120.0;1171.0;804.0;2934.0;5832.0
1966;Mannen;80200;Ziekenvervoer;2021;10.5;129.0;1221.0;832.0;3050.0;6078.0
1967;Mannen;80200;Ziekenvervoer;2022;10.7;131.0;1226.0;852.0;2992.0;5966.0
1968;Mannen;80200;Buitenland;2020;1.3;31.0;2272.0;211.0;10700.0;33314.0
1969;Mannen;80200;Buitenland;2021;1.3;30.0;2263.0;213.0;11036.0;30814.0
1970;Mannen;80200;Buitenland;2022;1.9;41.0;2121.0;205.0;10267.0;31817.0
1971;Mannen;80200;Geriatrische revalidatiezorg;2020;1.0;142.0;13974.0;11754.0;33809.0;44824.0
1972;Mannen;80200;Geriatrische revalidatiezorg;2021;1.1;154.0;14237.0;12075.0;35036.0;44232.0
1973;Mannen;80200;Geriatrische revalidatiezorg;2022;1.1;163.0;14373.0;12362.0;36053.0;46480.0
1974;Mannen;80200;Geestelijke gezondheidszorg-ZPM;2020;;;;;;
1975;Mannen;80200;Geestelijke gezondheidszorg-ZPM;2021;;;;;;
1976;Mannen;80200;Geestelijke gezondheidszorg-ZPM;2022;2.2;122.0;5327.0;1576.0;21539.0;77145.0
1977;Mannen;80200;Verpleging en verzorging;2020;11.1;572.0;5205.0;2129.0;19538.0;34978.0
1978;Mannen;80200;Verpleging en verzorging;2021;11.1;562.0;5076.0;2065.0;19129.0;34116.0
1979;Mannen;80200;Verpleging en verzorging;2022;10.9;526.0;4786.0;1954.0;18108.0;32304.0
1980;Mannen;80200;Zorg zintuiglijk gehandicapten;2020;0.2;4.0;1934.0;1190.0;5528.0;10883.0
1981;Mannen;80200;Zorg zintuiglijk gehandicapten;2021;0.2;5.0;1920.0;1152.0;5568.0;10458.0
1982;Mannen;80200;Zorg zintuiglijk gehandicapten;2022;0.2;5.0;1953.0;1152.0;5856.0;10336.0
1983;Mannen;80200;Eerstelijnsverblijf;2020;0.8;55.0;7135.0;4887.0;21258.0;36367.0
1984;Mannen;80200;Eerstelijnsverblijf;2021;0.8;62.0;7550.0;5186.0;22049.0;39941.0
1985;Mannen;80200;Eerstelijnsverblijf;2022;0.7;53.0;7631.0;4976.0;23420.0;40852.0
1986;Mannen;80200;Generalistische basis GGZ;2020;0.4;4.0;980.0;1154.0;1417.0;2214.0
1987;Mannen;80200;Generalistische basis GGZ;2021;0.4;3.0;788.0;797.0;1435.0;1742.0
1988;Mannen;80200;Generalistische basis GGZ;2022;;;;;;
1989;Mannen;80200;Gespecialiseerde GGZ;2020;1.5;110.0;7139.0;2469.0;32443.0;93687.0
1990;Mannen;80200;Gespecialiseerde GGZ;2021;1.4;75.0;5213.0;1378.0;23555.0;71867.0
1991;Mannen;80200;Gespecialiseerde GGZ;2022;;;;;;
1992;Mannen;80200;Overige zorgvormen;2020;4.7;17.0;307.0;272.0;735.0;1348.0
1993;Mannen;80200;Overige zorgvormen;2021;5.7;30.0;483.0;337.0;841.0;7133.0
1994;Mannen;80200;Overige zorgvormen;2022;6.0;28.0;475.0;364.0;852.0;6309.0
1995;Mannen;10010;Totaal alle zorgvormen;2020;92.5;4051.0;4445.0;1793.0;12664.0;68308.0
1996;Mannen;10010;Totaal alle zorgvormen;2021;93.6;4480.0;4821.0;1936.0;14636.0;72905.0
1997;Mannen;10010;Totaal alle zorgvormen;2022;93.8;4702.0;5072.0;2045.0;14824.0;72341.0
1998;Mannen;10010;Huisartsenzorg;2020;79.3;94.0;119.0;68.0;405.0;705.0
1999;Mannen;10010;Huisartsenzorg;2021;81.4;120.0;148.0;89.0;470.0;794.0
2000;Mannen;10010;Huisartsenzorg;2022;81.9;126.0;154.0;96.0;473.0;793.0
2001;Mannen;10010;Multidisciplinaire zorg;2020;32.8;2.0;7.0;5.0;20.0;29.0
2002;Mannen;10010;Multidisciplinaire zorg;2021;34.0;2.0;7.0;5.0;22.0;29.0
2003;Mannen;10010;Multidisciplinaire zorg;2022;37.6;3.0;9.0;7.0;25.0;45.0
2004;Mannen;10010;Ziekenhuiszorg;2020;73.5;3711.0;5129.0;1883.0;15403.0;77407.0
2005;Mannen;10010;Ziekenhuiszorg;2021;75.8;4089.0;5431.0;2065.0;17185.0;81798.0
2006;Mannen;10010;Ziekenhuiszorg;2022;76.4;4304.0;5696.0;2173.0;17179.0;79846.0
2007;Mannen;10010;Farmacie;2020;34.9;90.0;270.0;36.0;1424.0;4600.0
2008;Mannen;10010;Farmacie;2021;40.1;95.0;250.0;39.0;1188.0;4755.0
2009;Mannen;10010;Farmacie;2022;40.7;90.0;236.0;39.0;1164.0;4256.0
2010;Mannen;10010;Mondzorg;2020;2.4;6.0;257.0;259.0;403.0;747.0
2011;Mannen;10010;Mondzorg;2021;2.6;6.0;233.0;250.0;391.0;532.0
2012;Mannen;10010;Mondzorg;2022;3.2;8.0;246.0;242.0;422.0;586.0
2013;Mannen;10010;Geboortezorg;2020;0.0;0.0;;;;
2014;Mannen;10010;Geboortezorg;2021;0.0;0.0;;;;
2015;Mannen;10010;Geboortezorg;2022;0.0;0.0;;;;
2016;Mannen;10010;Paramedische zorg;2020;17.7;64.0;365.0;233.0;970.0;2629.0
2017;Mannen;10010;Paramedische zorg;2021;19.1;64.0;335.0;242.0;832.0;2616.0
2018;Mannen;10010;Paramedische zorg;2022;19.0;62.0;326.0;246.0;845.0;1743.0
2019;Mannen;10010;Hulpmiddelen;2020;4.9;9.0;181.0;37.0;720.0;1901.0
2020;Mannen;10010;Hulpmiddelen;2021;10.2;11.0;104.0;34.0;435.0;1120.0
2021;Mannen;10010;Hulpmiddelen;2022;10.7;11.0;104.0;34.0;477.0;1255.0
2022;Mannen;10010;Ziekenvervoer;2020;3.6;33.0;894.0;770.0;1976.0;3265.0
2023;Mannen;10010;Ziekenvervoer;2021;4.5;43.0;941.0;806.0;2021.0;3446.0
2024;Mannen;10010;Ziekenvervoer;2022;4.5;44.0;982.0;826.0;2203.0;3605.0
2025;Mannen;10010;Buitenland;2020;0.3;9.0;2738.0;137.0;15473.0;38551.0
2026;Mannen;10010;Buitenland;2021;0.7;15.0;2187.0;142.0;9851.0;46224.0
2027;Mannen;10010;Buitenland;2022;0.8;19.0;2208.0;150.0;5908.0;43644.0
2028;Mannen;10010;Geriatrische revalidatiezorg;2020;0.0;0.0;;;;
