ID;Geslacht;Leeftijd;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
401;Mannen;55 tot 65 jaar;Waarde;2019;4.0;1.8;2.3;1.8;2.7;0.7;0.4;0.2
402;Mannen;55 tot 65 jaar;Waarde;2020;2.4;0.9;1.5;1.2;1.6;0.3;0.3;0.1
403;Mannen;55 tot 65 jaar;Waarde;2021;2.9;1.1;1.7;1.5;1.8;0.5;0.5;0.1
404;Mannen;55 tot 65 jaar;Waarde;2022;3.0;1.4;1.6;1.3;1.8;0.5;0.4;0.2
405;Mannen;55 tot 65 jaar;Waarde;2023;3.0;1.4;1.5;1.1;2.0;0.5;0.4;0.1
406;Mannen;55 tot 65 jaar;Waarde;2024;2.7;1.1;1.5;1.3;1.7;0.4;0.4;0.1
407;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2014;2.7;1.0;1.7;1.3;1.3;0.5;0.4;0.1
408;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2015;2.7;1.0;1.7;1.3;1.6;0.5;0.2;0.0
409;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2016;2.3;1.1;1.1;0.8;1.3;0.3;0.3;0.2
410;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2017;2.9;1.2;1.5;1.3;1.8;0.4;0.3;0.2
411;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2018;2.6;1.2;1.2;1.0;1.7;0.4;0.3;0.0
412;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2019;3.5;1.5;1.9;1.5;2.3;0.5;0.3;0.1
413;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2020;2.1;0.7;1.2;0.9;1.3;0.2;0.2;0.1
414;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2021;2.5;0.8;1.4;1.2;1.4;0.3;0.3;0.1
415;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2022;2.6;1.2;1.3;1.0;1.5;0.4;0.3;0.1
416;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2023;2.6;1.1;1.3;0.9;1.7;0.4;0.2;0.0
417;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2024;2.3;0.9;1.3;1.0;1.4;0.3;0.3;0.0
418;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2014;3.8;1.7;2.6;2.0;2.0;1.1;0.9;0.4
419;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2015;3.7;1.6;2.5;2.0;2.4;1.0;0.6;0.2
420;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2016;3.2;1.8;1.8;1.3;2.0;0.6;0.6;0.5
421;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2017;4.0;1.9;2.2;1.9;2.5;0.8;0.7;0.5
422;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2018;3.4;1.7;1.8;1.5;2.3;0.7;0.6;0.2
423;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2019;4.5;2.1;2.7;2.1;3.1;0.9;0.6;0.4
424;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2020;2.8;1.2;1.8;1.4;1.9;0.5;0.5;0.2
425;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2021;3.4;1.4;2.1;1.8;2.1;0.7;0.7;0.3
426;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2022;3.4;1.8;1.9;1.6;2.1;0.7;0.6;0.4
427;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2023;3.5;1.7;1.9;1.4;2.4;0.7;0.5;0.2
428;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2024;3.1;1.4;1.9;1.6;2.0;0.6;0.6;0.2
429;Mannen;65 tot 75 jaar;Waarde;2014;1.6;0.6;0.3;0.0;0.6;0.0;0.3;0.7
430;Mannen;65 tot 75 jaar;Waarde;2015;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.2
431;Mannen;65 tot 75 jaar;Waarde;2016;1.5;0.1;1.0;0.6;0.4;0.0;0.8;0.3
432;Mannen;65 tot 75 jaar;Waarde;2017;1.3;0.3;1.0;0.6;0.8;0.2;0.3;0.0
433;Mannen;65 tot 75 jaar;Waarde;2018;1.6;0.8;0.7;0.6;1.0;0.1;0.2;0.3
434;Mannen;65 tot 75 jaar;Waarde;2019;2.1;1.0;1.0;0.8;1.2;0.2;0.2;0.5
435;Mannen;65 tot 75 jaar;Waarde;2020;1.7;0.5;0.9;0.8;1.1;0.1;0.1;0.4
436;Mannen;65 tot 75 jaar;Waarde;2021;1.4;0.6;0.8;0.7;0.7;0.4;0.3;0.0
437;Mannen;65 tot 75 jaar;Waarde;2022;1.8;1.0;0.8;0.8;1.3;0.1;0.3;0.1
438;Mannen;65 tot 75 jaar;Waarde;2023;2.1;0.6;1.4;1.1;1.6;0.0;0.2;0.2
439;Mannen;65 tot 75 jaar;Waarde;2024;1.7;0.8;0.9;0.7;1.2;0.2;0.2;0.2
440;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2014;0.7;0.2;0.0;0.0;0.2;0.0;0.0;0.2
441;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2016;0.8;0.0;0.5;0.2;0.1;0.0;0.3;0.1
443;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2017;0.6;0.1;0.4;0.2;0.3;0.0;0.0;0.0
444;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2018;1.0;0.4;0.3;0.3;0.5;0.0;0.1;0.1
445;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2019;1.4;0.5;0.6;0.4;0.7;0.0;0.0;0.2
446;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2020;1.1;0.2;0.5;0.4;0.6;0.0;0.0;0.2
447;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2021;0.8;0.3;0.4;0.3;0.3;0.1;0.1;0.0
448;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2022;1.2;0.6;0.5;0.4;0.8;0.0;0.1;0.0
449;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2023;1.4;0.3;0.9;0.7;1.0;0.0;0.1;0.1
450;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2024;1.2;0.5;0.5;0.4;0.8;0.1;0.0;0.0
451;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2014;3.6;2.0;2.0;;2.0;;1.9;2.7
452;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2015;1.7;1.7;;;;;;1.7
453;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2016;2.8;1.0;2.2;1.6;1.3;;1.8;1.3
454;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2017;2.7;1.1;2.3;1.8;2.0;1.2;1.8;
455;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2018;2.6;1.6;1.6;1.4;1.9;0.2;0.7;0.9
456;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2019;3.2;1.8;1.8;1.6;2.1;0.6;0.6;1.3
457;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2020;2.7;1.0;1.7;1.7;1.9;0.6;0.5;1.2
458;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2021;2.3;1.3;1.5;1.4;1.4;1.0;0.9;
459;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2022;2.7;1.8;1.4;1.3;2.1;1.0;0.7;0.4
460;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2023;3.0;1.1;2.2;1.9;2.3;0.1;0.8;0.8
461;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2024;2.5;1.4;1.5;1.3;1.8;0.6;0.6;0.7
462;Vrouwen;15 tot 75 jaar;Waarde;2014;2.9;1.7;1.2;0.9;1.7;0.5;0.4;0.2
463;Vrouwen;15 tot 75 jaar;Waarde;2015;2.6;1.6;1.0;0.7;1.6;0.4;0.4;0.2
464;Vrouwen;15 tot 75 jaar;Waarde;2016;2.6;1.5;1.1;0.9;1.5;0.5;0.4;0.2
465;Vrouwen;15 tot 75 jaar;Waarde;2017;2.8;1.7;1.3;1.0;1.8;0.5;0.4;0.1
466;Vrouwen;15 tot 75 jaar;Waarde;2018;2.8;1.6;1.2;0.9;1.7;0.7;0.3;0.1
467;Vrouwen;15 tot 75 jaar;Waarde;2019;2.7;1.6;1.1;0.8;1.7;0.6;0.3;0.1
468;Vrouwen;15 tot 75 jaar;Waarde;2020;2.2;1.2;1.0;0.7;1.3;0.5;0.3;0.1
469;Vrouwen;15 tot 75 jaar;Waarde;2021;2.2;1.1;1.1;0.8;1.3;0.5;0.3;0.1
470;Vrouwen;15 tot 75 jaar;Waarde;2022;2.2;1.3;1.0;0.7;1.3;0.5;0.3;0.1
471;Vrouwen;15 tot 75 jaar;Waarde;2023;2.5;1.4;1.2;0.8;1.4;0.6;0.3;0.1
472;Vrouwen;15 tot 75 jaar;Waarde;2024;2.2;1.2;1.0;0.8;1.2;0.6;0.2;0.1
473;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2014;2.6;1.5;1.1;0.7;1.5;0.4;0.3;0.2
474;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2015;2.4;1.4;0.9;0.6;1.4;0.3;0.3;0.1
475;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2016;2.4;1.3;1.0;0.7;1.3;0.4;0.3;0.1
476;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2017;2.6;1.5;1.1;0.8;1.6;0.4;0.3;0.1
477;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2018;2.6;1.5;1.1;0.8;1.5;0.6;0.3;0.1
478;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2019;2.5;1.4;1.0;0.7;1.5;0.5;0.2;0.1
479;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2020;2.0;1.1;0.8;0.6;1.2;0.4;0.2;0.1
480;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2021;2.0;1.0;0.9;0.7;1.1;0.4;0.2;0.1
481;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2022;2.0;1.1;0.8;0.6;1.1;0.4;0.2;0.0
482;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2023;2.3;1.2;1.0;0.7;1.3;0.5;0.2;0.1
483;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2024;2.0;1.1;0.9;0.7;1.1;0.5;0.2;0.1
484;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2014;3.2;1.9;1.4;1.0;1.9;0.6;0.5;0.3
485;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2015;2.8;1.8;1.2;0.8;1.8;0.5;0.5;0.2
486;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2016;2.8;1.7;1.3;1.0;1.6;0.6;0.5;0.3
487;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2017;3.0;1.9;1.4;1.1;2.0;0.7;0.5;0.2
488;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2018;3.0;1.8;1.4;1.0;1.8;0.8;0.4;0.1
489;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2019;2.9;1.7;1.3;1.0;1.8;0.7;0.3;0.2
490;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2020;2.4;1.4;1.1;0.8;1.5;0.6;0.3;0.2
491;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2021;2.4;1.3;1.2;1.0;1.4;0.6;0.4;0.2
492;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2022;2.4;1.4;1.1;0.8;1.4;0.6;0.4;0.1
493;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2023;2.7;1.5;1.3;1.0;1.6;0.7;0.3;0.2
494;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2024;2.4;1.3;1.1;0.9;1.3;0.7;0.3;0.1
495;Vrouwen;15 tot 25 jaar;Waarde;2014;3.4;2.3;1.2;0.6;2.5;0.2;0.5;0.2
496;Vrouwen;15 tot 25 jaar;Waarde;2015;3.1;2.0;1.1;0.6;2.4;0.2;0.4;0.1
497;Vrouwen;15 tot 25 jaar;Waarde;2016;3.2;1.7;1.5;0.9;2.3;0.2;0.5;0.2
498;Vrouwen;15 tot 25 jaar;Waarde;2017;4.0;2.6;1.6;1.1;3.1;0.4;0.3;0.1
499;Vrouwen;15 tot 25 jaar;Waarde;2018;3.2;1.8;1.6;0.9;2.2;0.4;0.4;0.1
500;Vrouwen;15 tot 25 jaar;Waarde;2019;3.2;2.0;1.2;0.7;2.5;0.5;0.1;0.1
501;Vrouwen;15 tot 25 jaar;Waarde;2020;2.7;1.7;1.0;0.6;2.0;0.3;0.3;0.1
502;Vrouwen;15 tot 25 jaar;Waarde;2021;2.5;1.2;1.1;0.8;1.5;0.4;0.3;0.2
503;Vrouwen;15 tot 25 jaar;Waarde;2022;2.9;1.7;1.2;0.6;1.7;0.5;0.4;0.3
504;Vrouwen;15 tot 25 jaar;Waarde;2023;3.3;1.9;1.5;0.9;2.3;0.5;0.3;0.2
505;Vrouwen;15 tot 25 jaar;Waarde;2024;2.6;1.5;1.1;0.8;1.5;0.5;0.3;0.2
506;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2014;2.7;1.8;0.8;0.4;1.9;0.1;0.3;0.1
507;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2015;2.6;1.6;0.8;0.4;2.0;0.1;0.2;0.0
508;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2016;2.7;1.4;1.1;0.6;1.8;0.1;0.3;0.1
509;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2017;3.3;2.1;1.2;0.7;2.6;0.2;0.2;0.0
510;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2018;2.8;1.4;1.3;0.7;1.8;0.3;0.3;0.1
511;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2019;2.8;1.6;0.9;0.5;2.1;0.3;0.1;0.1
512;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2020;2.2;1.3;0.7;0.4;1.6;0.2;0.2;0.0
513;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2021;1.9;0.9;0.8;0.6;1.2;0.2;0.2;0.0
514;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2022;2.4;1.3;0.9;0.4;1.3;0.3;0.2;0.1
515;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2023;2.8;1.6;1.2;0.6;1.9;0.3;0.1;0.1
516;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2024;2.1;1.1;0.8;0.6;1.2;0.3;0.2;0.1
517;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2014;4.2;3.0;1.8;1.0;3.2;0.4;0.8;0.5
518;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2015;3.8;2.6;1.6;0.9;3.0;0.4;0.7;0.3
519;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;3.9;2.2;2.0;1.3;2.8;0.4;0.8;0.6
520;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;4.7;3.2;2.1;1.5;3.7;0.8;0.5;0.4
521;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;3.8;2.2;2.1;1.2;2.6;0.6;0.7;0.4
522;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;3.8;2.4;1.6;1.0;3.0;0.7;0.3;0.3
523;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;3.3;2.1;1.4;0.9;2.4;0.6;0.5;0.3
524;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;3.1;1.7;1.6;1.2;2.0;0.7;0.6;0.5
525;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;3.5;2.2;1.7;1.0;2.2;0.8;0.7;0.5
526;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;3.9;2.4;2.0;1.2;2.9;0.8;0.5;0.4
527;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;3.1;1.9;1.5;1.2;2.0;0.8;0.6;0.3
528;Vrouwen;25 tot 35 jaar;Waarde;2014;2.9;1.6;1.3;0.8;1.5;0.7;0.5;0.2
529;Vrouwen;25 tot 35 jaar;Waarde;2015;2.8;1.7;1.1;0.7;1.9;0.4;0.4;0.1
530;Vrouwen;25 tot 35 jaar;Waarde;2016;3.0;1.7;1.3;1.0;1.6;0.7;0.6;0.1
531;Vrouwen;25 tot 35 jaar;Waarde;2017;2.8;1.7;1.2;0.9;1.8;0.6;0.3;0.1
532;Vrouwen;25 tot 35 jaar;Waarde;2018;2.9;1.7;1.3;1.1;1.7;0.7;0.3;0.1
533;Vrouwen;25 tot 35 jaar;Waarde;2019;2.6;1.4;1.2;0.9;1.3;0.8;0.4;0.0
534;Vrouwen;25 tot 35 jaar;Waarde;2020;2.4;1.3;1.1;0.7;1.3;0.8;0.2;0.1
535;Vrouwen;25 tot 35 jaar;Waarde;2021;2.6;1.2;1.4;0.9;1.4;0.8;0.3;0.0
536;Vrouwen;25 tot 35 jaar;Waarde;2022;2.1;1.1;1.0;0.7;1.0;0.8;0.3;0.0
537;Vrouwen;25 tot 35 jaar;Waarde;2023;2.7;1.4;1.3;1.0;1.3;1.0;0.2;0.1
538;Vrouwen;25 tot 35 jaar;Waarde;2024;2.1;1.1;1.0;0.8;1.3;0.5;0.2;0.1
539;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;2.3;1.2;0.9;0.5;1.1;0.5;0.3;0.1
540;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;2.3;1.3;0.8;0.4;1.5;0.2;0.2;0.1
541;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;2.5;1.3;1.0;0.7;1.3;0.4;0.4;0.0
542;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;2.3;1.4;0.9;0.6;1.4;0.4;0.2;0.0
543;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;2.5;1.3;1.0;0.8;1.4;0.5;0.2;0.0
544;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;2.1;1.1;0.9;0.7;1.0;0.6;0.3;0.0
545;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;2.0;1.0;0.8;0.5;1.0;0.6;0.1;0.0
546;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;2.1;0.9;1.0;0.7;1.1;0.5;0.2;0.0
547;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;1.7;0.9;0.7;0.5;0.8;0.5;0.1;0.0
548;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;2.2;1.1;1.0;0.8;1.0;0.8;0.1;0.0
549;Vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;1.7;0.9;0.7;0.6;1.0;0.3;0.1;0.0
550;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;3.6;2.1;1.8;1.3;2.1;1.2;0.8;0.5
551;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;3.5;2.2;1.5;1.0;2.4;0.7;0.7;0.3
552;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;3.6;2.2;1.8;1.4;2.1;1.0;0.9;0.3
553;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;3.4;2.2;1.6;1.3;2.3;1.0;0.5;0.3
554;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;3.4;2.1;1.6;1.4;2.1;1.0;0.5;0.2
555;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;3.1;1.8;1.5;1.2;1.7;1.1;0.7;0.2
556;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;2.9;1.7;1.5;1.0;1.7;1.1;0.4;0.2
557;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;3.2;1.7;1.8;1.3;1.9;1.1;0.6;0.2
558;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;2.5;1.5;1.4;1.0;1.3;1.1;0.5;0.2
559;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;3.2;1.8;1.7;1.4;1.6;1.3;0.4;0.3
560;Vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2024;2.5;1.4;1.3;1.1;1.7;0.7;0.3;0.3
561;Vrouwen;35 tot 45 jaar;Waarde;2014;2.6;1.6;1.0;0.8;1.5;0.6;0.3;0.2
562;Vrouwen;35 tot 45 jaar;Waarde;2015;2.0;1.2;0.9;0.6;1.3;0.4;0.3;0.0
563;Vrouwen;35 tot 45 jaar;Waarde;2016;2.5;1.5;1.1;1.0;1.2;0.8;0.4;0.1
564;Vrouwen;35 tot 45 jaar;Waarde;2017;2.3;1.4;1.0;0.8;1.3;0.4;0.6;0.1
565;Vrouwen;35 tot 45 jaar;Waarde;2018;2.3;1.5;1.0;0.7;1.4;0.6;0.2;0.0
566;Vrouwen;35 tot 45 jaar;Waarde;2019;2.3;1.4;1.0;0.7;1.5;0.5;0.2;0.1
567;Vrouwen;35 tot 45 jaar;Waarde;2020;1.8;1.0;0.8;0.5;1.1;0.4;0.3;0.0
568;Vrouwen;35 tot 45 jaar;Waarde;2021;1.7;1.0;0.8;0.7;0.9;0.6;0.2;0.0
569;Vrouwen;35 tot 45 jaar;Waarde;2022;1.8;1.1;0.7;0.5;1.0;0.5;0.4;0.0
570;Vrouwen;35 tot 45 jaar;Waarde;2023;1.9;1.1;0.9;0.7;1.0;0.5;0.2;0.1
571;Vrouwen;35 tot 45 jaar;Waarde;2024;2.2;1.1;1.2;1.0;1.1;0.8;0.2;0.1
572;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;2.1;1.2;0.7;0.5;1.1;0.4;0.1;0.1
573;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;1.6;0.9;0.6;0.4;0.9;0.2;0.2;0.0
574;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;2.0;1.1;0.8;0.7;0.9;0.6;0.2;0.0
575;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;1.9;1.1;0.8;0.6;0.9;0.3;0.4;0.0
576;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;1.9;1.1;0.7;0.5;1.1;0.4;0.1;0.0
577;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;1.9;1.1;0.7;0.5;1.1;0.4;0.1;0.0
578;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;1.5;0.7;0.6;0.4;0.8;0.2;0.2;0.0
579;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;1.4;0.7;0.6;0.5;0.6;0.4;0.1;0.0
580;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;1.4;0.8;0.5;0.4;0.7;0.3;0.2;0.0
581;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;1.5;0.9;0.7;0.5;0.8;0.4;0.1;0.0
582;Vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;1.8;0.8;0.9;0.7;0.8;0.6;0.1;0.0
583;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;3.2;2.1;1.4;1.2;2.0;1.0;0.6;0.5
584;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;2.5;1.7;1.2;0.9;1.7;0.6;0.5;0.2
585;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.1;1.9;1.5;1.4;1.6;1.2;0.7;0.3
586;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;2.9;1.8;1.5;1.2;1.7;0.7;0.9;0.2
587;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;2.8;1.9;1.3;1.0;1.7;0.9;0.4;0.2
588;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;2.8;1.8;1.3;1.0;1.9;0.8;0.4;0.2
589;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;2.3;1.3;1.1;0.8;1.5;0.6;0.6;0.2
590;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;2.2;1.4;1.2;1.1;1.2;0.9;0.5;0.2
591;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;2.3;1.5;1.0;0.9;1.3;0.7;0.6;0.2
592;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;2.3;1.5;1.2;0.9;1.4;0.8;0.4;0.2
593;Vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;2.6;1.5;1.5;1.3;1.4;1.2;0.3;0.2
594;Vrouwen;45 tot 55 jaar;Waarde;2014;2.9;1.7;1.5;1.2;1.9;0.5;0.3;0.2
595;Vrouwen;45 tot 55 jaar;Waarde;2015;2.6;1.6;0.9;0.8;1.2;0.5;0.5;0.3
596;Vrouwen;45 tot 55 jaar;Waarde;2016;1.9;1.2;0.8;0.6;1.1;0.3;0.3;0.2
597;Vrouwen;45 tot 55 jaar;Waarde;2017;2.5;1.6;1.2;0.9;1.3;0.6;0.5;0.1
598;Vrouwen;45 tot 55 jaar;Waarde;2018;2.8;1.7;1.1;0.8;1.7;0.7;0.3;0.1
599;Vrouwen;45 tot 55 jaar;Waarde;2019;2.6;1.7;1.0;0.8;1.6;0.5;0.3;0.2
600;Vrouwen;45 tot 55 jaar;Waarde;2020;2.2;1.3;0.8;0.7;1.2;0.5;0.3;0.1
601;Vrouwen;45 tot 55 jaar;Waarde;2021;2.0;1.0;1.1;0.9;1.3;0.2;0.3;0.2
602;Vrouwen;45 tot 55 jaar;Waarde;2022;2.1;1.3;0.8;0.6;1.5;0.3;0.2;0.1
603;Vrouwen;45 tot 55 jaar;Waarde;2023;2.3;1.2;1.1;0.8;1.3;0.6;0.3;0.1
604;Vrouwen;45 tot 55 jaar;Waarde;2024;1.9;1.1;0.8;0.6;1.0;0.5;0.3;0.1
605;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;2.5;1.3;1.2;0.9;1.5;0.3;0.2;0.1
606;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;2.2;1.3;0.7;0.5;1.0;0.3;0.4;0.2
607;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;1.5;0.9;0.5;0.4;0.8;0.2;0.2;0.1
608;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;2.1;1.2;0.9;0.7;1.0;0.4;0.3;0.1
609;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;2.4;1.4;0.8;0.6;1.4;0.5;0.2;0.0
610;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;2.2;1.4;0.7;0.6;1.3;0.3;0.2;0.1
611;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;1.8;1.0;0.6;0.5;1.0;0.3;0.2;0.1
612;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;1.7;0.8;0.8;0.7;1.0;0.1;0.2;0.1
613;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;1.7;1.0;0.6;0.4;1.2;0.2;0.1;0.0
614;Vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;1.9;1.0;0.8;0.6;1.0;0.4;0.2;0.0
