ID;Leeftijd;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalOverledenen_6;OverledenMannen_7;OverledenVrouwen_8;TotaalImmigratie_9;ImmigratieMannen_10;ImmigratieVrouwen_11;TotaalEmigratie_12;EmigratieMannen_13;EmigratieVrouwen_14;TotaalMigratieSaldo_15;MigratieSaldoMannen_16;MigratieSaldoVrouwen_17
3415;76;2033;;;;;;5049;2950;2099;95;54;41;206;101;104;-111;-47;-63
3416;76;2034;;;;;;5102;2981;2121;95;54;41;213;105;108;-118;-51;-67
3417;76;2035;;;;;;5198;3031;2166;94;54;40;219;109;109;-125;-55;-69
3418;76;2036;;;;;;5180;3024;2157;93;53;40;235;117;118;-142;-64;-78
3419;76;2037;;;;;;5291;3080;2211;93;53;40;226;114;111;-133;-61;-71
3420;76;2038;;;;;;5288;3075;2214;93;53;40;238;119;119;-145;-66;-79
3421;76;2039;;;;;;5349;3117;2232;93;53;40;238;120;118;-145;-67;-78
3422;76;2040;;;;;;5385;3130;2255;92;53;39;247;124;123;-155;-71;-84
3423;76;2041;;;;;;5263;3059;2204;91;52;39;245;124;121;-154;-72;-82
3424;76;2042;;;;;;5146;2980;2167;91;52;39;240;122;119;-149;-70;-80
3425;76;2043;;;;;;5091;2943;2148;91;52;39;231;116;115;-140;-64;-76
3426;76;2044;;;;;;5091;2929;2161;91;52;39;241;120;121;-150;-68;-82
3427;76;2045;;;;;;5281;3035;2247;91;52;39;246;123;123;-155;-71;-84
3428;76;2046;;;;;;5125;2934;2191;90;51;39;247;121;126;-157;-70;-87
3429;76;2047;;;;;;4899;2799;2099;90;51;39;239;116;123;-149;-65;-84
3430;76;2048;;;;;;4645;2635;2010;89;51;38;235;112;122;-146;-61;-84
3431;76;2049;;;;;;4291;2434;1857;89;51;38;226;107;119;-137;-56;-81
3432;77;2006;;;;;;3811;2142;1669;69;39;30;80;39;41;-11;0;-11
3433;77;2007;;;;;;3934;2218;1716;74;42;32;87;45;43;-13;-3;-11
3434;77;2008;;;;;;3857;2180;1677;80;45;35;84;43;42;-4;2;-7
3435;77;2009;;;;;;3904;2213;1691;87;50;37;92;47;45;-5;3;-8
3436;77;2010;;;;;;3785;2151;1634;92;53;39;95;50;45;-3;3;-6
3437;77;2011;;;;;;3815;2170;1645;95;55;40;97;52;45;-2;3;-5
3438;77;2012;;;;;;3823;2185;1638;98;56;42;103;55;48;-5;1;-6
3439;77;2013;;;;;;3868;2215;1652;98;56;42;108;59;48;-10;-3;-6
3440;77;2014;;;;;;3843;2199;1644;96;55;41;113;62;50;-17;-7;-9
3441;77;2015;;;;;;4044;2324;1720;97;56;41;121;67;54;-24;-11;-13
3442;77;2016;;;;;;4084;2340;1744;96;55;41;123;68;55;-27;-13;-14
3443;77;2017;;;;;;4197;2415;1782;96;55;41;137;77;59;-41;-22;-18
3444;77;2018;;;;;;4057;2342;1714;95;55;40;124;69;56;-29;-14;-16
3445;77;2019;;;;;;4207;2430;1776;94;54;40;133;72;61;-39;-18;-21
3446;77;2020;;;;;;4511;2604;1907;93;54;39;130;70;60;-37;-16;-21
3447;77;2021;;;;;;4704;2712;1992;92;53;39;138;73;65;-46;-20;-26
3448;77;2022;;;;;;4455;2570;1885;92;53;39;141;73;68;-49;-20;-29
3449;77;2023;;;;;;6147;3560;2588;92;53;39;162;87;75;-70;-34;-36
3450;77;2024;;;;;;5897;3404;2493;91;53;38;163;86;78;-72;-33;-40
3451;77;2025;;;;;;5550;3220;2330;90;52;38;166;86;80;-76;-34;-42
3452;77;2026;;;;;;5336;3093;2243;90;52;38;163;83;80;-73;-31;-42
3453;77;2027;;;;;;5209;3020;2190;89;51;38;170;86;84;-81;-35;-46
3454;77;2028;;;;;;5148;2988;2160;88;51;37;158;80;79;-70;-29;-42
3455;77;2029;;;;;;5275;3063;2213;88;51;37;168;84;84;-80;-33;-47
3456;77;2030;;;;;;5217;3026;2191;89;51;38;168;83;85;-79;-32;-47
3457;77;2031;;;;;;5245;3044;2201;89;51;38;174;85;89;-85;-34;-51
3458;77;2032;;;;;;5268;3044;2223;89;51;38;177;86;91;-88;-35;-53
3459;77;2033;;;;;;5345;3102;2243;88;51;37;184;91;92;-96;-40;-55
3460;77;2034;;;;;;5389;3119;2269;88;51;37;182;90;93;-94;-39;-56
3461;77;2035;;;;;;5445;3151;2294;87;50;37;189;94;96;-102;-44;-59
3462;77;2036;;;;;;5548;3205;2343;87;50;37;195;98;97;-108;-48;-60
3463;77;2037;;;;;;5531;3198;2333;87;50;37;209;104;105;-122;-54;-68
3464;77;2038;;;;;;5651;3259;2392;86;50;36;202;103;99;-116;-53;-63
3465;77;2039;;;;;;5650;3254;2396;86;50;36;213;107;106;-127;-57;-70
3466;77;2040;;;;;;5716;3300;2416;85;49;36;214;109;105;-129;-60;-69
3467;77;2041;;;;;;5756;3316;2440;85;49;36;222;113;109;-137;-64;-73
3468;77;2042;;;;;;5626;3241;2385;85;49;36;220;113;108;-135;-64;-72
3469;77;2043;;;;;;5503;3159;2344;85;49;36;216;111;105;-131;-62;-69
3470;77;2044;;;;;;5445;3122;2323;85;49;36;208;106;102;-123;-57;-66
3471;77;2045;;;;;;5446;3108;2337;84;48;36;218;110;107;-134;-62;-71
3472;77;2046;;;;;;5651;3222;2429;83;48;35;223;113;110;-140;-65;-75
3473;77;2047;;;;;;5484;3116;2369;83;48;35;224;112;112;-141;-64;-77
3474;77;2048;;;;;;5242;2974;2268;83;48;35;218;108;109;-135;-60;-74
3475;77;2049;;;;;;4972;2801;2171;83;48;35;213;104;109;-130;-56;-74
3476;78;2006;;;;;;4070;2241;1829;66;38;28;70;35;35;-4;3;-7
3477;78;2007;;;;;;4038;2231;1807;72;41;31;71;36;36;1;5;-5
3478;78;2008;;;;;;4174;2316;1858;76;43;33;78;41;37;-2;2;-4
3479;78;2009;;;;;;4092;2277;1816;84;49;35;75;39;36;9;10;-1
3480;78;2010;;;;;;4141;2311;1831;88;51;37;82;44;38;6;7;-1
3481;78;2011;;;;;;4014;2246;1769;92;53;39;85;46;39;7;7;0
3482;78;2012;;;;;;4045;2266;1779;93;54;39;87;48;39;6;6;0
3483;78;2013;;;;;;4053;2283;1770;94;54;40;92;51;41;2;3;-1
3484;78;2014;;;;;;4101;2316;1785;94;54;40;97;55;42;-3;-1;-2
3485;78;2015;;;;;;4076;2301;1775;92;53;39;102;58;44;-10;-5;-5
3486;78;2016;;;;;;4291;2433;1857;92;53;39;110;63;47;-18;-10;-8
3487;78;2017;;;;;;4329;2445;1883;92;53;39;112;63;48;-20;-10;-9
3488;78;2018;;;;;;4451;2527;1924;90;52;38;125;73;52;-35;-21;-14
3489;78;2019;;;;;;4305;2455;1850;90;52;38;113;64;49;-23;-12;-11
3490;78;2020;;;;;;4466;2550;1917;89;51;38;121;67;54;-32;-16;-16
3491;78;2021;;;;;;4791;2734;2057;89;51;38;117;65;53;-28;-14;-15
3492;78;2022;;;;;;4999;2850;2148;88;51;37;125;67;58;-37;-16;-21
3493;78;2023;;;;;;4736;2703;2032;87;50;37;127;67;60;-40;-17;-23
3494;78;2024;;;;;;6536;3746;2791;87;50;37;146;79;67;-59;-29;-30
3495;78;2025;;;;;;6272;3583;2689;86;50;36;147;78;69;-61;-28;-33
3496;78;2026;;;;;;5904;3390;2513;85;49;36;149;78;71;-64;-29;-35
3497;78;2027;;;;;;5677;3257;2420;85;49;36;146;75;71;-61;-26;-35
3498;78;2028;;;;;;5543;3181;2362;85;49;36;151;77;75;-66;-28;-39
3499;78;2029;;;;;;5478;3148;2331;85;49;36;140;71;69;-55;-22;-33
3500;78;2030;;;;;;5614;3226;2388;83;48;35;149;74;74;-66;-26;-39
3501;78;2031;;;;;;5552;3186;2365;83;48;35;149;74;75;-66;-26;-40
3502;78;2032;;;;;;5582;3205;2378;83;48;35;154;76;79;-71;-28;-44
3503;78;2033;;;;;;5606;3204;2402;82;47;35;158;77;81;-76;-30;-46
3504;78;2034;;;;;;5687;3263;2424;82;47;35;164;82;82;-82;-35;-47
3505;78;2035;;;;;;5735;3282;2453;81;47;34;163;80;82;-82;-33;-48
3506;78;2036;;;;;;5796;3316;2480;81;47;34;169;84;85;-88;-37;-51
3507;78;2037;;;;;;5908;3374;2534;81;47;34;175;89;87;-94;-42;-53
3508;78;2038;;;;;;5890;3367;2523;80;46;34;189;95;94;-109;-49;-60
3509;78;2039;;;;;;6020;3434;2587;80;46;34;183;94;89;-103;-48;-55
3510;78;2040;;;;;;6020;3430;2591;80;46;34;192;97;95;-112;-51;-61
3511;78;2041;;;;;;6092;3480;2612;79;46;33;194;99;95;-115;-53;-62
3512;78;2042;;;;;;6135;3498;2638;78;45;33;201;103;98;-123;-58;-65
3513;78;2043;;;;;;5998;3421;2578;78;45;33;201;103;98;-123;-58;-65
3514;78;2044;;;;;;5868;3335;2533;78;45;33;198;102;96;-120;-57;-63
3515;78;2045;;;;;;5808;3298;2510;78;45;33;189;97;92;-111;-52;-59
3516;78;2046;;;;;;5809;3285;2524;78;45;33;199;101;98;-121;-56;-65
3517;78;2047;;;;;;6028;3406;2622;78;45;33;205;105;100;-127;-60;-67
3518;78;2048;;;;;;5851;3295;2556;78;45;33;206;104;102;-128;-59;-69
3519;78;2049;;;;;;5593;3147;2446;78;45;33;201;100;101;-123;-55;-68
3520;79;2006;;;;;;4202;2292;1910;57;31;26;57;27;30;0;4;-4
3521;79;2007;;;;;;4316;2352;1964;63;35;28;62;30;33;1;5;-5
3522;79;2008;;;;;;4289;2348;1941;67;38;29;63;30;33;4;8;-4
3523;79;2009;;;;;;4432;2437;1995;73;42;31;68;34;33;5;8;-2
3524;79;2010;;;;;;4346;2396;1950;79;45;34;66;33;33;13;12;1
3525;79;2011;;;;;;4398;2432;1966;82;46;36;71;37;35;11;9;1
3526;79;2012;;;;;;4261;2365;1897;84;47;37;75;39;36;9;8;1
3527;79;2013;;;;;;4294;2388;1907;84;47;37;76;40;35;8;7;2
3528;79;2014;;;;;;4304;2407;1897;83;47;36;80;43;37;3;4;-1
3529;79;2015;;;;;;4356;2444;1913;82;46;36;85;47;38;-3;-1;-2
3530;79;2016;;;;;;4332;2430;1902;82;46;36;88;49;40;-6;-3;-4
3531;79;2017;;;;;;4554;2565;1989;81;46;35;95;53;42;-14;-7;-7
3532;79;2018;;;;;;4598;2582;2017;80;45;35;97;54;43;-17;-9;-8
3533;79;2019;;;;;;4731;2671;2060;80;45;35;109;62;47;-29;-17;-12
3534;79;2020;;;;;;4579;2598;1980;79;45;34;99;54;45;-20;-9;-11
3535;79;2021;;;;;;4752;2702;2051;78;44;34;106;57;49;-28;-13;-15
3536;79;2022;;;;;;5101;2900;2201;78;44;34;103;55;48;-25;-11;-14
3537;79;2023;;;;;;5324;3025;2299;78;44;34;109;57;51;-31;-13;-17
3538;79;2024;;;;;;5045;2870;2175;78;44;34;111;58;54;-33;-14;-20
3539;79;2025;;;;;;6965;3979;2986;76;43;33;128;68;60;-52;-25;-27
3540;79;2026;;;;;;6686;3808;2878;76;43;33;129;66;62;-53;-23;-29
3541;79;2027;;;;;;6294;3604;2690;76;43;33;130;66;63;-54;-23;-30
3542;79;2028;;;;;;6053;3463;2590;75;42;33;128;64;63;-53;-22;-30
3543;79;2029;;;;;;5911;3381;2529;74;42;32;133;66;67;-59;-24;-35
3544;79;2030;;;;;;5843;3346;2496;74;42;32;124;62;62;-50;-20;-30
3545;79;2031;;;;;;5988;3429;2559;74;42;32;131;65;66;-57;-23;-34
3546;79;2032;;;;;;5921;3387;2535;73;41;32;131;64;67;-58;-23;-35
3547;79;2033;;;;;;5953;3405;2548;73;41;32;135;65;70;-62;-24;-38
3548;79;2034;;;;;;5979;3404;2575;72;41;31;138;67;71;-66;-26;-40
3549;79;2035;;;;;;6066;3466;2600;72;41;31;144;71;72;-72;-30;-41
3550;79;2036;;;;;;6118;3487;2631;71;40;31;142;70;72;-71;-30;-41
3551;79;2037;;;;;;6185;3525;2660;71;40;31;147;73;75;-76;-33;-44
3552;79;2038;;;;;;6306;3588;2718;71;40;31;153;77;76;-82;-37;-45
3553;79;2039;;;;;;6288;3582;2706;71;40;31;165;82;82;-94;-42;-51
3554;79;2040;;;;;;6429;3655;2774;70;40;30;161;82;79;-91;-42;-49
3555;79;2041;;;;;;6429;3652;2777;70;40;30;169;85;84;-99;-45;-54
3556;79;2042;;;;;;6507;3707;2800;69;39;30;171;87;84;-102;-48;-54
3557;79;2043;;;;;;6554;3728;2826;69;39;30;177;91;87;-108;-52;-57
3558;79;2044;;;;;;6409;3648;2761;69;39;30;177;91;86;-108;-52;-56
3559;79;2045;;;;;;6270;3559;2712;69;39;30;174;90;84;-105;-51;-54
3560;79;2046;;;;;;6206;3520;2686;69;39;30;166;85;81;-97;-46;-51
3561;79;2047;;;;;;6208;3508;2700;69;39;30;174;89;85;-105;-50;-55
3562;79;2048;;;;;;6442;3639;2803;69;39;30;180;93;88;-111;-54;-58
3563;79;2049;;;;;;6252;3522;2730;68;38;30;182;91;90;-114;-53;-60
3564;80;2006;;;;;;4477;2390;2087;55;30;25;55;25;30;0;5;-5
3565;80;2007;;;;;;4406;2357;2049;60;33;27;53;25;28;7;8;-1
3566;80;2008;;;;;;4533;2426;2107;64;36;28;57;27;30;7;9;-2
3567;80;2009;;;;;;4504;2422;2082;70;40;30;58;28;30;12;12;0
3568;80;2010;;;;;;4655;2515;2140;73;42;31;64;32;31;9;10;0
3569;80;2011;;;;;;4565;2473;2092;78;44;34;61;30;31;17;14;3
3570;80;2012;;;;;;4617;2511;2105;79;45;34;67;34;33;12;11;1
3571;80;2013;;;;;;4474;2443;2031;79;45;34;70;36;34;9;9;0
3572;80;2014;;;;;;4510;2469;2041;78;44;34;72;38;33;6;6;1
3573;80;2015;;;;;;4522;2491;2031;78;44;34;76;41;35;2;3;-1
3574;80;2016;;;;;;4578;2532;2047;77;44;33;81;45;36;-4;-1;-3
3575;80;2017;;;;;;4548;2513;2035;76;43;33;84;47;38;-8;-4;-5
3576;80;2018;;;;;;4785;2657;2128;76;43;33;91;51;40;-15;-8;-7
3577;80;2019;;;;;;4836;2679;2157;76;43;33;93;51;41;-17;-8;-8
3578;80;2020;;;;;;4977;2774;2203;74;42;32;105;60;45;-31;-18;-13
3579;80;2021;;;;;;4820;2702;2117;74;42;32;95;52;43;-21;-10;-11
3580;80;2022;;;;;;5005;2812;2193;74;42;32;102;55;46;-28;-13;-14
3581;80;2023;;;;;;5374;3021;2353;72;41;31;98;53;45;-26;-12;-14
3582;80;2024;;;;;;5612;3154;2458;72;41;31;104;55;49;-32;-14;-18
3583;80;2025;;;;;;5320;2994;2326;72;41;31;106;55;51;-34;-14;-20
3584;80;2026;;;;;;7346;4152;3194;72;41;31;121;64;57;-49;-23;-26
3585;80;2027;;;;;;7053;3975;3079;71;40;31;122;62;60;-51;-22;-29
3586;80;2028;;;;;;6641;3762;2879;70;40;30;123;62;61;-53;-22;-31
3587;80;2029;;;;;;6388;3615;2773;70;40;30;120;59;61;-50;-19;-31
3588;80;2030;;;;;;6238;3530;2708;70;40;30;125;61;64;-55;-21;-34
3589;80;2031;;;;;;6167;3494;2673;69;39;30;116;57;59;-47;-18;-29
3590;80;2032;;;;;;6320;3579;2740;69;39;30;123;60;64;-54;-21;-34
3591;80;2033;;;;;;6250;3534;2716;68;39;29;124;59;65;-56;-20;-36
3592;80;2034;;;;;;6283;3553;2730;68;39;29;128;60;68;-60;-21;-39
3593;80;2035;;;;;;6311;3551;2759;68;39;29;131;62;69;-63;-23;-40
3594;80;2036;;;;;;6404;3618;2786;67;38;29;136;66;70;-69;-28;-41
3595;80;2037;;;;;;6461;3642;2819;67;38;29;135;65;70;-68;-27;-41
3596;80;2038;;;;;;6534;3684;2850;67;38;29;140;68;72;-73;-30;-43
3597;80;2039;;;;;;6663;3751;2912;67;38;29;146;71;74;-79;-33;-45
3598;80;2040;;;;;;6645;3747;2898;66;38;28;157;77;80;-91;-39;-52
3599;80;2041;;;;;;6795;3825;2970;66;38;28;153;76;77;-87;-38;-49
3600;80;2042;;;;;;6797;3824;2972;65;37;28;161;79;81;-96;-42;-53
3601;80;2043;;;;;;6879;3884;2995;65;37;28;163;82;81;-98;-45;-53
3602;80;2044;;;;;;6929;3908;3022;65;37;28;169;85;84;-104;-48;-56
3603;80;2045;;;;;;6776;3825;2950;65;37;28;169;85;84;-104;-48;-56
3604;80;2046;;;;;;6630;3734;2896;65;37;28;167;85;82;-102;-48;-54
3605;80;2047;;;;;;6563;3696;2867;65;37;28;159;80;79;-94;-43;-51
3606;80;2048;;;;;;6563;3684;2880;65;37;28;168;84;83;-103;-47;-55
3607;80;2049;;;;;;6811;3823;2988;64;37;27;173;86;87;-109;-49;-60
3608;81;2006;;;;;;4652;2363;2288;46;25;21;50;22;28;-4;3;-7
3609;81;2007;;;;;;4664;2386;2278;51;27;24;50;23;27;1;4;-3
3610;81;2008;;;;;;4606;2367;2239;55;30;25;49;23;26;6;7;-1
3611;81;2009;;;;;;4746;2443;2303;60;33;27;52;25;27;8;8;0
3612;81;2010;;;;;;4724;2446;2278;64;35;29;53;26;27;11;9;2
3613;81;2011;;;;;;4890;2547;2343;66;36;30;58;30;28;8;6;2
3614;81;2012;;;;;;4802;2513;2289;67;37;30;56;28;27;11;9;3
3615;81;2013;;;;;;4864;2559;2305;67;37;30;61;32;29;6;5;1
3616;81;2014;;;;;;4723;2498;2225;66;36;30;64;34;30;2;2;0
3617;81;2015;;;;;;4769;2532;2237;66;36;30;65;36;29;1;0;1
3618;81;2016;;;;;;4789;2562;2227;66;36;30;69;38;31;-3;-2;-1
3619;81;2017;;;;;;4850;2604;2246;65;36;29;74;43;32;-9;-7;-3
3620;81;2018;;;;;;4826;2593;2234;64;35;29;77;44;33;-13;-9;-4
3621;81;2019;;;;;;5085;2748;2337;64;35;29;83;49;35;-19;-14;-6
3622;81;2020;;;;;;5145;2775;2370;64;35;29;84;49;36;-20;-14;-7
3623;81;2021;;;;;;5298;2877;2421;63;35;28;96;57;38;-33;-22;-10
3624;81;2022;;;;;;5134;2806;2328;62;34;28;86;49;37;-24;-15;-9
3625;81;2023;;;;;;5334;2922;2412;62;34;28;92;52;40;-30;-18;-12
3626;81;2024;;;;;;5731;3140;2591;62;34;28;89;50;39;-27;-16;-11
3627;81;2025;;;;;;5985;3278;2707;62;34;28;94;52;42;-32;-18;-14
3628;81;2026;;;;;;5674;3112;2563;60;33;27;95;51;44;-35;-18;-17
3629;81;2027;;;;;;7836;4314;3522;60;33;27;109;59;49;-49;-26;-22
3630;81;2028;;;;;;7525;4128;3397;60;33;27;110;58;52;-50;-25;-25
3631;81;2029;;;;;;7083;3906;3178;60;33;27;111;59;52;-51;-26;-25
3632;81;2030;;;;;;6814;3751;3062;60;33;27;109;56;53;-49;-23;-26
3633;81;2031;;;;;;6654;3661;2992;58;32;26;112;58;55;-54;-26;-29
3634;81;2032;;;;;;6578;3622;2956;58;32;26;105;53;52;-47;-21;-26
3635;81;2033;;;;;;6741;3710;3032;58;32;26;111;56;55;-53;-24;-29
3636;81;2034;;;;;;6668;3662;3006;58;32;26;112;56;56;-54;-24;-30
3637;81;2035;;;;;;6706;3682;3024;58;32;26;115;57;58;-57;-25;-32
3638;81;2036;;;;;;6740;3683;3057;58;32;26;118;59;59;-60;-27;-33
3639;81;2037;;;;;;6842;3755;3088;57;31;26;123;63;60;-66;-32;-34
3640;81;2038;;;;;;6909;3783;3126;57;31;26;122;61;60;-65;-30;-34
3641;81;2039;;;;;;6990;3829;3161;56;31;25;126;64;62;-70;-33;-37
3642;81;2040;;;;;;7132;3902;3230;56;31;25;131;68;63;-75;-37;-38
3643;81;2041;;;;;;7115;3900;3214;56;31;25;141;74;68;-85;-43;-43
3644;81;2042;;;;;;7280;3985;3295;56;31;25;139;73;66;-83;-42;-41
3645;81;2043;;;;;;7285;3987;3298;56;31;25;146;76;70;-90;-45;-45
3646;81;2044;;;;;;7376;4053;3323;56;31;25;148;79;69;-92;-48;-44
3647;81;2045;;;;;;7432;4080;3352;55;30;25;154;83;72;-99;-53;-47
3648;81;2046;;;;;;7270;3998;3273;55;30;25;154;82;71;-99;-52;-46
3649;81;2047;;;;;;7117;3904;3212;55;30;25;152;82;70;-97;-52;-45
3650;81;2048;;;;;;7047;3867;3179;54;30;24;145;77;68;-91;-47;-44
3651;81;2049;;;;;;7050;3857;3192;54;30;24;153;82;72;-99;-52;-48
3652;82;2006;;;;;;4879;2339;2540;41;21;20;43;17;26;-2;4;-6
3653;82;2007;;;;;;4810;2345;2466;44;22;22;42;17;25;2;5;-3
3654;82;2008;;;;;;4839;2381;2457;46;23;23;42;18;24;4;5;-1
3655;82;2009;;;;;;4786;2370;2417;49;25;24;41;18;23;8;7;1
3656;82;2010;;;;;;4942;2453;2488;54;28;26;44;19;25;10;9;1
3657;82;2011;;;;;;4928;2464;2463;56;29;27;44;19;25;12;10;2
3658;82;2012;;;;;;5107;2574;2532;57;29;28;47;22;25;10;7;3
3659;82;2013;;;;;;5024;2548;2476;57;29;28;46;21;25;11;8;3
3660;82;2014;;;;;;5099;2604;2495;57;29;28;49;23;26;8;6;2
3661;82;2015;;;;;;4959;2549;2409;57;29;28;51;24;27;6;5;1
3662;82;2016;;;;;;5017;2592;2425;56;29;27;52;26;27;4;3;0
3663;82;2017;;;;;;5037;2623;2415;55;28;27;56;28;29;-1;0;-2
3664;82;2018;;;;;;5109;2673;2437;55;28;27;59;30;30;-4;-2;-3
3665;82;2019;;;;;;5092;2667;2425;55;28;27;62;31;31;-7;-3;-4
3666;82;2020;;;;;;5370;2831;2539;55;28;27;66;34;32;-11;-6;-5
3667;82;2021;;;;;;5439;2863;2576;53;27;26;68;35;33;-15;-8;-7
3668;82;2022;;;;;;5603;2971;2632;53;27;26;75;39;36;-22;-12;-10
3669;82;2023;;;;;;5432;2899;2533;53;27;26;69;35;34;-16;-8;-8
3670;82;2024;;;;;;5646;3019;2626;53;27;26;75;37;38;-22;-10;-12
3671;82;2025;;;;;;6068;3246;2822;53;27;26;73;37;36;-20;-10;-10
3672;82;2026;;;;;;6339;3388;2951;52;26;26;77;38;39;-25;-12;-13
3673;82;2027;;;;;;6010;3215;2795;51;26;25;79;38;41;-28;-12;-16
3674;82;2028;;;;;;8300;4456;3844;51;26;25;91;45;46;-40;-19;-21
3675;82;2029;;;;;;7971;4262;3709;51;26;25;93;45;48;-42;-19;-23
3676;82;2030;;;;;;7503;4031;3472;51;26;25;94;45;49;-43;-19;-24
3677;82;2031;;;;;;7218;3870;3348;50;25;25;92;43;49;-42;-18;-24
3678;82;2032;;;;;;7050;3776;3273;49;25;24;96;45;52;-47;-20;-28
3679;82;2033;;;;;;6971;3736;3236;49;25;24;91;43;48;-42;-18;-24
3680;82;2034;;;;;;7146;3826;3320;49;25;24;95;44;51;-46;-19;-27
3681;82;2035;;;;;;7072;3778;3294;49;25;24;96;44;52;-47;-19;-28
3682;82;2036;;;;;;7117;3802;3315;49;25;24;99;45;54;-50;-20;-30
3683;82;2037;;;;;;7159;3806;3353;49;25;24;101;46;55;-52;-21;-31
3684;82;2038;;;;;;7271;3883;3387;48;24;24;104;48;56;-56;-24;-32
3685;82;2039;;;;;;7346;3916;3430;48;24;24;104;48;56;-56;-24;-32
3686;82;2040;;;;;;7436;3967;3469;48;24;24;108;50;58;-60;-26;-34
3687;82;2041;;;;;;7592;4047;3545;48;24;24;111;52;60;-63;-28;-36
3688;82;2042;;;;;;7577;4049;3528;47;24;23;119;54;64;-72;-30;-41
3689;82;2043;;;;;;7757;4140;3617;47;24;23;116;54;62;-69;-30;-39
3690;82;2044;;;;;;7765;4146;3619;47;24;23;121;56;65;-74;-32;-42
3691;82;2045;;;;;;7864;4217;3647;47;24;23;123;57;65;-76;-33;-42
3692;82;2046;;;;;;7928;4249;3678;47;24;23;128;59;69;-81;-35;-46
3693;82;2047;;;;;;7757;4166;3591;46;23;23;127;59;68;-81;-36;-45
3694;82;2048;;;;;;7596;4072;3524;46;23;23;125;59;67;-79;-36;-44
3695;82;2049;;;;;;7523;4035;3487;46;23;23;121;57;64;-75;-34;-41
3696;83;2006;;;;;;5130;2376;2754;37;20;17;36;14;22;1;6;-5
3697;83;2007;;;;;;5015;2301;2714;39;21;18;37;13;23;2;8;-5
3698;83;2008;;;;;;4959;2321;2637;41;22;19;37;14;23;4;8;-4
3699;83;2009;;;;;;4996;2365;2630;43;23;20;36;14;22;7;9;-2
3700;83;2010;;;;;;4952;2362;2590;46;25;21;35;14;21;11;11;0
3701;83;2011;;;;;;5122;2453;2669;50;26;24;37;15;22;13;11;2
3702;83;2012;;;;;;5114;2473;2641;51;27;24;37;15;22;14;12;2
3703;83;2013;;;;;;5309;2592;2717;51;27;24;40;17;23;11;10;1
3704;83;2014;;;;;;5233;2575;2658;50;26;24;39;16;23;11;10;1
3705;83;2015;;;;;;5320;2639;2681;50;26;24;42;18;24;8;8;0
3706;83;2016;;;;;;5183;2592;2591;50;26;24;43;18;25;7;8;-1
3707;83;2017;;;;;;5244;2635;2609;49;26;23;44;19;25;5;7;-2
3708;83;2018;;;;;;5273;2673;2601;48;25;23;47;21;26;1;4;-3
3709;83;2019;;;;;;5355;2730;2626;48;25;23;49;22;27;-1;3;-4
3710;83;2020;;;;;;5343;2728;2615;48;25;23;51;24;28;-3;1;-5
3711;83;2021;;;;;;5638;2899;2739;48;25;23;55;26;29;-7;-1;-6
3712;83;2022;;;;;;5714;2934;2781;48;25;23;57;26;30;-9;-1;-7
3713;83;2023;;;;;;5889;3045;2844;46;24;22;61;29;33;-15;-5;-11
3714;83;2024;;;;;;5711;2973;2739;46;24;22;58;27;31;-12;-3;-9
3715;83;2025;;;;;;5937;3096;2841;46;24;22;62;28;35;-16;-4;-13
3716;83;2026;;;;;;6383;3328;3055;46;24;22;61;28;33;-15;-4;-11
3717;83;2027;;;;;;6670;3473;3197;46;24;22;65;29;36;-19;-5;-14
3718;83;2028;;;;;;6324;3295;3030;45;23;22;67;30;37;-22;-7;-15
3719;83;2029;;;;;;8735;4565;4170;45;23;22;76;35;41;-31;-12;-19
3720;83;2030;;;;;;8392;4366;4026;44;23;21;79;35;44;-35;-12;-23
3721;83;2031;;;;;;7899;4128;3771;44;23;21;80;35;44;-36;-12;-23
3722;83;2032;;;;;;7602;3963;3639;44;23;21;79;34;45;-35;-11;-24
3723;83;2033;;;;;;7427;3867;3559;44;23;21;82;35;46;-38;-12;-25
3724;83;2034;;;;;;7347;3827;3520;44;23;21;79;35;44;-35;-12;-23
3725;83;2035;;;;;;7536;3922;3615;44;23;21;82;36;46;-38;-13;-25
3726;83;2036;;;;;;7464;3877;3587;43;22;21;83;36;47;-40;-14;-26
3727;83;2037;;;;;;7516;3905;3611;43;22;21;87;37;49;-44;-15;-28
3728;83;2038;;;;;;7567;3913;3654;43;22;21;88;38;50;-45;-16;-29
3729;83;2039;;;;;;7689;3997;3692;43;22;21;90;39;51;-47;-17;-30
3730;83;2040;;;;;;7774;4034;3739;42;22;20;90;39;51;-48;-17;-31
3731;83;2041;;;;;;7873;4091;3782;42;22;20;92;40;52;-50;-18;-32
3732;83;2042;;;;;;8042;4177;3865;42;22;20;95;41;54;-53;-19;-34
3733;83;2043;;;;;;8030;4183;3847;42;22;20;102;43;59;-60;-21;-39
3734;83;2044;;;;;;8225;4282;3944;41;21;20;100;43;57;-59;-22;-37
3735;83;2045;;;;;;8237;4291;3946;41;21;20;104;44;60;-63;-23;-40
3736;83;2046;;;;;;8344;4369;3975;41;21;20;105;45;60;-64;-24;-40
3737;83;2047;;;;;;8414;4405;4009;41;21;20;109;46;63;-68;-25;-43
3738;83;2048;;;;;;8234;4321;3913;41;21;20;108;45;62;-67;-24;-42
