ID;Bedrijfskenmerken;Marges;Perioden;AandeelWerknemersDatHeeftVerzuimd_1;GemiddeldeVerzuimfrequentie_2;GemiddeldeVerzuimduur_3;k_1Tot5Werkdagen_4;k_5Tot20Werkdagen_5;k_20Tot210Werkdagen_6;k_210WerkdagenOfMeer_7;JaHoofdzakelijkGevolgVanMijnWerk_8;JaVoorEenDeelGevolgVanMijnWerk_9;NeeGeenGevolgVanMijnWerk_10;WeetNiet_11
379;H Vervoer en opslag;Ondergrens 95%-interval;2023;46.0;1.1;8.5;56.2;26.4;10.7;0.8;8.8;11.3;65.8;8.1
380;H Vervoer en opslag;Bovengrens 95%-interval;2014;41.6;0.9;8.8;59.3;29.7;16.7;2.9;13.4;19.8;67.3;8.2
381;H Vervoer en opslag;Bovengrens 95%-interval;2015;42.8;1.1;9.4;55.9;31.8;17.1;2.7;12.8;17.6;68.2;8.7
382;H Vervoer en opslag;Bovengrens 95%-interval;2016;42.7;0.9;8.1;59.3;29.3;16.3;2.5;14.1;17.3;67.8;8.2
383;H Vervoer en opslag;Bovengrens 95%-interval;2017;41.5;1.0;10.0;58.9;29.9;16.4;2.5;14.8;16.8;68.3;7.8
384;H Vervoer en opslag;Bovengrens 95%-interval;2018;45.7;1.2;10.3;55.1;30.3;18.8;2.2;14.4;19.7;63.9;8.2
385;H Vervoer en opslag;Bovengrens 95%-interval;2019;43.9;1.2;10.8;57.0;29.0;18.6;2.3;13.3;19.2;65.6;8.7
386;H Vervoer en opslag;Bovengrens 95%-interval;2020;43.4;1.2;10.2;53.1;33.6;17.9;2.6;14.1;15.9;68.1;8.9
387;H Vervoer en opslag;Bovengrens 95%-interval;2021;44.0;1.1;12.1;52.6;32.6;19.7;2.9;14.8;16.7;66.1;10.1
388;H Vervoer en opslag;Bovengrens 95%-interval;2022;56.4;1.4;12.1;53.8;36.3;14.1;2.2;11.1;13.7;70.1;11.3
389;H Vervoer en opslag;Bovengrens 95%-interval;2023;50.0;1.3;10.7;60.5;30.4;13.5;1.8;11.4;14.3;69.9;10.8
390;I Horeca;Waarde;2014;35.8;0.8;3.6;77.7;14.1;8.0;0.2;8.8;15.0;69.0;7.1
391;I Horeca;Waarde;2015;33.1;0.8;4.1;73.6;16.7;8.7;1.1;7.0;12.9;72.7;7.4
392;I Horeca;Waarde;2016;36.8;1.1;3.9;75.2;16.2;8.2;0.4;7.7;14.1;71.8;6.4
393;I Horeca;Waarde;2017;32.8;0.9;4.0;76.0;15.0;8.1;0.9;10.0;13.5;69.9;6.6
394;I Horeca;Waarde;2018;39.6;1.1;4.6;74.5;14.3;10.0;1.1;10.2;15.0;67.9;6.9
395;I Horeca;Waarde;2019;39.4;1.2;4.5;78.9;12.4;8.4;0.4;8.9;14.4;67.0;9.7
396;I Horeca;Waarde;2020;36.3;1.0;4.3;73.0;17.1;8.9;1.0;9.1;11.5;69.6;9.8
397;I Horeca;Waarde;2021;39.2;1.0;4.7;71.0;20.1;8.2;0.7;6.8;15.4;67.4;10.4
398;I Horeca;Waarde;2022;50.4;1.5;5.0;74.6;19.1;5.9;0.4;6.5;10.9;74.5;8.1
399;I Horeca;Waarde;2023;45.2;1.4;4.4;78.0;16.1;5.4;0.5;5.7;11.5;75.4;7.4
400;I Horeca;Ondergrens 95%-interval;2014;33.2;0.7;2.8;74.6;11.9;6.3;0.0;7.0;12.7;65.6;5.3
401;I Horeca;Ondergrens 95%-interval;2015;31.0;0.7;3.3;70.9;14.5;7.2;0.7;5.6;11.1;70.0;5.9
402;I Horeca;Ondergrens 95%-interval;2016;34.6;0.9;3.2;72.5;14.1;6.7;0.2;6.2;12.1;69.0;4.9
403;I Horeca;Ondergrens 95%-interval;2017;30.6;0.8;3.2;73.3;12.9;6.5;0.5;8.2;11.6;66.9;5.2
404;I Horeca;Ondergrens 95%-interval;2018;37.7;1.0;3.8;72.3;12.7;8.6;0.7;8.8;13.3;65.6;5.7
405;I Horeca;Ondergrens 95%-interval;2019;37.5;1.1;3.8;76.7;10.8;7.0;0.2;7.6;12.7;64.5;8.2
406;I Horeca;Ondergrens 95%-interval;2020;34.3;0.9;3.5;70.4;15.0;7.5;0.6;7.6;9.8;66.9;8.2
407;I Horeca;Ondergrens 95%-interval;2021;36.8;0.9;3.8;67.9;17.6;6.6;0.3;5.3;13.1;64.2;8.5
408;I Horeca;Ondergrens 95%-interval;2022;48.4;1.4;4.4;72.5;17.3;4.9;0.2;5.5;9.5;72.4;6.9
409;I Horeca;Ondergrens 95%-interval;2023;43.3;1.3;3.8;76.1;14.5;4.5;0.2;4.7;10.1;73.4;6.3
410;I Horeca;Bovengrens 95%-interval;2014;38.5;0.9;4.4;80.5;16.7;10.2;0.7;11.1;17.6;72.2;9.5
411;I Horeca;Bovengrens 95%-interval;2015;35.2;0.9;4.9;76.1;19.1;10.4;1.9;8.6;15.0;75.3;9.3
412;I Horeca;Bovengrens 95%-interval;2016;39.2;1.2;4.7;77.7;18.5;10.0;0.9;9.5;16.3;74.5;8.2
413;I Horeca;Bovengrens 95%-interval;2017;35.1;1.1;4.8;78.6;17.3;10.0;1.7;12.0;15.8;72.7;8.4
414;I Horeca;Bovengrens 95%-interval;2018;41.5;1.2;5.3;76.7;16.2;11.7;1.7;11.8;16.8;70.2;8.4
415;I Horeca;Bovengrens 95%-interval;2019;41.4;1.4;5.2;80.9;14.2;9.9;0.8;10.5;16.3;69.4;11.4
416;I Horeca;Bovengrens 95%-interval;2020;38.4;1.1;5.0;75.4;19.4;10.6;1.7;10.9;13.5;72.1;11.6
417;I Horeca;Bovengrens 95%-interval;2021;41.8;1.1;5.6;73.9;22.9;10.1;1.6;8.6;17.9;70.4;12.7
418;I Horeca;Bovengrens 95%-interval;2022;52.3;1.7;5.7;76.5;20.9;7.1;0.8;7.8;12.4;76.5;9.5
419;I Horeca;Bovengrens 95%-interval;2023;47.1;1.5;5.0;79.9;17.8;6.5;0.9;6.8;13.1;77.3;8.7
420;J Informatie en communicatie;Waarde;2014;47.3;1.1;5.2;77.6;16.7;5.4;0.4;6.8;12.9;75.8;4.5
421;J Informatie en communicatie;Waarde;2015;49.7;1.0;5.7;77.3;13.6;8.3;0.8;7.0;10.4;77.8;4.8
422;J Informatie en communicatie;Waarde;2016;49.9;1.0;5.5;78.0;14.3;6.8;0.9;5.5;12.2;78.5;3.8
423;J Informatie en communicatie;Waarde;2017;50.0;1.1;5.2;78.9;13.5;7.1;0.5;6.7;11.4;78.0;4.0
424;J Informatie en communicatie;Waarde;2018;52.9;1.2;5.9;77.9;15.3;6.4;0.4;7.2;12.4;76.8;3.6
425;J Informatie en communicatie;Waarde;2019;50.6;1.3;6.0;77.3;14.1;8.0;0.6;5.6;14.3;75.8;4.3
426;J Informatie en communicatie;Waarde;2020;44.2;1.0;5.0;76.4;16.4;6.6;0.7;5.6;13.4;75.5;5.6
427;J Informatie en communicatie;Waarde;2021;42.1;1.0;6.2;71.9;16.7;10.4;1.0;8.4;14.7;71.3;5.6
428;J Informatie en communicatie;Waarde;2022;59.2;1.5;7.7;71.4;22.2;6.0;0.4;4.9;9.6;80.6;4.9
429;J Informatie en communicatie;Waarde;2023;56.7;1.4;6.9;77.2;16.8;5.3;0.7;5.4;10.5;79.5;4.5
430;J Informatie en communicatie;Ondergrens 95%-interval;2014;44.5;0.9;4.2;75.0;14.6;4.2;0.1;5.4;11.0;73.0;3.4
431;J Informatie en communicatie;Ondergrens 95%-interval;2015;46.9;0.9;4.5;74.6;11.7;6.7;0.4;5.5;8.6;74.9;3.6
432;J Informatie en communicatie;Ondergrens 95%-interval;2016;47.2;0.9;4.4;75.5;12.4;5.4;0.5;4.2;10.3;75.8;2.7
433;J Informatie en communicatie;Ondergrens 95%-interval;2017;47.3;0.9;4.3;76.4;11.7;5.7;0.2;5.3;9.6;75.3;2.9
434;J Informatie en communicatie;Ondergrens 95%-interval;2018;50.4;1.1;5.0;75.5;13.4;5.1;0.2;5.8;10.7;74.4;2.8
435;J Informatie en communicatie;Ondergrens 95%-interval;2019;48.1;1.1;5.1;74.9;12.2;6.7;0.3;4.5;12.4;73.3;3.2
436;J Informatie en communicatie;Ondergrens 95%-interval;2020;41.9;0.9;4.2;74.1;14.5;5.4;0.4;4.5;11.7;73.1;4.4
437;J Informatie en communicatie;Ondergrens 95%-interval;2021;39.6;0.8;5.1;69.2;14.6;8.7;0.6;6.9;12.7;68.5;4.3
438;J Informatie en communicatie;Ondergrens 95%-interval;2022;56.9;1.3;6.7;69.1;20.2;4.9;0.2;3.9;8.2;78.5;3.9
439;J Informatie en communicatie;Ondergrens 95%-interval;2023;54.5;1.3;5.9;75.2;15.1;4.4;0.4;4.4;9.1;77.5;3.6
440;J Informatie en communicatie;Bovengrens 95%-interval;2014;50.0;1.2;6.3;80.0;19.0;6.9;0.9;8.6;15.1;78.3;6.0
441;J Informatie en communicatie;Bovengrens 95%-interval;2015;52.6;1.1;6.9;79.8;15.9;10.1;1.5;8.9;12.6;80.4;6.4
442;J Informatie en communicatie;Bovengrens 95%-interval;2016;52.7;1.2;6.6;80.4;16.6;8.4;1.6;7.1;14.3;81.0;5.5
443;J Informatie en communicatie;Bovengrens 95%-interval;2017;52.7;1.2;6.2;81.2;15.7;8.7;1.1;8.4;13.5;80.4;5.3
444;J Informatie en communicatie;Bovengrens 95%-interval;2018;55.3;1.3;6.9;80.1;17.4;7.9;0.8;8.8;14.3;79.1;4.7
445;J Informatie en communicatie;Bovengrens 95%-interval;2019;53.1;1.4;6.9;79.6;16.1;9.7;1.1;7.1;16.3;78.1;5.6
446;J Informatie en communicatie;Bovengrens 95%-interval;2020;46.5;1.1;5.9;78.6;18.4;8.0;1.2;7.0;15.3;77.7;7.0
447;J Informatie en communicatie;Bovengrens 95%-interval;2021;44.7;1.1;7.3;74.5;19.0;12.3;1.8;10.3;16.9;73.9;7.2
448;J Informatie en communicatie;Bovengrens 95%-interval;2022;61.5;1.6;8.7;73.6;24.4;7.2;0.8;6.1;11.2;82.5;6.2
449;J Informatie en communicatie;Bovengrens 95%-interval;2023;58.9;1.6;7.8;79.1;18.6;6.4;1.1;6.7;12.1;81.4;5.6
450;K Financiële dienstverlening;Waarde;2014;45.1;0.9;5.4;75.5;16.8;7.2;0.5;5.1;10.9;80.7;3.3
451;K Financiële dienstverlening;Waarde;2015;44.6;1.0;6.2;72.8;15.8;11.0;0.3;6.0;11.2;79.8;2.9
452;K Financiële dienstverlening;Waarde;2016;46.1;1.1;6.0;75.8;15.3;8.1;0.9;4.9;13.1;78.3;3.8
453;K Financiële dienstverlening;Waarde;2017;45.6;1.0;5.3;76.9;15.6;7.0;0.6;7.4;11.1;78.3;3.2
454;K Financiële dienstverlening;Waarde;2018;46.2;1.1;6.7;74.1;15.5;9.4;1.0;6.9;11.9;77.2;4.0
455;K Financiële dienstverlening;Waarde;2019;43.5;1.0;6.2;75.2;14.7;8.6;1.4;6.4;11.2;78.5;4.0
456;K Financiële dienstverlening;Waarde;2020;36.4;0.8;4.9;72.7;16.8;9.6;0.9;6.4;11.6;77.5;4.4
457;K Financiële dienstverlening;Waarde;2021;34.1;0.8;5.3;68.0;18.5;12.6;0.9;6.1;11.8;77.8;4.3
458;K Financiële dienstverlening;Waarde;2022;51.0;1.3;8.8;70.7;19.9;8.1;1.4;4.2;7.8;84.2;3.8
459;K Financiële dienstverlening;Waarde;2023;45.5;1.2;6.0;76.8;15.4;6.8;0.9;4.1;10.1;81.8;4.0
460;K Financiële dienstverlening;Ondergrens 95%-interval;2014;42.5;0.8;4.4;72.9;14.7;5.8;0.2;4.0;9.2;78.2;2.4
461;K Financiële dienstverlening;Ondergrens 95%-interval;2015;42.2;0.8;5.1;70.4;13.9;9.5;0.1;4.9;9.7;77.6;2.1
462;K Financiële dienstverlening;Ondergrens 95%-interval;2016;43.7;0.9;5.0;73.5;13.5;6.8;0.5;3.9;11.4;76.0;2.9
463;K Financiële dienstverlening;Ondergrens 95%-interval;2017;43.1;0.9;4.4;74.4;13.6;5.6;0.3;6.0;9.4;75.8;2.3
464;K Financiële dienstverlening;Ondergrens 95%-interval;2018;44.0;1.0;5.7;71.9;13.8;8.0;0.6;5.7;10.4;75.1;3.1
465;K Financiële dienstverlening;Ondergrens 95%-interval;2019;41.2;0.9;5.2;72.8;12.8;7.2;0.9;5.2;9.6;76.1;3.0
466;K Financiële dienstverlening;Ondergrens 95%-interval;2020;34.2;0.7;4.0;70.3;14.9;8.1;0.5;5.3;10.1;75.2;3.4
467;K Financiële dienstverlening;Ondergrens 95%-interval;2021;31.7;0.6;4.2;65.0;16.2;10.7;0.5;4.7;10.0;75.1;3.2
468;K Financiële dienstverlening;Ondergrens 95%-interval;2022;48.6;1.1;7.4;68.3;17.9;6.8;0.8;3.3;6.5;82.2;2.9
469;K Financiële dienstverlening;Ondergrens 95%-interval;2023;43.1;1.0;4.9;74.5;13.6;5.7;0.5;3.1;8.6;79.7;3.0
470;K Financiële dienstverlening;Bovengrens 95%-interval;2014;47.7;1.1;6.4;78.0;19.1;8.9;1.1;6.4;12.9;82.9;4.6
471;K Financiële dienstverlening;Bovengrens 95%-interval;2015;47.0;1.1;7.2;75.2;17.8;12.8;1.0;7.5;13.0;81.9;4.0
472;K Financiële dienstverlening;Bovengrens 95%-interval;2016;48.5;1.3;7.1;78.0;17.3;9.6;1.5;6.1;15.0;80.4;4.9
473;K Financiële dienstverlening;Bovengrens 95%-interval;2017;48.2;1.1;6.3;79.3;17.8;8.6;1.2;9.1;13.1;80.6;4.4
474;K Financiële dienstverlening;Bovengrens 95%-interval;2018;48.4;1.3;7.8;76.3;17.4;10.9;1.6;8.3;13.5;79.2;5.1
475;K Financiële dienstverlening;Bovengrens 95%-interval;2019;45.9;1.1;7.3;77.5;16.8;10.2;2.2;7.8;13.0;80.6;5.2
476;K Financiële dienstverlening;Bovengrens 95%-interval;2020;38.6;1.0;5.9;75.0;18.9;11.3;1.7;7.9;13.4;79.6;5.7
477;K Financiële dienstverlening;Bovengrens 95%-interval;2021;36.6;0.9;6.4;70.7;21.0;14.8;1.7;7.8;13.9;80.3;5.8
478;K Financiële dienstverlening;Bovengrens 95%-interval;2022;53.3;1.4;10.2;73.0;22.0;9.5;2.2;5.4;9.3;86.1;4.9
479;K Financiële dienstverlening;Bovengrens 95%-interval;2023;47.9;1.3;7.0;78.9;17.5;8.2;1.6;5.2;11.9;83.8;5.2
480;L Verhuur en handel van onroerend goed;Waarde;2014;37.7;0.7;4.3;70.6;18.2;10.7;0.5;9.2;16.4;70.2;4.1
481;L Verhuur en handel van onroerend goed;Waarde;2015;41.9;0.8;6.0;74.7;16.2;8.8;0.2;8.1;11.9;74.7;5.4
482;L Verhuur en handel van onroerend goed;Waarde;2016;45.7;1.0;4.9;72.5;16.4;10.6;0.5;5.2;10.9;80.4;3.5
483;L Verhuur en handel van onroerend goed;Waarde;2017;40.5;0.7;7.9;70.1;17.3;11.0;1.7;6.2;12.1;77.5;4.2
484;L Verhuur en handel van onroerend goed;Waarde;2018;46.4;1.1;5.6;72.5;13.4;13.4;0.7;6.2;12.2;76.9;4.6
485;L Verhuur en handel van onroerend goed;Waarde;2019;40.8;1.1;5.4;70.6;17.3;11.0;1.1;7.0;14.6;73.7;4.7
486;L Verhuur en handel van onroerend goed;Waarde;2020;38.8;0.9;5.8;63.5;21.1;12.5;2.9;8.9;9.1;78.8;3.2
487;L Verhuur en handel van onroerend goed;Waarde;2021;35.7;0.7;9.8;60.2;19.3;16.8;3.6;8.6;10.2;76.7;4.4
488;L Verhuur en handel van onroerend goed;Waarde;2022;49.0;1.1;8.0;66.0;23.3;9.0;1.7;4.8;9.5;81.1;4.6
489;L Verhuur en handel van onroerend goed;Waarde;2023;46.9;1.1;7.9;70.7;17.3;10.8;1.3;5.7;8.6;79.4;6.3
490;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2014;32.7;0.5;2.9;64.8;14.0;7.4;0.1;6.2;12.3;64.3;2.3
491;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2015;36.4;0.6;3.4;68.8;12.0;5.9;0.0;5.2;8.3;68.7;3.1
492;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2016;40.7;0.7;3.2;67.2;12.7;7.5;0.1;3.0;7.9;75.5;2.0
493;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2017;35.4;0.6;4.9;64.1;13.0;7.7;0.7;3.7;8.5;71.7;2.3
494;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2018;42.1;0.8;4.1;67.8;10.4;10.4;0.2;4.2;9.4;72.6;3.0
495;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2019;36.2;0.7;3.4;65.2;13.5;7.8;0.4;4.6;11.3;68.7;2.9
496;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2020;34.2;0.6;3.6;57.8;16.8;9.2;1.5;6.2;6.4;73.9;1.7
497;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2021;30.9;0.5;6.3;54.0;14.9;12.7;1.9;5.7;7.0;71.1;2.6
498;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2022;44.0;0.8;5.3;60.3;18.8;6.2;0.8;2.9;6.6;76.3;2.7
499;L Verhuur en handel van onroerend goed;Ondergrens 95%-interval;2023;42.5;0.9;5.0;65.9;13.8;8.1;0.4;3.7;6.2;75.0;4.3
500;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2014;43.1;0.9;5.6;75.9;23.3;15.1;3.3;13.5;21.6;75.6;7.2
501;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2015;47.5;1.1;8.5;79.8;21.5;13.1;1.7;12.4;16.6;79.8;9.1
502;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2016;50.7;1.3;6.6;77.2;21.0;14.6;2.1;8.8;14.8;84.5;6.2
503;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2017;45.9;0.8;10.9;75.4;22.5;15.5;4.1;10.1;16.9;82.4;7.7
504;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2018;50.7;1.3;7.2;76.7;17.2;17.1;2.2;9.0;15.8;80.8;7.1
505;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2019;45.5;1.6;7.3;75.4;21.9;15.3;3.0;10.5;18.8;78.2;7.7
506;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2020;43.6;1.2;7.9;68.8;26.2;16.7;5.5;12.7;12.8;83.0;5.9
507;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2021;40.8;0.8;13.2;66.1;24.8;22.0;6.9;12.8;14.8;81.6;7.6
508;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2022;54.1;1.4;10.7;71.2;28.6;12.8;3.7;7.8;13.5;85.2;7.6
509;L Verhuur en handel van onroerend goed;Bovengrens 95%-interval;2023;51.4;1.4;10.7;75.0;21.4;14.2;3.8;8.5;12.0;83.2;9.2
510;M-N Zakelijke dienstverlening;Waarde;2014;40.8;0.9;5.3;73.0;17.2;9.0;0.8;8.5;14.7;71.6;5.1
511;M-N Zakelijke dienstverlening;Waarde;2015;42.2;0.9;5.0;72.4;17.1;9.7;0.8;7.6;12.1;75.7;4.6
512;M-N Zakelijke dienstverlening;Waarde;2016;44.4;1.0;5.7;71.4;17.7;9.8;1.1;8.2;14.7;71.6;5.5
513;M-N Zakelijke dienstverlening;Waarde;2017;41.2;0.9;5.7;74.2;15.9;8.9;1.0;8.7;13.6;71.8;5.8
514;M-N Zakelijke dienstverlening;Waarde;2018;46.1;1.2;6.6;72.0;17.8;9.3;0.9;8.7;14.9;70.6;5.8
515;M-N Zakelijke dienstverlening;Waarde;2019;45.0;1.2;6.8;70.5;17.8;10.7;1.0;8.5;14.3;70.9;6.4
516;M-N Zakelijke dienstverlening;Waarde;2020;40.5;1.1;6.1;70.0;18.9;10.4;0.8;9.0;14.1;70.1;6.9
517;M-N Zakelijke dienstverlening;Waarde;2021;40.5;1.1;6.5;67.8;19.9;10.6;1.7;9.7;12.9;70.3;7.2
518;M-N Zakelijke dienstverlening;Waarde;2022;55.2;1.4;7.6;68.2;24.0;6.9;1.0;6.2;10.0;77.4;6.4
519;M-N Zakelijke dienstverlening;Waarde;2023;49.0;1.3;7.4;71.8;19.4;7.7;1.1;6.3;10.1;77.8;5.8
520;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2014;39.4;0.8;4.8;71.5;16.0;8.1;0.5;7.6;13.6;70.1;4.4
521;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2015;40.8;0.8;4.5;70.9;15.9;8.8;0.6;6.7;11.1;74.3;4.0
522;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2016;43.0;0.9;5.2;70.0;16.5;8.9;0.8;7.4;13.6;70.1;4.8
523;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2017;39.8;0.9;5.1;72.8;14.7;8.0;0.7;7.9;12.5;70.3;5.1
524;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2018;44.9;1.1;6.0;70.7;16.7;8.5;0.7;7.9;14.0;69.3;5.2
525;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2019;43.8;1.1;6.2;69.2;16.7;9.8;0.7;7.7;13.3;69.6;5.7
526;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2020;39.3;1.0;5.5;68.6;17.8;9.5;0.6;8.1;13.1;68.7;6.2
527;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2021;39.1;1.0;5.8;66.2;18.6;9.7;1.3;8.8;11.8;68.7;6.3
528;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2022;54.0;1.3;7.0;66.9;22.8;6.2;0.7;5.6;9.2;76.3;5.7
529;M-N Zakelijke dienstverlening;Ondergrens 95%-interval;2023;47.7;1.2;6.8;70.6;18.3;7.0;0.8;5.7;9.3;76.6;5.1
530;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2014;42.2;1.0;5.9;74.5;18.6;10.0;1.1;9.5;16.0;73.1;6.0
531;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2015;43.6;1.0;5.6;73.8;18.4;10.7;1.2;8.5;13.2;77.1;5.4
532;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2016;45.8;1.1;6.3;72.8;18.9;10.8;1.5;9.2;15.9;73.0;6.3
533;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2017;42.5;1.0;6.3;75.6;17.1;9.9;1.3;9.7;14.8;73.3;6.6
534;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2018;47.3;1.2;7.1;73.3;19.0;10.1;1.2;9.5;16.0;71.8;6.6
535;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2019;46.2;1.3;7.4;71.8;19.0;11.6;1.3;9.3;15.3;72.2;7.1
536;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2020;41.7;1.1;6.6;71.3;20.1;11.3;1.1;9.9;15.1;71.4;7.7
537;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2021;41.9;1.2;7.2;69.3;21.3;11.7;2.2;10.7;14.0;71.8;8.1
538;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2022;56.5;1.5;8.2;69.5;25.2;7.6;1.2;6.9;10.8;78.6;7.1
539;M-N Zakelijke dienstverlening;Bovengrens 95%-interval;2023;50.2;1.4;8.0;73.1;20.5;8.5;1.4;7.1;11.0;78.9;6.5
540;M Specialistische zakelijke diensten;Waarde;2014;43.9;0.9;5.1;77.0;14.1;8.3;0.6;6.6;13.4;76.2;3.8
541;M Specialistische zakelijke diensten;Waarde;2015;45.1;1.0;4.8;77.2;14.7;7.3;0.7;5.4;9.9;81.8;3.0
542;M Specialistische zakelijke diensten;Waarde;2016;46.1;1.0;5.2;77.6;13.7;7.8;1.0;5.8;12.7;77.3;4.3
543;M Specialistische zakelijke diensten;Waarde;2017;44.3;1.0;4.9;78.4;13.4;7.7;0.5;6.2;11.6;77.7;4.4
544;M Specialistische zakelijke diensten;Waarde;2018;49.2;1.3;6.1;76.8;14.8;7.9;0.6;6.2;14.3;75.7;3.7
545;M Specialistische zakelijke diensten;Waarde;2019;48.2;1.2;6.7;76.0;14.8;8.4;0.8;5.9;13.7;76.3;4.1
546;M Specialistische zakelijke diensten;Waarde;2020;40.5;1.0;5.1;74.8;16.6;7.8;0.8;7.0;13.8;74.5;4.8
547;M Specialistische zakelijke diensten;Waarde;2021;40.4;1.1;6.5;71.5;17.3;9.9;1.3;8.1;12.6;74.2;5.1
548;M Specialistische zakelijke diensten;Waarde;2022;56.2;1.3;7.1;72.5;20.5;6.1;0.8;4.4;9.3;82.6;3.7
549;M Specialistische zakelijke diensten;Waarde;2023;49.9;1.3;7.0;75.3;16.8;7.2;0.7;4.9;8.6;82.6;3.9
550;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2014;41.8;0.8;4.3;75.0;12.5;7.1;0.3;5.5;11.8;74.1;3.0
551;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2015;43.1;0.9;4.1;75.2;13.1;6.2;0.4;4.4;8.6;79.9;2.2
552;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2016;44.2;0.9;4.5;75.7;12.3;6.7;0.6;4.9;11.3;75.3;3.4
553;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2017;42.3;0.9;4.2;76.5;11.9;6.6;0.3;5.2;10.3;75.8;3.6
554;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2018;47.4;1.1;5.3;75.0;13.4;6.9;0.3;5.3;12.9;73.9;3.0
555;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2019;46.4;1.1;5.9;74.2;13.4;7.3;0.5;5.0;12.3;74.5;3.4
556;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2020;38.8;0.9;4.4;73.0;15.1;6.8;0.5;6.0;12.5;72.7;4.0
557;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2021;38.5;0.9;5.6;69.4;15.6;8.7;0.9;6.9;11.1;72.2;4.2
558;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2022;54.4;1.2;6.3;70.8;19.0;5.3;0.5;3.7;8.2;81.0;3.0
559;M Specialistische zakelijke diensten;Ondergrens 95%-interval;2023;48.2;1.2;6.2;73.7;15.5;6.3;0.4;4.1;7.6;81.1;3.2
560;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2014;46.0;1.0;5.9;79.0;15.8;9.7;1.0;7.8;15.1;78.2;4.9
561;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2015;47.2;1.1;5.5;79.1;16.4;8.6;1.2;6.5;11.3;83.5;3.9
562;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2016;48.1;1.1;6.0;79.3;15.3;9.0;1.5;6.9;14.2;79.1;5.3
563;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2017;46.3;1.1;5.6;80.2;15.0;9.0;1.0;7.4;13.2;79.5;5.5
564;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2018;51.0;1.4;6.9;78.5;16.3;9.1;1.0;7.3;15.8;77.5;4.6
565;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2019;50.0;1.4;7.6;77.7;16.4;9.7;1.2;7.0;15.2;78.0;5.0
566;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2020;42.2;1.1;5.8;76.5;18.1;9.0;1.2;8.1;15.3;76.2;5.7
567;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2021;42.3;1.2;7.5;73.5;19.1;11.4;1.9;9.4;14.2;76.2;6.3
568;M Specialistische zakelijke diensten;Bovengrens 95%-interval;2022;57.9;1.5;7.8;74.2;22.1;7.1;1.2;5.3;10.5;84.0;4.6
