ID;Geslacht;Leeftijd;KenmerkenPersonen;Marges;Perioden;Rokers_1;ExRokers_2;NooitRokers_3;Drinkers_4;ExDrinkers_5;NooitDrinkers_6;ZwareDrinkersOnderDrinkers_7;OvermatigeDrinkersOnderDrinkers_8;GlazenAlcoholPerDag_9;Maximaal1GlasPerDagOnderBevolking_10;RichtlijnAlcoholgebruik12JrOfOuder_11;AfgelopenMaand_12;AfgelopenJaar_13;Ooit_14;AfgelopenMaand_15;AfgelopenJaar_16;Ooit_17;AgelopenMaand_18;AfgelopenJaar_19;Ooit_20;AfgelopenMaand_21;AfgelopenJaar_22;Ooit_23;AfgelopenMaand_24;AfgelopenJaar_25;Ooit_26;AfgelopenMaand_27;AfgelopenJaar_28;Ooit_29;AfgelopenMaand_30;AfgelopenJaar_31;Ooit_32;OpgegevenLengte18JaarOfOuder_33;OpgegevenGewicht18JaarOfOuder_34;Ondergewicht_35;NormaalGewicht_36;Overgewicht_37;MatigOvergewicht_38;ErnstigOvergewicht_39;VoldoetAanBeweegrichtlijn_40;VoldoendeMatigIntensieveInspanning_41;VoldoendeBotSpierversterkActiviteit_42;WekelijkseSporters_43;AbonnementSportaanbieder_44;LidSportvereniging_45;Inactief_46;SemiActief_47;Normactief_48;Inactief_49;SemiActief_50;Normactief_51;VoldoenAanCombinorm_52;WekelijkseSporters_53;HeeftRisicovolleSeksGehad_54;RisicoOngeplandeZwangerschap1649Jr_55;HivTest_56;SoaTestExclHivTest_57;AnticonceptiegebruikInclPil1649_58;GebruikAnticonceptiepil1649Jaar_59;k_7DagenPerWeekVoldoendeFruit_60;Minimaal5DagenPWVoldoendeFruit_61;k_7DagenPerWeekVoldoendeGroente_62;Minimaal5DagenPWVoldoendeGroente_63;Minimaal1DagPerWeek_64;Min2DagenPWWaarvan1XVetteVis_65;InDeAfgelopen5Jaar_66;LangerDan5JaarGeleden_67;Nooit_68;WeetNiet_69;InDeAfgelopen2Jaar_70;LangerDan2JaarGeleden_71;Nooit_72;WeetNiet_73;InDeAfgelopen5Jaar_74;NietInDeAfgelopen5Jaar_75;WeetNiet_76;InDeAfgelopen12Maanden_77;LangerDan12MaandenGeleden_78;Nooit_79;WeetNiet_80;InDeAfgelopen12Maanden_81;LangerDan12MaandenGeleden_82;Nooit_83;WeetNiet_84;InDeAfgelopen12Maanden_85;LangerDan12MaandenGeleden_86;Nooit_87;WeetNiet_88;InDeAfgelopen2Jaar_89;LangerDan2JaarGeleden_90;Nooit_91;WeetNiet_92;InDeAfgelopen12Maanden_93;LangerDan12MaandenGeleden_94;Nooit_95;WeetNiet_96;Griepprik16JaarOfOuder_97;Bloeddonoren18Tot70Jaar_98;Mantelzorger_99;UrenMantelzorgPerWeek_100;ZwaarBelasteMantelzorgers_101
908;Mannen;Totaal;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014/2015;27.7;33.4;42.3;87.0;8.2;6.9;14.6;14.5;1.7;28.1;27.1;;;;;;;;;;;;;;;;;;;;;;181.9;85.2;1.5;53.6;47.5;37.4;10.8;;;;;;;11.0;33.0;59.1;53.3;22.9;27.2;61.6;56.8;3.0;;4.3;4.4;;;23.5;33.3;28.5;56.4;53.4;13.5;;;;;;;;;26.8;70.4;6.3;48.5;41.3;8.3;5.6;33.5;29.4;31.9;9.3;33.4;28.0;31.0;11.9;9.3;6.5;81.0;6.0;3.1;14.0;83.2;2.2;25.8;4.8;;;
909;Mannen;Totaal;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016/2017;25.4;34.1;43.9;86.2;8.9;7.0;13.9;13.8;1.7;29.4;28.5;5.8;8.8;24.7;2.7;5.8;13.4;1.0;2.4;6.7;1.4;3.9;9.7;1.1;2.7;7.1;1.2;2.6;8.1;7.0;10.7;26.5;182.2;85.5;2.2;53.4;47.1;36.9;10.8;48.6;56.8;77.3;56.9;19.8;31.4;10.5;32.1;60.5;53.3;22.2;27.9;63.0;58.1;3.8;;4.5;5.0;;;25.5;35.7;18.0;41.0;55.4;14.4;;;;;;;;;26.5;72.6;4.2;48.3;42.7;8.2;4.3;33.7;29.1;33.1;8.1;33.2;28.5;31.8;10.7;18.4;7.1;73.3;4.3;3.2;14.6;83.1;1.5;22.5;;13.8;11.0;13.2
910;Mannen;Totaal;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018/2019;24.1;35.2;45.4;86.6;8.8;7.5;14.2;13.0;1.6;31.0;30.2;6.1;9.8;27.5;2.5;4.9;14.1;0.8;1.6;6.9;1.6;3.5;10.3;0.9;2.1;7.4;0.7;2.0;8.8;6.9;11.7;28.9;182.3;86.1;2.7;54.0;47.0;35.7;12.2;51.8;58.9;81.7;57.0;21.8;31.6;;;;;;;;;3.1;;3.2;3.5;;;25.3;36.8;18.0;42.1;55.5;14.3;;;;;;;;;;;;48.7;41.9;7.2;7.2;34.4;29.1;29.3;13.0;32.9;28.1;29.3;15.6;23.3;7.8;66.1;7.6;4.1;16.1;80.9;2.7;22.5;;14.0;13.6;14.0
911;Mannen;Totaal;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020/2021;22.0;34.4;47.4;85.2;9.7;7.5;12.7;11.5;1.5;33.9;33.2;6.9;9.8;27.7;2.6;6.1;16.3;0.7;1.8;7.2;1.3;3.9;12.2;1.1;2.7;8.3;1.2;2.5;10.3;8.0;12.2;29.9;182.4;85.5;2.3;53.3;47.4;37.3;10.8;54.0;59.8;84.2;57.5;20.6;30.0;;;;;;;;;3.9;;2.5;3.4;;;23.9;36.1;19.2;42.3;55.1;13.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;;11.0;12.7;13.2
912;Mannen;Totaal;Migratieachtergrond: westers;Waarde;2014/2015;31.3;30.8;37.9;79.5;12.1;8.4;13.9;15.5;1.8;36.5;35.7;;;;;;;;;;;;;;;;;;;;;;178.1;81.4;2.7;47.9;49.4;38.8;10.6;;;;;;;13.3;29.7;57.0;54.2;19.7;26.0;59.9;50.7;3.6;;5.1;7.2;;;24.2;33.5;36.0;60.9;60.9;18.9;;;;;;;;;24.6;68.1;7.4;46.9;38.3;9.8;5.0;33.6;23.8;34.2;8.4;32.3;21.2;35.1;11.4;11.2;5.4;76.9;6.5;3.0;14.7;79.4;2.9;25.9;4.0;;;
913;Mannen;Totaal;Migratieachtergrond: westers;Waarde;2016/2017;29.3;31.7;39.0;78.6;12.3;9.1;9.1;10.3;1.4;36.7;36.2;7.1;11.5;30.5;2.1;6.1;16.2;0.4;1.0;7.4;0.4;3.0;10.5;1.4;2.7;9.4;1.0;2.7;10.6;8.5;14.2;32.1;179.0;83.1;0.9;53.4;45.8;32.5;13.3;46.7;53.2;76.9;51.7;20.2;23.4;13.1;29.4;57.5;55.1;19.8;25.1;60.1;52.5;3.7;;3.5;3.8;;;24.7;34.6;27.4;47.7;64.8;19.7;;;;;;;;;25.0;68.5;6.6;48.4;39.8;7.2;4.5;34.1;27.8;29.2;8.9;36.5;25.9;27.3;10.4;17.7;6.1;70.9;5.3;3.1;14.3;80.8;1.7;22.7;;10.1;;
914;Mannen;Totaal;Migratieachtergrond: westers;Waarde;2018/2019;25.6;37.9;36.5;80.6;11.6;7.8;13.0;10.2;1.5;35.5;34.1;7.4;10.4;32.6;2.7;6.0;16.7;0.6;1.2;6.5;1.5;4.1;11.1;1.3;3.0;9.5;1.4;3.0;10.4;8.9;13.7;34.8;178.6;82.7;1.4;49.6;49.0;36.7;12.2;48.9;56.7;79.4;49.9;21.4;23.8;;;;;;;;;4.1;;3.5;5.2;;;27.5;39.6;25.1;52.7;64.1;21.4;;;;;;;;;;;;42.0;46.4;6.1;5.5;31.9;29.0;29.3;9.8;31.9;31.5;23.5;13.0;23.1;7.9;60.0;9.0;3.4;17.1;77.6;1.8;28.5;;11.0;;
915;Mannen;Totaal;Migratieachtergrond: westers;Waarde;2020/2021;23.7;37.5;38.9;78.8;12.0;9.2;6.6;7.0;1.2;43.2;42.3;10.8;15.6;33.7;2.8;5.9;19.2;0.7;1.9;7.9;0.9;3.4;13.9;0.9;1.7;10.6;1.5;3.1;12.1;12.4;17.3;35.9;179.0;83.0;1.8;50.6;47.6;35.4;12.2;53.2;59.2;84.0;57.8;22.1;24.9;;;;;;;;;2.1;;3.8;4.2;;;30.6;40.1;29.1;50.3;62.8;19.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.5;;10.0;;
916;Mannen;Totaal;Migratieachtergrond: westers;Ondergrens 95%-interval;2014/2015;28.0;27.5;34.5;76.6;9.8;6.5;11.1;12.6;1.6;33.0;32.3;;;;;;;;;;;;;;;;;;;;;;177.6;80.4;1.6;44.5;46.0;35.4;8.5;;;;;;;10.8;26.4;53.5;50.7;16.9;22.9;56.3;47.1;2.2;;3.5;5.3;;;21.3;30.2;32.8;57.6;57.6;16.2;;;;;;;;;20.6;63.8;5.0;43.3;34.7;7.6;3.4;30.1;20.7;30.7;6.4;28.9;18.2;31.7;9.1;8.9;3.8;73.8;4.7;1.8;12.1;76.5;1.7;22.5;2.5;;;
917;Mannen;Totaal;Migratieachtergrond: westers;Ondergrens 95%-interval;2016/2017;26.0;28.4;35.5;75.7;9.9;7.0;6.7;7.9;1.3;33.2;32.7;5.3;9.2;27.2;1.1;4.4;13.6;0.0;0.3;5.5;0.0;1.8;8.3;0.6;1.5;7.3;0.3;1.6;8.4;6.5;11.7;28.7;178.4;82.0;0.2;49.9;42.4;29.3;11.0;43.2;49.8;74.0;48.2;17.5;20.5;10.6;26.1;53.9;51.4;16.9;21.9;56.6;48.8;2.2;;2.1;2.3;;;21.7;31.4;24.4;44.3;61.5;17.0;;;;;;;;;21.0;64.2;4.3;44.7;36.2;5.3;3.0;30.6;24.5;25.9;6.8;32.9;22.7;24.0;8.2;14.9;4.4;67.6;3.6;1.8;11.8;77.9;0.8;19.6;;7.9;;
918;Mannen;Totaal;Migratieachtergrond: westers;Ondergrens 95%-interval;2018/2019;21.5;33.3;32.0;76.9;8.6;5.3;9.5;7.0;1.2;31.0;29.7;5.0;7.6;28.2;1.2;3.8;13.2;0.0;0.2;4.2;0.4;2.2;8.1;0.2;1.4;6.7;0.3;1.4;7.6;6.2;10.5;30.4;177.8;81.4;0.4;45.2;44.5;32.5;9.3;44.4;52.3;75.8;45.4;17.8;20.0;;;;;;;;;2.0;;1.7;3.0;;;23.5;35.3;21.3;48.3;59.8;17.8;;;;;;;;;;;;37.3;41.6;3.8;3.3;27.5;24.6;24.9;7.0;27.5;27.1;19.5;9.8;19.1;5.3;55.3;6.3;1.6;13.5;73.7;0.6;24.2;;8.0;;
919;Mannen;Totaal;Migratieachtergrond: westers;Ondergrens 95%-interval;2020/2021;20.5;34.0;35.2;75.5;9.7;7.2;4.7;5.1;1.0;39.5;38.6;8.5;12.9;30.1;1.7;4.3;16.2;0.3;1.0;6.0;0.4;2.2;11.3;0.4;1.0;8.4;0.8;1.9;9.7;10.0;14.5;32.3;178.4;81.7;1.1;47.0;43.9;32.0;10.0;49.5;55.5;81.0;54.1;19.3;21.9;;;;;;;;;1.1;;2.4;2.7;;;27.4;36.6;25.8;46.6;59.2;16.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.5;;8.0;;
920;Mannen;Totaal;Migratieachtergrond: westers;Bovengrens 95%-interval;2014/2015;34.6;34.1;41.3;82.3;14.4;10.4;16.7;18.4;2.0;39.9;39.1;;;;;;;;;;;;;;;;;;;;;;178.7;82.4;3.8;51.3;52.8;42.1;12.7;;;;;;;15.7;33.0;60.6;57.8;22.6;29.2;63.4;54.3;5.1;;6.8;9.2;;;27.1;36.7;39.3;64.3;64.2;21.5;;;;;;;;;28.5;72.3;9.8;50.6;41.8;11.9;6.6;37.0;26.9;37.6;10.4;35.7;24.2;38.6;13.7;13.5;7.1;80.0;8.3;4.3;17.2;82.3;4.1;29.3;5.6;;;
921;Mannen;Totaal;Migratieachtergrond: westers;Bovengrens 95%-interval;2016/2017;32.6;35.0;42.5;81.6;14.6;11.2;11.4;12.8;1.5;40.2;39.6;9.0;13.8;33.9;3.2;7.8;18.9;0.9;1.7;9.3;0.8;4.2;12.7;2.3;3.8;11.5;1.6;3.9;12.8;10.5;16.7;35.4;179.6;84.3;1.5;56.8;49.2;35.7;15.6;50.2;56.7;79.9;55.2;23.0;26.3;15.5;32.8;61.1;58.7;22.8;28.3;63.7;56.2;5.2;;4.9;5.2;;;27.6;37.9;30.5;51.1;68.0;22.5;;;;;;;;;29.0;72.8;8.8;52.1;43.4;9.1;6.1;37.6;31.1;32.5;11.0;40.0;29.1;30.5;12.7;20.5;7.9;74.3;6.9;4.4;16.9;83.7;2.7;25.8;;12.4;;
922;Mannen;Totaal;Migratieachtergrond: westers;Bovengrens 95%-interval;2018/2019;29.7;42.4;41.0;84.3;14.6;10.3;16.6;13.3;1.7;39.9;38.6;9.9;13.3;37.0;4.2;8.2;20.2;1.4;2.2;8.8;2.7;5.9;14.0;2.4;4.6;12.2;2.5;4.6;13.3;11.5;16.9;39.3;179.3;84.0;2.4;54.1;53.4;41.0;15.1;53.3;61.2;83.0;54.4;25.0;27.5;;;;;;;;;6.2;;5.4;7.5;;;31.4;43.9;29.0;57.1;68.3;25.1;;;;;;;;;;;;46.7;51.1;8.4;7.7;36.4;33.3;33.6;12.7;36.4;35.9;27.6;16.2;27.1;10.4;64.7;11.8;5.1;20.7;81.6;3.1;32.9;;14.0;;
923;Mannen;Totaal;Migratieachtergrond: westers;Bovengrens 95%-interval;2020/2021;27.2;41.2;42.6;81.8;14.8;11.6;9.1;9.5;1.3;47.0;46.1;13.6;18.8;37.4;4.4;8.1;22.5;1.8;3.4;10.3;2.1;5.2;16.9;2.0;3.0;13.3;2.9;4.8;15.0;15.4;20.6;39.7;179.6;84.3;3.1;54.3;51.2;38.9;14.8;56.9;62.8;86.6;61.4;25.3;28.2;;;;;;;;;3.8;;5.8;6.5;;;34.1;43.7;32.5;53.9;66.3;22.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.8;;12.6;;
924;Mannen;Totaal;Migratieachtergrond: niet-westers;Waarde;2014/2015;34.0;18.2;47.9;55.4;14.8;29.8;9.8;8.4;1.2;58.6;58.1;;;;;;;;;;;;;;;;;;;;;;175.9;79.0;2.4;54.6;43.0;32.3;10.8;;;;;;;17.4;38.2;44.4;71.0;15.4;13.6;46.9;49.4;2.6;;7.2;8.7;;;26.8;34.0;35.6;56.3;67.3;17.4;;;;;;;;;15.1;77.2;7.7;37.7;39.8;16.5;6.0;25.1;20.5;43.9;10.4;25.8;20.3;44.2;9.8;6.0;6.1;80.0;8.0;2.1;7.4;85.3;5.2;18.2;1.7;;;
925;Mannen;Totaal;Migratieachtergrond: niet-westers;Waarde;2016/2017;36.4;15.3;48.4;48.2;19.4;32.3;10.5;10.7;1.4;64.3;63.2;11.2;13.4;24.4;2.3;4.7;10.9;0.7;1.4;2.7;1.0;2.5;6.6;1.1;2.1;4.9;0.8;2.1;4.6;11.9;13.9;26.6;176.2;79.9;3.0;54.2;42.8;31.5;11.3;40.1;45.3;77.3;52.3;20.8;24.0;18.5;35.2;46.3;69.6;15.2;15.2;49.4;52.6;3.9;;8.1;7.7;;;30.7;41.3;28.3;47.6;67.0;18.9;;;;;;;;;20.5;74.3;5.1;43.9;36.6;15.1;4.4;29.0;21.8;41.0;8.2;30.4;21.9;38.9;8.8;12.7;4.7;74.9;7.6;4.5;11.1;80.4;4.0;16.9;;8.4;;
926;Mannen;Totaal;Migratieachtergrond: niet-westers;Waarde;2018/2019;30.0;17.9;52.1;50.4;16.0;33.6;11.4;7.8;1.3;62.7;61.1;11.7;17.1;28.7;3.8;6.2;13.0;1.6;2.6;4.5;1.8;3.6;9.1;1.8;3.6;6.7;1.8;3.4;8.0;13.2;19.0;30.8;176.8;80.4;2.0;49.1;48.9;38.4;10.5;43.1;47.9;80.2;51.4;25.3;22.7;;;;;;;;;3.5;;7.5;11.1;;;30.9;41.3;27.4;48.1;66.9;22.0;;;;;;;;;;;;38.2;38.2;18.0;5.7;24.8;23.0;37.2;15.0;25.0;22.3;40.1;12.6;14.7;6.6;68.5;10.2;4.4;8.8;82.4;4.4;16.5;;9.3;;
927;Mannen;Totaal;Migratieachtergrond: niet-westers;Waarde;2020/2021;29.2;20.2;50.7;47.0;18.4;34.6;8.5;8.2;1.0;65.8;64.4;10.0;13.7;26.6;2.4;5.2;12.3;0.1;0.9;3.8;1.4;4.1;9.6;1.2;2.7;6.2;0.9;2.9;7.7;10.9;15.0;27.7;176.4;80.9;2.5;47.1;50.4;37.3;13.1;48.3;52.2;80.5;53.0;23.0;21.7;;;;;;;;;2.9;;4.6;4.9;;;25.6;39.1;27.4;47.1;61.0;20.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.4;;6.6;;
928;Mannen;Totaal;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014/2015;30.8;15.6;44.5;52.1;12.4;26.8;7.1;5.9;1.0;55.3;54.8;;;;;;;;;;;;;;;;;;;;;;175.3;78.0;1.5;51.5;40.0;29.4;8.9;;;;;;;14.9;34.9;41.1;67.9;13.0;11.3;43.6;46.0;1.4;;5.3;6.6;;;24.1;31.1;32.7;53.3;64.5;15.1;;;;;;;;;11.3;72.9;5.0;34.4;36.4;13.9;4.3;22.1;17.7;40.5;8.3;22.8;17.5;40.7;7.7;4.3;4.4;77.2;6.1;1.1;5.5;82.9;3.6;15.3;0.8;;;
929;Mannen;Totaal;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016/2017;33.2;12.9;45.1;45.0;16.9;29.3;7.6;7.8;1.2;61.2;60.1;9.1;11.2;21.6;1.3;3.3;8.9;0.2;0.6;1.7;0.4;1.5;5.0;0.4;1.2;3.5;0.2;1.1;3.2;9.8;11.7;23.8;175.6;78.9;1.9;51.2;39.8;28.7;9.4;37.1;42.3;74.8;49.4;18.4;21.5;15.9;32.1;43.1;66.6;12.9;12.8;46.2;49.4;2.4;;6.1;5.7;;;27.9;38.3;25.6;44.6;64.3;16.6;;;;;;;;;16.5;70.0;3.0;40.5;33.3;12.6;3.0;25.8;18.9;37.6;6.3;27.2;19.0;35.6;6.9;10.4;3.3;71.9;5.8;3.1;9.0;77.7;2.6;14.4;;6.5;;
930;Mannen;Totaal;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018/2019;26.0;14.5;47.8;46.0;12.9;29.5;7.5;4.5;1.0;58.5;56.8;8.9;13.8;24.7;2.1;4.1;10.1;0.5;1.2;2.7;0.6;2.0;6.6;0.6;2.0;4.5;0.6;1.8;5.6;10.3;15.6;26.8;176.1;79.2;0.8;45.1;44.8;34.5;8.0;39.1;43.8;77.0;47.3;21.8;19.3;;;;;;;;;1.5;;4.9;8.0;;;27.2;37.3;23.8;44.0;63.1;18.7;;;;;;;;;;;;33.8;33.8;14.5;3.6;20.9;19.3;32.8;11.8;21.1;18.6;35.7;9.6;11.5;4.4;64.3;7.5;2.6;6.2;79.0;2.5;13.1;;6.7;;
931;Mannen;Totaal;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020/2021;25.4;17.0;46.4;42.7;15.3;30.7;5.7;5.4;0.8;61.7;60.3;7.6;10.9;22.9;1.4;3.6;9.7;0.0;0.4;2.4;0.7;2.7;7.4;0.6;1.6;4.4;0.4;1.8;5.7;8.4;12.1;24.0;175.8;79.6;1.5;43.3;46.5;33.6;10.7;44.4;48.3;77.1;49.1;20.0;18.8;;;;;;;;;1.6;;2.9;3.2;;;22.4;35.5;24.2;43.3;57.2;17.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2;;4.7;;
932;Mannen;Totaal;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014/2015;37.1;20.7;51.2;58.7;17.2;32.9;12.5;11.0;1.4;61.9;61.4;;;;;;;;;;;;;;;;;;;;;;176.4;80.0;3.3;57.6;46.0;35.1;12.7;;;;;;;20.0;41.4;47.8;74.0;17.9;15.9;50.3;52.7;3.9;;9.1;10.7;;;29.5;36.8;38.5;59.3;70.2;19.7;;;;;;;;;18.8;81.6;10.5;41.1;43.3;19.1;7.6;28.1;23.3;47.4;12.6;28.9;23.1;47.6;11.8;7.6;7.8;82.8;9.9;3.1;9.2;87.8;6.7;21.1;2.7;;;
933;Mannen;Totaal;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016/2017;39.5;17.6;51.6;51.5;22.0;35.4;13.4;13.6;1.6;67.4;66.3;13.2;15.6;27.2;3.2;6.1;12.9;1.2;2.1;3.8;1.6;3.5;8.2;1.8;3.1;6.3;1.4;3.0;6.0;14.0;16.2;29.5;176.7;80.9;4.0;57.3;45.8;34.3;13.2;43.0;48.3;79.8;55.3;23.2;26.6;21.0;38.3;49.6;72.6;17.6;17.5;52.7;55.9;5.5;;10.1;9.7;;;33.4;44.2;31.0;50.6;69.8;21.3;;;;;;;;;24.5;78.7;7.3;47.3;39.9;17.5;5.9;32.1;24.6;44.4;10.1;33.5;24.7;42.3;10.8;15.0;6.2;77.9;9.4;5.9;13.3;83.1;5.3;19.5;;10.3;;
934;Mannen;Totaal;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018/2019;34.0;21.2;56.5;54.7;19.2;37.7;15.4;11.1;1.6;66.9;65.3;14.5;20.4;32.6;5.5;8.3;15.9;2.7;4.0;6.2;2.9;5.3;11.7;2.9;5.2;8.9;2.9;5.0;10.4;16.2;22.4;34.8;177.5;81.6;3.1;53.2;53.0;42.4;13.0;47.1;51.9;83.5;55.5;28.8;26.1;;;;;;;;;5.4;;10.1;14.2;;;34.7;45.3;31.0;52.1;70.7;25.4;;;;;;;;;;;;42.5;42.5;21.4;7.7;28.6;26.8;41.5;18.3;28.9;26.1;44.5;15.6;17.8;8.8;72.7;13.0;6.3;11.3;85.9;6.2;19.8;;11.9;;
935;Mannen;Totaal;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020/2021;33.3;23.7;54.9;51.2;21.9;38.8;12.5;12.4;1.2;69.7;68.4;13.0;17.0;30.5;4.0;7.5;15.4;1.0;2.1;5.8;2.8;6.2;12.5;2.6;4.5;8.7;2.1;4.8;10.4;14.0;18.4;31.7;177.1;82.2;4.0;51.0;54.2;41.1;15.9;52.2;56.1;83.4;56.9;26.4;24.9;;;;;;;;;5.3;;7.2;7.5;;;29.0;42.9;30.9;50.9;64.7;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.1;;9.2;;
936;Mannen;Jonger dan 25 jaar;Totaal ;Waarde;2014/2015;25.5;6.1;68.4;62.8;9.7;27.5;23.9;18.0;1.8;46.0;41.2;;;;;;;;;;;;;;;;;;;;;;182.6;76.8;4.3;80.7;15.0;11.9;3.1;;;;;;;19.2;35.7;45.0;71.4;15.2;13.4;48.5;70.5;5.5;;5.9;8.1;;;21.8;28.2;27.4;51.9;48.6;9.4;;;;;;;;;;;;21.1;38.0;28.9;12.0;4.9;10.3;70.5;14.4;7.5;13.9;63.1;15.5;2.4;1.4;90.7;5.6;0.1;1.9;94.1;3.9;5.3;3.2;;;
937;Mannen;Jonger dan 25 jaar;Totaal ;Waarde;2016/2017;21.8;5.9;72.2;61.0;9.7;29.3;21.7;17.1;1.7;48.4;43.6;11.4;17.9;27.9;5.0;11.5;15.7;2.1;4.5;6.7;3.0;8.0;12.0;1.1;4.0;5.6;2.4;6.4;10.2;13.2;20.2;29.2;182.9;77.1;5.1;79.2;15.6;12.9;2.7;49.6;54.4;85.1;70.1;20.6;49.7;17.9;36.7;45.4;69.8;16.2;14.0;49.0;73.6;8.6;;6.0;7.3;;;25.2;32.6;24.9;46.9;49.2;10.0;;;;;;;;;;;;21.3;41.7;27.0;10.0;4.7;11.2;70.3;13.8;8.0;15.0;62.7;14.4;1.9;3.2;89.6;5.3;0.5;2.0;95.4;2.1;3.2;;5.3;;
938;Mannen;Jonger dan 25 jaar;Totaal ;Waarde;2018/2019;19.3;5.1;75.6;59.7;9.1;31.2;22.0;15.8;1.6;50.6;45.6;10.7;17.9;28.5;4.1;8.5;13.7;0.8;2.3;4.2;2.8;6.6;10.5;0.9;2.9;4.8;1.2;4.0;8.4;12.1;20.1;29.7;182.1;76.7;5.7;77.6;16.6;14.1;2.5;53.6;56.8;89.5;68.5;20.1;47.9;;;;;;;;;7.3;;4.5;7.2;;;26.3;34.9;25.5;47.2;48.3;10.8;;;;;;;;;;;;20.0;36.8;27.3;15.9;5.9;9.9;63.2;21.1;7.7;14.8;57.9;19.6;2.3;2.1;86.7;8.9;0.7;2.1;92.9;4.3;3.4;;3.9;;
939;Mannen;Jonger dan 25 jaar;Totaal ;Waarde;2020/2021;17.7;5.3;77.0;59.8;7.1;33.1;19.6;12.9;1.4;51.2;46.6;12.6;19.0;28.0;3.1;8.4;13.7;0.4;1.3;3.8;1.6;6.3;10.6;1.1;2.5;4.7;1.1;3.5;7.7;13.2;20.4;29.2;182.8;77.0;5.0;77.2;17.8;14.6;3.3;55.0;57.6;91.1;68.0;21.2;46.8;;;;;;;;;6.6;;3.1;4.9;;;24.5;35.4;26.7;49.1;48.7;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2;;2.2;;
940;Mannen;Jonger dan 25 jaar;Totaal ;Ondergrens 95%-interval;2014/2015;23.3;4.9;66.1;60.4;8.2;25.3;21.1;15.5;1.7;43.5;38.7;;;;;;;;;;;;;;;;;;;;;;182.1;76.0;3.5;79.1;13.5;10.5;2.4;;;;;;;17.2;33.3;42.5;69.1;13.4;11.6;45.9;68.2;4.0;;4.4;6.4;;;20.1;26.4;25.6;49.9;46.6;8.2;;;;;;;;;;;;18.7;35.1;26.2;10.1;3.6;8.4;67.7;12.3;5.9;11.8;60.2;13.3;1.4;0.7;88.9;4.2;0.0;1.1;92.7;2.7;3.7;2.0;;;
941;Mannen;Jonger dan 25 jaar;Totaal ;Ondergrens 95%-interval;2016/2017;19.8;4.7;70.0;58.6;8.2;27.0;19.0;14.7;1.6;45.9;41.2;9.8;15.9;25.6;3.9;9.9;13.9;1.4;3.4;5.4;2.1;6.7;10.4;0.6;3.0;4.4;1.6;5.2;8.7;11.5;18.2;27.0;182.4;76.2;4.2;77.6;14.2;11.6;2.0;47.6;52.4;83.7;68.3;19.0;47.7;16.0;34.3;42.9;67.5;14.3;12.2;46.5;71.4;6.8;;4.5;5.7;;;23.4;30.8;23.1;44.9;47.2;8.8;;;;;;;;;;;;18.9;38.8;24.3;8.2;3.5;9.3;67.5;11.7;6.3;12.8;59.8;12.3;1.1;2.2;87.7;4.0;0.1;1.1;94.1;1.3;2.2;;4.0;;
942;Mannen;Jonger dan 25 jaar;Totaal ;Ondergrens 95%-interval;2018/2019;17.4;4.0;73.5;57.3;7.7;28.9;19.3;13.5;1.5;48.1;43.1;9.1;16.0;26.3;3.1;7.1;12.0;0.4;1.6;3.2;2.0;5.4;9.0;0.4;2.0;3.7;0.7;3.0;7.0;10.5;18.2;27.5;181.6;75.8;4.8;76.0;15.2;12.7;1.9;51.6;54.8;88.2;66.6;18.6;45.9;;;;;;;;;5.7;;3.3;5.6;;;24.6;33.0;23.7;45.3;46.3;9.6;;;;;;;;;;;;17.7;34.0;24.7;13.8;4.5;8.1;60.4;18.7;6.2;12.7;55.0;17.2;1.4;1.3;84.7;7.2;0.2;1.3;91.4;3.1;2.3;;2.7;;
