ID;Leeftijd;Perioden;Kinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
1525;44 jaar;2025;0.00282;0.00053;0.00067;0.00072;0.0009
1526;44 jaar;2026;0.00281;0.00053;0.00066;0.00072;0.0009
1527;44 jaar;2027;0.0028;0.00053;0.00065;0.00072;0.0009
1528;44 jaar;2028;0.0028;0.00053;0.00064;0.00072;0.00091
1529;44 jaar;2029;0.00278;0.00052;0.00063;0.00072;0.00091
1530;44 jaar;2030;0.00277;0.00052;0.00062;0.00072;0.00091
1531;44 jaar;2031;0.00276;0.00052;0.00061;0.00072;0.00091
1532;44 jaar;2032;0.00275;0.00052;0.0006;0.00072;0.00091
1533;44 jaar;2033;0.00274;0.00051;0.00059;0.00072;0.00092
1534;44 jaar;2034;0.00273;0.00051;0.00058;0.00072;0.00092
1535;44 jaar;2035;0.00272;0.00051;0.00057;0.00072;0.00092
1536;44 jaar;2036;0.00271;0.00051;0.00056;0.00072;0.00092
1537;44 jaar;2037;0.00268;0.0005;0.00055;0.00071;0.00092
1538;44 jaar;2038;0.00267;0.0005;0.00054;0.00071;0.00092
1539;44 jaar;2039;0.00267;0.0005;0.00053;0.00071;0.00093
1540;44 jaar;2040;0.00266;0.00049;0.00053;0.00071;0.00093
1541;44 jaar;2041;0.00265;0.00049;0.00052;0.00071;0.00093
1542;44 jaar;2042;0.00263;0.00049;0.00051;0.0007;0.00093
1543;44 jaar;2043;0.00262;0.00049;0.0005;0.0007;0.00093
1544;44 jaar;2044;0.0026;0.00048;0.00049;0.0007;0.00093
1545;44 jaar;2045;0.00259;0.00048;0.00048;0.0007;0.00093
1546;44 jaar;2046;0.00257;0.00048;0.00047;0.00069;0.00093
1547;44 jaar;2047;0.00256;0.00048;0.00046;0.00069;0.00093
1548;44 jaar;2048;0.00255;0.00047;0.00045;0.00069;0.00094
1549;44 jaar;2049;0.00254;0.00047;0.00044;0.00069;0.00094
1550;45 jaar;2000;0.00112;0.00019;0.00019;0.00019;0.00055
1551;45 jaar;2001;0.00119;0.00021;0.00021;0.00022;0.00055
1552;45 jaar;2002;0.00127;0.00023;0.00023;0.00025;0.00056
1553;45 jaar;2003;0.0013;0.00025;0.00024;0.00025;0.00056
1554;45 jaar;2004;0.00136;0.00026;0.00026;0.00027;0.00057
1555;45 jaar;2005;0.00139;0.00025;0.00028;0.00029;0.00057
1556;45 jaar;2006;0.00143;0.00027;0.00028;0.0003;0.00058
1557;45 jaar;2007;0.00142;0.00027;0.00027;0.0003;0.00058
1558;45 jaar;2008;0.00146;0.00028;0.00027;0.00032;0.00059
1559;45 jaar;2009;0.00147;0.00028;0.00027;0.00032;0.0006
1560;45 jaar;2010;0.00148;0.00029;0.00026;0.00033;0.0006
1561;45 jaar;2011;0.00148;0.00028;0.00026;0.00033;0.00061
1562;45 jaar;2012;0.0015;0.00029;0.00026;0.00033;0.00062
1563;45 jaar;2013;0.0015;0.00029;0.00025;0.00034;0.00062
1564;45 jaar;2014;0.00151;0.00029;0.00025;0.00034;0.00063
1565;45 jaar;2015;0.0015;0.00029;0.00024;0.00034;0.00063
1566;45 jaar;2016;0.00151;0.00029;0.00024;0.00034;0.00064
1567;45 jaar;2017;0.00149;0.00029;0.00023;0.00033;0.00064
1568;45 jaar;2018;0.0015;0.00029;0.00023;0.00034;0.00064
1569;45 jaar;2019;0.00149;0.00029;0.00022;0.00033;0.00065
1570;45 jaar;2020;0.00152;0.00029;0.00022;0.00034;0.00067
1571;45 jaar;2021;0.0015;0.00029;0.00021;0.00034;0.00066
1572;45 jaar;2022;0.00152;0.00029;0.00021;0.00035;0.00067
1573;45 jaar;2023;0.00152;0.00029;0.00021;0.00035;0.00067
1574;45 jaar;2024;0.0015;0.00028;0.0002;0.00035;0.00067
1575;45 jaar;2025;0.0015;0.00028;0.0002;0.00035;0.00067
1576;45 jaar;2026;0.0015;0.00028;0.00019;0.00035;0.00068
1577;45 jaar;2027;0.0015;0.00028;0.00019;0.00035;0.00068
1578;45 jaar;2028;0.00149;0.00028;0.00018;0.00035;0.00068
1579;45 jaar;2029;0.00149;0.00028;0.00018;0.00035;0.00068
1580;45 jaar;2030;0.00148;0.00028;0.00017;0.00035;0.00068
1581;45 jaar;2031;0.00148;0.00027;0.00017;0.00035;0.00069
1582;45 jaar;2032;0.00147;0.00027;0.00016;0.00035;0.00069
1583;45 jaar;2033;0.00147;0.00027;0.00016;0.00035;0.00069
1584;45 jaar;2034;0.00146;0.00027;0.00015;0.00035;0.00069
1585;45 jaar;2035;0.00145;0.00027;0.00015;0.00034;0.00069
1586;45 jaar;2036;0.00144;0.00027;0.00014;0.00034;0.00069
1587;45 jaar;2037;0.00143;0.00026;0.00014;0.00034;0.00069
1588;45 jaar;2038;0.00143;0.00026;0.00013;0.00034;0.0007
1589;45 jaar;2039;0.00143;0.00026;0.00013;0.00034;0.0007
1590;45 jaar;2040;0.00142;0.00026;0.00012;0.00034;0.0007
1591;45 jaar;2041;0.00142;0.00026;0.00012;0.00034;0.0007
1592;45 jaar;2042;0.0014;0.00026;0.00011;0.00033;0.0007
1593;45 jaar;2043;0.0014;0.00026;0.00011;0.00033;0.0007
1594;45 jaar;2044;0.00138;0.00025;0.0001;0.00033;0.0007
1595;45 jaar;2045;0.00138;0.00025;0.0001;0.00033;0.0007
1596;45 jaar;2046;0.00137;0.00025;9e-05;0.00033;0.0007
1597;45 jaar;2047;0.00137;0.00025;9e-05;0.00033;0.0007
1598;45 jaar;2048;0.00136;0.00025;8e-05;0.00033;0.0007
1599;45 jaar;2049;0.00136;0.00025;8e-05;0.00032;0.00071
1600;46 jaar;2000;0.00039;0.0;6e-05;8e-05;0.00025
1601;46 jaar;2001;0.00038;0.0;6e-05;7e-05;0.00025
1602;46 jaar;2002;0.00041;0.0;7e-05;9e-05;0.00025
1603;46 jaar;2003;0.00044;1e-05;7e-05;0.0001;0.00026
1604;46 jaar;2004;0.00045;1e-05;8e-05;0.0001;0.00026
1605;46 jaar;2005;0.00047;1e-05;9e-05;0.00011;0.00026
1606;46 jaar;2006;0.00048;1e-05;9e-05;0.00012;0.00026
1607;46 jaar;2007;0.00051;2e-05;9e-05;0.00013;0.00027
1608;46 jaar;2008;0.00051;2e-05;9e-05;0.00013;0.00027
1609;46 jaar;2009;0.00052;2e-05;9e-05;0.00014;0.00027
1610;46 jaar;2010;0.00052;2e-05;9e-05;0.00014;0.00027
1611;46 jaar;2011;0.00054;3e-05;9e-05;0.00014;0.00028
1612;46 jaar;2012;0.00053;3e-05;8e-05;0.00014;0.00028
1613;46 jaar;2013;0.00054;3e-05;8e-05;0.00015;0.00028
1614;46 jaar;2014;0.00055;4e-05;8e-05;0.00015;0.00028
1615;46 jaar;2015;0.00056;4e-05;8e-05;0.00015;0.00029
1616;46 jaar;2016;0.00056;4e-05;8e-05;0.00015;0.00029
1617;46 jaar;2017;0.00056;4e-05;8e-05;0.00015;0.00029
1618;46 jaar;2018;0.00056;4e-05;8e-05;0.00015;0.00029
1619;46 jaar;2019;0.00057;5e-05;7e-05;0.00015;0.0003
1620;46 jaar;2020;0.00057;5e-05;7e-05;0.00015;0.0003
1621;46 jaar;2021;0.00059;5e-05;7e-05;0.00016;0.00031
1622;46 jaar;2022;0.00058;5e-05;7e-05;0.00016;0.0003
1623;46 jaar;2023;0.0006;6e-05;7e-05;0.00016;0.00031
1624;46 jaar;2024;0.0006;6e-05;7e-05;0.00016;0.00031
1625;46 jaar;2025;0.00061;6e-05;7e-05;0.00017;0.00031
1626;46 jaar;2026;0.0006;6e-05;6e-05;0.00017;0.00031
1627;46 jaar;2027;0.0006;6e-05;6e-05;0.00017;0.00031
1628;46 jaar;2028;0.00061;7e-05;6e-05;0.00017;0.00031
1629;46 jaar;2029;0.00061;7e-05;6e-05;0.00017;0.00031
1630;46 jaar;2030;0.00061;7e-05;6e-05;0.00017;0.00031
1631;46 jaar;2031;0.00062;7e-05;6e-05;0.00017;0.00032
1632;46 jaar;2032;0.00062;8e-05;5e-05;0.00017;0.00032
1633;46 jaar;2033;0.00062;8e-05;5e-05;0.00017;0.00032
1634;46 jaar;2034;0.00062;8e-05;5e-05;0.00017;0.00032
1635;46 jaar;2035;0.00063;8e-05;5e-05;0.00018;0.00032
1636;46 jaar;2036;0.00063;8e-05;5e-05;0.00018;0.00032
1637;46 jaar;2037;0.00064;9e-05;5e-05;0.00018;0.00032
1638;46 jaar;2038;0.00063;9e-05;4e-05;0.00018;0.00032
1639;46 jaar;2039;0.00063;9e-05;4e-05;0.00018;0.00032
1640;46 jaar;2040;0.00063;9e-05;4e-05;0.00018;0.00032
1641;46 jaar;2041;0.00063;9e-05;4e-05;0.00018;0.00032
1642;46 jaar;2042;0.00063;9e-05;4e-05;0.00018;0.00032
1643;46 jaar;2043;0.00064;0.0001;4e-05;0.00018;0.00032
1644;46 jaar;2044;0.00063;0.0001;3e-05;0.00018;0.00032
1645;46 jaar;2045;0.00063;0.0001;3e-05;0.00018;0.00032
1646;46 jaar;2046;0.00063;0.0001;3e-05;0.00018;0.00032
1647;46 jaar;2047;0.00063;0.0001;3e-05;0.00018;0.00032
1648;46 jaar;2048;0.00065;0.00011;3e-05;0.00018;0.00033
1649;46 jaar;2049;0.00065;0.00011;3e-05;0.00018;0.00033
1650;47 jaar;2000;0.00015;3e-05;1e-05;0.0;0.00011
1651;47 jaar;2001;0.00016;3e-05;2e-05;0.0;0.00011
1652;47 jaar;2002;0.00016;3e-05;2e-05;0.0;0.00011
1653;47 jaar;2003;0.00017;4e-05;2e-05;0.0;0.00011
1654;47 jaar;2004;0.00018;4e-05;2e-05;1e-05;0.00011
1655;47 jaar;2005;0.00019;5e-05;2e-05;1e-05;0.00011
1656;47 jaar;2006;0.0002;5e-05;2e-05;1e-05;0.00012
1657;47 jaar;2007;0.00019;5e-05;2e-05;1e-05;0.00011
1658;47 jaar;2008;0.0002;5e-05;2e-05;1e-05;0.00012
1659;47 jaar;2009;0.00021;5e-05;2e-05;2e-05;0.00012
1660;47 jaar;2010;0.00021;5e-05;2e-05;2e-05;0.00012
1661;47 jaar;2011;0.00021;5e-05;2e-05;2e-05;0.00012
1662;47 jaar;2012;0.00021;5e-05;2e-05;2e-05;0.00012
1663;47 jaar;2013;0.00021;5e-05;2e-05;2e-05;0.00012
1664;47 jaar;2014;0.00023;6e-05;2e-05;2e-05;0.00013
1665;47 jaar;2015;0.00024;6e-05;2e-05;3e-05;0.00013
1666;47 jaar;2016;0.00024;6e-05;2e-05;3e-05;0.00013
1667;47 jaar;2017;0.00024;6e-05;2e-05;3e-05;0.00013
1668;47 jaar;2018;0.00024;6e-05;2e-05;3e-05;0.00013
1669;47 jaar;2019;0.00024;6e-05;2e-05;3e-05;0.00013
1670;47 jaar;2020;0.00024;6e-05;2e-05;3e-05;0.00013
1671;47 jaar;2021;0.00024;6e-05;2e-05;3e-05;0.00013
1672;47 jaar;2022;0.00026;6e-05;2e-05;4e-05;0.00014
1673;47 jaar;2023;0.00026;6e-05;2e-05;4e-05;0.00014
1674;47 jaar;2024;0.00026;6e-05;2e-05;4e-05;0.00014
1675;47 jaar;2025;0.00026;6e-05;2e-05;4e-05;0.00014
1676;47 jaar;2026;0.00026;6e-05;2e-05;4e-05;0.00014
1677;47 jaar;2027;0.00027;6e-05;2e-05;5e-05;0.00014
1678;47 jaar;2028;0.00027;6e-05;2e-05;5e-05;0.00014
1679;47 jaar;2029;0.00027;6e-05;2e-05;5e-05;0.00014
1680;47 jaar;2030;0.00027;6e-05;2e-05;5e-05;0.00014
1681;47 jaar;2031;0.00027;6e-05;2e-05;5e-05;0.00014
1682;47 jaar;2032;0.00026;6e-05;1e-05;5e-05;0.00014
1683;47 jaar;2033;0.00027;6e-05;1e-05;6e-05;0.00014
1684;47 jaar;2034;0.00027;6e-05;1e-05;6e-05;0.00014
1685;47 jaar;2035;0.00027;6e-05;1e-05;6e-05;0.00014
1686;47 jaar;2036;0.00027;6e-05;1e-05;6e-05;0.00014
1687;47 jaar;2037;0.00027;6e-05;1e-05;6e-05;0.00014
1688;47 jaar;2038;0.00027;6e-05;1e-05;6e-05;0.00014
1689;47 jaar;2039;0.00027;6e-05;1e-05;6e-05;0.00014
1690;47 jaar;2040;0.00027;6e-05;1e-05;6e-05;0.00014
1691;47 jaar;2041;0.00028;6e-05;1e-05;7e-05;0.00014
1692;47 jaar;2042;0.00028;6e-05;1e-05;7e-05;0.00014
1693;47 jaar;2043;0.00028;6e-05;1e-05;7e-05;0.00014
1694;47 jaar;2044;0.00028;6e-05;1e-05;7e-05;0.00014
1695;47 jaar;2045;0.00028;6e-05;1e-05;7e-05;0.00014
1696;47 jaar;2046;0.00028;6e-05;1e-05;7e-05;0.00014
1697;47 jaar;2047;0.00028;6e-05;1e-05;7e-05;0.00014
1698;47 jaar;2048;0.00028;6e-05;1e-05;7e-05;0.00014
1699;47 jaar;2049;0.00031;7e-05;1e-05;8e-05;0.00015
1700;48 jaar;2000;4e-05;2e-05;0.0;0.0;2e-05
1701;48 jaar;2001;4e-05;2e-05;0.0;0.0;2e-05
1702;48 jaar;2002;4e-05;2e-05;0.0;0.0;2e-05
1703;48 jaar;2003;4e-05;2e-05;0.0;0.0;2e-05
1704;48 jaar;2004;4e-05;2e-05;0.0;0.0;2e-05
1705;48 jaar;2005;4e-05;2e-05;0.0;0.0;2e-05
1706;48 jaar;2006;4e-05;2e-05;0.0;0.0;2e-05
1707;48 jaar;2007;4e-05;2e-05;0.0;0.0;2e-05
1708;48 jaar;2008;4e-05;2e-05;0.0;0.0;2e-05
1709;48 jaar;2009;4e-05;2e-05;0.0;0.0;2e-05
1710;48 jaar;2010;4e-05;2e-05;0.0;0.0;2e-05
1711;48 jaar;2011;4e-05;2e-05;0.0;0.0;2e-05
1712;48 jaar;2012;4e-05;2e-05;0.0;0.0;2e-05
1713;48 jaar;2013;4e-05;2e-05;0.0;0.0;2e-05
1714;48 jaar;2014;4e-05;2e-05;0.0;0.0;2e-05
1715;48 jaar;2015;4e-05;2e-05;0.0;0.0;2e-05
1716;48 jaar;2016;4e-05;2e-05;0.0;0.0;2e-05
1717;48 jaar;2017;4e-05;2e-05;0.0;0.0;2e-05
1718;48 jaar;2018;4e-05;2e-05;0.0;0.0;2e-05
1719;48 jaar;2019;4e-05;2e-05;0.0;0.0;2e-05
1720;48 jaar;2020;4e-05;2e-05;0.0;0.0;2e-05
1721;48 jaar;2021;4e-05;2e-05;0.0;0.0;2e-05
1722;48 jaar;2022;4e-05;2e-05;0.0;0.0;2e-05
1723;48 jaar;2023;4e-05;2e-05;0.0;0.0;2e-05
1724;48 jaar;2024;4e-05;2e-05;0.0;0.0;2e-05
1725;48 jaar;2025;4e-05;2e-05;0.0;0.0;2e-05
1726;48 jaar;2026;5e-05;2e-05;0.0;0.0;3e-05
1727;48 jaar;2027;5e-05;2e-05;0.0;0.0;3e-05
1728;48 jaar;2028;5e-05;2e-05;0.0;0.0;3e-05
1729;48 jaar;2029;5e-05;2e-05;0.0;0.0;3e-05
1730;48 jaar;2030;4e-05;1e-05;0.0;0.0;3e-05
1731;48 jaar;2031;4e-05;1e-05;0.0;0.0;3e-05
1732;48 jaar;2032;4e-05;1e-05;0.0;0.0;3e-05
1733;48 jaar;2033;4e-05;1e-05;0.0;0.0;3e-05
1734;48 jaar;2034;4e-05;1e-05;0.0;0.0;3e-05
1735;48 jaar;2035;4e-05;1e-05;0.0;0.0;3e-05
1736;48 jaar;2036;4e-05;1e-05;0.0;0.0;3e-05
1737;48 jaar;2037;4e-05;1e-05;0.0;0.0;3e-05
1738;48 jaar;2038;4e-05;1e-05;0.0;0.0;3e-05
1739;48 jaar;2039;4e-05;1e-05;0.0;0.0;3e-05
1740;48 jaar;2040;4e-05;1e-05;0.0;0.0;3e-05
1741;48 jaar;2041;4e-05;1e-05;0.0;0.0;3e-05
1742;48 jaar;2042;4e-05;1e-05;0.0;0.0;3e-05
1743;48 jaar;2043;4e-05;1e-05;0.0;0.0;3e-05
1744;48 jaar;2044;4e-05;1e-05;0.0;0.0;3e-05
1745;48 jaar;2045;4e-05;1e-05;0.0;0.0;3e-05
1746;48 jaar;2046;4e-05;1e-05;0.0;0.0;3e-05
1747;48 jaar;2047;4e-05;1e-05;0.0;0.0;3e-05
1748;48 jaar;2048;4e-05;1e-05;0.0;0.0;3e-05
1749;48 jaar;2049;4e-05;1e-05;0.0;0.0;3e-05
1750;49 jaar;2000;0.00015;2e-05;0.0;2e-05;0.00011
1751;49 jaar;2001;0.00014;2e-05;0.0;2e-05;0.0001
1752;49 jaar;2002;0.00014;2e-05;0.0;2e-05;0.0001
1753;49 jaar;2003;0.00014;2e-05;0.0;2e-05;0.0001
1754;49 jaar;2004;0.00014;2e-05;0.0;2e-05;0.0001
1755;49 jaar;2005;0.00014;2e-05;0.0;2e-05;0.0001
1756;49 jaar;2006;0.00014;2e-05;0.0;2e-05;0.0001
1757;49 jaar;2007;0.00013;2e-05;0.0;2e-05;9e-05
1758;49 jaar;2008;0.00015;2e-05;0.0;3e-05;0.0001
1759;49 jaar;2009;0.00014;2e-05;0.0;3e-05;9e-05
1760;49 jaar;2010;0.00014;2e-05;0.0;3e-05;9e-05
1761;49 jaar;2011;0.00014;2e-05;0.0;3e-05;9e-05
1762;49 jaar;2012;0.00014;2e-05;0.0;3e-05;9e-05
1763;49 jaar;2013;0.00014;2e-05;0.0;3e-05;9e-05
1764;49 jaar;2014;0.00014;2e-05;0.0;3e-05;9e-05
1765;49 jaar;2015;0.00014;2e-05;0.0;3e-05;9e-05
1766;49 jaar;2016;0.00014;2e-05;0.0;3e-05;9e-05
1767;49 jaar;2017;0.00013;2e-05;0.0;3e-05;8e-05
1768;49 jaar;2018;0.00013;2e-05;0.0;3e-05;8e-05
1769;49 jaar;2019;0.00013;2e-05;0.0;3e-05;8e-05
1770;49 jaar;2020;0.00013;2e-05;0.0;3e-05;8e-05
1771;49 jaar;2021;0.00012;2e-05;0.0;2e-05;8e-05
1772;49 jaar;2022;0.00012;2e-05;0.0;2e-05;8e-05
1773;49 jaar;2023;0.00012;2e-05;0.0;2e-05;8e-05
1774;49 jaar;2024;0.00012;2e-05;0.0;2e-05;8e-05
1775;49 jaar;2025;0.00011;2e-05;0.0;2e-05;7e-05
1776;49 jaar;2026;0.00011;2e-05;0.0;2e-05;7e-05
1777;49 jaar;2027;0.00011;2e-05;0.0;2e-05;7e-05
1778;49 jaar;2028;0.00011;2e-05;0.0;2e-05;7e-05
1779;49 jaar;2029;0.00011;2e-05;0.0;2e-05;7e-05
1780;49 jaar;2030;0.00011;2e-05;0.0;2e-05;7e-05
1781;49 jaar;2031;0.0001;2e-05;0.0;2e-05;6e-05
1782;49 jaar;2032;0.0001;2e-05;0.0;2e-05;6e-05
1783;49 jaar;2033;9e-05;1e-05;0.0;2e-05;6e-05
1784;49 jaar;2034;9e-05;1e-05;0.0;2e-05;6e-05
1785;49 jaar;2035;9e-05;1e-05;0.0;2e-05;6e-05
1786;49 jaar;2036;9e-05;1e-05;0.0;2e-05;6e-05
1787;49 jaar;2037;8e-05;1e-05;0.0;2e-05;5e-05
1788;49 jaar;2038;8e-05;1e-05;0.0;2e-05;5e-05
1789;49 jaar;2039;8e-05;1e-05;0.0;2e-05;5e-05
1790;49 jaar;2040;8e-05;1e-05;0.0;2e-05;5e-05
1791;49 jaar;2041;7e-05;1e-05;0.0;1e-05;5e-05
1792;49 jaar;2042;6e-05;1e-05;0.0;1e-05;4e-05
1793;49 jaar;2043;6e-05;1e-05;0.0;1e-05;4e-05
1794;49 jaar;2044;6e-05;1e-05;0.0;1e-05;4e-05
1795;49 jaar;2045;6e-05;1e-05;0.0;1e-05;4e-05
1796;49 jaar;2046;6e-05;1e-05;0.0;1e-05;4e-05
1797;49 jaar;2047;6e-05;1e-05;0.0;1e-05;4e-05
1798;49 jaar;2048;5e-05;1e-05;0.0;1e-05;3e-05
1799;49 jaar;2049;5e-05;1e-05;0.0;1e-05;3e-05
1800;50 jaar en ouder;2000;0.0;0.0;0.0;0.0;0.0
1801;50 jaar en ouder;2001;0.0;0.0;0.0;0.0;0.0
1802;50 jaar en ouder;2002;0.0;0.0;0.0;0.0;0.0
1803;50 jaar en ouder;2003;0.0;0.0;0.0;0.0;0.0
1804;50 jaar en ouder;2004;0.0;0.0;0.0;0.0;0.0
1805;50 jaar en ouder;2005;0.0;0.0;0.0;0.0;0.0
1806;50 jaar en ouder;2006;0.0;0.0;0.0;0.0;0.0
1807;50 jaar en ouder;2007;0.0;0.0;0.0;0.0;0.0
1808;50 jaar en ouder;2008;0.0;0.0;0.0;0.0;0.0
1809;50 jaar en ouder;2009;0.0;0.0;0.0;0.0;0.0
1810;50 jaar en ouder;2010;0.0;0.0;0.0;0.0;0.0
1811;50 jaar en ouder;2011;0.0;0.0;0.0;0.0;0.0
1812;50 jaar en ouder;2012;0.0;0.0;0.0;0.0;0.0
1813;50 jaar en ouder;2013;0.0;0.0;0.0;0.0;0.0
1814;50 jaar en ouder;2014;0.0;0.0;0.0;0.0;0.0
1815;50 jaar en ouder;2015;0.0;0.0;0.0;0.0;0.0
1816;50 jaar en ouder;2016;0.0;0.0;0.0;0.0;0.0
1817;50 jaar en ouder;2017;0.0;0.0;0.0;0.0;0.0
1818;50 jaar en ouder;2018;0.0;0.0;0.0;0.0;0.0
1819;50 jaar en ouder;2019;0.0;0.0;0.0;0.0;0.0
1820;50 jaar en ouder;2020;0.0;0.0;0.0;0.0;0.0
1821;50 jaar en ouder;2021;0.0;0.0;0.0;0.0;0.0
1822;50 jaar en ouder;2022;0.0;0.0;0.0;0.0;0.0
1823;50 jaar en ouder;2023;0.0;0.0;0.0;0.0;0.0
1824;50 jaar en ouder;2024;0.0;0.0;0.0;0.0;0.0
1825;50 jaar en ouder;2025;0.0;0.0;0.0;0.0;0.0
1826;50 jaar en ouder;2026;0.0;0.0;0.0;0.0;0.0
1827;50 jaar en ouder;2027;0.0;0.0;0.0;0.0;0.0
1828;50 jaar en ouder;2028;0.0;0.0;0.0;0.0;0.0
1829;50 jaar en ouder;2029;0.0;0.0;0.0;0.0;0.0
1830;50 jaar en ouder;2030;0.0;0.0;0.0;0.0;0.0
1831;50 jaar en ouder;2031;0.0;0.0;0.0;0.0;0.0
1832;50 jaar en ouder;2032;0.0;0.0;0.0;0.0;0.0
1833;50 jaar en ouder;2033;0.0;0.0;0.0;0.0;0.0
1834;50 jaar en ouder;2034;0.0;0.0;0.0;0.0;0.0
1835;50 jaar en ouder;2035;0.0;0.0;0.0;0.0;0.0
1836;50 jaar en ouder;2036;0.0;0.0;0.0;0.0;0.0
1837;50 jaar en ouder;2037;0.0;0.0;0.0;0.0;0.0
1838;50 jaar en ouder;2038;0.0;0.0;0.0;0.0;0.0
1839;50 jaar en ouder;2039;0.0;0.0;0.0;0.0;0.0
1840;50 jaar en ouder;2040;0.0;0.0;0.0;0.0;0.0
1841;50 jaar en ouder;2041;0.0;0.0;0.0;0.0;0.0
1842;50 jaar en ouder;2042;0.0;0.0;0.0;0.0;0.0
1843;50 jaar en ouder;2043;0.0;0.0;0.0;0.0;0.0
1844;50 jaar en ouder;2044;0.0;0.0;0.0;0.0;0.0
1845;50 jaar en ouder;2045;0.0;0.0;0.0;0.0;0.0
1846;50 jaar en ouder;2046;0.0;0.0;0.0;0.0;0.0
1847;50 jaar en ouder;2047;0.0;0.0;0.0;0.0;0.0
1848;50 jaar en ouder;2048;0.0;0.0;0.0;0.0;0.0
1849;50 jaar en ouder;2049;0.0;0.0;0.0;0.0;0.0
