ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;Opleiding;EerderGedetineerd;Perioden;Gedetineerden_1
6212;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Totaal opleidingen;Niet eerder gedetineerd;2023;
6213;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2005;
6214;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2006;
6215;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2007;
6216;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2008;
6217;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2009;
6218;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2010;
6219;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2011;
6220;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2012;
6221;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2013;
6222;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2014;
6223;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2015;
6224;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2016;
6225;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2017;
6226;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2018;
6227;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2019;
6228;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2020;
6229;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2021;
6230;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2022;
6231;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Totaal gedetineerden;2023;
6232;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2005;
6233;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2006;
6234;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2007;
6235;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2008;
6236;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2009;
6237;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2010;
6238;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2011;
6239;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2012;
6240;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2013;
6241;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2014;
6242;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2015;
6243;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2016;
6244;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2017;
6245;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2018;
6246;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2019;
6247;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2020;
6248;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2021;
6249;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2022;
6250;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Eerder gedetineerd;2023;
6251;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2005;
6252;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2006;
6253;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2007;
6254;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2008;
6255;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2009;
6256;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2010;
6257;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2011;
6258;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2012;
6259;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2013;
6260;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2014;
6261;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2015;
6262;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2016;
6263;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2017;
6264;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2018;
6265;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2019;
6266;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2020;
6267;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2021;
6268;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2022;
6269;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Basisonderwijs;Niet eerder gedetineerd;2023;
6270;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2005;
6271;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2006;
6272;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2007;
6273;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2008;
6274;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2009;
6275;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2010;
6276;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2011;
6277;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2012;
6278;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2013;
6279;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2014;
6280;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2015;
6281;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2016;
6282;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2017;
6283;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2018;
6284;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2019;
6285;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2020;
6286;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2021;
6287;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2022;
6288;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Totaal gedetineerden;2023;
6289;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2005;
6290;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2006;
6291;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2007;
6292;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2008;
6293;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2009;
6294;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2010;
6295;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2011;
6296;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2012;
6297;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2013;
6298;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2014;
6299;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2015;
6300;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2016;
6301;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2017;
6302;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2018;
6303;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2019;
6304;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2020;
6305;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2021;
6306;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2022;
6307;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Eerder gedetineerd;2023;
6308;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2005;
6309;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2006;
6310;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2007;
6311;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2008;
6312;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2009;
6313;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2010;
6314;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2011;
6315;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2012;
6316;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2013;
6317;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2014;
6318;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2015;
6319;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2016;
6320;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2017;
6321;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2018;
6322;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2019;
6323;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2020;
6324;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2021;
6325;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2022;
6326;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Vmbo;Niet eerder gedetineerd;2023;
6327;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2005;
6328;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2006;
6329;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2007;
6330;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2008;
6331;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2009;
6332;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2010;
6333;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2011;
6334;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2012;
6335;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2013;
6336;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2014;
6337;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2015;
6338;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2016;
6339;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2017;
6340;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2018;
6341;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2019;
6342;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2020;
6343;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2021;
6344;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2022;
6345;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Totaal gedetineerden;2023;
6346;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2005;
6347;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2006;
6348;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2007;
6349;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2008;
6350;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2009;
6351;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2010;
6352;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2011;
6353;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2012;
6354;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2013;
6355;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2014;
6356;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2015;
6357;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2016;
6358;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2017;
6359;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2018;
6360;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2019;
6361;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2020;
6362;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2021;
6363;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2022;
6364;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Eerder gedetineerd;2023;
6365;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2005;
6366;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2006;
6367;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2007;
6368;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2008;
6369;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2009;
6370;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2010;
6371;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2011;
6372;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2012;
6373;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2013;
6374;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2014;
6375;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2015;
6376;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2016;
6377;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2017;
6378;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2018;
6379;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2019;
6380;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2020;
6381;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2021;
6382;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2022;
6383;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2023;
6384;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2005;
6385;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2006;
6386;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2007;
6387;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2008;
6388;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2009;
6389;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2010;
6390;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2011;
6391;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2012;
6392;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2013;
6393;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2014;
6394;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2015;
6395;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2016;
6396;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2017;
6397;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2018;
6398;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2019;
6399;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2020;
6400;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2021;
6401;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2022;
6402;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Totaal gedetineerden;2023;
6403;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2005;
6404;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2006;
6405;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2007;
6406;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2008;
6407;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2009;
6408;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2010;
6409;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2011;
6410;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2012;
6411;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2013;
6412;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2014;
6413;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2015;
6414;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2016;
6415;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2017;
6416;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2018;
6417;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2019;
6418;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2020;
6419;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2021;
6420;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2022;
6421;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Eerder gedetineerd;2023;
6422;Totaal mannen en vrouwen;10000;Geboren in NL, ouders in NL;Turkije;Praktijkonderwijs;Niet eerder gedetineerd;2005;
