ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingBeldo;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
3216;Mannen;Alle leeftijden;19.1 Ongevallen;2000;9.1;7.0;54377.0
3217;Mannen;Alle leeftijden;19.1 Ongevallen;2001;9.1;7.1;55681.0
3218;Mannen;Alle leeftijden;19.1 Ongevallen;2002;9.0;6.9;57029.0
3219;Mannen;Alle leeftijden;19.1 Ongevallen;2003;8.9;6.7;59520.0
3220;Mannen;Alle leeftijden;19.1 Ongevallen;2004;8.7;6.6;61062.0
3221;Mannen;Alle leeftijden;19.1 Ongevallen;2005;8.6;6.5;61246.0
3222;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2000;3.5;2.4;9986.0
3223;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2001;3.6;2.6;9650.0
3224;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2002;3.4;2.3;10079.0
3225;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2003;3.4;2.3;10520.0
3226;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2004;3.4;2.2;10137.0
3227;Mannen;Alle leeftijden;19.1.1 Vervoersongevallen;2005;3.2;2.1;9953.0
3228;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2000;3.5;2.4;9547.0
3229;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2001;3.7;2.6;9245.0
3230;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2002;3.5;2.3;9600.0
3231;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2003;3.5;2.3;10043.0
3232;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2004;3.4;2.2;9675.0
3233;Mannen;Alle leeftijden;19.1.1.1 Wegverkeersongevallen;2005;3.2;2.0;9444.0
3234;Mannen;Alle leeftijden;19.1.2 Accidentele val;2000;10.9;7.9;16451.0
3235;Mannen;Alle leeftijden;19.1.2 Accidentele val;2001;10.9;7.9;17029.0
3236;Mannen;Alle leeftijden;19.1.2 Accidentele val;2002;10.3;7.4;17856.0
3237;Mannen;Alle leeftijden;19.1.2 Accidentele val;2003;10.6;7.5;18511.0
3238;Mannen;Alle leeftijden;19.1.2 Accidentele val;2004;10.3;7.4;19312.0
3239;Mannen;Alle leeftijden;19.1.2 Accidentele val;2005;10.4;7.5;20375.0
3240;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2000;10.1;9.4;139.0
3241;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2001;11.9;11.3;159.0
3242;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2002;10.5;9.7;125.0
3243;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2003;14.0;13.2;132.0
3244;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2004;15.4;14.4;112.0
3245;Mannen;Alle leeftijden;19.1.3 Accidentele verdrinking;2005;17.3;15.7;114.0
3246;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2000;2.1;1.5;1090.0
3247;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2001;2.9;2.1;1087.0
3248;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2002;3.8;3.1;1121.0
3249;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2003;3.4;2.5;1230.0
3250;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2004;2.5;1.9;1205.0
3251;Mannen;Alle leeftijden;19.1.4 Accidentele vergiftiging;2005;3.2;2.6;1262.0
3252;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2000;7.0;6.2;1534.0
3253;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2001;7.4;6.7;1507.0
3254;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2002;7.8;7.1;1616.0
3255;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2003;7.6;6.8;1744.0
3256;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2004;7.1;6.3;1761.0
3257;Mannen;Alle leeftijden;19.2 Zelfmoord, zelf toegebracht letstel;2005;8.2;7.4;1784.0
3258;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2000;2.5;2.2;1212.0
3259;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2001;1.3;1.0;1286.0
3260;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2002;2.4;2.1;1336.0
3261;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2003;1.6;1.3;1341.0
3262;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2004;1.6;1.3;1408.0
3263;Mannen;Alle leeftijden;19.3 Moord,door ander toegebracht letsel;2005;0.8;0.6;1356.0
3264;Mannen;0 jarigen;Alle diagnosen;2000;0.7;;
3265;Mannen;0 jarigen;Alle diagnosen;2001;0.7;;
3266;Mannen;0 jarigen;Alle diagnosen;2002;0.7;;
3267;Mannen;0 jarigen;Alle diagnosen;2003;0.7;;
3268;Mannen;0 jarigen;Alle diagnosen;2004;0.6;;
3269;Mannen;0 jarigen;Alle diagnosen;2005;0.5;;
3270;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2000;0.9;;
3271;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2001;1.4;;
3272;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2002;0.5;;
3273;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2003;1.3;;
3274;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2004;0.5;;
3275;Mannen;0 jarigen;1 Infectieuze en parasitaire ziekten;2005;0.5;;
3276;Mannen;0 jarigen;1.1 Tuberculose;2000;;;
3277;Mannen;0 jarigen;1.1 Tuberculose;2001;;;
3278;Mannen;0 jarigen;1.1 Tuberculose;2002;;;
3279;Mannen;0 jarigen;1.1 Tuberculose;2003;;;
3280;Mannen;0 jarigen;1.1 Tuberculose;2004;;;
3281;Mannen;0 jarigen;1.1 Tuberculose;2005;;;
3282;Mannen;0 jarigen;1.2 Nekkramp;2000;;;
3283;Mannen;0 jarigen;1.2 Nekkramp;2001;;;
3284;Mannen;0 jarigen;1.2 Nekkramp;2002;0.0;;
3285;Mannen;0 jarigen;1.2 Nekkramp;2003;8.0;;
3286;Mannen;0 jarigen;1.2 Nekkramp;2004;;;
3287;Mannen;0 jarigen;1.2 Nekkramp;2005;;;
3288;Mannen;0 jarigen;1.3 Virale hepatitis;2000;;;
3289;Mannen;0 jarigen;1.3 Virale hepatitis;2001;;;
3290;Mannen;0 jarigen;1.3 Virale hepatitis;2002;;;
3291;Mannen;0 jarigen;1.3 Virale hepatitis;2003;;;
3292;Mannen;0 jarigen;1.3 Virale hepatitis;2004;;;
3293;Mannen;0 jarigen;1.3 Virale hepatitis;2005;;;
3294;Mannen;0 jarigen;2 Nieuwvormingen;2000;2.4;;
3295;Mannen;0 jarigen;2 Nieuwvormingen;2001;7.6;;
3296;Mannen;0 jarigen;2 Nieuwvormingen;2002;6.7;;
3297;Mannen;0 jarigen;2 Nieuwvormingen;2003;2.5;;
3298;Mannen;0 jarigen;2 Nieuwvormingen;2004;4.6;;
3299;Mannen;0 jarigen;2 Nieuwvormingen;2005;4.9;;
3300;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2000;;;
3301;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2001;;;
3302;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2002;;;
3303;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2003;;;
3304;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2004;;;
3305;Mannen;0 jarigen;2.1 Kwaadaardige nieuwvormingen;2005;;;
3306;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2000;;;
3307;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2001;;;
3308;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2002;;;
3309;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2003;;;
3310;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2004;;;
3311;Mannen;0 jarigen;2.1.1 Kw. nieuwv. van lip, mond en keel;2005;;;
3312;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2000;;;
3313;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2001;;;
3314;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2002;;;
3315;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2003;;;
3316;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2004;;;
3317;Mannen;0 jarigen;2.1.2 Kw. nieuwv. van slokdarm;2005;;;
3318;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2000;;;
3319;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2001;;;
3320;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2002;;;
3321;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2003;;;
3322;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2004;;;
3323;Mannen;0 jarigen;2.1.3 Kw. nieuwv. van maag;2005;;;
3324;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2000;;;
3325;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2001;;;
3326;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2002;;;
3327;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2003;;;
3328;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2004;;;
3329;Mannen;0 jarigen;2.1.4 Kw. nieuwv. van dikke darm;2005;;;
3330;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2000;;;
3331;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2001;;;
3332;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2002;;;
3333;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2003;;;
3334;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2004;;;
3335;Mannen;0 jarigen;2.1.5 Kw. nieuwv. van endeldarm en anus;2005;;;
3336;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2000;;;
3337;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2001;;;
3338;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2002;;;
3339;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2003;;;
3340;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2004;;;
3341;Mannen;0 jarigen;2.1.6 Kw. nieuwv. van lever en intrah...;2005;;;
3342;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2000;;;
3343;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2001;;;
3344;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2002;;;
3345;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2003;;;
3346;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2004;;;
3347;Mannen;0 jarigen;2.1.7 Kw. nieuwv. van galblaas en galw.;2005;;;
3348;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2000;;;
3349;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2001;;;
3350;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2002;;;
3351;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2003;;;
3352;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2004;;;
3353;Mannen;0 jarigen;2.1.8 Kw. nieuwv. van alvleesklier;2005;;;
3354;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2000;;;
3355;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2001;;;
3356;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2002;;;
3357;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2003;;;
3358;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2004;;;
3359;Mannen;0 jarigen;2.1.9 Kw. nieuwv. van strottehoofd;2005;;;
3360;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2000;;;
3361;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2001;;;
3362;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2002;;;
3363;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2003;;;
3364;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2004;;;
3365;Mannen;0 jarigen;2.1.10 Kw. nieuwv. van long, luchtpijp;2005;;;
3366;Mannen;0 jarigen;2.1.11 Melanoom van huid;2000;;;
3367;Mannen;0 jarigen;2.1.11 Melanoom van huid;2001;;;
3368;Mannen;0 jarigen;2.1.11 Melanoom van huid;2002;;;
3369;Mannen;0 jarigen;2.1.11 Melanoom van huid;2003;;;
3370;Mannen;0 jarigen;2.1.11 Melanoom van huid;2004;;;
3371;Mannen;0 jarigen;2.1.11 Melanoom van huid;2005;;;
3372;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2000;;;
3373;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2001;;;
3374;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2002;;;
3375;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2003;;;
3376;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2004;;;
3377;Mannen;0 jarigen;2.1.12 Kw. nieuwv. van borst;2005;;;
3378;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2000;;;
3379;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2001;;;
3380;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2002;;;
3381;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2003;;;
3382;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2004;;;
3383;Mannen;0 jarigen;2.1.13 Kw. nieuwv. van baarmoederhals;2005;;;
3384;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2000;;;
3385;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2001;;;
3386;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2002;;;
3387;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2003;;;
3388;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2004;;;
3389;Mannen;0 jarigen;2.1.14 Kw. nieuwv. van baarmoederlichaam;2005;;;
3390;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2000;;;
3391;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2001;;;
3392;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2002;;;
3393;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2003;;;
3394;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2004;;;
3395;Mannen;0 jarigen;2.1.15 Kw. nieuwv. van eierstok;2005;;;
3396;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2000;;;
3397;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2001;;;
3398;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2002;;;
3399;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2003;;;
3400;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2004;;;
3401;Mannen;0 jarigen;2.1.16 Kw. nieuwv. van prostaat;2005;;;
3402;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2000;;;
3403;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2001;;;
3404;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2002;;;
3405;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2003;;;
3406;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2004;;;
3407;Mannen;0 jarigen;2.1.17 Kw. nieuwv. van nier excl.bekken;2005;;;
3408;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2000;;;
3409;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2001;;;
3410;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2002;;;
3411;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2003;;;
3412;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2004;;;
3413;Mannen;0 jarigen;2.1.18 Kw. nieuwv. van urineblaas;2005;;;
3414;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2000;;;
3415;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2001;;;
3416;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2002;;;
3417;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2003;;;
3418;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2004;;;
3419;Mannen;0 jarigen;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2005;;;
3420;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2000;;;
3421;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2001;;;
3422;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2002;;;
3423;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2003;;;
3424;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2004;;;
3425;Mannen;0 jarigen;2.1.20 Ov. kwaadaardige nieuwvormingen;2005;;;
3426;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2000;1.6;;
3427;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2001;4.0;;
3428;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2002;6.7;;
3429;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2003;6.1;;
3430;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2004;1.8;;
3431;Mannen;0 jarigen;3 Zktn bloed, bloedbereidende organen;2005;0.0;;
3432;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2000;1.7;;
3433;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2001;2.7;;
3434;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2002;5.1;;
3435;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2003;3.5;;
3436;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2004;2.2;;
3437;Mannen;0 jarigen;4 Endocriene, voedings- en stofw. zktn;2005;2.3;;
3438;Mannen;0 jarigen;4.1 Suikerziekte;2000;;;
3439;Mannen;0 jarigen;4.1 Suikerziekte;2001;;;
3440;Mannen;0 jarigen;4.1 Suikerziekte;2002;;;
3441;Mannen;0 jarigen;4.1 Suikerziekte;2003;;;
3442;Mannen;0 jarigen;4.1 Suikerziekte;2004;;;
3443;Mannen;0 jarigen;4.1 Suikerziekte;2005;;;
3444;Mannen;0 jarigen;5 Psychische stoornissen;2000;;;
3445;Mannen;0 jarigen;5 Psychische stoornissen;2001;;;
3446;Mannen;0 jarigen;5 Psychische stoornissen;2002;;;
3447;Mannen;0 jarigen;5 Psychische stoornissen;2003;;;
3448;Mannen;0 jarigen;5 Psychische stoornissen;2004;;;
3449;Mannen;0 jarigen;5 Psychische stoornissen;2005;;;
3450;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2000;;;
3451;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2001;;;
3452;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2002;;;
3453;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2003;;;
3454;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2004;;;
3455;Mannen;0 jarigen;5.1 Psych.st. door gebruik van alcohol;2005;;;
3456;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2000;;;
3457;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2001;;;
3458;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2002;;;
3459;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2003;;;
3460;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2004;;;
3461;Mannen;0 jarigen;5.2 Psych.st. door gebruik van drugs;2005;;;
3462;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2000;5.1;;
3463;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2001;4.7;;
3464;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2002;5.0;;
3465;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2003;2.9;;
3466;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2004;2.3;;
3467;Mannen;0 jarigen;6 Ziekten van zenuwstelsel en zintuigen;2005;3.6;;
3468;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2000;5.7;;
3469;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2001;7.1;;
3470;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2002;7.5;;
3471;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2003;8.9;;
3472;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2004;0.0;;
3473;Mannen;0 jarigen;6.1 Hersenvliesontsteking;2005;4.2;;
3474;Mannen;0 jarigen;6.2 Ziekte van parkinson;2000;;;
3475;Mannen;0 jarigen;6.2 Ziekte van parkinson;2001;;;
3476;Mannen;0 jarigen;6.2 Ziekte van parkinson;2002;;;
3477;Mannen;0 jarigen;6.2 Ziekte van parkinson;2003;;;
3478;Mannen;0 jarigen;6.2 Ziekte van parkinson;2004;;;
3479;Mannen;0 jarigen;6.2 Ziekte van parkinson;2005;;;
3480;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2000;10.1;;
3481;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2001;6.0;;
3482;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2002;13.3;;
3483;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2003;15.7;;
3484;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2004;5.9;;
3485;Mannen;0 jarigen;7 Ziekten van hart en vaatstelsel;2005;7.8;;
3486;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2000;;;
3487;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2001;;;
3488;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2002;;;
3489;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2003;;;
3490;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2004;;;
3491;Mannen;0 jarigen;7.1 Ziekten van de kransvaten;2005;;;
3492;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2000;;;
3493;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2001;;;
3494;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2002;;;
3495;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2003;;;
3496;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2004;;;
3497;Mannen;0 jarigen;7.1.1 Acuut hartinfarct;2005;;;
3498;Mannen;0 jarigen;7.2 Overige hartziekten;2000;8.4;;
3499;Mannen;0 jarigen;7.2 Overige hartziekten;2001;6.2;;
3500;Mannen;0 jarigen;7.2 Overige hartziekten;2002;10.6;;
3501;Mannen;0 jarigen;7.2 Overige hartziekten;2003;15.5;;
3502;Mannen;0 jarigen;7.2 Overige hartziekten;2004;6.4;;
3503;Mannen;0 jarigen;7.2 Overige hartziekten;2005;7.9;;
3504;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2000;;;
3505;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2001;;;
3506;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2002;;;
3507;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2003;;;
3508;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2004;;;
3509;Mannen;0 jarigen;7.3 Hersenvaatletsels (CVA);2005;;;
3510;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2000;0.8;;
3511;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2001;0.5;;
3512;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2002;0.6;;
3513;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2003;0.5;;
3514;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2004;0.3;;
3515;Mannen;0 jarigen;8 Ziekten van de ademhalingsorganen;2005;0.3;;
3516;Mannen;0 jarigen;8.1 Griep (influenza);2000;;;
3517;Mannen;0 jarigen;8.1 Griep (influenza);2001;;;
3518;Mannen;0 jarigen;8.1 Griep (influenza);2002;;;
3519;Mannen;0 jarigen;8.1 Griep (influenza);2003;;;
3520;Mannen;0 jarigen;8.1 Griep (influenza);2004;;;
3521;Mannen;0 jarigen;8.1 Griep (influenza);2005;;;
3522;Mannen;0 jarigen;8.2 Longontsteking;2000;1.2;;
3523;Mannen;0 jarigen;8.2 Longontsteking;2001;1.0;;
3524;Mannen;0 jarigen;8.2 Longontsteking;2002;1.0;;
3525;Mannen;0 jarigen;8.2 Longontsteking;2003;1.3;;
3526;Mannen;0 jarigen;8.2 Longontsteking;2004;0.8;;
3527;Mannen;0 jarigen;8.2 Longontsteking;2005;0.4;;
3528;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2000;0.0;;
3529;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2001;0.0;;
3530;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2002;1.0;;
3531;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2003;0.0;;
3532;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2004;0.0;;
3533;Mannen;0 jarigen;8.3 Chron. aand. onderste luchtw. (CARA);2005;0.0;;
3534;Mannen;0 jarigen;8.3.1 Astma;2000;0.0;;
3535;Mannen;0 jarigen;8.3.1 Astma;2001;0.0;;
3536;Mannen;0 jarigen;8.3.1 Astma;2002;0.0;;
3537;Mannen;0 jarigen;8.3.1 Astma;2003;0.0;;
3538;Mannen;0 jarigen;8.3.1 Astma;2004;0.0;;
3539;Mannen;0 jarigen;8.3.1 Astma;2005;0.0;;
3540;Mannen;0 jarigen;9 Ziekten van de spijsverteringsorganen;2000;0.6;;
