ID;Functions;Financing;Periods;HealthCareExpenditure_1
4184;HC21: In-patient rehabilitative care;HF11: Government schemes;2007;0.0
4185;HC21: In-patient rehabilitative care;HF11: Government schemes;2008;0.0
4186;HC21: In-patient rehabilitative care;HF11: Government schemes;2009;0.0
4187;HC21: In-patient rehabilitative care;HF11: Government schemes;2010;0.0
4188;HC21: In-patient rehabilitative care;HF11: Government schemes;2011;0.0
4189;HC21: In-patient rehabilitative care;HF11: Government schemes;2012;0.0
4190;HC21: In-patient rehabilitative care;HF11: Government schemes;2013;0.0
4191;HC21: In-patient rehabilitative care;HF11: Government schemes;2014;0.0
4192;HC21: In-patient rehabilitative care;HF11: Government schemes;2015;29.0
4193;HC21: In-patient rehabilitative care;HF11: Government schemes;2016;27.0
4194;HC21: In-patient rehabilitative care;HF11: Government schemes;2017;30.0
4195;HC21: In-patient rehabilitative care;HF11: Government schemes;2018;25.0
4196;HC21: In-patient rehabilitative care;HF11: Government schemes;2019;23.0
4197;HC21: In-patient rehabilitative care;HF11: Government schemes;2020;40.0
4198;HC21: In-patient rehabilitative care;HF11: Government schemes;2021;30.0
4199;HC21: In-patient rehabilitative care;HF11: Government schemes;2022;30.0
4200;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;1998;380.0
4201;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;1999;396.0
4202;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2000;419.0
4203;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2001;474.0
4204;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2002;544.0
4205;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2003;582.0
4206;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2004;593.0
4207;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2005;607.0
4208;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2006;655.0
4209;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2007;680.0
4210;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2008;628.0
4211;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2009;615.0
4212;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2010;664.0
4213;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2011;683.0
4214;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2012;724.0
4215;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2013;809.0
4216;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2014;904.0
4217;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2015;991.0
4218;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2016;977.0
4219;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2017;1022.0
4220;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2018;1086.0
4221;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2019;1071.0
4222;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2020;1134.0
4223;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2021;1173.0
4224;HC21: In-patient rehabilitative care;HF12: Compulsory contributory schemes;2022;1146.0
4225;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;1998;284.0
4226;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;1999;305.0
4227;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2000;324.0
4228;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2001;372.0
4229;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2002;435.0
4230;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2003;462.0
4231;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2004;477.0
4232;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2005;490.0
4233;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2006;521.0
4234;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2007;531.0
4235;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2008;453.0
4236;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2009;462.0
4237;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2010;508.0
4238;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2011;511.0
4239;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2012;561.0
4240;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2013;32.0
4241;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2014;32.0
4242;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2015;47.0
4243;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2016;40.0
4244;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2017;40.0
4245;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2018;34.0
4246;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2019;35.0
4247;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2020;35.0
4248;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2021;34.0
4249;HC21: In-patient rehabilitative care;HF121a: Long-term care insurance;2022;35.0
4250;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;1998;96.0
4251;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;1999;91.0
4252;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2000;94.0
4253;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2001;102.0
4254;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2002;109.0
4255;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2003;119.0
4256;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2004;117.0
4257;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2005;117.0
4258;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2006;
4259;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2007;
4260;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2008;
4261;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2009;
4262;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2010;
4263;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2011;
4264;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2012;
4265;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2013;
4266;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2014;
4267;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2015;
4268;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2016;
4269;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2017;
4270;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2018;
4271;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2019;
4272;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2020;
4273;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2021;
4274;HC21: In-patient rehabilitative care;HF121b: Health Insurance Fund;2022;
4275;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;1998;
4276;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;1999;
4277;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2000;
4278;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2001;
4279;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2002;
4280;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2003;
4281;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2004;
4282;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2005;
4283;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2006;134.0
4284;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2007;149.0
4285;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2008;175.0
4286;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2009;152.0
4287;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2010;156.0
4288;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2011;172.0
4289;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2012;163.0
4290;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2013;777.0
4291;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2014;872.0
4292;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2015;944.0
4293;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2016;937.0
4294;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2017;982.0
4295;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2018;1052.0
4296;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2019;1036.0
4297;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2020;1098.0
4298;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2021;1139.0
4299;HC21: In-patient rehabilitative care;HF122: Compulsory private insurance;2022;1111.0
4300;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);1998;95.0
4301;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);1999;98.0
4302;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2000;99.0
4303;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2001;104.0
4304;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2002;109.0
4305;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2003;110.0
4306;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2004;113.0
4307;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2005;116.0
4308;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2006;79.0
4309;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2007;71.0
4310;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2008;11.0
4311;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2009;10.0
4312;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2010;11.0
4313;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2011;12.0
4314;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2012;14.0
4315;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2013;26.0
4316;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2014;27.0
4317;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2015;25.0
4318;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2016;26.0
4319;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2017;29.0
4320;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2018;29.0
4321;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2019;29.0
4322;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2020;25.0
4323;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2021;28.0
4324;HC21: In-patient rehabilitative care;Voluntary schemes (incl. OOP);2022;28.0
4325;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;1998;26.0
4326;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;1999;27.0
4327;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2000;26.0
4328;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2001;29.0
4329;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2002;33.0
4330;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2003;37.0
4331;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2004;37.0
4332;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2005;39.0
4333;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2006;0.0
4334;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2007;0.0
4335;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2008;0.0
4336;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2009;0.0
4337;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2010;0.0
4338;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2011;0.0
4339;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2012;0.0
4340;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2013;0.0
4341;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2014;0.0
4342;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2015;0.0
4343;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2016;0.0
4344;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2017;0.0
4345;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2018;0.0
4346;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2019;0.0
4347;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2020;0.0
4348;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2021;0.0
4349;HC21: In-patient rehabilitative care;HF2: Voluntary schemes;2022;0.0
4350;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;1998;26.0
4351;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;1999;27.0
4352;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2000;26.0
4353;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2001;29.0
4354;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2002;33.0
4355;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2003;37.0
4356;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2004;37.0
4357;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2005;39.0
4358;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2006;0.0
4359;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2007;0.0
4360;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2008;0.0
4361;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2009;0.0
4362;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2010;0.0
4363;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2011;0.0
4364;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2012;0.0
4365;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2013;0.0
4366;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2014;0.0
4367;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2015;0.0
4368;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2016;0.0
4369;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2017;0.0
4370;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2018;0.0
4371;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2019;0.0
4372;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2020;0.0
4373;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2021;0.0
4374;HC21: In-patient rehabilitative care;HF21: Voluntary health insurance schemes;2022;0.0
4375;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;1998;0.0
4376;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;1999;0.0
4377;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2000;0.0
4378;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2001;0.0
4379;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2002;0.0
4380;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2003;0.0
4381;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2004;0.0
4382;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2005;0.0
4383;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2006;0.0
4384;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2007;0.0
4385;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2008;0.0
4386;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2009;0.0
4387;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2010;0.0
4388;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2011;0.0
4389;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2012;0.0
4390;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2013;0.0
4391;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2014;0.0
4392;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2015;0.0
4393;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2016;0.0
4394;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2017;0.0
4395;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2018;0.0
4396;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2019;0.0
4397;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2020;0.0
4398;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2021;0.0
4399;HC21: In-patient rehabilitative care;HF22: Financing schemes NPISH;2022;0.0
4400;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;1998;0.0
4401;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;1999;0.0
4402;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2000;0.0
4403;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2001;0.0
4404;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2002;0.0
4405;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2003;0.0
4406;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2004;0.0
4407;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2005;0.0
4408;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2006;0.0
4409;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2007;0.0
4410;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2008;0.0
4411;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2009;0.0
4412;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2010;0.0
4413;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2011;0.0
4414;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2012;0.0
4415;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2013;0.0
4416;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2014;0.0
4417;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2015;0.0
4418;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2016;0.0
4419;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2017;0.0
4420;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2018;0.0
4421;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2019;0.0
4422;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2020;0.0
4423;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2021;0.0
4424;HC21: In-patient rehabilitative care;HF23: Enterprise financing schemes;2022;0.0
4425;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;1998;69.0
4426;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;1999;72.0
4427;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2000;73.0
4428;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2001;75.0
4429;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2002;76.0
4430;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2003;74.0
4431;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2004;76.0
4432;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2005;76.0
4433;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2006;79.0
4434;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2007;71.0
4435;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2008;11.0
4436;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2009;10.0
4437;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2010;11.0
4438;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2011;12.0
4439;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2012;14.0
4440;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2013;26.0
4441;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2014;27.0
4442;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2015;25.0
4443;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2016;26.0
4444;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2017;29.0
4445;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2018;29.0
4446;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2019;29.0
4447;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2020;25.0
4448;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2021;28.0
4449;HC21: In-patient rehabilitative care;HF3: Household out-of-pocket payments;2022;28.0
4450;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;1998;0.0
4451;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;1999;0.0
4452;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2000;0.0
4453;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2001;0.0
4454;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2002;0.0
4455;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2003;0.0
4456;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2004;0.0
4457;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2005;0.0
4458;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2006;0.0
4459;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2007;0.0
4460;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2008;0.0
4461;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2009;0.0
4462;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2010;0.0
4463;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2011;0.0
4464;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2012;0.0
4465;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2013;0.0
4466;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2014;0.0
4467;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2015;0.0
4468;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2016;0.0
4469;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2017;0.0
4470;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2018;0.0
4471;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2019;0.0
4472;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2020;0.0
4473;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2021;0.0
4474;HC21: In-patient rehabilitative care;HF31: Out-of-pocket excl cost sharing;2022;0.0
4475;HC21: In-patient rehabilitative care;HF32: Cost sharing;1998;69.0
4476;HC21: In-patient rehabilitative care;HF32: Cost sharing;1999;72.0
4477;HC21: In-patient rehabilitative care;HF32: Cost sharing;2000;73.0
4478;HC21: In-patient rehabilitative care;HF32: Cost sharing;2001;75.0
4479;HC21: In-patient rehabilitative care;HF32: Cost sharing;2002;76.0
4480;HC21: In-patient rehabilitative care;HF32: Cost sharing;2003;74.0
4481;HC21: In-patient rehabilitative care;HF32: Cost sharing;2004;76.0
4482;HC21: In-patient rehabilitative care;HF32: Cost sharing;2005;76.0
4483;HC21: In-patient rehabilitative care;HF32: Cost sharing;2006;79.0
4484;HC21: In-patient rehabilitative care;HF32: Cost sharing;2007;71.0
4485;HC21: In-patient rehabilitative care;HF32: Cost sharing;2008;11.0
4486;HC21: In-patient rehabilitative care;HF32: Cost sharing;2009;10.0
4487;HC21: In-patient rehabilitative care;HF32: Cost sharing;2010;11.0
4488;HC21: In-patient rehabilitative care;HF32: Cost sharing;2011;12.0
4489;HC21: In-patient rehabilitative care;HF32: Cost sharing;2012;14.0
4490;HC21: In-patient rehabilitative care;HF32: Cost sharing;2013;26.0
4491;HC21: In-patient rehabilitative care;HF32: Cost sharing;2014;27.0
4492;HC21: In-patient rehabilitative care;HF32: Cost sharing;2015;25.0
4493;HC21: In-patient rehabilitative care;HF32: Cost sharing;2016;26.0
4494;HC21: In-patient rehabilitative care;HF32: Cost sharing;2017;29.0
4495;HC21: In-patient rehabilitative care;HF32: Cost sharing;2018;29.0
4496;HC21: In-patient rehabilitative care;HF32: Cost sharing;2019;29.0
4497;HC21: In-patient rehabilitative care;HF32: Cost sharing;2020;25.0
4498;HC21: In-patient rehabilitative care;HF32: Cost sharing;2021;28.0
4499;HC21: In-patient rehabilitative care;HF32: Cost sharing;2022;28.0
4500;HC22: Day cases of rehabilitative care;Total financing of residents;1998;4.0
4501;HC22: Day cases of rehabilitative care;Total financing of residents;1999;4.0
4502;HC22: Day cases of rehabilitative care;Total financing of residents;2000;5.0
4503;HC22: Day cases of rehabilitative care;Total financing of residents;2001;6.0
4504;HC22: Day cases of rehabilitative care;Total financing of residents;2002;8.0
4505;HC22: Day cases of rehabilitative care;Total financing of residents;2003;10.0
4506;HC22: Day cases of rehabilitative care;Total financing of residents;2004;11.0
4507;HC22: Day cases of rehabilitative care;Total financing of residents;2005;13.0
4508;HC22: Day cases of rehabilitative care;Total financing of residents;2006;14.0
4509;HC22: Day cases of rehabilitative care;Total financing of residents;2007;18.0
4510;HC22: Day cases of rehabilitative care;Total financing of residents;2008;23.0
4511;HC22: Day cases of rehabilitative care;Total financing of residents;2009;22.0
4512;HC22: Day cases of rehabilitative care;Total financing of residents;2010;26.0
4513;HC22: Day cases of rehabilitative care;Total financing of residents;2011;32.0
4514;HC22: Day cases of rehabilitative care;Total financing of residents;2012;32.0
4515;HC22: Day cases of rehabilitative care;Total financing of residents;2013;34.0
4516;HC22: Day cases of rehabilitative care;Total financing of residents;2014;31.0
4517;HC22: Day cases of rehabilitative care;Total financing of residents;2015;32.0
4518;HC22: Day cases of rehabilitative care;Total financing of residents;2016;35.0
4519;HC22: Day cases of rehabilitative care;Total financing of residents;2017;24.0
4520;HC22: Day cases of rehabilitative care;Total financing of residents;2018;39.0
4521;HC22: Day cases of rehabilitative care;Total financing of residents;2019;48.0
4522;HC22: Day cases of rehabilitative care;Total financing of residents;2020;40.0
4523;HC22: Day cases of rehabilitative care;Total financing of residents;2021;34.0
4524;HC22: Day cases of rehabilitative care;Total financing of residents;2022;34.0
4525;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;1998;3.0
4526;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;1999;3.0
4527;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2000;4.0
4528;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2001;5.0
4529;HC22: Day cases of rehabilitative care;HF1: Government, comp. contr. schemes;2002;6.0
