ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
4019;Total male and female;Total;Total marital status;Mexico;2010;532.0;296.0;236.0;12.0;106.0;-94.0
4020;Total male and female;Total;Total marital status;Mexico;2011;572.0;351.0;221.0;7.0;116.0;-109.0
4021;Total male and female;Total;Total marital status;Mexico;2012;599.0;397.0;202.0;13.0;108.0;-95.0
4022;Total male and female;Total;Total marital status;Mexico;2013;632.0;436.0;196.0;13.0;107.0;-94.0
4023;Total male and female;Total;Total marital status;Mexico;2014;674.0;451.0;223.0;17.0;96.0;-79.0
4024;Total male and female;Total;Total marital status;Mexico;2015;816.0;475.0;341.0;13.0;101.0;-88.0
4025;Total male and female;Total;Total marital status;Mexico;2016;861.0;535.0;326.0;9.0;131.0;-122.0
4026;Total male and female;Total;Total marital status;Mexico;2017;980.0;556.0;424.0;10.0;116.0;-106.0
4027;Total male and female;Total;Total marital status;Mexico;2018;1166.0;597.0;569.0;13.0;81.0;-68.0
4028;Total male and female;Total;Total marital status;Mexico;2019;1170.0;670.0;500.0;7.0;100.0;-93.0
4029;Total male and female;Total;Total marital status;Mexico;2020;1007.0;627.0;380.0;7.0;104.0;-97.0
4030;Total male and female;Total;Total marital status;Micronesia (Federated States of);1995;0.0;0.0;0.0;0.0;0.0;0.0
4031;Total male and female;Total;Total marital status;Micronesia (Federated States of);1996;0.0;0.0;0.0;0.0;0.0;0.0
4032;Total male and female;Total;Total marital status;Micronesia (Federated States of);1997;0.0;0.0;0.0;0.0;0.0;0.0
4033;Total male and female;Total;Total marital status;Micronesia (Federated States of);1998;0.0;0.0;0.0;0.0;0.0;0.0
4034;Total male and female;Total;Total marital status;Micronesia (Federated States of);1999;0.0;0.0;0.0;0.0;0.0;0.0
4035;Total male and female;Total;Total marital status;Micronesia (Federated States of);2000;0.0;0.0;0.0;0.0;0.0;0.0
4036;Total male and female;Total;Total marital status;Micronesia (Federated States of);2001;1.0;0.0;1.0;0.0;0.0;0.0
4037;Total male and female;Total;Total marital status;Micronesia (Federated States of);2002;0.0;0.0;0.0;0.0;0.0;0.0
4038;Total male and female;Total;Total marital status;Micronesia (Federated States of);2003;0.0;0.0;0.0;0.0;0.0;0.0
4039;Total male and female;Total;Total marital status;Micronesia (Federated States of);2004;0.0;0.0;0.0;0.0;0.0;0.0
4040;Total male and female;Total;Total marital status;Micronesia (Federated States of);2005;0.0;0.0;0.0;0.0;0.0;0.0
4041;Total male and female;Total;Total marital status;Micronesia (Federated States of);2006;0.0;1.0;-1.0;0.0;1.0;-1.0
4042;Total male and female;Total;Total marital status;Micronesia (Federated States of);2007;0.0;0.0;0.0;0.0;0.0;0.0
4043;Total male and female;Total;Total marital status;Micronesia (Federated States of);2008;0.0;0.0;0.0;0.0;0.0;0.0
4044;Total male and female;Total;Total marital status;Micronesia (Federated States of);2009;0.0;0.0;0.0;0.0;0.0;0.0
4045;Total male and female;Total;Total marital status;Micronesia (Federated States of);2010;0.0;0.0;0.0;0.0;0.0;0.0
4046;Total male and female;Total;Total marital status;Micronesia (Federated States of);2011;0.0;0.0;0.0;0.0;0.0;0.0
4047;Total male and female;Total;Total marital status;Micronesia (Federated States of);2012;0.0;0.0;0.0;0.0;0.0;0.0
4048;Total male and female;Total;Total marital status;Micronesia (Federated States of);2013;0.0;0.0;0.0;0.0;0.0;0.0
4049;Total male and female;Total;Total marital status;Micronesia (Federated States of);2014;0.0;0.0;0.0;0.0;0.0;0.0
4050;Total male and female;Total;Total marital status;Micronesia (Federated States of);2015;1.0;0.0;1.0;0.0;0.0;0.0
4051;Total male and female;Total;Total marital status;Micronesia (Federated States of);2016;2.0;0.0;2.0;0.0;0.0;0.0
4052;Total male and female;Total;Total marital status;Micronesia (Federated States of);2017;0.0;1.0;-1.0;0.0;0.0;0.0
4053;Total male and female;Total;Total marital status;Micronesia (Federated States of);2018;0.0;1.0;-1.0;0.0;0.0;0.0
4054;Total male and female;Total;Total marital status;Micronesia (Federated States of);2019;0.0;1.0;-1.0;0.0;0.0;0.0
4055;Total male and female;Total;Total marital status;Micronesia (Federated States of);2020;1.0;1.0;0.0;0.0;0.0;0.0
4056;Total male and female;Total;Total marital status;Republic of Moldavia;1995;0.0;0.0;0.0;0.0;0.0;0.0
4057;Total male and female;Total;Total marital status;Republic of Moldavia;1996;5.0;1.0;4.0;0.0;0.0;0.0
4058;Total male and female;Total;Total marital status;Republic of Moldavia;1997;2.0;1.0;1.0;0.0;0.0;0.0
4059;Total male and female;Total;Total marital status;Republic of Moldavia;1998;2.0;0.0;2.0;0.0;0.0;0.0
4060;Total male and female;Total;Total marital status;Republic of Moldavia;1999;8.0;0.0;8.0;0.0;0.0;0.0
4061;Total male and female;Total;Total marital status;Republic of Moldavia;2000;5.0;0.0;5.0;0.0;0.0;0.0
4062;Total male and female;Total;Total marital status;Republic of Moldavia;2001;7.0;0.0;7.0;0.0;0.0;0.0
4063;Total male and female;Total;Total marital status;Republic of Moldavia;2002;8.0;0.0;8.0;0.0;0.0;0.0
4064;Total male and female;Total;Total marital status;Republic of Moldavia;2003;6.0;0.0;6.0;0.0;0.0;0.0
4065;Total male and female;Total;Total marital status;Republic of Moldavia;2004;3.0;1.0;2.0;1.0;2.0;-1.0
4066;Total male and female;Total;Total marital status;Republic of Moldavia;2005;7.0;2.0;5.0;0.0;1.0;-1.0
4067;Total male and female;Total;Total marital status;Republic of Moldavia;2006;5.0;1.0;4.0;0.0;1.0;-1.0
4068;Total male and female;Total;Total marital status;Republic of Moldavia;2007;8.0;0.0;8.0;0.0;0.0;0.0
4069;Total male and female;Total;Total marital status;Republic of Moldavia;2008;11.0;0.0;11.0;0.0;0.0;0.0
4070;Total male and female;Total;Total marital status;Republic of Moldavia;2009;5.0;5.0;0.0;0.0;3.0;-3.0
4071;Total male and female;Total;Total marital status;Republic of Moldavia;2010;10.0;2.0;8.0;0.0;1.0;-1.0
4072;Total male and female;Total;Total marital status;Republic of Moldavia;2011;31.0;9.0;22.0;0.0;2.0;-2.0
4073;Total male and female;Total;Total marital status;Republic of Moldavia;2012;47.0;7.0;40.0;0.0;3.0;-3.0
4074;Total male and female;Total;Total marital status;Republic of Moldavia;2013;52.0;11.0;41.0;0.0;3.0;-3.0
4075;Total male and female;Total;Total marital status;Republic of Moldavia;2014;88.0;17.0;71.0;3.0;7.0;-4.0
4076;Total male and female;Total;Total marital status;Republic of Moldavia;2015;118.0;37.0;81.0;3.0;18.0;-15.0
4077;Total male and female;Total;Total marital status;Republic of Moldavia;2016;183.0;46.0;137.0;5.0;13.0;-8.0
4078;Total male and female;Total;Total marital status;Republic of Moldavia;2017;310.0;79.0;231.0;4.0;22.0;-18.0
4079;Total male and female;Total;Total marital status;Republic of Moldavia;2018;446.0;160.0;286.0;10.0;42.0;-32.0
4080;Total male and female;Total;Total marital status;Republic of Moldavia;2019;649.0;271.0;378.0;7.0;54.0;-47.0
4081;Total male and female;Total;Total marital status;Republic of Moldavia;2020;1101.0;671.0;430.0;21.0;161.0;-140.0
4082;Total male and female;Total;Total marital status;Monaco;1995;3.0;0.0;3.0;0.0;0.0;0.0
4083;Total male and female;Total;Total marital status;Monaco;1996;9.0;1.0;8.0;0.0;0.0;0.0
4084;Total male and female;Total;Total marital status;Monaco;1997;3.0;3.0;0.0;0.0;0.0;0.0
4085;Total male and female;Total;Total marital status;Monaco;1998;1.0;3.0;-2.0;0.0;1.0;-1.0
4086;Total male and female;Total;Total marital status;Monaco;1999;6.0;0.0;6.0;0.0;0.0;0.0
4087;Total male and female;Total;Total marital status;Monaco;2000;4.0;1.0;3.0;0.0;0.0;0.0
4088;Total male and female;Total;Total marital status;Monaco;2001;2.0;3.0;-1.0;0.0;1.0;-1.0
4089;Total male and female;Total;Total marital status;Monaco;2002;0.0;1.0;-1.0;1.0;0.0;1.0
4090;Total male and female;Total;Total marital status;Monaco;2003;3.0;0.0;3.0;0.0;0.0;0.0
4091;Total male and female;Total;Total marital status;Monaco;2004;2.0;0.0;2.0;0.0;0.0;0.0
4092;Total male and female;Total;Total marital status;Monaco;2005;4.0;0.0;4.0;1.0;1.0;0.0
4093;Total male and female;Total;Total marital status;Monaco;2006;7.0;2.0;5.0;0.0;1.0;-1.0
4094;Total male and female;Total;Total marital status;Monaco;2007;7.0;6.0;1.0;0.0;1.0;-1.0
4095;Total male and female;Total;Total marital status;Monaco;2008;2.0;2.0;0.0;1.0;1.0;0.0
4096;Total male and female;Total;Total marital status;Monaco;2009;1.0;6.0;-5.0;0.0;2.0;-2.0
4097;Total male and female;Total;Total marital status;Monaco;2010;8.0;3.0;5.0;1.0;1.0;0.0
4098;Total male and female;Total;Total marital status;Monaco;2011;8.0;7.0;1.0;1.0;4.0;-3.0
4099;Total male and female;Total;Total marital status;Monaco;2012;9.0;7.0;2.0;0.0;2.0;-2.0
4100;Total male and female;Total;Total marital status;Monaco;2013;13.0;6.0;7.0;0.0;1.0;-1.0
4101;Total male and female;Total;Total marital status;Monaco;2014;14.0;5.0;9.0;0.0;0.0;0.0
4102;Total male and female;Total;Total marital status;Monaco;2015;12.0;5.0;7.0;0.0;0.0;0.0
4103;Total male and female;Total;Total marital status;Monaco;2016;15.0;11.0;4.0;0.0;2.0;-2.0
4104;Total male and female;Total;Total marital status;Monaco;2017;16.0;11.0;5.0;0.0;3.0;-3.0
4105;Total male and female;Total;Total marital status;Monaco;2018;20.0;11.0;9.0;1.0;1.0;0.0
4106;Total male and female;Total;Total marital status;Monaco;2019;21.0;10.0;11.0;2.0;4.0;-2.0
4107;Total male and female;Total;Total marital status;Monaco;2020;18.0;5.0;13.0;0.0;2.0;-2.0
4108;Total male and female;Total;Total marital status;Mongolia;1995;4.0;7.0;-3.0;1.0;2.0;-1.0
4109;Total male and female;Total;Total marital status;Mongolia;1996;13.0;0.0;13.0;0.0;0.0;0.0
4110;Total male and female;Total;Total marital status;Mongolia;1997;12.0;7.0;5.0;1.0;1.0;0.0
4111;Total male and female;Total;Total marital status;Mongolia;1998;19.0;2.0;17.0;0.0;2.0;-2.0
4112;Total male and female;Total;Total marital status;Mongolia;1999;29.0;21.0;8.0;0.0;14.0;-14.0
4113;Total male and female;Total;Total marital status;Mongolia;2000;85.0;6.0;79.0;1.0;3.0;-2.0
4114;Total male and female;Total;Total marital status;Mongolia;2001;183.0;19.0;164.0;1.0;7.0;-6.0
4115;Total male and female;Total;Total marital status;Mongolia;2002;144.0;61.0;83.0;3.0;43.0;-40.0
4116;Total male and female;Total;Total marital status;Mongolia;2003;113.0;80.0;33.0;6.0;67.0;-61.0
4117;Total male and female;Total;Total marital status;Mongolia;2004;69.0;80.0;-11.0;9.0;77.0;-68.0
4118;Total male and female;Total;Total marital status;Mongolia;2005;40.0;83.0;-43.0;5.0;76.0;-71.0
4119;Total male and female;Total;Total marital status;Mongolia;2006;44.0;74.0;-30.0;6.0;70.0;-64.0
4120;Total male and female;Total;Total marital status;Mongolia;2007;55.0;35.0;20.0;11.0;34.0;-23.0
4121;Total male and female;Total;Total marital status;Mongolia;2008;74.0;34.0;40.0;14.0;34.0;-20.0
4122;Total male and female;Total;Total marital status;Mongolia;2009;81.0;39.0;42.0;3.0;29.0;-26.0
4123;Total male and female;Total;Total marital status;Mongolia;2010;111.0;51.0;60.0;8.0;47.0;-39.0
4124;Total male and female;Total;Total marital status;Mongolia;2011;63.0;83.0;-20.0;5.0;65.0;-60.0
4125;Total male and female;Total;Total marital status;Mongolia;2012;52.0;57.0;-5.0;6.0;39.0;-33.0
4126;Total male and female;Total;Total marital status;Mongolia;2013;30.0;41.0;-11.0;4.0;31.0;-27.0
4127;Total male and female;Total;Total marital status;Mongolia;2014;44.0;36.0;8.0;7.0;22.0;-15.0
4128;Total male and female;Total;Total marital status;Mongolia;2015;70.0;31.0;39.0;4.0;19.0;-15.0
4129;Total male and female;Total;Total marital status;Mongolia;2016;70.0;47.0;23.0;1.0;29.0;-28.0
4130;Total male and female;Total;Total marital status;Mongolia;2017;50.0;42.0;8.0;8.0;30.0;-22.0
4131;Total male and female;Total;Total marital status;Mongolia;2018;33.0;45.0;-12.0;4.0;15.0;-11.0
4132;Total male and female;Total;Total marital status;Mongolia;2019;41.0;26.0;15.0;4.0;12.0;-8.0
4133;Total male and female;Total;Total marital status;Mongolia;2020;29.0;17.0;12.0;3.0;5.0;-2.0
4134;Total male and female;Total;Total marital status;Montenegro;1995;;;;;;
4135;Total male and female;Total;Total marital status;Montenegro;1996;;;;;;
4136;Total male and female;Total;Total marital status;Montenegro;1997;;;;;;
4137;Total male and female;Total;Total marital status;Montenegro;1998;;;;;;
4138;Total male and female;Total;Total marital status;Montenegro;1999;;;;;;
4139;Total male and female;Total;Total marital status;Montenegro;2000;;;;;;
4140;Total male and female;Total;Total marital status;Montenegro;2001;;;;;;
4141;Total male and female;Total;Total marital status;Montenegro;2002;;;;;;
4142;Total male and female;Total;Total marital status;Montenegro;2003;0.0;0.0;0.0;0.0;0.0;0.0
4143;Total male and female;Total;Total marital status;Montenegro;2004;;;;;;
4144;Total male and female;Total;Total marital status;Montenegro;2005;;;;;;
4145;Total male and female;Total;Total marital status;Montenegro;2006;0.0;0.0;0.0;0.0;0.0;0.0
4146;Total male and female;Total;Total marital status;Montenegro;2007;0.0;0.0;0.0;0.0;0.0;0.0
4147;Total male and female;Total;Total marital status;Montenegro;2008;0.0;0.0;0.0;0.0;0.0;0.0
4148;Total male and female;Total;Total marital status;Montenegro;2009;0.0;0.0;0.0;0.0;0.0;0.0
4149;Total male and female;Total;Total marital status;Montenegro;2010;2.0;1.0;1.0;0.0;0.0;0.0
4150;Total male and female;Total;Total marital status;Montenegro;2011;3.0;0.0;3.0;0.0;0.0;0.0
4151;Total male and female;Total;Total marital status;Montenegro;2012;4.0;0.0;4.0;0.0;0.0;0.0
4152;Total male and female;Total;Total marital status;Montenegro;2013;2.0;1.0;1.0;0.0;0.0;0.0
4153;Total male and female;Total;Total marital status;Montenegro;2014;0.0;0.0;0.0;0.0;0.0;0.0
4154;Total male and female;Total;Total marital status;Montenegro;2015;0.0;2.0;-2.0;0.0;0.0;0.0
4155;Total male and female;Total;Total marital status;Montenegro;2016;1.0;0.0;1.0;0.0;0.0;0.0
4156;Total male and female;Total;Total marital status;Montenegro;2017;2.0;0.0;2.0;0.0;0.0;0.0
4157;Total male and female;Total;Total marital status;Montenegro;2018;1.0;0.0;1.0;0.0;0.0;0.0
4158;Total male and female;Total;Total marital status;Montenegro;2019;3.0;0.0;3.0;0.0;0.0;0.0
4159;Total male and female;Total;Total marital status;Montenegro;2020;41.0;28.0;13.0;2.0;7.0;-5.0
4160;Total male and female;Total;Total marital status;Montserrat;1995;0.0;0.0;0.0;0.0;0.0;0.0
4161;Total male and female;Total;Total marital status;Montserrat;1996;1.0;0.0;1.0;0.0;0.0;0.0
4162;Total male and female;Total;Total marital status;Montserrat;1997;0.0;1.0;-1.0;0.0;1.0;-1.0
4163;Total male and female;Total;Total marital status;Montserrat;1998;1.0;0.0;1.0;0.0;0.0;0.0
4164;Total male and female;Total;Total marital status;Montserrat;1999;0.0;0.0;0.0;0.0;0.0;0.0
4165;Total male and female;Total;Total marital status;Montserrat;2000;1.0;0.0;1.0;0.0;0.0;0.0
4166;Total male and female;Total;Total marital status;Montserrat;2001;1.0;1.0;0.0;0.0;0.0;0.0
4167;Total male and female;Total;Total marital status;Montserrat;2002;0.0;0.0;0.0;0.0;0.0;0.0
4168;Total male and female;Total;Total marital status;Montserrat;2003;0.0;0.0;0.0;0.0;0.0;0.0
4169;Total male and female;Total;Total marital status;Montserrat;2004;1.0;0.0;1.0;0.0;0.0;0.0
4170;Total male and female;Total;Total marital status;Montserrat;2005;2.0;1.0;1.0;0.0;0.0;0.0
4171;Total male and female;Total;Total marital status;Montserrat;2006;1.0;1.0;0.0;0.0;0.0;0.0
4172;Total male and female;Total;Total marital status;Montserrat;2007;0.0;1.0;-1.0;0.0;0.0;0.0
4173;Total male and female;Total;Total marital status;Montserrat;2008;2.0;0.0;2.0;0.0;0.0;0.0
4174;Total male and female;Total;Total marital status;Montserrat;2009;1.0;1.0;0.0;1.0;0.0;1.0
4175;Total male and female;Total;Total marital status;Montserrat;2010;0.0;1.0;-1.0;0.0;0.0;0.0
4176;Total male and female;Total;Total marital status;Montserrat;2011;2.0;1.0;1.0;0.0;1.0;-1.0
4177;Total male and female;Total;Total marital status;Montserrat;2012;0.0;1.0;-1.0;0.0;1.0;-1.0
4178;Total male and female;Total;Total marital status;Montserrat;2013;0.0;-1.0;1.0;1.0;0.0;1.0
4179;Total male and female;Total;Total marital status;Montserrat;2014;0.0;0.0;0.0;0.0;0.0;0.0
4180;Total male and female;Total;Total marital status;Montserrat;2015;0.0;0.0;0.0;0.0;0.0;0.0
4181;Total male and female;Total;Total marital status;Montserrat;2016;0.0;2.0;-2.0;0.0;0.0;0.0
4182;Total male and female;Total;Total marital status;Montserrat;2017;1.0;0.0;1.0;1.0;1.0;0.0
4183;Total male and female;Total;Total marital status;Montserrat;2018;2.0;1.0;1.0;0.0;0.0;0.0
4184;Total male and female;Total;Total marital status;Montserrat;2019;1.0;1.0;0.0;0.0;1.0;-1.0
4185;Total male and female;Total;Total marital status;Montserrat;2020;1.0;-1.0;2.0;2.0;1.0;1.0
4186;Total male and female;Total;Total marital status;Morocco;1995;3193.0;2217.0;976.0;770.0;1784.0;-1014.0
4187;Total male and female;Total;Total marital status;Morocco;1996;4528.0;2490.0;2038.0;941.0;2287.0;-1346.0
4188;Total male and female;Total;Total marital status;Morocco;1997;4894.0;1711.0;3183.0;924.0;1696.0;-772.0
4189;Total male and female;Total;Total marital status;Morocco;1998;5535.0;1466.0;4069.0;930.0;1672.0;-742.0
4190;Total male and female;Total;Total marital status;Morocco;1999;4670.0;1432.0;3238.0;911.0;1676.0;-765.0
4191;Total male and female;Total;Total marital status;Morocco;2000;4482.0;1105.0;3377.0;1106.0;1627.0;-521.0
4192;Total male and female;Total;Total marital status;Morocco;2001;5235.0;1103.0;4132.0;968.0;1448.0;-480.0
4193;Total male and female;Total;Total marital status;Morocco;2002;5192.0;1396.0;3796.0;1069.0;1850.0;-781.0
4194;Total male and female;Total;Total marital status;Morocco;2003;4894.0;1567.0;3327.0;1187.0;2071.0;-884.0
4195;Total male and female;Total;Total marital status;Morocco;2004;3655.0;1605.0;2050.0;1265.0;2034.0;-769.0
4196;Total male and female;Total;Total marital status;Morocco;2005;2356.0;1981.0;375.0;1326.0;2197.0;-871.0
4197;Total male and female;Total;Total marital status;Morocco;2006;2085.0;2392.0;-307.0;1550.0;2553.0;-1003.0
4198;Total male and female;Total;Total marital status;Morocco;2007;1724.0;2249.0;-525.0;1622.0;2407.0;-785.0
4199;Total male and female;Total;Total marital status;Morocco;2008;2117.0;2065.0;52.0;1519.0;2317.0;-798.0
4200;Total male and female;Total;Total marital status;Morocco;2009;2388.0;1496.0;892.0;1691.0;2139.0;-448.0
4201;Total male and female;Total;Total marital status;Morocco;2010;2371.0;1541.0;830.0;1611.0;2070.0;-459.0
4202;Total male and female;Total;Total marital status;Morocco;2011;2675.0;1546.0;1129.0;1500.0;1821.0;-321.0
4203;Total male and female;Total;Total marital status;Morocco;2012;2272.0;1807.0;465.0;1512.0;2088.0;-576.0
4204;Total male and female;Total;Total marital status;Morocco;2013;2326.0;1512.0;814.0;1388.0;1722.0;-334.0
4205;Total male and female;Total;Total marital status;Morocco;2014;2373.0;1605.0;768.0;1251.0;1617.0;-366.0
4206;Total male and female;Total;Total marital status;Morocco;2015;1963.0;1402.0;561.0;1100.0;1339.0;-239.0
4207;Total male and female;Total;Total marital status;Morocco;2016;2274.0;1316.0;958.0;912.0;1170.0;-258.0
4208;Total male and female;Total;Total marital status;Morocco;2017;2546.0;1279.0;1267.0;992.0;1347.0;-355.0
4209;Total male and female;Total;Total marital status;Morocco;2018;3324.0;1141.0;2183.0;897.0;1140.0;-243.0
4210;Total male and female;Total;Total marital status;Morocco;2019;3649.0;1071.0;2578.0;779.0;988.0;-209.0
4211;Total male and female;Total;Total marital status;Morocco;2020;2633.0;824.0;1809.0;640.0;768.0;-128.0
4212;Total male and female;Total;Total marital status;Mozambique;1995;36.0;18.0;18.0;1.0;7.0;-6.0
4213;Total male and female;Total;Total marital status;Mozambique;1996;42.0;22.0;20.0;0.0;9.0;-9.0
4214;Total male and female;Total;Total marital status;Mozambique;1997;44.0;30.0;14.0;1.0;11.0;-10.0
4215;Total male and female;Total;Total marital status;Mozambique;1998;47.0;31.0;16.0;3.0;16.0;-13.0
4216;Total male and female;Total;Total marital status;Mozambique;1999;48.0;25.0;23.0;1.0;12.0;-11.0
4217;Total male and female;Total;Total marital status;Mozambique;2000;60.0;19.0;41.0;2.0;14.0;-12.0
4218;Total male and female;Total;Total marital status;Mozambique;2001;65.0;28.0;37.0;2.0;17.0;-15.0
4219;Total male and female;Total;Total marital status;Mozambique;2002;49.0;38.0;11.0;7.0;21.0;-14.0
4220;Total male and female;Total;Total marital status;Mozambique;2003;47.0;43.0;4.0;4.0;24.0;-20.0
4221;Total male and female;Total;Total marital status;Mozambique;2004;38.0;28.0;10.0;5.0;20.0;-15.0
4222;Total male and female;Total;Total marital status;Mozambique;2005;37.0;27.0;10.0;4.0;16.0;-12.0
4223;Total male and female;Total;Total marital status;Mozambique;2006;46.0;35.0;11.0;5.0;21.0;-16.0
4224;Total male and female;Total;Total marital status;Mozambique;2007;44.0;40.0;4.0;3.0;17.0;-14.0
4225;Total male and female;Total;Total marital status;Mozambique;2008;68.0;35.0;33.0;7.0;30.0;-23.0
4226;Total male and female;Total;Total marital status;Mozambique;2009;50.0;31.0;19.0;9.0;18.0;-9.0
4227;Total male and female;Total;Total marital status;Mozambique;2010;41.0;53.0;-12.0;5.0;34.0;-29.0
4228;Total male and female;Total;Total marital status;Mozambique;2011;55.0;37.0;18.0;7.0;18.0;-11.0
4229;Total male and female;Total;Total marital status;Mozambique;2012;45.0;36.0;9.0;5.0;17.0;-12.0
4230;Total male and female;Total;Total marital status;Mozambique;2013;40.0;48.0;-8.0;7.0;23.0;-16.0
4231;Total male and female;Total;Total marital status;Mozambique;2014;46.0;33.0;13.0;5.0;14.0;-9.0
4232;Total male and female;Total;Total marital status;Mozambique;2015;38.0;42.0;-4.0;6.0;21.0;-15.0
4233;Total male and female;Total;Total marital status;Mozambique;2016;38.0;41.0;-3.0;1.0;12.0;-11.0
4234;Total male and female;Total;Total marital status;Mozambique;2017;41.0;29.0;12.0;1.0;9.0;-8.0
4235;Total male and female;Total;Total marital status;Mozambique;2018;36.0;29.0;7.0;3.0;12.0;-9.0
4236;Total male and female;Total;Total marital status;Mozambique;2019;69.0;22.0;47.0;6.0;13.0;-7.0
4237;Total male and female;Total;Total marital status;Mozambique;2020;57.0;39.0;18.0;5.0;14.0;-9.0
4238;Total male and female;Total;Total marital status;Myanmar;1995;28.0;6.0;22.0;1.0;4.0;-3.0
4239;Total male and female;Total;Total marital status;Myanmar;1996;21.0;5.0;16.0;0.0;4.0;-4.0
4240;Total male and female;Total;Total marital status;Myanmar;1997;7.0;11.0;-4.0;0.0;7.0;-7.0
4241;Total male and female;Total;Total marital status;Myanmar;1998;19.0;10.0;9.0;1.0;7.0;-6.0
4242;Total male and female;Total;Total marital status;Myanmar;1999;19.0;0.0;19.0;2.0;1.0;1.0
4243;Total male and female;Total;Total marital status;Myanmar;2000;25.0;8.0;17.0;0.0;3.0;-3.0
4244;Total male and female;Total;Total marital status;Myanmar;2001;102.0;2.0;100.0;0.0;2.0;-2.0
4245;Total male and female;Total;Total marital status;Myanmar;2002;58.0;7.0;51.0;1.0;3.0;-2.0
4246;Total male and female;Total;Total marital status;Myanmar;2003;29.0;8.0;21.0;0.0;5.0;-5.0
4247;Total male and female;Total;Total marital status;Myanmar;2004;23.0;19.0;4.0;0.0;14.0;-14.0
4248;Total male and female;Total;Total marital status;Myanmar;2005;18.0;16.0;2.0;3.0;16.0;-13.0
4249;Total male and female;Total;Total marital status;Myanmar;2006;108.0;14.0;94.0;4.0;11.0;-7.0
4250;Total male and female;Total;Total marital status;Myanmar;2007;68.0;13.0;55.0;4.0;9.0;-5.0
4251;Total male and female;Total;Total marital status;Myanmar;2008;131.0;15.0;116.0;9.0;15.0;-6.0
4252;Total male and female;Total;Total marital status;Myanmar;2009;94.0;17.0;77.0;3.0;9.0;-6.0
4253;Total male and female;Total;Total marital status;Myanmar;2010;167.0;17.0;150.0;4.0;8.0;-4.0
4254;Total male and female;Total;Total marital status;Myanmar;2011;129.0;20.0;109.0;5.0;12.0;-7.0
4255;Total male and female;Total;Total marital status;Myanmar;2012;109.0;29.0;80.0;1.0;15.0;-14.0
4256;Total male and female;Total;Total marital status;Myanmar;2013;83.0;30.0;53.0;4.0;13.0;-9.0
4257;Total male and female;Total;Total marital status;Myanmar;2014;73.0;32.0;41.0;4.0;16.0;-12.0
4258;Total male and female;Total;Total marital status;Myanmar;2015;58.0;25.0;33.0;1.0;9.0;-8.0
4259;Total male and female;Total;Total marital status;Myanmar;2016;52.0;31.0;21.0;2.0;14.0;-12.0
4260;Total male and female;Total;Total marital status;Myanmar;2017;84.0;30.0;54.0;1.0;16.0;-15.0
4261;Total male and female;Total;Total marital status;Myanmar;2018;58.0;38.0;20.0;2.0;15.0;-13.0
4262;Total male and female;Total;Total marital status;Myanmar;2019;82.0;37.0;45.0;3.0;15.0;-12.0
4263;Total male and female;Total;Total marital status;Myanmar;2020;39.0;36.0;3.0;4.0;11.0;-7.0
4264;Total male and female;Total;Total marital status;Namibia;1995;8.0;7.0;1.0;0.0;2.0;-2.0
4265;Total male and female;Total;Total marital status;Namibia;1996;22.0;9.0;13.0;0.0;5.0;-5.0
4266;Total male and female;Total;Total marital status;Namibia;1997;24.0;8.0;16.0;1.0;1.0;0.0
4267;Total male and female;Total;Total marital status;Namibia;1998;28.0;27.0;1.0;0.0;4.0;-4.0
4268;Total male and female;Total;Total marital status;Namibia;1999;29.0;26.0;3.0;0.0;7.0;-7.0
4269;Total male and female;Total;Total marital status;Namibia;2000;48.0;12.0;36.0;2.0;5.0;-3.0
4270;Total male and female;Total;Total marital status;Namibia;2001;28.0;26.0;2.0;0.0;11.0;-11.0
4271;Total male and female;Total;Total marital status;Namibia;2002;27.0;17.0;10.0;2.0;10.0;-8.0
4272;Total male and female;Total;Total marital status;Namibia;2003;36.0;18.0;18.0;1.0;3.0;-2.0
4273;Total male and female;Total;Total marital status;Namibia;2004;25.0;15.0;10.0;1.0;2.0;-1.0
4274;Total male and female;Total;Total marital status;Namibia;2005;26.0;16.0;10.0;0.0;4.0;-4.0
4275;Total male and female;Total;Total marital status;Namibia;2006;29.0;30.0;-1.0;0.0;8.0;-8.0
4276;Total male and female;Total;Total marital status;Namibia;2007;27.0;31.0;-4.0;2.0;8.0;-6.0
4277;Total male and female;Total;Total marital status;Namibia;2008;37.0;14.0;23.0;0.0;5.0;-5.0
4278;Total male and female;Total;Total marital status;Namibia;2009;28.0;33.0;-5.0;0.0;13.0;-13.0
4279;Total male and female;Total;Total marital status;Namibia;2010;31.0;29.0;2.0;2.0;9.0;-7.0
4280;Total male and female;Total;Total marital status;Namibia;2011;37.0;19.0;18.0;0.0;3.0;-3.0
4281;Total male and female;Total;Total marital status;Namibia;2012;27.0;30.0;-3.0;0.0;7.0;-7.0
4282;Total male and female;Total;Total marital status;Namibia;2013;35.0;23.0;12.0;0.0;10.0;-10.0
4283;Total male and female;Total;Total marital status;Namibia;2014;26.0;29.0;-3.0;0.0;8.0;-8.0
4284;Total male and female;Total;Total marital status;Namibia;2015;34.0;32.0;2.0;0.0;11.0;-11.0
