ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
6021;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 2nd quarter;;;;;;;;
6022;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 3rd quarter;;;;;;;;
6023;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007 4th quarter;;;;;;;;
6024;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2007;;;;;;;;
6025;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 1st quarter;;;;;;;;
6026;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 2nd quarter;;;;;;;;
6027;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 3rd quarter;;;;;;;;
6028;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008 4th quarter;;;;;;;;
6029;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2008;;;;;;;;
6030;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 1st quarter;;;;;;;;
6031;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 2nd quarter;;;;;;;;
6032;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 3rd quarter;;;;;;;;
6033;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009 4th quarter;;;;;;;;
6034;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2009;;;;;;;;
6035;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 1st quarter;;;;;;;;
6036;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 2nd quarter;;;;;;;;
6037;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 3rd quarter;;;;;;;;
6038;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010 4th quarter;;;;;;;;
6039;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2010;;;;;;;;
6040;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 1st quarter;;;;;;;;
6041;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 2nd quarter;;;;;;;;
6042;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 3rd quarter;;;;;;;;
6043;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011 4th quarter;;;;;;;;
6044;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2011;;;;;;;;
6045;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6046;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6047;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6048;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6049;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6050;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6051;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6052;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6053;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6054;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6055;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 1st quarter;0.0;0.0;0.0;0.0;50.0;0.0;0.0;8314.0
6056;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6057;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6058;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6059;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2014;0.0;0.0;0.0;0.0;50.0;0.0;0.0;8314.0
6060;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 1st quarter;0.0;0.0;0.0;-35.0;-196.0;0.0;0.0;0.0
6061;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6062;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6063;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6064;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2015;0.0;0.0;0.0;-35.0;-196.0;0.0;0.0;0.0
6065;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6066;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6067;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6068;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6069;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6070;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6071;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6072;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6073;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017 4th quarter;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0
6074;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2017;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0
6075;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6076;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6077;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6078;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018 4th quarter;0.0;0.0;-1.0;291.0;-691.0;0.0;0.0;-1047.0
6079;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2018;0.0;0.0;-1.0;291.0;-691.0;0.0;0.0;-1047.0
6080;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0
6081;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6082;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6083;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6084;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0
6085;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6086;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6087;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6088;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6089;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6090;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6091;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6092;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6093;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6094;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6095;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6096;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6097;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6098;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6099;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6100;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6101;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6102;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6103;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6104;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6105;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2024 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6106;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2024 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6107;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2024 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6108;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2024 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6109;Total domestic sectors;Non-MMF investment funds ;Other volume changes;2024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6110;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 1st quarter;0.0;;;2246.0;4203.0;;;
6111;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 2nd quarter;0.0;;;1455.0;4945.0;;;
6112;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 3rd quarter;0.0;;;732.0;5202.0;;;
6113;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999 4th quarter;0.0;;;1309.0;4195.0;;;
6114;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;1999;0.0;;;1309.0;4195.0;;;
6115;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 1st quarter;0.0;;;4109.0;4480.0;;;
6116;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 2nd quarter;0.0;;;4075.0;6238.0;;;
6117;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 3rd quarter;0.0;;;3125.0;6188.0;;;
6118;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000 4th quarter;0.0;;;1330.0;10299.0;;;
6119;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2000;0.0;;;1330.0;10299.0;;;
6120;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 1st quarter;0.0;;;3336.0;10030.0;;;
6121;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 2nd quarter;0.0;;;2666.0;10723.0;;;
6122;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 3rd quarter;0.0;;;2619.0;11085.0;;;
6123;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001 4th quarter;0.0;;;1869.0;11452.0;;;
6124;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2001;0.0;;;1869.0;11452.0;;;
6125;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 1st quarter;0.0;;;2590.0;11903.0;;;
6126;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 2nd quarter;0.0;;;2452.0;11673.0;;;
6127;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 3rd quarter;0.0;;;1681.0;8734.0;;;
6128;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002 4th quarter;0.0;;;616.0;7914.0;;;
6129;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2002;0.0;;;616.0;7914.0;;;
6130;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 1st quarter;0.0;;;538.0;7712.0;;;
6131;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 2nd quarter;0.0;;;447.0;8640.0;;;
6132;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 3rd quarter;0.0;;;393.0;6723.0;;;
6133;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003 4th quarter;0.0;;;374.0;7627.0;;;
6134;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2003;0.0;;;374.0;7627.0;;;
6135;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 1st quarter;0.0;;;482.0;9683.0;;;
6136;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 2nd quarter;0.0;;;531.0;10443.0;;;
6137;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 3rd quarter;0.0;;;488.0;10731.0;;;
6138;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004 4th quarter;0.0;;;367.0;6407.0;;;
6139;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2004;0.0;;;367.0;6407.0;;;
6140;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 1st quarter;0.0;;;375.0;6078.0;;;
6141;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 2nd quarter;0.0;;;437.0;5721.0;;;
6142;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 3rd quarter;0.0;;;609.0;5231.0;;;
6143;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005 4th quarter;0.0;;;539.0;5393.0;;;
6144;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2005;0.0;;;539.0;5393.0;;;
6145;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 1st quarter;0.0;;;727.0;5627.0;;;
6146;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 2nd quarter;0.0;;;1369.0;5538.0;;;
6147;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 3rd quarter;0.0;;;1264.0;5747.0;;;
6148;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006 4th quarter;0.0;;;1252.0;6166.0;;;
6149;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2006;0.0;;;1252.0;6166.0;;;
6150;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 1st quarter;0.0;;;1178.0;6541.0;;;
6151;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 2nd quarter;0.0;;;1581.0;6261.0;;;
6152;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 3rd quarter;0.0;;;1520.0;6413.0;;;
6153;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007 4th quarter;0.0;;;1292.0;6640.0;;;
6154;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2007;0.0;;;1292.0;6640.0;;;
6155;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 1st quarter;0.0;;;1279.0;7165.0;;;
6156;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 2nd quarter;0.0;;;1306.0;7566.0;;;
6157;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 3rd quarter;0.0;;;1350.0;7352.0;;;
6158;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008 4th quarter;0.0;;;669.0;6675.0;;;
6159;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2008;0.0;;;669.0;6675.0;;;
6160;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 1st quarter;0.0;;;935.0;7955.0;;;
6161;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 2nd quarter;0.0;;;5319.0;7751.0;;;
6162;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 3rd quarter;0.0;;;5311.0;8198.0;;;
6163;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009 4th quarter;0.0;;;11144.0;7677.0;;;
6164;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2009;0.0;;;11144.0;7677.0;;;
6165;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 1st quarter;0.0;0.0;1.0;3584.0;7487.0;0.0;0.0;443179.0
6166;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 2nd quarter;0.0;0.0;1.0;6733.0;7616.0;0.0;0.0;428320.0
6167;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 3rd quarter;0.0;0.0;1.0;9380.0;7628.0;0.0;0.0;435380.0
6168;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010 4th quarter;0.0;0.0;1.0;6782.0;7846.0;0.0;0.0;448753.0
6169;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2010;0.0;0.0;1.0;6782.0;7846.0;0.0;0.0;448753.0
6170;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2011 1st quarter;0.0;0.0;10.0;8184.0;8009.0;0.0;0.0;460531.0
6171;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2011 2nd quarter;0.0;0.0;18.0;7739.0;8320.0;0.0;0.0;467598.0
6172;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2011 3rd quarter;0.0;0.0;27.0;9573.0;8305.0;0.0;0.0;465150.0
6173;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2011 4th quarter;0.0;0.0;38.0;5935.0;7608.0;0.0;0.0;472190.0
6174;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2011;0.0;0.0;38.0;5935.0;7608.0;0.0;0.0;472190.0
6175;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2012 1st quarter;0.0;0.0;41.0;5864.0;7799.0;0.0;0.0;506549.0
6176;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2012 2nd quarter;0.0;0.0;44.0;4650.0;7474.0;0.0;0.0;508175.0
6177;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2012 3rd quarter;0.0;0.0;47.0;6524.0;7525.0;0.0;0.0;532804.0
6178;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2012 4th quarter;0.0;0.0;51.0;7814.0;6666.0;0.0;0.0;545892.0
6179;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2012;0.0;0.0;51.0;7814.0;6666.0;0.0;0.0;545892.0
6180;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2013 1st quarter;0.0;0.0;59.0;6836.0;7393.0;0.0;0.0;572439.0
6181;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2013 2nd quarter;0.0;0.0;55.0;5319.0;7341.0;0.0;0.0;560766.0
6182;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2013 3rd quarter;0.0;0.0;53.0;5636.0;8078.0;0.0;0.0;583588.0
6183;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2013 4th quarter;0.0;0.0;54.0;3589.0;7481.0;0.0;0.0;601449.0
6184;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2013;0.0;0.0;54.0;3589.0;7481.0;0.0;0.0;601449.0
6185;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2014 1st quarter;0.0;0.0;65.0;3734.0;7825.0;0.0;0.0;616773.0
6186;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2014 2nd quarter;0.0;0.0;68.0;2960.0;7138.0;0.0;0.0;647263.0
6187;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2014 3rd quarter;0.0;0.0;71.0;4739.0;7265.0;0.0;0.0;680885.0
6188;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2014 4th quarter;0.0;0.0;75.0;9148.0;6684.0;0.0;0.0;700138.0
6189;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2014;0.0;0.0;75.0;9148.0;6684.0;0.0;0.0;700138.0
6190;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2015 1st quarter;0.0;0.0;76.0;5561.0;6653.0;0.0;0.0;760098.0
6191;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2015 2nd quarter;0.0;0.0;75.0;5938.0;6849.0;0.0;0.0;727992.0
6192;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2015 3rd quarter;0.0;0.0;32.0;6334.0;6892.0;0.0;0.0;698901.0
6193;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2015 4th quarter;0.0;0.0;31.0;7665.0;6811.0;0.0;0.0;718315.0
6194;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2015;0.0;0.0;31.0;7665.0;6811.0;0.0;0.0;718315.0
6195;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2016 1st quarter;0.0;0.0;8.0;4223.0;6843.0;0.0;0.0;725520.0
6196;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2016 2nd quarter;0.0;0.0;6.0;5940.0;6914.0;0.0;0.0;757613.0
6197;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2016 3rd quarter;0.0;0.0;4.0;5274.0;7020.0;0.0;0.0;779486.0
6198;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2016 4th quarter;0.0;0.0;0.0;5699.0;6263.0;0.0;0.0;796808.0
6199;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2016;0.0;0.0;0.0;5699.0;6263.0;0.0;0.0;796808.0
6200;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2017 1st quarter;0.0;0.0;0.0;6400.0;6281.0;0.0;0.0;807377.0
6201;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2017 2nd quarter;0.0;0.0;1.0;7626.0;6043.0;0.0;0.0;812696.0
6202;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2017 3rd quarter;0.0;0.0;1.0;7750.0;6322.0;0.0;0.0;837972.0
6203;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2017 4th quarter;0.0;0.0;2.0;4749.0;6604.0;0.0;0.0;846846.0
6204;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2017;0.0;0.0;2.0;4749.0;6604.0;0.0;0.0;846846.0
6205;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2018 1st quarter;0.0;0.0;2.0;5469.0;6379.0;0.0;0.0;820131.0
6206;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2018 2nd quarter;0.0;0.0;2.0;4999.0;6718.0;0.0;0.0;844059.0
6207;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2018 3rd quarter;0.0;0.0;3.0;3454.0;6824.0;0.0;0.0;863322.0
6208;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2018 4th quarter;0.0;0.0;2.0;7634.0;6211.0;0.0;0.0;812981.0
6209;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2018;0.0;0.0;2.0;7634.0;6211.0;0.0;0.0;812981.0
6210;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2019 1st quarter;0.0;0.0;2.0;5298.0;6228.0;0.0;0.0;859141.0
6211;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2019 2nd quarter;0.0;0.0;2.0;4533.0;6638.0;0.0;0.0;875066.0
6212;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2019 3rd quarter;0.0;0.0;2.0;6267.0;7465.0;0.0;0.0;915814.0
6213;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2019 4th quarter;0.0;0.0;3.0;5744.0;7266.0;0.0;0.0;919264.0
6214;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2019;0.0;0.0;3.0;5744.0;7266.0;0.0;0.0;919264.0
6215;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2020 1st quarter;0.0;0.0;3.0;8982.0;7450.0;0.0;0.0;795405.0
6216;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2020 2nd quarter;0.0;0.0;3.0;5608.0;7046.0;0.0;0.0;861581.0
6217;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2020 3rd quarter;0.0;0.0;3.0;5214.0;6855.0;0.0;0.0;890433.0
6218;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2020 4th quarter;0.0;0.0;3.0;5458.0;6290.0;0.0;0.0;958584.0
6219;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2020;0.0;0.0;3.0;5458.0;6290.0;0.0;0.0;958584.0
6220;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2021 1st quarter;0.0;0.0;4.0;6322.0;6418.0;0.0;0.0;985914.0
6221;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2021 2nd quarter;0.0;0.0;4.0;6535.0;7282.0;0.0;0.0;1017611.0
6222;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2021 3rd quarter;0.0;0.0;3.0;4936.0;7155.0;0.0;0.0;1002261.0
6223;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2021 4th quarter;0.0;0.0;1.0;6808.0;7454.0;0.0;0.0;971230.0
6224;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2021;0.0;0.0;1.0;6808.0;7454.0;0.0;0.0;971230.0
6225;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2022 1st quarter;0.0;0.0;1.0;4804.0;7481.0;0.0;0.0;912925.0
6226;Total domestic sectors;Non-MMF investment funds ;Closing balance sheet;2022 2nd quarter;0.0;0.0;1.0;6313.0;7498.0;0.0;0.0;826266.0
