ID;Geslacht;Leeftijd;TypeInstelling;BurgerlijkeStaat;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
972;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2004;275;0.02;430.0;0.03;96.0
973;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2005;305;0.02;460.0;0.04;106.0
974;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2006;330;0.03;490.0;0.04;119.0
975;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2007;265;0.02;;;
976;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2008;265;0.02;425.0;0.04;93.0
977;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2009;295;0.03;465.0;0.04;105.0
978;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2004;10;0.18;15.0;0.25;4.0
979;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2005;15;0.24;15.0;0.26;5.0
980;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2006;15;0.26;15.0;0.3;5.0
981;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2007;25;0.4;;;
982;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2008;25;0.38;25.0;0.51;7.0
983;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Verweduwd;2009;20;0.36;30.0;0.55;7.0
984;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2004;575;0.32;685.0;0.41;182.0
985;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2005;650;0.38;765.0;0.48;201.0
986;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2006;735;0.43;865.0;0.55;236.0
987;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2007;730;0.4;;;
988;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2008;850;0.46;1005.0;0.6;264.0
989;Mannen;35 tot 50 jaar;Totaal zorg met verblijf;Gescheiden;2009;895;0.5;1090.0;0.65;294.0
990;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2004;770;0.04;1125.0;0.06;266.0
991;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2005;810;0.04;1195.0;0.06;281.0
992;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2006;865;0.04;1250.0;0.06;299.0
993;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2007;980;0.05;;;
994;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2008;1005;0.05;1555.0;0.08;343.0
995;Mannen;35 tot 50 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2009;995;0.05;1575.0;0.08;356.0
996;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2004;515;0.1;705.0;0.14;182.0
997;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2005;550;0.1;755.0;0.14;193.0
998;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2006;585;0.1;800.0;0.14;204.0
999;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2007;705;0.12;;;
1000;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2008;715;0.12;1060.0;0.18;251.0
1001;Mannen;35 tot 50 jaar;Verpleging en verzorging;Ongehuwd;2009;735;0.12;1070.0;0.18;263.0
1002;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2004;125;0.01;220.0;0.02;42.0
1003;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2005;130;0.01;235.0;0.02;45.0
1004;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2006;130;0.01;240.0;0.02;49.0
1005;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2007;115;0.01;;;
1006;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2008;105;0.01;220.0;0.02;39.0
1007;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2009;105;0.01;230.0;0.02;38.0
1008;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2004;5;0.06;5.0;0.12;2.0
1009;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2005;5;0.08;5.0;0.09;2.0
1010;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2006;5;0.06;5.0;0.07;1.0
1011;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2007;5;0.1;;;
1012;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2008;5;0.12;5.0;0.13;1.0
1013;Mannen;35 tot 50 jaar;Verpleging en verzorging;Verweduwd;2009;5;0.07;10.0;0.16;1.0
1014;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2004;125;0.07;190.0;0.11;40.0
1015;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2005;125;0.07;200.0;0.12;42.0
1016;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2006;145;0.08;205.0;0.13;46.0
1017;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2007;155;0.08;;;
1018;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2008;175;0.09;265.0;0.16;52.0
1019;Mannen;35 tot 50 jaar;Verpleging en verzorging;Gescheiden;2009;150;0.08;270.0;0.16;53.0
1020;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2004;10020;0.52;10285.0;0.54;3644.0
1021;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2005;10125;0.52;10370.0;0.54;3664.0
1022;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2006;10185;0.52;10500.0;0.55;3697.0
1023;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2007;10290;0.53;;;
1024;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2008;9995;0.52;10570.0;0.56;3700.0
1025;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2009;10145;0.53;10435.0;0.56;3652.0
1026;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2004;9875;1.95;10115.0;1.96;3594.0
1027;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2005;9945;1.83;10165.0;1.86;3606.0
1028;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2006;9985;1.79;10270.0;1.81;3630.0
1029;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2007;10070;1.77;;;
1030;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2008;9750;1.68;10300.0;1.76;3620.0
1031;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Ongehuwd;2009;9850;1.65;10115.0;1.69;3556.0
1032;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2004;55;0.0;80.0;0.01;20.0
1033;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2005;65;0.01;85.0;0.01;23.0
1034;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2006;70;0.01;95.0;0.01;26.0
1035;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2007;65;0.01;;;
1036;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2008;70;0.01;85.0;0.01;24.0
1037;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2009;85;0.01;100.0;0.01;29.0
1038;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2004;0;0.03;0.0;0.03;0.0
1039;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2005;5;0.06;5.0;0.05;1.0
1040;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2006;5;0.09;5.0;0.09;2.0
1041;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2007;10;0.15;;;
1042;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2008;10;0.13;10.0;0.17;3.0
1043;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Verweduwd;2009;5;0.12;5.0;0.14;2.0
1044;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2004;90;0.05;90.0;0.06;29.0
1045;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2005;110;0.06;120.0;0.07;34.0
1046;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2006;120;0.07;130.0;0.08;40.0
1047;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2007;145;0.08;;;
1048;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2008;170;0.09;170.0;0.1;52.0
1049;Mannen;35 tot 50 jaar;Gehandicaptenzorg;Gescheiden;2009;200;0.11;210.0;0.12;64.0
1050;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2004;2920;0.15;3280.0;0.17;998.0
1051;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2005;3240;0.17;3645.0;0.19;1107.0
1052;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2006;3680;0.19;4100.0;0.21;1253.0
1053;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2007;3855;0.2;;;
1054;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2008;4230;0.22;4775.0;0.25;1448.0
1055;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2009;4555;0.24;5170.0;0.28;1575.0
1056;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2004;2460;0.49;2720.0;0.53;849.0
1057;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2005;2710;0.5;3025.0;0.55;941.0
1058;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2006;3080;0.55;3385.0;0.6;1056.0
1059;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2007;3325;0.58;;;
1060;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2008;3620;0.62;4055.0;0.69;1255.0
1061;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Ongehuwd;2009;3900;0.65;4375.0;0.73;1356.0
1062;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2004;95;0.01;135.0;0.01;34.0
1063;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2005;105;0.01;150.0;0.01;38.0
1064;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2006;125;0.01;165.0;0.01;45.0
1065;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2007;85;0.01;;;
1066;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2008;90;0.01;125.0;0.01;29.0
1067;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2009;100;0.01;145.0;0.01;38.0
1068;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2004;5;0.09;5.0;0.1;2.0
1069;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2005;5;0.11;5.0;0.12;2.0
1070;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2006;5;0.11;10.0;0.14;2.0
1071;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2007;10;0.16;;;
1072;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2008;10;0.13;10.0;0.21;3.0
1073;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Verweduwd;2009;10;0.17;15.0;0.26;3.0
1074;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2004;360;0.2;415.0;0.25;113.0
1075;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2005;415;0.24;465.0;0.29;125.0
1076;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2006;470;0.27;545.0;0.35;150.0
1077;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2007;435;0.24;;;
1078;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2008;505;0.28;585.0;0.35;160.0
1079;Mannen;35 tot 50 jaar;Geestelijke gezondheidszorg;Gescheiden;2009;545;0.3;640.0;0.38;177.0
1080;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2004;12205;0.79;14420.0;0.93;4395.0
1081;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2005;12980;0.83;15310.0;0.98;4649.0
1082;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2006;14000;0.88;16550.0;1.03;5030.0
1083;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2007;15075;0.93;;;
1084;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2008;15565;0.94;18815.0;1.14;5662.0
1085;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2009;16750;1.0;19990.0;1.19;6006.0
1086;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2004;9305;6.42;10070.0;6.84;3387.0
1087;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2005;9855;6.21;10695.0;6.71;3581.0
1088;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2006;10535;6.22;11405.0;6.65;3840.0
1089;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2007;11485;6.47;;;
1090;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2008;11795;6.21;13140.0;6.87;4353.0
1091;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Ongehuwd;2009;12680;6.22;13920.0;6.79;4600.0
1092;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2004;1230;0.1;2105.0;0.18;441.0
1093;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2005;1240;0.1;2140.0;0.18;445.0
1094;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2006;1315;0.11;2295.0;0.19;466.0
1095;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2007;1215;0.1;;;
1096;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2008;1195;0.1;2195.0;0.18;428.0
1097;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2009;1230;0.1;2295.0;0.19;442.0
1098;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2004;185;0.57;255.0;0.84;57.0
1099;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2005;195;0.58;250.0;0.81;60.0
1100;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2006;200;0.6;285.0;0.93;66.0
1101;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2007;190;0.56;;;
1102;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2008;225;0.66;310.0;1.0;68.0
1103;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Verweduwd;2009;230;0.68;340.0;1.09;74.0
1104;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2004;1485;0.86;1990.0;1.17;510.0
1105;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2005;1690;0.97;2225.0;1.29;563.0
1106;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2006;1950;1.07;2565.0;1.43;659.0
1107;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2007;2185;1.12;;;
1108;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2008;2355;1.16;3170.0;1.6;814.0
1109;Mannen;50 tot 65 jaar;Totaal zorg met verblijf;Gescheiden;2009;2610;1.24;3430.0;1.66;889.0
1110;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2004;2690;0.17;4485.0;0.29;934.0
1111;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2005;2845;0.18;4655.0;0.3;968.0
1112;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2006;3075;0.19;5120.0;0.32;1060.0
1113;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2007;3310;0.2;;;
1114;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2008;3455;0.21;5895.0;0.36;1201.0
1115;Mannen;50 tot 65 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2009;3565;0.21;6245.0;0.37;1252.0
1116;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2004;885;0.61;1350.0;0.92;308.0
1117;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2005;965;0.61;1445.0;0.91;329.0
1118;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2006;1045;0.62;1580.0;0.92;367.0
1119;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2007;1215;0.68;;;
1120;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2008;1275;0.67;2010.0;1.05;449.0
1121;Mannen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2009;1355;0.66;2195.0;1.07;481.0
1122;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2004;955;0.08;1780.0;0.15;343.0
1123;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2005;950;0.08;1780.0;0.15;342.0
1124;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2006;1000;0.08;1890.0;0.16;352.0
1125;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2007;930;0.08;;;
1126;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2008;910;0.07;1845.0;0.15;323.0
1127;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2009;910;0.07;1905.0;0.15;325.0
1128;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2004;135;0.42;200.0;0.67;40.0
1129;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2005;140;0.42;190.0;0.63;42.0
1130;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2006;145;0.43;225.0;0.73;46.0
1131;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2007;135;0.4;;;
1132;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2008;160;0.47;245.0;0.79;48.0
1133;Mannen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2009;150;0.44;260.0;0.83;49.0
1134;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2004;710;0.41;1160.0;0.68;243.0
1135;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2005;790;0.45;1240.0;0.72;255.0
1136;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2006;885;0.49;1420.0;0.79;295.0
1137;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2007;1025;0.53;;;
1138;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2008;1110;0.55;1795.0;0.9;381.0
1139;Mannen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2009;1155;0.55;1890.0;0.91;397.0
1140;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2004;7000;0.45;7285.0;0.47;2561.0
1141;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2005;7410;0.47;7710.0;0.49;2710.0
1142;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2006;7880;0.49;8195.0;0.51;2887.0
1143;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2007;8425;0.52;;;
1144;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2008;8545;0.52;9165.0;0.56;3190.0
1145;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2009;9135;0.55;9520.0;0.57;3324.0
1146;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2004;6775;4.68;7005.0;4.76;2488.0
1147;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2005;7140;4.5;7370.0;4.62;2616.0
1148;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2006;7540;4.45;7790.0;4.54;2771.0
1149;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2007;8030;4.52;;;
1150;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2008;8105;4.27;8640.0;4.52;3036.0
1151;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2009;8620;4.23;8925.0;4.35;3148.0
1152;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2004;100;0.01;145.0;0.01;35.0
1153;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2005;110;0.01;160.0;0.01;40.0
1154;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2006;130;0.01;185.0;0.02;46.0
1155;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2007;130;0.01;;;
1156;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2008;140;0.01;200.0;0.02;52.0
1157;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2009;150;0.01;210.0;0.02;57.0
1158;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2004;10;0.03;10.0;0.04;4.0
1159;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2005;10;0.03;10.0;0.04;4.0
1160;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2006;15;0.04;15.0;0.05;4.0
1161;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2007;15;0.04;;;
1162;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2008;20;0.07;20.0;0.07;6.0
1163;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2009;25;0.07;25.0;0.07;7.0
1164;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2004;110;0.07;120.0;0.07;35.0
1165;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2005;150;0.09;165.0;0.1;50.0
1166;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2006;195;0.11;210.0;0.12;66.0
1167;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2007;245;0.13;;;
1168;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2008;275;0.14;300.0;0.15;96.0
1169;Mannen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2009;345;0.16;355.0;0.17;112.0
1170;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2004;2510;0.16;2780.0;0.18;900.0
1171;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2005;2730;0.17;3050.0;0.19;970.0
1172;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2006;3050;0.19;3365.0;0.21;1083.0
1173;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2007;3340;0.21;;;
1174;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2008;3565;0.22;4020.0;0.24;1271.0
1175;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2009;4050;0.24;4560.0;0.27;1430.0
1176;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2004;1640;1.13;1770.0;1.2;591.0
1177;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2005;1755;1.11;1925.0;1.21;636.0
1178;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2006;1955;1.15;2100.0;1.22;701.0
1179;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2007;2235;1.26;;;
1180;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2008;2410;1.27;2630.0;1.38;868.0
1181;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2009;2710;1.33;2990.0;1.46;971.0
1182;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2004;170;0.01;215.0;0.02;64.0
1183;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2005;180;0.02;225.0;0.02;63.0
1184;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2006;185;0.02;235.0;0.02;68.0
1185;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2007;155;0.01;;;
1186;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2008;145;0.01;190.0;0.02;52.0
1187;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2009;170;0.01;215.0;0.02;60.0
1188;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2004;40;0.12;45.0;0.15;13.0
1189;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2005;45;0.13;45.0;0.15;14.0
1190;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2006;40;0.13;55.0;0.17;16.0
1191;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2007;40;0.12;;;
1192;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2008;40;0.12;50.0;0.16;14.0
1193;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2009;55;0.17;65.0;0.21;18.0
1194;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2004;660;0.38;750.0;0.44;233.0
1195;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2005;750;0.43;855.0;0.5;258.0
1196;Mannen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2006;865;0.48;975.0;0.55;298.0
