ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;Migratieachtergrond;Perioden;BanenWerknemersGeborenInBuitenland_1
3743;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2010 4e kwartaal;32.7
3744;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2010;33.0
3745;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2011 1e kwartaal;33.3
3746;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2011 2e kwartaal;32.5
3747;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2011 3e kwartaal;33.5
3748;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2011 4e kwartaal;32.5
3749;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2011;32.9
3750;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2012 1e kwartaal;32.8
3751;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2012 2e kwartaal;32.1
3752;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2012 3e kwartaal;32.4
3753;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2012 4e kwartaal;31.8
3754;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2012;32.3
3755;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2013 1e kwartaal;31.5
3756;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2013 2e kwartaal;31.1
3757;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2013 3e kwartaal;30.9
3758;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2013 4e kwartaal;30.4
3759;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2013;31.0
3760;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2014 1e kwartaal;29.3
3761;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2014 2e kwartaal;29.5
3762;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2014 3e kwartaal;29.4
3763;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2014 4e kwartaal;29.0
3764;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2014;29.3
3765;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2015 1e kwartaal;28.2
3766;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2015 2e kwartaal;28.2
3767;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2015 3e kwartaal;28.4
3768;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2015 4e kwartaal;28.5
3769;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2015;28.3
3770;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2016 1e kwartaal;27.5
3771;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2016 2e kwartaal;27.9
3772;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2016 3e kwartaal;28.3
3773;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2016 4e kwartaal;28.4
3774;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2016;28.0
3775;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2017 1e kwartaal;28.3
3776;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2017 2e kwartaal;28.8
3777;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2017 3e kwartaal;29.2
3778;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2017 4e kwartaal;29.6
3779;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2017;29.0
3780;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2018 1e kwartaal;29.6
3781;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2018 2e kwartaal;30.4
3782;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2018 3e kwartaal;30.3
3783;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2018 4e kwartaal;30.4
3784;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2018;30.2
3785;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2019 1e kwartaal;30.5
3786;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2019 2e kwartaal;31.2
3787;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2019 3e kwartaal;31.4
3788;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2019 4e kwartaal;31.7
3789;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2019;31.2
3790;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2020 1e kwartaal;31.4
3791;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2020 2e kwartaal;30.3
3792;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2020 3e kwartaal;30.6
3793;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2020 4e kwartaal;31.1
3794;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Amerika;2020;30.9
3795;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2010 1e kwartaal;16.5
3796;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2010 2e kwartaal;15.9
3797;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2010 3e kwartaal;16.5
3798;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2010 4e kwartaal;16.4
3799;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2010;16.3
3800;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2011 1e kwartaal;16.7
3801;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2011 2e kwartaal;16.2
3802;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2011 3e kwartaal;16.9
3803;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2011 4e kwartaal;16.8
3804;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2011;16.6
3805;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2012 1e kwartaal;17.6
3806;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2012 2e kwartaal;17.6
3807;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2012 3e kwartaal;17.7
3808;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2012 4e kwartaal;17.5
3809;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2012;17.6
3810;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2013 1e kwartaal;18.1
3811;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2013 2e kwartaal;18.0
3812;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2013 3e kwartaal;17.9
3813;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2013 4e kwartaal;17.8
3814;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2013;17.9
3815;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2014 1e kwartaal;17.6
3816;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2014 2e kwartaal;17.5
3817;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2014 3e kwartaal;17.4
3818;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2014 4e kwartaal;17.4
3819;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2014;17.5
3820;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2015 1e kwartaal;17.6
3821;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2015 2e kwartaal;17.8
3822;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2015 3e kwartaal;17.7
3823;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2015 4e kwartaal;18.3
3824;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2015;17.9
3825;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2016 1e kwartaal;18.2
3826;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2016 2e kwartaal;18.6
3827;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2016 3e kwartaal;18.9
3828;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2016 4e kwartaal;19.3
3829;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2016;18.8
3830;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2017 1e kwartaal;19.7
3831;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2017 2e kwartaal;20.3
3832;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2017 3e kwartaal;20.9
3833;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2017 4e kwartaal;21.6
3834;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2017;20.6
3835;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2018 1e kwartaal;22.5
3836;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2018 2e kwartaal;23.4
3837;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2018 3e kwartaal;23.8
3838;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2018 4e kwartaal;24.6
3839;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2018;23.6
3840;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2019 1e kwartaal;24.9
3841;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2019 2e kwartaal;26.0
3842;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2019 3e kwartaal;26.3
3843;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2019 4e kwartaal;27.1
3844;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2019;26.1
3845;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2020 1e kwartaal;28.4
3846;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2020 2e kwartaal;27.7
3847;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2020 3e kwartaal;28.3
3848;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2020 4e kwartaal;28.7
3849;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Azië;2020;28.3
3850;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2010 1e kwartaal;65.1
3851;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2010 2e kwartaal;65.1
3852;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2010 3e kwartaal;66.9
3853;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2010 4e kwartaal;67.4
3854;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2010;66.1
3855;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2011 1e kwartaal;68.6
3856;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2011 2e kwartaal;68.4
3857;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2011 3e kwartaal;70.5
3858;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2011 4e kwartaal;70.2
3859;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2011;69.4
3860;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2012 1e kwartaal;72.1
3861;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2012 2e kwartaal;72.5
3862;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2012 3e kwartaal;73.2
3863;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2012 4e kwartaal;73.1
3864;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2012;72.7
3865;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2013 1e kwartaal;72.5
3866;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2013 2e kwartaal;73.7
3867;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2013 3e kwartaal;72.7
3868;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2013 4e kwartaal;73.4
3869;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2013;73.1
3870;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2014 1e kwartaal;70.7
3871;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2014 2e kwartaal;71.8
3872;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2014 3e kwartaal;71.2
3873;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2014 4e kwartaal;72.4
3874;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2014;71.5
3875;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2015 1e kwartaal;74.6
3876;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2015 2e kwartaal;77.4
3877;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2015 3e kwartaal;76.9
3878;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2015 4e kwartaal;78.1
3879;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2015;76.8
3880;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2016 1e kwartaal;76.9
3881;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2016 2e kwartaal;79.7
3882;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2016 3e kwartaal;80.3
3883;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2016 4e kwartaal;82.2
3884;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2016;79.8
3885;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2017 1e kwartaal;83.5
3886;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2017 2e kwartaal;88.0
3887;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2017 3e kwartaal;90.2
3888;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2017 4e kwartaal;94.5
3889;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2017;89.1
3890;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2018 1e kwartaal;99.4
3891;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2018 2e kwartaal;105.1
3892;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2018 3e kwartaal;106.4
3893;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2018 4e kwartaal;110.5
3894;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2018;105.4
3895;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2019 1e kwartaal;112.2
3896;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2019 2e kwartaal;117.5
3897;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2019 3e kwartaal;118.6
3898;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2019 4e kwartaal;121.9
3899;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2019;117.6
3900;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2020 1e kwartaal;126.4
3901;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2020 2e kwartaal;125.5
3902;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2020 3e kwartaal;126.6
3903;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2020 4e kwartaal;128.3
3904;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;Europa (excl. Nederlandse achtergrond);2020;126.7
3905;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2010 1e kwartaal;6.4
3906;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2010 2e kwartaal;6.2
3907;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2010 3e kwartaal;6.3
3908;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2010 4e kwartaal;6.4
3909;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2010;6.3
3910;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2011 1e kwartaal;6.6
3911;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2011 2e kwartaal;6.5
3912;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2011 3e kwartaal;6.7
3913;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2011 4e kwartaal;6.8
3914;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2011;6.7
3915;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2012 1e kwartaal;7.3
3916;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2012 2e kwartaal;7.3
3917;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2012 3e kwartaal;7.4
3918;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2012 4e kwartaal;7.4
3919;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2012;7.4
3920;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2013 1e kwartaal;7.5
3921;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2013 2e kwartaal;7.6
3922;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2013 3e kwartaal;7.6
3923;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2013 4e kwartaal;7.8
3924;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2013;7.6
3925;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2014 1e kwartaal;7.8
3926;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2014 2e kwartaal;7.9
3927;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2014 3e kwartaal;7.8
3928;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2014 4e kwartaal;8.0
3929;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2014;7.9
3930;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2015 1e kwartaal;8.1
3931;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2015 2e kwartaal;8.5
3932;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Uurloon: 15 tot 20 euro;GIPS landen in de EU;2015 3e kwartaal;8.8
