ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
5212;Streek, De;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Streek, De                     
5213;Streukel;193;Zwolle                         ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Streukel                       
5214;Strevelshoek;597;Ridderkerk                     ;87;Oostelijk IJsselmonde                   ;28;Zuid-Holland  ;nee;nee;Strevelshoek                   
5215;Strijbeek;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;nee;Strijbeek                      
5216;Strijen;617;Strijen                        ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;ja ;ja ;Strijen                        
5217;Strijenham;716;Tholen                         ;94;Sint Philipsland en Tholen              ;29;Zeeland       ;nee;nee;Strijenham                     
5218;Strijensas;617;Strijen                        ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;ja ;nee;Strijensas                     
5219;Strijp;603;Rijswijk                       ;80;Randgebied 's-Gravenhage                ;28;Zuid-Holland  ;nee;nee;Strijp                         
5220;Strijp;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Strijp                         
5221;Strijp;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;nee;nee;Strijp                         
5222;Strijpe;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;Zuid-Holland  ;nee;nee;Strijpe                        
5223;Strikberg;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Strikberg                      
5224;Stroe;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gelderland    ;ja ;nee;Stroe                          
5225;Stroe;462;Wieringen                      ;51;Wieringen en Wieringermeer              ;27;Noord-Holland ;nee;nee;Stroe                          
5226;Stroet;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Stroet                         
5227;Stroobos;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Stroobos                       
5228;Stroodorp;1695;Noord-Beveland                 ;97;Noord- en Zuid-Beveland                 ;29;Zeeland       ;nee;nee;Stroodorp                      
5229;Strooivledder;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Strooivledder                  
5230;Strucht;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Strucht                        
5231;Stuifakker;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;Zuid-Holland  ;nee;nee;Stuifakker                     
5232;Stuifzand;118;Hoogeveen                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Stuifzand                      
5233;Stuivezand;879;Zundert                        ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Stuivezand                     
5234;Stuivezand;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Stuivezand                     
5235;Sumar;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Sumar                          
5236;Surhuisterveen;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Surhuisterveen                 
5237;Surhuizum;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Surhuizum                      
5238;Susteren;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Susteren                       
5239;Suttum;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Groningen     ;nee;nee;Suttum                         
5240;Suwâld;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Suwâld                         
5241;Swaanwert;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Swaanwert                      
5242;Swalmen;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Swalmen                        
5243;Swartbroek;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Swartbroek                     
5244;Sweikhuizen;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Sweikhuizen                    
5245;Swichum;80;Leeuwarden                     ;11;Leeuwarden                              ;21;Friesland     ;ja ;nee;Swichum                        
5246;Swier;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Swier                          
5247;Swifterbant;303;Dronten                        ;129;Zuidelijke IJsselmeerpolders            ;24;Flevoland     ;ja ;nee;Swifterbant                    
5248;Swolgen;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Swolgen                        
5249;Taarlo;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Taarlo                         
5250;Tabakshof;335;Montfoort                      ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Tabakshof                      
5251;Tange;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Tange                          
5252;Tappersheul;589;Oudewater                      ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Tappersheul                    
5253;Tasdijk;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Zeeland       ;nee;nee;Tasdijk                        
5254;Teckop;632;Woerden                        ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Teckop                         
5255;Teeffelen;808;Lith                           ;111;Maaskant                                ;30;Noord-Brabant ;ja ;nee;Teeffelen                      
5256;Teerns;80;Leeuwarden                     ;11;Leeuwarden                              ;21;Friesland     ;ja ;nee;Teerns                         
5257;Tegelen;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;Limburg       ;ja ;nee;Tegelen                        
5258;Telgt;233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Telgt                          
5259;Tempel;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;nee;nee;Tempel                         
5260;Terband;74;Heerenveen                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Terband                        
5261;Terblijt;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Terblijt                       
5262;Terborg;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;ja ;nee;Terborg                        
5263;Terdiek;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Terdiek                        
5264;Tereyken;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Tereyken                       
5265;Tergracht (ged.);737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Tergracht (ged.)               
5266;Tergracht (ged.);1722;Ferwerderadiel                 ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Tergracht (ged.)               
5267;Terhagen;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terhagen                       
5268;Terheijden;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;ja ;nee;Terheijden                     
5269;Terheijl;1699;Noordenveld                    ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;nee;nee;Terheijl                       
5270;Terherne;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Terherne                       
5271;Terhofstede;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;nee;nee;Terhofstede                    
5272;Terhorst;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Terhorst                       
5273;Terkaple;51;Skarsterlân                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Terkaple                       
5274;Terlet;277;Rozendaal                      ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gelderland    ;nee;nee;Terlet                         
5275;Terlinden;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Terlinden                      
5276;Termaar;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Termaar                        
5277;Termaar;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Termaar                        
5278;Termunten;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;ja ;nee;Termunten                      
5279;Termunterzijl;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;ja ;nee;Termunterzijl                  
5280;Ternaard;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Ternaard                       
5281;Terneuzen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Zeeland       ;ja ;ja ;Terneuzen                      
5282;Teroele;51;Skarsterlân                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Teroele                        
5283;Terover;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Terover                        
5284;Terschelling;93;Terschelling                   ;13;Friese Waddeneilanden                   ;21;Friesland     ;nee;ja ;Terschelling                   
5285;Terschuren;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terschuren                     
5286;Terschuur;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gelderland    ;ja ;nee;Terschuur                      
5287;Tersluis;498;Drechterland                   ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;nee;Tersluis                       
5288;Tersoal;55;Boarnsterhim                   ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Tersoal                        
5289;Terstraten;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terstraten                     
5290;Tervoorst;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Tervoorst                      
5291;Tervoort;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;nee;nee;Tervoort                       
5292;Terwinselen (ged.);882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terwinselen (ged.)             
5293;Terwinselen (ged.);928;Kerkrade                       ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terwinselen (ged.)             
5294;Terwisga;85;Ooststellingwerf               ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Terwisga                       
5295;Terwispel;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Terwispel                      
5296;Terwolde;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Terwolde                       
5297;Terworm;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Terworm                        
5298;Terziet;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Terziet                        
5299;Teteringen;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;ja ;nee;Teteringen                     
5300;Teuge;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Teuge                          
5301;Texel;448;Texel                          ;50;Texel                                   ;27;Noord-Holland ;nee;ja ;Texel                          
5302;Teylingen;1525;Teylingen                      ;68;Zuidhollandse Bollenstreek              ;28;Zuid-Holland  ;nee;ja ;Teylingen                      
5303;Thamerdal;451;Uithoorn                       ;62;Noordhollandse Meerlanden               ;27;Noord-Holland ;nee;nee;Thamerdal                      
5304;Theereheide;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Theereheide                    
5305;Thesinge;9;Ten Boer                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Thesinge                       
5306;Thij;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Thij                           
5307;Tholen;716;Tholen                         ;94;Sint Philipsland en Tholen              ;29;Zeeland       ;ja ;ja ;Tholen                         
5308;Thorn;1641;Maasgouw                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;nee;Thorn                          
5309;Thull;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Thull                          
5310;Tichelwurk;81;Leeuwarderadeel                ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Tichelwurk                     
5311;Tiel;281;Tiel                           ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;ja ;Tiel                           
5312;Tielse Hoeve;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Tielse Hoeve                   
5313;Tiendeveen;118;Hoogeveen                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Tiendeveen                     
5314;Tiendweg-West;643;Nederlek                       ;75;Krimpenerwaard                          ;28;Zuid-Holland  ;nee;nee;Tiendweg-West                  
5315;Tiengemeten;588;Korendijk                      ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;nee;nee;Tiengemeten                    
5316;Tienhoven;333;Maarssen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;ja ;nee;Tienhoven                      
5317;Tienhoven;707;Zederik                        ;78;Vijfheerenlanden                        ;28;Zuid-Holland  ;ja ;nee;Tienhoven                      
5318;Tienray;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Tienray                        
5319;Tiggelt;879;Zundert                        ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Tiggelt                        
5320;Tijnje;86;Opsterland                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Tijnje                         
5321;Tike, De;90;Smallingerland                 ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Tike, De                       
5322;Tilburg;855;Tilburg                        ;107;Tilburg                                 ;30;Noord-Brabant ;ja ;ja ;Tilburg                        
5323;Tilligte;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;Overijssel    ;ja ;nee;Tilligte                       
5324;Tinallinge;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Groningen     ;ja ;nee;Tinallinge                     
5325;Tinte;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;Zuid-Holland  ;ja ;nee;Tinte                          
5326;Tirns;683;Wymbritseradiel                ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Tirns                          
5327;Tivoli;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Tivoli                         
5328;Tjaard;80;Leeuwarden                     ;11;Leeuwarden                              ;21;Friesland     ;nee;nee;Tjaard                         
5329;Tjabbesoord;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Tjabbesoord                    
5330;Tjalhuizum;683;Wymbritseradiel                ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Tjalhuizum                     
5331;Tjalleberd;74;Heerenveen                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Tjalleberd                     
5332;Tjallewal;441;Schagen                        ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Tjallewal                      
5333;Tjamsweer;3;Appingedam                     ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Tjamsweer                      
5334;Tjeintgum;140;Littenseradiel                 ;10;Fries Weidegebied                       ;21;Friesland     ;nee;nee;Tjeintgum                      
5335;Tjerkgaast;51;Skarsterlân                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Tjerkgaast                     
5336;Tjerkwerd;710;Wûnseradiel                    ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Tjerkwerd                      
5337;Tjoene;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Tjoene                         
5338;Tjuchem;40;Slochteren                     ;4;Groninger Veenkoloniën                  ;20;Groningen     ;ja ;nee;Tjuchem                        
5339;Tolberg;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;nee;nee;Tolberg                        
5340;Tolbert;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;ja ;nee;Tolbert                        
5341;Toldijk;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;ja ;nee;Toldijk                        
5342;Toldijk;1690;De Wolden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;nee;nee;Toldijk                        
5343;Tolkamer;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gelderland    ;ja ;nee;Tolkamer                       
5344;Tolke;441;Schagen                        ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Tolke                          
5345;Tollebeek;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Flevoland     ;ja ;nee;Tollebeek                      
5346;Tonden;213;Brummen                        ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Tonden                         
5347;Tongelaar;1684;Cuijk                          ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Tongelaar                      
5348;Tongelre;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Tongelre                       
5349;Tongeren;232;Epe                            ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;nee;nee;Tongeren                       
5350;Tongeren;757;Boxtel                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Tongeren                       
5351;Tongeren;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Tongeren                       
5352;Tongerlo;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Tongerlo                       
5353;Tongerlo;964;Sevenum                        ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Tongerlo                       
5354;Tonnekreek;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;nee;nee;Tonnekreek                     
5355;Tonsel (ged.);233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Tonsel (ged.)                  
5356;Tonsel (ged.);243;Harderwijk                     ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Tonsel (ged.)                  
5357;Toom;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;nee;nee;Toom                           
5358;Toornwerd;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Toornwerd                      
5359;Tragel;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Zeeland       ;nee;nee;Tragel                         
5360;Tragel;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;nee;nee;Tragel                         
5361;Tranendal;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Tranendal                      
5362;Transvaal;308;Baarn                          ;44;Utrechtse Heuvelrug                     ;26;Utrecht       ;nee;nee;Transvaal                      
5363;Treebeek (ged.);899;Brunssum                       ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Treebeek (ged.)                
5364;Treebeek (ged.);917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Treebeek (ged.)                
5365;Treek, Den;327;Leusden                        ;43;Utrechtse Vallei en Eemgebied           ;26;Utrecht       ;nee;nee;Treek, Den                     
5366;Trent;1685;Landerd                        ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Trent                          
5367;Tricht;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Tricht                         
5368;Triemen;79;Kollumerland en Nieuwkruisland ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Triemen                        
5369;Trimunt;25;Marum                          ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;nee;nee;Trimunt                        
5370;Trintelen;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Trintelen                      
5371;Tripscompagnie;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Tripscompagnie                 
5372;Tritzum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Tritzum                        
5373;Trompenberg;402;Hilversum                      ;66;Hilversum                               ;27;Noord-Holland ;nee;nee;Trompenberg                    
5374;Tronde;85;Ooststellingwerf               ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Tronde                         
5375;Tubantia;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Tubantia                       
5376;Tubbergen;183;Tubbergen                      ;24;Overige gemeenten in Twente             ;23;Overijssel    ;ja ;ja ;Tubbergen                      
5377;Tuikwerd;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Tuikwerd                       
5378;Tuil;304;Neerijnen                      ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Tuil                           
5379;Tuindorp;344;Utrecht                        ;47;Stad Utrecht                            ;26;Utrecht       ;nee;nee;Tuindorp                       
5380;Tuindorp;606;Schiedam                       ;85;Ind. geb. ten N. van de Nieuwe Waterweg ;28;Zuid-Holland  ;nee;nee;Tuindorp                       
5381;Tuindorp;772;Eindhoven                      ;113;Eindhoven                               ;30;Noord-Brabant ;nee;nee;Tuindorp                       
5382;Tuindorp Broekheurne;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Tuindorp Broekheurne           
5383;Tuindorp Bruggemors;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Tuindorp Bruggemors            
5384;Tuindorp Dolfia;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Tuindorp Dolfia                
5385;Tuindorp Meerdervoort;642;Zwijndrecht                    ;87;Oostelijk IJsselmonde                   ;28;Zuid-Holland  ;nee;nee;Tuindorp Meerdervoort          
5386;Tuindorp Onnen;17;Haren                          ;8;Randgebied stad Groningen               ;20;Groningen     ;nee;nee;Tuindorp Onnen                 
5387;Tuindorp Oostzaan;363;Amsterdam                      ;63;Amsterdam                               ;27;Noord-Holland ;nee;nee;Tuindorp Oostzaan              
5388;Tuindorp Slotermeer;363;Amsterdam                      ;63;Amsterdam                               ;27;Noord-Holland ;nee;nee;Tuindorp Slotermeer            
5389;Tuinhoek;370;Beemster                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;nee;nee;Tuinhoek                       
5390;Tuinstad Slotervaart;363;Amsterdam                      ;63;Amsterdam                               ;27;Noord-Holland ;nee;nee;Tuinstad Slotervaart           
5391;Tuitjenhorn;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;Noord-Holland ;ja ;nee;Tuitjenhorn                    
5392;Tuk;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Tuk                            
5393;Tull en 't Waal;321;Houten                         ;45;Utrechts Kromme Rijngebied              ;26;Utrecht       ;ja ;nee;Tull en 't Waal                
5394;Tungelroy;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Tungelroy                      
5395;Turkeije;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Zeeland       ;nee;nee;Turkeije                       
5396;Tusschen de Bruggen;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Tusschen de Bruggen            
5397;Tusschenloegen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Tusschenloegen                 
5398;Tussenklappen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Tussenklappen                  
5399;Tussenlanen;491;Bergambacht                    ;75;Krimpenerwaard                          ;28;Zuid-Holland  ;nee;nee;Tussenlanen                    
5400;Twaalfmorgen;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;nee;nee;Twaalfmorgen                   
5401;Tweede Exloërmond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Tweede Exloërmond              
5402;Tweede Tol;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;Zuid-Holland  ;nee;nee;Tweede Tol                     
5403;Tweede Valthermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Tweede Valthermond             
5404;Tweehuizen;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Tweehuizen                     
5405;Tweemanspolder;1666;Zevenhuizen-Moerkapelle        ;83;Midden-Zuid-Holland                     ;28;Zuid-Holland  ;nee;nee;Tweemanspolder                 
5406;Twekkelerveld;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Twekkelerveld                  
5407;Twekkelo (ged.);153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Twekkelo (ged.)                
5408;Twekkelo (ged.);164;Hengelo                        ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Twekkelo (ged.)                
5409;Twello;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;ja ;nee;Twello                         
5410;Twenterand;1700;Twenterand                     ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;ja ;Twenterand                     
5411;Twijzel;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Twijzel                        
5412;Twijzelerheide;59;Achtkarspelen                  ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Twijzelerheide                 
5413;Twisk;420;Medemblik                      ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;ja ;nee;Twisk                          
5414;Twist;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Twist                          
5415;Tynaarlo;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;ja ;Tynaarlo                       
5416;Tytsjerk;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Tytsjerk                       
5417;Tytsjerksteradiel;737;Tytsjerksteradiel              ;9;Fries Zandgebied                        ;21;Friesland     ;nee;ja ;Tytsjerksteradiel              
5418;Tzum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Tzum                           
5419;Tzummarum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Tzummarum                      
5420;Ubach over Worms;882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Ubach over Worms               
5421;Ubachsberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Ubachsberg                     
5422;Ubbena;106;Assen                          ;17;Drentse Zandgronden                     ;22;Drenthe       ;ja ;nee;Ubbena                         
5423;Ubbergen;282;Ubbergen                       ;40;Gebied om Nijmegen                      ;25;Gelderland    ;ja ;ja ;Ubbergen                       
5424;Ubroek;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;Limburg       ;nee;nee;Ubroek                         
