ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
318;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2022;3.8;56.6;1.3;7.5;62.2;27.0;6.6;0.5;7.1;8.9;74.2;6.1
319;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2023;3.3;50.2;1.1;6.6;69.1;20.7;5.9;0.7;6.0;10.3;73.9;6.1
320;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2014;3.3;45.8;1.0;6.6;72.3;21.9;9.2;1.3;9.2;16.1;74.1;5.5
321;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2015;3.4;49.0;1.0;6.9;72.0;21.4;9.7;1.2;9.4;14.8;74.2;6.1
322;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2016;3.0;48.3;1.0;6.1;73.6;20.7;8.9;1.2;9.3;15.2;74.4;5.8
323;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2017;3.1;45.2;0.9;6.2;74.9;19.5;9.0;1.0;10.7;14.4;74.0;5.8
324;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2018;3.4;50.6;1.2;6.8;72.3;21.2;9.4;1.0;9.8;15.4;72.6;6.2
325;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2019;3.6;48.2;1.2;7.2;72.5;19.7;10.7;1.3;10.3;15.4;71.9;6.8
326;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2020;3.9;45.7;1.1;7.9;69.6;23.3;10.1;1.4;11.0;15.3;70.5;7.8
327;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2021;3.4;44.1;1.1;6.7;67.4;25.7;10.1;1.7;10.8;14.1;72.1;8.0
328;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2022;4.5;59.4;1.5;8.9;65.1;29.7;8.2;1.0;8.7;10.7;76.9;7.7
329;Mannen;35 tot 45 jaar;Bovengrens 95%-interval;2023;4.0;52.9;1.3;8.0;71.8;23.2;7.4;1.3;7.6;12.1;76.5;7.7
330;Mannen;45 tot 55 jaar;Waarde;2014;3.4;40.6;0.8;7.0;61.6;25.9;11.4;1.1;10.7;16.0;67.3;6.0
331;Mannen;45 tot 55 jaar;Waarde;2015;3.9;42.2;0.8;8.0;58.1;27.5;13.1;1.3;10.7;14.5;68.9;5.9
332;Mannen;45 tot 55 jaar;Waarde;2016;3.7;42.7;0.9;7.5;60.3;25.8;12.5;1.3;10.4;15.1;68.7;5.8
333;Mannen;45 tot 55 jaar;Waarde;2017;3.6;40.6;0.8;7.3;62.4;24.0;12.4;1.3;11.3;14.5;67.8;6.4
334;Mannen;45 tot 55 jaar;Waarde;2018;3.6;43.8;1.0;7.3;61.3;25.7;11.8;1.1;11.2;14.7;68.0;6.1
335;Mannen;45 tot 55 jaar;Waarde;2019;4.0;41.8;0.9;8.2;61.6;24.1;12.5;1.8;11.2;14.6;67.0;7.1
336;Mannen;45 tot 55 jaar;Waarde;2020;3.9;38.2;0.9;7.8;57.9;26.8;13.7;1.6;10.8;13.5;69.4;6.3
337;Mannen;45 tot 55 jaar;Waarde;2021;4.1;37.9;0.9;8.3;56.8;26.6;14.6;2.0;11.8;14.5;65.7;7.9
338;Mannen;45 tot 55 jaar;Waarde;2022;4.6;52.5;1.2;9.4;56.7;32.0;10.0;1.3;7.9;10.8;74.6;6.7
339;Mannen;45 tot 55 jaar;Waarde;2023;4.0;44.3;1.1;7.9;62.3;26.6;9.8;1.3;7.5;11.2;74.1;7.1
340;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2014;3.1;39.2;0.8;6.3;60.0;24.6;10.4;0.8;9.7;14.9;65.8;5.3
341;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2015;3.6;40.9;0.8;7.3;56.7;26.1;12.1;1.0;9.8;13.5;67.5;5.2
342;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2016;3.3;41.4;0.8;6.8;58.9;24.6;11.6;1.0;9.6;14.1;67.3;5.1
343;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2017;3.2;39.2;0.8;6.6;60.8;22.7;11.4;1.0;10.3;13.4;66.4;5.7
344;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2018;3.3;42.7;0.9;6.7;60.0;24.5;11.0;0.9;10.4;13.7;66.8;5.5
345;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2019;3.6;40.6;0.9;7.5;60.1;22.8;11.6;1.4;10.4;13.7;65.6;6.4
346;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2020;3.5;36.9;0.9;7.1;56.5;25.4;12.7;1.3;9.9;12.5;68.0;5.6
347;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2021;3.7;36.6;0.8;7.5;55.2;25.1;13.5;1.6;10.8;13.4;64.2;7.1
348;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2022;4.2;51.2;1.1;8.6;55.3;30.6;9.2;1.0;7.2;9.9;73.3;6.0
349;Mannen;45 tot 55 jaar;Ondergrens 95%-interval;2023;3.6;43.0;1.0;7.2;60.8;25.4;9.0;1.0;6.8;10.4;72.8;6.4
350;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2014;3.8;41.9;0.9;7.7;63.1;27.4;12.4;1.5;11.7;17.2;68.8;6.8
351;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2015;4.3;43.6;0.9;8.8;59.6;28.8;14.1;1.7;11.7;15.6;70.3;6.7
352;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2016;4.0;44.0;1.0;8.1;61.7;27.1;13.6;1.7;11.4;16.2;70.0;6.5
353;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2017;3.9;41.9;0.9;8.1;63.8;25.3;13.5;1.7;12.3;15.6;69.2;7.2
354;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2018;3.9;45.0;1.1;7.9;62.6;26.9;12.8;1.5;12.1;15.6;69.2;6.8
355;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2019;4.3;43.1;1.0;8.9;63.0;25.4;13.6;2.2;12.2;15.7;68.3;7.9
356;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2020;4.3;39.5;1.0;8.5;59.4;28.1;14.8;2.0;11.8;14.5;70.7;7.1
357;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2021;4.5;39.3;1.0;9.1;58.4;28.0;15.8;2.5;12.9;15.7;67.2;8.9
358;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2022;5.0;53.8;1.3;10.2;58.1;33.3;10.9;1.7;8.7;11.7;75.8;7.5
359;Mannen;45 tot 55 jaar;Bovengrens 95%-interval;2023;4.3;45.7;1.2;8.6;63.7;28.0;10.7;1.7;8.3;12.2;75.4;8.0
360;Mannen;55 tot 65 jaar;Waarde;2014;5.1;40.5;0.9;10.1;52.2;28.1;17.8;2.0;13.1;15.2;65.2;6.5
361;Mannen;55 tot 65 jaar;Waarde;2015;5.7;42.8;1.0;11.1;50.3;28.2;19.6;1.9;11.9;14.0;67.6;6.5
362;Mannen;55 tot 65 jaar;Waarde;2016;5.8;42.3;1.1;11.7;49.4;28.1;20.4;2.2;12.3;15.4;65.9;6.5
363;Mannen;55 tot 65 jaar;Waarde;2017;6.1;42.6;1.0;12.0;50.9;27.7;19.4;2.1;12.7;15.3;64.6;7.4
364;Mannen;55 tot 65 jaar;Waarde;2018;5.9;45.1;1.1;11.7;50.2;29.7;18.0;2.2;11.9;15.7;66.1;6.3
365;Mannen;55 tot 65 jaar;Waarde;2019;6.1;45.3;1.1;12.0;51.1;28.3;18.3;2.2;12.3;15.9;64.9;6.8
366;Mannen;55 tot 65 jaar;Waarde;2020;5.8;40.2;1.1;11.4;47.3;31.5;19.2;1.9;11.8;14.6;65.6;8.0
367;Mannen;55 tot 65 jaar;Waarde;2021;6.4;39.5;1.1;12.5;45.7;30.6;21.1;2.6;13.0;15.2;63.8;8.0
368;Mannen;55 tot 65 jaar;Waarde;2022;6.4;51.7;1.3;12.7;47.8;34.9;15.5;1.8;9.6;11.9;70.9;7.7
369;Mannen;55 tot 65 jaar;Waarde;2023;6.1;44.3;1.2;11.9;51.5;31.3;15.0;2.2;8.6;12.5;71.4;7.5
370;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2014;4.6;39.1;0.8;9.2;50.6;26.6;16.5;1.5;12.1;14.1;63.6;5.7
371;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2015;5.3;41.4;0.9;10.2;48.8;26.8;18.4;1.5;11.0;13.0;66.1;5.7
372;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2016;5.3;40.9;1.0;10.7;47.9;26.7;19.2;1.8;11.3;14.4;64.4;5.7
373;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2017;5.6;41.3;1.0;11.1;49.3;26.3;18.2;1.7;11.7;14.2;63.1;6.7
374;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2018;5.5;43.9;1.0;10.9;48.8;28.4;16.9;1.8;11.1;14.8;64.9;5.7
375;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2019;5.7;44.1;1.0;11.2;49.7;27.0;17.3;1.9;11.5;15.0;63.6;6.2
376;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2020;5.4;39.0;1.0;10.6;45.9;30.2;18.1;1.6;10.9;13.7;64.3;7.2
377;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2021;5.9;38.2;1.0;11.6;44.2;29.2;19.9;2.1;12.0;14.2;62.4;7.2
378;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2022;6.0;50.5;1.2;11.8;46.5;33.7;14.6;1.5;8.8;11.0;69.7;7.0
379;Mannen;55 tot 65 jaar;Ondergrens 95%-interval;2023;5.6;43.1;1.1;11.0;50.1;30.1;14.1;1.8;7.8;11.6;70.2;6.9
380;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2014;5.5;42.0;1.0;10.9;53.9;29.6;19.1;2.5;14.3;16.4;66.7;7.4
381;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2015;6.2;44.2;1.1;12.0;51.9;29.6;20.9;2.4;13.0;15.1;69.0;7.3
382;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2016;6.3;43.6;1.2;12.6;50.9;29.4;21.6;2.7;13.3;16.5;67.3;7.2
383;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2017;6.6;44.0;1.1;12.9;52.4;29.1;20.6;2.6;13.8;16.4;66.0;8.3
384;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2018;6.3;46.2;1.2;12.5;51.5;31.0;19.0;2.7;12.8;16.7;67.3;6.9
385;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2019;6.5;46.5;1.2;12.9;52.5;29.6;19.5;2.7;13.2;16.9;66.2;7.5
386;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2020;6.2;41.4;1.2;12.3;48.7;32.9;20.3;2.4;12.7;15.7;66.9;8.8
387;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2021;6.9;40.7;1.2;13.5;47.2;32.0;22.4;3.1;14.0;16.3;65.2;8.8
388;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2022;6.9;52.9;1.4;13.6;49.1;36.2;16.5;2.2;10.4;12.7;72.1;8.4
389;Mannen;55 tot 65 jaar;Bovengrens 95%-interval;2023;6.5;45.5;1.3;12.8;52.8;32.6;16.0;2.6;9.4;13.4;72.6;8.3
390;Mannen;65 tot 75 jaar;Waarde;2014;2.3;16.1;0.4;3.0;52.7;25.1;18.8;3.4;3.4;7.9;83.3;5.5
391;Mannen;65 tot 75 jaar;Waarde;2015;2.1;17.5;0.5;2.6;51.7;30.1;16.6;1.6;6.0;5.3;79.7;9.0
392;Mannen;65 tot 75 jaar;Waarde;2016;1.9;19.8;0.5;2.9;50.4;25.6;22.2;1.8;5.5;13.4;75.5;5.6
393;Mannen;65 tot 75 jaar;Waarde;2017;2.7;23.5;0.7;4.4;53.8;28.6;16.5;1.2;5.4;15.9;72.9;5.8
394;Mannen;65 tot 75 jaar;Waarde;2018;4.7;27.4;0.8;8.1;48.4;25.4;25.3;0.9;10.0;11.3;69.8;9.0
395;Mannen;65 tot 75 jaar;Waarde;2019;5.4;29.2;0.8;9.0;50.7;24.8;22.9;1.6;8.8;10.6;70.9;9.6
396;Mannen;65 tot 75 jaar;Waarde;2020;4.7;26.4;0.9;8.4;45.6;27.9;23.8;2.6;10.5;12.5;70.8;6.2
397;Mannen;65 tot 75 jaar;Waarde;2021;4.9;25.5;0.8;8.5;45.8;30.5;20.1;3.6;11.6;14.1;65.5;8.7
398;Mannen;65 tot 75 jaar;Waarde;2022;4.6;36.7;1.1;8.2;51.6;30.7;15.5;2.2;6.3;8.0;77.3;8.4
399;Mannen;65 tot 75 jaar;Waarde;2023;4.7;32.0;0.9;8.1;53.2;29.1;15.6;2.1;9.5;10.4;72.3;7.9
400;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.1;12.5;0.2;1.0;44.1;18.4;13.1;1.2;1.4;4.4;76.1;2.7
401;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2015;1.2;14.1;0.3;1.4;44.7;24.1;12.2;0.6;3.5;3.1;73.8;5.8
402;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2016;1.3;16.6;0.3;2.0;44.4;20.8;17.6;0.7;3.4;9.9;70.2;3.5
403;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2017;1.8;20.3;0.5;2.9;48.3;23.8;12.7;0.4;3.3;12.4;67.8;3.9
404;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2018;3.7;24.7;0.6;6.4;43.8;21.7;21.6;0.3;7.8;9.0;65.9;6.9
405;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2019;4.4;26.6;0.6;7.2;46.5;21.3;19.5;0.8;6.9;8.6;67.4;7.5
406;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2020;3.7;23.9;0.7;6.6;41.5;24.3;20.4;1.6;8.3;10.1;67.1;4.5
407;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2021;3.9;23.0;0.6;6.6;41.8;27.0;17.1;2.4;9.4;11.7;61.8;6.8
408;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2022;3.8;34.2;0.9;6.7;48.4;27.9;13.4;1.5;5.0;6.5;74.6;6.8
409;Mannen;65 tot 75 jaar;Ondergrens 95%-interval;2023;3.9;29.8;0.8;6.8;50.1;26.4;13.6;1.4;7.8;8.7;69.5;6.4
410;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2014;3.4;20.4;0.7;4.9;61.1;33.4;26.2;8.9;8.1;13.7;88.6;10.8
411;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2015;3.0;21.5;0.7;3.8;58.6;36.9;22.2;4.1;10.0;9.1;84.6;13.8
412;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2016;2.6;23.4;0.6;3.8;56.3;31.1;27.7;4.5;8.7;17.9;80.1;9.0
413;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2017;3.5;27.2;0.9;5.9;59.2;33.8;21.0;3.1;8.7;20.2;77.4;8.8
414;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2018;5.7;30.3;1.1;9.9;52.9;29.6;29.4;2.3;12.7;14.0;73.4;11.7
415;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2019;6.4;32.0;1.1;10.8;54.9;28.6;26.6;3.2;11.3;13.2;74.2;12.1
416;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2020;5.6;29.2;1.2;10.1;49.8;31.9;27.5;4.3;13.2;15.4;74.2;8.5
417;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2021;6.0;28.2;1.0;10.5;49.7;34.3;23.5;5.5;14.3;17.0;69.0;11.2
418;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2022;5.3;39.2;1.3;9.6;54.7;33.7;17.9;3.2;8.0;9.8;79.8;10.3
419;Mannen;65 tot 75 jaar;Bovengrens 95%-interval;2023;5.5;34.4;1.1;9.5;56.2;32.0;18.0;3.1;11.4;12.4;74.9;9.7
420;Vrouwen;15 tot 75 jaar;Waarde;2014;4.4;46.2;1.2;7.0;71.0;17.0;11.0;1.0;7.5;15.7;72.0;4.8
421;Vrouwen;15 tot 75 jaar;Waarde;2015;4.7;47.8;1.2;7.5;69.9;16.7;12.3;1.1;6.8;14.0;73.9;5.3
422;Vrouwen;15 tot 75 jaar;Waarde;2016;4.5;49.2;1.3;7.3;70.5;16.6;11.9;1.0;7.5;15.4;72.3;4.7
423;Vrouwen;15 tot 75 jaar;Waarde;2017;4.8;47.5;1.2;7.6;71.4;16.2;11.3;1.2;8.4;15.5;70.9;5.3
424;Vrouwen;15 tot 75 jaar;Waarde;2018;5.3;50.9;1.4;8.5;69.1;17.1;12.7;1.2;8.8;15.7;70.7;4.8
425;Vrouwen;15 tot 75 jaar;Waarde;2019;5.3;49.5;1.4;8.6;69.2;16.5;13.0;1.3;8.5;15.9;70.0;5.6
426;Vrouwen;15 tot 75 jaar;Waarde;2020;5.0;46.6;1.3;7.9;66.1;19.4;13.3;1.2;8.4;14.4;71.0;6.2
427;Vrouwen;15 tot 75 jaar;Waarde;2021;5.5;46.3;1.3;8.8;62.9;20.6;15.0;1.5;9.4;15.3;68.2;7.1
428;Vrouwen;15 tot 75 jaar;Waarde;2022;6.3;61.3;1.7;10.0;66.1;23.2;9.6;1.1;7.3;12.7;73.0;7.0
429;Vrouwen;15 tot 75 jaar;Waarde;2023;5.7;54.1;1.6;9.1;70.6;18.2;10.0;1.2;7.3;13.5;72.6;6.6
430;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2014;4.2;45.4;1.1;6.7;70.2;16.4;10.4;0.8;7.0;15.1;71.1;4.4
431;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2015;4.4;47.1;1.1;7.1;69.1;16.1;11.8;0.9;6.4;13.4;73.2;4.9
432;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2016;4.3;48.4;1.2;6.9;69.7;15.9;11.3;0.9;7.1;14.8;71.6;4.3
433;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2017;4.5;46.8;1.2;7.3;70.7;15.6;10.8;1.0;7.9;15.0;70.1;4.9
434;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2018;5.1;50.3;1.4;8.1;68.4;16.5;12.2;1.0;8.5;15.2;70.0;4.5
435;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2019;5.1;48.9;1.3;8.3;68.5;16.0;12.6;1.1;8.1;15.4;69.4;5.2
436;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2020;4.8;46.0;1.2;7.6;65.4;18.8;12.8;1.1;8.0;13.9;70.3;5.9
437;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2021;5.3;45.6;1.3;8.5;62.1;20.0;14.5;1.3;9.0;14.7;67.5;6.7
438;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2022;6.0;60.7;1.6;9.7;65.5;22.6;9.2;1.0;7.0;12.3;72.4;6.6
439;Vrouwen;15 tot 75 jaar;Ondergrens 95%-interval;2023;5.5;53.5;1.5;8.8;70.0;17.7;9.6;1.1;7.0;13.1;72.0;6.3
440;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2014;4.7;47.0;1.2;7.4;71.9;17.7;11.6;1.2;8.0;16.4;72.8;5.2
441;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2015;4.9;48.5;1.2;7.8;70.6;17.4;12.9;1.2;7.2;14.5;74.7;5.7
442;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2016;4.6;49.9;1.3;7.6;71.2;17.3;12.5;1.2;8.0;16.1;73.1;5.2
443;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2017;5.0;48.2;1.3;8.0;72.1;16.8;11.8;1.3;8.8;16.1;71.6;5.6
444;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2018;5.4;51.5;1.4;8.8;69.7;17.6;13.2;1.3;9.3;16.2;71.3;5.1
445;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2019;5.5;50.1;1.4;8.9;69.8;17.0;13.5;1.5;8.9;16.4;70.7;5.9
446;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2020;5.2;47.2;1.3;8.2;66.8;20.0;13.8;1.4;8.8;14.9;71.6;6.6
447;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2021;5.7;46.9;1.4;9.2;63.6;21.3;15.6;1.7;9.9;15.9;69.0;7.5
448;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2022;6.5;61.9;1.7;10.4;66.8;23.7;10.0;1.3;7.7;13.2;73.6;7.3
449;Vrouwen;15 tot 75 jaar;Bovengrens 95%-interval;2023;5.9;54.7;1.6;9.4;71.2;18.7;10.4;1.4;7.7;14.0;73.2;7.0
450;Vrouwen;15 tot 25 jaar;Waarde;2014;2.2;41.9;1.2;2.6;88.8;7.9;3.2;0.0;3.7;14.2;77.0;5.1
451;Vrouwen;15 tot 25 jaar;Waarde;2015;1.9;39.1;0.9;2.4;90.3;7.2;2.4;0.1;3.1;11.3;79.1;6.5
452;Vrouwen;15 tot 25 jaar;Waarde;2016;2.1;43.6;1.1;2.4;90.3;8.1;1.4;0.2;3.7;13.6;78.1;4.6
453;Vrouwen;15 tot 25 jaar;Waarde;2017;2.1;41.5;1.1;2.5;89.1;7.7;3.2;0.0;4.1;13.1;77.2;5.7
454;Vrouwen;15 tot 25 jaar;Waarde;2018;2.4;44.3;1.2;2.7;89.1;8.5;2.4;0.0;5.0;13.6;75.7;5.7
455;Vrouwen;15 tot 25 jaar;Waarde;2019;2.7;43.8;1.3;3.3;88.9;8.0;2.9;0.2;4.8;13.5;75.2;6.5
456;Vrouwen;15 tot 25 jaar;Waarde;2020;2.5;43.4;1.2;2.9;84.7;12.3;2.9;0.1;4.5;10.5;75.9;9.2
457;Vrouwen;15 tot 25 jaar;Waarde;2021;3.0;44.3;1.2;3.7;83.3;13.6;2.8;0.3;4.4;11.9;73.7;10.0
458;Vrouwen;15 tot 25 jaar;Waarde;2022;3.3;54.0;1.7;4.0;82.3;15.3;2.3;0.0;4.0;10.9;77.4;7.8
459;Vrouwen;15 tot 25 jaar;Waarde;2023;3.0;51.3;1.6;3.7;87.2;9.9;2.8;0.1;3.6;11.3;78.1;7.1
460;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2014;1.9;39.7;1.0;2.1;86.9;6.6;2.3;0.0;2.8;12.3;74.4;3.8
461;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2015;1.7;37.5;0.8;2.0;88.9;6.1;1.8;0.0;2.5;10.0;77.2;5.3
462;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2016;1.9;41.9;1.0;2.1;88.9;7.0;1.0;0.1;3.0;12.1;76.2;3.7
463;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2017;1.9;39.8;1.0;2.2;87.5;6.5;2.4;0.0;3.3;11.6;75.1;4.6
464;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2018;2.1;42.9;1.1;2.4;87.8;7.4;1.9;0.0;4.1;12.4;74.0;4.8
465;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2019;2.5;42.3;1.2;2.9;87.6;7.1;2.3;0.1;4.0;12.3;73.5;5.6
466;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2020;2.3;41.9;1.1;2.6;83.2;11.0;2.3;0.0;3.7;9.3;74.1;8.0
467;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2021;2.6;42.5;1.1;3.1;81.4;12.1;2.2;0.1;3.5;10.5;71.6;8.7
468;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2022;3.0;52.4;1.6;3.6;80.8;14.0;1.8;0.0;3.3;9.8;75.8;6.8
469;Vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2023;2.8;49.7;1.5;3.3;85.9;8.9;2.2;0.0;2.9;10.1;76.5;6.1
470;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2014;2.5;44.1;1.4;3.0;90.5;9.6;4.5;;4.9;16.3;79.4;6.8
471;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2015;2.1;40.8;1.0;2.7;91.6;8.5;3.1;0.4;4.0;12.8;80.9;7.8
472;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;2.3;45.3;1.2;2.8;91.5;9.4;2.0;0.5;4.6;15.2;79.9;5.8
473;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;2.3;43.3;1.1;2.7;90.5;9.0;4.3;;5.0;14.7;79.1;7.0
474;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;2.6;45.8;1.3;3.0;90.3;9.6;3.1;;5.9;15.0;77.4;6.7
475;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;3.0;45.2;1.4;3.7;90.0;9.1;3.7;0.5;5.7;14.9;76.8;7.5
476;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;2.7;45.0;1.3;3.2;86.1;13.7;3.6;0.4;5.4;11.7;77.6;10.5
477;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;3.3;46.0;1.3;4.2;85.0;15.4;3.5;1.1;5.5;13.4;75.7;11.6
478;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;3.6;55.6;1.8;4.3;83.7;16.7;3.0;0.3;4.8;12.1;78.9;8.8
479;Vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;3.3;52.8;1.7;4.0;88.4;11.1;3.5;0.3;4.4;12.5;79.6;8.1
480;Vrouwen;25 tot 35 jaar;Waarde;2014;4.0;53.3;1.3;6.7;76.5;14.3;8.6;0.6;7.4;16.7;72.3;3.5
481;Vrouwen;25 tot 35 jaar;Waarde;2015;4.4;54.2;1.3;7.3;76.8;12.8;9.9;0.6;6.7;15.1;74.1;4.1
482;Vrouwen;25 tot 35 jaar;Waarde;2016;4.3;56.8;1.5;7.4;75.4;13.8;10.1;0.7;7.7;17.4;71.0;3.9
483;Vrouwen;25 tot 35 jaar;Waarde;2017;4.2;53.8;1.4;7.0;78.0;12.6;8.7;0.7;8.0;18.2;69.5;4.3
484;Vrouwen;25 tot 35 jaar;Waarde;2018;5.1;57.9;1.7;8.7;74.7;14.6;10.0;0.7;9.0;17.2;69.3;4.5
485;Vrouwen;25 tot 35 jaar;Waarde;2019;5.2;56.9;1.7;8.9;74.5;14.0;10.5;1.0;8.8;18.8;67.5;4.9
486;Vrouwen;25 tot 35 jaar;Waarde;2020;4.6;53.5;1.5;7.9;71.4;16.8;11.1;0.7;8.4;17.7;68.8;5.1
487;Vrouwen;25 tot 35 jaar;Waarde;2021;5.6;54.0;1.6;9.4;67.4;18.6;13.2;0.7;10.7;18.1;65.5;5.7
488;Vrouwen;25 tot 35 jaar;Waarde;2022;6.3;69.9;2.0;10.7;70.1;20.6;8.5;0.8;7.9;14.3;72.0;5.8
