ID;TravelMotives;Population;TripCharacteristics;Margins;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3;Trips_4;DistanceTravelled_5;TimeTravelled_6
5433;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;West-Nederland (LD);2021;0.23;7.64;17.47;85.0;2790.0;106.3
5434;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;West-Nederland (LD);2022;0.24;8.54;17.7;86.0;3117.0;107.7
5435;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;West-Nederland (LD);2023;0.25;9.67;18.79;91.0;3531.0;114.3
5436;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2018;0.22;10.19;16.52;80.0;3719.0;100.5
5437;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2019;0.22;10.88;16.31;79.0;3970.0;99.2
5438;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2020;0.2;6.96;14.72;72.0;2547.0;89.8
5439;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2021;0.22;7.29;16.28;80.0;2660.0;99.0
5440;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2022;0.21;8.63;15.75;76.0;3151.0;95.8
5441;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Nederland (LD);2023;0.23;9.58;17.02;83.0;3498.0;103.5
5442;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2018;0.21;9.85;15.88;78.0;3596.0;96.6
5443;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2019;0.23;9.82;17.02;85.0;3585.0;103.6
5444;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2020;0.2;6.52;14.68;73.0;2388.0;89.6
5445;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2021;0.22;7.82;16.62;81.0;2854.0;101.1
5446;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2022;0.23;8.6;16.8;83.0;3137.0;102.2
5447;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Groningen (PV);2023;0.19;7.03;14.35;69.0;2566.0;87.3
5448;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2018;0.26;15.02;20.0;97.0;5483.0;121.7
5449;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2019;0.26;14.8;19.27;94.0;5401.0;117.2
5450;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2020;0.22;8.62;16.89;81.0;3156.0;103.0
5451;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2021;0.25;9.18;18.66;91.0;3350.0;113.5
5452;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2022;0.25;10.28;18.1;90.0;3753.0;110.1
5453;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Fryslân (PV);2023;0.23;11.14;17.67;85.0;4067.0;107.5
5454;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2018;0.22;11.67;16.49;81.0;4260.0;100.3
5455;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2019;0.25;12.64;18.37;89.0;4615.0;111.7
5456;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2020;0.21;7.65;15.4;76.0;2799.0;93.9
5457;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2021;0.25;9.44;18.51;93.0;3445.0;112.6
5458;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2022;0.26;10.4;18.77;93.0;3794.0;114.2
5459;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Drenthe (PV);2023;0.23;8.85;16.99;83.0;3229.0;103.4
5460;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2018;0.24;12.88;18.34;87.0;4702.0;111.6
5461;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2019;0.23;13.57;17.83;85.0;4955.0;108.4
5462;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2020;0.2;7.87;15.06;73.0;2880.0;91.9
5463;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2021;0.23;8.05;17.25;84.0;2940.0;104.9
5464;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2022;0.24;11.36;18.27;88.0;4145.0;111.1
5465;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Overijssel (PV);2023;0.24;11.37;17.95;87.0;4152.0;109.2
5466;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2018;0.33;17.82;24.5;119.0;6505.0;149.0
5467;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2019;0.34;19.23;25.53;123.0;7021.0;155.3
5468;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2020;0.25;12.31;18.98;90.0;4505.0;115.8
5469;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2021;0.27;11.1;20.01;97.0;4051.0;121.8
5470;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2022;0.28;13.56;21.14;102.0;4948.0;128.6
5471;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Flevoland (PV);2023;0.28;13.22;20.92;103.0;4825.0;127.3
5472;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2018;0.26;13.83;19.88;96.0;5049.0;120.9
5473;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2019;0.26;14.09;19.72;95.0;5143.0;120.0
5474;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2020;0.23;9.62;17.29;84.0;3522.0;105.5
5475;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2021;0.25;10.19;18.57;90.0;3719.0;113.0
5476;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2022;0.25;11.14;19.05;92.0;4068.0;115.9
5477;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Gelderland (PV);2023;0.27;12.64;20.55;99.0;4614.0;125.0
5478;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2018;0.29;14.72;21.41;107.0;5374.0;130.3
5479;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2019;0.32;16.93;23.65;116.0;6180.0;143.9
5480;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2020;0.23;8.77;16.8;83.0;3210.0;102.5
5481;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2021;0.25;9.08;18.46;92.0;3316.0;112.3
5482;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2022;0.25;11.03;18.83;92.0;4026.0;114.6
5483;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Utrecht (PV);2023;0.27;12.52;20.45;100.0;4569.0;124.4
5484;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2018;0.29;13.83;21.76;105.0;5047.0;132.4
5485;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2019;0.27;11.53;20.04;97.0;4208.0;121.9
5486;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2020;0.22;7.68;16.47;80.0;2812.0;100.5
5487;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2021;0.25;8.36;18.69;91.0;3052.0;113.7
5488;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2022;0.25;8.77;18.51;90.0;3203.0;112.6
5489;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Holland (PV);2023;0.25;9.39;19.01;92.0;3427.0;115.6
5490;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2018;0.27;11.76;20.4;99.0;4291.0;124.1
5491;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2019;0.27;11.61;19.78;97.0;4238.0;120.3
5492;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2020;0.2;6.96;15.1;74.0;2547.0;92.1
5493;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2021;0.22;6.96;16.81;82.0;2542.0;102.3
5494;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2022;0.24;8.21;17.58;86.0;2997.0;106.9
5495;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zuid-Holland (PV);2023;0.26;9.53;19.21;93.0;3480.0;116.9
5496;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2018;0.24;10.13;18.3;87.0;3696.0;111.3
5497;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2019;0.23;12.11;17.17;83.0;4421.0;104.4
5498;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2020;0.23;8.77;17.44;84.0;3209.0;106.4
5499;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2021;0.26;10.3;19.74;94.0;3758.0;120.1
5500;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2022;0.23;7.86;17.82;83.0;2868.0;108.4
5501;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Zeeland (PV);2023;0.22;10.5;16.5;80.0;3831.0;100.4
5502;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2018;0.23;11.34;17.44;84.0;4141.0;106.1
5503;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2019;0.23;12.61;17.69;86.0;4601.0;107.6
5504;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2020;0.2;7.49;15.16;74.0;2740.0;92.5
5505;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2021;0.23;8.12;17.06;84.0;2965.0;103.8
5506;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2022;0.22;9.71;16.52;80.0;3542.0;100.5
5507;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Noord-Brabant (PV);2023;0.24;11.12;18.43;89.0;4058.0;112.1
5508;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2018;0.2;8.36;15.43;74.0;3051.0;93.9
5509;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2019;0.19;7.77;14.18;69.0;2836.0;86.2
5510;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2020;0.2;6.47;14.6;73.0;2367.0;89.0
5511;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2021;0.21;6.05;15.4;76.0;2209.0;93.7
5512;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2022;0.2;6.91;14.94;73.0;2521.0;90.9
5513;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Limburg (PV);2023;0.2;6.76;14.71;72.0;2467.0;89.5
5514;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2018;0.28;12.84;21.17;103.0;4688.0;128.8
5515;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2019;0.26;11.08;19.37;94.0;4043.0;117.9
5516;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2020;0.2;6.93;15.15;74.0;2535.0;92.4
5517;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2021;0.23;7.36;17.41;85.0;2687.0;105.9
5518;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2022;0.23;8.25;17.28;84.0;3013.0;105.1
5519;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Extremely urbanised;2023;0.24;8.99;18.2;88.0;3280.0;110.7
5520;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2018;0.25;12.46;19.13;92.0;4548.0;116.4
5521;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2019;0.25;12.77;19.02;92.0;4660.0;115.7
5522;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2020;0.21;7.89;15.93;78.0;2890.0;97.2
5523;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2021;0.23;8.21;17.21;84.0;2996.0;104.7
5524;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2022;0.24;9.65;17.75;86.0;3523.0;108.0
5525;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Strongly urbanised;2023;0.25;10.62;18.68;91.0;3878.0;113.6
5526;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2018;0.25;11.66;18.25;90.0;4257.0;111.0
5527;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2019;0.25;13.19;19.08;93.0;4816.0;116.1
5528;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2020;0.21;7.69;15.27;75.0;2814.0;93.1
5529;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2021;0.23;7.8;16.94;83.0;2846.0;103.0
5530;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2022;0.23;9.54;17.7;85.0;3483.0;107.7
5531;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Moderately urbanised;2023;0.25;10.81;18.77;90.0;3947.0;114.2
5532;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2018;0.24;11.73;18.05;88.0;4282.0;109.8
5533;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2019;0.24;12.11;17.92;87.0;4421.0;109.0
5534;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2020;0.2;7.71;15.34;75.0;2822.0;93.6
5535;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2021;0.23;8.26;17.13;84.0;3016.0;104.2
5536;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2022;0.23;9.58;17.31;85.0;3497.0;105.3
5537;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Hardly urbanised;2023;0.24;10.07;17.9;87.0;3675.0;108.9
5538;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2018;0.23;11.15;17.34;85.0;4072.0;105.5
5539;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2019;0.25;11.95;18.01;89.0;4363.0;109.6
5540;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2020;0.22;8.17;16.55;81.0;2989.0;100.9
5541;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2021;0.26;9.19;19.05;94.0;3355.0;115.9
5542;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2022;0.23;8.77;16.96;84.0;3199.0;103.2
5543;Total;Population 6 years or older;Time travelled: 60 to 119 minutes;Upper bound 95% confidence interval;Not urbanised;2023;0.22;9.98;16.85;82.0;3644.0;102.5
5544;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2018;0.07;5.83;13.46;27.0;2127.0;81.9
5545;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2019;0.08;6.25;15.05;29.0;2280.0;91.5
5546;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2020;0.07;3.74;12.68;25.0;1370.0;77.4
5547;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2021;0.09;4.86;15.9;31.0;1775.0;96.7
5548;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2022;0.08;5.11;14.98;29.0;1864.0;91.1
5549;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;The Netherlands;2023;0.08;5.36;14.36;29.0;1956.0;87.4
5550;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2018;0.09;8.9;16.32;32.0;3247.0;99.3
5551;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2019;0.1;10.41;18.81;36.0;3800.0;114.5
5552;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2020;0.07;5.28;12.9;25.0;1932.0;78.7
5553;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2021;0.1;7.62;17.5;35.0;2783.0;106.5
5554;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2022;0.1;8.42;18.03;35.0;3073.0;109.7
5555;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Noord-Nederland (LD);2023;0.09;8.46;16.32;33.0;3088.0;99.3
5556;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2018;0.07;6.15;13.4;27.0;2245.0;81.5
5557;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2019;0.08;6.45;14.68;29.0;2353.0;89.3
5558;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2020;0.06;3.86;11.73;24.0;1412.0;71.6
5559;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2021;0.08;4.98;14.73;29.0;1819.0;89.6
5560;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2022;0.07;4.91;13.77;27.0;1793.0;83.7
5561;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Oost-Nederland (LD);2023;0.07;5.67;13.13;27.0;2071.0;79.9
5562;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2018;0.07;4.97;12.65;26.0;1815.0;76.9
5563;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2019;0.08;5.75;14.97;28.0;2098.0;91.0
5564;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2020;0.07;3.5;13.26;26.0;1279.0;80.9
5565;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2021;0.09;4.6;16.58;32.0;1679.0;100.9
5566;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2022;0.08;4.42;14.44;28.0;1614.0;87.8
5567;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;West-Nederland (LD);2023;0.08;4.87;14.59;29.0;1776.0;88.7
5568;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2018;0.08;5.97;13.97;28.0;2179.0;85.0
5569;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2019;0.07;5.21;13.82;27.0;1901.0;84.1
5570;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2020;0.07;3.46;12.24;24.0;1268.0;74.7
5571;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2021;0.08;4.04;14.8;29.0;1474.0;90.0
5572;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2022;0.08;5.3;15.97;30.0;1934.0;97.1
5573;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Zuid-Nederland (LD);2023;0.08;4.72;14.15;29.0;1721.0;86.1
5574;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2018;0.08;8.95;16.37;28.0;3268.0;99.6
5575;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2019;0.11;12.85;20.4;39.0;4689.0;124.1
5576;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2020;0.08;6.49;15.39;28.0;2375.0;93.9
5577;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2021;0.1;8.48;18.02;35.0;3097.0;109.6
5578;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2022;0.09;9.61;16.88;32.0;3507.0;102.7
5579;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Groningen (PV);2023;0.09;8.0;17.08;34.0;2921.0;103.9
5580;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2018;0.1;8.55;17.46;35.0;3121.0;106.2
5581;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2019;0.11;10.75;19.77;41.0;3922.0;120.3
5582;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2020;0.07;4.95;12.33;25.0;1812.0;75.2
5583;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2021;0.1;7.71;17.08;35.0;2813.0;103.9
5584;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2022;0.1;8.31;19.34;37.0;3034.0;117.6
5585;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Fryslân (PV);2023;0.09;7.98;16.36;33.0;2914.0;99.5
5586;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2018;0.09;9.28;14.74;32.0;3387.0;89.7
5587;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2019;0.08;7.07;15.66;28.0;2582.0;95.3
5588;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2020;0.06;4.27;10.68;22.0;1563.0;65.2
5589;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2021;0.09;6.49;17.44;34.0;2370.0;106.1
5590;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2022;0.1;7.14;17.69;35.0;2606.0;107.6
5591;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Drenthe (PV);2023;0.09;9.63;15.37;32.0;3515.0;93.5
5592;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2018;0.07;6.51;12.33;26.0;2375.0;75.0
5593;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2019;0.09;8.42;15.28;32.0;3075.0;93.0
5594;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2020;0.07;4.62;13.35;26.0;1691.0;81.4
5595;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2021;0.08;5.74;15.83;31.0;2095.0;96.3
5596;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2022;0.07;4.98;12.39;26.0;1819.0;75.4
5597;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Overijssel (PV);2023;0.08;6.49;13.83;29.0;2369.0;84.1
5598;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2018;0.07;5.6;14.13;27.0;2042.0;86.0
5599;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2019;0.06;4.73;10.7;22.0;1726.0;65.1
5600;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2020;0.06;2.54;11.99;20.0;931.0;73.1
5601;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2021;0.08;4.95;14.18;28.0;1807.0;86.3
5602;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2022;0.08;5.31;14.21;29.0;1938.0;86.5
5603;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Flevoland (PV);2023;0.07;5.16;14.18;26.0;1882.0;86.3
5604;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2018;0.08;6.06;13.86;28.0;2212.0;84.3
5605;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2019;0.08;5.69;15.15;29.0;2077.0;92.2
5606;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2020;0.06;3.7;10.78;23.0;1353.0;65.7
5607;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2021;0.08;4.57;14.23;29.0;1668.0;86.6
5608;Total;Population 6 years or older;Time travelled: 120 minutes or more;Value;Gelderland (PV);2022;0.08;4.79;14.44;28.0;1748.0;87.8
