ID;Beroep;Perioden;Werknemer_1;k_25ePercentiel_2;k_50ePercentielMediaan_3;k_75ePercentiel_4
879;07 Technische beroepen;2023;1051;18.5;23.9;30.7
880;071 Ingenieurs en onderzoekers wis...;2013;149;19.7;25.4;32.0
881;071 Ingenieurs en onderzoekers wis...;2014;164;19.1;25.1;31.1
882;071 Ingenieurs en onderzoekers wis...;2015;188;19.3;25.3;32.0
883;071 Ingenieurs en onderzoekers wis...;2016;185;20.0;26.4;33.8
884;071 Ingenieurs en onderzoekers wis...;2017;167;19.9;26.7;34.5
885;071 Ingenieurs en onderzoekers wis...;2018;179;20.6;27.2;34.3
886;071 Ingenieurs en onderzoekers wis...;2019;202;21.1;27.6;35.5
887;071 Ingenieurs en onderzoekers wis...;2020;217;21.5;28.0;36.0
888;071 Ingenieurs en onderzoekers wis...;2021;254;21.1;27.7;36.5
889;071 Ingenieurs en onderzoekers wis...;2022;272;21.9;28.5;36.9
890;071 Ingenieurs en onderzoekers wis...;2023;276;24.3;31.4;40.1
891;0711 Biologen en natuurwetenschappers;2013;26;;;
892;0711 Biologen en natuurwetenschappers;2014;27;;;
893;0711 Biologen en natuurwetenschappers;2015;33;19.2;25.9;34.5
894;0711 Biologen en natuurwetenschappers;2016;27;;;
895;0711 Biologen en natuurwetenschappers;2017;32;18.6;27.0;36.0
896;0711 Biologen en natuurwetenschappers;2018;35;21.4;29.1;37.4
897;0711 Biologen en natuurwetenschappers;2019;34;22.2;29.6;38.0
898;0711 Biologen en natuurwetenschappers;2020;35;20.9;27.9;37.0
899;0711 Biologen en natuurwetenschappers;2021;45;19.7;26.5;36.3
900;0711 Biologen en natuurwetenschappers;2022;55;20.8;27.1;36.2
901;0711 Biologen en natuurwetenschappers;2023;61;23.8;30.3;39.4
902;0712 Ingenieurs (geen elektrotechniek);2013;89;19.7;25.2;31.6
903;0712 Ingenieurs (geen elektrotechniek);2014;103;19.0;25.0;30.8
904;0712 Ingenieurs (geen elektrotechniek);2015;115;19.5;25.0;31.1
905;0712 Ingenieurs (geen elektrotechniek);2016;124;20.0;26.4;33.0
906;0712 Ingenieurs (geen elektrotechniek);2017;102;20.7;27.0;34.3
907;0712 Ingenieurs (geen elektrotechniek);2018;106;21.1;27.0;33.8
908;0712 Ingenieurs (geen elektrotechniek);2019;121;21.2;27.2;34.6
909;0712 Ingenieurs (geen elektrotechniek);2020;136;22.0;28.1;35.2
910;0712 Ingenieurs (geen elektrotechniek);2021;148;21.3;27.3;35.4
911;0712 Ingenieurs (geen elektrotechniek);2022;157;22.4;29.0;37.4
912;0712 Ingenieurs (geen elektrotechniek);2023;151;24.4;32.1;40.1
913;0713 Elektrotechnisch ingenieurs;2013;11;;;
914;0713 Elektrotechnisch ingenieurs;2014;12;;;
915;0713 Elektrotechnisch ingenieurs;2015;14;;;
916;0713 Elektrotechnisch ingenieurs;2016;11;;;
917;0713 Elektrotechnisch ingenieurs;2017;11;;;
918;0713 Elektrotechnisch ingenieurs;2018;15;;;
919;0713 Elektrotechnisch ingenieurs;2019;17;;;
920;0713 Elektrotechnisch ingenieurs;2020;15;;;
921;0713 Elektrotechnisch ingenieurs;2021;17;;;
922;0713 Elektrotechnisch ingenieurs;2022;18;;;
923;0713 Elektrotechnisch ingenieurs;2023;16;;;
924;0714 Architecten;2013;23;;;
925;0714 Architecten;2014;21;;;
926;0714 Architecten;2015;26;;;
927;0714 Architecten;2016;23;;;
928;0714 Architecten;2017;21;;;
929;0714 Architecten;2018;22;;;
930;0714 Architecten;2019;30;20.2;28.0;36.4
931;0714 Architecten;2020;31;19.3;25.7;36.3
932;0714 Architecten;2021;44;21.3;29.2;37.8
933;0714 Architecten;2022;42;21.8;29.9;37.2
934;0714 Architecten;2023;49;23.5;30.8;40.4
935;072 Vakspecialisten natuur en techniek;2013;173;17.8;22.0;27.1
936;072 Vakspecialisten natuur en techniek;2014;158;18.1;22.2;27.1
937;072 Vakspecialisten natuur en techniek;2015;153;18.3;22.9;27.9
938;072 Vakspecialisten natuur en techniek;2016;163;18.9;23.1;28.2
939;072 Vakspecialisten natuur en techniek;2017;166;18.0;23.1;28.6
940;072 Vakspecialisten natuur en techniek;2018;168;18.6;23.1;29.4
941;072 Vakspecialisten natuur en techniek;2019;171;19.4;24.0;30.0
942;072 Vakspecialisten natuur en techniek;2020;166;20.5;25.3;31.1
943;072 Vakspecialisten natuur en techniek;2021;180;19.6;24.9;31.2
944;072 Vakspecialisten natuur en techniek;2022;193;20.5;26.1;32.1
945;072 Vakspecialisten natuur en techniek;2023;202;22.0;27.7;34.2
946;0721 Technici bouwkunde en natuur;2013;88;17.3;21.2;25.9
947;0721 Technici bouwkunde en natuur;2014;78;17.0;20.9;25.4
948;0721 Technici bouwkunde en natuur;2015;77;17.1;21.8;26.2
949;0721 Technici bouwkunde en natuur;2016;88;18.1;22.2;26.7
950;0721 Technici bouwkunde en natuur;2017;96;16.7;21.6;26.5
951;0721 Technici bouwkunde en natuur;2018;94;16.8;21.3;27.2
952;0721 Technici bouwkunde en natuur;2019;94;18.2;22.6;27.8
953;0721 Technici bouwkunde en natuur;2020;96;19.1;24.3;29.5
954;0721 Technici bouwkunde en natuur;2021;110;18.3;24.1;30.9
955;0721 Technici bouwkunde en natuur;2022;118;19.5;24.6;30.4
956;0721 Technici bouwkunde en natuur;2023;117;21.4;26.9;33.3
957;0722 Productieleiders industrie en bouw;2013;57;18.3;22.6;27.9
958;0722 Productieleiders industrie en bouw;2014;52;19.9;23.6;29.8
959;0722 Productieleiders industrie en bouw;2015;53;19.7;23.6;28.6
960;0722 Productieleiders industrie en bouw;2016;56;19.7;24.4;29.9
961;0722 Productieleiders industrie en bouw;2017;47;21.6;26.2;32.4
962;0722 Productieleiders industrie en bouw;2018;50;20.7;26.1;31.9
963;0722 Productieleiders industrie en bouw;2019;49;21.4;26.5;32.0
964;0722 Productieleiders industrie en bouw;2020;46;22.4;26.9;32.7
965;0722 Productieleiders industrie en bouw;2021;51;21.5;25.9;32.5
966;0722 Productieleiders industrie en bouw;2022;54;22.2;27.4;33.8
967;0722 Productieleiders industrie en bouw;2023;63;22.5;28.2;34.7
968;0723 Procesoperators;2013;28;;;
969;0723 Procesoperators;2014;27;;;
970;0723 Procesoperators;2015;23;;;
971;0723 Procesoperators;2016;20;;;
972;0723 Procesoperators;2017;22;;;
973;0723 Procesoperators;2018;25;;;
974;0723 Procesoperators;2019;28;;;
975;0723 Procesoperators;2020;25;;;
976;0723 Procesoperators;2021;19;;;
977;0723 Procesoperators;2022;20;;;
978;0723 Procesoperators;2023;22;;;
979;073 Bouwarbeiders;2013;180;14.5;18.0;21.7
980;073 Bouwarbeiders;2014;174;14.2;17.6;21.4
981;073 Bouwarbeiders;2015;185;14.4;17.9;21.6
982;073 Bouwarbeiders;2016;178;14.9;17.8;21.5
983;073 Bouwarbeiders;2017;184;14.8;18.1;21.2
984;073 Bouwarbeiders;2018;179;15.1;18.9;22.4
985;073 Bouwarbeiders;2019;183;15.4;19.5;22.9
986;073 Bouwarbeiders;2020;155;16.0;19.8;23.5
987;073 Bouwarbeiders;2021;131;16.0;20.6;23.8
988;073 Bouwarbeiders;2022;130;15.9;21.0;24.5
989;073 Bouwarbeiders;2023;130;17.2;21.9;26.0
990;0731 Bouwarbeiders ruwbouw;2013;40;14.3;17.4;20.4
991;0731 Bouwarbeiders ruwbouw;2014;43;13.5;16.8;20.6
992;0731 Bouwarbeiders ruwbouw;2015;43;13.4;16.9;20.8
993;0731 Bouwarbeiders ruwbouw;2016;40;14.8;17.3;21.2
994;0731 Bouwarbeiders ruwbouw;2017;40;13.4;17.1;20.3
995;0731 Bouwarbeiders ruwbouw;2018;40;14.6;18.3;21.8
996;0731 Bouwarbeiders ruwbouw;2019;42;14.8;19.1;22.5
997;0731 Bouwarbeiders ruwbouw;2020;35;15.5;18.8;23.3
998;0731 Bouwarbeiders ruwbouw;2021;34;14.6;20.7;24.5
999;0731 Bouwarbeiders ruwbouw;2022;32;15.3;19.9;23.7
1000;0731 Bouwarbeiders ruwbouw;2023;30;15.9;20.9;24.6
1001;0732 Timmerlieden;2013;54;15.1;18.3;21.8
1002;0732 Timmerlieden;2014;56;14.6;18.0;21.5
1003;0732 Timmerlieden;2015;59;15.0;18.7;21.7
1004;0732 Timmerlieden;2016;58;15.2;18.3;22.0
1005;0732 Timmerlieden;2017;62;15.1;18.5;21.9
1006;0732 Timmerlieden;2018;63;15.8;19.6;22.9
1007;0732 Timmerlieden;2019;61;15.4;19.5;23.0
1008;0732 Timmerlieden;2020;54;15.3;19.9;23.3
1009;0732 Timmerlieden;2021;42;16.1;20.0;23.3
1010;0732 Timmerlieden;2022;42;15.8;21.3;25.3
1011;0732 Timmerlieden;2023;42;17.2;22.2;26.1
1012;0733 Bouwarbeiders afbouw;2013;24;;;
1013;0733 Bouwarbeiders afbouw;2014;20;;;
1014;0733 Bouwarbeiders afbouw;2015;24;;;
1015;0733 Bouwarbeiders afbouw;2016;23;;;
1016;0733 Bouwarbeiders afbouw;2017;25;;;
1017;0733 Bouwarbeiders afbouw;2018;23;;;
1018;0733 Bouwarbeiders afbouw;2019;24;;;
1019;0733 Bouwarbeiders afbouw;2020;23;;;
1020;0733 Bouwarbeiders afbouw;2021;17;;;
1021;0733 Bouwarbeiders afbouw;2022;18;;;
1022;0733 Bouwarbeiders afbouw;2023;19;;;
1023;0734 Loodgieters en pijpfitters;2013;33;14.8;18.3;21.7
1024;0734 Loodgieters en pijpfitters;2014;29;;;
1025;0734 Loodgieters en pijpfitters;2015;32;14.6;17.7;20.7
1026;0734 Loodgieters en pijpfitters;2016;32;15.4;18.5;21.7
1027;0734 Loodgieters en pijpfitters;2017;31;15.2;18.5;21.3
1028;0734 Loodgieters en pijpfitters;2018;32;15.7;19.1;21.8
1029;0734 Loodgieters en pijpfitters;2019;32;17.6;20.1;23.3
1030;0734 Loodgieters en pijpfitters;2020;25;;;
1031;0734 Loodgieters en pijpfitters;2021;20;;;
1032;0734 Loodgieters en pijpfitters;2022;20;;;
1033;0734 Loodgieters en pijpfitters;2023;24;;;
1034;0735 Schilders en metaalspuiters;2013;28;;;
1035;0735 Schilders en metaalspuiters;2014;27;;;
1036;0735 Schilders en metaalspuiters;2015;28;;;
1037;0735 Schilders en metaalspuiters;2016;25;;;
1038;0735 Schilders en metaalspuiters;2017;27;;;
1039;0735 Schilders en metaalspuiters;2018;21;;;
1040;0735 Schilders en metaalspuiters;2019;25;;;
1041;0735 Schilders en metaalspuiters;2020;18;;;
1042;0735 Schilders en metaalspuiters;2021;18;;;
1043;0735 Schilders en metaalspuiters;2022;18;;;
1044;0735 Schilders en metaalspuiters;2023;14;;;
1045;074 Metaalarbeiders, machinemonteurs;2013;178;13.9;17.1;20.2
1046;074 Metaalarbeiders, machinemonteurs;2014;181;13.8;17.1;20.2
1047;074 Metaalarbeiders, machinemonteurs;2015;171;13.8;17.3;20.3
1048;074 Metaalarbeiders, machinemonteurs;2016;165;14.1;17.4;20.5
1049;074 Metaalarbeiders, machinemonteurs;2017;168;14.0;17.7;20.8
1050;074 Metaalarbeiders, machinemonteurs;2018;161;14.2;18.2;21.7
1051;074 Metaalarbeiders, machinemonteurs;2019;158;14.4;18.3;22.1
1052;074 Metaalarbeiders, machinemonteurs;2020;156;15.1;19.1;22.8
1053;074 Metaalarbeiders, machinemonteurs;2021;133;15.6;19.8;23.6
1054;074 Metaalarbeiders, machinemonteurs;2022;133;16.1;20.4;24.4
1055;074 Metaalarbeiders, machinemonteurs;2023;134;17.6;22.0;25.9
1056;0741 Metaalbewerkers en constructiewe...;2013;44;14.8;17.5;20.7
1057;0741 Metaalbewerkers en constructiewe...;2014;48;14.3;17.4;20.3
1058;0741 Metaalbewerkers en constructiewe...;2015;42;14.3;17.5;20.6
1059;0741 Metaalbewerkers en constructiewe...;2016;40;14.2;17.2;20.3
1060;0741 Metaalbewerkers en constructiewe...;2017;39;13.1;17.7;21.3
1061;0741 Metaalbewerkers en constructiewe...;2018;39;14.6;19.4;22.3
1062;0741 Metaalbewerkers en constructiewe...;2019;35;15.1;18.6;22.5
1063;0741 Metaalbewerkers en constructiewe...;2020;33;15.2;19.3;23.0
1064;0741 Metaalbewerkers en constructiewe...;2021;29;;;
1065;0741 Metaalbewerkers en constructiewe...;2022;26;;;
1066;0741 Metaalbewerkers en constructiewe...;2023;24;;;
1067;0742 Lassers en plaatwerkers;2013;29;;;
1068;0742 Lassers en plaatwerkers;2014;28;;;
1069;0742 Lassers en plaatwerkers;2015;30;13.8;16.6;19.0
1070;0742 Lassers en plaatwerkers;2016;34;14.4;17.4;19.7
1071;0742 Lassers en plaatwerkers;2017;32;14.0;17.5;20.1
1072;0742 Lassers en plaatwerkers;2018;35;13.9;17.5;21.4
1073;0742 Lassers en plaatwerkers;2019;32;14.7;17.6;21.0
1074;0742 Lassers en plaatwerkers;2020;26;;;
1075;0742 Lassers en plaatwerkers;2021;15;;;
1076;0742 Lassers en plaatwerkers;2022;20;;;
1077;0742 Lassers en plaatwerkers;2023;21;;;
1078;0743 Automonteurs;2013;48;13.1;16.1;19.2
1079;0743 Automonteurs;2014;50;12.7;15.9;19.0
1080;0743 Automonteurs;2015;50;12.8;16.9;19.6
1081;0743 Automonteurs;2016;49;13.4;16.7;19.7
1082;0743 Automonteurs;2017;55;13.3;17.1;19.3
1083;0743 Automonteurs;2018;46;12.9;16.9;19.9
1084;0743 Automonteurs;2019;46;11.9;16.5;20.6
1085;0743 Automonteurs;2020;50;14.0;17.8;21.1
1086;0743 Automonteurs;2021;47;15.5;19.3;22.1
1087;0743 Automonteurs;2022;44;13.6;18.1;21.9
1088;0743 Automonteurs;2023;44;16.5;19.9;23.9
1089;0744 Machinemonteurs;2013;56;14.6;17.7;21.0
1090;0744 Machinemonteurs;2014;55;14.8;17.9;22.0
1091;0744 Machinemonteurs;2015;49;14.4;18.4;21.9
1092;0744 Machinemonteurs;2016;43;15.0;19.0;22.2
1093;0744 Machinemonteurs;2017;42;15.5;19.2;22.8
1094;0744 Machinemonteurs;2018;41;15.6;19.4;22.9
1095;0744 Machinemonteurs;2019;46;15.9;20.1;23.7
1096;0744 Machinemonteurs;2020;48;16.3;20.2;24.4
1097;0744 Machinemonteurs;2021;43;15.8;20.9;24.9
1098;0744 Machinemonteurs;2022;44;17.4;21.5;25.4
1099;0744 Machinemonteurs;2023;45;19.4;23.4;27.3
1100;075 Voedselverwerkende beroepen en ov...;2013;94;11.5;14.9;18.4
1101;075 Voedselverwerkende beroepen en ov...;2014;99;12.0;15.0;18.2
1102;075 Voedselverwerkende beroepen en ov...;2015;108;12.4;15.4;18.6
1103;075 Voedselverwerkende beroepen en ov...;2016;99;12.1;15.3;19.0
1104;075 Voedselverwerkende beroepen en ov...;2017;98;11.8;15.2;19.3
1105;075 Voedselverwerkende beroepen en ov...;2018;96;12.4;15.8;19.3
1106;075 Voedselverwerkende beroepen en ov...;2019;93;13.0;16.2;19.9
1107;075 Voedselverwerkende beroepen en ov...;2020;89;13.4;17.0;20.3
1108;075 Voedselverwerkende beroepen en ov...;2021;76;13.4;17.0;21.4
1109;075 Voedselverwerkende beroepen en ov...;2022;75;13.7;17.2;20.9
1110;075 Voedselverwerkende beroepen en ov...;2023;81;15.1;18.7;22.0
1111;0751 Slagers;2013;13;;;
1112;0751 Slagers;2014;16;;;
1113;0751 Slagers;2015;16;;;
1114;0751 Slagers;2016;12;;;
1115;0751 Slagers;2017;13;;;
1116;0751 Slagers;2018;14;;;
1117;0751 Slagers;2019;14;;;
1118;0751 Slagers;2020;10;;;
1119;0751 Slagers;2021;10;;;
1120;0751 Slagers;2022;6;;;
1121;0751 Slagers;2023;8;;;
1122;0752 Bakkers;2013;16;;;
1123;0752 Bakkers;2014;15;;;
1124;0752 Bakkers;2015;15;;;
1125;0752 Bakkers;2016;16;;;
1126;0752 Bakkers;2017;19;;;
1127;0752 Bakkers;2018;17;;;
1128;0752 Bakkers;2019;17;;;
1129;0752 Bakkers;2020;18;;;
1130;0752 Bakkers;2021;13;;;
1131;0752 Bakkers;2022;14;;;
1132;0752 Bakkers;2023;14;;;
1133;0753 Productcontroleurs;2013;20;;;
1134;0753 Productcontroleurs;2014;22;;;
1135;0753 Productcontroleurs;2015;27;;;
1136;0753 Productcontroleurs;2016;25;;;
1137;0753 Productcontroleurs;2017;20;;;
1138;0753 Productcontroleurs;2018;19;;;
1139;0753 Productcontroleurs;2019;21;;;
1140;0753 Productcontroleurs;2020;17;;;
1141;0753 Productcontroleurs;2021;19;;;
1142;0753 Productcontroleurs;2022;18;;;
1143;0753 Productcontroleurs;2023;23;;;
1144;0754 Meubelmakers, kleermakers en sto...;2013;20;;;
1145;0754 Meubelmakers, kleermakers en sto...;2014;23;;;
1146;0754 Meubelmakers, kleermakers en sto...;2015;27;;;
1147;0754 Meubelmakers, kleermakers en sto...;2016;24;;;
1148;0754 Meubelmakers, kleermakers en sto...;2017;23;;;
1149;0754 Meubelmakers, kleermakers en sto...;2018;23;;;
1150;0754 Meubelmakers, kleermakers en sto...;2019;20;;;
1151;0754 Meubelmakers, kleermakers en sto...;2020;25;;;
1152;0754 Meubelmakers, kleermakers en sto...;2021;16;;;
1153;0754 Meubelmakers, kleermakers en sto...;2022;19;;;
1154;0754 Meubelmakers, kleermakers en sto...;2023;15;;;
1155;0755 Medewerkers drukkerij en kunstni...;2013;26;;;
1156;0755 Medewerkers drukkerij en kunstni...;2014;24;;;
1157;0755 Medewerkers drukkerij en kunstni...;2015;23;;;
1158;0755 Medewerkers drukkerij en kunstni...;2016;22;;;
1159;0755 Medewerkers drukkerij en kunstni...;2017;22;;;
1160;0755 Medewerkers drukkerij en kunstni...;2018;23;;;
1161;0755 Medewerkers drukkerij en kunstni...;2019;22;;;
1162;0755 Medewerkers drukkerij en kunstni...;2020;20;;;
1163;0755 Medewerkers drukkerij en kunstni...;2021;18;;;
1164;0755 Medewerkers drukkerij en kunstni...;2022;19;;;
1165;0755 Medewerkers drukkerij en kunstni...;2023;22;;;
1166;076 Elektriciens en elektronicamonteurs;2013;67;14.0;17.4;20.2
1167;076 Elektriciens en elektronicamonteurs;2014;70;14.2;17.6;20.9
1168;076 Elektriciens en elektronicamonteurs;2015;72;14.8;18.0;20.9
1169;076 Elektriciens en elektronicamonteurs;2016;80;14.8;17.6;21.1
1170;076 Elektriciens en elektronicamonteurs;2017;79;14.8;18.4;22.1
1171;076 Elektriciens en elektronicamonteurs;2018;77;14.7;18.9;22.7
1172;076 Elektriciens en elektronicamonteurs;2019;75;14.8;18.5;22.6
1173;076 Elektriciens en elektronicamonteurs;2020;80;15.6;19.4;23.5
1174;076 Elektriciens en elektronicamonteurs;2021;77;16.5;19.9;24.3
1175;076 Elektriciens en elektronicamonteurs;2022;76;17.0;21.0;25.5
1176;076 Elektriciens en elektronicamonteurs;2023;71;18.2;22.7;26.6
1177;0761 Elektriciens en elektronicamonteurs;2013;67;14.0;17.4;20.2
1178;0761 Elektriciens en elektronicamonteurs;2014;70;14.2;17.6;20.9
1179;0761 Elektriciens en elektronicamonteurs;2015;72;14.8;18.0;20.9
1180;0761 Elektriciens en elektronicamonteurs;2016;80;14.8;17.6;21.1
1181;0761 Elektriciens en elektronicamonteurs;2017;79;14.8;18.4;22.1
1182;0761 Elektriciens en elektronicamonteurs;2018;77;14.7;18.9;22.7
1183;0761 Elektriciens en elektronicamonteurs;2019;75;14.8;18.5;22.6
1184;0761 Elektriciens en elektronicamonteurs;2020;80;15.6;19.4;23.5
1185;0761 Elektriciens en elektronicamonteurs;2021;77;16.5;19.9;24.3
1186;0761 Elektriciens en elektronicamonteurs;2022;76;17.0;21.0;25.5
1187;0761 Elektriciens en elektronicamonteurs;2023;71;18.2;22.7;26.6
1188;077 Productiemachinebedieners en asse...;2013;82;13.0;16.7;20.0
1189;077 Productiemachinebedieners en asse...;2014;91;12.8;15.9;19.9
1190;077 Productiemachinebedieners en asse...;2015;107;12.9;16.3;20.2
1191;077 Productiemachinebedieners en asse...;2016;106;13.1;16.3;20.5
1192;077 Productiemachinebedieners en asse...;2017;118;13.5;16.9;21.0
1193;077 Productiemachinebedieners en asse...;2018;133;14.1;17.2;21.3
1194;077 Productiemachinebedieners en asse...;2019;128;13.8;17.5;22.1
1195;077 Productiemachinebedieners en asse...;2020;118;15.0;18.9;23.4
1196;077 Productiemachinebedieners en asse...;2021;115;16.0;19.4;23.8
1197;077 Productiemachinebedieners en asse...;2022;103;16.1;19.6;24.3
1198;077 Productiemachinebedieners en asse...;2023;100;16.9;20.5;25.2
1199;0771 Productiemachinebedieners;2013;59;14.1;17.7;20.8
1200;0771 Productiemachinebedieners;2014;69;13.2;16.8;20.2
1201;0771 Productiemachinebedieners;2015;82;13.6;17.6;20.9
1202;0771 Productiemachinebedieners;2016;75;14.3;17.8;21.9
1203;0771 Productiemachinebedieners;2017;87;14.7;18.0;22.4
1204;0771 Productiemachinebedieners;2018;85;14.5;17.8;22.0
1205;0771 Productiemachinebedieners;2019;83;14.5;18.5;22.7
1206;0771 Productiemachinebedieners;2020;87;15.9;19.9;24.4
1207;0771 Productiemachinebedieners;2021;89;16.5;20.5;24.7
1208;0771 Productiemachinebedieners;2022;77;16.9;20.4;25.1
1209;0771 Productiemachinebedieners;2023;76;17.7;21.3;26.3
1210;0772 Assemblagemedewerkers;2013;23;;;
1211;0772 Assemblagemedewerkers;2014;22;;;
1212;0772 Assemblagemedewerkers;2015;25;;;
1213;0772 Assemblagemedewerkers;2016;31;11.8;14.0;16.3
1214;0772 Assemblagemedewerkers;2017;31;12.1;14.5;17.7
1215;0772 Assemblagemedewerkers;2018;48;13.4;15.9;19.2
1216;0772 Assemblagemedewerkers;2019;45;13.0;16.0;19.8
1217;0772 Assemblagemedewerkers;2020;30;13.2;16.1;20.5
1218;0772 Assemblagemedewerkers;2021;26;;;
1219;0772 Assemblagemedewerkers;2022;26;;;
1220;0772 Assemblagemedewerkers;2023;24;;;
1221;078 Hulpkrachten bouw en industrie;2013;83;10.5;12.2;15.6
1222;078 Hulpkrachten bouw en industrie;2014;80;10.5;11.8;14.6
1223;078 Hulpkrachten bouw en industrie;2015;82;10.5;11.9;14.4
1224;078 Hulpkrachten bouw en industrie;2016;76;10.7;12.1;14.5
1225;078 Hulpkrachten bouw en industrie;2017;77;11.1;12.6;15.0
1226;078 Hulpkrachten bouw en industrie;2018;74;11.3;13.0;16.2
1227;078 Hulpkrachten bouw en industrie;2019;71;11.7;13.3;17.0
1228;078 Hulpkrachten bouw en industrie;2020;66;11.9;13.4;16.5
1229;078 Hulpkrachten bouw en industrie;2021;56;12.0;13.9;16.4
1230;078 Hulpkrachten bouw en industrie;2022;58;12.4;14.2;17.2
1231;078 Hulpkrachten bouw en industrie;2023;56;13.9;15.2;18.4
1232;0781 Hulpkrachten bouw en industrie;2013;83;10.5;12.2;15.6
1233;0781 Hulpkrachten bouw en industrie;2014;80;10.5;11.8;14.6
1234;0781 Hulpkrachten bouw en industrie;2015;82;10.5;11.9;14.4
1235;0781 Hulpkrachten bouw en industrie;2016;76;10.7;12.1;14.5
1236;0781 Hulpkrachten bouw en industrie;2017;77;11.1;12.6;15.0
1237;0781 Hulpkrachten bouw en industrie;2018;74;11.3;13.0;16.2
1238;0781 Hulpkrachten bouw en industrie;2019;71;11.7;13.3;17.0
1239;0781 Hulpkrachten bouw en industrie;2020;66;11.9;13.4;16.5
1240;0781 Hulpkrachten bouw en industrie;2021;56;12.0;13.9;16.4
1241;0781 Hulpkrachten bouw en industrie;2022;58;12.4;14.2;17.2
1242;0781 Hulpkrachten bouw en industrie;2023;56;13.9;15.2;18.4
1243;08 ICT beroepen;2013;244;18.6;24.3;30.3
1244;08 ICT beroepen;2014;253;18.6;24.5;31.0
1245;08 ICT beroepen;2015;266;19.8;25.5;32.0
1246;08 ICT beroepen;2016;285;19.1;25.6;32.5
1247;08 ICT beroepen;2017;286;19.4;25.6;32.7
1248;08 ICT beroepen;2018;314;19.5;25.9;32.9
1249;08 ICT beroepen;2019;344;20.2;26.9;33.9
1250;08 ICT beroepen;2020;350;21.0;27.7;34.7
1251;08 ICT beroepen;2021;433;21.8;28.4;36.6
1252;08 ICT beroepen;2022;479;22.5;29.3;36.7
1253;08 ICT beroepen;2023;465;23.8;30.9;39.0
1254;081 Specialisten ICT;2013;206;19.4;25.1;31.0
1255;081 Specialisten ICT;2014;211;20.1;25.6;31.8
1256;081 Specialisten ICT;2015;226;20.9;26.3;32.9
1257;081 Specialisten ICT;2016;239;20.5;26.6;33.5
1258;081 Specialisten ICT;2017;238;20.8;26.7;33.5
1259;081 Specialisten ICT;2018;262;21.1;27.1;33.9
1260;081 Specialisten ICT;2019;286;21.9;28.0;35.1
1261;081 Specialisten ICT;2020;296;22.2;28.8;35.7
1262;081 Specialisten ICT;2021;372;22.8;29.8;37.3
1263;081 Specialisten ICT;2022;411;23.5;30.1;37.6
1264;081 Specialisten ICT;2023;402;25.3;32.3;39.9
1265;0811 Software- en applicatieontwikkel...;2013;145;19.4;25.6;32.1
1266;0811 Software- en applicatieontwikkel...;2014;155;20.0;26.4;32.6
1267;0811 Software- en applicatieontwikkel...;2015;168;21.1;26.6;33.5
1268;0811 Software- en applicatieontwikkel...;2016;180;20.4;27.1;34.2
1269;0811 Software- en applicatieontwikkel...;2017;177;20.7;27.4;34.5
1270;0811 Software- en applicatieontwikkel...;2018;195;21.0;27.7;34.9
1271;0811 Software- en applicatieontwikkel...;2019;222;21.8;28.6;35.9
1272;0811 Software- en applicatieontwikkel...;2020;230;22.1;29.2;36.4
1273;0811 Software- en applicatieontwikkel...;2021;288;22.6;29.8;38.1
1274;0811 Software- en applicatieontwikkel...;2022;320;23.2;30.4;38.2
1275;0811 Software- en applicatieontwikkel...;2023;319;25.1;32.5;40.5
1276;0812 Databank- en netwerkspecialisten;2013;61;19.4;24.0;28.7
1277;0812 Databank- en netwerkspecialisten;2014;55;20.3;24.2;29.0
1278;0812 Databank- en netwerkspecialisten;2015;58;20.7;25.6;31.5
1279;0812 Databank- en netwerkspecialisten;2016;59;20.5;25.8;31.7
1280;0812 Databank- en netwerkspecialisten;2017;61;21.0;25.5;30.5
1281;0812 Databank- en netwerkspecialisten;2018;67;21.3;26.0;31.2
1282;0812 Databank- en netwerkspecialisten;2019;65;22.0;27.1;31.6
1283;0812 Databank- en netwerkspecialisten;2020;66;22.9;28.1;32.4
1284;0812 Databank- en netwerkspecialisten;2021;84;23.7;29.4;34.1
1285;0812 Databank- en netwerkspecialisten;2022;90;24.3;29.5;34.7
1286;0812 Databank- en netwerkspecialisten;2023;84;26.0;31.3;37.6
1287;082 Vakspecialisten ICT;2013;38;14.4;19.6;24.4
1288;082 Vakspecialisten ICT;2014;42;12.6;18.0;24.4
1289;082 Vakspecialisten ICT;2015;40;13.7;19.4;26.1
1290;082 Vakspecialisten ICT;2016;46;14.5;19.2;25.3
1291;082 Vakspecialisten ICT;2017;48;13.9;18.7;24.2
1292;082 Vakspecialisten ICT;2018;52;14.0;18.0;24.5
1293;082 Vakspecialisten ICT;2019;57;13.9;18.3;25.7
1294;082 Vakspecialisten ICT;2020;54;15.0;20.0;26.5
1295;082 Vakspecialisten ICT;2021;61;16.3;21.7;26.6
1296;082 Vakspecialisten ICT;2022;68;17.4;23.1;29.3
1297;082 Vakspecialisten ICT;2023;63;17.4;22.8;29.7
1298;0821 Gebruikersondersteuning ICT;2013;31;14.7;20.1;24.8
1299;0821 Gebruikersondersteuning ICT;2014;35;12.7;18.6;24.7
1300;0821 Gebruikersondersteuning ICT;2015;32;13.5;19.1;25.8
1301;0821 Gebruikersondersteuning ICT;2016;39;14.5;19.4;25.3
1302;0821 Gebruikersondersteuning ICT;2017;40;14.1;19.3;24.6
