ID;Geslacht;Leeftijd;Herkomst;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
5113;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Verpleging en verzorging;2021;293.0;6.3
5114;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Verpleging en verzorging;2022;278.0;6.2
5115;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Zorg zintuiglijk gehandicapten;2020;3.0;0.1
5116;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Zorg zintuiglijk gehandicapten;2021;4.0;0.2
5117;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Zorg zintuiglijk gehandicapten;2022;5.0;0.2
5118;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Eerstelijnsverblijf;2020;31.0;0.4
5119;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Eerstelijnsverblijf;2021;34.0;0.4
5120;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Eerstelijnsverblijf;2022;30.0;0.4
5121;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Generalistische basis GGZ;2020;9.0;0.9
5122;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Generalistische basis GGZ;2021;7.0;0.9
5123;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Generalistische basis GGZ;2022;;
5124;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Gespecialiseerde GGZ;2020;197.0;2.4
5125;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Gespecialiseerde GGZ;2021;134.0;2.3
5126;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Gespecialiseerde GGZ;2022;;
5127;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Overige zorgvormen;2020;11.0;3.2
5128;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Overige zorgvormen;2021;21.0;3.8
5129;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 1 ouder geboren NL;Overige zorgvormen;2022;18.0;4.0
5130;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Totaal alle zorgvormen;2020;3881.0;99.2
5131;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Totaal alle zorgvormen;2021;4215.0;99.3
5132;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Totaal alle zorgvormen;2022;4314.0;99.3
5133;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Huisartsenzorg;2020;189.0;98.6
5134;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Huisartsenzorg;2021;206.0;98.7
5135;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Huisartsenzorg;2022;211.0;98.7
5136;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Multidisciplinaire zorg;2020;83.0;70.0
5137;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Multidisciplinaire zorg;2021;85.0;71.0
5138;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Multidisciplinaire zorg;2022;87.0;75.0
5139;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenhuiszorg;2020;2294.0;72.5
5140;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenhuiszorg;2021;2641.0;74.7
5141;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenhuiszorg;2022;2616.0;75.7
5142;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Farmacie;2020;475.0;81.2
5143;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Farmacie;2021;468.0;81.5
5144;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Farmacie;2022;490.0;82.1
5145;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Mondzorg;2020;33.0;4.8
5146;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Mondzorg;2021;37.0;5.1
5147;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Mondzorg;2022;36.0;4.8
5148;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2020;0.0;0.0
5149;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2021;0.0;0.0
5150;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2022;0.0;0.0
5151;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2020;50.0;8.4
5152;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2021;71.0;9.9
5153;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2022;74.0;10.4
5154;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2020;150.0;22.3
5155;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2021;155.0;22.4
5156;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2022;161.0;23.0
5157;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2020;70.0;5.7
5158;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2021;78.0;6.2
5159;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2022;73.0;5.9
5160;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2020;21.0;1.1
5161;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2021;21.0;0.9
5162;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2022;32.0;1.5
5163;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2020;52.0;0.4
5164;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2021;50.0;0.4
5165;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2022;62.0;0.4
5166;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2020;;
5167;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2021;;
5168;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2022;253.0;4.3
5169;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2020;214.0;4.3
5170;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2021;206.0;4.2
5171;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2022;181.0;4.0
5172;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2020;4.0;0.1
5173;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2021;8.0;0.2
5174;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2022;4.0;0.2
5175;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2020;26.0;0.3
5176;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2021;28.0;0.3
5177;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2022;20.0;0.2
5178;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2020;11.0;1.0
5179;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2021;8.0;1.0
5180;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2022;;
5181;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2020;201.0;2.7
5182;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2021;139.0;2.6
5183;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2022;;
5184;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2020;8.0;2.3
5185;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2021;15.0;2.9
5186;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2022;14.0;3.0
5187;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2020;4490.0;98.8
5188;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2021;4789.0;98.9
5189;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2022;4739.0;98.8
5190;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2020;214.0;98.3
5191;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2021;233.0;98.4
5192;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2022;237.0;98.3
5193;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2020;101.0;72.6
5194;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2021;106.0;73.7
5195;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2022;110.0;78.0
5196;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2020;2456.0;77.1
5197;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2021;2755.0;79.4
5198;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2022;2641.0;80.1
5199;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Farmacie;2020;597.0;85.4
5200;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Farmacie;2021;586.0;85.6
5201;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Farmacie;2022;606.0;85.7
5202;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2020;39.0;5.8
5203;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2021;44.0;6.1
5204;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2022;44.0;6.1
5205;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2020;0.0;0.0
5206;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2021;0.0;0.0
5207;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2022;;0.0
5208;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2020;42.0;8.4
5209;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2021;58.0;9.6
5210;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2022;59.0;9.7
5211;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2020;160.0;26.4
5212;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2021;169.0;26.7
5213;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2022;175.0;26.7
5214;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2020;86.0;6.9
5215;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2021;93.0;7.2
5216;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2022;87.0;6.8
5217;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Buitenland;2020;40.0;2.4
5218;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Buitenland;2021;47.0;2.7
5219;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Buitenland;2022;56.0;3.5
5220;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2020;78.0;0.5
5221;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2021;93.0;0.6
5222;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2022;85.0;0.6
5223;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
5224;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
5225;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2022;213.0;3.9
5226;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2020;435.0;6.6
5227;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2021;413.0;6.5
5228;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2022;378.0;6.1
5229;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2020;3.0;0.1
5230;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2021;4.0;0.1
5231;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2022;4.0;0.1
5232;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2020;30.0;0.4
5233;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2021;33.0;0.4
5234;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2022;29.0;0.3
5235;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2020;9.0;0.8
5236;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2021;7.0;0.9
5237;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2022;;
5238;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2020;185.0;2.6
5239;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2021;129.0;2.5
5240;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2022;;
5241;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2020;13.0;3.8
5242;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2021;20.0;4.7
5243;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2022;16.0;4.8
5244;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2020;4270.0;99.4
5245;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2021;4515.0;99.5
5246;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2022;4718.0;99.5
5247;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Huisartsenzorg;2020;206.0;98.9
5248;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Huisartsenzorg;2021;225.0;99.0
5249;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Huisartsenzorg;2022;235.0;98.9
5250;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2020;83.0;70.3
5251;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2021;85.0;71.2
5252;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2022;84.0;75.9
5253;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2020;2528.0;78.0
5254;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2021;2768.0;79.9
5255;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2022;2860.0;80.8
5256;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Farmacie;2020;528.0;84.6
5257;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Farmacie;2021;518.0;84.7
5258;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Farmacie;2022;545.0;85.1
5259;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Mondzorg;2020;39.0;5.7
5260;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Mondzorg;2021;43.0;5.8
5261;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Mondzorg;2022;43.0;5.8
5262;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geboortezorg;2020;0.0;0.0
5263;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geboortezorg;2021;;0.0
5264;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geboortezorg;2022;;0.0
5265;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Paramedische zorg;2020;56.0;9.2
5266;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Paramedische zorg;2021;74.0;10.1
5267;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Paramedische zorg;2022;79.0;10.7
5268;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Hulpmiddelen;2020;181.0;24.3
5269;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Hulpmiddelen;2021;183.0;24.5
5270;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Hulpmiddelen;2022;190.0;25.1
5271;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenvervoer;2020;74.0;6.5
5272;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenvervoer;2021;81.0;6.8
5273;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Ziekenvervoer;2022;82.0;6.8
5274;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Buitenland;2020;21.0;1.1
5275;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Buitenland;2021;20.0;1.0
5276;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Buitenland;2022;28.0;1.6
5277;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2020;74.0;0.5
5278;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2021;82.0;0.6
5279;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2022;86.0;0.6
5280;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
5281;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
5282;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2022;183.0;3.2
5283;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Verpleging en verzorging;2020;271.0;5.9
5284;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Verpleging en verzorging;2021;269.0;6.0
5285;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Verpleging en verzorging;2022;254.0;5.8
5286;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2020;3.0;0.1
5287;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2021;4.0;0.2
5288;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2022;4.0;0.2
5289;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2020;28.0;0.4
5290;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2021;31.0;0.4
5291;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2022;28.0;0.3
5292;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2020;8.0;0.8
5293;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2021;6.0;0.8
5294;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2022;;
5295;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2020;158.0;2.0
5296;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2021;107.0;1.9
5297;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2022;;
5298;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Overige zorgvormen;2020;11.0;3.1
5299;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Overige zorgvormen;2021;19.0;3.7
5300;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: Nederland;Overige zorgvormen;2022;17.0;3.9
5301;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2020;4453.0;99.0
5302;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2021;4734.0;99.1
5303;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2022;4760.0;99.0
5304;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2020;213.0;98.4
5305;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2021;231.0;98.5
5306;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2022;237.0;98.4
5307;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2020;96.0;71.8
5308;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2021;100.0;72.8
5309;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2022;102.0;77.0
5310;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2020;2484.0;77.2
5311;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2021;2770.0;79.3
5312;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2022;2711.0;80.1
5313;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Farmacie;2020;580.0;85.1
5314;Totaal mannen en vrouwen;60 tot 80 jaar;Herkomstland: buiten Nederland;Farmacie;2021;568.0;85.2
