ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
4742;Schol;2016 februari;1745.0
4743;Schol;2016 maart;1625.0
4744;Schol;2016 april;1630.0
4745;Schol;2016 mei;1820.0
4746;Schol;2016 juni;1598.0
4747;Schol;2016 juli;1635.0
4748;Schol;2016 augustus;1691.0
4749;Schol;2016 september;1748.0
4750;Schol;2016 oktober;1929.0
4751;Schol;2016 november;1889.0
4752;Schol;2016 december;1598.0
4753;Schol;2016;1707.0
4754;Schol;2017 januari;1566.0
4755;Schol;2017 februari;1485.0
4756;Schol;2017 maart;1784.0
4757;Schol;2017 april;1718.0
4758;Schol;2017 mei;1783.0
4759;Schol;2017 juni;1724.0
4760;Schol;2017 juli;1925.0
4761;Schol;2017 augustus;1960.0
4762;Schol;2017 september;1998.0
4763;Schol;2017 oktober;2258.0
4764;Schol;2017 november;2452.0
4765;Schol;2017 december;2615.0
4766;Schol;2017;1850.0
4767;Schol;2018 januari;1908.0
4768;Schol;2018 februari;2153.0
4769;Schol;2018 maart;2485.0
4770;Schol;2018 april;2431.0
4771;Schol;2018 mei;2467.0
4772;Schol;2018 juni;2531.0
4773;Schol;2018 juli;2609.0
4774;Schol;2018 augustus;2659.0
4775;Schol;2018 september;2914.0
4776;Schol;2018 oktober;3024.0
4777;Schol;2018 november;2846.0
4778;Schol;2018 december;2570.0
4779;Schol;2018;2569.0
4780;Schol;2019 januari;2180.0
4781;Schol;2019 februari;2239.0
4782;Schol;2019 maart;2697.0
4783;Schol;2019 april ;2685.0
4784;Schol;2019 mei;2312.0
4785;Schol;2019 juni;2269.0
4786;Schol;2019 juli;2411.0
4787;Schol;2019 augustus;2479.0
4788;Schol;2019 september;2642.0
4789;Schol;2019 oktober;2722.0
4790;Schol;2019 november;2521.0
4791;Schol;2019 december;2389.0
4792;Schol;2019;2456.0
4793;Schol;2020 januari;2054.0
4794;Schol;2020 februari;2203.0
4795;Schol;2020 maart;2177.0
4796;Schol;2020 april;1958.0
4797;Schol;2020 mei;1979.0
4798;Schol;2020 juni;1976.0
4799;Schol;2020 juli;2144.0
4800;Schol;2020 augustus;2264.0
4801;Schol;2020 september;2343.0
4802;Schol;2020 oktober;2300.0
4803;Schol;2020 november;2257.0
4804;Schol;2020 december;1965.0
4805;Schol;2020;2116.0
4806;Schol;2021 januari;1726.0
4807;Schol;2021 februari;1694.0
4808;Schol;2021 maart;1827.0
4809;Schol;2021 april;2192.0
4810;Schol;2021 mei;2161.0
4811;Schol;2021 juni;2140.0
4812;Schol;2021 juli;2299.0
4813;Schol;2021 augustus;2417.0
4814;Schol;2021 september;2603.0
4815;Schol;2021 oktober;2678.0
4816;Schol;2021 november;2640.0
4817;Schol;2021 december;2409.0
4818;Schol;2021 ;2243.0
4819;Schol;2022  januari;2123.0
4820;Schol;2022 februari;2830.0
4821;Schol;2022 maart;2518.0
4822;Schol;2022 april;2554.0
4823;Schol;2022 mei;2811.0
4824;Schol;2022 juni;2934.0
4825;Schol;2022 juli;3139.0
4826;Schol;2022 augustus;3264.0
4827;Schol;2022 september;3278.0
4828;Schol;2022 oktober;3466.0
4829;Schol;2022 november;3440.0
4830;Schol;2022 december;2912.0
4831;Schol;2022;2945.0
4832;Schol;2023 januari;2623.0
4833;Schol;2023 februari;2601.0
4834;Schol;2023 maart;2566.0
4835;Schol;2023 april;2738.0
4836;Schol;2023 mei;2758.0
4837;Schol;2023 juni;2884.0
4838;Schol;2023 juli;3041.0
4839;Schol;2023 augustus;2959.0
4840;Schol;2023 september;2953.0
4841;Schol;2023 oktober;3130.0
4842;Schol;2023 november;3020.0
4843;Schol;2023 december;2808.0
4844;Schol;2023;2853.0
4845;Schol;2024 januari;2483.0
4846;Schol;2024 februari;2706.0
4847;Schol;2024 maart;2184.0
4848;Schol;2024 april;2619.0
4849;Schol;2024 mei;2542.0
4850;Schol;2024 juni;2666.0
4851;Schol;2024 juli ;2645.0
4852;Schol;2024 augustus;2395.0
4853;Schol;2024 september;2573.0
4854;Schol;2024 oktober;2561.0
4855;Schol;2024 november;2946.0
4856;Schol;2024 december;2406.0
4857;Schol;2024 ;2545.0
4858;Schol;2025 januari;1638.0
4859;Schol;2025 februari;2033.0
4860;Tarbot;1994 januari;7605.0
4861;Tarbot;1994 februari;10609.0
4862;Tarbot;1994 maart;11390.0
4863;Tarbot;1994 april;8876.0
4864;Tarbot;1994 mei;7174.0
4865;Tarbot;1994 juni;6652.0
4866;Tarbot;1994 juli;6875.0
4867;Tarbot;1994 augustus;6979.0
4868;Tarbot;1994 september;6625.0
4869;Tarbot;1994 oktober;6026.0
4870;Tarbot;1994 november;5745.0
4871;Tarbot;1994 december;7651.0
4872;Tarbot;1994;7251.0
4873;Tarbot;1995 januari;8055.0
4874;Tarbot;1995 februari;9157.0
4875;Tarbot;1995 maart;8776.0
4876;Tarbot;1995 april;8617.0
4877;Tarbot;1995 mei;6757.0
4878;Tarbot;1995 juni;6217.0
4879;Tarbot;1995 juli;7102.0
4880;Tarbot;1995 augustus;7319.0
4881;Tarbot;1995 september;7034.0
4882;Tarbot;1995 oktober;6557.0
4883;Tarbot;1995 november;6557.0
4884;Tarbot;1995 december;8604.0
4885;Tarbot;1995;7369.0
4886;Tarbot;1996 januari;7891.0
4887;Tarbot;1996 februari;10564.0
4888;Tarbot;1996 maart;10972.0
4889;Tarbot;1996 april;10069.0
4890;Tarbot;1996 mei;8812.0
4891;Tarbot;1996 juni;6979.0
4892;Tarbot;1996 juli;9230.0
4893;Tarbot;1996 augustus;8994.0
4894;Tarbot;1996 september;8781.0
4895;Tarbot;1996 oktober;7601.0
4896;Tarbot;1996 november;7873.0
4897;Tarbot;1996 december;9126.0
4898;Tarbot;1996;8635.0
4899;Tarbot;1997 januari;8218.0
4900;Tarbot;1997 februari;12279.0
4901;Tarbot;1997 maart;10305.0
4902;Tarbot;1997 april;10800.0
4903;Tarbot;1997 mei;8862.0
4904;Tarbot;1997 juni;7624.0
4905;Tarbot;1997 juli;10260.0
4906;Tarbot;1997 augustus;8713.0
4907;Tarbot;1997 september;9420.0
4908;Tarbot;1997 oktober;8926.0
4909;Tarbot;1997 november;9225.0
4910;Tarbot;1997 december;10782.0
4911;Tarbot;1997;9321.0
4912;Tarbot;1998 januari;10137.0
4913;Tarbot;1998 februari;11317.0
4914;Tarbot;1998 maart;12170.0
4915;Tarbot;1998 april;11050.0
4916;Tarbot;1998 mei;9906.0
4917;Tarbot;1998 juni;9502.0
4918;Tarbot;1998 juli;11222.0
4919;Tarbot;1998 augustus;11512.0
4920;Tarbot;1998 september;10510.0
4921;Tarbot;1998 oktober;10156.0
4922;Tarbot;1998 november;10083.0
4923;Tarbot;1998 december;11422.0
4924;Tarbot;1998;10650.0
4925;Tarbot;1999 januari;11322.0
4926;Tarbot;1999 februari;13060.0
4927;Tarbot;1999 maart;12384.0
4928;Tarbot;1999 april;11408.0
4929;Tarbot;1999 mei;9743.0
4930;Tarbot;1999 juni;8976.0
4931;Tarbot;1999 juli;10573.0
4932;Tarbot;1999 augustus;10718.0
4933;Tarbot;1999 september;10083.0
4934;Tarbot;1999 oktober;9684.0
4935;Tarbot;1999 november;
4936;Tarbot;1999 december;
4937;Tarbot;1999;10437.0
4938;Tarbot;2000 januari;9593.0
4939;Tarbot;2000 februari;11045.0
4940;Tarbot;2000 maart;10382.0
4941;Tarbot;2000 april;9770.0
4942;Tarbot;2000 mei;7519.0
4943;Tarbot;2000 juni;8218.0
4944;Tarbot;2000 juli;8635.0
4945;Tarbot;2000 augustus;9166.0
4946;Tarbot;2000 september;8776.0
4947;Tarbot;2000 oktober;8399.0
4948;Tarbot;2000 november;8173.0
4949;Tarbot;2000 december;9684.0
4950;Tarbot;2000;8930.0
4951;Tarbot;2001 januari;8572.0
4952;Tarbot;2001 februari;10623.0
4953;Tarbot;2001 maart;12175.0
4954;Tarbot;2001 april;12470.0
4955;Tarbot;2001 mei;8458.0
4956;Tarbot;2001 juni;8604.0
4957;Tarbot;2001 juli;8871.0
4958;Tarbot;2001 augustus;8499.0
4959;Tarbot;2001 september;8540.0
4960;Tarbot;2001 oktober;7183.0
4961;Tarbot;2001 november;8182.0
4962;Tarbot;2001 december;10019.0
4963;Tarbot;2001;8903.0
4964;Tarbot;2002 januari;9620.0
4965;Tarbot;2002 februari;14980.0
4966;Tarbot;2002 maart;12370.0
4967;Tarbot;2002 april;8820.0
4968;Tarbot;2002 mei;9140.0
4969;Tarbot;2002 juni;7810.0
4970;Tarbot;2002 juli;10180.0
4971;Tarbot;2002 augustus;9900.0
4972;Tarbot;2002 september;9890.0
4973;Tarbot;2002 oktober;9480.0
4974;Tarbot;2002 november;10220.0
4975;Tarbot;2002 december;11620.0
4976;Tarbot;2002;9920.0
4977;Tarbot;2003 januari;11440.0
4978;Tarbot;2003 februari;12920.0
4979;Tarbot;2003 maart;11710.0
4980;Tarbot;2003 april;11110.0
4981;Tarbot;2003 mei;9600.0
4982;Tarbot;2003 juni;8300.0
4983;Tarbot;2003 juli;8930.0
4984;Tarbot;2003 augustus;8500.0
4985;Tarbot;2003 september;9630.0
4986;Tarbot;2003 oktober;9410.0
4987;Tarbot;2003 november;8580.0
4988;Tarbot;2003 december;9860.0
4989;Tarbot;2003;9720.0
4990;Tarbot;2004 januari;11100.0
4991;Tarbot;2004 februari;11830.0
4992;Tarbot;2004 maart;10930.0
4993;Tarbot;2004 april;10060.0
4994;Tarbot;2004 mei;8240.0
4995;Tarbot;2004 juni;7610.0
4996;Tarbot;2004 juli;7930.0
4997;Tarbot;2004 augustus;8680.0
4998;Tarbot;2004 september;9670.0
4999;Tarbot;2004 oktober;8920.0
5000;Tarbot;2004 november;8900.0
5001;Tarbot;2004 december;11470.0
5002;Tarbot;2004;9290.0
5003;Tarbot;2005 januari;11870.0
5004;Tarbot;2005 februari;12350.0
5005;Tarbot;2005 maart;11770.0
5006;Tarbot;2005 april;9700.0
5007;Tarbot;2005 mei;9560.0
5008;Tarbot;2005 juni;8150.0
5009;Tarbot;2005 juli;8830.0
5010;Tarbot;2005 augustus;9560.0
5011;Tarbot;2005 september;8670.0
5012;Tarbot;2005 oktober;8850.0
5013;Tarbot;2005 november;9490.0
5014;Tarbot;2005 december;11310.0
5015;Tarbot;2005;9610.0
5016;Tarbot;2006 januari;10210.0
5017;Tarbot;2006 februari;12650.0
5018;Tarbot;2006 maart;14170.0
5019;Tarbot;2006 april;13200.0
5020;Tarbot;2006 mei;10410.0
5021;Tarbot;2006 juni;9380.0
5022;Tarbot;2006 juli;8830.0
5023;Tarbot;2006 augustus;9390.0
5024;Tarbot;2006 september;9800.0
5025;Tarbot;2006 oktober;9700.0
5026;Tarbot;2006 november;10230.0
5027;Tarbot;2006 december;11900.0
5028;Tarbot;2006;10360.0
5029;Tarbot;2007 januari;10660.0
5030;Tarbot;2007 februari;9940.0
5031;Tarbot;2007 maart;10430.0
5032;Tarbot;2007 april;10060.0
5033;Tarbot;2007 mei;9030.0
5034;Tarbot;2007 juni;8260.0
5035;Tarbot;2007 juli;8980.0
5036;Tarbot;2007 augustus;10150.0
5037;Tarbot;2007 september;10060.0
5038;Tarbot;2007 oktober;9650.0
5039;Tarbot;2007 november;10080.0
5040;Tarbot;2007 december;12990.0
5041;Tarbot;2007;9900.0
5042;Tarbot;2008 januari;13790.0
5043;Tarbot;2008 februari;12920.0
5044;Tarbot;2008 maart;15280.0
5045;Tarbot;2008 april;11070.0
5046;Tarbot;2008 mei;9840.0
5047;Tarbot;2008 juni;8680.0
5048;Tarbot;2008 juli;9800.0
5049;Tarbot;2008 augustus;10070.0
5050;Tarbot;2008 september;9580.0
5051;Tarbot;2008 oktober;9080.0
5052;Tarbot;2008 november;9540.0
5053;Tarbot;2008 december;11260.0
5054;Tarbot;2008;10390.0
5055;Tarbot;2009 januari;10330.0
5056;Tarbot;2009 februari;11190.0
5057;Tarbot;2009 maart;
5058;Tarbot;2009 april;
5059;Tarbot;2009 mei;7610.0
5060;Tarbot;2009 juni;7190.0
5061;Tarbot;2009 juli;8430.0
5062;Tarbot;2009 augustus;8930.0
5063;Tarbot;2009 september;9680.0
5064;Tarbot;2009 oktober;9230.0
5065;Tarbot;2009 november;9860.0
5066;Tarbot;2009 december;11710.0
5067;Tarbot;2009;9330.0
5068;Tarbot;2010 januari;11890.0
5069;Tarbot;2010 februari;12370.0
5070;Tarbot;2010 maart;12150.0
5071;Tarbot;2010 april;10810.0
5072;Tarbot;2010 mei;9260.0
5073;Tarbot;2010 juni;7800.0
5074;Tarbot;2010 juli;9350.0
5075;Tarbot;2010 augustus;11340.0
5076;Tarbot;2010 september;11370.0
5077;Tarbot;2010 oktober;10350.0
5078;Tarbot;2010 november;10660.0
5079;Tarbot;2010 december;13180.0
5080;Tarbot;2010;10590.0
5081;Tarbot;2011 januari;12950.0
5082;Tarbot;2011 februari;12960.0
5083;Tarbot;2011 maart;13460.0
5084;Tarbot;2011 april;10360.0
5085;Tarbot;2011 mei;9160.0
5086;Tarbot;2011 juni;8520.0
5087;Tarbot;2011 juli;10310.0
5088;Tarbot;2011 augustus;10650.0
5089;Tarbot;2011 september;11030.0
5090;Tarbot;2011 oktober;9500.0
5091;Tarbot;2011 november;8760.0
5092;Tarbot;2011 december;12690.0
5093;Tarbot;2011;10340.0
5094;Tarbot;2012 januari;9516.0
5095;Tarbot;2012 februari;9865.0
5096;Tarbot;2012 maart;9732.0
5097;Tarbot;2012 april;9881.0
5098;Tarbot;2012 mei;8128.0
5099;Tarbot;2012 juni;7037.0
5100;Tarbot;2012 juli;7463.0
5101;Tarbot;2012 augustus;8816.0
5102;Tarbot;2012 september;8402.0
5103;Tarbot;2012 oktober;7783.0
5104;Tarbot;2012 november;6991.0
5105;Tarbot;2012 december;8796.0
5106;Tarbot;2012;8268.0
5107;Tarbot;2013 januari;7669.0
5108;Tarbot;2013 februari;9474.0
5109;Tarbot;2013 maart;11124.0
5110;Tarbot;2013 april;10054.0
5111;Tarbot;2013 mei;8631.0
5112;Tarbot;2013 juni;6962.0
5113;Tarbot;2013 juli;9353.0
5114;Tarbot;2013 augustus;9269.0
5115;Tarbot;2013 september;8887.0
5116;Tarbot;2013 oktober;8970.0
5117;Tarbot;2013 november;9527.0
5118;Tarbot;2013 december;12983.0
5119;Tarbot;2013;9153.0
5120;Tarbot;2014 januari;10565.0
5121;Tarbot;2014 februari;11682.0
5122;Tarbot;2014 maart;9821.0
5123;Tarbot;2014 april;10536.0
5124;Tarbot;2014 mei;8805.0
5125;Tarbot;2014 juni;8582.0
5126;Tarbot;2014 juli;9723.0
5127;Tarbot;2014 augustus;11101.0
5128;Tarbot;2014 september;9628.0
5129;Tarbot;2014 oktober;10132.0
5130;Tarbot;2014 november;10193.0
5131;Tarbot;2014 december;12705.0
5132;Tarbot;2014 ;10173.0
5133;Tarbot;2015 januari;10486.0
5134;Tarbot;2015 februari;10227.0
5135;Tarbot;2015 maart;11239.0
5136;Tarbot;2015 april;10555.0
5137;Tarbot;2015 mei;8993.0
5138;Tarbot;2015 juni;8153.0
5139;Tarbot;2015 juli;8889.0
5140;Tarbot;2015  augustus;9812.0
5141;Tarbot;2015 september;9688.0
5142;Tarbot;2015 oktober;7804.0
5143;Tarbot;2015 november;9155.0
5144;Tarbot;2015 december;10687.0
5145;Tarbot;2015 ;9487.0
5146;Tarbot;2016  januari;8365.0
5147;Tarbot;2016 februari;9437.0
5148;Tarbot;2016 maart;8394.0
5149;Tarbot;2016 april;9251.0
5150;Tarbot;2016 mei;9195.0
5151;Tarbot;2016 juni;7980.0
5152;Tarbot;2016 juli;9249.0
5153;Tarbot;2016 augustus;10275.0
5154;Tarbot;2016 september;9056.0
5155;Tarbot;2016 oktober;8653.0
5156;Tarbot;2016 november;10299.0
5157;Tarbot;2016 december;11075.0
5158;Tarbot;2016;9219.0
5159;Tarbot;2017 januari;8518.0
5160;Tarbot;2017 februari;9454.0
5161;Tarbot;2017 maart;11746.0
5162;Tarbot;2017 april;10488.0
5163;Tarbot;2017 mei;9142.0
5164;Tarbot;2017 juni;8255.0
5165;Tarbot;2017 juli;9737.0
5166;Tarbot;2017 augustus;10756.0
5167;Tarbot;2017 september;10109.0
5168;Tarbot;2017 oktober;10068.0
5169;Tarbot;2017 november;10478.0
5170;Tarbot;2017 december;11278.0
5171;Tarbot;2017;9817.0
5172;Tarbot;2018 januari;11781.0
5173;Tarbot;2018 februari;12388.0
5174;Tarbot;2018 maart;14804.0
5175;Tarbot;2018 april;12168.0
5176;Tarbot;2018 mei;10905.0
5177;Tarbot;2018 juni;9707.0
5178;Tarbot;2018 juli;11218.0
5179;Tarbot;2018 augustus;10618.0
5180;Tarbot;2018 september;9677.0
5181;Tarbot;2018 oktober;8957.0
5182;Tarbot;2018 november;9298.0
5183;Tarbot;2018 december;12482.0
5184;Tarbot;2018;10726.0
5185;Tarbot;2019 januari;11148.0
5186;Tarbot;2019 februari;12085.0
5187;Tarbot;2019 maart;13103.0
5188;Tarbot;2019 april ;11421.0
5189;Tarbot;2019 mei;9609.0
5190;Tarbot;2019 juni;8831.0
5191;Tarbot;2019 juli;9484.0
5192;Tarbot;2019 augustus;8826.0
5193;Tarbot;2019 september;8391.0
5194;Tarbot;2019 oktober;8640.0
5195;Tarbot;2019 november;8670.0
5196;Tarbot;2019 december;12449.0
5197;Tarbot;2019;9831.0
5198;Tarbot;2020 januari;10026.0
5199;Tarbot;2020 februari;11054.0
5200;Tarbot;2020 maart;7512.0
5201;Tarbot;2020 april;7079.0
5202;Tarbot;2020 mei;6342.0
5203;Tarbot;2020 juni;6817.0
5204;Tarbot;2020 juli;8535.0
5205;Tarbot;2020 augustus;8449.0
5206;Tarbot;2020 september;7195.0
5207;Tarbot;2020 oktober;7215.0
5208;Tarbot;2020 november;6826.0
5209;Tarbot;2020 december;9995.0
5210;Tarbot;2020;7956.0
5211;Tarbot;2021 januari;7910.0
5212;Tarbot;2021 februari;8495.0
5213;Tarbot;2021 maart;9255.0
5214;Tarbot;2021 april;10820.0
5215;Tarbot;2021 mei;10547.0
5216;Tarbot;2021 juni;9373.0
5217;Tarbot;2021 juli;12982.0
5218;Tarbot;2021 augustus;12898.0
5219;Tarbot;2021 september;11583.0
5220;Tarbot;2021 oktober;13192.0
5221;Tarbot;2021 november;12948.0
5222;Tarbot;2021 december;15413.0
5223;Tarbot;2021 ;11296.0
5224;Tarbot;2022  januari;15223.0
5225;Tarbot;2022 februari;22214.0
5226;Tarbot;2022 maart;17183.0
5227;Tarbot;2022 april;15830.0
5228;Tarbot;2022 mei;13548.0
5229;Tarbot;2022 juni;13553.0
5230;Tarbot;2022 juli;15152.0
5231;Tarbot;2022 augustus;14853.0
5232;Tarbot;2022 september;13934.0
5233;Tarbot;2022 oktober;14583.0
5234;Tarbot;2022 november;15235.0
5235;Tarbot;2022 december;16603.0
5236;Tarbot;2022;15203.0
5237;Tarbot;2023 januari;15582.0
5238;Tarbot;2023 februari;15616.0
5239;Tarbot;2023 maart;15893.0
5240;Tarbot;2023 april;14856.0
5241;Tarbot;2023 mei;12771.0
5242;Tarbot;2023 juni;10990.0
5243;Tarbot;2023 juli;13813.0
5244;Tarbot;2023 augustus;13433.0
5245;Tarbot;2023 september;12756.0
5246;Tarbot;2023 oktober;14018.0
5247;Tarbot;2023 november;16823.0
5248;Tarbot;2023 december;19817.0
5249;Tarbot;2023;14273.0
5250;Tarbot;2024 januari;17334.0
5251;Tarbot;2024 februari;18389.0
5252;Tarbot;2024 maart;16298.0
5253;Tarbot;2024 april;15767.0
5254;Tarbot;2024 mei;12967.0
5255;Tarbot;2024 juni;11904.0
5256;Tarbot;2024 juli ;13531.0
5257;Tarbot;2024 augustus;13988.0
5258;Tarbot;2024 september;12954.0
5259;Tarbot;2024 oktober;12473.0
5260;Tarbot;2024 november;13721.0
5261;Tarbot;2024 december;20946.0
5262;Tarbot;2024 ;14296.0
5263;Tarbot;2025 januari;16630.0
5264;Tarbot;2025 februari;16251.0
5265;Tong;1994 januari;5368.0
5266;Tong;1994 februari;5786.0
5267;Tong;1994 maart;5405.0
5268;Tong;1994 april;5913.0
5269;Tong;1994 mei;5536.0
5270;Tong;1994 juni;5954.0
5271;Tong;1994 juli;5572.0
5272;Tong;1994 augustus;5051.0
5273;Tong;1994 september;5541.0
5274;Tong;1994 oktober;5332.0
5275;Tong;1994 november;5509.0
5276;Tong;1994 december;6013.0
5277;Tong;1994;5559.0
5278;Tong;1995 januari;6684.0
5279;Tong;1995 februari;6235.0
5280;Tong;1995 maart;6162.0
5281;Tong;1995 april;5645.0
5282;Tong;1995 mei;5781.0
5283;Tong;1995 juni;6607.0
5284;Tong;1995 juli;6825.0
5285;Tong;1995 augustus;6180.0
5286;Tong;1995 september;6489.0
5287;Tong;1995 oktober;6203.0
5288;Tong;1995 november;6108.0
5289;Tong;1995 december;6235.0
5290;Tong;1995;6235.0
5291;Tong;1996 januari;6507.0
5292;Tong;1996 februari;6421.0
5293;Tong;1996 maart;6598.0
5294;Tong;1996 april;6929.0
5295;Tong;1996 mei;7823.0
5296;Tong;1996 juni;9407.0
5297;Tong;1996 juli;10319.0
5298;Tong;1996 augustus;8517.0
5299;Tong;1996 september;8858.0
5300;Tong;1996 oktober;8368.0
5301;Tong;1996 november;9003.0
5302;Tong;1996 december;9570.0
5303;Tong;1996;7923.0
5304;Tong;1997 januari;8372.0
5305;Tong;1997 februari;9638.0
5306;Tong;1997 maart;9579.0
5307;Tong;1997 april;10147.0
5308;Tong;1997 mei;11086.0
5309;Tong;1997 juni;12102.0
5310;Tong;1997 juli;12025.0
5311;Tong;1997 augustus;11136.0
5312;Tong;1997 september;10682.0
5313;Tong;1997 oktober;10618.0
5314;Tong;1997 november;10732.0
5315;Tong;1997 december;11839.0
5316;Tong;1997;10460.0
5317;Tong;1998 januari;12098.0
5318;Tong;1998 februari;11521.0
5319;Tong;1998 maart;11857.0
5320;Tong;1998 april;11322.0
5321;Tong;1998 mei;10655.0
5322;Tong;1998 juni;10078.0
5323;Tong;1998 juli;8150.0
5324;Tong;1998 augustus;6770.0
5325;Tong;1998 september;5981.0
5326;Tong;1998 oktober;5922.0
5327;Tong;1998 november;5568.0
5328;Tong;1998 december;5591.0
5329;Tong;1998;7646.0
5330;Tong;1999 januari;7084.0
5331;Tong;1999 februari;7928.0
5332;Tong;1999 maart;7682.0
5333;Tong;1999 april;7646.0
5334;Tong;1999 mei;7891.0
5335;Tong;1999 juni;7841.0
5336;Tong;1999 juli;7660.0
5337;Tong;1999 augustus;7047.0
5338;Tong;1999 september;6961.0
5339;Tong;1999 oktober;7152.0
5340;Tong;1999 november;
5341;Tong;1999 december;
5342;Tong;1999;7506.0
5343;Tong;2000 januari;7664.0
5344;Tong;2000 februari;8567.0
5345;Tong;2000 maart;8086.0
5346;Tong;2000 april;8027.0
5347;Tong;2000 mei;8386.0
5348;Tong;2000 juni;9561.0
5349;Tong;2000 juli;9552.0
5350;Tong;2000 augustus;8318.0
5351;Tong;2000 september;8758.0
5352;Tong;2000 oktober;8300.0
5353;Tong;2000 november;8949.0
5354;Tong;2000 december;10269.0
5355;Tong;2000;8617.0
5356;Tong;2001 januari;11204.0
5357;Tong;2001 februari;11776.0
5358;Tong;2001 maart;11335.0
5359;Tong;2001 april;11154.0
5360;Tong;2001 mei;9339.0
5361;Tong;2001 juni;10392.0
5362;Tong;2001 juli;9670.0
5363;Tong;2001 augustus;8286.0
5364;Tong;2001 september;7633.0
5365;Tong;2001 oktober;7351.0
5366;Tong;2001 november;8141.0
5367;Tong;2001 december;8663.0
5368;Tong;2001;9257.0
5369;Tong;2002 januari;8910.0
5370;Tong;2002 februari;9850.0
5371;Tong;2002 maart;8270.0
5372;Tong;2002 april;7410.0
5373;Tong;2002 mei;10000.0
5374;Tong;2002 juni;9120.0
5375;Tong;2002 juli;10190.0
5376;Tong;2002 augustus;8720.0
5377;Tong;2002 september;9670.0
5378;Tong;2002 oktober;9200.0
5379;Tong;2002 november;9630.0
5380;Tong;2002 december;11140.0
5381;Tong;2002;9230.0
5382;Tong;2003 januari;11000.0
5383;Tong;2003 februari;11000.0
5384;Tong;2003 maart;9600.0
5385;Tong;2003 april;9360.0
5386;Tong;2003 mei;10680.0
5387;Tong;2003 juni;11220.0
5388;Tong;2003 juli;9620.0
5389;Tong;2003 augustus;7810.0
5390;Tong;2003 september;7520.0
5391;Tong;2003 oktober;7440.0
5392;Tong;2003 november;7850.0
5393;Tong;2003 december;8880.0
5394;Tong;2003;9000.0
5395;Tong;2004 januari;10030.0
5396;Tong;2004 februari;9810.0
5397;Tong;2004 maart;9140.0
5398;Tong;2004 april;7190.0
5399;Tong;2004 mei;7510.0
5400;Tong;2004 juni;8350.0
5401;Tong;2004 juli;8680.0
5402;Tong;2004 augustus;8480.0
5403;Tong;2004 september;9280.0
5404;Tong;2004 oktober;8940.0
5405;Tong;2004 november;9350.0
5406;Tong;2004 december;10050.0
5407;Tong;2004;8830.0
5408;Tong;2005 januari;11290.0
5409;Tong;2005 februari;11620.0
5410;Tong;2005 maart;10790.0
5411;Tong;2005 april;8380.0
5412;Tong;2005 mei;9370.0
5413;Tong;2005 juni;10090.0
5414;Tong;2005 juli;11130.0
5415;Tong;2005 augustus;10530.0
5416;Tong;2005 september;10490.0
5417;Tong;2005 oktober;10570.0
5418;Tong;2005 november;11170.0
5419;Tong;2005 december;11610.0
5420;Tong;2005;10430.0
5421;Tong;2006 januari;10920.0
5422;Tong;2006 februari;11570.0
5423;Tong;2006 maart;12960.0
5424;Tong;2006 april;11190.0
5425;Tong;2006 mei;11920.0
5426;Tong;2006 juni;14930.0
5427;Tong;2006 juli;14520.0
5428;Tong;2006 augustus;12970.0
5429;Tong;2006 september;13870.0
5430;Tong;2006 oktober;13250.0
5431;Tong;2006 november;12760.0
5432;Tong;2006 december;14050.0
5433;Tong;2006;12710.0
5434;Tong;2007 januari;14660.0
5435;Tong;2007 februari;15010.0
5436;Tong;2007 maart;15020.0
5437;Tong;2007 april;13090.0
5438;Tong;2007 mei;13190.0
5439;Tong;2007 juni;11390.0
5440;Tong;2007 juli;10110.0
5441;Tong;2007 augustus;8240.0
5442;Tong;2007 september;7920.0
5443;Tong;2007 oktober;7700.0
5444;Tong;2007 november;7920.0
5445;Tong;2007 december;8130.0
5446;Tong;2007;10080.0
5447;Tong;2008 januari;10510.0
5448;Tong;2008 februari;10230.0
5449;Tong;2008 maart;10940.0
5450;Tong;2008 april;9230.0
5451;Tong;2008 mei;10320.0
5452;Tong;2008 juni;9590.0
5453;Tong;2008 juli;9980.0
5454;Tong;2008 augustus;9630.0
5455;Tong;2008 september;9520.0
5456;Tong;2008 oktober;9150.0
5457;Tong;2008 november;9490.0
5458;Tong;2008 december;10090.0
5459;Tong;2008;9840.0
5460;Tong;2009 januari;9570.0
5461;Tong;2009 februari;8870.0
5462;Tong;2009 maart;
5463;Tong;2009 april;
5464;Tong;2009 mei;10240.0
5465;Tong;2009 juni;10590.0
5466;Tong;2009 juli;9440.0
5467;Tong;2009 augustus;10620.0
5468;Tong;2009 september;11470.0
5469;Tong;2009 oktober;10680.0
5470;Tong;2009 november;11130.0
5471;Tong;2009 december;12390.0
5472;Tong;2009;10030.0
5473;Tong;2010 januari;10920.0
5474;Tong;2010 februari;10320.0
5475;Tong;2010 maart;10810.0
5476;Tong;2010 april;10280.0
5477;Tong;2010 mei;11790.0
5478;Tong;2010 juni;13290.0
5479;Tong;2010 juli;11740.0
5480;Tong;2010 augustus;11320.0
5481;Tong;2010 september;11930.0
5482;Tong;2010 oktober;11610.0
5483;Tong;2010 november;12420.0
5484;Tong;2010 december;12590.0
5485;Tong;2010;11480.0
5486;Tong;2011 januari;10850.0
5487;Tong;2011 februari;11340.0
5488;Tong;2011 maart;11960.0
