ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
273;Mannen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1992;70;44.0;59.0;71.0;76.0;79.0;81.0;44.0;56.0;64.0;64.0;64.0;66.0;0.0;3.0;7.0;11.0;14.0;16.0;3.0;9.0;11.0;11.0;16.0;17.0;19.0;20.0;21.0;101.0;96.0;91.0;49.0;30.0;16.0;10.0;6.0;1.0;86.0;79.0;71.0;27.0;13.0;3.0;1.0;0.0;0.0;1.0;4.0;4.0;4.0;3.0;1.0;0.0;0.0;0.0;14.0;13.0;16.0;17.0;14.0;11.0;9.0;6.0;1.0
274;Mannen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1993;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Mannen;Gezondheidszorgonderwijs;Vooropleiding vwo;Cohort 1994;130;40.0;65.0;73.0;78.0;83.0;;39.0;61.0;66.0;67.0;68.0;;1.0;4.0;7.0;12.0;15.0;;8.0;12.0;11.0;11.0;13.0;15.0;16.0;17.0;;95.0;91.0;91.0;52.0;25.0;15.0;8.0;3.0;;83.0;78.0;77.0;35.0;11.0;5.0;3.0;2.0;;7.0;5.0;8.0;8.0;7.0;5.0;2.0;0.0;;5.0;7.0;6.0;8.0;8.0;6.0;4.0;2.0;
276;Mannen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1991;240;39.0;59.0;65.0;68.0;68.0;69.0;39.0;57.0;62.0;63.0;63.0;64.0;0.0;3.0;4.0;5.0;5.0;5.0;18.0;25.0;28.0;30.0;30.0;31.0;30.0;30.0;30.0;82.0;70.0;63.0;31.0;11.0;4.0;2.0;2.0;2.0;78.0;65.0;57.0;26.0;8.0;2.0;0.0;1.0;0.0;4.0;4.0;5.0;5.0;3.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
277;Mannen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1992;120;46.0;59.0;63.0;63.0;65.0;65.0;45.0;58.0;60.0;61.0;62.0;62.0;1.0;2.0;3.0;3.0;3.0;3.0;15.0;22.0;23.0;28.0;29.0;29.0;29.0;29.0;29.0;82.0;64.0;52.0;23.0;8.0;5.0;4.0;3.0;3.0;78.0;61.0;48.0;20.0;7.0;4.0;3.0;2.0;2.0;3.0;3.0;4.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
278;Mannen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1993;60;52.0;68.0;77.0;80.0;82.0;82.0;52.0;67.0;75.0;78.0;80.0;80.0;0.0;2.0;2.0;2.0;2.0;2.0;7.0;10.0;13.0;13.0;20.0;20.0;20.0;20.0;20.0;95.0;82.0;62.0;37.0;13.0;5.0;2.0;0.0;0.0;90.0;77.0;57.0;30.0;13.0;5.0;2.0;0.0;0.0;3.0;3.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0
279;Mannen;Gezondheidszorgonderwijs;Vooropleiding mbo;Cohort 1994;170;32.0;51.0;61.0;61.0;63.0;;31.0;49.0;55.0;55.0;58.0;;1.0;2.0;5.0;5.0;5.0;;15.0;19.0;26.0;31.0;31.0;32.0;34.0;34.0;;86.0;80.0;65.0;38.0;18.0;8.0;6.0;4.0;;79.0;72.0;56.0;32.0;14.0;6.0;5.0;1.0;;7.0;6.0;8.0;6.0;4.0;2.0;2.0;3.0;;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;
280;Mannen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1991;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Mannen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1992;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Mannen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1993;70;34.0;56.0;64.0;66.0;67.0;67.0;33.0;54.0;60.0;60.0;60.0;60.0;1.0;1.0;4.0;6.0;7.0;7.0;14.0;17.0;26.0;21.0;21.0;24.0;23.0;23.0;24.0;84.0;81.0;70.0;43.0;21.0;10.0;10.0;9.0;7.0;79.0;73.0;63.0;31.0;10.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;4.0;4.0;4.0;3.0;6.0;9.0;7.0;10.0;10.0;4.0;4.0;3.0;3.0
283;Mannen;Gezondheidszorgonderwijs;Vooropleiding wo;Cohort 1994;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Mannen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1991;70;33.0;46.0;51.0;54.0;54.0;59.0;33.0;44.0;46.0;47.0;47.0;49.0;0.0;1.0;6.0;7.0;7.0;10.0;19.0;26.0;26.0;29.0;34.0;36.0;34.0;34.0;34.0;76.0;69.0;69.0;33.0;14.0;7.0;6.0;6.0;1.0;71.0;59.0;59.0;23.0;6.0;3.0;3.0;3.0;0.0;1.0;4.0;4.0;4.0;3.0;1.0;0.0;0.0;1.0;3.0;6.0;6.0;6.0;6.0;3.0;3.0;3.0;0.0
285;Mannen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1992;100;28.0;45.0;54.0;57.0;59.0;59.0;28.0;44.0;52.0;54.0;55.0;55.0;0.0;1.0;2.0;3.0;4.0;4.0;19.0;24.0;29.0;28.0;30.0;33.0;33.0;35.0;37.0;78.0;73.0;66.0;41.0;22.0;10.0;7.0;3.0;1.0;76.0;67.0;61.0;33.0;15.0;6.0;3.0;2.0;1.0;1.0;4.0;4.0;7.0;7.0;3.0;4.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0
286;Mannen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1993;470;31.0;50.0;59.0;62.0;65.0;67.0;31.0;49.0;56.0;57.0;59.0;59.0;0.0;1.0;3.0;5.0;6.0;8.0;14.0;20.0;23.0;26.0;29.0;29.0;30.0;31.0;30.0;87.0;79.0;74.0;44.0;22.0;13.0;9.0;5.0;4.0;79.0;69.0;63.0;32.0;12.0;4.0;1.0;0.0;0.0;6.0;7.0;7.0;8.0;7.0;6.0;5.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0
287;Mannen;Gezondheidszorgonderwijs;Andere vooropleiding;Cohort 1994;70;30.0;37.0;46.0;53.0;57.0;;30.0;37.0;44.0;49.0;50.0;;0.0;0.0;1.0;4.0;7.0;;26.0;23.0;30.0;36.0;36.0;40.0;43.0;43.0;;76.0;79.0;71.0;36.0;29.0;16.0;6.0;1.0;;74.0;73.0;66.0;29.0;20.0;10.0;3.0;1.0;;1.0;4.0;4.0;6.0;7.0;6.0;3.0;0.0;;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;
288;Mannen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;9130;22.0;47.0;56.0;60.0;62.0;64.0;22.0;45.0;53.0;56.0;57.0;58.0;0.0;2.0;3.0;4.0;5.0;5.0;16.0;24.0;28.0;29.0;31.0;32.0;33.0;34.0;34.0;84.0;75.0;72.0;48.0;22.0;12.0;7.0;5.0;2.0;79.0;68.0;65.0;41.0;17.0;8.0;4.0;3.0;1.0;3.0;4.0;5.0;4.0;3.0;2.0;1.0;1.0;0.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0
289;Mannen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;9420;23.0;45.0;55.0;59.0;61.0;63.0;22.0;44.0;52.0;55.0;56.0;57.0;0.0;2.0;3.0;4.0;5.0;5.0;16.0;24.0;27.0;28.0;30.0;32.0;33.0;34.0;34.0;84.0;76.0;73.0;49.0;24.0;13.0;8.0;5.0;3.0;79.0;68.0;65.0;42.0;19.0;9.0;5.0;3.0;2.0;3.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
290;Mannen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;9620;24.0;46.0;55.0;59.0;61.0;62.0;24.0;44.0;52.0;55.0;56.0;57.0;0.0;2.0;3.0;4.0;5.0;5.0;16.0;23.0;26.0;27.0;30.0;31.0;33.0;33.0;34.0;84.0;77.0;73.0;49.0;25.0;13.0;8.0;6.0;4.0;77.0;70.0;66.0;41.0;19.0;10.0;6.0;4.0;3.0;4.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
291;Mannen;Economisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;9320;27.0;48.0;56.0;60.0;62.0;;27.0;46.0;54.0;56.0;58.0;;0.0;2.0;3.0;4.0;4.0;;16.0;21.0;24.0;26.0;28.0;29.0;31.0;32.0;;84.0;78.0;75.0;47.0;25.0;14.0;9.0;6.0;;78.0;70.0;68.0;40.0;19.0;10.0;6.0;4.0;;4.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;;3.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;
292;Mannen;Economisch onderwijs;Vooropleiding havo;Cohort 1991;2400;14.0;36.0;48.0;53.0;56.0;59.0;14.0;35.0;44.0;48.0;50.0;51.0;0.0;1.0;4.0;5.0;6.0;8.0;19.0;28.0;30.0;32.0;34.0;35.0;36.0;37.0;38.0;81.0;71.0;70.0;54.0;30.0;18.0;11.0;6.0;3.0;77.0;62.0;60.0;44.0;21.0;11.0;7.0;4.0;1.0;4.0;7.0;8.0;8.0;7.0;5.0;3.0;2.0;1.0;0.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0
293;Mannen;Economisch onderwijs;Vooropleiding havo;Cohort 1992;3340;14.0;35.0;47.0;52.0;55.0;57.0;14.0;33.0;43.0;47.0;49.0;50.0;0.0;2.0;4.0;5.0;6.0;7.0;18.0;28.0;30.0;31.0;34.0;36.0;37.0;38.0;39.0;82.0;72.0;70.0;55.0;31.0;18.0;11.0;7.0;4.0;76.0;63.0;60.0;44.0;23.0;12.0;7.0;4.0;2.0;5.0;8.0;8.0;8.0;6.0;4.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
294;Mannen;Economisch onderwijs;Vooropleiding havo;Cohort 1993;1430;15.0;35.0;48.0;52.0;54.0;57.0;15.0;33.0;44.0;47.0;49.0;50.0;0.0;2.0;4.0;5.0;6.0;6.0;19.0;25.0;27.0;30.0;32.0;34.0;36.0;37.0;38.0;81.0;75.0;73.0;56.0;33.0;18.0;12.0;9.0;6.0;73.0;65.0;62.0;45.0;26.0;13.0;9.0;6.0;3.0;7.0;8.0;8.0;8.0;5.0;2.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0
295;Mannen;Economisch onderwijs;Vooropleiding havo;Cohort 1994;2660;16.0;35.0;45.0;50.0;53.0;;16.0;33.0;41.0;45.0;48.0;;0.0;2.0;4.0;5.0;6.0;;20.0;27.0;29.0;30.0;33.0;35.0;36.0;38.0;;80.0;73.0;71.0;53.0;32.0;20.0;14.0;9.0;;72.0;64.0;60.0;43.0;24.0;15.0;9.0;6.0;;7.0;8.0;8.0;8.0;5.0;4.0;2.0;2.0;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;
296;Mannen;Economisch onderwijs;Vooropleiding vwo;Cohort 1991;1970;29.0;56.0;67.0;71.0;73.0;75.0;29.0;54.0;63.0;66.0;67.0;68.0;0.0;2.0;4.0;5.0;6.0;7.0;8.0;12.0;16.0;17.0;19.0;21.0;22.0;22.0;23.0;92.0;88.0;84.0;53.0;25.0;13.0;8.0;5.0;2.0;83.0;77.0;74.0;43.0;17.0;7.0;4.0;2.0;1.0;3.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;0.0;7.0;8.0;7.0;7.0;6.0;4.0;3.0;2.0;1.0
297;Mannen;Economisch onderwijs;Vooropleiding vwo;Cohort 1992;1690;34.0;62.0;72.0;76.0;78.0;79.0;34.0;61.0;68.0;71.0;72.0;73.0;1.0;2.0;3.0;5.0;6.0;7.0;5.0;8.0;10.0;12.0;13.0;15.0;16.0;17.0;18.0;95.0;92.0;89.0;54.0;24.0;13.0;8.0;5.0;3.0;86.0;82.0;80.0;45.0;17.0;8.0;5.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0;0.0;7.0;7.0;6.0;6.0;5.0;4.0;3.0;2.0;1.0
298;Mannen;Economisch onderwijs;Vooropleiding vwo;Cohort 1993;650;35.0;55.0;65.0;70.0;73.0;75.0;34.0;52.0;60.0;64.0;65.0;65.0;0.0;2.0;5.0;7.0;8.0;10.0;8.0;11.0;14.0;14.0;17.0;18.0;20.0;20.0;21.0;93.0;89.0;86.0;52.0;29.0;17.0;10.0;7.0;5.0;78.0;76.0;73.0;38.0;18.0;9.0;5.0;4.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0;12.0;10.0;10.0;11.0;9.0;6.0;4.0;3.0;2.0
299;Mannen;Economisch onderwijs;Vooropleiding vwo;Cohort 1994;2080;36.0;60.0;69.0;73.0;75.0;;36.0;59.0;66.0;68.0;69.0;;0.0;1.0;3.0;5.0;6.0;;6.0;10.0;12.0;14.0;16.0;18.0;19.0;19.0;;94.0;90.0;88.0;51.0;24.0;14.0;8.0;6.0;;84.0;80.0;78.0;41.0;17.0;8.0;5.0;3.0;;2.0;2.0;3.0;3.0;2.0;1.0;1.0;0.0;;8.0;7.0;7.0;6.0;6.0;4.0;3.0;2.0;
300;Mannen;Economisch onderwijs;Vooropleiding mbo;Cohort 1991;3860;22.0;48.0;56.0;59.0;60.0;62.0;22.0;46.0;54.0;56.0;57.0;59.0;1.0;2.0;2.0;3.0;3.0;3.0;17.0;29.0;32.0;33.0;35.0;36.0;36.0;37.0;37.0;83.0;71.0;68.0;44.0;17.0;8.0;5.0;3.0;1.0;80.0;67.0;64.0;41.0;15.0;6.0;4.0;2.0;1.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
301;Mannen;Economisch onderwijs;Vooropleiding mbo;Cohort 1992;2990;25.0;48.0;57.0;59.0;61.0;62.0;24.0;46.0;54.0;56.0;57.0;58.0;1.0;2.0;3.0;3.0;3.0;4.0;18.0;28.0;31.0;33.0;35.0;35.0;36.0;36.0;36.0;82.0;72.0;68.0;42.0;18.0;8.0;5.0;4.0;2.0;79.0;68.0;63.0;38.0;15.0;7.0;4.0;3.0;2.0;3.0;4.0;3.0;3.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
302;Mannen;Economisch onderwijs;Vooropleiding mbo;Cohort 1993;1120;25.0;47.0;55.0;58.0;59.0;60.0;25.0;45.0;52.0;55.0;56.0;56.0;0.0;2.0;2.0;3.0;4.0;4.0;18.0;26.0;29.0;31.0;33.0;35.0;36.0;36.0;37.0;81.0;74.0;70.0;44.0;20.0;10.0;5.0;4.0;3.0;78.0;69.0;66.0;39.0;17.0;8.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
303;Mannen;Economisch onderwijs;Vooropleiding mbo;Cohort 1994;3140;32.0;53.0;61.0;64.0;65.0;;31.0;52.0;59.0;61.0;61.0;;1.0;2.0;3.0;3.0;3.0;;16.0;22.0;25.0;27.0;28.0;29.0;31.0;31.0;;84.0;77.0;73.0;41.0;18.0;9.0;6.0;4.0;;80.0;72.0;69.0;37.0;16.0;7.0;4.0;3.0;;3.0;4.0;3.0;3.0;2.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
304;Mannen;Economisch onderwijs;Vooropleiding wo;Cohort 1991;640;35.0;57.0;63.0;66.0;67.0;69.0;34.0;55.0;60.0;62.0;63.0;64.0;1.0;2.0;3.0;4.0;4.0;5.0;12.0;16.0;20.0;26.0;27.0;27.0;29.0;29.0;29.0;89.0;84.0;79.0;40.0;17.0;10.0;5.0;4.0;2.0;83.0;78.0;73.0;34.0;12.0;6.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;4.0;4.0;3.0;2.0;1.0;0.0;0.0
305;Mannen;Economisch onderwijs;Vooropleiding wo;Cohort 1992;790;34.0;55.0;61.0;65.0;67.0;69.0;33.0;53.0;59.0;62.0;63.0;64.0;1.0;2.0;2.0;3.0;4.0;4.0;8.0;14.0;17.0;20.0;22.0;25.0;27.0;28.0;28.0;91.0;85.0;81.0;45.0;23.0;14.0;8.0;5.0;3.0;86.0;78.0;75.0;40.0;18.0;10.0;5.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;5.0;5.0;5.0;4.0;3.0;2.0;2.0;1.0;1.0
306;Mannen;Economisch onderwijs;Vooropleiding wo;Cohort 1993;690;37.0;55.0;62.0;66.0;67.0;68.0;36.0;53.0;60.0;63.0;64.0;64.0;1.0;2.0;2.0;2.0;3.0;4.0;11.0;16.0;20.0;22.0;24.0;27.0;28.0;29.0;29.0;89.0;84.0;79.0;42.0;21.0;12.0;7.0;5.0;4.0;84.0;78.0;73.0;37.0;18.0;10.0;4.0;4.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;4.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0;1.0
307;Mannen;Economisch onderwijs;Vooropleiding wo;Cohort 1994;640;35.0;56.0;61.0;65.0;67.0;;35.0;54.0;59.0;62.0;63.0;;0.0;2.0;2.0;3.0;4.0;;9.0;14.0;17.0;19.0;22.0;25.0;26.0;28.0;;91.0;85.0;80.0;46.0;23.0;14.0;9.0;6.0;;85.0;78.0;73.0;40.0;18.0;11.0;7.0;4.0;;1.0;3.0;3.0;3.0;1.0;1.0;1.0;0.0;;5.0;5.0;4.0;4.0;3.0;3.0;2.0;1.0;
308;Mannen;Economisch onderwijs;Andere vooropleiding;Cohort 1991;260;12.0;27.0;35.0;40.0;41.0;42.0;12.0;27.0;33.0;37.0;37.0;37.0;0.0;0.0;2.0;3.0;4.0;5.0;37.0;41.0;48.0;50.0;53.0;55.0;55.0;55.0;56.0;63.0;58.0;51.0;37.0;20.0;10.0;5.0;3.0;2.0;58.0;50.0;44.0;30.0;13.0;6.0;2.0;1.0;0.0;2.0;6.0;4.0;4.0;4.0;2.0;2.0;1.0;0.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0
309;Mannen;Economisch onderwijs;Andere vooropleiding;Cohort 1992;610;15.0;29.0;38.0;40.0;42.0;43.0;15.0;28.0;36.0;38.0;39.0;40.0;1.0;1.0;2.0;3.0;3.0;4.0;34.0;41.0;45.0;46.0;49.0;50.0;52.0;53.0;53.0;66.0;58.0;55.0;39.0;22.0;12.0;8.0;5.0;3.0;62.0;52.0;49.0;34.0;18.0;9.0;6.0;4.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;2.0;4.0;3.0;3.0;2.0;2.0;1.0;1.0;0.0
310;Mannen;Economisch onderwijs;Andere vooropleiding;Cohort 1993;5720;23.0;46.0;55.0;59.0;61.0;62.0;23.0;44.0;52.0;55.0;57.0;57.0;0.0;2.0;3.0;4.0;5.0;5.0;17.0;24.0;27.0;28.0;31.0;32.0;33.0;34.0;34.0;83.0;76.0;72.0;48.0;24.0;13.0;8.0;5.0;4.0;78.0;69.0;65.0;42.0;18.0;9.0;6.0;4.0;3.0;4.0;5.0;5.0;4.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
311;Mannen;Economisch onderwijs;Andere vooropleiding;Cohort 1994;800;16.0;31.0;40.0;44.0;46.0;;16.0;30.0;38.0;41.0;43.0;;0.0;1.0;2.0;2.0;3.0;;31.0;38.0;39.0;41.0;44.0;45.0;47.0;48.0;;68.0;61.0;60.0;43.0;25.0;15.0;9.0;6.0;;64.0;56.0;55.0;39.0;22.0;12.0;7.0;4.0;;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;;2.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;
312;Mannen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;1270;32.0;48.0;53.0;56.0;57.0;59.0;32.0;46.0;51.0;52.0;52.0;53.0;0.0;2.0;2.0;4.0;5.0;6.0;18.0;27.0;31.0;34.0;37.0;38.0;38.0;38.0;38.0;82.0;73.0;68.0;34.0;15.0;9.0;6.0;4.0;2.0;76.0;63.0;59.0;25.0;8.0;3.0;2.0;2.0;1.0;5.0;6.0;6.0;6.0;4.0;4.0;2.0;2.0;1.0;2.0;4.0;3.0;3.0;3.0;2.0;2.0;1.0;0.0
313;Mannen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;1280;32.0;50.0;55.0;59.0;60.0;62.0;32.0;48.0;52.0;54.0;54.0;55.0;0.0;2.0;3.0;5.0;6.0;6.0;16.0;25.0;27.0;31.0;33.0;34.0;35.0;35.0;35.0;84.0;75.0;71.0;36.0;17.0;10.0;6.0;5.0;3.0;77.0;65.0;62.0;27.0;9.0;5.0;3.0;2.0;1.0;4.0;5.0;6.0;6.0;5.0;3.0;2.0;2.0;1.0;4.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0
314;Mannen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;1580;29.0;43.0;49.0;53.0;55.0;56.0;29.0;41.0;46.0;47.0;48.0;49.0;0.0;2.0;3.0;6.0;7.0;8.0;18.0;28.0;32.0;34.0;36.0;38.0;39.0;39.0;40.0;82.0;72.0;68.0;37.0;21.0;12.0;7.0;6.0;4.0;72.0;61.0;55.0;25.0;11.0;5.0;3.0;2.0;1.0;6.0;7.0;7.0;8.0;6.0;4.0;2.0;2.0;2.0;4.0;5.0;5.0;4.0;4.0;4.0;2.0;2.0;1.0
315;Mannen;Sociaal-agogisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;1650;28.0;41.0;48.0;51.0;53.0;;27.0;39.0;44.0;45.0;46.0;;1.0;2.0;5.0;6.0;7.0;;19.0;26.0;30.0;34.0;36.0;39.0;41.0;41.0;;81.0;74.0;70.0;38.0;23.0;13.0;9.0;7.0;;72.0;62.0;57.0;27.0;12.0;6.0;4.0;3.0;;6.0;8.0;9.0;8.0;7.0;4.0;3.0;2.0;;3.0;4.0;4.0;4.0;4.0;3.0;3.0;2.0;
316;Mannen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1991;430;29.0;45.0;50.0;54.0;56.0;59.0;29.0;43.0;47.0;49.0;50.0;51.0;0.0;2.0;3.0;5.0;6.0;8.0;18.0;24.0;31.0;32.0;35.0;37.0;39.0;40.0;39.0;83.0;76.0;69.0;40.0;20.0;13.0;8.0;5.0;3.0;74.0;60.0;56.0;27.0;10.0;5.0;3.0;2.0;1.0;7.0;11.0;9.0;8.0;6.0;4.0;2.0;1.0;1.0;2.0;5.0;4.0;4.0;4.0;4.0;3.0;2.0;0.0
317;Mannen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1992;460;30.0;48.0;56.0;61.0;62.0;64.0;30.0;46.0;52.0;54.0;55.0;56.0;0.0;2.0;4.0;7.0;7.0;8.0;15.0;22.0;23.0;27.0;30.0;32.0;33.0;32.0;32.0;85.0;79.0;77.0;43.0;23.0;12.0;7.0;7.0;4.0;75.0;63.0;62.0;29.0;11.0;5.0;2.0;3.0;1.0;5.0;9.0;10.0;9.0;8.0;4.0;2.0;2.0;2.0;5.0;6.0;5.0;5.0;4.0;3.0;2.0;2.0;1.0
318;Mannen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1993;200;22.0;36.0;43.0;47.0;51.0;52.0;22.0;32.0;37.0;40.0;41.0;41.0;0.0;4.0;6.0;7.0;10.0;11.0;16.0;26.0;33.0;35.0;38.0;40.0;40.0;41.0;43.0;82.0;72.0;66.0;41.0;25.0;16.0;11.0;7.0;4.0;67.0;52.0;46.0;23.0;13.0;5.0;1.0;1.0;0.0;11.0;12.0;12.0;11.0;6.0;5.0;4.0;2.0;2.0;5.0;8.0;9.0;7.0;6.0;6.0;6.0;4.0;2.0
319;Mannen;Sociaal-agogisch onderwijs;Vooropleiding havo;Cohort 1994;600;20.0;35.0;44.0;47.0;49.0;;20.0;33.0;38.0;40.0;41.0;;1.0;2.0;6.0;8.0;8.0;;21.0;28.0;31.0;35.0;36.0;39.0;41.0;41.0;;78.0;71.0;68.0;44.0;28.0;16.0;11.0;10.0;;67.0;54.0;51.0;28.0;13.0;7.0;5.0;3.0;;8.0;12.0;12.0;11.0;10.0;6.0;3.0;4.0;;3.0;5.0;5.0;5.0;5.0;4.0;3.0;3.0;
320;Mannen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1991;100;37.0;49.0;54.0;58.0;60.0;63.0;37.0;46.0;49.0;49.0;49.0;49.0;0.0;3.0;5.0;9.0;11.0;14.0;12.0;19.0;26.0;28.0;33.0;35.0;36.0;35.0;34.0;86.0;78.0;71.0;33.0;16.0;9.0;4.0;3.0;1.0;73.0;60.0;55.0;18.0;4.0;0.0;0.0;0.0;0.0;7.0;13.0;14.0;13.0;10.0;8.0;3.0;3.0;1.0;6.0;5.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0
321;Mannen;Sociaal-agogisch onderwijs;Vooropleiding vwo;Cohort 1992;60;45.0;65.0;68.0;70.0;70.0;73.0;45.0;62.0;63.0;65.0;65.0;67.0;0.0;3.0;5.0;5.0;5.0;7.0;10.0;12.0;13.0;17.0;17.0;20.0;22.0;18.0;18.0;83.0;82.0;80.0;32.0;12.0;5.0;2.0;5.0;2.0;77.0;73.0;70.0;23.0;7.0;3.0;0.0;2.0;0.0;3.0;5.0;8.0;7.0;3.0;0.0;0.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0
