ID;Geslacht;Onderwijssoort;SoortDiploma;Studierichting;Migratieachtergrond;Perioden;Gediplomeerden_1
5638;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Niet-westerse migratieachtergrond;2019/'20;0
5639;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Niet-westerse migratieachtergrond;2020/'21;0
5640;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2015/'16;0
5641;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2016/'17;0
5642;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2017/'18;0
5643;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2018/'19;0
5644;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2019/'20;0
5645;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Turkije;2020/'21;0
5646;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2015/'16;0
5647;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2016/'17;0
5648;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2017/'18;0
5649;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2018/'19;0
5650;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2019/'20;0
5651;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Marokko;2020/'21;0
5652;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2015/'16;0
5653;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2016/'17;0
5654;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2017/'18;0
5655;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2018/'19;0
5656;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2019/'20;0
5657;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Suriname;2020/'21;0
5658;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
5659;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
5660;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
5661;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
5662;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2019/'20;0
5663;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
5664;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2015/'16;0
5665;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2016/'17;0
5666;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2017/'18;0
5667;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2018/'19;0
5668;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2019/'20;0
5669;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Overige niet-westerse migratieachterg...;2020/'21;0
5670;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2015/'16;0
5671;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2016/'17;0
5672;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2017/'18;0
5673;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2018/'19;0
5674;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2019/'20;0
5675;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0700 Techniek, industrie, bouwk… z.n.d.;Onbekende migratieachtergrond;2020/'21;0
5676;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2015/'16;92
5677;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2016/'17;110
5678;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2017/'18;110
5679;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2018/'19;108
5680;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2019/'20;144
5681;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Totaal;2020/'21;192
5682;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2015/'16;64
5683;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2016/'17;91
5684;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2017/'18;93
5685;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2018/'19;92
5686;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2019/'20;120
5687;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Nederlandse achtergrond;2020/'21;167
5688;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2015/'16;28
5689;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2016/'17;19
5690;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2017/'18;17
5691;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2018/'19;16
5692;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2019/'20;24
5693;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Met migratieachtergrond;2020/'21;25
5694;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2015/'16;12
5695;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2016/'17;6
5696;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2017/'18;7
5697;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2018/'19;5
5698;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2019/'20;9
5699;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Westerse migratieachtergrond;2020/'21;8
5700;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2015/'16;16
5701;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2016/'17;13
5702;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2017/'18;10
5703;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2018/'19;11
5704;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2019/'20;15
5705;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Niet-westerse migratieachtergrond;2020/'21;17
5706;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2015/'16;4
5707;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2016/'17;1
5708;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2017/'18;1
5709;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2018/'19;0
5710;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2019/'20;2
5711;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Turkije;2020/'21;5
5712;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2015/'16;1
5713;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2016/'17;0
5714;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2017/'18;2
5715;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2018/'19;0
5716;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2019/'20;2
5717;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Marokko;2020/'21;1
5718;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2015/'16;4
5719;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2016/'17;6
5720;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2017/'18;2
5721;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2018/'19;1
5722;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2019/'20;2
5723;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Suriname;2020/'21;0
5724;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2015/'16;2
5725;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2016/'17;1
5726;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2017/'18;2
5727;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2018/'19;1
5728;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2019/'20;1
5729;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;(voormalige) Nederlandse Antillen, Aruba;2020/'21;2
5730;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2015/'16;5
5731;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2016/'17;5
5732;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2017/'18;3
5733;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2018/'19;9
5734;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2019/'20;8
5735;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Overige niet-westerse migratieachterg...;2020/'21;9
5736;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2015/'16;0
5737;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2016/'17;0
5738;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2017/'18;0
5739;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2018/'19;0
5740;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2019/'20;0
5741;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;071 Techniek en technische dienstverl...;Onbekende migratieachtergrond;2020/'21;0
5742;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2015/'16;56
5743;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2016/'17;43
5744;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2017/'18;51
5745;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2018/'19;67
5746;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2019/'20;85
5747;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Totaal;2020/'21;110
5748;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2015/'16;35
5749;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2016/'17;33
5750;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2017/'18;44
5751;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2018/'19;55
5752;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2019/'20;65
5753;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Nederlandse achtergrond;2020/'21;94
5754;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2015/'16;21
5755;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2016/'17;10
5756;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2017/'18;7
5757;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2018/'19;12
5758;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2019/'20;20
5759;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Met migratieachtergrond;2020/'21;16
5760;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2015/'16;11
5761;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2016/'17;2
5762;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2017/'18;2
5763;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2018/'19;5
5764;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2019/'20;7
5765;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Westerse migratieachtergrond;2020/'21;5
5766;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2015/'16;10
5767;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2016/'17;8
5768;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2017/'18;5
5769;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2018/'19;7
5770;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2019/'20;13
5771;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Niet-westerse migratieachtergrond;2020/'21;11
5772;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2015/'16;3
5773;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2016/'17;1
5774;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2017/'18;1
5775;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2018/'19;0
5776;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2019/'20;2
5777;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Turkije;2020/'21;4
5778;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2015/'16;0
5779;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2016/'17;0
5780;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2017/'18;0
5781;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2018/'19;0
5782;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2019/'20;1
5783;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Marokko;2020/'21;1
5784;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2015/'16;3
5785;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2016/'17;3
5786;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2017/'18;1
5787;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2018/'19;0
5788;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2019/'20;2
5789;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Suriname;2020/'21;0
5790;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2015/'16;1
5791;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2016/'17;1
5792;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2017/'18;2
5793;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2018/'19;1
5794;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2019/'20;1
5795;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2020/'21;2
5796;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2015/'16;3
5797;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2016/'17;3
5798;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2017/'18;1
5799;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2018/'19;6
5800;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2019/'20;7
5801;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Overige niet-westerse migratieachterg...;2020/'21;4
5802;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2015/'16;0
5803;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2016/'17;0
5804;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2017/'18;0
5805;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2018/'19;0
5806;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2019/'20;0
5807;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0710 Techniek en technische... z.n.d.;Onbekende migratieachtergrond;2020/'21;0
5808;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2015/'16;10
5809;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2016/'17;5
5810;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2017/'18;5
5811;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2018/'19;0
5812;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2019/'20;0
5813;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Totaal;2020/'21;0
5814;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0711 Scheikundige technologie en proc…;Nederlandse achtergrond;2015/'16;7
