ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
303;Migratieachtergrond: niet-westers;Betrouwbaarheidsmarge;2014;1.4;1.4;1.4;1.5;1.4;0.1;1.5;1.5;1.5;1.5;1.5;1.5;0.1;1.2;1.1;1.5;0.0;1.5;1.3;1.0;1.4;1.8;1.8;1.8;0.9;1.5;1.5;1.4;1.4;1.5;1.3;0.9;0.7;0.5;1.3;1.4;1.4;1.4;1.5;1.2;1.5;1.5;0.7;0.8;0.9;0.5;1.0;1.3;1.5;1.5;1.4;1.4;1.2;1.2;0.8;1.4;1.2;0.5
304;Migratieachtergrond: niet-westers;Betrouwbaarheidsmarge;2015;1.4;1.4;1.4;1.5;1.4;0.1;1.5;1.5;1.5;1.6;1.5;1.5;0.1;1.2;1.0;1.5;0.0;1.5;1.3;1.0;1.4;1.8;1.8;1.8;0.9;1.6;1.6;1.5;1.4;1.5;1.3;0.9;0.7;0.5;1.3;1.4;1.4;1.4;1.5;1.3;1.5;1.5;0.7;0.7;0.8;0.5;0.9;1.2;1.5;1.6;1.4;1.4;1.2;1.2;0.7;1.4;1.2;0.5
305;Migratieachtergrond: niet-westers;Betrouwbaarheidsmarge;2016;1.3;1.3;1.3;1.4;1.4;0.1;1.4;1.5;1.5;1.5;1.4;1.5;0.1;1.1;1.0;1.5;0.0;1.5;1.2;0.9;1.4;1.8;1.8;1.8;0.9;1.5;1.5;1.4;1.3;1.5;1.3;0.9;0.6;0.4;1.3;1.4;1.4;1.3;1.4;1.2;1.5;1.5;0.7;0.7;0.8;0.5;0.9;1.2;1.5;1.5;1.3;1.4;1.1;1.1;0.7;1.4;1.1;0.4
306;Migratieachtergrond: niet-westers;Betrouwbaarheidsmarge;2017;1.2;1.2;1.2;1.3;1.3;0.1;1.3;1.3;1.3;1.4;1.3;1.3;0.1;1.1;0.9;1.3;0.0;1.4;1.1;0.8;1.2;1.6;1.6;1.6;0.8;1.4;1.4;1.3;1.2;1.4;1.2;0.8;0.6;0.4;1.1;1.2;1.3;1.2;1.3;1.1;1.4;1.3;0.6;0.6;0.7;0.4;0.8;1.0;1.4;1.4;1.3;1.3;1.1;1.1;0.7;1.3;1.0;0.4
307;Migratieachtergrond: niet-westers;Betrouwbaarheidsmarge;2019;1.1;1.2;1.1;1.3;1.2;0.1;1.2;1.3;1.3;1.3;1.2;1.3;0.1;1.0;0.9;1.3;0.0;1.3;1.1;0.7;1.1;1.5;1.5;1.5;0.8;1.3;1.3;1.2;1.1;1.3;1.1;0.8;0.6;0.4;1.0;1.2;1.2;1.1;1.2;0.9;1.3;1.3;0.6;0.6;0.7;0.4;0.7;1.0;1.3;1.3;1.2;1.2;1.0;1.0;0.7;1.2;0.9;0.4
308;Migratieachtergrond: overig niet-westers;Waarde;2012;75.6;73.4;75.6;63.5;34.9;6.6;35.7;59.8;36.6;48.5;28.5;58.7;5.6;21.0;12.6;55.9;6.9;42.9;21.6;7.8;27.6;53.3;49.8;42.7;90.5;42.0;48.3;30.4;30.2;63.0;78.1;8.2;5.0;3.5;19.9;26.0;29.0;25.1;30.4;19.4;46.3;61.2;4.6;5.1;7.4;3.5;9.6;16.6;52.9;45.1;27.9;69.6;14.5;13.6;6.1;23.4;16.3;1.8
309;Migratieachtergrond: overig niet-westers;Waarde;2013;76.4;72.3;75.9;60.2;33.1;6.5;38.1;59.8;34.2;48.2;29.6;55.7;5.6;17.6;12.8;59.8;6.9;42.5;21.7;8.5;27.4;57.6;52.6;43.0;90.3;45.1;50.9;32.2;28.0;64.1;79.5;6.7;3.6;2.6;21.6;26.8;31.1;27.2;33.2;19.7;44.3;61.6;5.5;6.2;8.3;2.9;9.7;18.5;55.4;45.6;29.8;69.2;16.6;15.0;5.7;26.8;16.0;2.4
310;Migratieachtergrond: overig niet-westers;Waarde;2014;78.9;76.2;78.4;64.1;36.0;6.7;39.9;61.3;36.9;50.1;29.3;61.5;5.6;18.6;9.2;62.4;7.0;43.3;21.0;8.3;27.3;56.6;50.8;42.8;88.8;43.5;46.8;28.3;25.5;63.2;76.7;6.7;2.7;2.0;21.1;25.6;29.2;23.7;34.1;17.0;43.4;62.3;4.9;4.7;7.7;3.0;9.4;17.6;52.2;43.6;27.3;66.4;14.9;13.7;6.5;24.3;14.3;1.3
311;Migratieachtergrond: overig niet-westers;Waarde;2015;77.3;75.6;77.4;66.4;33.6;6.7;34.8;62.8;35.8;50.5;29.5;63.0;5.7;18.4;10.3;62.4;7.1;46.3;19.8;8.1;25.9;57.2;49.7;42.6;87.5;41.5;46.2;28.9;23.2;61.0;75.3;6.9;3.4;2.0;19.3;24.6;25.8;21.1;30.1;16.7;41.7;59.7;3.8;3.1;6.0;2.1;7.3;14.9;47.9;40.6;23.8;63.0;13.6;13.5;4.5;22.8;13.2;1.7
312;Migratieachtergrond: overig niet-westers;Waarde;2016;78.6;76.2;77.6;67.7;39.6;6.9;38.3;61.6;38.4;51.7;31.4;59.7;5.8;17.9;9.8;63.2;7.1;46.5;18.4;7.2;27.9;60.0;53.8;45.5;88.5;40.8;44.6;29.4;24.5;59.8;75.6;7.6;3.0;1.7;17.8;23.1;26.3;23.9;29.7;17.1;42.2;58.0;4.5;4.9;7.2;2.7;7.8;16.1;52.5;41.0;25.0;65.1;14.2;12.7;4.0;22.8;14.5;1.6
313;Migratieachtergrond: overig niet-westers;Waarde;2017;78.3;76.4;76.6;65.6;38.6;6.9;38.9;60.7;38.0;49.9;29.0;60.7;5.7;18.5;9.7;62.7;7.2;44.7;19.8;7.0;28.6;59.0;53.0;45.1;87.0;39.3;43.6;28.1;21.8;56.9;73.0;6.5;3.6;1.6;16.7;21.6;27.2;23.1;28.4;15.8;38.6;55.3;3.8;4.0;6.2;2.6;7.4;14.7;48.9;42.3;26.5;63.4;14.1;15.1;6.2;24.3;15.4;2.2
314;Migratieachtergrond: overig niet-westers;Waarde;2019;78.7;76.0;77.0;65.3;37.5;6.8;37.8;65.0;40.4;52.1;27.8;60.8;5.8;19.9;9.7;63.4;7.2;48.3;18.5;7.6;25.6;62.6;53.3;48.1;88.1;41.9;48.2;29.2;21.1;55.6;74.4;8.4;3.9;1.8;16.4;23.2;26.5;22.5;28.1;14.0;38.3;57.6;4.3;4.9;6.5;2.5;6.5;15.2;50.8;42.0;24.2;65.4;15.0;14.1;5.6;25.0;12.0;1.8
315;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2012;2.7;2.8;2.6;2.9;2.9;0.1;2.9;3.0;2.9;3.1;2.7;3.0;0.1;2.6;2.1;3.1;0.1;3.0;2.5;1.6;2.8;3.6;3.6;3.5;1.8;3.0;3.1;2.9;2.9;3.0;2.6;1.7;1.4;1.2;2.3;2.6;2.8;2.7;2.8;2.5;3.1;3.0;1.3;1.4;1.6;1.2;1.8;2.2;3.1;3.0;2.8;2.8;2.2;2.1;1.5;2.6;2.3;0.8
316;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2013;2.0;2.1;2.0;2.3;2.2;0.1;2.3;2.3;2.2;2.4;2.2;2.4;0.1;1.8;1.6;2.3;0.1;2.4;2.0;1.3;2.1;2.8;2.8;2.8;1.4;2.4;2.4;2.2;2.1;2.3;1.9;1.1;0.8;0.7;1.9;2.1;2.2;2.1;2.3;1.8;2.4;2.3;1.0;1.1;1.3;0.7;1.4;1.8;2.4;2.4;2.2;2.2;1.8;1.7;1.1;2.1;1.7;0.7
317;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2014;2.0;2.1;2.0;2.4;2.4;0.1;2.4;2.4;2.4;2.5;2.3;2.4;0.1;1.9;1.4;2.4;0.1;2.4;2.0;1.3;2.2;2.9;2.9;2.9;1.6;2.4;2.5;2.2;2.1;2.4;2.1;1.1;0.7;0.6;2.0;2.1;2.2;2.0;2.3;1.8;2.4;2.4;1.0;1.0;1.3;0.8;1.4;1.8;2.5;2.4;2.1;2.3;1.7;1.7;1.2;2.1;1.7;0.5
318;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2015;2.1;2.1;2.1;2.3;2.3;0.1;2.3;2.4;2.4;2.5;2.2;2.4;0.1;1.9;1.5;2.4;0.1;2.5;2.0;1.4;2.1;2.8;2.9;2.8;1.6;2.4;2.4;2.2;2.1;2.4;2.1;1.2;0.8;0.6;1.9;2.1;2.1;2.0;2.3;1.8;2.4;2.4;0.9;0.8;1.1;0.6;1.2;1.7;2.5;2.4;2.1;2.4;1.7;1.7;1.0;2.0;1.6;0.6
319;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2016;1.9;2.0;2.0;2.2;2.3;0.1;2.3;2.3;2.3;2.3;2.2;2.3;0.1;1.8;1.3;2.2;0.1;2.3;1.8;1.2;2.1;2.7;2.7;2.7;1.5;2.3;2.3;2.1;2.0;2.3;2.0;1.1;0.7;0.6;1.8;1.9;2.0;2.0;2.1;1.7;2.3;2.3;0.9;1.0;1.2;0.7;1.2;1.7;2.3;2.3;2.0;2.2;1.6;1.5;0.9;1.9;1.6;0.5
320;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2017;1.7;1.7;1.8;2.0;2.0;0.1;2.0;2.0;2.0;2.1;1.9;2.0;0.1;1.6;1.2;2.0;0.1;2.1;1.6;1.0;1.9;2.4;2.4;2.4;1.4;2.0;2.0;1.8;1.7;2.0;1.8;1.0;0.8;0.5;1.5;1.7;1.8;1.7;1.8;1.5;2.0;2.1;0.8;0.8;1.0;0.6;1.0;1.4;2.1;2.0;1.8;2.0;1.4;1.5;1.0;1.7;1.5;0.6
321;Migratieachtergrond: overig niet-westers;Betrouwbaarheidsmarge;2019;1.6;1.6;1.6;1.9;1.9;0.1;1.9;1.9;1.9;1.9;1.7;1.9;0.1;1.5;1.1;1.9;0.1;2.0;1.5;1.0;1.7;2.2;2.3;2.3;1.3;1.9;1.9;1.7;1.6;1.9;1.7;1.0;0.7;0.5;1.4;1.6;1.7;1.6;1.7;1.3;1.9;1.9;0.7;0.8;1.0;0.6;0.9;1.4;2.0;1.9;1.6;1.9;1.4;1.3;0.8;1.7;1.2;0.5
322;Migratieachtergrond: Suriname;Waarde;2012;67.9;71.4;69.5;61.4;25.0;6.3;32.2;52.0;29.0;49.9;33.5;56.2;5.5;16.5;17.5;59.2;7.0;33.2;25.4;11.1;30.3;49.9;47.0;37.0;94.3;53.5;62.2;45.4;37.3;73.4;85.9;13.6;7.6;4.2;28.7;35.0;32.3;35.4;45.4;28.6;56.2;70.3;5.7;5.8;9.5;4.5;13.6;22.6;63.9;56.5;39.9;79.4;20.8;21.9;9.6;33.3;20.5;1.8
323;Migratieachtergrond: Suriname;Waarde;2013;71.9;70.6;70.8;61.7;27.8;6.2;38.1;52.0;29.3;46.8;29.4;57.7;5.5;14.1;19.9;57.6;6.9;32.0;25.8;13.7;28.5;49.9;45.8;39.7;94.2;54.4;60.5;36.3;31.7;69.8;85.2;12.0;5.1;3.2;26.7;33.8;33.2;32.1;38.0;24.6;51.3;67.7;5.5;6.3;9.6;3.8;13.1;21.6;64.6;54.9;38.7;78.2;21.9;23.1;10.3;35.2;18.7;2.6
324;Migratieachtergrond: Suriname;Waarde;2014;72.5;72.0;72.7;63.5;27.1;6.4;33.8;54.3;31.3;49.0;29.0;56.2;5.6;16.0;19.0;58.4;7.0;34.2;22.2;14.1;29.5;50.5;49.5;42.0;93.8;52.0;60.6;35.9;32.1;68.6;82.9;11.8;5.5;4.0;27.2;34.3;32.5;32.3;35.3;24.8;49.4;64.6;5.2;7.9;8.5;4.7;12.8;20.7;62.5;51.0;37.9;76.5;19.9;19.9;8.5;31.5;19.1;3.3
325;Migratieachtergrond: Suriname;Waarde;2015;71.5;72.7;73.0;66.5;29.1;6.4;35.0;56.1;32.0;49.8;29.5;57.9;5.6;17.3;13.6;60.8;7.1;34.3;25.1;11.3;29.2;50.4;47.9;39.7;92.4;51.6;59.1;36.4;28.9;65.4;78.8;11.5;4.8;1.7;22.8;29.6;31.5;30.8;37.9;23.2;48.4;63.4;4.7;4.7;9.0;2.7;11.2;18.5;61.9;55.2;36.5;76.7;20.3;19.0;8.0;31.1;19.3;2.6
326;Migratieachtergrond: Suriname;Waarde;2016;71.7;69.9;73.6;64.3;29.2;6.4;34.5;53.7;29.5;45.7;27.7;55.0;5.5;16.0;19.4;58.0;7.0;31.6;23.3;12.6;32.6;47.9;45.5;36.0;91.4;51.0;58.8;36.4;28.6;65.1;80.1;12.8;5.3;2.8;23.6;32.1;29.1;29.8;35.8;20.8;48.1;62.8;5.2;6.2;8.7;3.0;10.9;20.5;62.1;51.2;34.5;74.7;22.0;19.4;9.0;33.5;16.1;2.9
327;Migratieachtergrond: Suriname;Waarde;2017;73.6;71.8;73.7;63.8;27.8;6.4;34.7;55.3;32.2;48.4;29.2;56.1;5.7;16.3;19.1;57.9;7.1;35.5;23.0;10.9;30.6;47.6;42.1;34.1;93.8;51.3;64.1;35.3;28.1;66.9;83.0;12.7;4.8;2.4;23.6;30.8;33.6;32.1;36.6;22.1;46.1;63.8;4.3;5.7;8.7;3.0;9.9;18.7;65.0;57.6;37.3;79.5;22.8;22.4;7.2;35.0;17.5;2.7
328;Migratieachtergrond: Suriname;Waarde;2019;72.4;70.9;71.3;62.4;28.8;6.4;31.6;57.0;34.6;52.8;30.1;57.8;5.7;18.2;15.9;59.9;7.2;35.3;25.9;11.0;27.9;50.7;48.0;37.7;92.0;49.8;61.0;37.4;26.2;60.3;80.3;14.2;5.7;1.6;19.6;29.5;32.7;31.2;33.4;19.9;42.8;60.7;5.3;5.7;7.9;3.3;9.5;17.8;66.4;56.6;36.2;80.6;20.2;23.9;8.4;35.1;16.8;2.7
329;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2012;3.9;3.8;3.8;4.0;3.6;0.2;3.9;4.1;3.7;4.1;4.0;4.1;0.2;3.1;3.0;4.1;0.1;3.9;3.5;2.7;3.8;5.0;5.0;4.8;1.9;4.1;3.9;4.2;4.1;3.6;2.8;3.0;2.4;2.0;3.7;3.9;3.9;4.1;4.2;3.9;4.0;3.6;2.1;2.2;2.6;1.9;2.9;3.7;3.9;4.1;4.1;3.3;3.4;3.4;2.6;3.9;3.4;0.8
330;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2013;2.6;2.6;2.7;2.8;2.7;0.1;2.8;2.9;2.7;2.9;2.6;2.9;0.1;2.0;2.3;2.9;0.1;2.7;2.6;2.0;2.6;3.5;3.5;3.4;1.3;2.9;2.9;2.7;2.7;2.7;2.0;1.8;1.1;1.0;2.6;2.7;2.7;2.6;2.8;2.5;2.9;2.7;1.3;1.3;1.7;1.1;1.9;2.3;2.8;2.9;2.8;2.4;2.5;2.4;1.8;2.8;2.1;0.7
331;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2014;2.7;2.7;2.7;3.0;2.7;0.1;2.9;3.1;2.9;3.1;2.7;3.0;0.1;2.2;2.3;3.0;0.1;3.0;2.5;2.1;2.8;3.7;3.7;3.7;1.5;3.1;3.0;2.9;2.9;2.9;2.3;1.8;1.3;1.2;2.7;2.9;2.9;2.9;2.9;2.6;3.1;3.0;1.3;1.7;1.7;1.3;1.9;2.4;3.0;3.1;3.0;2.6;2.4;2.4;1.6;2.8;2.3;1.0
332;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2015;2.8;2.8;2.8;2.9;2.9;0.1;3.0;3.1;3.0;3.2;2.9;3.1;0.1;2.4;2.0;3.1;0.1;3.0;2.7;1.9;2.9;3.8;3.8;3.7;1.6;3.2;3.1;3.0;2.9;3.0;2.6;1.8;1.2;0.7;2.6;2.8;2.9;2.9;3.1;2.6;3.2;3.1;1.3;1.2;1.8;0.9;1.9;2.4;3.1;3.2;3.0;2.7;2.5;2.4;1.6;2.9;2.5;0.9
333;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2016;2.7;2.8;2.7;2.9;2.8;0.1;2.9;3.0;2.8;3.0;2.8;3.0;0.1;2.3;2.4;3.0;0.1;2.9;2.6;2.0;2.9;3.7;3.7;3.6;1.7;3.1;3.1;2.9;2.7;2.9;2.5;1.9;1.3;0.9;2.6;2.8;2.7;2.7;2.9;2.4;3.1;3.0;1.3;1.4;1.7;0.9;1.8;2.4;3.0;3.1;2.9;2.7;2.5;2.4;1.7;2.9;2.1;1.0
334;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2017;2.4;2.5;2.4;2.7;2.5;0.1;2.6;2.8;2.7;2.8;2.5;2.8;0.1;2.1;2.1;2.8;0.1;2.7;2.3;1.7;2.6;3.4;3.3;3.1;1.3;2.8;2.7;2.6;2.5;2.6;2.1;1.7;1.0;0.8;2.4;2.5;2.7;2.6;2.7;2.3;2.8;2.7;1.1;1.2;1.5;0.9;1.6;2.1;2.7;2.8;2.7;2.2;2.3;2.2;1.3;2.6;2.1;0.8
335;Migratieachtergrond: Suriname;Betrouwbaarheidsmarge;2019;2.4;2.5;2.5;2.7;2.5;0.1;2.5;2.7;2.6;2.8;2.5;2.7;0.1;2.1;2.0;2.7;0.1;2.6;2.5;1.7;2.4;3.3;3.3;3.1;1.6;2.8;2.7;2.7;2.4;2.7;2.3;1.9;1.2;0.6;2.2;2.5;2.6;2.5;2.6;2.1;2.7;2.7;1.2;1.2;1.5;0.9;1.6;2.1;2.6;2.8;2.6;2.2;2.2;2.3;1.5;2.6;2.0;0.9
336;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2012;66.0;70.0;71.8;58.4;21.3;6.2;36.1;61.7;34.0;53.4;26.1;60.8;5.6;20.2;12.9;61.1;7.2;35.4;31.9;9.5;23.2;47.3;44.6;39.9;93.3;55.8;58.2;32.8;30.5;65.0;84.0;9.9;4.2;3.5;23.0;30.1;34.1;27.0;32.8;19.7;46.6;62.0;7.4;5.2;7.8;2.3;10.1;19.8;65.4;54.9;34.7;80.9;25.2;20.4;9.7;39.7;16.9;
337;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2013;69.7;68.5;76.8;64.3;24.9;6.4;31.1;57.0;35.1;44.4;29.6;54.5;5.6;21.3;10.4;60.0;7.0;36.1;28.8;11.0;24.1;50.8;49.2;38.9;90.3;45.9;56.5;33.0;28.3;60.5;76.2;9.7;3.4;2.7;20.2;26.2;27.9;25.6;33.7;23.0;45.2;63.5;4.0;3.4;5.9;2.3;6.8;16.0;63.3;52.8;34.8;75.9;20.7;20.8;6.8;32.4;15.4;0.5
338;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2014;69.6;70.0;66.5;62.2;27.2;6.4;30.9;59.1;34.2;53.6;29.6;60.1;5.7;17.9;12.8;64.1;7.2;35.3;26.4;9.1;29.3;55.4;51.8;38.4;90.9;46.0;52.8;31.1;27.8;61.9;79.4;7.5;2.8;1.8;21.8;27.7;27.3;29.6;30.8;16.8;42.8;59.2;2.8;4.3;6.2;1.7;5.7;12.1;63.3;54.0;29.0;78.2;17.3;18.8;5.8;31.0;15.7;2.0
339;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2015;73.1;71.5;68.6;60.3;23.4;6.4;29.4;55.3;29.9;48.9;28.0;56.0;5.7;18.3;10.3;64.4;7.2;39.4;26.2;9.2;25.2;55.2;48.6;33.5;90.5;41.0;55.8;32.2;24.8;64.2;78.9;10.0;2.5;2.2;18.1;25.7;26.6;26.6;31.9;19.1;44.1;63.2;1.9;3.8;5.3;2.5;6.1;11.6;62.9;51.6;28.4;76.2;19.9;17.6;4.9;29.1;13.8;1.6
340;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2016;74.5;73.2;76.2;62.5;27.0;6.4;33.0;55.4;29.9;46.5;25.2;57.9;5.6;19.0;11.1;65.8;7.2;39.7;21.6;8.8;30.0;59.2;52.5;42.7;92.0;46.8;50.4;29.9;23.1;59.1;79.2;8.8;3.0;1.5;20.4;25.8;24.8;27.9;33.4;17.4;40.3;60.8;3.3;2.7;9.1;2.5;6.6;16.3;59.8;48.4;26.0;72.8;16.5;16.9;6.1;28.6;12.4;1.5
341;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2017;72.6;69.5;71.2;54.9;20.7;6.2;37.2;55.4;27.1;46.2;24.7;54.3;5.4;16.0;14.6;62.3;7.0;35.6;22.6;11.4;30.4;50.5;47.9;39.9;92.8;50.9;58.1;32.9;23.2;61.9;79.2;11.2;4.7;2.9;17.6;25.8;24.8;23.8;34.3;15.9;41.2;62.3;3.6;5.6;10.1;1.9;7.5;17.7;62.2;57.0;31.6;78.9;21.0;21.2;6.3;34.1;13.4;2.0
342;Migratieachtergrond: (vm) Ned Ant, Aruba;Waarde;2019;71.9;70.5;73.8;58.3;25.3;6.3;31.9;57.5;29.0;49.1;24.3;56.0;5.6;14.3;15.3;65.2;7.3;37.0;24.2;9.2;29.7;52.2;50.7;41.7;94.1;47.4;54.2;29.8;23.5;58.6;78.1;10.1;5.2;1.3;14.1;21.4;30.0;30.2;30.5;14.1;39.9;62.7;4.3;6.7;7.5;1.4;7.9;16.9;67.5;48.3;29.1;79.7;20.6;17.9;7.0;31.9;9.8;1.1
343;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2012;7.4;7.1;6.7;7.2;5.9;0.2;7.1;7.0;6.9;7.2;6.9;7.1;0.3;6.1;5.2;7.2;0.2;6.8;7.0;4.3;6.0;8.4;8.4;8.2;3.8;7.2;7.2;6.9;7.0;7.2;5.6;4.6;3.0;3.2;5.9;6.7;7.2;6.5;6.9;6.0;7.3;7.0;5.1;3.1;3.8;2.2;4.7;6.0;6.8;7.3;7.1;5.4;6.9;5.9;4.6;7.4;5.9;
344;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2013;4.9;4.9;4.4;5.0;4.4;0.2;4.7;5.2;5.0;5.2;4.7;5.2;0.2;4.4;3.1;5.1;0.2;5.0;4.7;3.5;4.4;6.1;6.1;5.9;3.4;5.2;5.2;4.9;4.7;5.1;4.6;3.1;1.8;1.7;4.1;4.5;4.7;4.6;5.0;4.5;5.2;5.1;2.1;2.0;2.3;1.5;2.5;3.7;5.1;5.2;5.0;4.6;4.1;4.2;2.8;4.9;3.9;0.4
345;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2014;5.0;5.0;5.2;5.3;4.8;0.2;4.9;5.3;5.2;5.4;5.0;5.3;0.2;4.1;3.5;5.1;0.1;5.2;4.7;3.1;5.0;6.4;6.4;6.2;3.2;5.4;5.4;5.0;4.9;5.3;4.5;2.5;1.7;1.3;4.5;4.8;4.8;4.9;4.9;3.9;5.4;5.3;1.6;2.3;2.6;1.1;2.3;3.5;5.2;5.4;4.8;4.4;3.9;4.2;2.5;5.0;3.9;1.5
346;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2015;4.6;4.8;5.0;5.2;4.4;0.2;4.8;5.3;4.9;5.4;4.8;5.4;0.2;4.2;3.1;5.1;0.2;5.3;4.7;3.0;4.6;6.2;6.3;5.8;3.1;5.2;5.3;5.0;4.5;5.1;4.3;3.0;1.4;1.5;4.0;4.6;4.7;4.7;4.9;4.1;5.4;5.1;1.3;2.0;2.2;1.6;2.4;3.2;5.2;5.4;4.7;4.7;4.2;4.0;2.0;4.7;3.8;1.3
347;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2016;4.5;4.6;4.4;5.0;4.6;0.2;4.9;5.2;4.9;5.2;4.6;5.2;0.2;4.1;3.1;4.9;0.2;5.2;4.2;2.8;4.8;6.1;6.3;6.2;2.9;5.2;5.2;4.8;4.4;5.2;4.3;2.9;1.5;1.1;4.3;4.6;4.5;4.8;4.9;4.0;5.1;5.1;1.6;1.6;3.0;1.8;2.6;3.9;5.2;5.2;4.5;4.7;3.8;3.8;2.4;4.7;3.5;1.1
348;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2017;4.3;4.5;4.4;4.8;3.7;0.2;4.7;4.8;4.3;4.8;4.1;4.8;0.2;3.5;3.3;4.6;0.2;4.6;4.0;3.2;4.5;5.8;5.7;5.6;2.4;4.8;4.8;4.5;4.0;4.7;3.9;3.0;2.0;1.5;3.6;4.2;4.2;4.1;4.6;3.6;4.8;4.7;2.0;2.4;3.1;1.2;2.5;3.9;4.7;4.8;4.5;3.8;3.9;3.9;2.2;4.6;3.3;1.3
349;Migratieachtergrond: (vm) Ned Ant, Aruba;Betrouwbaarheidsmarge;2019;4.1;4.2;4.1;4.5;4.0;0.2;4.3;4.5;4.2;4.6;3.9;4.5;0.2;3.1;3.4;4.3;0.1;4.4;3.8;2.6;4.2;5.4;5.4;5.3;1.9;4.6;4.6;4.2;4.0;4.5;3.7;2.7;2.1;1.0;3.2;3.7;4.2;4.3;4.3;3.2;4.5;4.4;2.0;2.5;2.6;1.1;2.6;3.5;4.2;4.6;4.1;3.6;3.8;3.4;2.2;4.2;2.6;0.8
350;Migratieachtergrond: Turkije;Waarde;2012;67.9;61.6;70.6;57.3;24.9;5.9;34.9;55.2;36.6;49.1;38.7;53.4;5.6;16.3;20.4;57.2;6.6;32.7;26.0;14.3;27.0;48.5;43.4;32.2;94.1;62.3;61.7;38.9;29.7;66.1;80.1;17.7;8.1;2.6;31.2;40.1;35.1;31.2;36.7;21.0;52.2;70.7;10.5;11.8;12.4;5.7;17.4;30.2;61.3;58.8;38.3;78.4;26.4;29.3;13.4;44.4;19.3;3.9
