ID;Geslacht;Leeftijd;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
211;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;6.3;1.7;4.8;1.3;;;;;;;;;;;;8.7;3.5;3.1;2.0;;;;;;;;;2.3;15.9;2.3
212;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;9.9;2.9;5.8;1.4;;;;;;;;;;;;9.8;4.0;5.2;3.7;;;;;;;;;5.2;22.6;2.6
213;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;10.8;3.7;5.3;;10.8;0.4;3.1;0.1;1.3;4.9;0.5;0.7;0.3;0.0;0.6;12.0;3.9;6.0;3.6;;;;;;;;;5.4;23.9;2.4
214;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;10.5;4.4;5.9;;11.5;1.0;2.8;0.7;1.5;5.5;0.8;0.8;0.9;0.1;1.1;11.3;4.4;6.0;3.1;;;;;;;;;5.7;22.6;2.8
215;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;10.0;3.5;5.0;;6.0;0.3;1.2;0.5;1.1;2.7;0.4;0.4;0.3;0.1;0.5;10.3;4.6;4.9;4.1;;;;;;;;;4.7;22.5;3.0
216;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;11.8;3.5;7.2;;9.6;1.1;3.2;0.5;1.2;4.1;0.6;0.8;0.4;0.0;0.9;11.5;4.4;4.9;5.3;;;;;;;;;5.5;22.3;3.0
217;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;12.2;3.7;5.0;;9.8;0.7;2.3;0.3;1.7;4.2;0.8;0.6;0.6;0.1;0.9;;;;;2.6;50.0;12.3;39.3;1.0;0.6;0.2;0.8;4.7;21.8;3.0
218;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;14.0;3.5;4.9;;10.1;0.7;2.7;0.6;1.6;4.9;0.6;0.6;0.5;0.0;0.6;;;;;3.0;45.4;10.9;34.2;0.6;1.2;0.2;1.8;6.1;23.2;2.9
219;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2024;14.4;3.8;6.1;;10.5;0.8;3.2;0.7;1.8;4.2;0.8;0.8;0.6;0.1;1.0;;;;;3.7;44.3;12.2;32.3;0.9;1.3;0.2;1.7;5.6;23.2;3.1
220;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;12.0;4.7;8.3;3.8;;;;;;;;;;;;14.0;6.3;7.7;4.1;;;;;;;;;6.1;22.4;2.2
221;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;12.1;4.1;8.0;3.2;;;;;;;;;;;;16.6;5.4;5.8;3.4;;;;;;;;;6.1;23.9;2.6
222;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;10.3;4.0;8.4;3.6;;;;;;;;;;;;13.8;7.0;5.9;4.6;;;;;;;;;5.1;21.9;2.7
223;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;14.4;5.7;9.6;3.5;;;;;;;;;;;;14.5;7.3;8.8;6.8;;;;;;;;;8.9;28.8;3.0
224;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;14.4;5.9;8.1;;14.2;1.4;5.2;0.7;2.9;7.3;1.7;1.9;1.3;;1.7;15.9;6.4;8.9;5.9;;;;;;;;;8.1;28.7;2.7
225;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;13.9;6.7;8.4;;15.0;2.3;4.7;1.9;3.2;8.0;2.1;1.9;2.2;0.8;2.5;15.0;6.9;8.7;5.1;;;;;;;;;8.4;27.1;3.1
226;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;13.5;5.7;7.6;;8.6;1.0;2.6;1.5;2.5;4.5;1.3;1.2;1.3;0.9;1.4;13.9;7.3;7.4;6.3;;;;;;;;;7.2;27.0;3.3
227;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;15.2;5.6;10.0;;12.7;2.5;5.3;1.4;2.6;6.4;1.7;2.1;1.3;;2.2;15.1;6.8;7.3;7.8;;;;;;;;;8.1;26.7;3.3
228;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;15.1;5.5;7.0;;12.5;1.5;3.8;0.9;3.0;6.1;1.7;1.5;1.4;0.5;1.8;;;;;4.1;54.3;15.4;43.5;2.1;1.4;0.7;1.7;6.7;25.5;3.2
229;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;16.9;5.1;6.8;;12.7;1.5;4.2;1.3;2.8;6.8;1.4;1.4;1.2;0.2;1.4;;;;;4.6;49.4;13.6;38.1;1.4;2.3;0.7;3.1;8.2;26.8;3.2
230;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2024;17.3;5.4;8.2;;13.0;1.6;4.8;1.5;3.0;5.9;1.6;1.7;1.4;0.6;1.9;;;;;5.4;48.1;14.9;36.0;1.8;2.4;0.7;2.9;7.6;26.6;3.3
231;Mannen;15 tot 75 jaar ;Waarde;2014;22.1;9.8;14.0;5.7;;;;;;;;;;;;13.2;7.7;10.1;3.4;;;;;;;;;10.3;33.9;3.9
232;Mannen;15 tot 75 jaar ;Waarde;2015;22.1;10.1;14.2;6.4;;;;;;;;;;;;13.0;7.9;10.5;3.5;;;;;;;;;11.0;34.0;3.9
233;Mannen;15 tot 75 jaar ;Waarde;2016;22.5;10.3;14.4;5.9;;;;;;;;;;;;12.9;8.2;10.9;3.9;;;;;;;;;10.6;33.5;3.9
234;Mannen;15 tot 75 jaar ;Waarde;2017;23.2;10.6;15.2;6.4;;;;;;;;;;;;13.2;8.7;11.5;4.3;;;;;;;;;11.6;33.7;4.0
235;Mannen;15 tot 75 jaar ;Waarde;2018;22.2;10.8;13.7;;20.5;3.4;8.3;3.2;6.7;7.7;3.3;2.6;3.2;0.7;3.2;13.0;8.7;11.4;4.5;;;;;;;;;11.3;32.7;4.0
236;Mannen;15 tot 75 jaar ;Waarde;2019;22.1;10.9;13.8;;20.7;3.6;8.5;3.2;6.8;7.7;3.3;2.6;3.5;0.7;2.9;13.0;8.8;11.7;4.4;;;;;;;;;11.0;32.2;4.0
237;Mannen;15 tot 75 jaar ;Waarde;2020;19.9;9.6;13.1;;17.5;2.9;6.9;2.8;5.6;6.3;2.7;2.2;2.8;0.6;2.8;11.3;7.6;9.8;7.8;;;;;;;;;9.8;30.1;4.4
238;Mannen;15 tot 75 jaar ;Waarde;2021;20.4;9.6;13.3;;18.0;3.1;7.6;2.8;5.6;6.9;2.9;2.1;2.8;0.8;2.8;11.8;7.6;9.9;7.4;;;;;;;;;10.2;29.7;4.5
239;Mannen;15 tot 75 jaar ;Waarde;2022;21.7;8.9;12.2;;18.1;3.0;7.2;2.5;5.7;6.6;3.0;2.1;2.8;0.6;2.8;;;;;8.4;44.8;5.1;38.0;1.9;2.3;0.7;4.0;9.2;28.2;4.3
240;Mannen;15 tot 75 jaar ;Waarde;2023;20.8;8.7;11.9;;17.0;2.8;6.6;2.3;5.7;6.0;2.7;1.8;2.8;0.5;2.4;;;;;7.9;38.0;4.7;30.7;1.9;2.1;0.9;4.0;9.0;27.7;4.4
241;Mannen;15 tot 75 jaar ;Waarde;2024;21.6;9.5;12.7;;18.3;3.2;7.4;2.6;6.3;6.5;2.9;2.1;3.0;0.6;2.7;;;;;8.5;36.8;4.9;29.1;1.9;2.3;0.9;4.6;9.5;27.9;4.4
242;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2014;21.5;9.3;13.5;5.4;;;;;;;;;;;;12.7;7.3;9.7;3.1;;;;;;;;;9.8;33.2;3.8
243;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2015;21.5;9.7;13.7;6.1;;;;;;;;;;;;12.5;7.5;10.0;3.2;;;;;;;;;10.5;33.3;3.9
244;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2016;21.9;9.9;13.9;5.6;;;;;;;;;;;;12.4;7.8;10.5;3.7;;;;;;;;;10.2;32.9;3.9
245;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2017;22.6;10.2;14.7;6.1;;;;;;;;;;;;12.7;8.3;11.0;4.0;;;;;;;;;11.2;33.1;3.9
246;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2018;21.7;10.4;13.3;;20.0;3.2;7.9;3.0;6.4;7.4;3.1;2.4;3.0;0.7;3.0;12.6;8.4;11.0;4.3;;;;;;;;;10.9;32.1;3.9
247;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2019;21.6;10.6;13.4;;20.2;3.4;8.2;2.9;6.4;7.4;3.1;2.4;3.2;0.6;2.7;12.6;8.5;11.3;4.2;;;;;;;;;10.7;31.6;4.0
248;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2020;19.4;9.3;12.7;;17.0;2.7;6.6;2.6;5.3;6.0;2.5;2.0;2.6;0.5;2.6;10.9;7.2;9.4;7.4;;;;;;;;;9.4;29.5;4.4
249;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2021;19.8;9.2;12.8;;17.5;2.9;7.2;2.6;5.2;6.5;2.7;1.9;2.6;0.6;2.6;11.3;7.3;9.5;7.0;;;;;;;;;9.7;29.0;4.4
250;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2022;21.2;8.6;11.8;;17.7;2.8;6.9;2.3;5.4;6.3;2.8;1.9;2.6;0.6;2.6;;;;;8.0;44.2;4.8;37.4;1.7;2.1;0.6;3.8;8.8;27.7;4.3
251;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2023;20.3;8.3;11.5;;16.5;2.6;6.3;2.1;5.4;5.7;2.5;1.7;2.6;0.4;2.3;;;;;7.6;37.4;4.5;30.2;1.7;1.9;0.8;3.8;8.6;27.1;4.3
252;Mannen;15 tot 75 jaar ;Ondergrens 95%-interval;2024;21.1;9.1;12.3;;17.8;3.0;7.1;2.4;6.0;6.2;2.7;1.9;2.8;0.6;2.5;;;;;8.2;36.2;4.6;28.6;1.8;2.1;0.8;4.3;9.1;27.4;4.4
253;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2014;22.8;10.2;14.5;6.1;;;;;;;;;;;;13.7;8.2;10.6;3.7;;;;;;;;;10.7;34.6;3.9
254;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2015;22.7;10.5;14.7;6.7;;;;;;;;;;;;13.5;8.3;10.9;3.8;;;;;;;;;11.4;34.6;4.0
255;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2016;23.1;10.7;14.9;6.2;;;;;;;;;;;;13.3;8.5;11.3;4.2;;;;;;;;;11.1;34.2;4.0
256;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2017;23.8;11.1;15.7;6.8;;;;;;;;;;;;13.7;9.1;11.9;4.6;;;;;;;;;12.1;34.4;4.0
257;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2018;22.7;11.1;14.1;;21.0;3.6;8.6;3.4;7.0;8.0;3.6;2.8;3.4;0.9;3.5;13.4;9.1;11.8;4.8;;;;;;;;;11.7;33.2;4.0
258;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2019;22.7;11.3;14.2;;21.2;3.9;8.9;3.4;7.1;8.1;3.6;2.8;3.7;0.8;3.2;13.4;9.2;12.2;4.7;;;;;;;;;11.4;32.8;4.1
259;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2020;20.4;10.0;13.6;;18.0;3.2;7.2;3.0;5.9;6.7;2.9;2.4;3.1;0.7;3.1;11.8;7.9;10.2;8.1;;;;;;;;;10.2;30.7;4.4
260;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2021;21.0;10.0;13.7;;18.6;3.4;7.9;3.1;5.9;7.2;3.1;2.3;3.1;0.9;3.1;12.2;8.0;10.3;7.7;;;;;;;;;10.6;30.3;4.5
261;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2022;22.3;9.3;12.6;;18.6;3.2;7.5;2.7;6.0;7.0;3.2;2.3;3.0;0.8;3.1;;;;;8.7;45.5;5.3;38.6;2.1;2.5;0.8;4.3;9.5;28.8;4.4
262;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2023;21.3;9.0;12.3;;17.4;3.0;6.9;2.5;6.0;6.3;2.9;2.0;3.0;0.6;2.6;;;;;8.3;38.6;5.0;31.3;2.1;2.3;1.1;4.2;9.3;28.2;4.4
263;Mannen;15 tot 75 jaar ;Bovengrens 95%-interval;2024;22.1;9.8;13.1;;18.7;3.4;7.7;2.8;6.6;6.8;3.1;2.3;3.2;0.8;2.9;;;;;8.9;37.3;5.1;29.7;2.1;2.5;1.0;4.8;9.8;28.5;4.4
264;Mannen;15 tot 25 jaar;Waarde;2014;37.3;8.0;16.5;5.2;;;;;;;;;;;;20.6;10.4;9.4;4.0;;;;;;;;;10.0;47.9;1.5
265;Mannen;15 tot 25 jaar;Waarde;2015;36.0;7.7;14.4;5.7;;;;;;;;;;;;20.3;11.8;9.0;3.8;;;;;;;;;10.7;47.9;1.7
266;Mannen;15 tot 25 jaar;Waarde;2016;37.1;8.5;15.1;4.5;;;;;;;;;;;;20.4;10.7;8.4;3.9;;;;;;;;;10.9;48.0;1.7
267;Mannen;15 tot 25 jaar;Waarde;2017;35.8;9.0;15.6;4.8;;;;;;;;;;;;19.9;10.9;8.9;4.6;;;;;;;;;10.5;46.4;1.8
268;Mannen;15 tot 25 jaar;Waarde;2018;33.1;9.5;14.9;;22.2;2.3;8.1;2.4;9.6;6.1;2.6;1.7;5.4;0.6;2.2;19.8;11.6;10.4;4.8;;;;;;;;;9.5;44.8;1.8
269;Mannen;15 tot 25 jaar;Waarde;2019;34.0;10.0;15.9;;23.6;2.2;9.1;2.6;9.7;7.1;2.6;1.8;5.8;0.5;2.3;20.1;11.5;9.6;4.4;;;;;;;;;9.6;46.5;1.8
270;Mannen;15 tot 25 jaar;Waarde;2020;30.5;7.9;14.9;;20.4;1.8;7.3;2.4;7.5;7.0;1.6;1.6;4.5;0.3;2.5;14.5;9.6;8.6;13.9;;;;;;;;;8.3;43.4;2.0
271;Mannen;15 tot 25 jaar;Waarde;2021;30.8;8.8;15.3;;21.3;2.7;7.2;2.3;8.0;8.2;1.8;1.6;4.8;0.4;2.3;15.3;8.4;7.6;8.9;;;;;;;;;8.7;42.1;2.0
272;Mannen;15 tot 25 jaar;Waarde;2022;34.2;9.1;14.4;;21.5;2.4;8.0;1.8;8.9;6.5;2.0;1.6;4.6;0.4;2.5;;;;;8.0;40.9;3.3;34.7;1.4;1.7;0.3;4.2;8.6;41.9;2.3
273;Mannen;15 tot 25 jaar;Waarde;2023;32.8;9.2;14.8;;21.1;2.2;7.4;2.2;8.2;6.1;2.3;1.7;5.2;0.3;2.6;;;;;7.4;33.6;3.6;26.5;1.6;1.2;0.5;4.6;9.3;42.2;2.2
274;Mannen;15 tot 25 jaar;Waarde;2024;33.6;10.7;15.1;;23.1;3.3;8.3;2.3;9.4;6.4;2.4;2.0;5.5;0.6;2.0;;;;;8.9;33.7;3.7;25.9;1.6;2.0;0.5;5.2;9.3;42.5;2.1
275;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;35.0;6.8;14.7;4.2;;;;;;;;;;;;18.7;9.1;8.1;3.0;;;;;;;;;8.6;45.4;1.4
276;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;34.1;6.8;13.1;4.9;;;;;;;;;;;;18.8;10.7;7.9;3.2;;;;;;;;;9.6;46.0;1.6
277;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;35.2;7.4;13.8;3.8;;;;;;;;;;;;18.8;9.5;7.3;3.1;;;;;;;;;9.7;46.0;1.6
278;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;34.0;7.9;14.2;4.1;;;;;;;;;;;;18.4;9.8;7.9;3.8;;;;;;;;;9.3;44.4;1.7
279;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;31.6;8.6;13.8;;20.9;1.8;7.3;1.9;8.7;5.4;2.2;1.3;4.7;0.4;1.8;18.6;10.6;9.5;4.1;;;;;;;;;8.6;43.2;1.7
280;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;32.4;9.0;14.7;;22.2;1.8;8.2;2.1;8.7;6.4;2.2;1.4;5.1;0.3;1.8;18.8;10.5;8.7;3.8;;;;;;;;;8.7;44.8;1.7
281;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;28.9;7.0;13.7;;19.0;1.4;6.4;1.9;6.6;6.2;1.2;1.2;3.8;0.2;2.0;13.3;8.6;7.7;12.7;;;;;;;;;7.4;41.7;1.9
282;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;29.0;7.7;13.9;;19.8;2.1;6.2;1.8;7.0;7.2;1.4;1.2;4.1;0.2;1.8;14.0;7.3;6.6;7.9;;;;;;;;;7.7;40.2;1.9
283;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;32.6;8.2;13.2;;20.2;2.0;7.1;1.4;8.0;5.7;1.6;1.3;3.9;0.2;2.0;;;;;7.0;39.2;2.7;33.1;1.0;1.3;0.1;3.5;7.7;40.2;2.2
284;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;31.3;8.3;13.6;;19.8;1.7;6.6;1.8;7.3;5.4;1.8;1.3;4.5;0.2;2.1;;;;;6.5;32.0;3.0;25.0;1.2;0.9;0.3;3.9;8.3;40.6;2.1
285;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2024;32.1;9.7;14.0;;21.8;2.7;7.4;1.9;8.5;5.6;1.9;1.6;4.8;0.4;1.6;;;;;7.9;32.1;3.1;24.5;1.3;1.6;0.3;4.5;8.4;40.9;2.0
286;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;39.8;9.3;18.6;6.4;;;;;;;;;;;;22.6;12.0;10.9;5.2;;;;;;;;;11.5;50.3;1.6
287;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;37.8;8.8;15.8;6.6;;;;;;;;;;;;21.9;13.1;10.1;4.6;;;;;;;;;11.9;49.8;1.8
288;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;39.0;9.6;16.6;5.4;;;;;;;;;;;;22.0;12.0;9.5;4.8;;;;;;;;;12.2;50.0;1.8
289;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;37.8;10.2;17.1;5.7;;;;;;;;;;;;21.5;12.2;10.1;5.5;;;;;;;;;11.7;48.3;1.9
290;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;34.6;10.5;16.1;;23.6;2.8;9.0;2.9;10.6;6.9;3.2;2.2;6.1;1.0;2.7;21.1;12.7;11.4;5.6;;;;;;;;;10.5;46.4;1.9
291;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;35.6;11.0;17.1;;25.0;2.7;10.1;3.2;10.7;8.0;3.2;2.3;6.6;0.9;2.9;21.4;12.6;10.6;5.2;;;;;;;;;10.6;48.1;1.9
292;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;32.2;8.9;16.2;;21.9;2.3;8.3;3.0;8.4;8.0;2.0;2.2;5.3;0.6;3.1;15.8;10.7;9.6;15.2;;;;;;;;;9.4;45.2;2.1
293;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;32.6;9.9;16.8;;23.0;3.4;8.3;3.0;9.1;9.4;2.4;2.2;5.7;0.7;2.9;16.8;9.5;8.7;10.1;;;;;;;;;9.9;44.1;2.2
294;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;35.9;10.2;15.6;;23.0;3.0;9.0;2.3;9.9;7.4;2.6;2.2;5.3;0.7;3.2;;;;;9.0;42.6;4.0;36.3;1.9;2.3;0.6;4.9;9.7;43.5;2.4
295;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;34.4;10.2;16.0;;22.5;2.7;8.3;2.8;9.2;7.0;2.8;2.2;5.9;0.6;3.2;;;;;8.3;35.2;4.3;28.0;2.1;1.7;0.9;5.3;10.3;43.9;2.3
296;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2024;35.1;11.7;16.3;;24.5;3.9;9.2;2.8;10.4;7.2;2.9;2.5;6.3;0.9;2.5;;;;;9.9;35.2;4.4;27.3;2.1;2.5;0.8;6.0;10.3;44.1;2.2
297;Mannen;25 tot 35 jaar;Waarde;2014;22.0;10.5;13.7;6.2;;;;;;;;;;;;13.2;9.1;11.7;3.5;;;;;;;;;10.9;32.9;4.4
298;Mannen;25 tot 35 jaar;Waarde;2015;23.9;10.9;15.5;7.8;;;;;;;;;;;;13.5;9.4;11.9;4.2;;;;;;;;;12.2;33.7;4.5
299;Mannen;25 tot 35 jaar;Waarde;2016;23.4;10.7;15.3;7.4;;;;;;;;;;;;13.4;9.3;11.8;5.1;;;;;;;;;11.6;32.1;4.5
300;Mannen;25 tot 35 jaar;Waarde;2017;23.4;10.7;15.4;7.7;;;;;;;;;;;;14.1;10.3;12.6;5.3;;;;;;;;;12.5;31.0;4.6
301;Mannen;25 tot 35 jaar;Waarde;2018;22.3;11.1;14.4;;21.5;3.3;8.8;3.4;7.4;7.6;4.2;3.4;3.4;1.0;4.6;13.5;9.9;12.2;5.6;;;;;;;;;12.4;30.0;4.7
302;Mannen;25 tot 35 jaar;Waarde;2019;21.8;10.5;13.7;;22.7;4.1;9.5;4.0;8.4;7.9;4.0;3.4;4.1;1.0;3.9;12.7;10.2;12.4;5.8;;;;;;;;;11.3;28.7;4.8
303;Mannen;25 tot 35 jaar;Waarde;2020;19.7;10.1;13.4;;18.7;3.1;7.8;3.4;6.8;6.3;3.5;3.0;3.6;0.7;3.3;12.1;8.3;11.5;8.6;;;;;;;;;10.6;28.0;5.1
304;Mannen;25 tot 35 jaar;Waarde;2021;19.0;9.8;12.1;;18.2;2.8;7.4;3.2;5.9;6.4;3.7;2.6;3.1;1.3;3.9;12.6;8.8;11.0;9.4;;;;;;;;;10.7;24.9;5.3
305;Mannen;25 tot 35 jaar;Waarde;2022;18.6;8.9;10.9;;17.8;2.8;6.9;2.8;5.8;6.0;3.6;2.4;3.0;0.6;3.4;;;;;9.3;42.7;5.5;35.2;1.8;2.3;1.2;3.7;9.1;23.5;5.3
306;Mannen;25 tot 35 jaar;Waarde;2023;18.3;8.8;10.8;;16.3;2.5;6.1;2.2;6.0;5.3;3.3;2.3;2.8;0.7;3.0;;;;;9.0;36.4;5.6;28.6;2.3;2.2;1.5;3.8;8.8;23.0;5.3
307;Mannen;25 tot 35 jaar;Waarde;2024;18.2;8.5;10.7;;16.5;2.5;6.3;2.3;6.3;5.4;3.7;2.3;3.0;0.7;2.8;;;;;9.7;36.1;6.2;28.2;1.9;2.3;1.4;4.0;8.9;22.5;5.4
308;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;20.4;9.4;12.4;5.3;;;;;;;;;;;;12.0;8.1;10.5;2.9;;;;;;;;;9.7;31.1;4.3
309;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;22.4;9.8;14.3;6.9;;;;;;;;;;;;12.3;8.4;10.9;3.5;;;;;;;;;11.1;32.1;4.4
310;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;21.9;9.6;14.1;6.5;;;;;;;;;;;;12.3;8.3;10.7;4.4;;;;;;;;;10.5;30.6;4.4
311;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;21.9;9.6;14.1;6.8;;;;;;;;;;;;12.9;9.2;11.5;4.5;;;;;;;;;11.3;29.4;4.5
312;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;21.1;10.2;13.4;;20.3;2.8;7.9;2.9;6.7;6.8;3.6;2.9;2.9;0.7;4.0;12.5;9.0;11.3;4.9;;;;;;;;;11.5;28.7;4.6
313;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;20.5;9.6;12.6;;21.4;3.5;8.6;3.4;7.6;7.1;3.4;2.8;3.5;0.7;3.4;11.7;9.3;11.4;5.1;;;;;;;;;10.3;27.3;4.7
314;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;18.4;9.2;12.3;;17.5;2.6;7.0;2.8;6.0;5.6;2.9;2.4;3.0;0.5;2.7;11.1;7.5;10.5;7.8;;;;;;;;;9.6;26.6;5.0
315;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;17.7;8.8;11.0;;16.9;2.3;6.5;2.7;5.1;5.6;3.1;2.1;2.5;0.9;3.3;11.4;7.8;10.0;8.5;;;;;;;;;9.7;23.4;5.2
316;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;17.5;8.1;10.0;;16.7;2.3;6.2;2.3;5.2;5.4;3.1;2.0;2.5;0.5;2.9;;;;;8.5;41.2;4.9;33.8;1.4;1.8;0.9;3.2;8.3;22.3;5.2
317;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;17.2;8.0;9.9;;15.3;2.1;5.5;1.8;5.3;4.6;2.8;1.9;2.4;0.5;2.5;;;;;8.2;35.0;5.0;27.3;1.9;1.8;1.1;3.3;8.0;21.8;5.2
318;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2024;17.1;7.7;9.9;;15.4;2.1;5.7;1.9;5.7;4.8;3.2;1.9;2.5;0.5;2.4;;;;;8.8;34.8;5.6;27.0;1.5;1.9;1.1;3.5;8.1;21.3;5.3
319;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;23.7;11.8;15.1;7.2;;;;;;;;;;;;14.6;10.3;13.0;4.3;;;;;;;;;12.1;34.7;4.6
320;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;25.4;12.0;16.8;8.8;;;;;;;;;;;;14.7;10.4;13.1;4.9;;;;;;;;;13.4;35.4;4.6
321;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;24.9;11.8;16.6;8.4;;;;;;;;;;;;14.6;10.3;13.0;5.9;;;;;;;;;12.7;33.8;4.6
322;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;24.9;11.8;16.7;8.8;;;;;;;;;;;;15.4;11.4;13.8;6.1;;;;;;;;;13.7;32.6;4.7
323;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;23.6;12.1;15.5;;22.7;3.9;9.6;3.9;8.2;8.4;4.8;4.1;3.9;1.3;5.3;14.6;10.8;13.2;6.3;;;;;;;;;13.4;31.4;4.8
324;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;23.1;11.6;14.8;;24.0;4.8;10.4;4.7;9.4;8.8;4.7;4.0;4.8;1.4;4.6;13.8;11.2;13.5;6.6;;;;;;;;;12.3;30.2;4.9
