ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
174;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2023;4.7;54.6;2.9;14.9;10.0;72.9;18.4;7.9;0.8;;;;;;;;;;;;;;;;58.9;6.6;7.2;3.4;2.8;3.1;2.4;0.5;5.1;1.0;0.4;0.7;7.9;3.6;12.1;2.9;14.6;8.4;14.2;71.4;6.0;;;;;;;;;;;;33.8;3.9;7.7;3.8;7.2;4.0;9.3;2.7;14.6;13.0
175;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2024;5.2;56.4;3.1;16.3;12.8;72.3;17.7;8.7;1.3;;;;;;;;;;;;;;;;58.0;5.8;8.1;2.5;2.9;2.5;2.9;0.8;5.4;1.0;0.4;1.0;8.6;4.4;10.7;3.7;14.0;6.2;15.8;71.5;6.5;;;;;;;;;;;;31.7;4.1;6.7;3.7;10.0;3.1;4.9;1.7;17.4;16.9
176;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2014;3.1;46.4;2.3;11.0;8.2;70.4;14.2;6.8;0.3;3.5;2.6;3.3;0.5;3.7;2.5;0.1;1.4;6.3;0.2;0.4;44.8;3.3;0.7;10.7;;;;;;;;;;;;;;;;;;6.7;13.0;67.2;3.4;28.5;2.3;7.9;9.0;0.1;4.5;0.2;1.7;0.5;0.1;14.5;;;;;;;;;;
177;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2015;3.3;47.4;2.3;11.4;8.8;74.1;13.1;5.5;0.5;4.4;2.5;1.9;0.6;4.4;1.3;0.0;1.9;6.8;0.0;0.3;49.5;4.6;0.7;9.3;;;;;;;;;;;;;;;;;;5.8;14.2;65.7;5.9;25.8;3.0;10.1;9.6;0.0;4.0;2.4;0.2;0.0;0.1;18.5;;;;;;;;;;
178;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2016;3.0;46.4;2.4;10.4;7.2;72.2;15.1;5.8;0.2;4.3;3.1;2.0;0.3;4.2;3.3;0.1;1.8;6.3;0.2;0.3;48.4;4.1;0.9;8.2;;;;;;;;;;;;;;;;;;7.0;16.5;63.9;4.4;31.7;2.7;13.2;11.4;0.1;2.4;0.4;0.2;0.1;0.0;13.5;;;;;;;;;;
179;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2017;3.2;46.6;2.3;10.7;8.2;74.1;11.9;6.7;0.4;4.1;2.2;2.5;0.6;5.2;2.2;0.5;1.0;6.8;0.0;0.8;46.1;4.0;0.6;10.1;;;;;;;;;;;;;;;;;;7.1;15.7;64.2;4.7;32.3;2.3;9.1;6.4;0.0;6.2;0.5;0.1;0.0;0.2;18.3;;;;;;;;;;
180;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2018;3.7;49.7;2.6;12.6;9.2;69.4;17.0;7.1;0.5;3.8;2.5;3.1;0.8;4.9;2.0;0.1;1.4;8.1;0.3;0.7;47.3;4.4;1.9;9.1;;;;;;;;;;;;;;;;;;7.9;13.9;66.6;5.0;34.4;3.2;10.0;6.7;0.0;4.2;0.9;0.0;0.4;0.8;18.2;;;;;;;;;;
181;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2019;3.6;51.5;2.6;12.0;8.9;72.5;14.3;6.9;0.5;3.7;2.7;3.3;0.5;6.2;2.9;0.5;1.2;6.6;0.3;0.4;46.4;5.0;1.4;8.9;;;;;;;;;;;;;;;;;;8.1;14.2;64.5;6.1;33.3;3.1;8.9;6.0;0.3;4.9;1.5;0.0;0.2;0.1;20.2;;;;;;;;;;
182;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2020;3.6;45.0;2.5;14.1;10.6;66.5;17.8;8.3;0.8;3.7;3.0;1.6;0.2;5.9;1.6;0.0;2.2;7.8;0.1;0.4;45.7;6.8;1.3;10.4;;;;;;;;;;;;;;;;;;7.3;13.4;64.0;7.9;30.0;2.1;7.8;9.2;0.0;2.0;2.5;0.1;0.1;0.2;23.7;;;;;;;;;;
183;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2021;4.2;46.3;2.5;15.2;12.3;62.7;19.0;10.1;0.6;3.0;1.6;1.1;0.3;8.3;2.0;0.1;1.7;6.1;0.1;0.4;44.7;4.4;1.0;13.6;;;;;;;;;;;;;;;;;;7.5;14.1;63.0;7.3;36.4;3.1;9.8;5.3;0.1;3.3;0.4;0.1;0.5;0.0;18.2;;;;;;;;;;
184;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2022;5.1;57.7;2.5;14.9;10.3;64.4;21.4;7.3;0.6;;;;;;;;;;;;;;;;62.2;3.0;6.3;1.7;2.2;1.5;1.7;0.4;2.3;1.0;0.0;0.5;6.7;3.4;6.6;1.2;8.6;7.3;12.0;66.4;7.6;;;;;;;;;;;;22.1;3.6;2.6;1.7;7.4;1.6;4.1;0.8;18.6;12.3
185;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2023;4.2;52.7;2.7;13.3;8.3;70.5;16.5;6.6;0.5;;;;;;;;;;;;;;;;56.3;5.4;6.0;2.6;2.1;2.3;1.7;0.3;4.1;0.6;0.2;0.4;6.6;2.1;9.1;1.7;11.3;7.0;12.5;69.0;4.9;;;;;;;;;;;;28.9;2.3;5.2;2.2;4.8;2.3;6.5;1.4;11.2;9.7
186;Herkomst: geb. NL, ouder(s) buit. Europa;Ondergrens 95%-interval;2024;4.7;54.5;2.9;14.6;10.6;70.1;15.9;7.4;0.8;;;;;;;;;;;;;;;;55.5;4.8;6.9;1.9;2.2;1.9;2.2;0.5;4.4;0.6;0.2;0.6;7.4;2.8;7.9;2.4;10.9;5.1;14.1;69.2;5.4;;;;;;;;;;;;27.0;2.5;4.5;2.1;7.3;1.6;3.1;0.7;13.7;13.3
187;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2014;4.2;51.8;3.5;14.9;12.7;77.0;19.8;10.9;1.5;6.8;5.4;6.3;2.0;6.8;5.2;1.1;3.5;10.3;1.6;1.8;52.5;6.5;2.3;16.5;;;;;;;;;;;;;;;;;;10.7;18.4;74.2;7.8;42.6;10.7;17.7;19.1;5.8;12.0;3.0;7.7;4.9;4.2;26.2;;;;;;;;;;
188;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2015;4.3;52.0;2.8;15.3;13.4;79.4;17.7;8.7;1.7;7.5;4.7;4.0;1.8;7.3;3.2;0.8;3.8;10.4;0.6;1.3;56.1;7.6;2.1;13.4;;;;;;;;;;;;;;;;;;9.0;18.9;71.7;9.5;37.8;9.3;18.9;17.9;2.4;9.8;8.2;2.7;;4.8;29.6;;;;;;;;;;
189;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2016;4.0;50.9;2.9;13.7;10.9;77.5;19.8;8.9;1.2;7.3;5.5;4.1;1.1;7.0;5.9;1.0;3.8;9.7;1.4;1.2;54.8;7.3;2.4;11.9;;;;;;;;;;;;;;;;;;10.6;21.4;69.8;7.3;43.1;8.1;22.7;19.9;5.8;7.2;3.7;3.8;3.0;;22.5;;;;;;;;;;
190;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2017;4.3;51.0;2.7;14.1;12.3;79.5;16.4;10.1;1.6;7.1;4.4;5.0;1.8;8.3;4.4;1.6;2.6;10.6;0.8;2.4;52.6;7.0;2.1;14.3;;;;;;;;;;;;;;;;;;10.7;20.6;70.2;7.8;44.0;7.9;17.8;14.5;1.6;13.2;3.4;3.3;2.4;2.5;28.7;;;;;;;;;;
191;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2018;4.6;53.4;3.1;15.7;13.2;74.1;21.0;10.0;1.4;6.0;4.3;5.2;1.9;7.2;3.6;0.7;2.8;11.1;1.2;1.8;52.6;6.7;3.7;12.3;;;;;;;;;;;;;;;;;;10.8;17.6;71.3;7.5;44.2;8.0;17.1;12.7;;9.2;3.9;0.6;2.7;4.2;26.7;;;;;;;;;;
192;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2019;4.5;55.3;3.0;15.0;13.4;77.1;18.1;9.7;1.5;6.0;4.6;5.4;1.4;8.9;4.9;1.5;2.6;9.5;1.3;1.2;51.8;7.5;3.0;12.0;;;;;;;;;;;;;;;;;;11.1;18.0;69.4;9.0;43.0;7.6;15.6;12.0;2.7;10.4;5.0;1.8;3.0;2.4;29.0;;;;;;;;;;
193;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2020;4.6;48.7;2.9;17.9;14.9;71.5;22.2;11.5;2.0;6.0;5.2;3.3;0.9;8.7;3.2;0.5;4.1;11.0;0.7;1.2;51.4;9.7;2.8;13.9;;;;;;;;;;;;;;;;;;10.3;17.4;69.1;11.2;40.4;6.4;14.9;16.5;;6.0;7.6;1.6;1.9;2.8;33.9;;;;;;;;;;
194;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2021;5.3;50.5;3.0;19.2;16.6;68.4;24.0;13.9;1.8;5.3;3.4;2.7;1.2;11.7;3.8;0.8;3.5;9.4;0.9;1.5;50.9;7.2;2.5;17.9;;;;;;;;;;;;;;;;;;10.8;18.5;68.7;10.8;47.8;8.2;18.1;11.7;4.2;8.5;2.7;1.8;4.1;;28.3;;;;;;;;;;
195;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2022;6.3;61.5;2.9;18.4;14.5;69.2;25.7;10.1;1.8;;;;;;;;;;;;;;;;67.0;5.0;8.9;3.3;4.0;3.0;3.3;1.2;4.1;2.4;0.4;1.4;9.4;7.8;12.4;3.9;14.7;10.2;15.3;71.0;10.6;;;;;;;;;;;;31.4;9.4;7.2;5.9;14.3;5.5;10.2;3.7;27.3;20.3
196;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2023;5.2;56.4;3.2;16.4;11.7;75.1;20.5;9.4;1.5;;;;;;;;;;;;;;;;61.4;8.0;8.6;4.5;3.8;4.1;3.3;0.9;6.3;1.7;0.8;1.3;9.4;6.0;16.0;4.9;18.6;9.9;16.1;73.7;7.4;;;;;;;;;;;;39.1;6.5;11.3;6.6;10.6;7.1;13.0;5.3;18.7;17.2
197;Herkomst: geb. NL, ouder(s) buit. Europa;Bovengrens 95%-interval;2024;5.8;58.1;3.3;18.0;15.0;74.5;19.7;10.1;2.0;;;;;;;;;;;;;;;;60.4;7.2;9.6;3.4;3.8;3.4;3.9;1.3;6.6;1.6;0.9;1.6;10.1;7.1;14.4;5.8;17.9;7.5;17.6;73.7;7.9;;;;;;;;;;;;36.8;6.8;9.9;6.5;13.5;5.6;7.7;3.9;21.7;21.2
198;Herkomst: geboren in Europa (excl. NL);Waarde;2014;3.6;38.6;2.3;16.0;14.1;68.7;20.4;9.2;1.7;5.7;3.5;4.2;1.0;7.0;1.3;0.8;2.9;9.1;0.8;0.6;50.2;3.6;1.9;10.1;;;;;;;;;;;;;;;;;;11.1;22.1;59.8;7.1;44.9;1.3;12.7;8.0;0.0;11.6;0.0;0.0;1.7;1.8;18.1;;;;;;;;;;
199;Herkomst: geboren in Europa (excl. NL);Waarde;2015;3.1;39.3;2.4;14.2;13.2;68.7;19.8;10.4;1.2;6.2;6.0;4.0;0.8;6.0;2.9;0.7;2.3;6.8;0.3;0.9;49.7;3.9;2.5;10.3;;;;;;;;;;;;;;;;;;9.9;18.8;63.8;7.5;33.5;8.0;16.3;6.5;1.7;4.9;1.6;0.6;0.0;2.7;24.2;;;;;;;;;;
200;Herkomst: geboren in Europa (excl. NL);Waarde;2016;3.3;43.2;2.4;14.5;11.1;71.3;17.0;11.5;0.2;4.9;5.9;3.2;1.6;8.1;2.0;0.7;2.2;10.5;0.6;0.6;46.4;3.8;1.3;10.7;;;;;;;;;;;;;;;;;;13.6;18.8;59.2;8.3;49.6;5.4;10.7;7.5;1.1;4.7;1.8;0.5;0.9;0.6;17.1;;;;;;;;;;
201;Herkomst: geboren in Europa (excl. NL);Waarde;2017;3.5;42.3;2.5;15.2;11.6;71.2;17.3;11.1;0.4;6.1;4.5;4.2;1.8;7.5;2.5;0.5;1.7;8.7;1.1;1.4;46.6;5.8;0.5;10.0;;;;;;;;;;;;;;;;;;13.3;20.8;59.0;6.8;39.2;2.8;12.4;13.7;0.9;4.7;1.3;1.1;2.9;0.0;20.9;;;;;;;;;;
202;Herkomst: geboren in Europa (excl. NL);Waarde;2018;3.4;44.7;2.6;14.2;11.5;68.2;20.3;10.9;0.6;7.8;4.5;3.5;0.9;7.9;2.4;0.6;2.6;10.4;0.5;1.7;43.6;3.9;1.5;10.4;;;;;;;;;;;;;;;;;;12.5;19.8;59.4;8.3;36.9;4.6;12.6;15.9;0.5;6.7;1.0;0.5;3.0;1.3;17.1;;;;;;;;;;
203;Herkomst: geboren in Europa (excl. NL);Waarde;2019;3.8;43.3;2.8;16.9;12.2;70.3;17.5;11.7;0.6;6.9;6.1;3.1;0.9;8.9;1.9;0.9;2.7;8.2;0.1;1.1;47.0;3.1;2.4;9.4;;;;;;;;;;;;;;;;;;16.2;18.6;54.8;10.4;38.1;4.3;16.4;7.7;0.5;6.3;1.8;0.5;1.3;0.4;22.6;;;;;;;;;;
204;Herkomst: geboren in Europa (excl. NL);Waarde;2020;3.5;39.7;2.5;17.4;13.4;64.6;22.8;11.9;0.7;5.3;5.7;4.4;1.0;8.1;1.6;1.0;2.6;8.0;0.3;1.8;44.6;6.2;0.9;11.6;;;;;;;;;;;;;;;;;;12.9;14.5;62.5;10.0;38.3;0.9;13.3;12.5;2.8;5.9;2.4;1.6;3.9;0.6;17.7;;;;;;;;;;
205;Herkomst: geboren in Europa (excl. NL);Waarde;2021;4.0;41.3;3.0;18.6;14.5;66.8;21.3;10.8;1.2;9.2;5.7;2.5;0.7;11.5;2.7;0.6;3.0;6.9;0.5;0.5;38.9;6.1;1.7;12.5;;;;;;;;;;;;;;;;;;15.9;18.0;56.7;9.4;42.4;2.7;12.0;13.5;5.3;6.4;0.6;0.0;0.0;0.8;16.3;;;;;;;;;;
206;Herkomst: geboren in Europa (excl. NL);Waarde;2022;4.4;57.8;2.9;14.5;10.9;62.5;30.2;6.5;0.8;;;;;;;;;;;;;;;;65.7;3.2;6.8;1.4;4.6;3.2;2.9;0.9;3.8;0.8;0.1;0.8;5.8;2.0;6.1;2.5;8.6;9.7;14.7;66.4;9.1;;;;;;;;;;;;25.3;10.4;5.9;2.8;12.3;8.4;3.4;1.8;15.8;13.9
207;Herkomst: geboren in Europa (excl. NL);Waarde;2023;4.1;54.3;3.0;15.0;10.8;70.4;21.8;7.0;0.8;;;;;;;;;;;;;;;;58.9;3.8;7.1;1.6;5.4;2.8;3.0;1.3;5.4;0.7;0.3;0.8;8.8;3.2;5.9;3.4;9.3;9.7;17.5;63.3;9.5;;;;;;;;;;;;27.4;9.9;5.4;7.4;9.1;7.3;6.4;2.0;9.1;16.0
208;Herkomst: geboren in Europa (excl. NL);Waarde;2024;4.5;55.9;3.2;16.0;12.5;69.6;21.0;8.2;1.2;;;;;;;;;;;;;;;;58.6;4.1;9.2;1.9;4.6;3.5;3.4;0.7;4.2;1.1;0.3;1.4;7.2;2.8;6.1;4.1;9.7;10.8;18.6;62.5;8.0;;;;;;;;;;;;24.9;7.6;6.4;7.0;10.0;8.9;6.4;2.0;11.1;15.7
209;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2014;2.8;35.5;1.9;12.4;9.8;63.8;16.5;6.7;0.8;3.8;2.1;2.6;0.4;4.8;0.5;0.3;1.6;6.6;0.3;0.2;45.0;2.2;0.8;7.3;;;;;;;;;;;;;;;;;;8.3;18.1;54.6;4.8;36.3;0.3;8.1;4.6;0.0;7.1;0.0;0.0;0.5;0.4;11.9;;;;;;;;;;
210;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2015;2.4;36.3;2.1;11.4;9.5;64.1;16.3;7.8;0.6;4.3;4.1;2.6;0.2;4.0;1.7;0.2;1.3;4.7;0.0;0.4;44.8;2.4;1.3;7.8;;;;;;;;;;;;;;;;;;7.3;15.3;59.0;5.3;25.4;4.0;10.7;3.5;0.4;2.1;0.5;0.1;0.0;0.7;17.2;;;;;;;;;;
211;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2016;2.6;40.2;2.1;11.9;8.8;67.1;13.9;9.0;0.0;3.3;4.2;1.9;0.8;5.9;1.0;0.2;1.2;8.1;0.2;0.2;41.8;2.4;0.6;8.2;;;;;;;;;;;;;;;;;;10.9;15.5;54.7;6.0;41.8;2.7;6.9;4.3;0.3;2.5;0.6;0.1;0.1;0.1;11.7;;;;;;;;;;
212;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2017;2.9;39.4;2.2;12.6;9.0;67.0;14.2;8.6;0.1;4.3;3.0;2.8;0.9;5.4;1.4;0.2;0.8;6.5;0.5;0.7;42.0;4.0;0.1;7.8;;;;;;;;;;;;;;;;;;10.6;17.4;54.5;4.8;32.0;1.1;8.2;9.3;0.2;2.3;0.3;0.3;1.2;0.0;15.3;;;;;;;;;;
213;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2018;2.9;42.2;2.4;12.2;9.2;64.4;17.2;8.7;0.2;5.9;3.2;2.4;0.5;6.0;1.4;0.2;1.7;8.2;0.1;1.0;39.7;2.6;0.9;8.4;;;;;;;;;;;;;;;;;;10.1;16.9;55.5;6.4;30.5;2.3;8.8;11.5;0.1;3.8;0.3;0.1;1.2;0.4;12.5;;;;;;;;;;
214;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2019;3.2;40.8;2.5;14.4;9.8;66.5;14.6;9.4;0.2;5.2;4.4;2.0;0.4;6.9;1.0;0.4;1.7;6.2;0.0;0.5;43.0;2.1;1.5;7.4;;;;;;;;;;;;;;;;;;13.6;15.8;50.9;8.2;32.0;2.4;12.1;4.8;0.1;3.8;0.6;0.1;0.5;0.1;17.6;;;;;;;;;;
215;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2020;2.9;37.4;2.3;14.5;10.7;60.7;19.6;9.7;0.3;3.8;4.2;3.1;0.5;6.2;0.9;0.4;1.6;6.1;0.1;1.0;40.6;4.6;0.4;9.4;;;;;;;;;;;;;;;;;;10.5;12.0;58.7;7.9;31.5;0.2;8.9;8.4;1.3;3.3;0.9;0.4;1.9;0.2;12.8;;;;;;;;;;
216;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2021;3.3;38.7;2.6;15.6;11.5;62.8;18.1;8.5;0.6;7.1;4.1;1.6;0.3;9.1;1.7;0.2;1.9;5.1;0.2;0.2;34.9;4.4;0.9;10.1;;;;;;;;;;;;;;;;;;13.2;15.1;52.7;7.2;35.7;1.3;8.2;9.3;2.8;3.8;0.1;0.0;0.0;0.2;11.7;;;;;;;;;;
217;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2022;3.8;55.7;2.6;12.9;8.8;59.6;27.6;5.3;0.4;;;;;;;;;;;;;;;;62.9;2.4;5.5;0.8;3.5;2.4;2.1;0.5;2.8;0.4;0.0;0.4;4.6;1.0;4.0;1.3;6.1;8.1;12.8;63.7;7.6;;;;;;;;;;;;20.7;7.2;3.7;1.4;8.9;5.6;1.8;0.7;12.1;10.3
218;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2023;3.6;52.3;2.8;13.2;8.8;67.8;19.6;5.7;0.4;;;;;;;;;;;;;;;;56.2;2.9;5.8;1.1;4.3;2.1;2.2;0.9;4.3;0.4;0.1;0.4;7.4;1.8;4.0;2.0;6.8;8.2;15.5;60.6;8.0;;;;;;;;;;;;22.9;7.0;3.5;4.9;6.4;5.0;4.2;1.0;6.6;12.4
219;Herkomst: geboren in Europa (excl. NL);Ondergrens 95%-interval;2024;4.0;54.0;3.0;14.2;10.4;67.1;19.0;6.9;0.7;;;;;;;;;;;;;;;;56.1;3.2;7.8;1.3;3.6;2.7;2.6;0.4;3.3;0.6;0.1;0.9;5.9;1.5;4.2;2.5;7.2;9.3;16.7;60.0;6.7;;;;;;;;;;;;21.0;5.4;4.4;4.8;7.5;6.5;4.5;1.0;8.5;12.5
220;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2014;4.4;41.8;2.6;19.5;18.5;73.3;24.8;12.5;3.6;8.3;5.6;6.8;2.3;10.2;3.1;2.1;5.2;12.6;2.6;2.0;55.5;5.9;4.2;13.8;;;;;;;;;;;;;;;;;;14.7;26.7;64.7;10.3;53.8;4.9;19.4;13.4;;18.6;;;5.8;7.0;26.4;;;;;;;;;;
221;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2015;3.7;42.3;2.8;16.9;16.9;72.9;23.8;13.7;2.5;9.0;8.8;6.1;2.5;8.7;5.0;2.0;4.0;9.7;2.0;2.3;54.7;6.1;4.7;13.6;;;;;;;;;;;;;;;;;;13.3;22.9;68.4;10.4;42.8;15.3;24.0;11.8;6.7;11.2;5.0;3.9;;10.2;32.9;;;;;;;;;;
222;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2016;3.9;46.2;2.7;17.0;13.4;75.2;20.8;14.5;1.2;7.1;8.3;5.1;3.1;11.0;3.7;1.8;3.9;13.6;1.8;2.0;51.1;6.1;2.8;13.8;;;;;;;;;;;;;;;;;;17.0;22.6;63.6;11.3;57.4;10.8;16.3;12.6;4.2;9.0;5.6;3.8;6.1;4.2;24.2;;;;;;;;;;
223;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2017;4.2;45.2;2.8;17.9;14.2;75.0;20.9;14.2;1.3;8.7;6.8;6.3;3.7;10.2;4.4;1.5;3.6;11.6;2.4;2.8;51.2;8.3;1.9;12.8;;;;;;;;;;;;;;;;;;16.7;24.7;63.4;9.5;46.9;6.8;18.3;19.8;3.6;9.4;4.9;4.6;6.9;;27.9;;;;;;;;;;
224;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2018;4.0;47.3;2.9;16.3;13.8;71.9;23.8;13.6;1.3;10.2;6.4;5.1;1.9;10.4;4.0;1.4;4.1;13.1;1.8;3.1;47.6;5.7;2.8;12.9;;;;;;;;;;;;;;;;;;15.4;23.1;63.2;10.8;43.8;9.1;17.5;21.5;3.5;11.4;3.3;3.2;6.9;3.9;22.8;;;;;;;;;;
225;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2019;4.4;45.8;3.1;19.4;14.5;73.8;20.7;14.4;1.3;9.2;8.3;4.8;1.7;11.2;3.4;2.0;4.3;10.6;0.6;2.1;51.0;4.7;4.0;11.9;;;;;;;;;;;;;;;;;;19.3;21.8;58.6;13.0;44.6;7.7;22.0;12.0;3.7;10.3;5.5;3.6;3.7;1.6;28.5;;;;;;;;;;
226;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2020;4.1;42.2;2.8;20.4;16.2;68.3;26.3;14.6;1.8;7.4;7.8;6.3;1.9;10.4;2.9;2.1;4.1;10.4;1.3;3.2;48.6;8.3;2.0;14.3;;;;;;;;;;;;;;;;;;15.7;17.4;66.2;12.7;45.6;3.6;19.4;18.3;6.4;10.2;6.4;5.5;8.0;2.5;24.0;;;;;;;;;;
227;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2021;4.6;43.8;3.3;21.6;17.6;70.5;24.9;13.5;2.3;11.9;7.8;4.0;1.7;14.3;4.3;1.6;4.7;9.4;1.7;1.2;43.1;8.4;3.1;15.4;;;;;;;;;;;;;;;;;;19.1;21.3;60.7;12.0;49.4;5.5;17.3;19.1;9.6;10.8;2.3;;;3.4;22.1;;;;;;;;;;
228;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2022;4.9;59.9;3.1;16.2;12.9;65.3;33.0;8.1;1.4;;;;;;;;;;;;;;;;68.3;4.3;8.4;2.2;5.9;4.4;4.0;1.5;5.1;1.4;0.5;1.6;7.2;4.1;9.3;4.8;12.1;11.5;16.8;69.1;11.0;;;;;;;;;;;;30.5;14.6;9.3;5.5;16.8;12.5;6.3;4.4;20.4;18.5
229;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2023;4.6;56.3;3.3;16.7;12.8;72.9;24.2;8.6;1.4;;;;;;;;;;;;;;;;61.6;5.0;8.6;2.4;6.8;3.9;4.1;2.1;6.8;1.4;0.7;1.5;10.5;5.5;8.8;5.7;12.6;11.5;19.7;65.9;11.3;;;;;;;;;;;;32.5;13.7;8.2;11.0;12.8;10.5;9.5;4.1;12.6;20.4
230;Herkomst: geboren in Europa (excl. NL);Bovengrens 95%-interval;2024;5.1;57.7;3.4;17.8;14.6;71.9;23.3;9.8;1.9;;;;;;;;;;;;;;;;61.1;5.3;10.8;2.8;5.8;4.5;4.5;1.2;5.3;1.8;0.7;2.1;8.6;5.0;8.8;6.5;12.9;12.6;20.7;65.0;9.6;;;;;;;;;;;;29.3;10.5;9.2;10.0;13.3;12.0;9.1;4.1;14.2;19.5
231;Herkomst: geboren buiten Europa;Waarde;2014;3.3;39.9;2.7;15.5;12.8;65.1;22.7;11.0;1.2;7.8;7.5;4.4;1.5;4.2;2.9;0.3;1.8;8.9;0.7;1.5;44.7;4.9;1.1;10.5;;;;;;;;;;;;;;;;;;11.4;21.3;55.8;11.5;33.1;4.1;16.2;14.7;0.5;7.0;1.1;0.7;0.3;0.4;21.8;;;;;;;;;;
