ID;Geslacht;Leeftijd;Marges;Perioden;Ondergewicht_1;NormaalGewicht_2;Overgewicht_3;MatigOvergewicht_4;ErnstigOvergewicht_5;OpgegevenLengte20JaarOfOuder_6;OpgegevenGewicht20JaarOfOuder_7
2228;Mannen;40 tot 50 jaar;Waarde;1983;1.2;55.0;43.8;38.8;5.0;176.6;77.5
2229;Mannen;40 tot 50 jaar;Waarde;1984;0.3;55.5;44.2;38.2;6.0;177.0;78.6
2230;Mannen;40 tot 50 jaar;Waarde;1985;0.8;54.6;44.6;39.1;5.5;177.2;78.1
2231;Mannen;40 tot 50 jaar;Waarde;1986;0.5;49.8;49.7;44.7;5.0;177.6;79.6
2232;Mannen;40 tot 50 jaar;Waarde;1987;0.0;51.9;48.1;41.8;6.3;177.1;79.1
2233;Mannen;40 tot 50 jaar;Waarde;1988;0.2;56.0;43.8;39.3;4.5;177.8;78.5
2234;Mannen;40 tot 50 jaar;Waarde;1989;1.1;52.8;46.1;40.1;6.0;178.3;79.8
2235;Mannen;40 tot 50 jaar;Waarde;1990;1.1;54.0;45.0;38.5;6.5;178.5;79.6
2236;Mannen;40 tot 50 jaar;Waarde;1991;0.2;51.7;48.1;41.2;6.9;178.4;80.4
2237;Mannen;40 tot 50 jaar;Waarde;1992;1.0;49.4;49.6;42.5;7.1;178.7;80.7
2238;Mannen;40 tot 50 jaar;Waarde;1993;0.5;50.2;49.2;41.3;7.9;179.0;81.2
2239;Mannen;40 tot 50 jaar;Waarde;1994;0.3;51.2;48.5;39.7;8.8;179.4;81.7
2240;Mannen;40 tot 50 jaar;Waarde;1995;0.5;52.9;46.6;39.8;6.7;179.7;81.3
2241;Mannen;40 tot 50 jaar;Waarde;1996;0.7;51.3;48.0;41.4;6.6;180.1;81.4
2242;Mannen;40 tot 50 jaar;Waarde;1997;0.5;48.7;50.8;42.5;8.3;180.4;82.5
2243;Mannen;40 tot 50 jaar;Waarde;1998;0.3;50.2;49.4;41.6;7.8;180.5;82.6
2244;Mannen;40 tot 50 jaar;Waarde;1999;0.4;48.5;51.1;41.5;9.5;180.2;83.0
2245;Mannen;40 tot 50 jaar;Waarde;2000;0.1;45.1;54.8;44.1;10.7;180.7;83.9
2246;Mannen;40 tot 50 jaar;Waarde;2001;0.4;42.6;57.0;46.4;10.6;181.2;85.1
2247;Mannen;40 tot 50 jaar;Waarde;2002;0.6;44.8;54.5;46.0;8.6;180.9;83.7
2248;Mannen;40 tot 50 jaar;Waarde;2003;0.2;47.8;52.0;42.6;9.4;180.8;83.8
2249;Mannen;40 tot 50 jaar;Waarde;2004;0.4;46.5;53.1;40.3;12.8;181.5;85.2
2250;Mannen;40 tot 50 jaar;Waarde;2005;0.5;48.1;51.4;40.6;10.8;181.2;84.0
2251;Mannen;40 tot 50 jaar;Waarde;2006;0.1;45.8;54.1;43.7;10.4;181.7;84.9
2252;Mannen;40 tot 50 jaar;Waarde;2007;0.5;43.9;55.6;45.2;10.4;182.3;85.8
2253;Mannen;40 tot 50 jaar;Waarde;2008;0.5;45.2;54.2;42.7;11.5;181.6;84.8
2254;Mannen;40 tot 50 jaar;Waarde;2009;0.5;42.9;56.6;45.1;11.4;182.1;85.8
2255;Mannen;40 tot 50 jaar;Waarde;2010;0.6;38.7;60.7;48.8;11.9;182.1;86.5
2256;Mannen;40 tot 50 jaar;Waarde;2011;0.2;39.9;59.9;49.9;10.0;182.3;86.6
2257;Mannen;40 tot 50 jaar;Waarde;2012;1.0;41.5;57.5;45.7;11.8;182.4;86.6
2258;Mannen;40 tot 50 jaar;Waarde;2013;0.7;43.1;56.2;46.2;10.0;182.2;85.8
2259;Mannen;40 tot 50 jaar;Waarde;2014;0.5;39.1;60.5;47.1;13.4;182.0;86.8
2260;Mannen;40 tot 50 jaar;Waarde;2015;0.2;41.5;58.3;42.8;15.4;182.2;87.6
2261;Mannen;40 tot 50 jaar;Waarde;2016;0.3;40.6;59.1;47.2;11.9;182.7;87.0
2262;Mannen;40 tot 50 jaar;Waarde;2017;0.4;41.0;58.6;45.5;13.1;182.6;87.8
2263;Mannen;40 tot 50 jaar;Waarde;2018;0.7;42.2;57.1;43.0;14.0;182.9;87.4
2264;Mannen;40 tot 50 jaar;Waarde;2019;0.5;41.2;58.3;45.6;12.7;181.7;86.7
2265;Mannen;40 tot 50 jaar;Waarde;2020;0.9;44.1;55.0;40.9;14.2;182.8;87.0
2266;Mannen;40 tot 50 jaar;Waarde;2021;0.9;43.9;55.2;41.7;13.4;182.1;86.3
2267;Mannen;40 tot 50 jaar;Waarde;2022;0.4;40.9;58.7;42.2;16.5;182.0;88.0
2268;Mannen;40 tot 50 jaar;Waarde;2023;0.4;41.5;58.1;42.1;15.9;182.4;87.9
2269;Mannen;40 tot 50 jaar;Waarde;1981/1984;0.7;55.4;43.9;38.8;5.1;176.5;77.7
2270;Mannen;40 tot 50 jaar;Waarde;1985/1988;0.4;53.1;46.5;41.2;5.3;177.4;78.8
2271;Mannen;40 tot 50 jaar;Waarde;1989/1992;0.8;51.9;47.2;40.6;6.6;178.5;80.2
2272;Mannen;40 tot 50 jaar;Waarde;1993/1996;0.5;51.4;48.0;40.5;7.5;179.5;81.4
2273;Mannen;40 tot 50 jaar;Waarde;1997/2000;0.3;48.1;51.5;42.4;9.1;180.5;83.0
2274;Mannen;40 tot 50 jaar;Waarde;2001/2004;0.4;45.4;54.1;43.8;10.3;181.1;84.4
2275;Mannen;40 tot 50 jaar;Waarde;2005/2008;0.4;45.8;53.8;43.0;10.8;181.7;84.9
2276;Mannen;40 tot 50 jaar;Waarde;2009/2012;0.6;40.8;58.7;47.4;11.3;182.2;86.4
2277;Mannen;40 tot 50 jaar;Waarde;2013/2016;0.4;41.1;58.5;45.8;12.7;182.3;86.7
2278;Mannen;40 tot 50 jaar;Waarde;2017/2020;0.6;42.1;57.4;43.9;13.5;182.5;87.3
2279;Mannen;40 tot 50 jaar;Standaardfout;1981;0.4;2.1;2.1;2.0;1.0;0.3;0.4
2280;Mannen;40 tot 50 jaar;Standaardfout;1982;0.3;2.1;2.1;2.1;0.8;0.3;0.4
2281;Mannen;40 tot 50 jaar;Standaardfout;1983;0.5;2.2;2.2;2.1;0.9;0.3;0.4
2282;Mannen;40 tot 50 jaar;Standaardfout;1984;0.2;2.1;2.1;2.0;1.0;0.3;0.4
2283;Mannen;40 tot 50 jaar;Standaardfout;1985;0.4;2.1;2.1;2.1;1.0;0.3;0.4
2284;Mannen;40 tot 50 jaar;Standaardfout;1986;0.3;2.1;2.1;2.1;0.9;0.3;0.5
2285;Mannen;40 tot 50 jaar;Standaardfout;1987;0.0;2.2;2.2;2.1;1.0;0.3;0.4
2286;Mannen;40 tot 50 jaar;Standaardfout;1988;0.2;2.1;2.1;2.1;0.9;0.4;0.5
2287;Mannen;40 tot 50 jaar;Standaardfout;1989;0.4;2.1;2.1;2.0;1.0;0.3;0.5
2288;Mannen;40 tot 50 jaar;Standaardfout;1990;0.4;2.2;2.2;2.1;1.1;0.3;0.5
2289;Mannen;40 tot 50 jaar;Standaardfout;1991;0.2;2.2;2.2;2.2;1.1;0.3;0.5
2290;Mannen;40 tot 50 jaar;Standaardfout;1992;0.4;1.9;1.9;1.9;1.0;0.3;0.4
2291;Mannen;40 tot 50 jaar;Standaardfout;1993;0.3;2.0;2.0;2.0;1.1;0.3;0.5
2292;Mannen;40 tot 50 jaar;Standaardfout;1994;0.2;1.9;1.9;1.9;1.1;0.3;0.4
2293;Mannen;40 tot 50 jaar;Standaardfout;1995;0.3;1.8;1.8;1.8;0.9;0.3;0.4
2294;Mannen;40 tot 50 jaar;Standaardfout;1996;0.3;1.9;1.9;1.9;1.0;0.3;0.4
2295;Mannen;40 tot 50 jaar;Standaardfout;1997;0.2;1.7;1.7;1.7;1.0;0.3;0.4
2296;Mannen;40 tot 50 jaar;Standaardfout;1998;0.2;1.9;1.9;1.9;1.0;0.3;0.5
2297;Mannen;40 tot 50 jaar;Standaardfout;1999;0.2;1.8;1.8;1.8;1.1;0.3;0.5
2298;Mannen;40 tot 50 jaar;Standaardfout;2000;0.1;1.8;1.8;1.8;1.1;0.3;0.5
2299;Mannen;40 tot 50 jaar;Standaardfout;2001;0.2;1.8;1.8;1.8;1.1;0.3;0.5
2300;Mannen;40 tot 50 jaar;Standaardfout;2002;0.3;1.8;1.8;1.8;1.0;0.3;0.4
2301;Mannen;40 tot 50 jaar;Standaardfout;2003;0.2;1.8;1.8;1.8;1.1;0.3;0.4
2302;Mannen;40 tot 50 jaar;Standaardfout;2004;0.2;1.7;1.7;1.7;1.1;0.3;0.5
2303;Mannen;40 tot 50 jaar;Standaardfout;2005;0.2;1.8;1.8;1.7;1.1;0.3;0.4
2304;Mannen;40 tot 50 jaar;Standaardfout;2006;0.1;1.8;1.8;1.8;1.1;0.3;0.5
2305;Mannen;40 tot 50 jaar;Standaardfout;2007;0.3;1.9;1.9;1.9;1.2;0.3;0.5
2306;Mannen;40 tot 50 jaar;Standaardfout;2008;0.3;1.8;1.8;1.8;1.2;0.3;0.5
2307;Mannen;40 tot 50 jaar;Standaardfout;2009;0.3;1.9;1.9;1.9;1.2;0.3;0.5
2308;Mannen;40 tot 50 jaar;Standaardfout;2010;0.2;1.4;1.4;1.4;0.9;0.2;0.4
2309;Mannen;40 tot 50 jaar;Standaardfout;2011;0.1;1.5;1.5;1.5;0.9;0.2;0.4
2310;Mannen;40 tot 50 jaar;Standaardfout;2012;0.3;1.5;1.5;1.5;1.0;0.2;0.4
2311;Mannen;40 tot 50 jaar;Standaardfout;2013;0.3;1.5;1.5;1.6;0.9;0.2;0.4
2312;Mannen;40 tot 50 jaar;Standaardfout;2014;0.3;1.8;1.8;1.9;1.3;0.3;0.5
2313;Mannen;40 tot 50 jaar;Standaardfout;2015;0.2;1.9;1.9;1.9;1.4;0.3;0.6
2314;Mannen;40 tot 50 jaar;Standaardfout;2016;0.2;1.9;1.9;2.0;1.3;0.3;0.5
2315;Mannen;40 tot 50 jaar;Standaardfout;2017;0.2;1.9;1.9;1.9;1.3;0.3;0.5
2316;Mannen;40 tot 50 jaar;Standaardfout;2018;0.3;1.9;1.9;1.9;1.3;0.3;0.6
2317;Mannen;40 tot 50 jaar;Standaardfout;2019;0.3;2.0;2.0;2.0;1.3;0.3;0.6
2318;Mannen;40 tot 50 jaar;Standaardfout;2020;0.4;2.1;2.1;2.1;1.5;0.3;0.6
2319;Mannen;40 tot 50 jaar;Standaardfout;2021;0.4;2.2;2.2;2.2;1.5;0.4;0.6
2320;Mannen;40 tot 50 jaar;Standaardfout;2022;0.3;2.0;2.0;2.0;1.5;0.3;0.7
2321;Mannen;40 tot 50 jaar;Standaardfout;2023;0.3;2.1;2.1;2.1;1.6;0.3;0.6
2322;Mannen;40 tot 50 jaar;Standaardfout;1981/1984;0.2;1.1;1.1;1.0;0.5;0.2;0.2
2323;Mannen;40 tot 50 jaar;Standaardfout;1985/1988;0.1;1.1;1.1;1.0;0.5;0.2;0.2
2324;Mannen;40 tot 50 jaar;Standaardfout;1989/1992;0.2;1.0;1.0;1.0;0.5;0.2;0.2
2325;Mannen;40 tot 50 jaar;Standaardfout;1993/1996;0.1;1.0;1.0;0.9;0.5;0.1;0.2
2326;Mannen;40 tot 50 jaar;Standaardfout;1997/2000;0.1;0.9;0.9;0.9;0.5;0.1;0.2
2327;Mannen;40 tot 50 jaar;Standaardfout;2001/2004;0.1;0.9;0.9;0.9;0.6;0.1;0.2
2328;Mannen;40 tot 50 jaar;Standaardfout;2005/2008;0.1;0.9;0.9;0.9;0.6;0.1;0.2
2329;Mannen;40 tot 50 jaar;Standaardfout;2009/2012;0.1;0.8;0.8;0.8;0.5;0.1;0.2
2330;Mannen;40 tot 50 jaar;Standaardfout;2013/2016;0.1;0.9;0.9;0.9;0.6;0.1;0.2
2331;Mannen;40 tot 50 jaar;Standaardfout;2017/2020;0.2;1.0;1.0;1.0;0.7;0.2;0.3
2332;Mannen;50 tot 55 jaar;Waarde;1981;0.3;49.8;49.9;46.4;3.5;175.6;77.2
2333;Mannen;50 tot 55 jaar;Waarde;1982;1.5;49.1;49.4;44.0;5.4;175.5;77.3
2334;Mannen;50 tot 55 jaar;Waarde;1983;0.4;46.6;53.0;43.5;9.4;175.9;78.9
2335;Mannen;50 tot 55 jaar;Waarde;1984;1.0;46.7;52.3;46.8;5.5;176.0;78.6
2336;Mannen;50 tot 55 jaar;Waarde;1985;0.4;55.1;44.5;39.9;4.6;176.3;77.2
2337;Mannen;50 tot 55 jaar;Waarde;1986;1.0;51.6;47.4;41.2;6.3;175.4;77.1
2338;Mannen;50 tot 55 jaar;Waarde;1987;2.0;52.3;45.7;41.0;4.7;176.4;78.1
2339;Mannen;50 tot 55 jaar;Waarde;1988;0.0;45.2;54.8;46.1;8.7;176.5;79.4
2340;Mannen;50 tot 55 jaar;Waarde;1989;0.0;48.2;51.8;44.3;7.6;176.2;79.0
2341;Mannen;50 tot 55 jaar;Waarde;1990;0.5;46.2;53.3;46.5;6.8;176.9;79.6
2342;Mannen;50 tot 55 jaar;Waarde;1991;0.6;41.3;58.1;50.6;7.4;176.8;80.2
2343;Mannen;50 tot 55 jaar;Waarde;1992;0.8;44.6;54.6;46.6;8.0;176.9;79.5
2344;Mannen;50 tot 55 jaar;Waarde;1993;1.5;46.6;51.8;43.8;8.0;177.7;80.0
2345;Mannen;50 tot 55 jaar;Waarde;1994;0.0;42.5;57.5;47.7;9.8;177.2;80.6
2346;Mannen;50 tot 55 jaar;Waarde;1995;0.4;45.0;54.6;46.1;8.5;177.3;80.7
2347;Mannen;50 tot 55 jaar;Waarde;1996;0.5;41.2;58.4;46.1;12.2;177.0;81.5
2348;Mannen;50 tot 55 jaar;Waarde;1997;0.7;41.0;58.3;49.9;8.4;177.7;81.8
2349;Mannen;50 tot 55 jaar;Waarde;1998;1.1;39.4;59.5;48.5;11.0;178.8;83.0
2350;Mannen;50 tot 55 jaar;Waarde;1999;0.2;42.7;57.1;45.4;11.7;178.9;83.6
2351;Mannen;50 tot 55 jaar;Waarde;2000;0.5;35.3;64.2;50.9;13.3;179.1;84.9
2352;Mannen;50 tot 55 jaar;Waarde;2001;0.3;37.2;62.5;51.6;10.9;179.1;83.9
2353;Mannen;50 tot 55 jaar;Waarde;2002;0.3;37.7;62.0;49.1;12.9;179.5;84.8
2354;Mannen;50 tot 55 jaar;Waarde;2003;0.6;34.7;64.7;50.4;14.3;180.0;85.6
2355;Mannen;50 tot 55 jaar;Waarde;2004;0.5;39.1;60.4;45.7;14.7;179.9;85.3
2356;Mannen;50 tot 55 jaar;Waarde;2005;0.5;43.9;55.6;44.3;11.3;179.9;83.9
2357;Mannen;50 tot 55 jaar;Waarde;2006;1.3;43.0;55.7;41.4;14.3;180.1;84.3
2358;Mannen;50 tot 55 jaar;Waarde;2007;1.5;35.4;63.1;48.8;14.2;180.2;85.9
2359;Mannen;50 tot 55 jaar;Waarde;2008;0.6;38.0;61.4;50.2;11.1;181.4;85.6
2360;Mannen;50 tot 55 jaar;Waarde;2009;1.2;34.6;64.2;46.3;17.9;181.1;87.7
2361;Mannen;50 tot 55 jaar;Waarde;2010;0.7;39.9;59.4;47.9;11.5;181.1;86.0
2362;Mannen;50 tot 55 jaar;Waarde;2011;0.4;36.2;63.4;48.7;14.7;181.2;86.9
2363;Mannen;50 tot 55 jaar;Waarde;2012;0.2;41.1;58.8;45.9;12.8;181.0;85.9
2364;Mannen;50 tot 55 jaar;Waarde;2013;0.0;37.7;62.3;50.2;12.1;181.7;86.7
2365;Mannen;50 tot 55 jaar;Waarde;2014;0.9;36.1;63.0;50.0;13.0;181.4;87.1
2366;Mannen;50 tot 55 jaar;Waarde;2015;0.4;37.7;62.0;48.4;13.5;181.2;86.4
2367;Mannen;50 tot 55 jaar;Waarde;2016;0.6;38.3;61.0;42.8;18.2;181.6;87.9
2368;Mannen;50 tot 55 jaar;Waarde;2017;0.7;36.2;63.2;48.5;14.7;181.6;87.2
2369;Mannen;50 tot 55 jaar;Waarde;2018;0.3;38.0;61.7;46.7;15.0;181.6;87.8
2370;Mannen;50 tot 55 jaar;Waarde;2019;0.0;33.6;66.4;45.2;21.1;181.2;88.6
2371;Mannen;50 tot 55 jaar;Waarde;2020;0.6;33.8;65.6;48.4;17.2;180.6;86.9
2372;Mannen;50 tot 55 jaar;Waarde;2021;0.5;37.9;61.7;46.9;14.7;182.6;88.3
2373;Mannen;50 tot 55 jaar;Waarde;2022;0.0;31.7;68.3;53.5;14.8;182.9;90.1
2374;Mannen;50 tot 55 jaar;Waarde;2023;0.0;34.1;65.9;51.9;14.1;181.4;88.0
2375;Mannen;50 tot 55 jaar;Waarde;1981/1984;0.8;48.0;51.2;45.2;6.0;175.7;78.0
2376;Mannen;50 tot 55 jaar;Waarde;1985/1988;0.8;51.1;48.1;42.0;6.0;176.1;77.9
2377;Mannen;50 tot 55 jaar;Waarde;1989/1992;0.5;45.1;54.4;47.0;7.4;176.7;79.6
2378;Mannen;50 tot 55 jaar;Waarde;1993/1996;0.6;43.7;55.7;46.0;9.7;177.3;80.7
2379;Mannen;50 tot 55 jaar;Waarde;1997/2000;0.6;39.5;59.8;48.7;11.2;178.7;83.4
2380;Mannen;50 tot 55 jaar;Waarde;2001/2004;0.4;37.2;62.4;49.3;13.1;179.6;84.9
2381;Mannen;50 tot 55 jaar;Waarde;2005/2008;1.0;40.1;58.9;46.2;12.7;180.4;84.9
2382;Mannen;50 tot 55 jaar;Waarde;2009/2012;0.6;37.9;61.4;47.2;14.2;181.1;86.6
2383;Mannen;50 tot 55 jaar;Waarde;2013/2016;0.5;37.4;62.1;47.8;14.2;181.5;87.0
2384;Mannen;50 tot 55 jaar;Waarde;2017/2020;0.4;35.5;64.1;47.2;17.0;181.3;87.6
2385;Mannen;50 tot 55 jaar;Standaardfout;1981;0.3;3.2;3.2;3.2;1.2;0.4;0.6
2386;Mannen;50 tot 55 jaar;Standaardfout;1982;0.8;3.2;3.2;3.2;1.4;0.4;0.7
2387;Mannen;50 tot 55 jaar;Standaardfout;1983;0.4;3.2;3.2;3.2;1.9;0.5;0.7
2388;Mannen;50 tot 55 jaar;Standaardfout;1984;0.6;3.1;3.1;3.1;1.4;0.5;0.6
2389;Mannen;50 tot 55 jaar;Standaardfout;1985;0.4;3.2;3.2;3.2;1.3;0.4;0.6
2390;Mannen;50 tot 55 jaar;Standaardfout;1986;0.6;3.2;3.2;3.1;1.5;0.5;0.7
2391;Mannen;50 tot 55 jaar;Standaardfout;1987;0.9;3.4;3.4;3.3;1.4;0.5;0.7
2392;Mannen;50 tot 55 jaar;Standaardfout;1988;0.0;3.5;3.5;3.5;2.0;0.4;0.7
2393;Mannen;50 tot 55 jaar;Standaardfout;1989;0.0;3.3;3.3;3.3;1.7;0.5;0.7
2394;Mannen;50 tot 55 jaar;Standaardfout;1990;0.5;3.5;3.5;3.5;1.8;0.5;0.8
2395;Mannen;50 tot 55 jaar;Standaardfout;1991;0.6;3.6;3.6;3.6;1.9;0.5;0.7
2396;Mannen;50 tot 55 jaar;Standaardfout;1992;0.6;3.2;3.2;3.2;1.7;0.5;0.7
2397;Mannen;50 tot 55 jaar;Standaardfout;1993;0.8;3.3;3.3;3.3;1.8;0.5;0.7
2398;Mannen;50 tot 55 jaar;Standaardfout;1994;0.0;3.1;3.1;3.1;1.9;0.4;0.7
2399;Mannen;50 tot 55 jaar;Standaardfout;1995;0.4;3.0;3.0;3.0;1.7;0.4;0.7
2400;Mannen;50 tot 55 jaar;Standaardfout;1996;0.4;3.0;3.0;3.0;2.0;0.4;0.7
2401;Mannen;50 tot 55 jaar;Standaardfout;1997;0.4;2.6;2.6;2.7;1.5;0.4;0.6
2402;Mannen;50 tot 55 jaar;Standaardfout;1998;0.6;2.7;2.7;2.8;1.7;0.4;0.7
2403;Mannen;50 tot 55 jaar;Standaardfout;1999;0.3;2.6;2.6;2.6;1.7;0.4;0.6
2404;Mannen;50 tot 55 jaar;Standaardfout;2000;0.4;2.5;2.5;2.6;1.8;0.4;0.6
2405;Mannen;50 tot 55 jaar;Standaardfout;2001;0.3;2.5;2.5;2.6;1.6;0.4;0.6
2406;Mannen;50 tot 55 jaar;Standaardfout;2002;0.3;2.6;2.6;2.7;1.8;0.4;0.7
2407;Mannen;50 tot 55 jaar;Standaardfout;2003;0.4;2.6;2.6;2.7;1.9;0.4;0.7
2408;Mannen;50 tot 55 jaar;Standaardfout;2004;0.4;2.5;2.5;2.5;1.8;0.4;0.7
2409;Mannen;50 tot 55 jaar;Standaardfout;2005;0.4;2.6;2.6;2.6;1.7;0.4;0.7
2410;Mannen;50 tot 55 jaar;Standaardfout;2006;0.6;2.7;2.7;2.7;1.9;0.4;0.8
2411;Mannen;50 tot 55 jaar;Standaardfout;2007;0.7;2.7;2.8;2.9;2.0;0.4;0.8
2412;Mannen;50 tot 55 jaar;Standaardfout;2008;0.4;2.7;2.7;2.8;1.7;0.4;0.7
2413;Mannen;50 tot 55 jaar;Standaardfout;2009;0.6;2.7;2.7;2.8;2.1;0.4;0.9
2414;Mannen;50 tot 55 jaar;Standaardfout;2010;0.3;2.0;2.1;2.1;1.3;0.3;0.5
2415;Mannen;50 tot 55 jaar;Standaardfout;2011;0.3;2.1;2.1;2.2;1.6;0.3;0.6
2416;Mannen;50 tot 55 jaar;Standaardfout;2012;0.2;2.2;2.2;2.2;1.5;0.3;0.6
2417;Mannen;50 tot 55 jaar;Standaardfout;2013;0.0;2.2;2.2;2.2;1.5;0.3;0.6
2418;Mannen;50 tot 55 jaar;Standaardfout;2014;0.5;2.5;2.6;2.7;1.8;0.4;0.8
2419;Mannen;50 tot 55 jaar;Standaardfout;2015;0.3;2.6;2.6;2.7;1.8;0.4;0.7
2420;Mannen;50 tot 55 jaar;Standaardfout;2016;0.4;2.6;2.6;2.7;2.1;0.4;0.8
2421;Mannen;50 tot 55 jaar;Standaardfout;2017;0.4;2.5;2.5;2.6;1.8;0.4;0.7
2422;Mannen;50 tot 55 jaar;Standaardfout;2018;0.3;2.5;2.5;2.6;1.8;0.4;0.7
2423;Mannen;50 tot 55 jaar;Standaardfout;2019;0.0;2.5;2.5;2.6;2.1;0.4;0.8
2424;Mannen;50 tot 55 jaar;Standaardfout;2020;0.4;2.6;2.7;2.8;2.1;0.4;0.8
2425;Mannen;50 tot 55 jaar;Standaardfout;2021;0.4;2.7;2.8;2.8;2.0;0.4;0.8
2426;Mannen;50 tot 55 jaar;Standaardfout;2022;0.0;2.5;2.5;2.6;1.9;0.4;0.8
2427;Mannen;50 tot 55 jaar;Standaardfout;2023;0.0;2.6;2.6;2.7;1.9;0.4;0.8
2428;Mannen;50 tot 55 jaar;Standaardfout;1981/1984;0.3;1.6;1.6;1.6;0.8;0.2;0.3
2429;Mannen;50 tot 55 jaar;Standaardfout;1985/1988;0.3;1.7;1.7;1.6;0.8;0.2;0.3
2430;Mannen;50 tot 55 jaar;Standaardfout;1989/1992;0.2;1.7;1.7;1.7;0.9;0.2;0.4
2431;Mannen;50 tot 55 jaar;Standaardfout;1993/1996;0.2;1.5;1.5;1.6;0.9;0.2;0.4
2432;Mannen;50 tot 55 jaar;Standaardfout;1997/2000;0.2;1.3;1.3;1.3;0.8;0.2;0.3
2433;Mannen;50 tot 55 jaar;Standaardfout;2001/2004;0.2;1.3;1.3;1.3;0.9;0.2;0.3
2434;Mannen;50 tot 55 jaar;Standaardfout;2005/2008;0.3;1.3;1.4;1.4;0.9;0.2;0.4
2435;Mannen;50 tot 55 jaar;Standaardfout;2009/2012;0.2;1.1;1.1;1.1;0.8;0.2;0.3
2436;Mannen;50 tot 55 jaar;Standaardfout;2013/2016;0.2;1.2;1.2;1.3;0.9;0.2;0.3
2437;Mannen;50 tot 55 jaar;Standaardfout;2017/2020;0.2;1.3;1.3;1.3;1.0;0.2;0.4
2438;Mannen;55 tot 65 jaar;Waarde;1981;0.3;49.1;50.6;44.5;6.1;175.6;78.2
2439;Mannen;55 tot 65 jaar;Waarde;1982;0.4;46.7;52.9;48.6;4.3;175.4;78.0
2440;Mannen;55 tot 65 jaar;Waarde;1983;1.1;47.5;51.4;47.1;4.3;175.2;77.4
2441;Mannen;55 tot 65 jaar;Waarde;1984;1.0;47.3;51.6;48.0;3.6;175.2;77.0
2442;Mannen;55 tot 65 jaar;Waarde;1985;0.9;48.0;51.2;45.9;5.3;175.7;78.1
2443;Mannen;55 tot 65 jaar;Waarde;1986;0.8;48.6;50.5;44.5;6.0;175.4;78.0
2444;Mannen;55 tot 65 jaar;Waarde;1987;0.7;47.2;52.1;46.3;5.8;175.2;77.4
2445;Mannen;55 tot 65 jaar;Waarde;1988;0.6;44.4;55.0;53.1;1.9;176.7;78.8
2446;Mannen;55 tot 65 jaar;Waarde;1989;0.3;42.7;57.0;49.4;7.6;175.5;79.1
2447;Mannen;55 tot 65 jaar;Waarde;1990;1.0;45.7;53.3;45.9;7.4;175.8;78.6
2448;Mannen;55 tot 65 jaar;Waarde;1991;0.9;45.4;53.7;46.2;7.5;175.7;78.7
2449;Mannen;55 tot 65 jaar;Waarde;1992;0.3;45.5;54.2;47.4;6.9;175.6;78.6
2450;Mannen;55 tot 65 jaar;Waarde;1993;0.5;46.5;53.0;46.0;7.0;176.5;79.4
2451;Mannen;55 tot 65 jaar;Waarde;1994;0.2;39.2;60.5;49.9;10.7;176.1;80.6
2452;Mannen;55 tot 65 jaar;Waarde;1995;1.3;43.9;54.8;46.3;8.5;175.9;79.3
2453;Mannen;55 tot 65 jaar;Waarde;1996;0.8;41.4;57.8;49.0;8.8;176.7;80.8
2454;Mannen;55 tot 65 jaar;Waarde;1997;0.6;42.3;57.1;45.8;11.3;177.2;81.3
2455;Mannen;55 tot 65 jaar;Waarde;1998;0.2;42.0;57.8;50.3;7.5;177.6;80.6
2456;Mannen;55 tot 65 jaar;Waarde;1999;0.3;39.0;60.6;48.9;11.8;177.9;82.3
2457;Mannen;55 tot 65 jaar;Waarde;2000;0.5;37.8;61.7;50.1;11.5;177.5;82.7
2458;Mannen;55 tot 65 jaar;Waarde;2001;0.8;40.4;58.8;46.3;12.4;178.1;82.7
2459;Mannen;55 tot 65 jaar;Waarde;2002;0.8;33.5;65.7;50.0;15.7;177.7;83.5
2460;Mannen;55 tot 65 jaar;Waarde;2003;0.5;36.4;63.1;50.4;12.7;178.6;84.0
2461;Mannen;55 tot 65 jaar;Waarde;2004;0.2;36.2;63.6;49.5;14.1;178.7;84.7
2462;Mannen;55 tot 65 jaar;Waarde;2005;0.4;32.0;67.6;51.9;15.7;178.8;84.9
2463;Mannen;55 tot 65 jaar;Waarde;2006;0.4;36.6;63.0;48.8;14.2;178.7;84.2
2464;Mannen;55 tot 65 jaar;Waarde;2007;0.5;37.7;61.8;47.9;14.0;179.2;84.7
2465;Mannen;55 tot 65 jaar;Waarde;2008;0.8;34.4;64.7;49.6;15.2;178.7;85.0
2466;Mannen;55 tot 65 jaar;Waarde;2009;0.6;37.2;62.3;49.1;13.2;179.2;84.5
2467;Mannen;55 tot 65 jaar;Waarde;2010;0.4;35.1;64.5;49.8;14.7;179.5;85.6
2468;Mannen;55 tot 65 jaar;Waarde;2011;0.3;37.5;62.2;48.2;14.0;179.3;85.4
2469;Mannen;55 tot 65 jaar;Waarde;2012;0.1;35.8;64.1;49.6;14.4;179.1;85.1
2470;Mannen;55 tot 65 jaar;Waarde;2013;0.3;38.2;61.5;47.3;14.1;179.9;85.2
2471;Mannen;55 tot 65 jaar;Waarde;2014;0.2;33.0;66.8;50.6;16.2;179.9;86.6
2472;Mannen;55 tot 65 jaar;Waarde;2015;0.1;35.2;64.6;49.6;15.0;180.0;86.0
2473;Mannen;55 tot 65 jaar;Waarde;2016;0.2;37.3;62.5;47.8;14.7;180.2;85.7
