ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
1502;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;100.0;90.0
1503;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;100.0;94.0
1504;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;80.0;93.0
1505;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;90.0;88.0
1506;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;90.0;89.0
1507;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;90.0;94.0
1508;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;80.0;98.0
1509;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;80.0;94.0
1510;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;110.0;95.0
1511;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;110.0;95.0
1512;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;100.0;90.0
1513;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;100.0;94.0
1514;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;80.0;93.0
1515;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;90.0;88.0
1516;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;90.0;89.0
1517;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;90.0;94.0
1518;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;80.0;98.0
1519;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;80.0;94.0
1520;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1521;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1522;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1523;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1524;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1525;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1526;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1527;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1528;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1529;Mannen;Westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1530;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;20.0;
1531;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;20.0;
1532;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;20.0;
1533;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;10.0;
1534;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;10.0;
1535;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;10.0;
1536;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
1537;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;20.0;
1538;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;10.0;
1539;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;20.0;
1540;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;20.0;
1541;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;20.0;
1542;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;20.0;
1543;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;10.0;
1544;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;10.0;
1545;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;10.0;
1546;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;10.0;
1547;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;20.0;
1548;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;10.0;
1549;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;10.0;
1550;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;0.0;
1551;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;;
1552;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;0.0;
1553;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
1554;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
1555;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;0.0;
1556;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
1557;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
1558;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
1559;Mannen;Westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;0.0;
1560;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;540.0;70.0
1561;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;560.0;70.0
1562;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;530.0;71.0
1563;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;510.0;72.0
1564;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;530.0;76.0
1565;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;520.0;76.0
1566;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;550.0;74.0
1567;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;570.0;73.0
1568;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;930.0;58.0
1569;Mannen;Niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;1050.0;57.0
1570;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;510.0;71.0
1571;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;530.0;70.0
1572;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;500.0;71.0
1573;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;480.0;72.0
1574;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;500.0;76.0
1575;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;480.0;75.0
1576;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;500.0;73.0
1577;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;530.0;71.0
1578;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;890.0;56.0
1579;Mannen;Niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;1000.0;54.0
1580;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;30.0;
1581;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;30.0;
1582;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;40.0;
1583;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;30.0;
1584;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;20.0;
1585;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;50.0;
1586;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;50.0;
1587;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;40.0;
1588;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;50.0;
1589;Mannen;Niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;60.0;99.0
1590;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1591;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1592;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1593;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1594;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
1595;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;10.0;
1596;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;0.0;
1597;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;130.0;59.0
1598;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;250.0;56.0
1599;Mannen;Niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;420.0;53.0
1600;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;;
1601;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;;
1602;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;;
1603;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;;
1604;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;;
1605;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;10.0;
1606;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;0.0;
1607;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;130.0;59.0
1608;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2003;250.0;55.0
1609;Mannen;Niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2004;410.0;52.0
1610;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1611;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1612;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1613;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1614;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1615;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1616;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1617;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2002;0.0;
1618;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2003;10.0;
1619;Mannen;Niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2004;10.0;
1620;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;70.0;85.0
1621;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;90.0;91.0
1622;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;90.0;90.0
1623;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;100.0;86.0
1624;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;100.0;83.0
1625;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;80.0;84.0
1626;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;100.0;82.0
1627;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;110.0;86.0
1628;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;130.0;80.0
1629;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;120.0;78.0
1630;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;70.0;85.0
1631;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;90.0;91.0
1632;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;90.0;90.0
1633;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;100.0;86.0
1634;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;100.0;83.0
1635;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;80.0;84.0
1636;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;100.0;82.0
1637;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;110.0;86.0
1638;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;130.0;80.0
1639;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;120.0;78.0
1640;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1641;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1642;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1643;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1644;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1645;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1646;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1647;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1648;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1649;Mannen;Niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1650;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;10.0;
1651;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;10.0;
1652;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;10.0;
1653;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;10.0;
1654;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
1655;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
1656;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
1657;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;10.0;
1658;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;10.0;
1659;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;10.0;
1660;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;10.0;
1661;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;10.0;
1662;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
1663;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;10.0;
1664;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
1665;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
1666;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;10.0;
1667;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;10.0;
1668;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
1669;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;10.0;
1670;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;0.0;
1671;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;0.0;
1672;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;0.0;
1673;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
1674;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;0.0;
1675;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;0.0;
1676;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
1677;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
1678;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
1679;Mannen;Niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;10.0;
1680;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 1995;60.0;66.0
1681;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 1996;60.0;64.0
1682;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 1997;60.0;69.0
1683;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 1998;60.0;68.0
1684;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 1999;80.0;72.0
1685;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 2000;60.0;73.0
1686;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 2001;70.0;75.0
1687;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 2002;80.0;71.0
1688;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 2003;90.0;70.0
1689;Mannen;Turken;Doctoraal;Totaal opleidingsvorm;Cohort 2004;90.0;69.0
1690;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 1995;60.0;66.0
1691;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 1996;50.0;65.0
1692;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 1997;60.0;69.0
1693;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 1998;50.0;67.0
1694;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 1999;70.0;72.0
1695;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 2000;60.0;72.0
1696;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 2001;50.0;70.0
1697;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 2002;70.0;69.0
1698;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 2003;80.0;66.0
1699;Mannen;Turken;Doctoraal;Voltijdopleidingen;Cohort 2004;90.0;67.0
1700;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 1995;0.0;
1701;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 1996;0.0;
1702;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 1997;10.0;
1703;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 1998;0.0;
1704;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 1999;10.0;
1705;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 2000;0.0;
1706;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 2001;10.0;
1707;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 2002;10.0;
1708;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 2003;10.0;
1709;Mannen;Turken;Doctoraal;Deeltijdopleidingen;Cohort 2004;10.0;
1710;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1711;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1712;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1713;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1714;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
1715;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2000;0.0;
1716;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2001;;
1717;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2002;10.0;
1718;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2003;30.0;
1719;Mannen;Turken;Bachelor;Totaal opleidingsvorm;Cohort 2004;50.0;
1720;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 1995;;
1721;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 1996;;
1722;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 1997;;
1723;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 1998;;
1724;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 1999;;
1725;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 2000;0.0;
1726;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 2001;;
1727;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 2002;10.0;
1728;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 2003;30.0;
1729;Mannen;Turken;Bachelor;Voltijdopleidingen;Cohort 2004;50.0;
1730;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1731;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1732;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1733;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1734;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1735;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1736;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1737;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 2002;;
1738;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 2003;;
1739;Mannen;Turken;Bachelor;Deeltijdopleidingen;Cohort 2004;0.0;
1740;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;10.0;
1741;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;10.0;
1742;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;20.0;
1743;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;10.0;
1744;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;10.0;
1745;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;10.0;
1746;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;10.0;
1747;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;20.0;
1748;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;20.0;
1749;Mannen;Turken;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;10.0;
1750;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;10.0;
1751;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;10.0;
1752;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;20.0;
1753;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;10.0;
1754;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;10.0;
1755;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;10.0;
1756;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;10.0;
1757;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;20.0;
1758;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;20.0;
1759;Mannen;Turken;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;10.0;
