ID;Geslacht;KerkelijkeGezindte;Regio;Bewoners_1
6334;Totaal mannen en vrouwen;Doopsgezind;Sleen;10
6335;Totaal mannen en vrouwen;Doopsgezind;Slenaken;0
6336;Totaal mannen en vrouwen;Doopsgezind;Sliedrecht;3
6337;Totaal mannen en vrouwen;Doopsgezind;Slochteren;78
6338;Totaal mannen en vrouwen;Doopsgezind;Sloten (F.);13
6339;Totaal mannen en vrouwen;Doopsgezind;Sluis;3
6340;Totaal mannen en vrouwen;Doopsgezind;Smallingerland;514
6341;Totaal mannen en vrouwen;Doopsgezind;Smilde;4
6342;Totaal mannen en vrouwen;Doopsgezind;Sneek;530
6343;Totaal mannen en vrouwen;Doopsgezind;Snelrewaard;0
6344;Totaal mannen en vrouwen;Doopsgezind;Soest;117
6345;Totaal mannen en vrouwen;Doopsgezind;Someren;0
6346;Totaal mannen en vrouwen;Doopsgezind;Sommelsdijk;1
6347;Totaal mannen en vrouwen;Doopsgezind;Son en Breugel;0
6348;Totaal mannen en vrouwen;Doopsgezind;Spanbroek;12
6349;Totaal mannen en vrouwen;Doopsgezind;Spaubeek;0
6350;Totaal mannen en vrouwen;Doopsgezind;Spijkenisse;1
6351;Totaal mannen en vrouwen;Doopsgezind;Sprang-Capelle;1
6352;Totaal mannen en vrouwen;Doopsgezind;Stad aan 't Haringvliet;0
6353;Totaal mannen en vrouwen;Doopsgezind;Standdaarbuiten;0
6354;Totaal mannen en vrouwen;Doopsgezind;Staphorst;3
6355;Totaal mannen en vrouwen;Doopsgezind;Stavenisse;2
6356;Totaal mannen en vrouwen;Doopsgezind;Staveren;129
6357;Totaal mannen en vrouwen;Doopsgezind;Stedum;21
6358;Totaal mannen en vrouwen;Doopsgezind;Steenbergen en Kruisland;0
6359;Totaal mannen en vrouwen;Doopsgezind;Steenderen;1
6360;Totaal mannen en vrouwen;Doopsgezind;Steenwijk;144
6361;Totaal mannen en vrouwen;Doopsgezind;Steenwijkerwold;110
6362;Totaal mannen en vrouwen;Doopsgezind;Stein (L.);0
6363;Totaal mannen en vrouwen;Doopsgezind;Stellendam;1
6364;Totaal mannen en vrouwen;Doopsgezind;Stevensweert;0
6365;Totaal mannen en vrouwen;Doopsgezind;Stiphout;0
6366;Totaal mannen en vrouwen;Doopsgezind;Stolwijk;0
6367;Totaal mannen en vrouwen;Doopsgezind;Stompwijk;12
6368;Totaal mannen en vrouwen;Doopsgezind;Stoppeldijk;0
6369;Totaal mannen en vrouwen;Doopsgezind;Stoutenburg;0
6370;Totaal mannen en vrouwen;Doopsgezind;Stramproij;0
6371;Totaal mannen en vrouwen;Doopsgezind;Streefkerk;0
6372;Totaal mannen en vrouwen;Doopsgezind;Strijen;4
6373;Totaal mannen en vrouwen;Doopsgezind;Susteren;0
6374;Totaal mannen en vrouwen;Doopsgezind;Swalmen;0
6375;Totaal mannen en vrouwen;Doopsgezind;Tegelen;3
6376;Totaal mannen en vrouwen;Doopsgezind;Ten Boer;14
6377;Totaal mannen en vrouwen;Doopsgezind;Ter Aar;2
6378;Totaal mannen en vrouwen;Doopsgezind;Terheijden;0
6379;Totaal mannen en vrouwen;Doopsgezind;Termunten;30
6380;Totaal mannen en vrouwen;Doopsgezind;Terschelling;225
6381;Totaal mannen en vrouwen;Doopsgezind;Teteringen;0
6382;Totaal mannen en vrouwen;Doopsgezind;Texel;935
6383;Totaal mannen en vrouwen;Doopsgezind;Tholen;0
6384;Totaal mannen en vrouwen;Doopsgezind;Thorn;0
6385;Totaal mannen en vrouwen;Doopsgezind;Tiel;36
6386;Totaal mannen en vrouwen;Doopsgezind;Tienhoven (U.);0
6387;Totaal mannen en vrouwen;Doopsgezind;Tienhoven (ZH.);0
6388;Totaal mannen en vrouwen;Doopsgezind;Tietjerksteradeel;332
6389;Totaal mannen en vrouwen;Doopsgezind;Tilburg;24
6390;Totaal mannen en vrouwen;Doopsgezind;Tonge (Nieuwe-);0
6391;Totaal mannen en vrouwen;Doopsgezind;Tonge (Oude-);1
6392;Totaal mannen en vrouwen;Doopsgezind;Tubbergen;5
6393;Totaal mannen en vrouwen;Doopsgezind;Tull en 't Waal;0
6394;Totaal mannen en vrouwen;Doopsgezind;Twisk;70
6395;Totaal mannen en vrouwen;Doopsgezind;Ubach over Worms;0
6396;Totaal mannen en vrouwen;Doopsgezind;Ubbergen;6
6397;Totaal mannen en vrouwen;Doopsgezind;Uden;0
6398;Totaal mannen en vrouwen;Doopsgezind;Udenhout;0
6399;Totaal mannen en vrouwen;Doopsgezind;Uitgeest;34
6400;Totaal mannen en vrouwen;Doopsgezind;Uithoorn;7
6401;Totaal mannen en vrouwen;Doopsgezind;Uithuizen;89
6402;Totaal mannen en vrouwen;Doopsgezind;Uithuizermeeden;92
6403;Totaal mannen en vrouwen;Doopsgezind;Ulestraten;0
6404;Totaal mannen en vrouwen;Doopsgezind;Ulrum;19
6405;Totaal mannen en vrouwen;Doopsgezind;Urk;0
6406;Totaal mannen en vrouwen;Doopsgezind;Urmond;0
6407;Totaal mannen en vrouwen;Doopsgezind;Ursem;3
6408;Totaal mannen en vrouwen;Doopsgezind;Usquert;20
6409;Totaal mannen en vrouwen;Doopsgezind;Utingeradeel;737
6410;Totaal mannen en vrouwen;Doopsgezind;Utrecht;1007
6411;Totaal mannen en vrouwen;Doopsgezind;Vaals;0
6412;Totaal mannen en vrouwen;Doopsgezind;Valburg;3
6413;Totaal mannen en vrouwen;Doopsgezind;Valkenburg (L.);0
6414;Totaal mannen en vrouwen;Doopsgezind;Valkenburg (ZH.);4
6415;Totaal mannen en vrouwen;Doopsgezind;Valkenswaard;0
6416;Totaal mannen en vrouwen;Doopsgezind;Varik;0
6417;Totaal mannen en vrouwen;Doopsgezind;Veen;0
6418;Totaal mannen en vrouwen;Doopsgezind;Veendam;231
6419;Totaal mannen en vrouwen;Doopsgezind;Veenendaal;10
6420;Totaal mannen en vrouwen;Doopsgezind;Veere;0
6421;Totaal mannen en vrouwen;Doopsgezind;Veghel;0
6422;Totaal mannen en vrouwen;Doopsgezind;Veldhoven;3
6423;Totaal mannen en vrouwen;Doopsgezind;Veldhuizen;0
6424;Totaal mannen en vrouwen;Doopsgezind;Velp;0
6425;Totaal mannen en vrouwen;Doopsgezind;Velsen;529
6426;Totaal mannen en vrouwen;Doopsgezind;Venhuizen;20
6427;Totaal mannen en vrouwen;Doopsgezind;Venlo;12
6428;Totaal mannen en vrouwen;Doopsgezind;Venraij;0
6429;Totaal mannen en vrouwen;Doopsgezind;Vessem, Wintelre en Knegsel;0
6430;Totaal mannen en vrouwen;Doopsgezind;Veur;3
6431;Totaal mannen en vrouwen;Doopsgezind;Vianen;3
6432;Totaal mannen en vrouwen;Doopsgezind;Vierlingsbeek;0
6433;Totaal mannen en vrouwen;Doopsgezind;Vierpolders;1
6434;Totaal mannen en vrouwen;Doopsgezind;Vinkeveen en Waverveen;1
6435;Totaal mannen en vrouwen;Doopsgezind;Vlaardingen;26
6436;Totaal mannen en vrouwen;Doopsgezind;Vlaardinger-Ambacht;3
6437;Totaal mannen en vrouwen;Doopsgezind;Vlagtwedde;42
6438;Totaal mannen en vrouwen;Doopsgezind;Vledder;32
6439;Totaal mannen en vrouwen;Doopsgezind;Vleuten;12
6440;Totaal mannen en vrouwen;Doopsgezind;Vlieland;7
6441;Totaal mannen en vrouwen;Doopsgezind;Vlijmen;0
6442;Totaal mannen en vrouwen;Doopsgezind;Vlissingen;193
6443;Totaal mannen en vrouwen;Doopsgezind;Vlist;0
6444;Totaal mannen en vrouwen;Doopsgezind;Vlodrop;0
6445;Totaal mannen en vrouwen;Doopsgezind;Voerendaal;0
6446;Totaal mannen en vrouwen;Doopsgezind;Vollenhove (Ambt-);7
6447;Totaal mannen en vrouwen;Doopsgezind;Vollenhove (Stad-);3
6448;Totaal mannen en vrouwen;Doopsgezind;Voorburg;140
6449;Totaal mannen en vrouwen;Doopsgezind;Voorhout;0
6450;Totaal mannen en vrouwen;Doopsgezind;Voorschoten;25
6451;Totaal mannen en vrouwen;Doopsgezind;Voorst;24
6452;Totaal mannen en vrouwen;Doopsgezind;Vorden;8
6453;Totaal mannen en vrouwen;Doopsgezind;Vreeland;2
6454;Totaal mannen en vrouwen;Doopsgezind;Vreeswijk;8
6455;Totaal mannen en vrouwen;Doopsgezind;Vries;13
6456;Totaal mannen en vrouwen;Doopsgezind;Vriezenveen;3
6457;Totaal mannen en vrouwen;Doopsgezind;Vrouwenpolder;0
6458;Totaal mannen en vrouwen;Doopsgezind;Vught;20
6459;Totaal mannen en vrouwen;Doopsgezind;Vuren;0
6460;Totaal mannen en vrouwen;Doopsgezind;Waalre;2
6461;Totaal mannen en vrouwen;Doopsgezind;Waalwijk;2
6462;Totaal mannen en vrouwen;Doopsgezind;Waarde;0
6463;Totaal mannen en vrouwen;Doopsgezind;Waardenburg;2
6464;Totaal mannen en vrouwen;Doopsgezind;Waarder;1
6465;Totaal mannen en vrouwen;Doopsgezind;Waddinxveen;0
6466;Totaal mannen en vrouwen;Doopsgezind;Wadenoijen;2
6467;Totaal mannen en vrouwen;Doopsgezind;Wageningen;112
6468;Totaal mannen en vrouwen;Doopsgezind;Wamel;0
6469;Totaal mannen en vrouwen;Doopsgezind;Wanneperveen;10
6470;Totaal mannen en vrouwen;Doopsgezind;Wanroij;0
6471;Totaal mannen en vrouwen;Doopsgezind;Wanssum;0
6472;Totaal mannen en vrouwen;Doopsgezind;Warder;12
6473;Totaal mannen en vrouwen;Doopsgezind;Warffum;15
6474;Totaal mannen en vrouwen;Doopsgezind;Warmenhuizen;10
6475;Totaal mannen en vrouwen;Doopsgezind;Warmond;4
6476;Totaal mannen en vrouwen;Doopsgezind;Warnsveld;12
6477;Totaal mannen en vrouwen;Doopsgezind;Waspik;0
6478;Totaal mannen en vrouwen;Doopsgezind;Wassenaar;96
6479;Totaal mannen en vrouwen;Doopsgezind;Wateringen;4
6480;Totaal mannen en vrouwen;Doopsgezind;Waterlandkerkje;0
6481;Totaal mannen en vrouwen;Doopsgezind;Wedde;9
6482;Totaal mannen en vrouwen;Doopsgezind;Weerselo;0
6483;Totaal mannen en vrouwen;Doopsgezind;Weert;0
6484;Totaal mannen en vrouwen;Doopsgezind;Weesp;32
6485;Totaal mannen en vrouwen;Doopsgezind;Weesperkarspel;1
6486;Totaal mannen en vrouwen;Doopsgezind;Wehl;0
6487;Totaal mannen en vrouwen;Doopsgezind;Wemeldinge;1
6488;Totaal mannen en vrouwen;Doopsgezind;Werken (de) en Sleeuwijk;0
6489;Totaal mannen en vrouwen;Doopsgezind;Werkendam;0
6490;Totaal mannen en vrouwen;Doopsgezind;Werkhoven;0
6491;Totaal mannen en vrouwen;Doopsgezind;Wervershoof;1
6492;Totaal mannen en vrouwen;Doopsgezind;Wessem;0
6493;Totaal mannen en vrouwen;Doopsgezind;Westbroek;0
6494;Totaal mannen en vrouwen;Doopsgezind;Westdongeradeel;382
6495;Totaal mannen en vrouwen;Doopsgezind;Westdorpe;0
6496;Totaal mannen en vrouwen;Doopsgezind;Westerbork;5
6497;Totaal mannen en vrouwen;Doopsgezind;Westerhoven;0
6498;Totaal mannen en vrouwen;Doopsgezind;Westervoort;0
6499;Totaal mannen en vrouwen;Doopsgezind;Westkapelle;0
6500;Totaal mannen en vrouwen;Doopsgezind;Westmaas;0
6501;Totaal mannen en vrouwen;Doopsgezind;Weststellingwerf;137
6502;Totaal mannen en vrouwen;Doopsgezind;Westwoud;3
6503;Totaal mannen en vrouwen;Doopsgezind;Westzaan;280
6504;Totaal mannen en vrouwen;Doopsgezind;Wierden;3
6505;Totaal mannen en vrouwen;Doopsgezind;Wieringen;509
6506;Totaal mannen en vrouwen;Doopsgezind;Wieringerwaard;124
6507;Totaal mannen en vrouwen;Doopsgezind;Wijchen;2
6508;Totaal mannen en vrouwen;Doopsgezind;Wijdenes;8
6509;Totaal mannen en vrouwen;Doopsgezind;Wijdewormer;23
6510;Totaal mannen en vrouwen;Doopsgezind;Wijhe;1
6511;Totaal mannen en vrouwen;Doopsgezind;Wijk (de);9
6512;Totaal mannen en vrouwen;Doopsgezind;Wijk aan Zee en Duin;129
6513;Totaal mannen en vrouwen;Doopsgezind;Wijk bij Duurstede;1
6514;Totaal mannen en vrouwen;Doopsgezind;Wijk en Aalburg;0
6515;Totaal mannen en vrouwen;Doopsgezind;Wijlre;0
6516;Totaal mannen en vrouwen;Doopsgezind;Wijmbritseradeel;142
6517;Totaal mannen en vrouwen;Doopsgezind;Wijnandsrade;0
6518;Totaal mannen en vrouwen;Doopsgezind;Wijngaarden;0
6519;Totaal mannen en vrouwen;Doopsgezind;Wildervank;57
6520;Totaal mannen en vrouwen;Doopsgezind;Willemstad;3
6521;Totaal mannen en vrouwen;Doopsgezind;Willeskop;0
6522;Totaal mannen en vrouwen;Doopsgezind;Willige-Langerak;0
6523;Totaal mannen en vrouwen;Doopsgezind;Wilnis;0
6524;Totaal mannen en vrouwen;Doopsgezind;Wilsum;0
6525;Totaal mannen en vrouwen;Doopsgezind;Winkel;112
6526;Totaal mannen en vrouwen;Doopsgezind;Winschoten;104
6527;Totaal mannen en vrouwen;Doopsgezind;Winsum;8
6528;Totaal mannen en vrouwen;Doopsgezind;Winterswijk;62
6529;Totaal mannen en vrouwen;Doopsgezind;Wisch;8
6530;Totaal mannen en vrouwen;Doopsgezind;Wissekerke;0
6531;Totaal mannen en vrouwen;Doopsgezind;Wittem;0
6532;Totaal mannen en vrouwen;Doopsgezind;Woensdrecht;0
6533;Totaal mannen en vrouwen;Doopsgezind;Woerden;15
6534;Totaal mannen en vrouwen;Doopsgezind;Wognum;11
6535;Totaal mannen en vrouwen;Doopsgezind;Wolphaartsdijk;0
6536;Totaal mannen en vrouwen;Doopsgezind;Wonseradeel;273
6537;Totaal mannen en vrouwen;Doopsgezind;Workum;157
6538;Totaal mannen en vrouwen;Doopsgezind;Wormer;207
6539;Totaal mannen en vrouwen;Doopsgezind;Wormerveer;655
6540;Totaal mannen en vrouwen;Doopsgezind;Woubrugge;4
6541;Totaal mannen en vrouwen;Doopsgezind;Woudenberg;9
6542;Totaal mannen en vrouwen;Doopsgezind;Woudrichem;0
6543;Totaal mannen en vrouwen;Doopsgezind;Wouw;0
6544;Totaal mannen en vrouwen;Doopsgezind;Yerseke;1
6545;Totaal mannen en vrouwen;Doopsgezind;IJlst;118
6546;Totaal mannen en vrouwen;Doopsgezind;IJsselmonde;1
6547;Totaal mannen en vrouwen;Doopsgezind;IJsselmuiden;20
6548;Totaal mannen en vrouwen;Doopsgezind;IJsselstein;8
6549;Totaal mannen en vrouwen;Doopsgezind;IJzendijke;0
6550;Totaal mannen en vrouwen;Doopsgezind;Zaamslag;2
6551;Totaal mannen en vrouwen;Doopsgezind;Zaandam;1343
6552;Totaal mannen en vrouwen;Doopsgezind;Zaandijk;220
6553;Totaal mannen en vrouwen;Doopsgezind;Zalk en Veecaten;0
6554;Totaal mannen en vrouwen;Doopsgezind;Zaltbommel;6
6555;Totaal mannen en vrouwen;Doopsgezind;Zandt ('t);72
6556;Totaal mannen en vrouwen;Doopsgezind;Zandvoort;71
6557;Totaal mannen en vrouwen;Doopsgezind;Zeeland;0
6558;Totaal mannen en vrouwen;Doopsgezind;Zegveld;0
6559;Totaal mannen en vrouwen;Doopsgezind;Zegwaard;3
6560;Totaal mannen en vrouwen;Doopsgezind;Zeist;233
6561;Totaal mannen en vrouwen;Doopsgezind;Zelhem;2
6562;Totaal mannen en vrouwen;Doopsgezind;Zevenaar;2
6563;Totaal mannen en vrouwen;Doopsgezind;Zevenbergen;1
6564;Totaal mannen en vrouwen;Doopsgezind;Zevenhoven;0
6565;Totaal mannen en vrouwen;Doopsgezind;Zevenhuizen;2
6566;Totaal mannen en vrouwen;Doopsgezind;Zierikzee;10
6567;Totaal mannen en vrouwen;Doopsgezind;Zijpe;118
6568;Totaal mannen en vrouwen;Doopsgezind;Zoelen;1
6569;Totaal mannen en vrouwen;Doopsgezind;Zoetermeer;1
6570;Totaal mannen en vrouwen;Doopsgezind;Zoeterwoude;1
6571;Totaal mannen en vrouwen;Doopsgezind;Zonnemaire;1
6572;Totaal mannen en vrouwen;Doopsgezind;Zoutelande;1
6573;Totaal mannen en vrouwen;Doopsgezind;Zuid- en Noord-Schermer;41
6574;Totaal mannen en vrouwen;Doopsgezind;Zuidbroek;31
6575;Totaal mannen en vrouwen;Doopsgezind;Zuiddorpe;0
6576;Totaal mannen en vrouwen;Doopsgezind;Zuidhorn;89
6577;Totaal mannen en vrouwen;Doopsgezind;Zuidland;0
6578;Totaal mannen en vrouwen;Doopsgezind;Zuidlaren;25
6579;Totaal mannen en vrouwen;Doopsgezind;Zuid-Scharwoude;35
6580;Totaal mannen en vrouwen;Doopsgezind;Zuidwolde;18
6581;Totaal mannen en vrouwen;Doopsgezind;Zuidzande;1
6582;Totaal mannen en vrouwen;Doopsgezind;Zuilen;31
6583;Totaal mannen en vrouwen;Doopsgezind;Zuilichem;1
6584;Totaal mannen en vrouwen;Doopsgezind;Zundert;0
6585;Totaal mannen en vrouwen;Doopsgezind;Zutphen;135
6586;Totaal mannen en vrouwen;Doopsgezind;Zwaag;10
6587;Totaal mannen en vrouwen;Doopsgezind;Zwammerdam;2
6588;Totaal mannen en vrouwen;Doopsgezind;Zwartewaal;1
6589;Totaal mannen en vrouwen;Doopsgezind;Zwartsluis;30
6590;Totaal mannen en vrouwen;Doopsgezind;Zweeloo;1
6591;Totaal mannen en vrouwen;Doopsgezind;Zwijndrecht;5
6592;Totaal mannen en vrouwen;Doopsgezind;Zwolle;296
6593;Totaal mannen en vrouwen;Doopsgezind;Zwollerkerspel;25
6594;Totaal mannen en vrouwen;Evangelisch Luthersch;Nederland;78330
6595;Totaal mannen en vrouwen;Evangelisch Luthersch;Groningen (provincie);2692
6596;Totaal mannen en vrouwen;Evangelisch Luthersch;Friesland;722
6597;Totaal mannen en vrouwen;Evangelisch Luthersch;Drenthe;474
6598;Totaal mannen en vrouwen;Evangelisch Luthersch;Overijssel;2004
6599;Totaal mannen en vrouwen;Evangelisch Luthersch;Gelderland;4873
6600;Totaal mannen en vrouwen;Evangelisch Luthersch;Utrecht (provincie);4541
6601;Totaal mannen en vrouwen;Evangelisch Luthersch;Noord-Holland;35020
6602;Totaal mannen en vrouwen;Evangelisch Luthersch;Zuid-Holland;20679
6603;Totaal mannen en vrouwen;Evangelisch Luthersch;Zeeland;856
6604;Totaal mannen en vrouwen;Evangelisch Luthersch;Noord-Brabant;1754
6605;Totaal mannen en vrouwen;Evangelisch Luthersch;Limburg;4715
6606;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met meer dan 100000 inwoners;45262
6607;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 50001 - 100000 inwoners;9053
6608;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 20001 - 50000 inwoners;8053
6609;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 10001 - 20000 inwoners;6885
6610;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 5001 - 10000 inwoners;5958
6611;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 2001 - 5000 inwoners;2544
6612;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 1001 - 2000 inwoners;408
6613;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 501 - 1000 inwoners;139
6614;Totaal mannen en vrouwen;Evangelisch Luthersch;Gemeenten met 500 of minder inwoners;28
6615;Totaal mannen en vrouwen;Evangelisch Luthersch;Aagtekerke;0
6616;Totaal mannen en vrouwen;Evangelisch Luthersch;Aalsmeer;35
6617;Totaal mannen en vrouwen;Evangelisch Luthersch;Aalten;4
6618;Totaal mannen en vrouwen;Evangelisch Luthersch;Aardenburg;0
6619;Totaal mannen en vrouwen;Evangelisch Luthersch;Aarle-Rixtel;2
6620;Totaal mannen en vrouwen;Evangelisch Luthersch;Abbekerk;0
6621;Totaal mannen en vrouwen;Evangelisch Luthersch;Abbenbroek;0
6622;Totaal mannen en vrouwen;Evangelisch Luthersch;Abcoude-Baambrugge;4
6623;Totaal mannen en vrouwen;Evangelisch Luthersch;Abcoude-Proosdij;9
6624;Totaal mannen en vrouwen;Evangelisch Luthersch;Achtkarspelen;3
6625;Totaal mannen en vrouwen;Evangelisch Luthersch;Achttienhoven (U.);2
6626;Totaal mannen en vrouwen;Evangelisch Luthersch;Adorp;1
6627;Totaal mannen en vrouwen;Evangelisch Luthersch;Aduard;1
6628;Totaal mannen en vrouwen;Evangelisch Luthersch;Aengwirden;7
6629;Totaal mannen en vrouwen;Evangelisch Luthersch;Akersloot;1
6630;Totaal mannen en vrouwen;Evangelisch Luthersch;Alblas (Oud-);2
6631;Totaal mannen en vrouwen;Evangelisch Luthersch;Alblasserdam;5
6632;Totaal mannen en vrouwen;Evangelisch Luthersch;Alem, Maren en Kessel;0
6633;Totaal mannen en vrouwen;Evangelisch Luthersch;Alkemade;3
6634;Totaal mannen en vrouwen;Evangelisch Luthersch;Alkmaar;350
6635;Totaal mannen en vrouwen;Evangelisch Luthersch;Almelo;72
6636;Totaal mannen en vrouwen;Evangelisch Luthersch;Almkerk;0
6637;Totaal mannen en vrouwen;Evangelisch Luthersch;Alphen aan den Rijn;27
6638;Totaal mannen en vrouwen;Evangelisch Luthersch;Alphen en Riel;0
6639;Totaal mannen en vrouwen;Evangelisch Luthersch;Ambij;7
6640;Totaal mannen en vrouwen;Evangelisch Luthersch;Ameide;2
6641;Totaal mannen en vrouwen;Evangelisch Luthersch;Ameland;3
6642;Totaal mannen en vrouwen;Evangelisch Luthersch;Amerongen;9
6643;Totaal mannen en vrouwen;Evangelisch Luthersch;Amersfoort;480
6644;Totaal mannen en vrouwen;Evangelisch Luthersch;Ammerstol;3
6645;Totaal mannen en vrouwen;Evangelisch Luthersch;Ammerzoden;0
6646;Totaal mannen en vrouwen;Evangelisch Luthersch;Amstenrade;23
6647;Totaal mannen en vrouwen;Evangelisch Luthersch;Amsterdam;24941
6648;Totaal mannen en vrouwen;Evangelisch Luthersch;Andel;1
6649;Totaal mannen en vrouwen;Evangelisch Luthersch;Andijk;4
6650;Totaal mannen en vrouwen;Evangelisch Luthersch;Angerlo;1
6651;Totaal mannen en vrouwen;Evangelisch Luthersch;Ankeveen;1
6652;Totaal mannen en vrouwen;Evangelisch Luthersch;Anlo;21
6653;Totaal mannen en vrouwen;Evangelisch Luthersch;Anna Paulowna;3
6654;Totaal mannen en vrouwen;Evangelisch Luthersch;Annaland (St.);0
6655;Totaal mannen en vrouwen;Evangelisch Luthersch;Apeldoorn;657
6656;Totaal mannen en vrouwen;Evangelisch Luthersch;Appeltern;0
6657;Totaal mannen en vrouwen;Evangelisch Luthersch;Appingedam;9
6658;Totaal mannen en vrouwen;Evangelisch Luthersch;Arcen en Velden;17
6659;Totaal mannen en vrouwen;Evangelisch Luthersch;Arkel;1
6660;Totaal mannen en vrouwen;Evangelisch Luthersch;Arnemuiden;4
6661;Totaal mannen en vrouwen;Evangelisch Luthersch;Arnhem;1431
6662;Totaal mannen en vrouwen;Evangelisch Luthersch;Asperen;1
6663;Totaal mannen en vrouwen;Evangelisch Luthersch;Assen;69
6664;Totaal mannen en vrouwen;Evangelisch Luthersch;Assendelft;3
6665;Totaal mannen en vrouwen;Evangelisch Luthersch;Asten;0
6666;Totaal mannen en vrouwen;Evangelisch Luthersch;Avenhorn;0
6667;Totaal mannen en vrouwen;Evangelisch Luthersch;Avereest;7
6668;Totaal mannen en vrouwen;Evangelisch Luthersch;Axel;6
6669;Totaal mannen en vrouwen;Evangelisch Luthersch;Baarderadeel;9
6670;Totaal mannen en vrouwen;Evangelisch Luthersch;Baarland;0
6671;Totaal mannen en vrouwen;Evangelisch Luthersch;Baarle-Nassau;2
6672;Totaal mannen en vrouwen;Evangelisch Luthersch;Baarn;207
6673;Totaal mannen en vrouwen;Evangelisch Luthersch;Baexem;0
6674;Totaal mannen en vrouwen;Evangelisch Luthersch;Baflo;1
6675;Totaal mannen en vrouwen;Evangelisch Luthersch;Bakel en Milheeze;4
6676;Totaal mannen en vrouwen;Evangelisch Luthersch;Barendrecht;2
6677;Totaal mannen en vrouwen;Evangelisch Luthersch;Barneveld;17
6678;Totaal mannen en vrouwen;Evangelisch Luthersch;Barradeel;1
6679;Totaal mannen en vrouwen;Evangelisch Luthersch;Barsingerhorn;7
6680;Totaal mannen en vrouwen;Evangelisch Luthersch;Barwoutswaarder;2
6681;Totaal mannen en vrouwen;Evangelisch Luthersch;Batenburg;0
6682;Totaal mannen en vrouwen;Evangelisch Luthersch;Bathmen;6
6683;Totaal mannen en vrouwen;Evangelisch Luthersch;Bedum;3
6684;Totaal mannen en vrouwen;Evangelisch Luthersch;Beegden;0
6685;Totaal mannen en vrouwen;Evangelisch Luthersch;Beek (L.);36
6686;Totaal mannen en vrouwen;Evangelisch Luthersch;Beek en Donk;4
6687;Totaal mannen en vrouwen;Evangelisch Luthersch;Beemster;140
6688;Totaal mannen en vrouwen;Evangelisch Luthersch;Beers;0
6689;Totaal mannen en vrouwen;Evangelisch Luthersch;Beerta;5
6690;Totaal mannen en vrouwen;Evangelisch Luthersch;Beesd;4
6691;Totaal mannen en vrouwen;Evangelisch Luthersch;Beesel;14
6692;Totaal mannen en vrouwen;Evangelisch Luthersch;Beets;0
6693;Totaal mannen en vrouwen;Evangelisch Luthersch;Beijerland (Nieuw-);0
6694;Totaal mannen en vrouwen;Evangelisch Luthersch;Beijerland (Oud-);7
6695;Totaal mannen en vrouwen;Evangelisch Luthersch;Beijerland (Zuid-);3
6696;Totaal mannen en vrouwen;Evangelisch Luthersch;Beilen;11
6697;Totaal mannen en vrouwen;Evangelisch Luthersch;Belfeld;0
6698;Totaal mannen en vrouwen;Evangelisch Luthersch;Bellingwolde;24
6699;Totaal mannen en vrouwen;Evangelisch Luthersch;Bemelen;1
6700;Totaal mannen en vrouwen;Evangelisch Luthersch;Bemmel;1
6701;Totaal mannen en vrouwen;Evangelisch Luthersch;Bennebroek;28
6702;Totaal mannen en vrouwen;Evangelisch Luthersch;Benschop;6
6703;Totaal mannen en vrouwen;Evangelisch Luthersch;Benthuizen;2
6704;Totaal mannen en vrouwen;Evangelisch Luthersch;Berg en Terblijt;3
6705;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergambacht;20
6706;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergeijk;2
6707;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergen (L.);3
6708;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergen (NH.);55
6709;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergen op Zoom;99
6710;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergh;23
6711;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergharen;0
6712;Totaal mannen en vrouwen;Evangelisch Luthersch;Berghem;0
6713;Totaal mannen en vrouwen;Evangelisch Luthersch;Bergschenhoek;3
6714;Totaal mannen en vrouwen;Evangelisch Luthersch;Berkel en Rodenrijs;1
6715;Totaal mannen en vrouwen;Evangelisch Luthersch;Berkel-Enschot;1
6716;Totaal mannen en vrouwen;Evangelisch Luthersch;Berkenwoude;2
6717;Totaal mannen en vrouwen;Evangelisch Luthersch;Berkhout;5
6718;Totaal mannen en vrouwen;Evangelisch Luthersch;Berlicum;1
6719;Totaal mannen en vrouwen;Evangelisch Luthersch;Best;1
6720;Totaal mannen en vrouwen;Evangelisch Luthersch;Beugen en Rijkevoort;0
6721;Totaal mannen en vrouwen;Evangelisch Luthersch;Beuningen;0
6722;Totaal mannen en vrouwen;Evangelisch Luthersch;Beusichem;3
6723;Totaal mannen en vrouwen;Evangelisch Luthersch;Beverwijk;148
