ID;Gender;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
6092;Total male and female;Employee;27 Manufacture of electric equipment;2013;20.0;21.0;19.0;34.0
6093;Total male and female;Employee;27 Manufacture of electric equipment;2014;20.0;20.0;18.0;33.0
6094;Total male and female;Employee;27 Manufacture of electric equipment;2015;19.0;20.0;18.0;32.0
6095;Total male and female;Employee;27 Manufacture of electric equipment;2016;21.0;21.0;20.0;34.0
6096;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1969;;;;
6097;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1970;;;;
6098;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1971;;;;
6099;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1972;;;;
6100;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1973;;;;
6101;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1974;;;;
6102;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1975;;;;
6103;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1976;;;;
6104;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1977;;;;
6105;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1978;;;;
6106;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1979;;;;
6107;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1980;;;;
6108;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1981;;;;
6109;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1982;;;;
6110;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1983;;;;
6111;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1984;;;;
6112;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1985;;;;
6113;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1986;;;;
6114;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1987;;;;
6115;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1988;;;;
6116;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1989;;;;
6117;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1990;;;;
6118;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1991;;;;
6119;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1992;;;;
6120;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1993;;;;
6121;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1994;;;;
6122;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1995;70.0;71.0;68.0;123.0
6123;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1996;71.0;72.0;69.0;126.0
6124;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1997;74.0;74.0;71.0;129.0
6125;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1998;77.0;78.0;74.0;134.0
6126;Total male and female;Employee;28 Manufacture of machinery n.e.c.;1999;78.0;79.0;75.0;136.0
6127;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2000;79.0;80.0;75.0;134.0
6128;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2001;81.0;82.0;76.0;137.0
6129;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2002;76.0;78.0;72.0;130.0
6130;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2003;74.0;75.0;70.0;127.0
6131;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2004;73.0;74.0;69.0;127.0
6132;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2005;72.0;73.0;69.0;124.0
6133;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2006;73.0;74.0;69.0;125.0
6134;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2007;75.0;77.0;71.0;129.0
6135;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2008;77.0;79.0;73.0;132.0
6136;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2009;77.0;78.0;73.0;129.0
6137;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2010;72.0;73.0;68.0;123.0
6138;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2011;74.0;75.0;70.0;127.0
6139;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2012;75.0;77.0;71.0;129.0
6140;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2013;77.0;78.0;73.0;133.0
6141;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2014;78.0;80.0;74.0;137.0
6142;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2015;79.0;80.0;75.0;136.0
6143;Total male and female;Employee;28 Manufacture of machinery n.e.c.;2016;80.0;81.0;76.0;138.0
6144;Total male and female;Employee;29 Manufacture of cars and trailers;1969;;;;
6145;Total male and female;Employee;29 Manufacture of cars and trailers;1970;;;;
6146;Total male and female;Employee;29 Manufacture of cars and trailers;1971;;;;
6147;Total male and female;Employee;29 Manufacture of cars and trailers;1972;;;;
6148;Total male and female;Employee;29 Manufacture of cars and trailers;1973;;;;
6149;Total male and female;Employee;29 Manufacture of cars and trailers;1974;;;;
6150;Total male and female;Employee;29 Manufacture of cars and trailers;1975;;;;
6151;Total male and female;Employee;29 Manufacture of cars and trailers;1976;;;;
6152;Total male and female;Employee;29 Manufacture of cars and trailers;1977;;;;
6153;Total male and female;Employee;29 Manufacture of cars and trailers;1978;;;;
6154;Total male and female;Employee;29 Manufacture of cars and trailers;1979;;;;
6155;Total male and female;Employee;29 Manufacture of cars and trailers;1980;;;;
6156;Total male and female;Employee;29 Manufacture of cars and trailers;1981;;;;
6157;Total male and female;Employee;29 Manufacture of cars and trailers;1982;;;;
6158;Total male and female;Employee;29 Manufacture of cars and trailers;1983;;;;
6159;Total male and female;Employee;29 Manufacture of cars and trailers;1984;;;;
6160;Total male and female;Employee;29 Manufacture of cars and trailers;1985;;;;
6161;Total male and female;Employee;29 Manufacture of cars and trailers;1986;;;;
6162;Total male and female;Employee;29 Manufacture of cars and trailers;1987;;;;
6163;Total male and female;Employee;29 Manufacture of cars and trailers;1988;;;;
6164;Total male and female;Employee;29 Manufacture of cars and trailers;1989;;;;
6165;Total male and female;Employee;29 Manufacture of cars and trailers;1990;;;;
6166;Total male and female;Employee;29 Manufacture of cars and trailers;1991;;;;
6167;Total male and female;Employee;29 Manufacture of cars and trailers;1992;;;;
6168;Total male and female;Employee;29 Manufacture of cars and trailers;1993;;;;
6169;Total male and female;Employee;29 Manufacture of cars and trailers;1994;;;;
6170;Total male and female;Employee;29 Manufacture of cars and trailers;1995;27.0;27.0;26.0;46.0
6171;Total male and female;Employee;29 Manufacture of cars and trailers;1996;25.0;26.0;24.0;44.0
6172;Total male and female;Employee;29 Manufacture of cars and trailers;1997;25.0;26.0;25.0;44.0
6173;Total male and female;Employee;29 Manufacture of cars and trailers;1998;26.0;27.0;26.0;46.0
6174;Total male and female;Employee;29 Manufacture of cars and trailers;1999;27.0;27.0;26.0;47.0
6175;Total male and female;Employee;29 Manufacture of cars and trailers;2000;27.0;28.0;26.0;46.0
6176;Total male and female;Employee;29 Manufacture of cars and trailers;2001;27.0;27.0;26.0;46.0
6177;Total male and female;Employee;29 Manufacture of cars and trailers;2002;26.0;26.0;25.0;44.0
6178;Total male and female;Employee;29 Manufacture of cars and trailers;2003;26.0;26.0;24.0;43.0
6179;Total male and female;Employee;29 Manufacture of cars and trailers;2004;24.0;24.0;23.0;40.0
6180;Total male and female;Employee;29 Manufacture of cars and trailers;2005;23.0;23.0;22.0;39.0
6181;Total male and female;Employee;29 Manufacture of cars and trailers;2006;23.0;23.0;22.0;38.0
6182;Total male and female;Employee;29 Manufacture of cars and trailers;2007;22.0;23.0;21.0;37.0
6183;Total male and female;Employee;29 Manufacture of cars and trailers;2008;23.0;23.0;22.0;38.0
6184;Total male and female;Employee;29 Manufacture of cars and trailers;2009;21.0;22.0;20.0;31.0
6185;Total male and female;Employee;29 Manufacture of cars and trailers;2010;19.0;20.0;19.0;31.0
6186;Total male and female;Employee;29 Manufacture of cars and trailers;2011;19.0;20.0;18.0;32.0
6187;Total male and female;Employee;29 Manufacture of cars and trailers;2012;19.0;19.0;18.0;31.0
6188;Total male and female;Employee;29 Manufacture of cars and trailers;2013;18.0;18.0;17.0;31.0
6189;Total male and female;Employee;29 Manufacture of cars and trailers;2014;18.0;18.0;17.0;31.0
6190;Total male and female;Employee;29 Manufacture of cars and trailers;2015;20.0;20.0;19.0;33.0
6191;Total male and female;Employee;29 Manufacture of cars and trailers;2016;20.0;21.0;20.0;35.0
6192;Total male and female;Employee;29-30 Transport equipment;1969;;;;
6193;Total male and female;Employee;29-30 Transport equipment;1970;;;;
6194;Total male and female;Employee;29-30 Transport equipment;1971;;;;
6195;Total male and female;Employee;29-30 Transport equipment;1972;;;;
6196;Total male and female;Employee;29-30 Transport equipment;1973;;;;
6197;Total male and female;Employee;29-30 Transport equipment;1974;;;;
6198;Total male and female;Employee;29-30 Transport equipment;1975;;;;
6199;Total male and female;Employee;29-30 Transport equipment;1976;;;;
6200;Total male and female;Employee;29-30 Transport equipment;1977;;;;
6201;Total male and female;Employee;29-30 Transport equipment;1978;;;;
6202;Total male and female;Employee;29-30 Transport equipment;1979;;;;
6203;Total male and female;Employee;29-30 Transport equipment;1980;;;;
6204;Total male and female;Employee;29-30 Transport equipment;1981;;;;
6205;Total male and female;Employee;29-30 Transport equipment;1982;;;;
6206;Total male and female;Employee;29-30 Transport equipment;1983;;;;
6207;Total male and female;Employee;29-30 Transport equipment;1984;;;;
6208;Total male and female;Employee;29-30 Transport equipment;1985;;;;
6209;Total male and female;Employee;29-30 Transport equipment;1986;;;;
6210;Total male and female;Employee;29-30 Transport equipment;1987;;;;
6211;Total male and female;Employee;29-30 Transport equipment;1988;;;;
6212;Total male and female;Employee;29-30 Transport equipment;1989;;;;
6213;Total male and female;Employee;29-30 Transport equipment;1990;;;;
6214;Total male and female;Employee;29-30 Transport equipment;1991;;;;
6215;Total male and female;Employee;29-30 Transport equipment;1992;;;;
6216;Total male and female;Employee;29-30 Transport equipment;1993;;;;
6217;Total male and female;Employee;29-30 Transport equipment;1994;;;;
6218;Total male and female;Employee;29-30 Transport equipment;1995;44.0;45.0;43.0;77.0
6219;Total male and female;Employee;29-30 Transport equipment;1996;41.0;42.0;40.0;73.0
6220;Total male and female;Employee;29-30 Transport equipment;1997;42.0;42.0;41.0;73.0
6221;Total male and female;Employee;29-30 Transport equipment;1998;43.0;44.0;43.0;77.0
6222;Total male and female;Employee;29-30 Transport equipment;1999;44.0;45.0;43.0;78.0
6223;Total male and female;Employee;29-30 Transport equipment;2000;45.0;46.0;43.0;77.0
6224;Total male and female;Employee;29-30 Transport equipment;2001;44.0;45.0;43.0;77.0
6225;Total male and female;Employee;29-30 Transport equipment;2002;44.0;44.0;42.0;74.0
6226;Total male and female;Employee;29-30 Transport equipment;2003;42.0;42.0;40.0;71.0
6227;Total male and female;Employee;29-30 Transport equipment;2004;40.0;40.0;38.0;68.0
6228;Total male and female;Employee;29-30 Transport equipment;2005;38.0;38.0;36.0;64.0
6229;Total male and female;Employee;29-30 Transport equipment;2006;37.0;38.0;36.0;63.0
6230;Total male and female;Employee;29-30 Transport equipment;2007;38.0;38.0;36.0;63.0
6231;Total male and female;Employee;29-30 Transport equipment;2008;39.0;40.0;37.0;65.0
6232;Total male and female;Employee;29-30 Transport equipment;2009;38.0;39.0;36.0;60.0
6233;Total male and female;Employee;29-30 Transport equipment;2010;37.0;38.0;35.0;60.0
6234;Total male and female;Employee;29-30 Transport equipment;2011;37.0;37.0;35.0;62.0
6235;Total male and female;Employee;29-30 Transport equipment;2012;36.0;36.0;34.0;60.0
6236;Total male and female;Employee;29-30 Transport equipment;2013;35.0;36.0;34.0;60.0
6237;Total male and female;Employee;29-30 Transport equipment;2014;35.0;36.0;34.0;61.0
6238;Total male and female;Employee;29-30 Transport equipment;2015;37.0;37.0;35.0;63.0
6239;Total male and female;Employee;29-30 Transport equipment;2016;37.0;38.0;35.0;63.0
6240;Total male and female;Employee;30 Manufacture of other transport;1969;;;;
6241;Total male and female;Employee;30 Manufacture of other transport;1970;;;;
6242;Total male and female;Employee;30 Manufacture of other transport;1971;;;;
6243;Total male and female;Employee;30 Manufacture of other transport;1972;;;;
6244;Total male and female;Employee;30 Manufacture of other transport;1973;;;;
6245;Total male and female;Employee;30 Manufacture of other transport;1974;;;;
6246;Total male and female;Employee;30 Manufacture of other transport;1975;;;;
6247;Total male and female;Employee;30 Manufacture of other transport;1976;;;;
6248;Total male and female;Employee;30 Manufacture of other transport;1977;;;;
6249;Total male and female;Employee;30 Manufacture of other transport;1978;;;;
6250;Total male and female;Employee;30 Manufacture of other transport;1979;;;;
6251;Total male and female;Employee;30 Manufacture of other transport;1980;;;;
6252;Total male and female;Employee;30 Manufacture of other transport;1981;;;;
6253;Total male and female;Employee;30 Manufacture of other transport;1982;;;;
6254;Total male and female;Employee;30 Manufacture of other transport;1983;;;;
6255;Total male and female;Employee;30 Manufacture of other transport;1984;;;;
6256;Total male and female;Employee;30 Manufacture of other transport;1985;;;;
6257;Total male and female;Employee;30 Manufacture of other transport;1986;;;;
6258;Total male and female;Employee;30 Manufacture of other transport;1987;;;;
6259;Total male and female;Employee;30 Manufacture of other transport;1988;;;;
6260;Total male and female;Employee;30 Manufacture of other transport;1989;;;;
6261;Total male and female;Employee;30 Manufacture of other transport;1990;;;;
6262;Total male and female;Employee;30 Manufacture of other transport;1991;;;;
6263;Total male and female;Employee;30 Manufacture of other transport;1992;;;;
6264;Total male and female;Employee;30 Manufacture of other transport;1993;;;;
6265;Total male and female;Employee;30 Manufacture of other transport;1994;;;;
6266;Total male and female;Employee;30 Manufacture of other transport;1995;17.0;18.0;17.0;31.0
6267;Total male and female;Employee;30 Manufacture of other transport;1996;16.0;17.0;16.0;29.0
6268;Total male and female;Employee;30 Manufacture of other transport;1997;16.0;17.0;16.0;29.0
6269;Total male and female;Employee;30 Manufacture of other transport;1998;17.0;17.0;17.0;31.0
6270;Total male and female;Employee;30 Manufacture of other transport;1999;17.0;18.0;17.0;31.0
6271;Total male and female;Employee;30 Manufacture of other transport;2000;18.0;18.0;17.0;31.0
6272;Total male and female;Employee;30 Manufacture of other transport;2001;17.0;18.0;17.0;31.0
6273;Total male and female;Employee;30 Manufacture of other transport;2002;17.0;18.0;17.0;31.0
6274;Total male and female;Employee;30 Manufacture of other transport;2003;17.0;17.0;16.0;29.0
6275;Total male and female;Employee;30 Manufacture of other transport;2004;16.0;16.0;15.0;27.0
6276;Total male and female;Employee;30 Manufacture of other transport;2005;15.0;15.0;14.0;25.0
6277;Total male and female;Employee;30 Manufacture of other transport;2006;14.0;15.0;14.0;25.0
6278;Total male and female;Employee;30 Manufacture of other transport;2007;15.0;15.0;14.0;26.0
6279;Total male and female;Employee;30 Manufacture of other transport;2008;16.0;16.0;15.0;27.0
6280;Total male and female;Employee;30 Manufacture of other transport;2009;17.0;17.0;16.0;29.0
6281;Total male and female;Employee;30 Manufacture of other transport;2010;18.0;18.0;17.0;30.0
6282;Total male and female;Employee;30 Manufacture of other transport;2011;18.0;18.0;17.0;30.0
6283;Total male and female;Employee;30 Manufacture of other transport;2012;17.0;17.0;16.0;29.0
6284;Total male and female;Employee;30 Manufacture of other transport;2013;17.0;18.0;16.0;29.0
6285;Total male and female;Employee;30 Manufacture of other transport;2014;17.0;18.0;16.0;30.0
6286;Total male and female;Employee;30 Manufacture of other transport;2015;17.0;17.0;16.0;29.0
6287;Total male and female;Employee;30 Manufacture of other transport;2016;17.0;17.0;16.0;28.0
6288;Total male and female;Employee;"31-32 Manufacture of furniture; other";1969;;;;
6289;Total male and female;Employee;"31-32 Manufacture of furniture; other";1970;;;;
6290;Total male and female;Employee;"31-32 Manufacture of furniture; other";1971;;;;
6291;Total male and female;Employee;"31-32 Manufacture of furniture; other";1972;;;;
6292;Total male and female;Employee;"31-32 Manufacture of furniture; other";1973;;;;
6293;Total male and female;Employee;"31-32 Manufacture of furniture; other";1974;;;;
6294;Total male and female;Employee;"31-32 Manufacture of furniture; other";1975;;;;
6295;Total male and female;Employee;"31-32 Manufacture of furniture; other";1976;;;;
6296;Total male and female;Employee;"31-32 Manufacture of furniture; other";1977;;;;
6297;Total male and female;Employee;"31-32 Manufacture of furniture; other";1978;;;;
6298;Total male and female;Employee;"31-32 Manufacture of furniture; other";1979;;;;
6299;Total male and female;Employee;"31-32 Manufacture of furniture; other";1980;;;;
6300;Total male and female;Employee;"31-32 Manufacture of furniture; other";1981;;;;
6301;Total male and female;Employee;"31-32 Manufacture of furniture; other";1982;;;;
6302;Total male and female;Employee;"31-32 Manufacture of furniture; other";1983;;;;
6303;Total male and female;Employee;"31-32 Manufacture of furniture; other";1984;;;;
6304;Total male and female;Employee;"31-32 Manufacture of furniture; other";1985;;;;
6305;Total male and female;Employee;"31-32 Manufacture of furniture; other";1986;;;;
6306;Total male and female;Employee;"31-32 Manufacture of furniture; other";1987;;;;
6307;Total male and female;Employee;"31-32 Manufacture of furniture; other";1988;;;;
6308;Total male and female;Employee;"31-32 Manufacture of furniture; other";1989;;;;
6309;Total male and female;Employee;"31-32 Manufacture of furniture; other";1990;;;;
6310;Total male and female;Employee;"31-32 Manufacture of furniture; other";1991;;;;
6311;Total male and female;Employee;"31-32 Manufacture of furniture; other";1992;;;;
6312;Total male and female;Employee;"31-32 Manufacture of furniture; other";1993;;;;
6313;Total male and female;Employee;"31-32 Manufacture of furniture; other";1994;;;;
6314;Total male and female;Employee;"31-32 Manufacture of furniture; other";1995;145.0;147.0;134.0;215.0
6315;Total male and female;Employee;"31-32 Manufacture of furniture; other";1996;146.0;148.0;134.0;221.0
6316;Total male and female;Employee;"31-32 Manufacture of furniture; other";1997;148.0;150.0;136.0;221.0
6317;Total male and female;Employee;"31-32 Manufacture of furniture; other";1998;150.0;152.0;139.0;223.0
6318;Total male and female;Employee;"31-32 Manufacture of furniture; other";1999;152.0;154.0;140.0;225.0
6319;Total male and female;Employee;"31-32 Manufacture of furniture; other";2000;155.0;157.0;142.0;226.0
6320;Total male and female;Employee;"31-32 Manufacture of furniture; other";2001;157.0;159.0;143.0;227.0
6321;Total male and female;Employee;"31-32 Manufacture of furniture; other";2002;155.0;157.0;141.0;225.0
6322;Total male and female;Employee;"31-32 Manufacture of furniture; other";2003;153.0;155.0;139.0;221.0
6323;Total male and female;Employee;"31-32 Manufacture of furniture; other";2004;151.0;153.0;137.0;223.0
6324;Total male and female;Employee;"31-32 Manufacture of furniture; other";2005;148.0;150.0;133.0;213.0
6325;Total male and female;Employee;"31-32 Manufacture of furniture; other";2006;147.0;149.0;132.0;212.0
6326;Total male and female;Employee;"31-32 Manufacture of furniture; other";2007;146.0;147.0;131.0;211.0
6327;Total male and female;Employee;"31-32 Manufacture of furniture; other";2008;145.0;146.0;129.0;208.0
6328;Total male and female;Employee;"31-32 Manufacture of furniture; other";2009;144.0;146.0;129.0;207.0
6329;Total male and female;Employee;"31-32 Manufacture of furniture; other";2010;143.0;145.0;127.0;205.0
6330;Total male and female;Employee;"31-32 Manufacture of furniture; other";2011;140.0;142.0;124.0;200.0
6331;Total male and female;Employee;"31-32 Manufacture of furniture; other";2012;138.0;139.0;121.0;194.0
6332;Total male and female;Employee;"31-32 Manufacture of furniture; other";2013;131.0;133.0;114.0;184.0
6333;Total male and female;Employee;"31-32 Manufacture of furniture; other";2014;132.0;133.0;114.0;185.0
6334;Total male and female;Employee;"31-32 Manufacture of furniture; other";2015;130.0;131.0;112.0;181.0
6335;Total male and female;Employee;"31-32 Manufacture of furniture; other";2016;126.0;128.0;109.0;177.0
6336;Total male and female;Employee;31-33 Other manufacturing and repair;1969;;;;
6337;Total male and female;Employee;31-33 Other manufacturing and repair;1970;;;;
6338;Total male and female;Employee;31-33 Other manufacturing and repair;1971;;;;
6339;Total male and female;Employee;31-33 Other manufacturing and repair;1972;;;;
6340;Total male and female;Employee;31-33 Other manufacturing and repair;1973;;;;
6341;Total male and female;Employee;31-33 Other manufacturing and repair;1974;;;;
6342;Total male and female;Employee;31-33 Other manufacturing and repair;1975;;;;
6343;Total male and female;Employee;31-33 Other manufacturing and repair;1976;;;;
6344;Total male and female;Employee;31-33 Other manufacturing and repair;1977;;;;
6345;Total male and female;Employee;31-33 Other manufacturing and repair;1978;;;;
6346;Total male and female;Employee;31-33 Other manufacturing and repair;1979;;;;
6347;Total male and female;Employee;31-33 Other manufacturing and repair;1980;;;;
6348;Total male and female;Employee;31-33 Other manufacturing and repair;1981;;;;
6349;Total male and female;Employee;31-33 Other manufacturing and repair;1982;;;;
6350;Total male and female;Employee;31-33 Other manufacturing and repair;1983;;;;
6351;Total male and female;Employee;31-33 Other manufacturing and repair;1984;;;;
6352;Total male and female;Employee;31-33 Other manufacturing and repair;1985;;;;
6353;Total male and female;Employee;31-33 Other manufacturing and repair;1986;;;;
6354;Total male and female;Employee;31-33 Other manufacturing and repair;1987;;;;
6355;Total male and female;Employee;31-33 Other manufacturing and repair;1988;;;;
6356;Total male and female;Employee;31-33 Other manufacturing and repair;1989;;;;
6357;Total male and female;Employee;31-33 Other manufacturing and repair;1990;;;;
6358;Total male and female;Employee;31-33 Other manufacturing and repair;1991;;;;
6359;Total male and female;Employee;31-33 Other manufacturing and repair;1992;;;;
6360;Total male and female;Employee;31-33 Other manufacturing and repair;1993;;;;
6361;Total male and female;Employee;31-33 Other manufacturing and repair;1994;;;;
6362;Total male and female;Employee;31-33 Other manufacturing and repair;1995;182.0;185.0;170.0;280.0
6363;Total male and female;Employee;31-33 Other manufacturing and repair;1996;183.0;186.0;170.0;286.0
6364;Total male and female;Employee;31-33 Other manufacturing and repair;1997;186.0;188.0;173.0;286.0
6365;Total male and female;Employee;31-33 Other manufacturing and repair;1998;189.0;192.0;176.0;291.0
6366;Total male and female;Employee;31-33 Other manufacturing and repair;1999;192.0;195.0;178.0;295.0
6367;Total male and female;Employee;31-33 Other manufacturing and repair;2000;195.0;198.0;180.0;294.0
6368;Total male and female;Employee;31-33 Other manufacturing and repair;2001;197.0;200.0;181.0;296.0
6369;Total male and female;Employee;31-33 Other manufacturing and repair;2002;195.0;198.0;179.0;293.0
6370;Total male and female;Employee;31-33 Other manufacturing and repair;2003;192.0;194.0;175.0;287.0
6371;Total male and female;Employee;31-33 Other manufacturing and repair;2004;189.0;192.0;172.0;287.0
6372;Total male and female;Employee;31-33 Other manufacturing and repair;2005;186.0;188.0;168.0;277.0
6373;Total male and female;Employee;31-33 Other manufacturing and repair;2006;184.0;187.0;167.0;275.0
6374;Total male and female;Employee;31-33 Other manufacturing and repair;2007;185.0;187.0;167.0;276.0
6375;Total male and female;Employee;31-33 Other manufacturing and repair;2008;185.0;187.0;166.0;274.0
6376;Total male and female;Employee;31-33 Other manufacturing and repair;2009;184.0;186.0;165.0;272.0
6377;Total male and female;Employee;31-33 Other manufacturing and repair;2010;182.0;184.0;163.0;270.0
6378;Total male and female;Employee;31-33 Other manufacturing and repair;2011;179.0;182.0;160.0;265.0
6379;Total male and female;Employee;31-33 Other manufacturing and repair;2012;177.0;179.0;157.0;259.0
6380;Total male and female;Employee;31-33 Other manufacturing and repair;2013;171.0;173.0;150.0;250.0
6381;Total male and female;Employee;31-33 Other manufacturing and repair;2014;171.0;174.0;151.0;252.0
6382;Total male and female;Employee;31-33 Other manufacturing and repair;2015;170.0;172.0;150.0;248.0
6383;Total male and female;Employee;31-33 Other manufacturing and repair;2016;167.0;169.0;147.0;246.0
6384;Total male and female;Employee;33 Repair and installation of machinery;1969;;;;
6385;Total male and female;Employee;33 Repair and installation of machinery;1970;;;;
6386;Total male and female;Employee;33 Repair and installation of machinery;1971;;;;
6387;Total male and female;Employee;33 Repair and installation of machinery;1972;;;;
6388;Total male and female;Employee;33 Repair and installation of machinery;1973;;;;
6389;Total male and female;Employee;33 Repair and installation of machinery;1974;;;;
6390;Total male and female;Employee;33 Repair and installation of machinery;1975;;;;
6391;Total male and female;Employee;33 Repair and installation of machinery;1976;;;;
6392;Total male and female;Employee;33 Repair and installation of machinery;1977;;;;
6393;Total male and female;Employee;33 Repair and installation of machinery;1978;;;;
6394;Total male and female;Employee;33 Repair and installation of machinery;1979;;;;
6395;Total male and female;Employee;33 Repair and installation of machinery;1980;;;;
6396;Total male and female;Employee;33 Repair and installation of machinery;1981;;;;
6397;Total male and female;Employee;33 Repair and installation of machinery;1982;;;;
6398;Total male and female;Employee;33 Repair and installation of machinery;1983;;;;
6399;Total male and female;Employee;33 Repair and installation of machinery;1984;;;;
6400;Total male and female;Employee;33 Repair and installation of machinery;1985;;;;
6401;Total male and female;Employee;33 Repair and installation of machinery;1986;;;;
6402;Total male and female;Employee;33 Repair and installation of machinery;1987;;;;
6403;Total male and female;Employee;33 Repair and installation of machinery;1988;;;;
6404;Total male and female;Employee;33 Repair and installation of machinery;1989;;;;
6405;Total male and female;Employee;33 Repair and installation of machinery;1990;;;;
6406;Total male and female;Employee;33 Repair and installation of machinery;1991;;;;
6407;Total male and female;Employee;33 Repair and installation of machinery;1992;;;;
6408;Total male and female;Employee;33 Repair and installation of machinery;1993;;;;
6409;Total male and female;Employee;33 Repair and installation of machinery;1994;;;;
6410;Total male and female;Employee;33 Repair and installation of machinery;1995;37.0;38.0;36.0;65.0
6411;Total male and female;Employee;33 Repair and installation of machinery;1996;37.0;38.0;36.0;65.0
6412;Total male and female;Employee;33 Repair and installation of machinery;1997;38.0;39.0;37.0;66.0
6413;Total male and female;Employee;33 Repair and installation of machinery;1998;39.0;40.0;38.0;68.0
6414;Total male and female;Employee;33 Repair and installation of machinery;1999;40.0;41.0;38.0;69.0
6415;Total male and female;Employee;33 Repair and installation of machinery;2000;40.0;41.0;38.0;68.0
6416;Total male and female;Employee;33 Repair and installation of machinery;2001;41.0;41.0;38.0;69.0
6417;Total male and female;Employee;33 Repair and installation of machinery;2002;40.0;41.0;38.0;68.0
6418;Total male and female;Employee;33 Repair and installation of machinery;2003;39.0;39.0;36.0;66.0
6419;Total male and female;Employee;33 Repair and installation of machinery;2004;38.0;38.0;35.0;65.0
6420;Total male and female;Employee;33 Repair and installation of machinery;2005;37.0;38.0;35.0;63.0
6421;Total male and female;Employee;33 Repair and installation of machinery;2006;37.0;38.0;35.0;63.0
6422;Total male and female;Employee;33 Repair and installation of machinery;2007;39.0;40.0;36.0;65.0
6423;Total male and female;Employee;33 Repair and installation of machinery;2008;40.0;41.0;37.0;66.0
6424;Total male and female;Employee;33 Repair and installation of machinery;2009;40.0;40.0;37.0;65.0
6425;Total male and female;Employee;33 Repair and installation of machinery;2010;39.0;39.0;36.0;65.0
6426;Total male and female;Employee;33 Repair and installation of machinery;2011;39.0;40.0;36.0;65.0
6427;Total male and female;Employee;33 Repair and installation of machinery;2012;39.0;40.0;36.0;65.0
6428;Total male and female;Employee;33 Repair and installation of machinery;2013;39.0;40.0;36.0;66.0
6429;Total male and female;Employee;33 Repair and installation of machinery;2014;39.0;40.0;37.0;67.0
6430;Total male and female;Employee;33 Repair and installation of machinery;2015;40.0;41.0;37.0;67.0
6431;Total male and female;Employee;33 Repair and installation of machinery;2016;41.0;41.0;38.0;68.0
6432;Total male and female;Employee;D Electricity and gas supply;1969;26.0;27.0;26.0;51.0
6433;Total male and female;Employee;D Electricity and gas supply;1970;26.0;27.0;26.0;51.0
6434;Total male and female;Employee;D Electricity and gas supply;1971;26.0;27.0;26.0;50.0
6435;Total male and female;Employee;D Electricity and gas supply;1972;27.0;27.0;27.0;51.0
6436;Total male and female;Employee;D Electricity and gas supply;1973;28.0;28.0;28.0;52.0
6437;Total male and female;Employee;D Electricity and gas supply;1974;28.0;28.0;28.0;50.0
6438;Total male and female;Employee;D Electricity and gas supply;1975;28.0;28.0;28.0;49.0
