ID;TypeZorgwoonruimte;RegioS;Perioden;Zorgwoonruimte_1
2787;"Medium pand; totaal";Fryslân (PV);2020;2310
2788;"Medium pand; totaal";Fryslân (PV);2021;2415
2789;"Medium pand; totaal";Fryslân (PV);2022;2625
2790;"Medium pand; totaal";Fryslân (PV);2023;2380
2791;"Medium pand; totaal";Fryslân (PV);2024;2480
2792;"Medium pand; totaal";Drenthe (PV);2017;2240
2793;"Medium pand; totaal";Drenthe (PV);2018;2040
2794;"Medium pand; totaal";Drenthe (PV);2019;2125
2795;"Medium pand; totaal";Drenthe (PV);2020;2310
2796;"Medium pand; totaal";Drenthe (PV);2021;2180
2797;"Medium pand; totaal";Drenthe (PV);2022;2300
2798;"Medium pand; totaal";Drenthe (PV);2023;2465
2799;"Medium pand; totaal";Drenthe (PV);2024;2670
2800;"Medium pand; totaal";Overijssel (PV);2017;3055
2801;"Medium pand; totaal";Overijssel (PV);2018;3255
2802;"Medium pand; totaal";Overijssel (PV);2019;3515
2803;"Medium pand; totaal";Overijssel (PV);2020;3800
2804;"Medium pand; totaal";Overijssel (PV);2021;4150
2805;"Medium pand; totaal";Overijssel (PV);2022;4020
2806;"Medium pand; totaal";Overijssel (PV);2023;4155
2807;"Medium pand; totaal";Overijssel (PV);2024;4490
2808;"Medium pand; totaal";Flevoland (PV);2017;480
2809;"Medium pand; totaal";Flevoland (PV);2018;450
2810;"Medium pand; totaal";Flevoland (PV);2019;590
2811;"Medium pand; totaal";Flevoland (PV);2020;670
2812;"Medium pand; totaal";Flevoland (PV);2021;845
2813;"Medium pand; totaal";Flevoland (PV);2022;740
2814;"Medium pand; totaal";Flevoland (PV);2023;775
2815;"Medium pand; totaal";Flevoland (PV);2024;900
2816;"Medium pand; totaal";Gelderland (PV);2017;5825
2817;"Medium pand; totaal";Gelderland (PV);2018;6030
2818;"Medium pand; totaal";Gelderland (PV);2019;6305
2819;"Medium pand; totaal";Gelderland (PV);2020;6735
2820;"Medium pand; totaal";Gelderland (PV);2021;7295
2821;"Medium pand; totaal";Gelderland (PV);2022;7240
2822;"Medium pand; totaal";Gelderland (PV);2023;7635
2823;"Medium pand; totaal";Gelderland (PV);2024;7830
2824;"Medium pand; totaal";Utrecht (PV);2017;1960
2825;"Medium pand; totaal";Utrecht (PV);2018;2175
2826;"Medium pand; totaal";Utrecht (PV);2019;2525
2827;"Medium pand; totaal";Utrecht (PV);2020;2835
2828;"Medium pand; totaal";Utrecht (PV);2021;2930
2829;"Medium pand; totaal";Utrecht (PV);2022;3025
2830;"Medium pand; totaal";Utrecht (PV);2023;3095
2831;"Medium pand; totaal";Utrecht (PV);2024;3320
2832;"Medium pand; totaal";Noord-Holland (PV);2017;4860
2833;"Medium pand; totaal";Noord-Holland (PV);2018;4805
2834;"Medium pand; totaal";Noord-Holland (PV);2019;5460
2835;"Medium pand; totaal";Noord-Holland (PV);2020;5480
2836;"Medium pand; totaal";Noord-Holland (PV);2021;5910
2837;"Medium pand; totaal";Noord-Holland (PV);2022;6435
2838;"Medium pand; totaal";Noord-Holland (PV);2023;6435
2839;"Medium pand; totaal";Noord-Holland (PV);2024;6435
2840;"Medium pand; totaal";Zuid-Holland (PV);2017;5970
2841;"Medium pand; totaal";Zuid-Holland (PV);2018;6115
2842;"Medium pand; totaal";Zuid-Holland (PV);2019;6565
2843;"Medium pand; totaal";Zuid-Holland (PV);2020;6735
2844;"Medium pand; totaal";Zuid-Holland (PV);2021;7140
2845;"Medium pand; totaal";Zuid-Holland (PV);2022;7840
2846;"Medium pand; totaal";Zuid-Holland (PV);2023;7860
2847;"Medium pand; totaal";Zuid-Holland (PV);2024;7920
2848;"Medium pand; totaal";Zeeland (PV);2017;965
2849;"Medium pand; totaal";Zeeland (PV);2018;1040
2850;"Medium pand; totaal";Zeeland (PV);2019;1055
2851;"Medium pand; totaal";Zeeland (PV);2020;1175
2852;"Medium pand; totaal";Zeeland (PV);2021;1170
2853;"Medium pand; totaal";Zeeland (PV);2022;1085
2854;"Medium pand; totaal";Zeeland (PV);2023;1150
2855;"Medium pand; totaal";Zeeland (PV);2024;1115
2856;"Medium pand; totaal";Noord-Brabant (PV);2017;5060
2857;"Medium pand; totaal";Noord-Brabant (PV);2018;5555
2858;"Medium pand; totaal";Noord-Brabant (PV);2019;5885
2859;"Medium pand; totaal";Noord-Brabant (PV);2020;5795
2860;"Medium pand; totaal";Noord-Brabant (PV);2021;6410
2861;"Medium pand; totaal";Noord-Brabant (PV);2022;6820
2862;"Medium pand; totaal";Noord-Brabant (PV);2023;7055
2863;"Medium pand; totaal";Noord-Brabant (PV);2024;7195
2864;"Medium pand; totaal";Limburg (PV);2017;2510
2865;"Medium pand; totaal";Limburg (PV);2018;2625
2866;"Medium pand; totaal";Limburg (PV);2019;2665
2867;"Medium pand; totaal";Limburg (PV);2020;2595
2868;"Medium pand; totaal";Limburg (PV);2021;2875
2869;"Medium pand; totaal";Limburg (PV);2022;3015
2870;"Medium pand; totaal";Limburg (PV);2023;3140
2871;"Medium pand; totaal";Limburg (PV);2024;3385
2872;"Medium pand; totaal";Oost-Groningen (CR);2017;415
2873;"Medium pand; totaal";Oost-Groningen (CR);2018;515
2874;"Medium pand; totaal";Oost-Groningen (CR);2019;490
2875;"Medium pand; totaal";Oost-Groningen (CR);2020;480
2876;"Medium pand; totaal";Oost-Groningen (CR);2021;390
2877;"Medium pand; totaal";Oost-Groningen (CR);2022;380
2878;"Medium pand; totaal";Oost-Groningen (CR);2023;550
2879;"Medium pand; totaal";Oost-Groningen (CR);2024;450
2880;"Medium pand; totaal";Delfzijl en omgeving (CR);2017;220
2881;"Medium pand; totaal";Delfzijl en omgeving (CR);2018;270
2882;"Medium pand; totaal";Delfzijl en omgeving (CR);2019;200
2883;"Medium pand; totaal";Delfzijl en omgeving (CR);2020;305
2884;"Medium pand; totaal";Delfzijl en omgeving (CR);2021;290
2885;"Medium pand; totaal";Delfzijl en omgeving (CR);2022;295
2886;"Medium pand; totaal";Delfzijl en omgeving (CR);2023;305
2887;"Medium pand; totaal";Delfzijl en omgeving (CR);2024;230
2888;"Medium pand; totaal";Overig Groningen (CR);2017;1065
2889;"Medium pand; totaal";Overig Groningen (CR);2018;1195
2890;"Medium pand; totaal";Overig Groningen (CR);2019;1345
2891;"Medium pand; totaal";Overig Groningen (CR);2020;1455
2892;"Medium pand; totaal";Overig Groningen (CR);2021;1505
2893;"Medium pand; totaal";Overig Groningen (CR);2022;1420
2894;"Medium pand; totaal";Overig Groningen (CR);2023;1490
2895;"Medium pand; totaal";Overig Groningen (CR);2024;1525
2896;"Medium pand; totaal";Noord-Friesland (CR);2017;905
2897;"Medium pand; totaal";Noord-Friesland (CR);2018;1110
2898;"Medium pand; totaal";Noord-Friesland (CR);2019;900
2899;"Medium pand; totaal";Noord-Friesland (CR);2020;865
2900;"Medium pand; totaal";Noord-Friesland (CR);2021;950
2901;"Medium pand; totaal";Noord-Friesland (CR);2022;1055
2902;"Medium pand; totaal";Noord-Friesland (CR);2023;815
2903;"Medium pand; totaal";Noord-Friesland (CR);2024;905
2904;"Medium pand; totaal";Zuidwest-Friesland (CR);2017;515
2905;"Medium pand; totaal";Zuidwest-Friesland (CR);2018;550
2906;"Medium pand; totaal";Zuidwest-Friesland (CR);2019;680
2907;"Medium pand; totaal";Zuidwest-Friesland (CR);2020;660
2908;"Medium pand; totaal";Zuidwest-Friesland (CR);2021;645
2909;"Medium pand; totaal";Zuidwest-Friesland (CR);2022;650
2910;"Medium pand; totaal";Zuidwest-Friesland (CR);2023;570
2911;"Medium pand; totaal";Zuidwest-Friesland (CR);2024;515
2912;"Medium pand; totaal";Zuidoost-Friesland (CR);2017;840
2913;"Medium pand; totaal";Zuidoost-Friesland (CR);2018;560
2914;"Medium pand; totaal";Zuidoost-Friesland (CR);2019;730
2915;"Medium pand; totaal";Zuidoost-Friesland (CR);2020;790
2916;"Medium pand; totaal";Zuidoost-Friesland (CR);2021;820
2917;"Medium pand; totaal";Zuidoost-Friesland (CR);2022;920
2918;"Medium pand; totaal";Zuidoost-Friesland (CR);2023;1000
2919;"Medium pand; totaal";Zuidoost-Friesland (CR);2024;1065
2920;"Medium pand; totaal";Noord-Drenthe (CR);2017;750
2921;"Medium pand; totaal";Noord-Drenthe (CR);2018;595
2922;"Medium pand; totaal";Noord-Drenthe (CR);2019;620
2923;"Medium pand; totaal";Noord-Drenthe (CR);2020;805
2924;"Medium pand; totaal";Noord-Drenthe (CR);2021;805
2925;"Medium pand; totaal";Noord-Drenthe (CR);2022;665
2926;"Medium pand; totaal";Noord-Drenthe (CR);2023;755
2927;"Medium pand; totaal";Noord-Drenthe (CR);2024;780
2928;"Medium pand; totaal";Zuidoost-Drenthe (CR);2017;565
2929;"Medium pand; totaal";Zuidoost-Drenthe (CR);2018;660
2930;"Medium pand; totaal";Zuidoost-Drenthe (CR);2019;625
2931;"Medium pand; totaal";Zuidoost-Drenthe (CR);2020;620
2932;"Medium pand; totaal";Zuidoost-Drenthe (CR);2021;500
2933;"Medium pand; totaal";Zuidoost-Drenthe (CR);2022;560
2934;"Medium pand; totaal";Zuidoost-Drenthe (CR);2023;615
2935;"Medium pand; totaal";Zuidoost-Drenthe (CR);2024;535
2936;"Medium pand; totaal";Zuidwest-Drenthe (CR);2017;925
2937;"Medium pand; totaal";Zuidwest-Drenthe (CR);2018;785
2938;"Medium pand; totaal";Zuidwest-Drenthe (CR);2019;880
2939;"Medium pand; totaal";Zuidwest-Drenthe (CR);2020;885
2940;"Medium pand; totaal";Zuidwest-Drenthe (CR);2021;875
2941;"Medium pand; totaal";Zuidwest-Drenthe (CR);2022;1075
2942;"Medium pand; totaal";Zuidwest-Drenthe (CR);2023;1100
2943;"Medium pand; totaal";Zuidwest-Drenthe (CR);2024;1355
2944;"Medium pand; totaal";Noord-Overijssel (CR);2017;720
2945;"Medium pand; totaal";Noord-Overijssel (CR);2018;810
2946;"Medium pand; totaal";Noord-Overijssel (CR);2019;825
2947;"Medium pand; totaal";Noord-Overijssel (CR);2020;945
2948;"Medium pand; totaal";Noord-Overijssel (CR);2021;995
2949;"Medium pand; totaal";Noord-Overijssel (CR);2022;1040
2950;"Medium pand; totaal";Noord-Overijssel (CR);2023;1160
2951;"Medium pand; totaal";Noord-Overijssel (CR);2024;1345
2952;"Medium pand; totaal";Zuidwest-Overijssel (CR);2017;430
2953;"Medium pand; totaal";Zuidwest-Overijssel (CR);2018;475
2954;"Medium pand; totaal";Zuidwest-Overijssel (CR);2019;440
2955;"Medium pand; totaal";Zuidwest-Overijssel (CR);2020;550
2956;"Medium pand; totaal";Zuidwest-Overijssel (CR);2021;570
2957;"Medium pand; totaal";Zuidwest-Overijssel (CR);2022;490
2958;"Medium pand; totaal";Zuidwest-Overijssel (CR);2023;435
2959;"Medium pand; totaal";Zuidwest-Overijssel (CR);2024;480
2960;"Medium pand; totaal";Twente (CR);2017;1905
2961;"Medium pand; totaal";Twente (CR);2018;1970
2962;"Medium pand; totaal";Twente (CR);2019;2250
2963;"Medium pand; totaal";Twente (CR);2020;2305
2964;"Medium pand; totaal";Twente (CR);2021;2585
2965;"Medium pand; totaal";Twente (CR);2022;2490
2966;"Medium pand; totaal";Twente (CR);2023;2565
2967;"Medium pand; totaal";Twente (CR);2024;2665
2968;"Medium pand; totaal";Veluwe (CR);2017;1880
2969;"Medium pand; totaal";Veluwe (CR);2018;2090
2970;"Medium pand; totaal";Veluwe (CR);2019;2215
2971;"Medium pand; totaal";Veluwe (CR);2020;2500
2972;"Medium pand; totaal";Veluwe (CR);2021;2870
2973;"Medium pand; totaal";Veluwe (CR);2022;2940
2974;"Medium pand; totaal";Veluwe (CR);2023;2945
2975;"Medium pand; totaal";Veluwe (CR);2024;3125
2976;"Medium pand; totaal";Achterhoek (CR);2017;1550
2977;"Medium pand; totaal";Achterhoek (CR);2018;1485
2978;"Medium pand; totaal";Achterhoek (CR);2019;1490
2979;"Medium pand; totaal";Achterhoek (CR);2020;1655
2980;"Medium pand; totaal";Achterhoek (CR);2021;1630
2981;"Medium pand; totaal";Achterhoek (CR);2022;1535
2982;"Medium pand; totaal";Achterhoek (CR);2023;1625
2983;"Medium pand; totaal";Achterhoek (CR);2024;1810
2984;"Medium pand; totaal";Arnhem/Nijmegen (CR);2017;1820
2985;"Medium pand; totaal";Arnhem/Nijmegen (CR);2018;1995
2986;"Medium pand; totaal";Arnhem/Nijmegen (CR);2019;2120
2987;"Medium pand; totaal";Arnhem/Nijmegen (CR);2020;2020
2988;"Medium pand; totaal";Arnhem/Nijmegen (CR);2021;2280
2989;"Medium pand; totaal";Arnhem/Nijmegen (CR);2022;2385
2990;"Medium pand; totaal";Arnhem/Nijmegen (CR);2023;2545
2991;"Medium pand; totaal";Arnhem/Nijmegen (CR);2024;2570
2992;"Medium pand; totaal";Zuidwest-Gelderland (CR);2017;575
2993;"Medium pand; totaal";Zuidwest-Gelderland (CR);2018;460
2994;"Medium pand; totaal";Zuidwest-Gelderland (CR);2019;480
2995;"Medium pand; totaal";Zuidwest-Gelderland (CR);2020;560
2996;"Medium pand; totaal";Zuidwest-Gelderland (CR);2021;515
2997;"Medium pand; totaal";Zuidwest-Gelderland (CR);2022;380
2998;"Medium pand; totaal";Zuidwest-Gelderland (CR);2023;520
2999;"Medium pand; totaal";Zuidwest-Gelderland (CR);2024;330
3000;"Medium pand; totaal";Utrecht (CR);2017;1960
3001;"Medium pand; totaal";Utrecht (CR);2018;2175
3002;"Medium pand; totaal";Utrecht (CR);2019;2525
3003;"Medium pand; totaal";Utrecht (CR);2020;2835
3004;"Medium pand; totaal";Utrecht (CR);2021;2930
3005;"Medium pand; totaal";Utrecht (CR);2022;3025
3006;"Medium pand; totaal";Utrecht (CR);2023;3095
3007;"Medium pand; totaal";Utrecht (CR);2024;3320
3008;"Medium pand; totaal";Kop van Noord-Holland (CR);2017;1175
3009;"Medium pand; totaal";Kop van Noord-Holland (CR);2018;1195
3010;"Medium pand; totaal";Kop van Noord-Holland (CR);2019;1335
3011;"Medium pand; totaal";Kop van Noord-Holland (CR);2020;1330
3012;"Medium pand; totaal";Kop van Noord-Holland (CR);2021;1610
3013;"Medium pand; totaal";Kop van Noord-Holland (CR);2022;1745
3014;"Medium pand; totaal";Kop van Noord-Holland (CR);2023;1695
3015;"Medium pand; totaal";Kop van Noord-Holland (CR);2024;1625
3016;"Medium pand; totaal";Alkmaar en omgeving (CR);2017;645
3017;"Medium pand; totaal";Alkmaar en omgeving (CR);2018;660
3018;"Medium pand; totaal";Alkmaar en omgeving (CR);2019;670
3019;"Medium pand; totaal";Alkmaar en omgeving (CR);2020;755
3020;"Medium pand; totaal";Alkmaar en omgeving (CR);2021;805
3021;"Medium pand; totaal";Alkmaar en omgeving (CR);2022;860
3022;"Medium pand; totaal";Alkmaar en omgeving (CR);2023;960
3023;"Medium pand; totaal";Alkmaar en omgeving (CR);2024;1035
3024;"Medium pand; totaal";IJmond (CR);2017;460
3025;"Medium pand; totaal";IJmond (CR);2018;525
3026;"Medium pand; totaal";IJmond (CR);2019;515
3027;"Medium pand; totaal";IJmond (CR);2020;510
3028;"Medium pand; totaal";IJmond (CR);2021;410
3029;"Medium pand; totaal";IJmond (CR);2022;460
3030;"Medium pand; totaal";IJmond (CR);2023;395
3031;"Medium pand; totaal";IJmond (CR);2024;485
3032;"Medium pand; totaal";Agglomeratie Haarlem (CR);2017;410
3033;"Medium pand; totaal";Agglomeratie Haarlem (CR);2018;505
3034;"Medium pand; totaal";Agglomeratie Haarlem (CR);2019;530
3035;"Medium pand; totaal";Agglomeratie Haarlem (CR);2020;525
3036;"Medium pand; totaal";Agglomeratie Haarlem (CR);2021;560
3037;"Medium pand; totaal";Agglomeratie Haarlem (CR);2022;590
3038;"Medium pand; totaal";Agglomeratie Haarlem (CR);2023;565
3039;"Medium pand; totaal";Agglomeratie Haarlem (CR);2024;635
3040;"Medium pand; totaal";Zaanstreek (CR);2017;150
3041;"Medium pand; totaal";Zaanstreek (CR);2018;120
3042;"Medium pand; totaal";Zaanstreek (CR);2019;160
3043;"Medium pand; totaal";Zaanstreek (CR);2020;175
3044;"Medium pand; totaal";Zaanstreek (CR);2021;135
3045;"Medium pand; totaal";Zaanstreek (CR);2022;165
3046;"Medium pand; totaal";Zaanstreek (CR);2023;140
3047;"Medium pand; totaal";Zaanstreek (CR);2024;140
3048;"Medium pand; totaal";Groot-Amsterdam (CR);2017;1725
3049;"Medium pand; totaal";Groot-Amsterdam (CR);2018;1490
3050;"Medium pand; totaal";Groot-Amsterdam (CR);2019;1775
3051;"Medium pand; totaal";Groot-Amsterdam (CR);2020;1690
3052;"Medium pand; totaal";Groot-Amsterdam (CR);2021;1830
3053;"Medium pand; totaal";Groot-Amsterdam (CR);2022;1885
3054;"Medium pand; totaal";Groot-Amsterdam (CR);2023;1990
3055;"Medium pand; totaal";Groot-Amsterdam (CR);2024;1935
3056;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2017;300
3057;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2018;310
3058;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2019;480
3059;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2020;495
3060;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2021;565
3061;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2022;730
3062;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2023;690
3063;"Medium pand; totaal";Het Gooi en Vechtstreek (CR);2024;575
3064;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2017;990
3065;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2018;940
3066;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2019;965
3067;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2020;920
3068;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2021;940
3069;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2022;1350
3070;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2023;1205
3071;"Medium pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2024;1315
3072;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2017;1300
3073;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2018;1190
3074;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2019;1365
3075;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2020;1305
3076;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2021;1835
3077;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2022;1755
3078;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2023;1760
3079;"Medium pand; totaal";Agglomeratie 's-Gravenhage (CR);2024;1450
3080;"Medium pand; totaal";Delft en Westland (CR);2017;215
3081;"Medium pand; totaal";Delft en Westland (CR);2018;205
3082;"Medium pand; totaal";Delft en Westland (CR);2019;285
3083;"Medium pand; totaal";Delft en Westland (CR);2020;285
3084;"Medium pand; totaal";Delft en Westland (CR);2021;290
3085;"Medium pand; totaal";Delft en Westland (CR);2022;330
3086;"Medium pand; totaal";Delft en Westland (CR);2023;420
3087;"Medium pand; totaal";Delft en Westland (CR);2024;420
3088;"Medium pand; totaal";Oost-Zuid-Holland (CR);2017;590
3089;"Medium pand; totaal";Oost-Zuid-Holland (CR);2018;655
3090;"Medium pand; totaal";Oost-Zuid-Holland (CR);2019;705
3091;"Medium pand; totaal";Oost-Zuid-Holland (CR);2020;710
3092;"Medium pand; totaal";Oost-Zuid-Holland (CR);2021;665
3093;"Medium pand; totaal";Oost-Zuid-Holland (CR);2022;740
3094;"Medium pand; totaal";Oost-Zuid-Holland (CR);2023;740
3095;"Medium pand; totaal";Oost-Zuid-Holland (CR);2024;690
3096;"Medium pand; totaal";Groot-Rijnmond (CR);2017;1995
3097;"Medium pand; totaal";Groot-Rijnmond (CR);2018;2165
3098;"Medium pand; totaal";Groot-Rijnmond (CR);2019;2340
3099;"Medium pand; totaal";Groot-Rijnmond (CR);2020;2515
3100;"Medium pand; totaal";Groot-Rijnmond (CR);2021;2325
3101;"Medium pand; totaal";Groot-Rijnmond (CR);2022;2710
3102;"Medium pand; totaal";Groot-Rijnmond (CR);2023;2720
3103;"Medium pand; totaal";Groot-Rijnmond (CR);2024;3010
3104;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2017;880
3105;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2018;960
3106;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2019;905
3107;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2020;995
3108;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2021;1095
3109;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2022;955
3110;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2023;1010
3111;"Medium pand; totaal";Zuidoost-Zuid-Holland (CR);2024;1030
3112;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2017;420
3113;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2018;450
3114;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2019;470
3115;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2020;365
3116;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2021;390
3117;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2022;245
3118;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2023;365
3119;"Medium pand; totaal";Zeeuwsch-Vlaanderen (CR);2024;335
3120;"Medium pand; totaal";Overig Zeeland (CR);2017;550
3121;"Medium pand; totaal";Overig Zeeland (CR);2018;585
3122;"Medium pand; totaal";Overig Zeeland (CR);2019;585
3123;"Medium pand; totaal";Overig Zeeland (CR);2020;810
3124;"Medium pand; totaal";Overig Zeeland (CR);2021;785
3125;"Medium pand; totaal";Overig Zeeland (CR);2022;840
3126;"Medium pand; totaal";Overig Zeeland (CR);2023;785
3127;"Medium pand; totaal";Overig Zeeland (CR);2024;780
3128;"Medium pand; totaal";West-Noord-Brabant (CR);2017;1630
3129;"Medium pand; totaal";West-Noord-Brabant (CR);2018;1955
3130;"Medium pand; totaal";West-Noord-Brabant (CR);2019;1955
3131;"Medium pand; totaal";West-Noord-Brabant (CR);2020;2005
3132;"Medium pand; totaal";West-Noord-Brabant (CR);2021;2055
3133;"Medium pand; totaal";West-Noord-Brabant (CR);2022;2200
3134;"Medium pand; totaal";West-Noord-Brabant (CR);2023;2135
3135;"Medium pand; totaal";West-Noord-Brabant (CR);2024;2130
3136;"Medium pand; totaal";Midden-Noord-Brabant (CR);2017;1105
3137;"Medium pand; totaal";Midden-Noord-Brabant (CR);2018;1120
3138;"Medium pand; totaal";Midden-Noord-Brabant (CR);2019;1105
3139;"Medium pand; totaal";Midden-Noord-Brabant (CR);2020;1120
3140;"Medium pand; totaal";Midden-Noord-Brabant (CR);2021;1330
3141;"Medium pand; totaal";Midden-Noord-Brabant (CR);2022;1430
3142;"Medium pand; totaal";Midden-Noord-Brabant (CR);2023;1540
3143;"Medium pand; totaal";Midden-Noord-Brabant (CR);2024;1535
3144;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2017;1240
3145;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2018;1370
3146;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2019;1575
3147;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2020;1645
3148;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2021;1820
3149;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2022;1835
3150;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2023;1940
3151;"Medium pand; totaal";Noordoost-Noord-Brabant (CR);2024;2050
3152;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2017;1080
3153;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2018;1105
3154;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2019;1250
3155;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2020;1020
3156;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2021;1200
3157;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2022;1355
3158;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2023;1440
3159;"Medium pand; totaal";Zuidoost-Noord-Brabant (CR);2024;1475
3160;"Medium pand; totaal";Noord-Limburg (CR);2017;495
3161;"Medium pand; totaal";Noord-Limburg (CR);2018;550
3162;"Medium pand; totaal";Noord-Limburg (CR);2019;560
3163;"Medium pand; totaal";Noord-Limburg (CR);2020;625
3164;"Medium pand; totaal";Noord-Limburg (CR);2021;775
3165;"Medium pand; totaal";Noord-Limburg (CR);2022;795
3166;"Medium pand; totaal";Noord-Limburg (CR);2023;795
3167;"Medium pand; totaal";Noord-Limburg (CR);2024;895
3168;"Medium pand; totaal";Midden-Limburg (CR);2017;500
3169;"Medium pand; totaal";Midden-Limburg (CR);2018;560
3170;"Medium pand; totaal";Midden-Limburg (CR);2019;550
3171;"Medium pand; totaal";Midden-Limburg (CR);2020;620
3172;"Medium pand; totaal";Midden-Limburg (CR);2021;690
3173;"Medium pand; totaal";Midden-Limburg (CR);2022;750
3174;"Medium pand; totaal";Midden-Limburg (CR);2023;680
3175;"Medium pand; totaal";Midden-Limburg (CR);2024;755
3176;"Medium pand; totaal";Zuid-Limburg (CR);2017;1515
3177;"Medium pand; totaal";Zuid-Limburg (CR);2018;1515
3178;"Medium pand; totaal";Zuid-Limburg (CR);2019;1555
3179;"Medium pand; totaal";Zuid-Limburg (CR);2020;1345
3180;"Medium pand; totaal";Zuid-Limburg (CR);2021;1410
3181;"Medium pand; totaal";Zuid-Limburg (CR);2022;1470
3182;"Medium pand; totaal";Zuid-Limburg (CR);2023;1660
3183;"Medium pand; totaal";Zuid-Limburg (CR);2024;1735
3184;"Medium pand; totaal";Flevoland (CR);2017;480
3185;"Medium pand; totaal";Flevoland (CR);2018;450
3186;"Medium pand; totaal";Flevoland (CR);2019;590
3187;"Medium pand; totaal";Flevoland (CR);2020;670
3188;"Medium pand; totaal";Flevoland (CR);2021;845
3189;"Medium pand; totaal";Flevoland (CR);2022;740
3190;"Medium pand; totaal";Flevoland (CR);2023;775
3191;"Medium pand; totaal";Flevoland (CR);2024;900
3192;"Medium pand; voornamelijk zorgwoon...";Nederland;2017;27020
3193;"Medium pand; voornamelijk zorgwoon...";Nederland;2018;28960
3194;"Medium pand; voornamelijk zorgwoon...";Nederland;2019;30790
3195;"Medium pand; voornamelijk zorgwoon...";Nederland;2020;32630
3196;"Medium pand; voornamelijk zorgwoon...";Nederland;2021;35395
3197;"Medium pand; voornamelijk zorgwoon...";Nederland;2022;36800
3198;"Medium pand; voornamelijk zorgwoon...";Nederland;2023;38055
3199;"Medium pand; voornamelijk zorgwoon...";Nederland;2024;39610
3200;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2017;4375
3201;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2018;4690
3202;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2019;4905
3203;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2020;5510
3204;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2021;5435
3205;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2022;5575
3206;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2023;5755
3207;"Medium pand; voornamelijk zorgwoon...";Noord-Nederland (LD);2024;5755
3208;"Medium pand; voornamelijk zorgwoon...";Oost-Nederland (LD);2017;7755
3209;"Medium pand; voornamelijk zorgwoon...";Oost-Nederland (LD);2018;8190
