ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;PositieInHuishouden;Perioden;Emigranten_1
5196;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2000;0.2
5197;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2001;0.2
5198;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2002;0.2
5199;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2003;0.3
5200;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2004;0.2
5201;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2005;0.2
5202;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2006;0.2
5203;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2007;0.3
5204;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2008;0.3
5205;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2009;0.3
5206;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2010;0.3
5207;Mannen;35 tot 45 jaar;Werknemer en zelfstandige;Overig lid huishouden;2011;0.3
5208;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2000;0.7
5209;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2001;0.6
5210;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2002;0.7
5211;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2003;1.0
5212;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2004;1.2
5213;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2005;1.4
5214;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2006;1.4
5215;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2007;1.2
5216;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2008;1.0
5217;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2009;1.0
5218;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2010;1.3
5219;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Persoon in particulier huishouden;2011;1.1
5220;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2000;0.3
5221;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2001;0.3
5222;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2002;0.3
5223;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2003;0.4
5224;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2004;0.5
5225;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2005;0.6
5226;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2006;0.6
5227;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2007;0.5
5228;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2008;0.5
5229;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2009;0.4
5230;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2010;0.6
5231;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Alleenstaande;2011;0.5
5232;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2000;0.0
5233;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2001;0.0
5234;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2002;0.0
5235;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2003;0.0
5236;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2004;0.0
5237;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2005;0.1
5238;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2006;0.1
5239;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2007;0.1
5240;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2008;0.0
5241;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2009;0.1
5242;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2010;0.1
5243;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Thuiswonend kind;2011;0.1
5244;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2000;0.0
5245;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2001;0.0
5246;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2002;0.0
5247;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2003;0.0
5248;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2004;0.0
5249;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2005;0.0
5250;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2006;0.0
5251;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2007;0.0
5252;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2008;0.0
5253;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2009;0.0
5254;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2010;0.0
5255;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Ouder in eenouderhuishouden;2011;0.0
5256;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2000;0.2
5257;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2001;0.1
5258;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2002;0.2
5259;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2003;0.2
5260;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2004;0.4
5261;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2005;0.4
5262;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2006;0.4
5263;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2007;0.4
5264;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2008;0.3
5265;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2009;0.3
5266;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2010;0.3
5267;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar met kind(eren);2011;0.3
5268;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2000;0.1
5269;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2001;0.1
5270;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2002;0.1
5271;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2003;0.1
5272;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2004;0.1
5273;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2005;0.2
5274;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2006;0.2
5275;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2007;0.1
5276;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2008;0.1
5277;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2009;0.1
5278;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2010;0.2
5279;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Partner in paar, geen kind(eren);2011;0.1
5280;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2000;0.1
5281;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2001;0.1
5282;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2002;0.1
5283;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2003;0.1
5284;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2004;0.1
5285;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2005;0.1
5286;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2006;0.1
5287;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2007;0.1
5288;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2008;0.1
5289;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2009;0.1
5290;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2010;0.1
5291;Mannen;35 tot 45 jaar;Uitkeringsontvanger;Overig lid huishouden;2011;0.1
5292;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2000;0.0
5293;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2001;0.0
5294;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2002;0.0
5295;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2003;0.0
5296;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2004;0.0
5297;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2005;0.0
5298;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2006;0.1
5299;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2007;0.1
5300;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2008;0.1
5301;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2009;0.1
5302;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2010;0.1
5303;Mannen;35 tot 45 jaar;(School)kind  of student;Persoon in particulier huishouden;2011;0.1
5304;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2000;0.0
5305;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2001;0.0
5306;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2002;0.0
5307;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2003;0.0
5308;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2004;0.0
5309;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2005;0.0
5310;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2006;0.0
5311;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2007;0.0
5312;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2008;0.0
5313;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2009;0.1
5314;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2010;0.0
5315;Mannen;35 tot 45 jaar;(School)kind  of student;Alleenstaande;2011;0.1
5316;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2000;0.0
5317;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2001;0.0
5318;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2002;0.0
5319;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2003;0.0
5320;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2004;0.0
5321;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2005;0.0
5322;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2006;0.0
5323;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2007;0.0
5324;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2008;0.0
5325;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2009;0.0
5326;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2010;0.0
5327;Mannen;35 tot 45 jaar;(School)kind  of student;Thuiswonend kind;2011;0.0
5328;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2000;0.0
5329;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2001;0.0
5330;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2002;0.0
5331;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2003;0.0
5332;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2004;0.0
5333;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2005;0.0
5334;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2006;0.0
5335;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2007;0.0
5336;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2008;0.0
5337;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2009;0.0
5338;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2010;0.0
5339;Mannen;35 tot 45 jaar;(School)kind  of student;Ouder in eenouderhuishouden;2011;0.0
5340;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2000;0.0
5341;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2001;0.0
5342;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2002;0.0
5343;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2003;0.0
5344;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2004;0.0
5345;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2005;0.0
5346;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2006;0.0
5347;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2007;0.0
5348;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2008;0.0
5349;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2009;0.0
5350;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2010;0.0
5351;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar met kind(eren);2011;0.0
5352;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2000;0.0
5353;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2001;0.0
5354;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2002;0.0
5355;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2003;0.0
5356;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2004;0.0
5357;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2005;0.0
5358;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2006;0.0
5359;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2007;0.0
5360;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2008;0.0
5361;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2009;0.0
5362;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2010;0.0
5363;Mannen;35 tot 45 jaar;(School)kind  of student;Partner in paar, geen kind(eren);2011;0.0
5364;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2000;0.0
5365;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2001;0.0
5366;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2002;0.0
5367;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2003;0.0
5368;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2004;0.0
5369;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2005;0.0
5370;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2006;0.0
5371;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2007;0.0
5372;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2008;0.0
5373;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2009;0.0
5374;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2010;0.0
5375;Mannen;35 tot 45 jaar;(School)kind  of student;Overig lid huishouden;2011;0.0
5376;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2000;4.4
5377;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2001;4.7
5378;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2002;5.8
5379;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2003;6.5
5380;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2004;7.0
5381;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2005;7.5
5382;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2006;8.4
5383;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2007;7.6
5384;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2008;7.5
5385;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2009;7.5
5386;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2010;7.7
5387;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2011;7.5
5388;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2000;2.1
5389;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2001;2.2
5390;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2002;2.9
5391;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2003;3.1
5392;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2004;3.6
5393;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2005;3.6
5394;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2006;4.1
5395;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2007;3.8
5396;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2008;3.7
5397;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2009;3.8
5398;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2010;4.1
5399;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Alleenstaande;2011;3.5
5400;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2000;0.2
5401;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2001;0.2
5402;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2002;0.2
5403;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2003;0.3
5404;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2004;0.3
5405;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2005;0.4
5406;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2006;0.5
5407;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2007;0.4
5408;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2008;0.4
5409;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2009;0.4
5410;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2010;0.5
5411;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Thuiswonend kind;2011;1.1
5412;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2000;0.0
5413;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2001;0.0
5414;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2002;0.1
5415;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2003;0.1
5416;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2004;0.1
5417;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2005;0.1
5418;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2006;0.1
5419;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2007;0.1
5420;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2008;0.1
5421;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2009;0.1
5422;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2010;0.1
5423;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2011;0.1
5424;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2000;1.0
5425;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2001;1.1
5426;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2002;1.2
5427;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2003;1.3
5428;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2004;1.3
5429;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2005;1.5
5430;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2006;1.6
5431;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2007;1.4
5432;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2008;1.3
5433;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2009;1.2
5434;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2010;1.2
5435;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2011;1.1
5436;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2000;0.7
5437;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2001;0.7
5438;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2002;0.9
5439;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2003;0.9
5440;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2004;1.0
5441;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2005;1.1
5442;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2006;1.3
5443;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2007;1.1
5444;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2008;1.1
5445;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2009;1.1
5446;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2010;1.1
5447;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2011;1.0
5448;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2000;0.5
5449;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2001;0.5
5450;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2002;0.6
5451;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2003;0.9
5452;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2004;0.7
5453;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2005;0.7
5454;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2006;0.8
5455;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2007;0.8
5456;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2008;0.8
5457;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2009;0.9
5458;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2010;0.9
5459;Mannen;35 tot 45 jaar;Overige (zonder inkomen);Overig lid huishouden;2011;0.8
5460;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2000;4.9
5461;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2001;5.0
5462;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2002;5.8
5463;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2003;6.3
5464;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2004;6.5
5465;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2005;7.5
5466;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2006;8.4
5467;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2007;8.4
5468;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2008;8.4
5469;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2009;8.3
5470;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2010;8.7
5471;Mannen;45 tot 55 jaar;Totaal;Persoon in particulier huishouden;2011;8.8
5472;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2000;1.8
5473;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2001;1.7
5474;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2002;2.1
5475;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2003;2.4
5476;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2004;2.6
5477;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2005;2.9
5478;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2006;3.5
5479;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2007;3.4
5480;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2008;3.5
5481;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2009;3.8
5482;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2010;4.0
5483;Mannen;45 tot 55 jaar;Totaal;Alleenstaande;2011;3.8
