ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
9334;Total male and female;20 to 24 years;European Union (including Dutch natio...;St. Eustatius;2021;109
9335;Total male and female;20 to 24 years;European Union (including Dutch natio...;St. Eustatius;2022;123
9336;Total male and female;20 to 24 years;European Union (including Dutch natio...;St. Eustatius;2023;131
9337;Total male and female;20 to 24 years;European Union (including Dutch natio...;St. Eustatius;2024;112
9338;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2011;54
9339;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2012;67
9340;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2013;70
9341;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2014;74
9342;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2015;86
9343;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2016;82
9344;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2017;67
9345;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2018;74
9346;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2019;66
9347;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2020;55
9348;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2021;50
9349;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2022;44
9350;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2023;44
9351;Total male and female;20 to 24 years;European Union (including Dutch natio...;Saba;2024;42
9352;Total male and female;20 to 24 years;American;Caribbean Netherlands;2011;92
9353;Total male and female;20 to 24 years;American;Caribbean Netherlands;2012;149
9354;Total male and female;20 to 24 years;American;Caribbean Netherlands;2013;167
9355;Total male and female;20 to 24 years;American;Caribbean Netherlands;2014;114
9356;Total male and female;20 to 24 years;American;Caribbean Netherlands;2015;81
9357;Total male and female;20 to 24 years;American;Caribbean Netherlands;2016;70
9358;Total male and female;20 to 24 years;American;Caribbean Netherlands;2017;48
9359;Total male and female;20 to 24 years;American;Caribbean Netherlands;2018;51
9360;Total male and female;20 to 24 years;American;Caribbean Netherlands;2019;34
9361;Total male and female;20 to 24 years;American;Caribbean Netherlands;2020;23
9362;Total male and female;20 to 24 years;American;Caribbean Netherlands;2021;21
9363;Total male and female;20 to 24 years;American;Caribbean Netherlands;2022;20
9364;Total male and female;20 to 24 years;American;Caribbean Netherlands;2023;33
9365;Total male and female;20 to 24 years;American;Caribbean Netherlands;2024;32
9366;Total male and female;20 to 24 years;American;Bonaire;2011;25
9367;Total male and female;20 to 24 years;American;Bonaire;2012;75
9368;Total male and female;20 to 24 years;American;Bonaire;2013;76
9369;Total male and female;20 to 24 years;American;Bonaire;2014;64
9370;Total male and female;20 to 24 years;American;Bonaire;2015;42
9371;Total male and female;20 to 24 years;American;Bonaire;2016;34
9372;Total male and female;20 to 24 years;American;Bonaire;2017;7
9373;Total male and female;20 to 24 years;American;Bonaire;2018;8
9374;Total male and female;20 to 24 years;American;Bonaire;2019;7
9375;Total male and female;20 to 24 years;American;Bonaire;2020;8
9376;Total male and female;20 to 24 years;American;Bonaire;2021;10
9377;Total male and female;20 to 24 years;American;Bonaire;2022;8
9378;Total male and female;20 to 24 years;American;Bonaire;2023;12
9379;Total male and female;20 to 24 years;American;Bonaire;2024;11
9380;Total male and female;20 to 24 years;American;St. Eustatius;2011;15
9381;Total male and female;20 to 24 years;American;St. Eustatius;2012;13
9382;Total male and female;20 to 24 years;American;St. Eustatius;2013;11
9383;Total male and female;20 to 24 years;American;St. Eustatius;2014;8
9384;Total male and female;20 to 24 years;American;St. Eustatius;2015;4
9385;Total male and female;20 to 24 years;American;St. Eustatius;2016;1
9386;Total male and female;20 to 24 years;American;St. Eustatius;2017;1
9387;Total male and female;20 to 24 years;American;St. Eustatius;2018;0
9388;Total male and female;20 to 24 years;American;St. Eustatius;2019;0
9389;Total male and female;20 to 24 years;American;St. Eustatius;2020;1
9390;Total male and female;20 to 24 years;American;St. Eustatius;2021;2
9391;Total male and female;20 to 24 years;American;St. Eustatius;2022;2
9392;Total male and female;20 to 24 years;American;St. Eustatius;2023;3
9393;Total male and female;20 to 24 years;American;St. Eustatius;2024;2
9394;Total male and female;20 to 24 years;American;Saba;2011;52
9395;Total male and female;20 to 24 years;American;Saba;2012;61
9396;Total male and female;20 to 24 years;American;Saba;2013;80
9397;Total male and female;20 to 24 years;American;Saba;2014;42
9398;Total male and female;20 to 24 years;American;Saba;2015;35
9399;Total male and female;20 to 24 years;American;Saba;2016;35
9400;Total male and female;20 to 24 years;American;Saba;2017;40
9401;Total male and female;20 to 24 years;American;Saba;2018;43
9402;Total male and female;20 to 24 years;American;Saba;2019;27
9403;Total male and female;20 to 24 years;American;Saba;2020;14
9404;Total male and female;20 to 24 years;American;Saba;2021;9
9405;Total male and female;20 to 24 years;American;Saba;2022;10
9406;Total male and female;20 to 24 years;American;Saba;2023;18
9407;Total male and female;20 to 24 years;American;Saba;2024;19
9408;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2011;136
9409;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2012;176
9410;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2013;213
9411;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2014;141
9412;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2015;92
9413;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2016;75
9414;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2017;48
9415;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2018;72
9416;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2019;42
9417;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2020;31
9418;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2021;16
9419;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2022;11
9420;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2023;19
9421;Total male and female;20 to 24 years;Canadian;Caribbean Netherlands;2024;24
9422;Total male and female;20 to 24 years;Canadian;Bonaire;2011;33
9423;Total male and female;20 to 24 years;Canadian;Bonaire;2012;50
9424;Total male and female;20 to 24 years;Canadian;Bonaire;2013;45
9425;Total male and female;20 to 24 years;Canadian;Bonaire;2014;36
9426;Total male and female;20 to 24 years;Canadian;Bonaire;2015;21
9427;Total male and female;20 to 24 years;Canadian;Bonaire;2016;13
9428;Total male and female;20 to 24 years;Canadian;Bonaire;2017;1
9429;Total male and female;20 to 24 years;Canadian;Bonaire;2018;0
9430;Total male and female;20 to 24 years;Canadian;Bonaire;2019;0
9431;Total male and female;20 to 24 years;Canadian;Bonaire;2020;0
9432;Total male and female;20 to 24 years;Canadian;Bonaire;2021;1
9433;Total male and female;20 to 24 years;Canadian;Bonaire;2022;1
9434;Total male and female;20 to 24 years;Canadian;Bonaire;2023;1
9435;Total male and female;20 to 24 years;Canadian;Bonaire;2024;1
9436;Total male and female;20 to 24 years;Canadian;St. Eustatius;2011;1
9437;Total male and female;20 to 24 years;Canadian;St. Eustatius;2012;4
9438;Total male and female;20 to 24 years;Canadian;St. Eustatius;2013;12
9439;Total male and female;20 to 24 years;Canadian;St. Eustatius;2014;5
9440;Total male and female;20 to 24 years;Canadian;St. Eustatius;2015;4
9441;Total male and female;20 to 24 years;Canadian;St. Eustatius;2016;0
9442;Total male and female;20 to 24 years;Canadian;St. Eustatius;2017;0
9443;Total male and female;20 to 24 years;Canadian;St. Eustatius;2018;0
9444;Total male and female;20 to 24 years;Canadian;St. Eustatius;2019;0
9445;Total male and female;20 to 24 years;Canadian;St. Eustatius;2020;0
9446;Total male and female;20 to 24 years;Canadian;St. Eustatius;2021;0
9447;Total male and female;20 to 24 years;Canadian;St. Eustatius;2022;0
9448;Total male and female;20 to 24 years;Canadian;St. Eustatius;2023;0
9449;Total male and female;20 to 24 years;Canadian;St. Eustatius;2024;0
9450;Total male and female;20 to 24 years;Canadian;Saba;2011;102
9451;Total male and female;20 to 24 years;Canadian;Saba;2012;122
9452;Total male and female;20 to 24 years;Canadian;Saba;2013;156
9453;Total male and female;20 to 24 years;Canadian;Saba;2014;100
9454;Total male and female;20 to 24 years;Canadian;Saba;2015;67
9455;Total male and female;20 to 24 years;Canadian;Saba;2016;62
9456;Total male and female;20 to 24 years;Canadian;Saba;2017;47
9457;Total male and female;20 to 24 years;Canadian;Saba;2018;72
9458;Total male and female;20 to 24 years;Canadian;Saba;2019;42
9459;Total male and female;20 to 24 years;Canadian;Saba;2020;31
9460;Total male and female;20 to 24 years;Canadian;Saba;2021;15
9461;Total male and female;20 to 24 years;Canadian;Saba;2022;10
9462;Total male and female;20 to 24 years;Canadian;Saba;2023;18
9463;Total male and female;20 to 24 years;Canadian;Saba;2024;23
9464;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2011;28
9465;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2012;25
9466;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2013;43
9467;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2014;48
9468;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2015;40
9469;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2016;42
9470;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2017;44
9471;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2018;44
9472;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2019;44
9473;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2020;39
9474;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2021;27
9475;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2022;22
9476;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2023;20
9477;Total male and female;20 to 24 years;Chinese;Caribbean Netherlands;2024;24
9478;Total male and female;20 to 24 years;Chinese;Bonaire;2011;22
9479;Total male and female;20 to 24 years;Chinese;Bonaire;2012;22
9480;Total male and female;20 to 24 years;Chinese;Bonaire;2013;39
9481;Total male and female;20 to 24 years;Chinese;Bonaire;2014;45
9482;Total male and female;20 to 24 years;Chinese;Bonaire;2015;37
9483;Total male and female;20 to 24 years;Chinese;Bonaire;2016;39
9484;Total male and female;20 to 24 years;Chinese;Bonaire;2017;42
9485;Total male and female;20 to 24 years;Chinese;Bonaire;2018;43
9486;Total male and female;20 to 24 years;Chinese;Bonaire;2019;43
9487;Total male and female;20 to 24 years;Chinese;Bonaire;2020;39
9488;Total male and female;20 to 24 years;Chinese;Bonaire;2021;27
9489;Total male and female;20 to 24 years;Chinese;Bonaire;2022;20
9490;Total male and female;20 to 24 years;Chinese;Bonaire;2023;18
9491;Total male and female;20 to 24 years;Chinese;Bonaire;2024;21
9492;Total male and female;20 to 24 years;Chinese;St. Eustatius;2011;5
9493;Total male and female;20 to 24 years;Chinese;St. Eustatius;2012;2
9494;Total male and female;20 to 24 years;Chinese;St. Eustatius;2013;3
9495;Total male and female;20 to 24 years;Chinese;St. Eustatius;2014;2
9496;Total male and female;20 to 24 years;Chinese;St. Eustatius;2015;3
9497;Total male and female;20 to 24 years;Chinese;St. Eustatius;2016;3
9498;Total male and female;20 to 24 years;Chinese;St. Eustatius;2017;2
9499;Total male and female;20 to 24 years;Chinese;St. Eustatius;2018;1
9500;Total male and female;20 to 24 years;Chinese;St. Eustatius;2019;1
9501;Total male and female;20 to 24 years;Chinese;St. Eustatius;2020;0
9502;Total male and female;20 to 24 years;Chinese;St. Eustatius;2021;0
9503;Total male and female;20 to 24 years;Chinese;St. Eustatius;2022;2
9504;Total male and female;20 to 24 years;Chinese;St. Eustatius;2023;2
9505;Total male and female;20 to 24 years;Chinese;St. Eustatius;2024;3
9506;Total male and female;20 to 24 years;Chinese;Saba;2011;1
9507;Total male and female;20 to 24 years;Chinese;Saba;2012;1
9508;Total male and female;20 to 24 years;Chinese;Saba;2013;1
9509;Total male and female;20 to 24 years;Chinese;Saba;2014;1
9510;Total male and female;20 to 24 years;Chinese;Saba;2015;0
9511;Total male and female;20 to 24 years;Chinese;Saba;2016;0
9512;Total male and female;20 to 24 years;Chinese;Saba;2017;0
9513;Total male and female;20 to 24 years;Chinese;Saba;2018;0
9514;Total male and female;20 to 24 years;Chinese;Saba;2019;0
9515;Total male and female;20 to 24 years;Chinese;Saba;2020;0
9516;Total male and female;20 to 24 years;Chinese;Saba;2021;0
9517;Total male and female;20 to 24 years;Chinese;Saba;2022;0
9518;Total male and female;20 to 24 years;Chinese;Saba;2023;0
9519;Total male and female;20 to 24 years;Chinese;Saba;2024;0
9520;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2011;2
9521;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2012;4
9522;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2013;6
9523;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2014;5
9524;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2015;5
9525;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2016;4
9526;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2017;3
9527;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2018;2
9528;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2019;1
9529;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2020;0
9530;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2021;0
9531;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2022;0
9532;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2023;0
9533;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2024;0
9534;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2011;0
9535;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2012;0
9536;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2013;0
9537;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2014;0
9538;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2015;0
9539;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2016;0
9540;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2017;0
9541;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2018;0
9542;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2019;0
9543;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2020;0
9544;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2021;0
9545;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2022;0
9546;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2023;0
9547;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Bonaire;2024;0
9548;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2011;1
9549;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2012;2
9550;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2013;5
9551;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2014;4
9552;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2015;4
9553;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2016;4
9554;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2017;3
9555;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2018;2
9556;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2019;1
9557;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2020;0
9558;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2021;0
9559;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2022;0
9560;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2023;0
9561;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2024;0
9562;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2011;1
9563;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2012;2
9564;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2013;1
9565;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2014;1
9566;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2015;1
9567;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2016;0
9568;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2017;0
9569;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2018;0
9570;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2019;0
9571;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2020;0
9572;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2021;0
9573;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2022;0
9574;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2023;0
9575;Total male and female;20 to 24 years;Citizen of Saint Kitts-Nevis;Saba;2024;0
9576;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2011;27
9577;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2012;31
9578;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2013;41
9579;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2014;44
9580;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2015;38
9581;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2016;35
9582;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2017;29
9583;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2018;32
9584;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2019;37
9585;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2020;32
9586;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2021;28
9587;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2022;32
9588;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2023;42
9589;Total male and female;20 to 24 years;Colombian;Caribbean Netherlands;2024;45
9590;Total male and female;20 to 24 years;Colombian;Bonaire;2011;26
9591;Total male and female;20 to 24 years;Colombian;Bonaire;2012;28
9592;Total male and female;20 to 24 years;Colombian;Bonaire;2013;37
9593;Total male and female;20 to 24 years;Colombian;Bonaire;2014;36
9594;Total male and female;20 to 24 years;Colombian;Bonaire;2015;27
9595;Total male and female;20 to 24 years;Colombian;Bonaire;2016;24
9596;Total male and female;20 to 24 years;Colombian;Bonaire;2017;20
9597;Total male and female;20 to 24 years;Colombian;Bonaire;2018;26
9598;Total male and female;20 to 24 years;Colombian;Bonaire;2019;34
9599;Total male and female;20 to 24 years;Colombian;Bonaire;2020;30
9600;Total male and female;20 to 24 years;Colombian;Bonaire;2021;27
9601;Total male and female;20 to 24 years;Colombian;Bonaire;2022;30
9602;Total male and female;20 to 24 years;Colombian;Bonaire;2023;39
9603;Total male and female;20 to 24 years;Colombian;Bonaire;2024;39
9604;Total male and female;20 to 24 years;Colombian;St. Eustatius;2011;0
9605;Total male and female;20 to 24 years;Colombian;St. Eustatius;2012;0
9606;Total male and female;20 to 24 years;Colombian;St. Eustatius;2013;0
9607;Total male and female;20 to 24 years;Colombian;St. Eustatius;2014;0
9608;Total male and female;20 to 24 years;Colombian;St. Eustatius;2015;0
9609;Total male and female;20 to 24 years;Colombian;St. Eustatius;2016;0
9610;Total male and female;20 to 24 years;Colombian;St. Eustatius;2017;0
9611;Total male and female;20 to 24 years;Colombian;St. Eustatius;2018;0
9612;Total male and female;20 to 24 years;Colombian;St. Eustatius;2019;0
9613;Total male and female;20 to 24 years;Colombian;St. Eustatius;2020;0
9614;Total male and female;20 to 24 years;Colombian;St. Eustatius;2021;0
9615;Total male and female;20 to 24 years;Colombian;St. Eustatius;2022;0
9616;Total male and female;20 to 24 years;Colombian;St. Eustatius;2023;0
9617;Total male and female;20 to 24 years;Colombian;St. Eustatius;2024;0
9618;Total male and female;20 to 24 years;Colombian;Saba;2011;1
9619;Total male and female;20 to 24 years;Colombian;Saba;2012;3
9620;Total male and female;20 to 24 years;Colombian;Saba;2013;4
9621;Total male and female;20 to 24 years;Colombian;Saba;2014;8
9622;Total male and female;20 to 24 years;Colombian;Saba;2015;11
9623;Total male and female;20 to 24 years;Colombian;Saba;2016;11
9624;Total male and female;20 to 24 years;Colombian;Saba;2017;9
9625;Total male and female;20 to 24 years;Colombian;Saba;2018;6
9626;Total male and female;20 to 24 years;Colombian;Saba;2019;3
9627;Total male and female;20 to 24 years;Colombian;Saba;2020;2
9628;Total male and female;20 to 24 years;Colombian;Saba;2021;1
9629;Total male and female;20 to 24 years;Colombian;Saba;2022;2
9630;Total male and female;20 to 24 years;Colombian;Saba;2023;3
9631;Total male and female;20 to 24 years;Colombian;Saba;2024;6
9632;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2011;37
9633;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2012;42
9634;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2013;46
9635;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2014;45
9636;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2015;46
9637;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2016;43
9638;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2017;51
9639;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2018;53
9640;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2019;45
9641;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2020;51
9642;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2021;57
9643;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2022;69
9644;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2023;79
9645;Total male and female;20 to 24 years;Dominican (from Republic);Caribbean Netherlands;2024;87
9646;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2011;24
9647;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2012;28
9648;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2013;30
9649;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2014;25
9650;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2015;26
9651;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2016;27
9652;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2017;34
9653;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2018;33
9654;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2019;30
9655;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2020;34
9656;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2021;39
9657;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2022;54
9658;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2023;66
9659;Total male and female;20 to 24 years;Dominican (from Republic);Bonaire;2024;71
9660;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2011;10
9661;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2012;11
9662;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2013;13
9663;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2014;15
9664;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2015;17
9665;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2016;12
9666;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2017;13
9667;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2018;15
9668;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2019;12
9669;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2020;12
9670;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2021;12
9671;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2022;10
9672;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2023;9
9673;Total male and female;20 to 24 years;Dominican (from Republic);St. Eustatius;2024;12
9674;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2011;3
9675;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2012;3
9676;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2013;3
9677;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2014;5
9678;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2015;3
9679;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2016;4
9680;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2017;4
9681;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2018;5
9682;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2019;3
9683;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2020;5
9684;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2021;6
9685;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2022;5
9686;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2023;4
9687;Total male and female;20 to 24 years;Dominican (from Republic);Saba;2024;4
9688;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2011;808
9689;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2012;839
9690;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2013;906
9691;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2014;978
9692;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2015;1010
9693;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2016;1034
9694;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2017;1048
9695;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2018;1034
9696;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2019;994
9697;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2020;971
9698;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2021;995
9699;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2022;1026
9700;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2023;1114
9701;Total male and female;20 to 24 years;Dutch;Caribbean Netherlands;2024;1092
9702;Total male and female;20 to 24 years;Dutch;Bonaire;2011;630
9703;Total male and female;20 to 24 years;Dutch;Bonaire;2012;659
9704;Total male and female;20 to 24 years;Dutch;Bonaire;2013;710
9705;Total male and female;20 to 24 years;Dutch;Bonaire;2014;778
9706;Total male and female;20 to 24 years;Dutch;Bonaire;2015;816
9707;Total male and female;20 to 24 years;Dutch;Bonaire;2016;840
9708;Total male and female;20 to 24 years;Dutch;Bonaire;2017;872
9709;Total male and female;20 to 24 years;Dutch;Bonaire;2018;848
9710;Total male and female;20 to 24 years;Dutch;Bonaire;2019;816
9711;Total male and female;20 to 24 years;Dutch;Bonaire;2020;802
