ID;Geslacht;Leeftijd;MigratieachtergrondEnGeneratie;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
5730;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2015;;
5731;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2016;;
5732;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2017;;
5733;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2018;;
5734;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2019;;
5735;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Eerstelijns psychologische zorg;2020;;
5736;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2009;268.0;
5737;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2010;285.0;
5738;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2011;270.0;
5739;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2012;231.0;
5740;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2013;272.0;
5741;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2014;;
5742;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2015;;
5743;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2016;;
5744;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2017;;
5745;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2018;;
5746;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2019;;
5747;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Tweedelijns geestelijke gezondheidszorg;2020;;
5748;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2009;7.0;
5749;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2010;14.0;
5750;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2011;18.0;
5751;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2012;21.0;
5752;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2013;20.0;
5753;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2014;21.0;
5754;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2015;3.0;
5755;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2016;4.0;
5756;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2017;8.0;1.8
5757;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2018;7.0;1.5
5758;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2019;13.0;2.6
5759;Totaal mannen en vrouwen;0 tot 65 jaar, gestandaardiseerd;Overige niet-westerse migratieachterg...;Overige zorgvormen;2020;7.0;2.4
5760;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2009;1073.0;
5761;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2010;1118.0;
5762;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2011;1137.0;
5763;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2012;1144.0;
5764;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2013;1191.0;
5765;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2014;1160.0;
5766;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2015;1054.0;
5767;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2016;1103.0;
5768;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2017;1133.0;99.3
5769;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2018;1189.0;99.3
5770;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2019;1255.0;99.3
5771;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Totaal alle zorgvormen;2020;1205.0;99.2
5772;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2009;102.0;
5773;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2010;105.0;
5774;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2011;119.0;
5775;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2012;114.0;
5776;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2013;115.0;
5777;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2014;124.0;
5778;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2015;125.0;
5779;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2016;127.0;
5780;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2017;127.0;98.6
5781;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2018;136.0;98.6
5782;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2019;145.0;98.6
5783;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Huisartsenzorg;2020;139.0;98.4
5784;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2009;;
5785;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2010;;
5786;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2011;;
5787;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2012;;
5788;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2013;;
5789;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2014;;
5790;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2015;5.0;
5791;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2016;5.0;
5792;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2017;5.0;32.1
5793;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2018;6.0;40.5
5794;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2019;6.0;41.8
5795;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Multidisciplinaire zorg;2020;9.0;53.7
5796;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2009;485.0;
5797;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2010;488.0;
5798;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2011;478.0;
5799;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2012;498.0;
5800;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2013;539.0;
5801;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2014;566.0;
5802;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2015;551.0;
5803;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2016;585.0;
5804;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2017;604.0;40.7
5805;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2018;622.0;40.9
5806;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2019;648.0;39.8
5807;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenhuiszorg;2020;615.0;34.1
5808;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2009;83.0;
5809;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2010;85.0;
5810;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2011;85.0;
5811;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2012;79.0;
5812;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2013;68.0;
5813;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2014;69.0;
5814;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2015;69.0;
5815;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2016;69.0;
5816;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2017;70.0;50.3
5817;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2018;79.0;50.6
5818;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2019;83.0;50.1
5819;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Farmacie;2020;83.0;45.0
5820;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2009;88.0;
5821;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2010;94.0;
5822;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2011;88.0;
5823;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2012;97.0;
5824;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2013;95.0;
5825;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2014;103.0;
5826;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2015;107.0;
5827;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2016;110.0;
5828;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2017;114.0;69.8
5829;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2018;118.0;69.7
5830;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2019;128.0;70.2
5831;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Mondzorg;2020;118.0;66.2
5832;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2009;1.0;
5833;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2010;1.0;
5834;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2011;1.0;
5835;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2012;1.0;
5836;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2013;1.0;
5837;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2014;1.0;
5838;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2015;1.0;
5839;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2016;1.0;
5840;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2017;1.0;0.1
5841;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2018;1.0;0.1
5842;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2019;1.0;0.1
5843;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geboortezorg;2020;1.0;0.1
5844;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2009;52.0;
5845;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2010;57.0;
5846;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2011;60.0;
5847;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2012;60.0;
5848;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2013;62.0;
5849;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2014;65.0;
5850;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2015;67.0;
5851;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2016;73.0;
5852;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2017;75.0;17.7
5853;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2018;78.0;18.2
5854;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2019;82.0;18.6
5855;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Paramedische zorg;2020;80.0;17.6
5856;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2009;29.0;
5857;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2010;30.0;
5858;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2011;31.0;
5859;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2012;31.0;
5860;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2013;29.0;
5861;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2014;29.0;
5862;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2015;29.0;
5863;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2016;29.0;
5864;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2017;28.0;6.4
5865;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2018;29.0;6.4
5866;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2019;31.0;6.5
5867;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Hulpmiddelen;2020;31.0;5.5
5868;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2009;11.0;
5869;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2010;11.0;
5870;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2011;11.0;
5871;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2012;11.0;
5872;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2013;12.0;
5873;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2014;12.0;
5874;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2015;11.0;
5875;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2016;12.0;
5876;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2017;11.0;1.2
5877;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2018;12.0;1.2
5878;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2019;12.0;1.2
5879;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Ziekenvervoer;2020;11.0;1.0
5880;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2009;6.0;
5881;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2010;7.0;
5882;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2011;6.0;
5883;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2012;6.0;
5884;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2013;6.0;
5885;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2014;6.0;
5886;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2015;6.0;
5887;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2016;5.0;
5888;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2017;6.0;1.3
5889;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2018;6.0;1.4
5890;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2019;7.0;1.3
5891;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Buitenland;2020;3.0;0.5
5892;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2009;;
5893;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2010;;
5894;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2011;;
5895;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2012;;
5896;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2013;;
5897;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2014;13.0;
5898;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2015;2.0;
5899;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2016;1.0;
5900;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2017;2.0;0.2
5901;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2018;2.0;0.2
5902;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2019;2.0;0.2
5903;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Generalistische basis GGZ;2020;2.0;0.2
5904;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2009;;
5905;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2010;;
5906;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2011;;
5907;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2012;;
5908;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2013;;
5909;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2014;167.0;
5910;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2015;27.0;
5911;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2016;28.0;
5912;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2017;30.0;0.4
5913;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2018;34.0;0.5
5914;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2019;38.0;0.5
5915;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Gespecialiseerde GGZ;2020;41.0;0.5
5916;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2009;;
5917;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2010;;
5918;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2011;;
5919;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2012;;
5920;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2013;0.0;
5921;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2014;;
5922;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2015;0.0;
5923;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2016;;
5924;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2017;0.0;0.0
5925;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2018;0.0;0.0
5926;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2019;0.0;0.0
5927;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Geriatrische revalidatiezorg;2020;;
5928;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2009;;
5929;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2010;;
5930;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2011;;
5931;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2012;;
5932;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2013;;
5933;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2014;;
5934;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2015;25.0;
5935;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2016;26.0;
5936;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2017;28.0;0.2
5937;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2018;34.0;0.3
5938;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2019;33.0;0.3
5939;Totaal mannen en vrouwen;0 tot 20 jaar;Totaal migratieachtergrond en generatie;Verpleging en verzorging;2020;31.0;0.3
