ID;ReIntegratievoorzieningen;RegioS;Perioden;NieuweVoorzieningen_1;BeeindigdeVoorzieningen_2
3962;Totaal re-integratievoorzieningen;Bedum;2017 maart;20.0;20.0
3963;Totaal re-integratievoorzieningen;Bedum;2017 april;10.0;10.0
3964;Totaal re-integratievoorzieningen;Bedum;2017 mei;10.0;10.0
3965;Totaal re-integratievoorzieningen;Bedum;2017 juni;10.0;10.0
3966;Totaal re-integratievoorzieningen;Bedum;2017 juli;10.0;10.0
3967;Totaal re-integratievoorzieningen;Bedum;2017 augustus;10.0;10.0
3968;Totaal re-integratievoorzieningen;Bedum;2017 september;10.0;0.0
3969;Totaal re-integratievoorzieningen;Bedum;2017 oktober;10.0;0.0
3970;Totaal re-integratievoorzieningen;Bedum;2017 november;10.0;0.0
3971;Totaal re-integratievoorzieningen;Bedum;2017 december;10.0;10.0
3972;Totaal re-integratievoorzieningen;Bedum;2018 januari;10.0;0.0
3973;Totaal re-integratievoorzieningen;Bedum;2018 februari;10.0;10.0
3974;Totaal re-integratievoorzieningen;Bedum;2018 maart;20.0;10.0
3975;Totaal re-integratievoorzieningen;Bedum;2018 april;10.0;10.0
3976;Totaal re-integratievoorzieningen;Bedum;2018 mei;0.0;0.0
3977;Totaal re-integratievoorzieningen;Bedum;2018 juni;0.0;0.0
3978;Totaal re-integratievoorzieningen;Bedum;2018 juli;20.0;10.0
3979;Totaal re-integratievoorzieningen;Bedum;2018 augustus;0.0;10.0
3980;Totaal re-integratievoorzieningen;Bedum;2018 september;10.0;10.0
3981;Totaal re-integratievoorzieningen;Bedum;2018 oktober;10.0;10.0
3982;Totaal re-integratievoorzieningen;Bedum;2018 november;0.0;0.0
3983;Totaal re-integratievoorzieningen;Bedum;2018 december;0.0;10.0
3984;Totaal re-integratievoorzieningen;Beek (L.);2015 januari;0.0;0.0
3985;Totaal re-integratievoorzieningen;Beek (L.);2015 februari;0.0;10.0
3986;Totaal re-integratievoorzieningen;Beek (L.);2015 maart;10.0;0.0
3987;Totaal re-integratievoorzieningen;Beek (L.);2015 april;0.0;0.0
3988;Totaal re-integratievoorzieningen;Beek (L.);2015 mei;0.0;0.0
3989;Totaal re-integratievoorzieningen;Beek (L.);2015 juni;0.0;0.0
3990;Totaal re-integratievoorzieningen;Beek (L.);2015 juli;0.0;0.0
3991;Totaal re-integratievoorzieningen;Beek (L.);2015 augustus;0.0;0.0
3992;Totaal re-integratievoorzieningen;Beek (L.);2015 september;0.0;0.0
3993;Totaal re-integratievoorzieningen;Beek (L.);2015 oktober;0.0;0.0
3994;Totaal re-integratievoorzieningen;Beek (L.);2015 november;0.0;0.0
3995;Totaal re-integratievoorzieningen;Beek (L.);2015 december;0.0;0.0
3996;Totaal re-integratievoorzieningen;Beek (L.);2016 januari;0.0;0.0
3997;Totaal re-integratievoorzieningen;Beek (L.);2016 februari;0.0;0.0
3998;Totaal re-integratievoorzieningen;Beek (L.);2016 maart;0.0;0.0
3999;Totaal re-integratievoorzieningen;Beek (L.);2016 april;10.0;0.0
4000;Totaal re-integratievoorzieningen;Beek (L.);2016 mei;0.0;0.0
4001;Totaal re-integratievoorzieningen;Beek (L.);2016 juni;0.0;0.0
4002;Totaal re-integratievoorzieningen;Beek (L.);2016 juli;0.0;0.0
4003;Totaal re-integratievoorzieningen;Beek (L.);2016 augustus;0.0;0.0
4004;Totaal re-integratievoorzieningen;Beek (L.);2016 september;0.0;0.0
4005;Totaal re-integratievoorzieningen;Beek (L.);2016 oktober;0.0;0.0
4006;Totaal re-integratievoorzieningen;Beek (L.);2016 november;0.0;0.0
4007;Totaal re-integratievoorzieningen;Beek (L.);2016 december;0.0;0.0
4008;Totaal re-integratievoorzieningen;Beek (L.);2017 januari;10.0;0.0
4009;Totaal re-integratievoorzieningen;Beek (L.);2017 februari;0.0;0.0
4010;Totaal re-integratievoorzieningen;Beek (L.);2017 maart;0.0;0.0
4011;Totaal re-integratievoorzieningen;Beek (L.);2017 april;0.0;0.0
4012;Totaal re-integratievoorzieningen;Beek (L.);2017 mei;0.0;0.0
4013;Totaal re-integratievoorzieningen;Beek (L.);2017 juni;0.0;0.0
4014;Totaal re-integratievoorzieningen;Beek (L.);2017 juli;0.0;0.0
4015;Totaal re-integratievoorzieningen;Beek (L.);2017 augustus;0.0;0.0
4016;Totaal re-integratievoorzieningen;Beek (L.);2017 september;0.0;0.0
4017;Totaal re-integratievoorzieningen;Beek (L.);2017 oktober;0.0;0.0
4018;Totaal re-integratievoorzieningen;Beek (L.);2017 november;0.0;0.0
4019;Totaal re-integratievoorzieningen;Beek (L.);2017 december;0.0;0.0
4020;Totaal re-integratievoorzieningen;Beek (L.);2018 januari;0.0;0.0
4021;Totaal re-integratievoorzieningen;Beek (L.);2018 februari;0.0;0.0
4022;Totaal re-integratievoorzieningen;Beek (L.);2018 maart;0.0;0.0
4023;Totaal re-integratievoorzieningen;Beek (L.);2018 april;0.0;0.0
4024;Totaal re-integratievoorzieningen;Beek (L.);2018 mei;0.0;0.0
4025;Totaal re-integratievoorzieningen;Beek (L.);2018 juni;0.0;0.0
4026;Totaal re-integratievoorzieningen;Beek (L.);2018 juli;0.0;0.0
4027;Totaal re-integratievoorzieningen;Beek (L.);2018 augustus;0.0;0.0
4028;Totaal re-integratievoorzieningen;Beek (L.);2018 september;10.0;0.0
4029;Totaal re-integratievoorzieningen;Beek (L.);2018 oktober;10.0;0.0
4030;Totaal re-integratievoorzieningen;Beek (L.);2018 november;0.0;0.0
4031;Totaal re-integratievoorzieningen;Beek (L.);2018 december;0.0;10.0
4032;Totaal re-integratievoorzieningen;Beemster;2015 januari;0.0;0.0
4033;Totaal re-integratievoorzieningen;Beemster;2015 februari;10.0;0.0
4034;Totaal re-integratievoorzieningen;Beemster;2015 maart;0.0;0.0
4035;Totaal re-integratievoorzieningen;Beemster;2015 april;0.0;0.0
4036;Totaal re-integratievoorzieningen;Beemster;2015 mei;0.0;0.0
4037;Totaal re-integratievoorzieningen;Beemster;2015 juni;10.0;0.0
4038;Totaal re-integratievoorzieningen;Beemster;2015 juli;10.0;0.0
4039;Totaal re-integratievoorzieningen;Beemster;2015 augustus;0.0;0.0
4040;Totaal re-integratievoorzieningen;Beemster;2015 september;0.0;0.0
4041;Totaal re-integratievoorzieningen;Beemster;2015 oktober;0.0;0.0
4042;Totaal re-integratievoorzieningen;Beemster;2015 november;0.0;0.0
4043;Totaal re-integratievoorzieningen;Beemster;2015 december;0.0;0.0
4044;Totaal re-integratievoorzieningen;Beemster;2016 januari;0.0;0.0
4045;Totaal re-integratievoorzieningen;Beemster;2016 februari;0.0;0.0
4046;Totaal re-integratievoorzieningen;Beemster;2016 maart;0.0;0.0
4047;Totaal re-integratievoorzieningen;Beemster;2016 april;0.0;0.0
4048;Totaal re-integratievoorzieningen;Beemster;2016 mei;0.0;0.0
4049;Totaal re-integratievoorzieningen;Beemster;2016 juni;0.0;0.0
4050;Totaal re-integratievoorzieningen;Beemster;2016 juli;0.0;0.0
4051;Totaal re-integratievoorzieningen;Beemster;2016 augustus;0.0;0.0
4052;Totaal re-integratievoorzieningen;Beemster;2016 september;0.0;0.0
4053;Totaal re-integratievoorzieningen;Beemster;2016 oktober;0.0;0.0
4054;Totaal re-integratievoorzieningen;Beemster;2016 november;0.0;0.0
4055;Totaal re-integratievoorzieningen;Beemster;2016 december;0.0;0.0
4056;Totaal re-integratievoorzieningen;Beemster;2017 januari;0.0;0.0
4057;Totaal re-integratievoorzieningen;Beemster;2017 februari;0.0;0.0
4058;Totaal re-integratievoorzieningen;Beemster;2017 maart;0.0;0.0
4059;Totaal re-integratievoorzieningen;Beemster;2017 april;0.0;0.0
4060;Totaal re-integratievoorzieningen;Beemster;2017 mei;0.0;0.0
4061;Totaal re-integratievoorzieningen;Beemster;2017 juni;0.0;0.0
4062;Totaal re-integratievoorzieningen;Beemster;2017 juli;0.0;0.0
4063;Totaal re-integratievoorzieningen;Beemster;2017 augustus;0.0;0.0
4064;Totaal re-integratievoorzieningen;Beemster;2017 september;0.0;0.0
4065;Totaal re-integratievoorzieningen;Beemster;2017 oktober;0.0;0.0
4066;Totaal re-integratievoorzieningen;Beemster;2017 november;0.0;0.0
4067;Totaal re-integratievoorzieningen;Beemster;2017 december;0.0;0.0
4068;Totaal re-integratievoorzieningen;Beemster;2018 januari;0.0;0.0
4069;Totaal re-integratievoorzieningen;Beemster;2018 februari;0.0;0.0
4070;Totaal re-integratievoorzieningen;Beemster;2018 maart;0.0;0.0
4071;Totaal re-integratievoorzieningen;Beemster;2018 april;0.0;0.0
4072;Totaal re-integratievoorzieningen;Beemster;2018 mei;0.0;0.0
4073;Totaal re-integratievoorzieningen;Beemster;2018 juni;0.0;0.0
4074;Totaal re-integratievoorzieningen;Beemster;2018 juli;0.0;0.0
4075;Totaal re-integratievoorzieningen;Beemster;2018 augustus;0.0;0.0
4076;Totaal re-integratievoorzieningen;Beemster;2018 september;0.0;0.0
4077;Totaal re-integratievoorzieningen;Beemster;2018 oktober;10.0;10.0
4078;Totaal re-integratievoorzieningen;Beemster;2018 november;0.0;0.0
4079;Totaal re-integratievoorzieningen;Beemster;2018 december;0.0;0.0
4080;Totaal re-integratievoorzieningen;Beesel;2015 januari;0.0;10.0
4081;Totaal re-integratievoorzieningen;Beesel;2015 februari;0.0;0.0
4082;Totaal re-integratievoorzieningen;Beesel;2015 maart;0.0;0.0
4083;Totaal re-integratievoorzieningen;Beesel;2015 april;10.0;0.0
4084;Totaal re-integratievoorzieningen;Beesel;2015 mei;0.0;0.0
4085;Totaal re-integratievoorzieningen;Beesel;2015 juni;0.0;0.0
4086;Totaal re-integratievoorzieningen;Beesel;2015 juli;0.0;0.0
4087;Totaal re-integratievoorzieningen;Beesel;2015 augustus;0.0;0.0
4088;Totaal re-integratievoorzieningen;Beesel;2015 september;0.0;0.0
4089;Totaal re-integratievoorzieningen;Beesel;2015 oktober;0.0;0.0
4090;Totaal re-integratievoorzieningen;Beesel;2015 november;0.0;0.0
4091;Totaal re-integratievoorzieningen;Beesel;2015 december;0.0;0.0
4092;Totaal re-integratievoorzieningen;Beesel;2016 januari;0.0;0.0
4093;Totaal re-integratievoorzieningen;Beesel;2016 februari;0.0;0.0
4094;Totaal re-integratievoorzieningen;Beesel;2016 maart;0.0;0.0
4095;Totaal re-integratievoorzieningen;Beesel;2016 april;0.0;0.0
4096;Totaal re-integratievoorzieningen;Beesel;2016 mei;0.0;0.0
4097;Totaal re-integratievoorzieningen;Beesel;2016 juni;0.0;0.0
4098;Totaal re-integratievoorzieningen;Beesel;2016 juli;0.0;0.0
4099;Totaal re-integratievoorzieningen;Beesel;2016 augustus;0.0;0.0
4100;Totaal re-integratievoorzieningen;Beesel;2016 september;0.0;0.0
4101;Totaal re-integratievoorzieningen;Beesel;2016 oktober;0.0;0.0
4102;Totaal re-integratievoorzieningen;Beesel;2016 november;0.0;0.0
4103;Totaal re-integratievoorzieningen;Beesel;2016 december;0.0;0.0
4104;Totaal re-integratievoorzieningen;Beesel;2017 januari;0.0;0.0
4105;Totaal re-integratievoorzieningen;Beesel;2017 februari;0.0;0.0
4106;Totaal re-integratievoorzieningen;Beesel;2017 maart;10.0;10.0
4107;Totaal re-integratievoorzieningen;Beesel;2017 april;0.0;0.0
4108;Totaal re-integratievoorzieningen;Beesel;2017 mei;0.0;0.0
4109;Totaal re-integratievoorzieningen;Beesel;2017 juni;0.0;0.0
4110;Totaal re-integratievoorzieningen;Beesel;2017 juli;0.0;0.0
4111;Totaal re-integratievoorzieningen;Beesel;2017 augustus;0.0;0.0
4112;Totaal re-integratievoorzieningen;Beesel;2017 september;0.0;0.0
4113;Totaal re-integratievoorzieningen;Beesel;2017 oktober;0.0;10.0
4114;Totaal re-integratievoorzieningen;Beesel;2017 november;10.0;0.0
4115;Totaal re-integratievoorzieningen;Beesel;2017 december;0.0;0.0
4116;Totaal re-integratievoorzieningen;Beesel;2018 januari;10.0;0.0
4117;Totaal re-integratievoorzieningen;Beesel;2018 februari;0.0;0.0
4118;Totaal re-integratievoorzieningen;Beesel;2018 maart;0.0;0.0
4119;Totaal re-integratievoorzieningen;Beesel;2018 april;0.0;10.0
4120;Totaal re-integratievoorzieningen;Beesel;2018 mei;10.0;0.0
4121;Totaal re-integratievoorzieningen;Beesel;2018 juni;0.0;0.0
4122;Totaal re-integratievoorzieningen;Beesel;2018 juli;0.0;0.0
4123;Totaal re-integratievoorzieningen;Beesel;2018 augustus;0.0;0.0
4124;Totaal re-integratievoorzieningen;Beesel;2018 september;0.0;0.0
4125;Totaal re-integratievoorzieningen;Beesel;2018 oktober;0.0;0.0
4126;Totaal re-integratievoorzieningen;Beesel;2018 november;0.0;0.0
4127;Totaal re-integratievoorzieningen;Beesel;2018 december;0.0;10.0
4128;Totaal re-integratievoorzieningen;Bellingwedde;2015 januari;10.0;0.0
4129;Totaal re-integratievoorzieningen;Bellingwedde;2015 februari;10.0;10.0
4130;Totaal re-integratievoorzieningen;Bellingwedde;2015 maart;20.0;30.0
4131;Totaal re-integratievoorzieningen;Bellingwedde;2015 april;10.0;20.0
4132;Totaal re-integratievoorzieningen;Bellingwedde;2015 mei;10.0;10.0
4133;Totaal re-integratievoorzieningen;Bellingwedde;2015 juni;10.0;10.0
4134;Totaal re-integratievoorzieningen;Bellingwedde;2015 juli;10.0;10.0
4135;Totaal re-integratievoorzieningen;Bellingwedde;2015 augustus;10.0;10.0
4136;Totaal re-integratievoorzieningen;Bellingwedde;2015 september;30.0;10.0
4137;Totaal re-integratievoorzieningen;Bellingwedde;2015 oktober;20.0;20.0
4138;Totaal re-integratievoorzieningen;Bellingwedde;2015 november;30.0;30.0
4139;Totaal re-integratievoorzieningen;Bellingwedde;2015 december;10.0;10.0
4140;Totaal re-integratievoorzieningen;Bellingwedde;2016 januari;30.0;20.0
4141;Totaal re-integratievoorzieningen;Bellingwedde;2016 februari;40.0;40.0
4142;Totaal re-integratievoorzieningen;Bellingwedde;2016 maart;20.0;20.0
4143;Totaal re-integratievoorzieningen;Bellingwedde;2016 april;40.0;40.0
4144;Totaal re-integratievoorzieningen;Bellingwedde;2016 mei;20.0;20.0
4145;Totaal re-integratievoorzieningen;Bellingwedde;2016 juni;20.0;10.0
4146;Totaal re-integratievoorzieningen;Bellingwedde;2016 juli;30.0;20.0
4147;Totaal re-integratievoorzieningen;Bellingwedde;2016 augustus;10.0;10.0
4148;Totaal re-integratievoorzieningen;Bellingwedde;2016 september;20.0;10.0
4149;Totaal re-integratievoorzieningen;Bellingwedde;2016 oktober;30.0;30.0
4150;Totaal re-integratievoorzieningen;Bellingwedde;2016 november;30.0;20.0
4151;Totaal re-integratievoorzieningen;Bellingwedde;2016 december;20.0;20.0
4152;Totaal re-integratievoorzieningen;Bellingwedde;2017 januari;30.0;20.0
4153;Totaal re-integratievoorzieningen;Bellingwedde;2017 februari;50.0;30.0
4154;Totaal re-integratievoorzieningen;Bellingwedde;2017 maart;30.0;40.0
4155;Totaal re-integratievoorzieningen;Bellingwedde;2017 april;20.0;20.0
4156;Totaal re-integratievoorzieningen;Bellingwedde;2017 mei;20.0;10.0
4157;Totaal re-integratievoorzieningen;Bellingwedde;2017 juni;10.0;10.0
4158;Totaal re-integratievoorzieningen;Bellingwedde;2017 juli;10.0;10.0
4159;Totaal re-integratievoorzieningen;Bellingwedde;2017 augustus;10.0;0.0
4160;Totaal re-integratievoorzieningen;Bellingwedde;2017 september;20.0;10.0
4161;Totaal re-integratievoorzieningen;Bellingwedde;2017 oktober;30.0;10.0
4162;Totaal re-integratievoorzieningen;Bellingwedde;2017 november;30.0;10.0
4163;Totaal re-integratievoorzieningen;Bellingwedde;2017 december;10.0;0.0
4164;Totaal re-integratievoorzieningen;Bellingwedde;2018 januari;;
4165;Totaal re-integratievoorzieningen;Bellingwedde;2018 februari;;
4166;Totaal re-integratievoorzieningen;Bellingwedde;2018 maart;;
4167;Totaal re-integratievoorzieningen;Bellingwedde;2018 april;;
4168;Totaal re-integratievoorzieningen;Bellingwedde;2018 mei;;
4169;Totaal re-integratievoorzieningen;Bellingwedde;2018 juni;;
4170;Totaal re-integratievoorzieningen;Bellingwedde;2018 juli;;
4171;Totaal re-integratievoorzieningen;Bellingwedde;2018 augustus;;
4172;Totaal re-integratievoorzieningen;Bellingwedde;2018 september;;
4173;Totaal re-integratievoorzieningen;Bellingwedde;2018 oktober;;
4174;Totaal re-integratievoorzieningen;Bellingwedde;2018 november;;
4175;Totaal re-integratievoorzieningen;Bellingwedde;2018 december;;
4176;Totaal re-integratievoorzieningen;Berg en Dal;2015 januari;;
4177;Totaal re-integratievoorzieningen;Berg en Dal;2015 februari;;
4178;Totaal re-integratievoorzieningen;Berg en Dal;2015 maart;;
4179;Totaal re-integratievoorzieningen;Berg en Dal;2015 april;;
4180;Totaal re-integratievoorzieningen;Berg en Dal;2015 mei;;
4181;Totaal re-integratievoorzieningen;Berg en Dal;2015 juni;;
4182;Totaal re-integratievoorzieningen;Berg en Dal;2015 juli;;
4183;Totaal re-integratievoorzieningen;Berg en Dal;2015 augustus;;
4184;Totaal re-integratievoorzieningen;Berg en Dal;2015 september;;
4185;Totaal re-integratievoorzieningen;Berg en Dal;2015 oktober;;
4186;Totaal re-integratievoorzieningen;Berg en Dal;2015 november;;
4187;Totaal re-integratievoorzieningen;Berg en Dal;2015 december;;
4188;Totaal re-integratievoorzieningen;Berg en Dal;2016 januari;0.0;0.0
4189;Totaal re-integratievoorzieningen;Berg en Dal;2016 februari;10.0;0.0
4190;Totaal re-integratievoorzieningen;Berg en Dal;2016 maart;10.0;0.0
4191;Totaal re-integratievoorzieningen;Berg en Dal;2016 april;10.0;10.0
4192;Totaal re-integratievoorzieningen;Berg en Dal;2016 mei;10.0;10.0
4193;Totaal re-integratievoorzieningen;Berg en Dal;2016 juni;10.0;0.0
4194;Totaal re-integratievoorzieningen;Berg en Dal;2016 juli;0.0;0.0
4195;Totaal re-integratievoorzieningen;Berg en Dal;2016 augustus;10.0;0.0
4196;Totaal re-integratievoorzieningen;Berg en Dal;2016 september;10.0;0.0
4197;Totaal re-integratievoorzieningen;Berg en Dal;2016 oktober;10.0;0.0
4198;Totaal re-integratievoorzieningen;Berg en Dal;2016 november;10.0;10.0
4199;Totaal re-integratievoorzieningen;Berg en Dal;2016 december;10.0;0.0
4200;Totaal re-integratievoorzieningen;Berg en Dal;2017 januari;0.0;10.0
4201;Totaal re-integratievoorzieningen;Berg en Dal;2017 februari;10.0;0.0
4202;Totaal re-integratievoorzieningen;Berg en Dal;2017 maart;10.0;0.0
4203;Totaal re-integratievoorzieningen;Berg en Dal;2017 april;10.0;0.0
4204;Totaal re-integratievoorzieningen;Berg en Dal;2017 mei;10.0;0.0
4205;Totaal re-integratievoorzieningen;Berg en Dal;2017 juni;0.0;0.0
4206;Totaal re-integratievoorzieningen;Berg en Dal;2017 juli;10.0;10.0
4207;Totaal re-integratievoorzieningen;Berg en Dal;2017 augustus;10.0;0.0
4208;Totaal re-integratievoorzieningen;Berg en Dal;2017 september;10.0;0.0
4209;Totaal re-integratievoorzieningen;Berg en Dal;2017 oktober;20.0;10.0
4210;Totaal re-integratievoorzieningen;Berg en Dal;2017 november;10.0;10.0
4211;Totaal re-integratievoorzieningen;Berg en Dal;2017 december;0.0;10.0
4212;Totaal re-integratievoorzieningen;Berg en Dal;2018 januari;10.0;10.0
4213;Totaal re-integratievoorzieningen;Berg en Dal;2018 februari;10.0;0.0
4214;Totaal re-integratievoorzieningen;Berg en Dal;2018 maart;20.0;0.0
4215;Totaal re-integratievoorzieningen;Berg en Dal;2018 april;10.0;10.0
4216;Totaal re-integratievoorzieningen;Berg en Dal;2018 mei;10.0;0.0
4217;Totaal re-integratievoorzieningen;Berg en Dal;2018 juni;10.0;0.0
4218;Totaal re-integratievoorzieningen;Berg en Dal;2018 juli;10.0;0.0
4219;Totaal re-integratievoorzieningen;Berg en Dal;2018 augustus;10.0;0.0
4220;Totaal re-integratievoorzieningen;Berg en Dal;2018 september;10.0;0.0
4221;Totaal re-integratievoorzieningen;Berg en Dal;2018 oktober;10.0;0.0
4222;Totaal re-integratievoorzieningen;Berg en Dal;2018 november;10.0;10.0
4223;Totaal re-integratievoorzieningen;Berg en Dal;2018 december;0.0;10.0
4224;Totaal re-integratievoorzieningen;Bergeijk;2015 januari;0.0;0.0
4225;Totaal re-integratievoorzieningen;Bergeijk;2015 februari;0.0;0.0
4226;Totaal re-integratievoorzieningen;Bergeijk;2015 maart;0.0;0.0
4227;Totaal re-integratievoorzieningen;Bergeijk;2015 april;0.0;0.0
4228;Totaal re-integratievoorzieningen;Bergeijk;2015 mei;0.0;0.0
4229;Totaal re-integratievoorzieningen;Bergeijk;2015 juni;0.0;0.0
4230;Totaal re-integratievoorzieningen;Bergeijk;2015 juli;0.0;10.0
4231;Totaal re-integratievoorzieningen;Bergeijk;2015 augustus;0.0;0.0
4232;Totaal re-integratievoorzieningen;Bergeijk;2015 september;0.0;0.0
4233;Totaal re-integratievoorzieningen;Bergeijk;2015 oktober;0.0;0.0
4234;Totaal re-integratievoorzieningen;Bergeijk;2015 november;0.0;0.0
4235;Totaal re-integratievoorzieningen;Bergeijk;2015 december;0.0;0.0
4236;Totaal re-integratievoorzieningen;Bergeijk;2016 januari;0.0;0.0
4237;Totaal re-integratievoorzieningen;Bergeijk;2016 februari;0.0;0.0
4238;Totaal re-integratievoorzieningen;Bergeijk;2016 maart;0.0;0.0
4239;Totaal re-integratievoorzieningen;Bergeijk;2016 april;0.0;0.0
4240;Totaal re-integratievoorzieningen;Bergeijk;2016 mei;0.0;0.0
4241;Totaal re-integratievoorzieningen;Bergeijk;2016 juni;0.0;0.0
4242;Totaal re-integratievoorzieningen;Bergeijk;2016 juli;0.0;0.0
4243;Totaal re-integratievoorzieningen;Bergeijk;2016 augustus;0.0;0.0
4244;Totaal re-integratievoorzieningen;Bergeijk;2016 september;10.0;0.0
4245;Totaal re-integratievoorzieningen;Bergeijk;2016 oktober;10.0;10.0
4246;Totaal re-integratievoorzieningen;Bergeijk;2016 november;10.0;10.0
4247;Totaal re-integratievoorzieningen;Bergeijk;2016 december;10.0;0.0
4248;Totaal re-integratievoorzieningen;Bergeijk;2017 januari;0.0;10.0
4249;Totaal re-integratievoorzieningen;Bergeijk;2017 februari;10.0;0.0
4250;Totaal re-integratievoorzieningen;Bergeijk;2017 maart;10.0;0.0
4251;Totaal re-integratievoorzieningen;Bergeijk;2017 april;10.0;10.0
4252;Totaal re-integratievoorzieningen;Bergeijk;2017 mei;10.0;10.0
4253;Totaal re-integratievoorzieningen;Bergeijk;2017 juni;0.0;0.0
4254;Totaal re-integratievoorzieningen;Bergeijk;2017 juli;10.0;0.0
4255;Totaal re-integratievoorzieningen;Bergeijk;2017 augustus;10.0;0.0
4256;Totaal re-integratievoorzieningen;Bergeijk;2017 september;10.0;10.0
4257;Totaal re-integratievoorzieningen;Bergeijk;2017 oktober;10.0;10.0
4258;Totaal re-integratievoorzieningen;Bergeijk;2017 november;0.0;10.0
4259;Totaal re-integratievoorzieningen;Bergeijk;2017 december;10.0;0.0
4260;Totaal re-integratievoorzieningen;Bergeijk;2018 januari;10.0;10.0
4261;Totaal re-integratievoorzieningen;Bergeijk;2018 februari;10.0;0.0
4262;Totaal re-integratievoorzieningen;Bergeijk;2018 maart;10.0;0.0
4263;Totaal re-integratievoorzieningen;Bergeijk;2018 april;10.0;10.0
4264;Totaal re-integratievoorzieningen;Bergeijk;2018 mei;0.0;10.0
4265;Totaal re-integratievoorzieningen;Bergeijk;2018 juni;10.0;10.0
4266;Totaal re-integratievoorzieningen;Bergeijk;2018 juli;10.0;10.0
4267;Totaal re-integratievoorzieningen;Bergeijk;2018 augustus;0.0;0.0
4268;Totaal re-integratievoorzieningen;Bergeijk;2018 september;10.0;0.0
4269;Totaal re-integratievoorzieningen;Bergeijk;2018 oktober;10.0;20.0
4270;Totaal re-integratievoorzieningen;Bergeijk;2018 november;10.0;0.0
4271;Totaal re-integratievoorzieningen;Bergeijk;2018 december;10.0;10.0
4272;Totaal re-integratievoorzieningen;Bergen (L.);2015 januari;0.0;0.0
4273;Totaal re-integratievoorzieningen;Bergen (L.);2015 februari;0.0;0.0
4274;Totaal re-integratievoorzieningen;Bergen (L.);2015 maart;20.0;0.0
4275;Totaal re-integratievoorzieningen;Bergen (L.);2015 april;10.0;0.0
4276;Totaal re-integratievoorzieningen;Bergen (L.);2015 mei;10.0;0.0
4277;Totaal re-integratievoorzieningen;Bergen (L.);2015 juni;0.0;0.0
4278;Totaal re-integratievoorzieningen;Bergen (L.);2015 juli;10.0;10.0
4279;Totaal re-integratievoorzieningen;Bergen (L.);2015 augustus;0.0;0.0
4280;Totaal re-integratievoorzieningen;Bergen (L.);2015 september;10.0;0.0
4281;Totaal re-integratievoorzieningen;Bergen (L.);2015 oktober;10.0;0.0
4282;Totaal re-integratievoorzieningen;Bergen (L.);2015 november;0.0;0.0
4283;Totaal re-integratievoorzieningen;Bergen (L.);2015 december;0.0;0.0
4284;Totaal re-integratievoorzieningen;Bergen (L.);2016 januari;0.0;0.0
4285;Totaal re-integratievoorzieningen;Bergen (L.);2016 februari;0.0;10.0
4286;Totaal re-integratievoorzieningen;Bergen (L.);2016 maart;0.0;0.0
4287;Totaal re-integratievoorzieningen;Bergen (L.);2016 april;10.0;0.0
4288;Totaal re-integratievoorzieningen;Bergen (L.);2016 mei;10.0;0.0
4289;Totaal re-integratievoorzieningen;Bergen (L.);2016 juni;0.0;0.0
4290;Totaal re-integratievoorzieningen;Bergen (L.);2016 juli;0.0;0.0
4291;Totaal re-integratievoorzieningen;Bergen (L.);2016 augustus;10.0;0.0
4292;Totaal re-integratievoorzieningen;Bergen (L.);2016 september;10.0;0.0
4293;Totaal re-integratievoorzieningen;Bergen (L.);2016 oktober;10.0;0.0
4294;Totaal re-integratievoorzieningen;Bergen (L.);2016 november;10.0;0.0
4295;Totaal re-integratievoorzieningen;Bergen (L.);2016 december;0.0;0.0
4296;Totaal re-integratievoorzieningen;Bergen (L.);2017 januari;0.0;0.0
4297;Totaal re-integratievoorzieningen;Bergen (L.);2017 februari;10.0;10.0
4298;Totaal re-integratievoorzieningen;Bergen (L.);2017 maart;10.0;0.0
4299;Totaal re-integratievoorzieningen;Bergen (L.);2017 april;10.0;0.0
4300;Totaal re-integratievoorzieningen;Bergen (L.);2017 mei;0.0;0.0
4301;Totaal re-integratievoorzieningen;Bergen (L.);2017 juni;0.0;0.0
4302;Totaal re-integratievoorzieningen;Bergen (L.);2017 juli;0.0;0.0
4303;Totaal re-integratievoorzieningen;Bergen (L.);2017 augustus;0.0;0.0
4304;Totaal re-integratievoorzieningen;Bergen (L.);2017 september;10.0;0.0
4305;Totaal re-integratievoorzieningen;Bergen (L.);2017 oktober;0.0;10.0
4306;Totaal re-integratievoorzieningen;Bergen (L.);2017 november;0.0;0.0
4307;Totaal re-integratievoorzieningen;Bergen (L.);2017 december;10.0;0.0
4308;Totaal re-integratievoorzieningen;Bergen (L.);2018 januari;10.0;0.0
4309;Totaal re-integratievoorzieningen;Bergen (L.);2018 februari;0.0;0.0
4310;Totaal re-integratievoorzieningen;Bergen (L.);2018 maart;0.0;0.0
4311;Totaal re-integratievoorzieningen;Bergen (L.);2018 april;10.0;0.0
4312;Totaal re-integratievoorzieningen;Bergen (L.);2018 mei;0.0;0.0
4313;Totaal re-integratievoorzieningen;Bergen (L.);2018 juni;0.0;0.0
4314;Totaal re-integratievoorzieningen;Bergen (L.);2018 juli;10.0;10.0
4315;Totaal re-integratievoorzieningen;Bergen (L.);2018 augustus;0.0;0.0
4316;Totaal re-integratievoorzieningen;Bergen (L.);2018 september;10.0;10.0
