ID;RegioS;Migratieachtergrond;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
973;Dinxperlo;Westerse migratieachtergrond;0.7;14.2
974;Dinxperlo;Niet-westerse migratieachtergrond;;
975;Doesburg;Totaal;7.6;15.9
976;Doesburg;Nederlandse achtergrond;6.2;16.1
977;Doesburg;Met migratieachtergrond;1.3;14.9
978;Doesburg;Westerse migratieachtergrond;0.8;15.6
979;Doesburg;Niet-westerse migratieachtergrond;0.5;13.8
980;Doetinchem;Totaal;32.4;16.2
981;Doetinchem;Nederlandse achtergrond;28.5;16.3
982;Doetinchem;Met migratieachtergrond;3.9;14.9
983;Doetinchem;Westerse migratieachtergrond;2.7;15.9
984;Doetinchem;Niet-westerse migratieachtergrond;1.2;12.8
985;Druten;Totaal;11.4;16.3
986;Druten;Nederlandse achtergrond;10.4;16.3
987;Druten;Met migratieachtergrond;1.0;15.7
988;Druten;Westerse migratieachtergrond;0.7;17.3
989;Druten;Niet-westerse migratieachtergrond;0.4;12.7
990;Duiven;Totaal;16.7;16.7
991;Duiven;Nederlandse achtergrond;14.9;16.7
992;Duiven;Met migratieachtergrond;1.9;16.5
993;Duiven;Westerse migratieachtergrond;1.6;16.9
994;Duiven;Niet-westerse migratieachtergrond;0.3;14.9
995;Ede;Totaal;66.3;17.2
996;Ede;Nederlandse achtergrond;58.1;17.4
997;Ede;Met migratieachtergrond;8.1;15.6
998;Ede;Westerse migratieachtergrond;5.1;17.0
999;Ede;Niet-westerse migratieachtergrond;3.0;13.2
1000;Eibergen;Totaal;11.1;15.4
1001;Eibergen;Nederlandse achtergrond;10.3;15.5
1002;Eibergen;Met migratieachtergrond;0.8;15.1
1003;Eibergen;Westerse migratieachtergrond;0.7;15.3
1004;Eibergen;Niet-westerse migratieachtergrond;;
1005;Elburg;Totaal;13.3;16.7
1006;Elburg;Nederlandse achtergrond;12.6;16.7
1007;Elburg;Met migratieachtergrond;0.7;16.6
1008;Elburg;Westerse migratieachtergrond;0.5;17.0
1009;Elburg;Niet-westerse migratieachtergrond;;
1010;Epe;Totaal;22.4;16.6
1011;Epe;Nederlandse achtergrond;20.0;16.7
1012;Epe;Met migratieachtergrond;2.4;15.8
1013;Epe;Westerse migratieachtergrond;1.7;16.4
1014;Epe;Niet-westerse migratieachtergrond;0.7;14.3
1015;Ermelo;Totaal;17.7;17.2
1016;Ermelo;Nederlandse achtergrond;16.4;17.2
1017;Ermelo;Met migratieachtergrond;1.3;17.3
1018;Ermelo;Westerse migratieachtergrond;0.9;18.2
1019;Ermelo;Niet-westerse migratieachtergrond;0.4;15.1
1020;Geldermalsen;Totaal;16.0;18.2
1021;Geldermalsen;Nederlandse achtergrond;15.0;18.2
1022;Geldermalsen;Met migratieachtergrond;1.0;18.2
1023;Geldermalsen;Westerse migratieachtergrond;0.7;19.8
1024;Geldermalsen;Niet-westerse migratieachtergrond;0.3;14.3
1025;Gendringen;Totaal;13.5;15.3
1026;Gendringen;Nederlandse achtergrond;11.7;15.4
1027;Gendringen;Met migratieachtergrond;1.8;15.0
1028;Gendringen;Westerse migratieachtergrond;1.3;15.6
1029;Gendringen;Niet-westerse migratieachtergrond;0.5;13.5
1030;Gorssel;Totaal;9.1;19.0
1031;Gorssel;Nederlandse achtergrond;8.6;19.0
1032;Gorssel;Met migratieachtergrond;0.5;19.8
1033;Gorssel;Westerse migratieachtergrond;0.5;20.2
1034;Gorssel;Niet-westerse migratieachtergrond;;
1035;Groenlo;Totaal;6.6;15.6
1036;Groenlo;Nederlandse achtergrond;5.9;15.9
1037;Groenlo;Met migratieachtergrond;0.7;13.5
1038;Groenlo;Westerse migratieachtergrond;0.5;13.7
1039;Groenlo;Niet-westerse migratieachtergrond;;
1040;Groesbeek;Totaal;13.0;16.1
1041;Groesbeek;Nederlandse achtergrond;11.5;16.2
1042;Groesbeek;Met migratieachtergrond;1.6;15.8
1043;Groesbeek;Westerse migratieachtergrond;1.4;16.3
1044;Groesbeek;Niet-westerse migratieachtergrond;;
1045;Harderwijk;Totaal;25.9;17.1
1046;Harderwijk;Nederlandse achtergrond;22.7;17.4
1047;Harderwijk;Met migratieachtergrond;3.3;15.0
1048;Harderwijk;Westerse migratieachtergrond;1.5;17.4
1049;Harderwijk;Niet-westerse migratieachtergrond;1.7;13.0
1050;Hattem;Totaal;7.5;17.8
1051;Hattem;Nederlandse achtergrond;7.2;17.5
1052;Hattem;Met migratieachtergrond;0.4;24.2
1053;Hattem;Westerse migratieachtergrond;0.3;26.1
1054;Hattem;Niet-westerse migratieachtergrond;;
1055;Heerde;Totaal;11.8;16.9
1056;Heerde;Nederlandse achtergrond;11.4;16.9
1057;Heerde;Met migratieachtergrond;0.4;15.7
1058;Heerde;Westerse migratieachtergrond;0.3;15.0
1059;Heerde;Niet-westerse migratieachtergrond;;
1060;Hengelo;Totaal;5.7;16.2
1061;Hengelo;Nederlandse achtergrond;5.6;16.2
1062;Hengelo;Met migratieachtergrond;;
1063;Hengelo;Westerse migratieachtergrond;;
1064;Hengelo;Niet-westerse migratieachtergrond;;
1065;Heumen;Totaal;10.6;18.7
1066;Heumen;Nederlandse achtergrond;9.5;18.6
1067;Heumen;Met migratieachtergrond;1.1;19.7
1068;Heumen;Westerse migratieachtergrond;1.0;19.9
1069;Heumen;Niet-westerse migratieachtergrond;;
1070;Hummelo en Keppel;Totaal;3.1;18.2
1071;Hummelo en Keppel;Nederlandse achtergrond;2.9;18.1
1072;Hummelo en Keppel;Met migratieachtergrond;;
1073;Hummelo en Keppel;Westerse migratieachtergrond;;
1074;Hummelo en Keppel;Niet-westerse migratieachtergrond;;
1075;Kesteren;Totaal;13.1;16.8
1076;Kesteren;Nederlandse achtergrond;12.3;16.9
1077;Kesteren;Met migratieachtergrond;0.7;16.0
1078;Kesteren;Westerse migratieachtergrond;0.6;16.6
1079;Kesteren;Niet-westerse migratieachtergrond;;
1080;Lichtenvoorde;Totaal;12.4;16.0
1081;Lichtenvoorde;Nederlandse achtergrond;11.7;16.0
1082;Lichtenvoorde;Met migratieachtergrond;0.7;15.3
1083;Lichtenvoorde;Westerse migratieachtergrond;0.6;15.7
1084;Lichtenvoorde;Niet-westerse migratieachtergrond;;
1085;Lochem;Totaal;13.4;17.2
1086;Lochem;Nederlandse achtergrond;12.3;17.4
1087;Lochem;Met migratieachtergrond;1.1;15.4
1088;Lochem;Westerse migratieachtergrond;0.7;16.9
1089;Lochem;Niet-westerse migratieachtergrond;0.5;13.3
1090;Maasdriel;Totaal;15.5;16.8
1091;Maasdriel;Nederlandse achtergrond;14.6;16.8
1092;Maasdriel;Met migratieachtergrond;0.9;16.5
1093;Maasdriel;Westerse migratieachtergrond;0.7;17.0
1094;Maasdriel;Niet-westerse migratieachtergrond;;
1095;Millingen aan de Rijn;Totaal;3.9;15.7
1096;Millingen aan de Rijn;Nederlandse achtergrond;3.4;15.9
1097;Millingen aan de Rijn;Met migratieachtergrond;0.6;14.6
1098;Millingen aan de Rijn;Westerse migratieachtergrond;0.5;14.8
1099;Millingen aan de Rijn;Niet-westerse migratieachtergrond;;
1100;Neede;Totaal;7.5;15.4
1101;Neede;Nederlandse achtergrond;7.0;15.3
1102;Neede;Met migratieachtergrond;0.5;16.3
1103;Neede;Westerse migratieachtergrond;0.4;16.3
1104;Neede;Niet-westerse migratieachtergrond;;
1105;Nijkerk;Totaal;24.0;17.9
1106;Nijkerk;Nederlandse achtergrond;22.3;18.1
1107;Nijkerk;Met migratieachtergrond;1.7;15.5
1108;Nijkerk;Westerse migratieachtergrond;0.9;17.2
1109;Nijkerk;Niet-westerse migratieachtergrond;0.8;13.5
1110;Nijmegen;Totaal;105.7;15.8
1111;Nijmegen;Nederlandse achtergrond;85.6;16.1
1112;Nijmegen;Met migratieachtergrond;20.1;14.6
1113;Nijmegen;Westerse migratieachtergrond;12.2;15.9
1114;Nijmegen;Niet-westerse migratieachtergrond;8.0;12.6
1115;Oldebroek;Totaal;14.0;16.4
1116;Oldebroek;Nederlandse achtergrond;13.4;16.3
1117;Oldebroek;Met migratieachtergrond;0.5;18.7
1118;Oldebroek;Westerse migratieachtergrond;0.4;19.6
1119;Oldebroek;Niet-westerse migratieachtergrond;;
1120;Putten;Totaal;14.6;18.1
1121;Putten;Nederlandse achtergrond;13.8;18.2
1122;Putten;Met migratieachtergrond;0.8;17.3
1123;Putten;Westerse migratieachtergrond;0.5;19.6
1124;Putten;Niet-westerse migratieachtergrond;0.2;11.9
1125;Renkum;Totaal;22.4;19.0
1126;Renkum;Nederlandse achtergrond;19.8;19.0
1127;Renkum;Met migratieachtergrond;2.5;18.6
1128;Renkum;Westerse migratieachtergrond;2.1;19.3
1129;Renkum;Niet-westerse migratieachtergrond;0.5;15.9
1130;Rheden;Totaal;31.5;17.2
1131;Rheden;Nederlandse achtergrond;27.9;17.2
1132;Rheden;Met migratieachtergrond;3.6;17.3
1133;Rheden;Westerse migratieachtergrond;2.8;18.1
1134;Rheden;Niet-westerse migratieachtergrond;0.7;14.0
1135;Rozendaal;Totaal;1.0;25.1
1136;Rozendaal;Nederlandse achtergrond;0.9;25.6
1137;Rozendaal;Met migratieachtergrond;;
1138;Rozendaal;Westerse migratieachtergrond;;
1139;Rozendaal;Niet-westerse migratieachtergrond;;
1140;Ruurlo;Totaal;5.7;16.2
1141;Ruurlo;Nederlandse achtergrond;5.4;16.2
1142;Ruurlo;Met migratieachtergrond;0.2;16.2
1143;Ruurlo;Westerse migratieachtergrond;0.2;17.2
1144;Ruurlo;Niet-westerse migratieachtergrond;;
1145;Scherpenzeel;Totaal;5.7;17.4
1146;Scherpenzeel;Nederlandse achtergrond;5.4;17.4
1147;Scherpenzeel;Met migratieachtergrond;0.3;16.3
1148;Scherpenzeel;Westerse migratieachtergrond;0.2;16.7
1149;Scherpenzeel;Niet-westerse migratieachtergrond;;
1150;Steenderen;Totaal;3.3;16.6
1151;Steenderen;Nederlandse achtergrond;3.2;16.6
1152;Steenderen;Met migratieachtergrond;;
1153;Steenderen;Westerse migratieachtergrond;;
1154;Steenderen;Niet-westerse migratieachtergrond;;
1155;Tiel;Totaal;26.0;16.5
1156;Tiel;Nederlandse achtergrond;21.5;16.9
1157;Tiel;Met migratieachtergrond;4.5;14.8
1158;Tiel;Westerse migratieachtergrond;2.3;16.2
1159;Tiel;Niet-westerse migratieachtergrond;2.2;13.3
1160;Ubbergen;Totaal;6.5;17.0
1161;Ubbergen;Nederlandse achtergrond;5.7;17.0
1162;Ubbergen;Met migratieachtergrond;0.8;16.8
1163;Ubbergen;Westerse migratieachtergrond;0.7;16.8
1164;Ubbergen;Niet-westerse migratieachtergrond;;
1165;Voorst;Totaal;15.7;16.7
1166;Voorst;Nederlandse achtergrond;14.6;16.7
1167;Voorst;Met migratieachtergrond;1.1;16.0
1168;Voorst;Westerse migratieachtergrond;0.9;16.0
1169;Voorst;Niet-westerse migratieachtergrond;;
1170;Vorden;Totaal;5.9;16.4
1171;Vorden;Nederlandse achtergrond;5.6;16.3
1172;Vorden;Met migratieachtergrond;0.3;18.3
1173;Vorden;Westerse migratieachtergrond;0.2;18.5
1174;Vorden;Niet-westerse migratieachtergrond;;
1175;Wageningen;Totaal;21.8;16.8
1176;Wageningen;Nederlandse achtergrond;18.9;16.8
1177;Wageningen;Met migratieachtergrond;2.9;16.6
1178;Wageningen;Westerse migratieachtergrond;2.1;17.9
1179;Wageningen;Niet-westerse migratieachtergrond;0.8;13.5
1180;Warnsveld;Totaal;6.0;17.4
1181;Warnsveld;Nederlandse achtergrond;5.5;17.5
1182;Warnsveld;Met migratieachtergrond;0.5;16.1
1183;Warnsveld;Westerse migratieachtergrond;0.4;15.9
1184;Warnsveld;Niet-westerse migratieachtergrond;;
1185;Wehl;Totaal;4.5;15.4
1186;Wehl;Nederlandse achtergrond;4.2;15.5
1187;Wehl;Met migratieachtergrond;0.3;15.2
1188;Wehl;Westerse migratieachtergrond;0.2;16.0
1189;Wehl;Niet-westerse migratieachtergrond;;
1190;Westervoort;Totaal;10.3;16.2
1191;Westervoort;Nederlandse achtergrond;8.9;16.3
1192;Westervoort;Met migratieachtergrond;1.5;15.6
1193;Westervoort;Westerse migratieachtergrond;1.1;16.4
1194;Westervoort;Niet-westerse migratieachtergrond;0.4;13.2
1195;Winterswijk;Totaal;19.5;15.1
1196;Winterswijk;Nederlandse achtergrond;17.3;15.3
1197;Winterswijk;Met migratieachtergrond;2.1;14.0
1198;Winterswijk;Westerse migratieachtergrond;1.7;14.5
1199;Winterswijk;Niet-westerse migratieachtergrond;0.5;12.2
1200;Wisch;Totaal;13.1;15.9
1201;Wisch;Nederlandse achtergrond;11.9;16.0
1202;Wisch;Met migratieachtergrond;1.3;14.4
1203;Wisch;Westerse migratieachtergrond;0.8;14.8
1204;Wisch;Niet-westerse migratieachtergrond;0.4;13.7
1205;Wijchen;Totaal;25.4;17.1
1206;Wijchen;Nederlandse achtergrond;23.0;17.2
1207;Wijchen;Met migratieachtergrond;2.4;16.4
1208;Wijchen;Westerse migratieachtergrond;1.8;16.9
1209;Wijchen;Niet-westerse migratieachtergrond;0.6;14.8
1210;Zaltbommel;Totaal;16.2;17.1
1211;Zaltbommel;Nederlandse achtergrond;15.0;17.2
1212;Zaltbommel;Met migratieachtergrond;1.2;16.0
1213;Zaltbommel;Westerse migratieachtergrond;0.7;18.5
1214;Zaltbommel;Niet-westerse migratieachtergrond;0.5;12.5
1215;Zelhem;Totaal;7.3;16.2
1216;Zelhem;Nederlandse achtergrond;7.0;16.1
1217;Zelhem;Met migratieachtergrond;0.4;17.6
1218;Zelhem;Westerse migratieachtergrond;0.3;19.2
1219;Zelhem;Niet-westerse migratieachtergrond;;
1220;Zevenaar;Totaal;17.7;16.4
1221;Zevenaar;Nederlandse achtergrond;15.0;16.5
1222;Zevenaar;Met migratieachtergrond;2.7;15.6
1223;Zevenaar;Westerse migratieachtergrond;2.2;16.1
1224;Zevenaar;Niet-westerse migratieachtergrond;0.5;13.3
1225;Zutphen;Totaal;24.3;15.7
1226;Zutphen;Nederlandse achtergrond;20.9;15.9
1227;Zutphen;Met migratieachtergrond;3.4;14.6
1228;Zutphen;Westerse migratieachtergrond;2.1;15.6
1229;Zutphen;Niet-westerse migratieachtergrond;1.3;12.8
1230;Nunspeet;Totaal;16.3;17.0
1231;Nunspeet;Nederlandse achtergrond;15.4;16.9
1232;Nunspeet;Met migratieachtergrond;0.9;18.6
1233;Nunspeet;Westerse migratieachtergrond;0.6;19.9
1234;Nunspeet;Niet-westerse migratieachtergrond;0.3;15.5
1235;Dronten;Totaal;22.1;16.8
1236;Dronten;Nederlandse achtergrond;20.1;16.9
1237;Dronten;Met migratieachtergrond;2.0;15.8
1238;Dronten;Westerse migratieachtergrond;1.2;17.2
1239;Dronten;Niet-westerse migratieachtergrond;0.8;13.7
1240;Neerijnen;Totaal;7.3;17.4
1241;Neerijnen;Nederlandse achtergrond;7.0;17.4
1242;Neerijnen;Met migratieachtergrond;0.4;17.7
1243;Neerijnen;Westerse migratieachtergrond;0.3;18.8
1244;Neerijnen;Niet-westerse migratieachtergrond;;
1245;Abcoude;Totaal;5.5;23.8
1246;Abcoude;Nederlandse achtergrond;4.8;23.3
1247;Abcoude;Met migratieachtergrond;0.7;27.7
1248;Abcoude;Westerse migratieachtergrond;0.5;29.3
1249;Abcoude;Niet-westerse migratieachtergrond;;
1250;Amerongen;Totaal;4.7;18.4
1251;Amerongen;Nederlandse achtergrond;4.3;18.2
1252;Amerongen;Met migratieachtergrond;0.4;20.2
1253;Amerongen;Westerse migratieachtergrond;0.3;21.6
1254;Amerongen;Niet-westerse migratieachtergrond;;
1255;Amersfoort;Totaal;86.4;18.1
1256;Amersfoort;Nederlandse achtergrond;70.8;18.4
1257;Amersfoort;Met migratieachtergrond;15.6;16.5
1258;Amersfoort;Westerse migratieachtergrond;7.8;18.9
1259;Amersfoort;Niet-westerse migratieachtergrond;7.7;14.0
1260;Baarn;Totaal;16.9;18.9
1261;Baarn;Nederlandse achtergrond;14.7;18.9
1262;Baarn;Met migratieachtergrond;2.2;19.1
1263;Baarn;Westerse migratieachtergrond;1.6;21.3
1264;Baarn;Niet-westerse migratieachtergrond;0.7;13.7
1265;De Bilt;Totaal;28.5;21.0
1266;De Bilt;Nederlandse achtergrond;24.9;21.0
1267;De Bilt;Met migratieachtergrond;3.6;21.7
1268;De Bilt;Westerse migratieachtergrond;2.6;24.1
1269;De Bilt;Niet-westerse migratieachtergrond;1.0;15.3
1270;Breukelen;Totaal;9.2;19.9
1271;Breukelen;Nederlandse achtergrond;8.2;20.1
1272;Breukelen;Met migratieachtergrond;1.0;18.9
1273;Breukelen;Westerse migratieachtergrond;0.7;19.6
1274;Breukelen;Niet-westerse migratieachtergrond;0.2;16.7
1275;Bunnik;Totaal;9.2;19.9
1276;Bunnik;Nederlandse achtergrond;8.5;19.8
1277;Bunnik;Met migratieachtergrond;0.8;20.7
1278;Bunnik;Westerse migratieachtergrond;0.6;21.7
1279;Bunnik;Niet-westerse migratieachtergrond;;
1280;Bunschoten;Totaal;12.0;16.9
1281;Bunschoten;Nederlandse achtergrond;11.3;17.0
1282;Bunschoten;Met migratieachtergrond;0.6;15.1
1283;Bunschoten;Westerse migratieachtergrond;0.3;17.0
1284;Bunschoten;Niet-westerse migratieachtergrond;0.3;13.3
1285;Doorn;Totaal;7.1;20.9
1286;Doorn;Nederlandse achtergrond;6.2;21.3
1287;Doorn;Met migratieachtergrond;0.9;18.8
1288;Doorn;Westerse migratieachtergrond;0.7;19.2
1289;Doorn;Niet-westerse migratieachtergrond;;
1290;Driebergen-Rijsenburg;Totaal;12.4;20.5
1291;Driebergen-Rijsenburg;Nederlandse achtergrond;10.8;20.8
1292;Driebergen-Rijsenburg;Met migratieachtergrond;1.5;18.3
1293;Driebergen-Rijsenburg;Westerse migratieachtergrond;1.0;20.8
1294;Driebergen-Rijsenburg;Niet-westerse migratieachtergrond;0.5;13.9
1295;Eemnes;Totaal;5.4;19.4
1296;Eemnes;Nederlandse achtergrond;4.9;19.5
1297;Eemnes;Met migratieachtergrond;0.5;18.4
1298;Eemnes;Westerse migratieachtergrond;0.5;19.1
1299;Eemnes;Niet-westerse migratieachtergrond;;
1300;Houten;Totaal;23.8;18.8
1301;Houten;Nederlandse achtergrond;21.4;18.9
1302;Houten;Met migratieachtergrond;2.5;18.4
1303;Houten;Westerse migratieachtergrond;1.5;19.7
1304;Houten;Niet-westerse migratieachtergrond;0.9;16.2
1305;Leersum;Totaal;4.9;19.5
1306;Leersum;Nederlandse achtergrond;4.4;19.6
1307;Leersum;Met migratieachtergrond;0.5;19.1
1308;Leersum;Westerse migratieachtergrond;0.4;19.8
1309;Leersum;Niet-westerse migratieachtergrond;;
1310;Leusden;Totaal;19.1;19.8
1311;Leusden;Nederlandse achtergrond;16.9;19.8
1312;Leusden;Met migratieachtergrond;2.1;19.8
1313;Leusden;Westerse migratieachtergrond;1.7;20.4
1314;Leusden;Niet-westerse migratieachtergrond;0.5;17.8
1315;Loenen;Totaal;5.5;21.6
1316;Loenen;Nederlandse achtergrond;5.0;21.3
1317;Loenen;Met migratieachtergrond;0.5;24.3
1318;Loenen;Westerse migratieachtergrond;0.4;25.6
1319;Loenen;Niet-westerse migratieachtergrond;;
1320;Lopik;Totaal;8.6;17.8
1321;Lopik;Nederlandse achtergrond;8.2;17.9
1322;Lopik;Met migratieachtergrond;0.3;16.4
1323;Lopik;Westerse migratieachtergrond;;
1324;Lopik;Niet-westerse migratieachtergrond;;
1325;Maarn;Totaal;3.9;22.3
1326;Maarn;Nederlandse achtergrond;3.5;22.4
1327;Maarn;Met migratieachtergrond;0.4;22.0
1328;Maarn;Westerse migratieachtergrond;0.3;23.4
1329;Maarn;Niet-westerse migratieachtergrond;;
1330;Maarssen;Totaal;27.0;18.9
1331;Maarssen;Nederlandse achtergrond;22.8;19.1
1332;Maarssen;Met migratieachtergrond;4.2;17.7
1333;Maarssen;Westerse migratieachtergrond;2.5;19.1
1334;Maarssen;Niet-westerse migratieachtergrond;1.7;15.6
1335;Montfoort;Totaal;8.5;18.7
1336;Montfoort;Nederlandse achtergrond;7.9;18.5
1337;Montfoort;Met migratieachtergrond;0.6;21.9
1338;Montfoort;Westerse migratieachtergrond;0.5;23.3
1339;Montfoort;Niet-westerse migratieachtergrond;;
1340;Renswoude;Totaal;2.5;17.1
1341;Renswoude;Nederlandse achtergrond;2.4;17.1
1342;Renswoude;Met migratieachtergrond;;
1343;Renswoude;Westerse migratieachtergrond;;
1344;Renswoude;Niet-westerse migratieachtergrond;;
1345;Rhenen;Totaal;11.4;17.2
1346;Rhenen;Nederlandse achtergrond;10.5;17.2
1347;Rhenen;Met migratieachtergrond;1.0;17.3
1348;Rhenen;Westerse migratieachtergrond;0.6;18.8
1349;Rhenen;Niet-westerse migratieachtergrond;0.3;14.2
1350;Soest;Totaal;30.0;19.0
1351;Soest;Nederlandse achtergrond;25.4;19.4
1352;Soest;Met migratieachtergrond;4.6;17.2
1353;Soest;Westerse migratieachtergrond;2.8;19.3
1354;Soest;Niet-westerse migratieachtergrond;1.8;13.9
1355;Utrecht;Totaal;179.2;16.9
1356;Utrecht;Nederlandse achtergrond;137.2;17.5
1357;Utrecht;Met migratieachtergrond;42.0;15.0
1358;Utrecht;Westerse migratieachtergrond;17.2;17.3
1359;Utrecht;Niet-westerse migratieachtergrond;24.7;13.4
1360;Veenendaal;Totaal;38.5;16.7
1361;Veenendaal;Nederlandse achtergrond;33.9;17.1
1362;Veenendaal;Met migratieachtergrond;4.7;14.4
1363;Veenendaal;Westerse migratieachtergrond;2.3;16.1
1364;Veenendaal;Niet-westerse migratieachtergrond;2.3;12.8
1365;Woudenberg;Totaal;7.0;17.8
1366;Woudenberg;Nederlandse achtergrond;6.6;17.9
1367;Woudenberg;Met migratieachtergrond;0.4;16.6
1368;Woudenberg;Westerse migratieachtergrond;0.3;18.0
1369;Woudenberg;Niet-westerse migratieachtergrond;;
1370;Wijk bij Duurstede;Totaal;15.0;17.8
1371;Wijk bij Duurstede;Nederlandse achtergrond;13.6;17.9
1372;Wijk bij Duurstede;Met migratieachtergrond;1.4;16.7
1373;Wijk bij Duurstede;Westerse migratieachtergrond;1.0;17.5
1374;Wijk bij Duurstede;Niet-westerse migratieachtergrond;0.4;14.7
1375;IJsselstein;Totaal;21.4;18.3
1376;IJsselstein;Nederlandse achtergrond;18.0;18.6
1377;IJsselstein;Met migratieachtergrond;3.3;16.8
1378;IJsselstein;Westerse migratieachtergrond;1.5;19.2
1379;IJsselstein;Niet-westerse migratieachtergrond;1.8;14.8
1380;Zeist;Totaal;41.0;19.2
1381;Zeist;Nederlandse achtergrond;34.2;19.4
1382;Zeist;Met migratieachtergrond;6.8;17.9
1383;Zeist;Westerse migratieachtergrond;4.1;20.9
1384;Zeist;Niet-westerse migratieachtergrond;2.7;13.4
1385;Nieuwegein;Totaal;43.0;17.5
1386;Nieuwegein;Nederlandse achtergrond;35.4;17.8
1387;Nieuwegein;Met migratieachtergrond;7.7;16.2
1388;Nieuwegein;Westerse migratieachtergrond;4.2;17.2
1389;Nieuwegein;Niet-westerse migratieachtergrond;3.5;15.1
1390;Aalsmeer;Totaal;15.8;18.6
1391;Aalsmeer;Nederlandse achtergrond;14.4;18.7
1392;Aalsmeer;Met migratieachtergrond;1.4;17.5
1393;Aalsmeer;Westerse migratieachtergrond;1.0;18.7
1394;Aalsmeer;Niet-westerse migratieachtergrond;0.4;13.8
1395;Alkmaar;Totaal;62.9;16.6
1396;Alkmaar;Nederlandse achtergrond;52.1;16.8
1397;Alkmaar;Met migratieachtergrond;10.8;15.3
1398;Alkmaar;Westerse migratieachtergrond;5.8;16.9
1399;Alkmaar;Niet-westerse migratieachtergrond;5.0;13.4
1400;Amstelveen;Totaal;52.7;21.2
1401;Amstelveen;Nederlandse achtergrond;41.1;20.5
1402;Amstelveen;Met migratieachtergrond;11.6;23.7
1403;Amstelveen;Westerse migratieachtergrond;7.8;25.7
1404;Amstelveen;Niet-westerse migratieachtergrond;3.8;19.5
1405;Amsterdam;Totaal;496.7;17.5
1406;Amsterdam;Nederlandse achtergrond;308.1;18.3
1407;Amsterdam;Met migratieachtergrond;188.6;16.1
1408;Amsterdam;Westerse migratieachtergrond;66.2;19.5
1409;Amsterdam;Niet-westerse migratieachtergrond;122.5;14.3
1410;Andijk;Totaal;4.2;16.9
1411;Andijk;Nederlandse achtergrond;3.9;16.9
1412;Andijk;Met migratieachtergrond;0.3;17.2
1413;Andijk;Westerse migratieachtergrond;;
1414;Andijk;Niet-westerse migratieachtergrond;;
1415;Graft-De Rijp;Totaal;4.1;18.6
1416;Graft-De Rijp;Nederlandse achtergrond;3.8;18.6
1417;Graft-De Rijp;Met migratieachtergrond;0.2;18.7
1418;Graft-De Rijp;Westerse migratieachtergrond;;
1419;Graft-De Rijp;Niet-westerse migratieachtergrond;;
1420;Anna Paulowna;Totaal;8.9;16.5
1421;Anna Paulowna;Nederlandse achtergrond;8.2;16.5
1422;Anna Paulowna;Met migratieachtergrond;0.7;16.5
1423;Anna Paulowna;Westerse migratieachtergrond;0.5;16.8
1424;Anna Paulowna;Niet-westerse migratieachtergrond;;
1425;Beemster;Totaal;5.8;17.9
1426;Beemster;Nederlandse achtergrond;5.4;17.8
1427;Beemster;Met migratieachtergrond;0.4;19.2
1428;Beemster;Westerse migratieachtergrond;0.3;20.2
1429;Beemster;Niet-westerse migratieachtergrond;;
1430;Bennebroek;Totaal;3.7;21.3
1431;Bennebroek;Nederlandse achtergrond;3.2;21.7
1432;Bennebroek;Met migratieachtergrond;0.5;19.1
1433;Bennebroek;Westerse migratieachtergrond;0.4;19.6
1434;Bennebroek;Niet-westerse migratieachtergrond;;
1435;Bergen;Totaal;21.7;19.3
1436;Bergen;Nederlandse achtergrond;19.9;19.2
1437;Bergen;Met migratieachtergrond;1.8;21.3
1438;Bergen;Westerse migratieachtergrond;1.5;22.6
1439;Bergen;Niet-westerse migratieachtergrond;0.3;15.3
1440;Beverwijk;Totaal;25.2;16.5
1441;Beverwijk;Nederlandse achtergrond;21.0;16.8
1442;Beverwijk;Met migratieachtergrond;4.1;15.4
1443;Beverwijk;Westerse migratieachtergrond;2.7;16.5
1444;Beverwijk;Niet-westerse migratieachtergrond;1.5;13.4
1445;Blaricum;Totaal;6.1;26.8
1446;Blaricum;Nederlandse achtergrond;5.3;25.1
1447;Blaricum;Met migratieachtergrond;0.8;37.6
1448;Blaricum;Westerse migratieachtergrond;0.7;42.7
1449;Blaricum;Niet-westerse migratieachtergrond;;
1450;Bloemendaal;Totaal;11.0;27.9
1451;Bloemendaal;Nederlandse achtergrond;9.3;27.6
1452;Bloemendaal;Met migratieachtergrond;1.7;29.2
1453;Bloemendaal;Westerse migratieachtergrond;1.5;28.6
1454;Bloemendaal;Niet-westerse migratieachtergrond;0.2;33.4
1455;Bussum;Totaal;21.0;21.8
1456;Bussum;Nederlandse achtergrond;17.5;21.6
1457;Bussum;Met migratieachtergrond;3.5;22.4
1458;Bussum;Westerse migratieachtergrond;2.8;23.9
1459;Bussum;Niet-westerse migratieachtergrond;0.7;16.5
1460;Castricum;Totaal;23.5;19.6
1461;Castricum;Nederlandse achtergrond;21.8;19.6
1462;Castricum;Met migratieachtergrond;1.6;19.3
1463;Castricum;Westerse migratieachtergrond;1.3;20.2
1464;Castricum;Niet-westerse migratieachtergrond;0.3;15.4
1465;Diemen;Totaal;16.2;19.2
1466;Diemen;Nederlandse achtergrond;11.7;19.7
1467;Diemen;Met migratieachtergrond;4.5;18.0
1468;Diemen;Westerse migratieachtergrond;1.8;19.4
1469;Diemen;Niet-westerse migratieachtergrond;2.6;17.0
1470;Edam-Volendam;Totaal;18.5;18.5
