ID;Geslacht;Verblijfsjaar;Onderwijssoort;Studierichting;Opleidingsfase;Perioden;TotaalIngeschrevenen_1;TotaalNietInternationaleStudenten_2;TotaalInternationaleStudenten_3
4432;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2017/'18;10960;10730;230
4433;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2018/'19;10350;10100;240
4434;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2019/'20;9960;9710;250
4435;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2020/'21;9680;9390;290
4436;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2021/'22;10040;9710;330
4437;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2022/'23;9800;9400;400
4438;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2023/'24;9280;8870;410
4439;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;01 Onderwijs;Master- en vervolgopleidingen;2024/'25;9230;8770;460
4440;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2005/'06;36480;32880;3600
4441;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2006/'07;38470;34850;3610
4442;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2007/'08;39720;35970;3750
4443;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2008/'09;40810;37140;3660
4444;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2009/'10;42610;38850;3760
4445;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2010/'11;43430;39680;3760
4446;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2011/'12;43060;39310;3750
4447;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2012/'13;41580;37810;3770
4448;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2013/'14;42110;38120;3990
4449;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2014/'15;42750;38550;4200
4450;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2015/'16;42920;38510;4410
4451;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2016/'17;42400;37540;4860
4452;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2017/'18;42360;36920;5440
4453;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2018/'19;43470;37200;6260
4454;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2019/'20;45840;38710;7130
4455;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2020/'21;49320;41260;8050
4456;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2021/'22;52970;44040;8930
4457;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2022/'23;53060;43330;9730
4458;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2023/'24;52340;41820;10520
4459;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Totaal opleidingsfase;2024/'25;51440;40390;11050
4460;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2005/'06;33380;30410;2970
4461;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2006/'07;34160;31290;2870
4462;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2007/'08;34620;31760;2850
4463;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2008/'09;35070;32300;2780
4464;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2009/'10;36250;33450;2810
4465;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2010/'11;36590;33780;2810
4466;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2011/'12;36250;33500;2750
4467;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2012/'13;34810;32020;2790
4468;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2013/'14;34840;31990;2850
4469;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2014/'15;35200;32280;2920
4470;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2015/'16;35040;31990;3060
4471;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2016/'17;34330;30990;3340
4472;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2017/'18;34110;30330;3780
4473;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2018/'19;35190;30770;4420
4474;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2019/'20;37380;32260;5120
4475;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2020/'21;40110;34260;5860
4476;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2021/'22;43330;36790;6540
4477;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2022/'23;43640;36420;7220
4478;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2023/'24;43380;35430;7950
4479;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Bachelor- en doctoraalopleidingen;2024/'25;42320;34030;8290
4480;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2005/'06;3100;2470;630
4481;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2006/'07;4310;3560;750
4482;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2007/'08;5110;4210;900
4483;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2008/'09;5730;4850;890
4484;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2009/'10;6360;5400;960
4485;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2010/'11;6840;5900;940
4486;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2011/'12;6810;5810;1000
4487;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2012/'13;6770;5790;980
4488;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2013/'14;7270;6130;1140
4489;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2014/'15;7550;6270;1280
4490;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2015/'16;7880;6530;1350
4491;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2016/'17;8070;6550;1520
4492;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2017/'18;8250;6590;1660
4493;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2018/'19;8270;6430;1840
4494;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2019/'20;8460;6440;2020
4495;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2020/'21;9210;7010;2200
4496;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2021/'22;9640;7260;2390
4497;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2022/'23;9430;6910;2520
4498;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2023/'24;8960;6390;2570
4499;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;02 Vormgeving, kunst, talen en gesch...;Master- en vervolgopleidingen;2024/'25;9110;6360;2760
4500;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2005/'06;56800;53470;3330
4501;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2006/'07;55110;51500;3610
4502;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2007/'08;55410;51470;3940
4503;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2008/'09;55980;51920;4050
4504;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2009/'10;59750;55160;4590
4505;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2010/'11;63840;58530;5310
4506;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2011/'12;65800;60000;5800
4507;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2012/'13;64290;58220;6070
4508;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2013/'14;65850;59070;6780
4509;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2014/'15;67220;59900;7320
4510;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2015/'16;66670;59050;7630
4511;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2016/'17;65370;56960;8410
4512;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2017/'18;66370;56300;10080
4513;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2018/'19;68520;56370;12150
4514;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2019/'20;71580;56980;14600
4515;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2020/'21;76820;59560;17260
4516;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2021/'22;80650;61800;18850
4517;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2022/'23;81270;60550;20720
4518;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2023/'24;81040;59040;22000
4519;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Totaal opleidingsfase;2024/'25;80560;58260;22300
4520;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2005/'06;52080;49130;2950
4521;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2006/'07;47080;44060;3020
4522;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2007/'08;45360;42160;3200
4523;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2008/'09;45070;41910;3170
4524;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2009/'10;47740;44250;3490
4525;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2010/'11;50830;46830;3990
4526;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;52390;48150;4240
4527;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;50860;46420;4440
4528;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;51980;46910;5070
4529;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;52690;47320;5370
4530;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;51870;46390;5490
4531;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;50590;44470;6120
4532;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;51430;43880;7560
4533;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;53130;43950;9180
4534;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;55940;44820;11120
4535;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;59240;46240;12990
4536;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;61850;47740;14110
4537;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;62880;47150;15730
4538;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;63070;46060;17020
4539;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;62050;44890;17160
4540;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2005/'06;4720;4340;380
4541;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2006/'07;8030;7440;590
4542;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2007/'08;10050;9310;740
4543;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2008/'09;10900;10020;890
4544;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2009/'10;12010;10910;1100
4545;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2010/'11;13020;11700;1320
4546;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2011/'12;13410;11850;1560
4547;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2012/'13;13430;11800;1640
4548;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2013/'14;13870;12160;1710
4549;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2014/'15;14530;12580;1950
4550;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2015/'16;14800;12660;2140
4551;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2016/'17;14780;12500;2280
4552;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2017/'18;14940;12420;2520
4553;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2018/'19;15390;12420;2970
4554;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2019/'20;15640;12160;3470
4555;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2020/'21;17580;13310;4270
4556;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2021/'22;18800;14060;4740
4557;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2022/'23;18390;13400;4990
4558;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2023/'24;17960;12980;4980
4559;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;03 Journalistiek, gedrag en maatschappij;Master- en vervolgopleidingen;2024/'25;18520;13380;5140
4560;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2005/'06;117990;111610;6380
4561;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2006/'07;121130;114820;6310
4562;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2007/'08;123970;117350;6620
4563;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2008/'09;130660;122820;7840
4564;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2009/'10;138800;129490;9320
4565;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2010/'11;146080;135440;10640
4566;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2011/'12;149160;138060;11110
4567;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2012/'13;147570;136000;11570
4568;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2013/'14;151540;139480;12070
4569;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2014/'15;155030;142830;12200
4570;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2015/'16;155840;143290;12550
4571;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2016/'17;155280;142460;12820
4572;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2017/'18;157290;143740;13550
4573;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2018/'19;160260;145730;14530
4574;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2019/'20;164520;148690;15840
4575;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2020/'21;172080;154470;17610
4576;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2021/'22;178560;159330;19220
4577;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2022/'23;175210;154120;21090
4578;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2023/'24;169280;146750;22540
4579;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Totaal opleidingsfase;2024/'25;164220;139850;24380
4580;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2005/'06;109270;103400;5880
4581;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2006/'07;107890;102370;5520
4582;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2007/'08;106810;101260;5560
4583;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2008/'09;111470;104980;6490
4584;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2009/'10;117210;109660;7540
4585;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2010/'11;121450;112960;8480
4586;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2011/'12;125470;116700;8770
4587;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2012/'13;124130;114910;9220
4588;Totaal mannen en vrouwen;Ouderejaarsstudenten;Hoger onderwijs;04 Recht, administratie, handel en za...;Bachelor- en doctoraalopleidingen;2013/'14;127480;118000;9480
