ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;StabilisatieVanEenCrisissituatie_10;Diagnostiek_11;Begeleiden_12;Behandelen_13;GemeentelijkeToegang_14;Huisarts_15;Jeugdarts_16;GecertificeerdeInstelling_17;MedischSpecialist_18;RechterOfficierVanJustitie_19;GeenVerwijzer_20;VerwijzerOnbekend_21;Gemeentenaam_22;SoortRegio_23;Codering_24;IndelingswijzigingWijken_25
5859;Totaal alle jeugdzorg in natura;Wijk 05 Sijbekarspel;1e halfjaar 2018;25.0;;15.0;;;;20.0;;35.0;;;;;10.0;15.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042005  ;1.0
5860;Totaal alle jeugdzorg in natura;Wijk 05 Sijbekarspel;2e halfjaar 2018;25.0;;15.0;;;;20.0;;35.0;;;;;10.0;10.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042005  ;1.0
5861;Totaal alle jeugdzorg in natura;Wijk 05 Sijbekarspel;2018;30.0;;15.0;;;;25.0;;40.0;;;;;10.0;15.0;;;;;15.0;;Medemblik                               ;Wijk     ;WK042005  ;1.0
5862;Totaal alle jeugdzorg in natura;Wijk 06 Hauwert;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042006  ;1.0
5863;Totaal alle jeugdzorg in natura;Wijk 06 Hauwert;2e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042006  ;1.0
5864;Totaal alle jeugdzorg in natura;Wijk 06 Hauwert;2018;;;;;;;;;10.0;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042006  ;1.0
5865;Totaal alle jeugdzorg in natura;Wijk 07 Twisk;1e halfjaar 2018;15.0;;;10.0;;;10.0;;25.0;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042007  ;1.0
5866;Totaal alle jeugdzorg in natura;Wijk 07 Twisk;2e halfjaar 2018;20.0;;10.0;10.0;;;10.0;10.0;30.0;;;;;;;;;;;;;Medemblik                               ;Wijk     ;WK042007  ;1.0
5867;Totaal alle jeugdzorg in natura;Wijk 07 Twisk;2018;20.0;;10.0;10.0;;;10.0;;30.0;;;;;;10.0;;;;;;;Medemblik                               ;Wijk     ;WK042007  ;1.0
5868;Totaal alle jeugdzorg in natura;Wijk 08 Opperdoes;1e halfjaar 2018;40.0;;15.0;20.0;;10.0;30.0;;55.0;;;;;10.0;25.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042008  ;1.0
5869;Totaal alle jeugdzorg in natura;Wijk 08 Opperdoes;2e halfjaar 2018;45.0;;20.0;20.0;;15.0;30.0;;55.0;;;;;10.0;20.0;;;;;;;Medemblik                               ;Wijk     ;WK042008  ;1.0
5870;Totaal alle jeugdzorg in natura;Wijk 08 Opperdoes;2018;50.0;;20.0;25.0;;15.0;35.0;;65.0;;;;;10.0;25.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042008  ;1.0
5871;Totaal alle jeugdzorg in natura;Wijk 09 Abbebroek;1e halfjaar 2018;35.0;;10.0;25.0;;;30.0;;45.0;;;;;10.0;15.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042009  ;1.0
5872;Totaal alle jeugdzorg in natura;Wijk 09 Abbebroek;2e halfjaar 2018;35.0;;15.0;20.0;;;30.0;;45.0;;;;;10.0;20.0;;;;;;;Medemblik                               ;Wijk     ;WK042009  ;1.0
5873;Totaal alle jeugdzorg in natura;Wijk 09 Abbebroek;2018;45.0;;15.0;25.0;;;35.0;;55.0;;;;;15.0;20.0;;;;;10.0;;Medemblik                               ;Wijk     ;WK042009  ;1.0
5874;Totaal alle jeugdzorg in natura;Wijk 00 Andijk;1e halfjaar 2018;140.0;;60.0;75.0;;25.0;105.0;15.0;195.0;;;;;35.0;65.0;;;;;50.0;20.0;Medemblik                               ;Wijk     ;WK042010  ;1.0
5875;Totaal alle jeugdzorg in natura;Wijk 00 Andijk;2e halfjaar 2018;140.0;;60.0;70.0;;25.0;100.0;15.0;200.0;;;;;40.0;65.0;;;;;50.0;20.0;Medemblik                               ;Wijk     ;WK042010  ;1.0
5876;Totaal alle jeugdzorg in natura;Wijk 00 Andijk;2018;155.0;;65.0;80.0;;30.0;110.0;15.0;235.0;;;;;45.0;75.0;;;;;60.0;25.0;Medemblik                               ;Wijk     ;WK042010  ;1.0
5877;Totaal alle jeugdzorg in natura;Wijk 11 Wervershoof;1e halfjaar 2018;155.0;;80.0;70.0;;50.0;95.0;10.0;210.0;;;;;40.0;80.0;;10.0;15.0;;35.0;15.0;Medemblik                               ;Wijk     ;WK042011  ;1.0
5878;Totaal alle jeugdzorg in natura;Wijk 11 Wervershoof;2e halfjaar 2018;150.0;;75.0;65.0;;50.0;90.0;15.0;200.0;;;;;45.0;75.0;;;20.0;;30.0;10.0;Medemblik                               ;Wijk     ;WK042011  ;1.0
5879;Totaal alle jeugdzorg in natura;Wijk 11 Wervershoof;2018;170.0;;80.0;75.0;;50.0;105.0;15.0;235.0;;;;;50.0;90.0;;10.0;20.0;;35.0;15.0;Medemblik                               ;Wijk     ;WK042011  ;1.0
5880;Totaal alle jeugdzorg in natura;Wijk 12 Zwaagdijk;1e halfjaar 2018;30.0;;15.0;15.0;;;25.0;;35.0;;;;;;15.0;;;;;;;Medemblik                               ;Wijk     ;WK042012  ;1.0
5881;Totaal alle jeugdzorg in natura;Wijk 12 Zwaagdijk;2e halfjaar 2018;30.0;;15.0;15.0;;;25.0;;35.0;;;;;;15.0;;;;;;;Medemblik                               ;Wijk     ;WK042012  ;1.0
5882;Totaal alle jeugdzorg in natura;Wijk 12 Zwaagdijk;2018;35.0;;15.0;15.0;;;30.0;;40.0;;;;;;15.0;;;;;;;Medemblik                               ;Wijk     ;WK042012  ;1.0
5883;Totaal alle jeugdzorg in natura;Meerssen;1e halfjaar 2018;370.0;15.0;180.0;170.0;;75.0;280.0;20.0;515.0;;;;;145.0;230.0;20.0;45.0;30.0;;15.0;10.0;Meerssen                                ;Gemeente ;GM0938    ;
5884;Totaal alle jeugdzorg in natura;Meerssen;2e halfjaar 2018;395.0;20.0;200.0;175.0;;80.0;300.0;20.0;565.0;;;;;160.0;255.0;25.0;35.0;35.0;;15.0;15.0;Meerssen                                ;Gemeente ;GM0938    ;
5885;Totaal alle jeugdzorg in natura;Meerssen;2018;435.0;20.0;210.0;195.0;;85.0;325.0;20.0;645.0;;;;;180.0;290.0;30.0;45.0;35.0;;15.0;15.0;Meerssen                                ;Gemeente ;GM0938    ;
5886;Totaal alle jeugdzorg in natura;Wijk 00 Meerssen;1e halfjaar 2018;125.0;;60.0;65.0;;35.0;90.0;;170.0;;;;;55.0;75.0;;15.0;;;;;Meerssen                                ;Wijk     ;WK093800  ;1.0
5887;Totaal alle jeugdzorg in natura;Wijk 00 Meerssen;2e halfjaar 2018;145.0;;70.0;65.0;;40.0;100.0;;195.0;;;;;65.0;90.0;;10.0;10.0;;;;Meerssen                                ;Wijk     ;WK093800  ;1.0
5888;Totaal alle jeugdzorg in natura;Wijk 00 Meerssen;2018;150.0;;70.0;75.0;;40.0;105.0;;215.0;;;;;70.0;100.0;;15.0;10.0;;;;Meerssen                                ;Wijk     ;WK093800  ;1.0
5889;Totaal alle jeugdzorg in natura;Wijk 01 Ulestraten;1e halfjaar 2018;60.0;;30.0;25.0;;;55.0;;75.0;;;;;15.0;40.0;;;10.0;;;;Meerssen                                ;Wijk     ;WK093801  ;1.0
5890;Totaal alle jeugdzorg in natura;Wijk 01 Ulestraten;2e halfjaar 2018;55.0;;30.0;25.0;;;50.0;;75.0;;;;;20.0;40.0;;;10.0;;;;Meerssen                                ;Wijk     ;WK093801  ;1.0
5891;Totaal alle jeugdzorg in natura;Wijk 01 Ulestraten;2018;65.0;;35.0;30.0;;;60.0;;90.0;;;;;20.0;45.0;;;10.0;;;;Meerssen                                ;Wijk     ;WK093801  ;1.0
5892;Totaal alle jeugdzorg in natura;Wijk 02 Bunde - Geulle;1e halfjaar 2018;155.0;;85.0;65.0;;25.0;120.0;10.0;205.0;;;;;55.0;105.0;10.0;;15.0;;;;Meerssen                                ;Wijk     ;WK093802  ;1.0
5893;Totaal alle jeugdzorg in natura;Wijk 02 Bunde - Geulle;2e halfjaar 2018;165.0;10.0;90.0;65.0;;25.0;130.0;10.0;230.0;;;;;65.0;115.0;15.0;;15.0;;;;Meerssen                                ;Wijk     ;WK093802  ;1.0
5894;Totaal alle jeugdzorg in natura;Wijk 02 Bunde - Geulle;2018;185.0;10.0;95.0;75.0;;30.0;145.0;10.0;260.0;;;;;70.0;135.0;15.0;;15.0;;;;Meerssen                                ;Wijk     ;WK093802  ;1.0
5895;Totaal alle jeugdzorg in natura;Meierijstad;1e halfjaar 2018;1370.0;60.0;690.0;580.0;35.0;310.0;955.0;105.0;1920.0;;;;;700.0;540.0;30.0;135.0;75.0;;245.0;20.0;Meierijstad                             ;Gemeente ;GM1948    ;
5896;Totaal alle jeugdzorg in natura;Meierijstad;2e halfjaar 2018;1425.0;75.0;745.0;580.0;30.0;360.0;960.0;105.0;2020.0;;;;;705.0;545.0;25.0;125.0;75.0;;345.0;30.0;Meierijstad                             ;Gemeente ;GM1948    ;
5897;Totaal alle jeugdzorg in natura;Meierijstad;2018;1665.0;85.0;850.0;690.0;40.0;400.0;1155.0;115.0;2475.0;;;;;840.0;710.0;35.0;155.0;95.0;;400.0;35.0;Meierijstad                             ;Gemeente ;GM1948    ;
5898;Totaal alle jeugdzorg in natura;Erp;1e halfjaar 2018;130.0;;75.0;45.0;;40.0;85.0;;190.0;;;;;60.0;45.0;;15.0;;;40.0;;Meierijstad                             ;Wijk     ;WK194801  ;1.0
5899;Totaal alle jeugdzorg in natura;Erp;2e halfjaar 2018;125.0;;80.0;40.0;;35.0;80.0;10.0;190.0;;;;;65.0;45.0;;10.0;;;50.0;;Meierijstad                             ;Wijk     ;WK194801  ;1.0
5900;Totaal alle jeugdzorg in natura;Erp;2018;150.0;10.0;95.0;45.0;;45.0;100.0;10.0;230.0;;;;;75.0;55.0;;15.0;;;60.0;;Meierijstad                             ;Wijk     ;WK194801  ;1.0
5901;Totaal alle jeugdzorg in natura;Schijndel;1e halfjaar 2018;370.0;10.0;180.0;170.0;10.0;90.0;255.0;25.0;500.0;;;;;185.0;175.0;20.0;45.0;20.0;;;;Meierijstad                             ;Wijk     ;WK194802  ;1.0
5902;Totaal alle jeugdzorg in natura;Schijndel;2e halfjaar 2018;365.0;15.0;190.0;155.0;;95.0;245.0;25.0;490.0;;;;;185.0;175.0;15.0;35.0;20.0;;;10.0;Meierijstad                             ;Wijk     ;WK194802  ;1.0
5903;Totaal alle jeugdzorg in natura;Schijndel;2018;435.0;15.0;225.0;190.0;10.0;105.0;305.0;25.0;620.0;;;;;225.0;230.0;20.0;50.0;25.0;;;10.0;Meierijstad                             ;Wijk     ;WK194802  ;1.0
5904;Totaal alle jeugdzorg in natura;Sint-Oedenrode;1e halfjaar 2018;250.0;10.0;120.0;115.0;;55.0;180.0;15.0;335.0;;;;;120.0;120.0;;25.0;15.0;;15.0;10.0;Meierijstad                             ;Wijk     ;WK194803  ;1.0
5905;Totaal alle jeugdzorg in natura;Sint-Oedenrode;2e halfjaar 2018;270.0;10.0;135.0;120.0;;70.0;190.0;15.0;375.0;;;;;120.0;135.0;;25.0;20.0;;30.0;15.0;Meierijstad                             ;Wijk     ;WK194803  ;1.0
5906;Totaal alle jeugdzorg in natura;Sint-Oedenrode;2018;305.0;10.0;145.0;140.0;;75.0;215.0;15.0;430.0;;;;;135.0;160.0;;30.0;20.0;;30.0;15.0;Meierijstad                             ;Wijk     ;WK194803  ;1.0
5907;Totaal alle jeugdzorg in natura;Veghel;1e halfjaar 2018;600.0;35.0;305.0;240.0;20.0;120.0;425.0;50.0;860.0;;;;;315.0;190.0;10.0;55.0;30.0;;185.0;;Meierijstad                             ;Wijk     ;WK194804  ;1.0
5908;Totaal alle jeugdzorg in natura;Veghel;2e halfjaar 2018;635.0;40.0;335.0;245.0;10.0;160.0;430.0;45.0;920.0;;;;;305.0;190.0;10.0;50.0;25.0;;260.0;;Meierijstad                             ;Wijk     ;WK194804  ;1.0
5909;Totaal alle jeugdzorg in natura;Veghel;2018;745.0;50.0;380.0;295.0;20.0;170.0;520.0;55.0;1140.0;;;;;375.0;260.0;10.0;60.0;40.0;;300.0;;Meierijstad                             ;Wijk     ;WK194804  ;1.0
5910;Totaal alle jeugdzorg in natura;Meppel;1e halfjaar 2018;845.0;35.0;400.0;355.0;55.0;220.0;565.0;60.0;1115.0;;;;;180.0;570.0;15.0;95.0;35.0;;70.0;85.0;Meppel                                  ;Gemeente ;GM0119    ;
5911;Totaal alle jeugdzorg in natura;Meppel;2e halfjaar 2018;850.0;35.0;395.0;365.0;50.0;220.0;565.0;65.0;1125.0;;;;;210.0;555.0;15.0;95.0;35.0;;60.0;80.0;Meppel                                  ;Gemeente ;GM0119    ;
5912;Totaal alle jeugdzorg in natura;Meppel;2018;990.0;45.0;475.0;415.0;55.0;260.0;665.0;65.0;1350.0;;;;;230.0;695.0;20.0;115.0;40.0;;90.0;85.0;Meppel                                  ;Gemeente ;GM0119    ;
5913;Totaal alle jeugdzorg in natura;Centrum;1e halfjaar 2018;110.0;;60.0;35.0;10.0;30.0;75.0;;150.0;;;;;20.0;75.0;;20.0;;;10.0;10.0;Meppel                                  ;Wijk     ;WK011900  ;1.0
5914;Totaal alle jeugdzorg in natura;Centrum;2e halfjaar 2018;105.0;;55.0;40.0;10.0;35.0;70.0;;145.0;;;;;20.0;75.0;;15.0;;;10.0;10.0;Meppel                                  ;Wijk     ;WK011900  ;1.0
5915;Totaal alle jeugdzorg in natura;Centrum;2018;130.0;;70.0;45.0;10.0;40.0;85.0;;180.0;;;;;20.0;95.0;;20.0;;;15.0;10.0;Meppel                                  ;Wijk     ;WK011900  ;1.0
5916;Totaal alle jeugdzorg in natura;Watertoren;1e halfjaar 2018;10.0;;;;;;;;10.0;;;;;;10.0;;;;;;;Meppel                                  ;Wijk     ;WK011901  ;1.0
5917;Totaal alle jeugdzorg in natura;Watertoren;2e halfjaar 2018;10.0;;;;;;;;10.0;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011901  ;1.0
5918;Totaal alle jeugdzorg in natura;Watertoren;2018;10.0;;;;;;;;15.0;;;;;;10.0;;;;;;;Meppel                                  ;Wijk     ;WK011901  ;1.0
5919;Totaal alle jeugdzorg in natura;Haveltermade;1e halfjaar 2018;95.0;10.0;45.0;35.0;;30.0;60.0;;130.0;;;;;30.0;55.0;;10.0;;;;10.0;Meppel                                  ;Wijk     ;WK011902  ;1.0
5920;Totaal alle jeugdzorg in natura;Haveltermade;2e halfjaar 2018;105.0;10.0;55.0;40.0;;40.0;60.0;;150.0;;;;;50.0;55.0;;10.0;;;;10.0;Meppel                                  ;Wijk     ;WK011902  ;1.0
5921;Totaal alle jeugdzorg in natura;Haveltermade;2018;120.0;10.0;60.0;45.0;;45.0;75.0;;175.0;;;;;50.0;75.0;;10.0;;;10.0;10.0;Meppel                                  ;Wijk     ;WK011902  ;1.0
5922;Totaal alle jeugdzorg in natura;Koedijkslanden;1e halfjaar 2018;180.0;;75.0;85.0;15.0;65.0;105.0;10.0;250.0;;;;;50.0;125.0;;20.0;;;20.0;20.0;Meppel                                  ;Wijk     ;WK011903  ;1.0
5923;Totaal alle jeugdzorg in natura;Koedijkslanden;2e halfjaar 2018;190.0;;75.0;95.0;15.0;65.0;110.0;15.0;260.0;;;;;55.0;125.0;;25.0;;;15.0;20.0;Meppel                                  ;Wijk     ;WK011903  ;1.0
5924;Totaal alle jeugdzorg in natura;Koedijkslanden;2018;210.0;;90.0;105.0;15.0;70.0;125.0;15.0;300.0;;;;;60.0;150.0;;25.0;;;20.0;20.0;Meppel                                  ;Wijk     ;WK011903  ;1.0
5925;Totaal alle jeugdzorg in natura;Berggierslanden;1e halfjaar 2018;100.0;;60.0;35.0;;15.0;80.0;;120.0;;;;;15.0;75.0;;;;;;10.0;Meppel                                  ;Wijk     ;WK011904  ;1.0
5926;Totaal alle jeugdzorg in natura;Berggierslanden;2e halfjaar 2018;100.0;;60.0;40.0;;20.0;80.0;;115.0;;;;;15.0;70.0;;;;;;10.0;Meppel                                  ;Wijk     ;WK011904  ;1.0
5927;Totaal alle jeugdzorg in natura;Berggierslanden;2018;120.0;;75.0;45.0;;20.0;95.0;;150.0;;;;;15.0;95.0;;;;;10.0;10.0;Meppel                                  ;Wijk     ;WK011904  ;1.0
5928;Totaal alle jeugdzorg in natura;Ezinge;1e halfjaar 2018;25.0;;10.0;10.0;;;15.0;;30.0;;;;;;20.0;;;;;;;Meppel                                  ;Wijk     ;WK011905  ;1.0
5929;Totaal alle jeugdzorg in natura;Ezinge;2e halfjaar 2018;20.0;;10.0;10.0;;;15.0;;30.0;;;;;;15.0;;;;;;;Meppel                                  ;Wijk     ;WK011905  ;1.0
5930;Totaal alle jeugdzorg in natura;Ezinge;2018;25.0;;10.0;10.0;;;20.0;;35.0;;;;;;20.0;;;;;;;Meppel                                  ;Wijk     ;WK011905  ;1.0
5931;Totaal alle jeugdzorg in natura;Oosterboer;1e halfjaar 2018;185.0;;70.0;85.0;20.0;45.0;120.0;20.0;230.0;;;;;35.0;125.0;;20.0;10.0;;;15.0;Meppel                                  ;Wijk     ;WK011906  ;1.0
5932;Totaal alle jeugdzorg in natura;Oosterboer;2e halfjaar 2018;180.0;10.0;70.0;85.0;20.0;45.0;120.0;20.0;230.0;;;;;45.0;120.0;;20.0;10.0;;;15.0;Meppel                                  ;Wijk     ;WK011906  ;1.0
5933;Totaal alle jeugdzorg in natura;Oosterboer;2018;210.0;10.0;85.0;95.0;20.0;55.0;140.0;20.0;270.0;;;;;45.0;150.0;;25.0;10.0;;10.0;15.0;Meppel                                  ;Wijk     ;WK011906  ;1.0
5934;Totaal alle jeugdzorg in natura;Nieuwveenselanden;1e halfjaar 2018;25.0;;15.0;;;;20.0;;35.0;;;;;;15.0;;;;;;;Meppel                                  ;Wijk     ;WK011907  ;1.0
5935;Totaal alle jeugdzorg in natura;Nieuwveenselanden;2e halfjaar 2018;20.0;;15.0;;;;15.0;;30.0;;;;;;10.0;;;;;;;Meppel                                  ;Wijk     ;WK011907  ;1.0
5936;Totaal alle jeugdzorg in natura;Nieuwveenselanden;2018;25.0;;15.0;;;;20.0;;40.0;;;;;;15.0;;;;;;;Meppel                                  ;Wijk     ;WK011907  ;1.0
5937;Totaal alle jeugdzorg in natura;Blankenstein;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011908  ;1.0
5938;Totaal alle jeugdzorg in natura;Blankenstein;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011908  ;1.0
5939;Totaal alle jeugdzorg in natura;Blankenstein;2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011908  ;1.0
5940;Totaal alle jeugdzorg in natura;Industrieterrein Noord;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011909  ;1.0
5941;Totaal alle jeugdzorg in natura;Industrieterrein Noord;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011909  ;1.0
5942;Totaal alle jeugdzorg in natura;Industrieterrein Noord;2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011909  ;1.0
5943;Totaal alle jeugdzorg in natura;Industrie Oevers;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011910  ;1.0
5944;Totaal alle jeugdzorg in natura;Industrie Oevers;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011910  ;1.0
5945;Totaal alle jeugdzorg in natura;Industrie Oevers;2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011910  ;1.0
5946;Totaal alle jeugdzorg in natura;Verspreid gebied Meppel;1e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011911  ;1.0
5947;Totaal alle jeugdzorg in natura;Verspreid gebied Meppel;2e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011911  ;1.0
5948;Totaal alle jeugdzorg in natura;Verspreid gebied Meppel;2018;10.0;;;;;;;;10.0;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011911  ;1.0
5949;Totaal alle jeugdzorg in natura;Nijeveen;1e halfjaar 2018;95.0;;45.0;45.0;;15.0;75.0;;120.0;;;;;20.0;60.0;;10.0;;;15.0;;Meppel                                  ;Wijk     ;WK011912  ;1.0
5950;Totaal alle jeugdzorg in natura;Nijeveen;2e halfjaar 2018;90.0;;40.0;45.0;;10.0;70.0;;110.0;;;;;15.0;55.0;;10.0;;;10.0;;Meppel                                  ;Wijk     ;WK011912  ;1.0
5951;Totaal alle jeugdzorg in natura;Nijeveen;2018;100.0;;50.0;45.0;;15.0;80.0;;135.0;;;;;20.0;70.0;;10.0;;;15.0;;Meppel                                  ;Wijk     ;WK011912  ;1.0
5952;Totaal alle jeugdzorg in natura;Rogat;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011913  ;1.0
5953;Totaal alle jeugdzorg in natura;Rogat;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011913  ;1.0
5954;Totaal alle jeugdzorg in natura;Rogat;2018;;;;;;;;;;;;;;;;;;;;;;Meppel                                  ;Wijk     ;WK011913  ;1.0
5955;Totaal alle jeugdzorg in natura;Middelburg;1e halfjaar 2018;965.0;55.0;445.0;445.0;20.0;305.0;520.0;145.0;1395.0;;;;;590.0;440.0;;70.0;115.0;10.0;;35.0;Middelburg                              ;Gemeente ;GM0687    ;
5956;Totaal alle jeugdzorg in natura;Middelburg;2e halfjaar 2018;1045.0;70.0;490.0;465.0;20.0;340.0;545.0;155.0;1525.0;;;;;600.0;520.0;;85.0;125.0;10.0;;35.0;Middelburg                              ;Gemeente ;GM0687    ;
5957;Totaal alle jeugdzorg in natura;Middelburg;2018;1150.0;75.0;540.0;510.0;20.0;375.0;615.0;160.0;1770.0;;;;;725.0;595.0;;95.0;145.0;10.0;;35.0;Middelburg                              ;Gemeente ;GM0687    ;
5958;Totaal alle jeugdzorg in natura;Middelburg-Centrum;1e halfjaar 2018;70.0;;20.0;35.0;;20.0;35.0;15.0;90.0;;;;;30.0;35.0;;;10.0;;;;Middelburg                              ;Wijk     ;WK068700  ;1.0
5959;Totaal alle jeugdzorg in natura;Middelburg-Centrum;2e halfjaar 2018;80.0;10.0;25.0;40.0;;25.0;40.0;15.0;100.0;;;;;30.0;45.0;;;;;;;Middelburg                              ;Wijk     ;WK068700  ;1.0
5960;Totaal alle jeugdzorg in natura;Middelburg-Centrum;2018;90.0;10.0;30.0;45.0;;25.0;45.0;15.0;115.0;;;;;40.0;50.0;;;10.0;;;;Middelburg                              ;Wijk     ;WK068700  ;1.0
5961;Totaal alle jeugdzorg in natura;Middelburg-Noord;1e halfjaar 2018;200.0;10.0;90.0;90.0;10.0;55.0;110.0;35.0;265.0;;;;;100.0;95.0;;10.0;30.0;;;10.0;Middelburg                              ;Wijk     ;WK068701  ;1.0
5962;Totaal alle jeugdzorg in natura;Middelburg-Noord;2e halfjaar 2018;220.0;15.0;105.0;95.0;;60.0;125.0;35.0;305.0;;;;;105.0;120.0;;10.0;30.0;;;10.0;Middelburg                              ;Wijk     ;WK068701  ;1.0
5963;Totaal alle jeugdzorg in natura;Middelburg-Noord;2018;250.0;15.0;125.0;105.0;10.0;75.0;140.0;40.0;350.0;;;;;130.0;135.0;;10.0;35.0;;;10.0;Middelburg                              ;Wijk     ;WK068701  ;1.0
5964;Totaal alle jeugdzorg in natura;Middelburg-Zuidwest;1e halfjaar 2018;150.0;10.0;70.0;65.0;;50.0;75.0;20.0;215.0;;;;;90.0;60.0;;15.0;20.0;;;;Middelburg                              ;Wijk     ;WK068702  ;1.0
5965;Totaal alle jeugdzorg in natura;Middelburg-Zuidwest;2e halfjaar 2018;155.0;15.0;70.0;65.0;;55.0;75.0;25.0;225.0;;;;;95.0;55.0;;15.0;25.0;;;;Middelburg                              ;Wijk     ;WK068702  ;1.0
5966;Totaal alle jeugdzorg in natura;Middelburg-Zuidwest;2018;170.0;15.0;80.0;70.0;;55.0;90.0;25.0;265.0;;;;;115.0;70.0;;15.0;25.0;;;;Middelburg                              ;Wijk     ;WK068702  ;1.0
5967;Totaal alle jeugdzorg in natura;Middelburg-Zuidoost;1e halfjaar 2018;400.0;20.0;185.0;190.0;;145.0;200.0;55.0;590.0;;;;;260.0;185.0;;25.0;45.0;;;15.0;Middelburg                              ;Wijk     ;WK068703  ;1.0
5968;Totaal alle jeugdzorg in natura;Middelburg-Zuidoost;2e halfjaar 2018;430.0;20.0;205.0;195.0;;165.0;205.0;60.0;640.0;;;;;265.0;215.0;;35.0;50.0;;;15.0;Middelburg                              ;Wijk     ;WK068703  ;1.0
5969;Totaal alle jeugdzorg in natura;Middelburg-Zuidoost;2018;465.0;25.0;220.0;215.0;;175.0;225.0;60.0;735.0;;;;;320.0;245.0;;35.0;55.0;;;15.0;Middelburg                              ;Wijk     ;WK068703  ;1.0
5970;Totaal alle jeugdzorg in natura;Nieuw- en Sint Joosland;1e halfjaar 2018;35.0;;25.0;10.0;;10.0;20.0;;60.0;;;;;30.0;15.0;;;;;;;Middelburg                              ;Wijk     ;WK068704  ;1.0
5971;Totaal alle jeugdzorg in natura;Nieuw- en Sint Joosland;2e halfjaar 2018;35.0;;25.0;10.0;;10.0;20.0;;75.0;;;;;30.0;25.0;;10.0;;;;;Middelburg                              ;Wijk     ;WK068704  ;1.0
5972;Totaal alle jeugdzorg in natura;Nieuw- en Sint Joosland;2018;40.0;;25.0;10.0;;10.0;25.0;;85.0;;;;;35.0;25.0;;10.0;;;;;Middelburg                              ;Wijk     ;WK068704  ;1.0
5973;Totaal alle jeugdzorg in natura;Arnemuiden;1e halfjaar 2018;95.0;;45.0;45.0;;15.0;70.0;10.0;135.0;;;;;55.0;50.0;;10.0;10.0;;;;Middelburg                              ;Wijk     ;WK068705  ;1.0
5974;Totaal alle jeugdzorg in natura;Arnemuiden;2e halfjaar 2018;105.0;10.0;55.0;45.0;;20.0;75.0;10.0;145.0;;;;;55.0;60.0;;10.0;10.0;;;;Middelburg                              ;Wijk     ;WK068705  ;1.0
5975;Totaal alle jeugdzorg in natura;Arnemuiden;2018;120.0;10.0;55.0;55.0;;25.0;85.0;10.0;175.0;;;;;70.0;70.0;;10.0;15.0;;;;Middelburg                              ;Wijk     ;WK068705  ;1.0
5976;Totaal alle jeugdzorg in natura;Midden-Delfland;1e halfjaar 2018;290.0;10.0;160.0;110.0;10.0;60.0;215.0;15.0;390.0;;;;;100.0;165.0;10.0;35.0;30.0;;;25.0;Midden-Delfland                         ;Gemeente ;GM1842    ;
5977;Totaal alle jeugdzorg in natura;Midden-Delfland;2e halfjaar 2018;295.0;10.0;165.0;115.0;;65.0;215.0;15.0;410.0;;;;;100.0;175.0;10.0;30.0;30.0;;;30.0;Midden-Delfland                         ;Gemeente ;GM1842    ;
