ID;Geslacht;Migratieachtergrond;Onderwijssoort;StudierichtingISCED2013;Perioden;TotaalIngeschrevenen_1;Eerstejaarsstudenten_2;Ouderejaarsstudenten_3
6088;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2014/'15;19587;3027;16560
6089;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2015/'16;18154;2623;15531
6090;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2016/'17;17172;2932;14240
6091;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2017/'18;16730;3125;13605
6092;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2018/'19;15814;2575;13239
6093;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2019/'20;15753;2912;12841
6094;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2020/'21;16265;3337;12928
6095;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;032 Journalistiek, informatievoorziening;2021/'22;15793;2701;13092
6096;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2010/'11;0;0;0
6097;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2011/'12;0;0;0
6098;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2012/'13;0;0;0
6099;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2013/'14;0;0;0
6100;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2014/'15;0;0;0
6101;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2015/'16;0;0;0
6102;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2016/'17;0;0;0
6103;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2017/'18;0;0;0
6104;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2018/'19;0;0;0
6105;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2019/'20;0;0;0
6106;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2020/'21;0;0;0
6107;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0320 Journalistiek, informatie… z.n.d.;2021/'22;0;0;0
6108;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2010/'11;20076;3891;16185
6109;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2011/'12;21103;4055;17048
6110;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2012/'13;20178;3758;16420
6111;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2013/'14;20147;3633;16514
6112;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2014/'15;19351;3015;16336
6113;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2015/'16;17984;2621;15363
6114;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2016/'17;17055;2927;14128
6115;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2017/'18;16637;3109;13528
6116;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2018/'19;15731;2562;13169
6117;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2019/'20;15671;2901;12770
6118;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2020/'21;16179;3328;12851
6119;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0321 Journalistiek;2021/'22;15720;2694;13026
6120;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2010/'11;336;41;295
6121;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2011/'12;323;30;293
6122;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2012/'13;310;54;256
6123;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2013/'14;298;35;263
6124;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2014/'15;236;12;224
6125;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2015/'16;170;2;168
6126;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2016/'17;117;5;112
6127;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2017/'18;93;16;77
6128;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2018/'19;83;13;70
6129;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2019/'20;82;11;71
6130;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2020/'21;86;9;77
6131;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0322 Bibliotheek, documentaire inform...;2021/'22;73;7;66
6132;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2010/'11;120996;23158;97838
6133;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2011/'12;122817;23513;99304
6134;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2012/'13;120835;23178;97657
6135;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2013/'14;124847;24766;100081
6136;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2014/'15;126978;23930;103048
6137;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2015/'16;125663;22202;103461
6138;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2016/'17;126466;23211;103255
6139;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2017/'18;129237;24813;104424
6140;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2018/'19;131528;25401;106127
6141;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2019/'20;133427;25414;108013
6142;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2020/'21;140663;28643;112020
6143;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;04 Recht, administratie, handel en za…;2021/'22;139624;24650;114974
6144;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2010/'11;0;0;0
6145;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2011/'12;0;0;0
6146;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2012/'13;0;0;0
6147;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2013/'14;0;0;0
6148;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2014/'15;0;0;0
6149;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2015/'16;0;0;0
6150;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2016/'17;0;0;0
6151;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2017/'18;0;0;0
6152;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2018/'19;0;0;0
6153;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2019/'20;0;0;0
6154;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2020/'21;0;0;0
6155;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;040 Recht, administratie, handel z.n.d.;2021/'22;0;0;0
6156;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2010/'11;0;0;0
6157;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2011/'12;0;0;0
6158;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2012/'13;0;0;0
6159;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2013/'14;0;0;0
6160;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2014/'15;0;0;0
6161;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2015/'16;0;0;0
6162;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2016/'17;0;0;0
6163;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2017/'18;0;0;0
6164;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2018/'19;0;0;0
6165;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2019/'20;0;0;0
6166;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2020/'21;0;0;0
6167;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0400 Recht, administratie, handel z.n.d.;2021/'22;0;0;0
6168;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2010/'11;96123;19416;76707
6169;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2011/'12;98489;19801;78688
6170;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2012/'13;97569;19525;78044
6171;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2013/'14;101304;20957;80347
6172;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2014/'15;103129;20184;82945
6173;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2015/'16;102057;18489;83568
6174;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2016/'17;102708;19355;83353
6175;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2017/'18;104923;20780;84143
6176;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2018/'19;106620;21187;85433
6177;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2019/'20;107685;20930;86755
6178;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2020/'21;112511;23063;89448
6179;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;041 Bedrijfskunde en administratie;2021/'22;110818;19879;90939
6180;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2010/'11;351;47;304
6181;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2011/'12;398;44;354
6182;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2012/'13;452;78;374
6183;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2013/'14;535;121;414
6184;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2014/'15;600;99;501
6185;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2015/'16;692;141;551
6186;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2016/'17;778;125;653
6187;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2017/'18;810;117;693
6188;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2018/'19;787;89;698
6189;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2019/'20;715;97;618
6190;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2020/'21;704;98;606
6191;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0410 Bedrijfskunde, administratie z.n.d.;2021/'22;660;49;611
6192;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2010/'11;13515;2817;10698
6193;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2011/'12;14730;3276;11454
6194;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2012/'13;14503;3069;11434
6195;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2013/'14;15245;3295;11950
6196;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2014/'15;15105;2926;12179
6197;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2015/'16;14589;2634;11955
6198;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2016/'17;14254;2591;11663
6199;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2017/'18;13654;2488;11166
6200;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2018/'19;13327;2497;10830
6201;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2019/'20;12747;2300;10447
6202;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2020/'21;12648;2290;10358
6203;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0411 Financieel management en belast..;2021/'22;11895;1945;9950
6204;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2010/'11;1724;285;1439
6205;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2011/'12;1934;348;1586
6206;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2012/'13;1993;292;1701
6207;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2013/'14;2016;244;1772
6208;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2014/'15;1906;253;1653
6209;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2015/'16;1868;248;1620
6210;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2016/'17;1868;259;1609
6211;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2017/'18;1933;199;1734
6212;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2018/'19;1509;11;1498
6213;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2019/'20;1404;12;1392
6214;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2020/'21;1324;16;1308
6215;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0412 Financiële dienstverlening;2021/'22;1200;10;1190
6216;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2010/'11;56453;11038;45415
6217;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2011/'12;56923;10961;45962
6218;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2012/'13;56186;11257;44929
6219;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2013/'14;58207;12277;45930
6220;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2014/'15;60422;12419;48003
6221;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2015/'16;60665;11352;49313
6222;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2016/'17;61917;11988;49929
6223;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2017/'18;64467;13147;51320
6224;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2018/'19;66916;13635;53281
6225;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2019/'20;68408;13354;55054
6226;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2020/'21;71909;14570;57339
6227;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0413 Management bedrijfs- en personee…;2021/'22;70833;12360;58473
6228;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2010/'11;16465;3515;12950
6229;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2011/'12;16616;3434;13182
6230;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2012/'13;16603;3327;13276
6231;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2013/'14;17294;3458;13836
6232;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2014/'15;17155;3040;14115
6233;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2015/'16;16628;2829;13799
6234;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2016/'17;16226;2989;13237
6235;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2017/'18;16144;3216;12928
6236;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2018/'19;16278;3381;12897
6237;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2019/'20;16464;3318;13146
6238;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2020/'21;17026;3733;13293
6239;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0414 Marketing en public relations;2021/'22;16423;3053;13370
6240;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2010/'11;0;0;0
6241;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2011/'12;0;0;0
6242;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2012/'13;0;0;0
6243;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2013/'14;0;0;0
6244;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2014/'15;0;0;0
6245;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2015/'16;0;0;0
6246;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2016/'17;0;0;0
6247;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2017/'18;0;0;0
6248;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2018/'19;0;0;0
6249;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2019/'20;0;0;0
6250;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2020/'21;0;0;0
6251;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0415 Secretariële en administratieve...;2021/'22;0;0;0
6252;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2010/'11;7615;1714;5901
6253;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2011/'12;7888;1738;6150
6254;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2012/'13;7832;1502;6330
6255;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2013/'14;8007;1562;6445
6256;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2014/'15;7941;1447;6494
6257;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2015/'16;7615;1285;6330
6258;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2016/'17;7665;1403;6262
6259;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2017/'18;7915;1613;6302
6260;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2018/'19;7803;1574;6229
6261;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2019/'20;7947;1849;6098
6262;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2020/'21;8900;2356;6544
6263;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0416 Groothandel en detailhandel;2021/'22;9807;2462;7345
6264;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2010/'11;0;0;0
6265;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2011/'12;0;0;0
6266;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2012/'13;0;0;0
6267;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2013/'14;0;0;0
6268;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2014/'15;0;0;0
6269;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2015/'16;0;0;0
6270;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2016/'17;0;0;0
6271;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2017/'18;0;0;0
6272;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2018/'19;0;0;0
6273;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2019/'20;0;0;0
6274;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2020/'21;0;0;0
6275;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0417 Werkgerelateerde en bedrijfsger ...;2021/'22;0;0;0
6276;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2010/'11;24873;3742;21131
6277;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2011/'12;24328;3712;20616
6278;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2012/'13;23266;3653;19613
6279;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2013/'14;23543;3809;19734
6280;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2014/'15;23849;3746;20103
6281;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2015/'16;23606;3713;19893
6282;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2016/'17;23758;3856;19902
6283;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2017/'18;24314;4033;20281
6284;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2018/'19;24908;4214;20694
6285;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2019/'20;25742;4484;21258
6286;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2020/'21;28152;5580;22572
6287;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;042 Recht;2021/'22;28806;4771;24035
6288;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0421 Recht;2010/'11;24873;3742;21131
6289;Totaal mannen en vrouwen;Nederlandse achtergrond;Hoger onderwijs;0421 Recht;2011/'12;24328;3712;20616
