ID;Geslacht;HOOPGebieden;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na1Jaar_30;Na2Jaar_31;Na3Jaar_32;Na4Jaar_33;Na5Jaar_34;Na6Jaar_35;Na7Jaar_36;Na8Jaar_37;Na9Jaar_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar10_47;InJaar2_48;InJaar3_49;InJaar4_50;InJaar5_51;InJaar6_52;InJaar7_53;InJaar8_54;InJaar9_55;InJaar10_56;InJaar2_57;InJaar3_58;InJaar4_59;InJaar5_60;InJaar6_61;InJaar7_62;InJaar8_63;InJaar9_64;InJaar10_65
110;Vrouwen;Gedrag en maatschappij;Cohort 1990;730.0;9.0;18.0;26.0;35.0;39.0;42.0;44.0;9.0;17.0;25.0;33.0;37.0;41.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;26.0;35.0;39.0;44.0;45.0;48.0;48.0;48.0;48.0;73.0;62.0;52.0;39.0;29.0;17.0;13.0;9.0;8.0;71.0;60.0;50.0;37.0;28.0;16.0;12.0;8.0;6.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
111;Vrouwen;Gedrag en maatschappij;Cohort 1991;700.0;10.0;18.0;26.0;33.0;38.0;41.0;43.0;10.0;17.0;25.0;31.0;36.0;38.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;30.0;38.0;43.0;46.0;48.0;49.0;50.0;51.0;49.0;69.0;57.0;46.0;37.0;25.0;17.0;12.0;8.0;7.0;68.0;54.0;44.0;35.0;23.0;16.0;11.0;8.0;5.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0
112;Vrouwen;Gedrag en maatschappij;Cohort 1992;630.0;8.0;20.0;27.0;33.0;36.0;39.0;41.0;6.0;18.0;24.0;30.0;33.0;36.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;28.0;41.0;46.0;47.0;50.0;50.0;51.0;51.0;51.0;72.0;55.0;46.0;32.0;23.0;17.0;12.0;9.0;8.0;70.0;53.0;44.0;30.0;21.0;15.0;10.0;7.0;6.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0
113;Vrouwen;Gedrag en maatschappij;Cohort 1993;530.0;8.0;17.0;27.0;32.0;37.0;40.0;43.0;7.0;16.0;25.0;29.0;33.0;37.0;39.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;30.0;40.0;48.0;49.0;50.0;50.0;50.0;49.0;48.0;70.0;57.0;44.0;33.0;23.0;17.0;13.0;10.0;9.0;68.0;54.0;41.0;32.0;21.0;16.0;11.0;9.0;7.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
114;Vrouwen;Gedrag en maatschappij;Cohort 1994;430.0;8.0;17.0;25.0;32.0;35.0;39.0;40.0;6.0;14.0;21.0;28.0;31.0;33.0;35.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;4.0;4.0;4.0;4.0;5.0;5.0;28.0;41.0;43.0;49.0;52.0;52.0;52.0;52.0;54.0;72.0;56.0;48.0;33.0;23.0;16.0;13.0;9.0;5.0;68.0;52.0;45.0;32.0;22.0;14.0;11.0;8.0;4.0;4.0;4.0;3.0;1.0;1.0;2.0;2.0;1.0;1.0
115;Vrouwen;Taal en cultuur;Cohort 1990;210.0;4.0;11.0;17.0;22.0;26.0;30.0;33.0;4.0;10.0;16.0;21.0;25.0;29.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;28.0;40.0;44.0;46.0;50.0;53.0;54.0;53.0;57.0;72.0;58.0;52.0;44.0;33.0;25.0;20.0;17.0;11.0;70.0;56.0;50.0;41.0;31.0;23.0;17.0;15.0;9.0;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0
116;Vrouwen;Taal en cultuur;Cohort 1991;200.0;7.0;10.0;15.0;22.0;28.0;32.0;35.0;6.0;9.0;14.0;19.0;25.0;29.0;32.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;30.0;39.0;44.0;46.0;49.0;51.0;54.0;52.0;53.0;70.0;56.0;48.0;44.0;36.0;27.0;18.0;16.0;12.0;69.0;54.0;45.0;41.0;32.0;24.0;16.0;13.0;9.0;1.0;2.0;4.0;3.0;4.0;3.0;2.0;3.0;3.0
117;Vrouwen;Taal en cultuur;Cohort 1992;240.0;6.0;9.0;15.0;21.0;25.0;32.0;34.0;5.0;7.0;12.0;18.0;22.0;27.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;3.0;4.0;4.0;5.0;28.0;39.0;47.0;48.0;54.0;53.0;55.0;55.0;52.0;72.0;58.0;47.0;43.0;31.0;26.0;20.0;13.0;14.0;70.0;55.0;44.0;40.0;29.0;25.0;18.0;12.0;12.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;1.0;2.0
118;Vrouwen;Taal en cultuur;Cohort 1993;160.0;9.0;11.0;18.0;22.0;30.0;34.0;38.0;7.0;9.0;14.0;19.0;26.0;29.0;31.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;4.0;6.0;33.0;41.0;41.0;46.0;55.0;54.0;53.0;57.0;55.0;66.0;55.0;49.0;43.0;27.0;23.0;17.0;9.0;8.0;62.0;51.0;46.0;40.0;25.0;21.0;13.0;7.0;7.0;4.0;4.0;3.0;3.0;2.0;2.0;4.0;2.0;1.0
119;Vrouwen;Taal en cultuur;Cohort 1994;140.0;9.0;12.0;14.0;19.0;24.0;30.0;31.0;6.0;9.0;10.0;14.0;19.0;22.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;5.0;5.0;8.0;8.0;29.0;37.0;50.0;56.0;59.0;59.0;58.0;59.0;61.0;70.0;59.0;41.0;31.0;26.0;21.0;19.0;11.0;8.0;66.0;52.0;38.0;26.0;24.0;19.0;13.0;10.0;6.0;4.0;6.0;4.0;5.0;2.0;3.0;6.0;1.0;2.0
