ID;MaterialLivingConditions;PersonalCharacteristics;AllPeriods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
714;789;Gender: male;2007;6.0;94.0;6.0;94.0
715;789;Gender: male;2008;5.0;95.0;5.0;95.0
716;789;Gender: male;2009;4.0;96.0;6.0;94.0
717;789;Gender: male;2010 old method;5.0;95.0;6.0;94.0
718;789;Gender: male;2010 new method;8.0;92.0;8.0;92.0
719;789;Gender: male;2012;;;;
720;789;Gender: female;2003;7.0;93.0;9.0;91.0
721;789;Gender: female;2004;8.0;92.0;10.0;90.0
722;789;Gender: female;2005;8.0;92.0;8.0;92.0
723;789;Gender: female;2006;8.0;92.0;9.0;91.0
724;789;Gender: female;2007;8.0;92.0;9.0;91.0
725;789;Gender: female;2008;7.0;93.0;7.0;93.0
726;789;Gender: female;2009;7.0;93.0;8.0;92.0
727;789;Gender: female;2010 old method;7.0;93.0;9.0;91.0
728;789;Gender: female;2010 new method;11.0;89.0;9.0;91.0
729;789;Gender: female;2012;;;;
730;789;Age: 18 to 35 years;2003;5.0;95.0;7.0;93.0
731;789;Age: 18 to 35 years;2004;6.0;94.0;8.0;92.0
732;789;Age: 18 to 35 years;2005;6.0;94.0;8.0;92.0
733;789;Age: 18 to 35 years;2006;4.0;96.0;9.0;91.0
734;789;Age: 18 to 35 years;2007;6.0;94.0;7.0;93.0
735;789;Age: 18 to 35 years;2008;4.0;96.0;5.0;95.0
736;789;Age: 18 to 35 years;2009;5.0;95.0;7.0;93.0
737;789;Age: 18 to 35 years;2010 old method;4.0;96.0;5.0;95.0
738;789;Age: 18 to 35 years;2010 new method;9.0;91.0;8.0;92.0
739;789;Age: 18 to 35 years;2012;;;;
740;789;Age: 35 to 50 years;2003;7.0;93.0;8.0;92.0
741;789;Age: 35 to 50 years;2004;7.0;93.0;9.0;91.0
742;789;Age: 35 to 50 years;2005;8.0;92.0;8.0;92.0
743;789;Age: 35 to 50 years;2006;7.0;93.0;9.0;91.0
744;789;Age: 35 to 50 years;2007;5.0;95.0;7.0;93.0
745;789;Age: 35 to 50 years;2008;6.0;94.0;7.0;93.0
746;789;Age: 35 to 50 years;2009;4.0;96.0;8.0;92.0
747;789;Age: 35 to 50 years;2010 old method;6.0;94.0;9.0;91.0
748;789;Age: 35 to 50 years;2010 new method;9.0;91.0;8.0;92.0
749;789;Age: 35 to 50 years;2012;;;;
750;789;Age: 50 to 65 years;2003;9.0;91.0;10.0;90.0
751;789;Age: 50 to 65 years;2004;8.0;92.0;10.0;90.0
752;789;Age: 50 to 65 years;2005;9.0;91.0;8.0;92.0
753;789;Age: 50 to 65 years;2006;7.0;93.0;8.0;92.0
754;789;Age: 50 to 65 years;2007;8.0;92.0;9.0;91.0
755;789;Age: 50 to 65 years;2008;6.0;94.0;6.0;94.0
756;789;Age: 50 to 65 years;2009;6.0;94.0;7.0;93.0
757;789;Age: 50 to 65 years;2010 old method;7.0;93.0;9.0;91.0
758;789;Age: 50 to 65 years;2010 new method;9.0;91.0;10.0;90.0
759;789;Age: 50 to 65 years;2012;;;;
760;789;Age: 65 years or older;2003;10.0;90.0;8.0;92.0
761;789;Age: 65 years or older;2004;9.0;91.0;8.0;92.0
762;789;Age: 65 years or older;2005;11.0;89.0;9.0;91.0
763;789;Age: 65 years or older;2006;9.0;91.0;6.0;94.0
764;789;Age: 65 years or older;2007;9.0;91.0;9.0;91.0
765;789;Age: 65 years or older;2008;7.0;93.0;6.0;94.0
766;789;Age: 65 years or older;2009;8.0;92.0;7.0;93.0
767;789;Age: 65 years or older;2010 old method;6.0;94.0;5.0;95.0
768;789;Age: 65 years or older;2010 new method;11.0;89.0;9.0;91.0
769;789;Age: 65 years or older;2012;;;;
770;789;Origin: Native Dutch background;2003;7.0;93.0;8.0;92.0
771;789;Origin: Native Dutch background;2004;7.0;93.0;8.0;92.0
772;789;Origin: Native Dutch background;2005;7.0;93.0;7.0;93.0
773;789;Origin: Native Dutch background;2006;6.0;94.0;7.0;93.0
774;789;Origin: Native Dutch background;2007;6.0;94.0;7.0;93.0
775;789;Origin: Native Dutch background;2008;5.0;95.0;6.0;94.0
776;789;Origin: Native Dutch background;2009;5.0;95.0;6.0;94.0
777;789;Origin: Native Dutch background;2010 old method;6.0;94.0;7.0;93.0
778;789;Origin: Native Dutch background;2010 new method;8.0;92.0;8.0;92.0
779;789;Origin: Native Dutch background;2012;;;;
780;789;Origin: Foreign western background;2003;9.0;91.0;8.0;92.0
781;789;Origin: Foreign western background;2004;7.0;93.0;11.0;89.0
782;789;Origin: Foreign western background;2005;6.0;94.0;11.0;89.0
783;789;Origin: Foreign western background;2006;6.0;94.0;9.0;91.0
784;789;Origin: Foreign western background;2007;12.0;88.0;11.0;89.0
785;789;Origin: Foreign western background;2008;9.0;91.0;5.0;95.0
786;789;Origin: Foreign western background;2009;7.0;93.0;12.0;88.0
787;789;Origin: Foreign western background;2010 old method;5.0;95.0;10.0;90.0
788;789;Origin: Foreign western background;2010 new method;15.0;85.0;10.0;90.0
789;789;Origin: Foreign western background;2012;;;;
790;789;Origin: Foreign non-western background;2003;19.0;81.0;20.0;80.0
791;789;Origin: Foreign non-western background;2004;15.0;85.0;14.0;86.0
792;789;Origin: Foreign non-western background;2005;22.0;78.0;16.0;84.0
793;789;Origin: Foreign non-western background;2006;9.0;91.0;20.0;80.0
794;789;Origin: Foreign non-western background;2007;16.0;84.0;6.0;94.0
795;789;Origin: Foreign non-western background;2008;7.0;93.0;7.0;93.0
796;789;Origin: Foreign non-western background;2009;8.0;92.0;15.0;85.0
797;789;Origin: Foreign non-western background;2010 old method;;;;
798;789;Origin: Foreign non-western background;2010 new method;;;;
799;789;Origin: Foreign non-western background;2012;;;;
800;Housing: own home;Total population;2003;8.0;92.0;9.0;91.0
801;Housing: own home;Total population;2004;8.0;92.0;9.0;91.0
802;Housing: own home;Total population;2005;8.0;92.0;10.0;90.0
803;Housing: own home;Total population;2006;8.0;92.0;8.0;92.0
804;Housing: own home;Total population;2007;8.0;92.0;9.0;91.0
805;Housing: own home;Total population;2008;8.0;92.0;8.0;92.0
806;Housing: own home;Total population;2009;8.0;92.0;9.0;91.0
807;Housing: own home;Total population;2010 old method;8.0;92.0;10.0;90.0
808;Housing: own home;Total population;2010 new method;13.0;87.0;12.0;88.0
809;Housing: own home;Total population;2012;13.0;87.0;13.0;87.0
810;Housing: own home;Gender: male;2003;8.0;92.0;9.0;91.0
811;Housing: own home;Gender: male;2004;7.0;93.0;9.0;91.0
812;Housing: own home;Gender: male;2005;8.0;92.0;9.0;91.0
813;Housing: own home;Gender: male;2006;6.0;94.0;8.0;92.0
814;Housing: own home;Gender: male;2007;7.0;93.0;8.0;92.0
815;Housing: own home;Gender: male;2008;7.0;93.0;7.0;93.0
816;Housing: own home;Gender: male;2009;6.0;94.0;9.0;91.0
817;Housing: own home;Gender: male;2010 old method;8.0;92.0;9.0;91.0
818;Housing: own home;Gender: male;2010 new method;11.0;89.0;11.0;89.0
819;Housing: own home;Gender: male;2012;13.0;87.0;13.0;87.0
820;Housing: own home;Gender: female;2003;8.0;92.0;9.0;91.0
821;Housing: own home;Gender: female;2004;9.0;91.0;10.0;90.0
822;Housing: own home;Gender: female;2005;9.0;91.0;10.0;90.0
823;Housing: own home;Gender: female;2006;9.0;91.0;9.0;91.0
824;Housing: own home;Gender: female;2007;9.0;91.0;9.0;91.0
825;Housing: own home;Gender: female;2008;8.0;92.0;8.0;92.0
826;Housing: own home;Gender: female;2009;9.0;91.0;9.0;91.0
827;Housing: own home;Gender: female;2010 old method;9.0;91.0;10.0;90.0
828;Housing: own home;Gender: female;2010 new method;15.0;85.0;12.0;88.0
829;Housing: own home;Gender: female;2012;13.0;87.0;13.0;87.0
830;Housing: own home;Age: 18 to 35 years;2003;5.0;95.0;6.0;94.0
831;Housing: own home;Age: 18 to 35 years;2004;6.0;94.0;8.0;92.0
832;Housing: own home;Age: 18 to 35 years;2005;6.0;94.0;9.0;91.0
833;Housing: own home;Age: 18 to 35 years;2006;5.0;95.0;6.0;94.0
834;Housing: own home;Age: 18 to 35 years;2007;6.0;94.0;7.0;93.0
835;Housing: own home;Age: 18 to 35 years;2008;5.0;95.0;5.0;95.0
836;Housing: own home;Age: 18 to 35 years;2009;6.0;94.0;7.0;93.0
837;Housing: own home;Age: 18 to 35 years;2010 old method;6.0;94.0;8.0;92.0
838;Housing: own home;Age: 18 to 35 years;2010 new method;9.0;91.0;10.0;90.0
839;Housing: own home;Age: 18 to 35 years;2012;9.0;91.0;10.0;90.0
840;Housing: own home;Age: 35 to 50 years;2003;7.0;93.0;9.0;91.0
841;Housing: own home;Age: 35 to 50 years;2004;7.0;93.0;9.0;91.0
842;Housing: own home;Age: 35 to 50 years;2005;8.0;92.0;9.0;91.0
843;Housing: own home;Age: 35 to 50 years;2006;7.0;93.0;9.0;91.0
844;Housing: own home;Age: 35 to 50 years;2007;7.0;93.0;9.0;91.0
845;Housing: own home;Age: 35 to 50 years;2008;7.0;93.0;9.0;91.0
846;Housing: own home;Age: 35 to 50 years;2009;8.0;92.0;10.0;90.0
847;Housing: own home;Age: 35 to 50 years;2010 old method;6.0;94.0;11.0;89.0
848;Housing: own home;Age: 35 to 50 years;2010 new method;12.0;88.0;11.0;89.0
849;Housing: own home;Age: 35 to 50 years;2012;10.0;90.0;12.0;88.0
850;Housing: own home;Age: 50 to 65 years;2003;10.0;90.0;11.0;89.0
851;Housing: own home;Age: 50 to 65 years;2004;10.0;90.0;10.0;90.0
852;Housing: own home;Age: 50 to 65 years;2005;10.0;90.0;11.0;89.0
853;Housing: own home;Age: 50 to 65 years;2006;9.0;91.0;10.0;90.0
854;Housing: own home;Age: 50 to 65 years;2007;9.0;91.0;10.0;90.0
855;Housing: own home;Age: 50 to 65 years;2008;9.0;91.0;9.0;91.0
856;Housing: own home;Age: 50 to 65 years;2009;8.0;92.0;9.0;91.0
857;Housing: own home;Age: 50 to 65 years;2010 old method;10.0;90.0;10.0;90.0
858;Housing: own home;Age: 50 to 65 years;2010 new method;14.0;86.0;13.0;87.0
859;Housing: own home;Age: 50 to 65 years;2012;18.0;82.0;17.0;83.0
860;Housing: own home;Age: 65 years or older;2003;13.0;87.0;11.0;89.0
861;Housing: own home;Age: 65 years or older;2004;14.0;86.0;11.0;89.0
862;Housing: own home;Age: 65 years or older;2005;12.0;88.0;9.0;91.0
863;Housing: own home;Age: 65 years or older;2006;12.0;88.0;9.0;91.0
864;Housing: own home;Age: 65 years or older;2007;11.0;89.0;10.0;90.0
865;Housing: own home;Age: 65 years or older;2008;11.0;89.0;9.0;91.0
866;Housing: own home;Age: 65 years or older;2009;12.0;88.0;9.0;91.0
867;Housing: own home;Age: 65 years or older;2010 old method;12.0;88.0;10.0;90.0
868;Housing: own home;Age: 65 years or older;2010 new method;17.0;83.0;12.0;88.0
869;Housing: own home;Age: 65 years or older;2012;15.0;85.0;13.0;87.0
870;Housing: own home;Origin: Native Dutch background;2003;8.0;92.0;9.0;91.0
871;Housing: own home;Origin: Native Dutch background;2004;8.0;92.0;9.0;91.0
872;Housing: own home;Origin: Native Dutch background;2005;8.0;92.0;9.0;91.0
873;Housing: own home;Origin: Native Dutch background;2006;8.0;92.0;8.0;92.0
874;Housing: own home;Origin: Native Dutch background;2007;7.0;93.0;8.0;92.0
875;Housing: own home;Origin: Native Dutch background;2008;7.0;93.0;8.0;92.0
876;Housing: own home;Origin: Native Dutch background;2009;7.0;93.0;8.0;92.0
877;Housing: own home;Origin: Native Dutch background;2010 old method;8.0;92.0;9.0;91.0
878;Housing: own home;Origin: Native Dutch background;2010 new method;12.0;88.0;11.0;89.0
879;Housing: own home;Origin: Native Dutch background;2012;12.0;88.0;12.0;88.0
880;Housing: own home;Origin: Foreign western background;2003;12.0;88.0;9.0;91.0
881;Housing: own home;Origin: Foreign western background;2004;9.0;91.0;12.0;88.0
882;Housing: own home;Origin: Foreign western background;2005;11.0;89.0;11.0;89.0
883;Housing: own home;Origin: Foreign western background;2006;10.0;90.0;11.0;89.0
884;Housing: own home;Origin: Foreign western background;2007;12.0;88.0;14.0;86.0
885;Housing: own home;Origin: Foreign western background;2008;10.0;90.0;9.0;91.0
886;Housing: own home;Origin: Foreign western background;2009;8.0;92.0;13.0;87.0
887;Housing: own home;Origin: Foreign western background;2010 old method;11.0;89.0;14.0;86.0
888;Housing: own home;Origin: Foreign western background;2010 new method;17.0;83.0;14.0;86.0
889;Housing: own home;Origin: Foreign western background;2012;17.0;83.0;18.0;82.0
890;Housing: own home;Origin: Foreign non-western background;2003;13.0;87.0;14.0;86.0
891;Housing: own home;Origin: Foreign non-western background;2004;13.0;87.0;15.0;85.0
892;Housing: own home;Origin: Foreign non-western background;2005;14.0;86.0;15.0;85.0
893;Housing: own home;Origin: Foreign non-western background;2006;4.0;96.0;11.0;89.0
894;Housing: own home;Origin: Foreign non-western background;2007;13.0;87.0;9.0;91.0
895;Housing: own home;Origin: Foreign non-western background;2008;13.0;87.0;10.0;90.0
896;Housing: own home;Origin: Foreign non-western background;2009;18.0;82.0;20.0;80.0
897;Housing: own home;Origin: Foreign non-western background;2010 old method;;;;
898;Housing: own home;Origin: Foreign non-western background;2010 new method;17.0;83.0;14.0;86.0
899;Housing: own home;Origin: Foreign non-western background;2012;;;;
900;Housing: rented with rent subsidy;Total population;2003;29.0;71.0;28.0;72.0
901;Housing: rented with rent subsidy;Total population;2004;30.0;70.0;29.0;71.0
902;Housing: rented with rent subsidy;Total population;2005;32.0;68.0;31.0;69.0
903;Housing: rented with rent subsidy;Total population;2006;26.0;74.0;30.0;70.0
904;Housing: rented with rent subsidy;Total population;2007;32.0;68.0;30.0;70.0
905;Housing: rented with rent subsidy;Total population;2008;28.0;72.0;28.0;72.0
906;Housing: rented with rent subsidy;Total population;2009;30.0;70.0;33.0;67.0
907;Housing: rented with rent subsidy;Total population;2010 old method;30.0;70.0;32.0;68.0
908;Housing: rented with rent subsidy;Total population;2010 new method;32.0;68.0;33.0;67.0
909;Housing: rented with rent subsidy;Total population;2012;29.0;71.0;34.0;66.0
910;Housing: rented with rent subsidy;Gender: male;2003;29.0;71.0;27.0;73.0
911;Housing: rented with rent subsidy;Gender: male;2004;29.0;71.0;29.0;71.0
912;Housing: rented with rent subsidy;Gender: male;2005;32.0;68.0;33.0;67.0
913;Housing: rented with rent subsidy;Gender: male;2006;23.0;77.0;29.0;71.0
914;Housing: rented with rent subsidy;Gender: male;2007;31.0;69.0;34.0;66.0
915;Housing: rented with rent subsidy;Gender: male;2008;30.0;70.0;30.0;70.0
916;Housing: rented with rent subsidy;Gender: male;2009;30.0;70.0;33.0;67.0
917;Housing: rented with rent subsidy;Gender: male;2010 old method;27.0;73.0;33.0;67.0
918;Housing: rented with rent subsidy;Gender: male;2010 new method;33.0;67.0;35.0;65.0
919;Housing: rented with rent subsidy;Gender: male;2012;;;;
920;Housing: rented with rent subsidy;Gender: female;2003;29.0;71.0;29.0;71.0
921;Housing: rented with rent subsidy;Gender: female;2004;30.0;70.0;28.0;72.0
922;Housing: rented with rent subsidy;Gender: female;2005;33.0;67.0;29.0;71.0
923;Housing: rented with rent subsidy;Gender: female;2006;28.0;72.0;30.0;70.0
924;Housing: rented with rent subsidy;Gender: female;2007;34.0;66.0;28.0;72.0
925;Housing: rented with rent subsidy;Gender: female;2008;27.0;73.0;27.0;73.0
926;Housing: rented with rent subsidy;Gender: female;2009;31.0;69.0;33.0;67.0
927;Housing: rented with rent subsidy;Gender: female;2010 old method;32.0;68.0;32.0;68.0
928;Housing: rented with rent subsidy;Gender: female;2010 new method;31.0;69.0;31.0;69.0
929;Housing: rented with rent subsidy;Gender: female;2012;26.0;74.0;32.0;68.0
930;Housing: rented with rent subsidy;Age: 18 to 35 years;2003;24.0;76.0;26.0;74.0
931;Housing: rented with rent subsidy;Age: 18 to 35 years;2004;25.0;75.0;27.0;73.0
932;Housing: rented with rent subsidy;Age: 18 to 35 years;2005;24.0;76.0;27.0;73.0
933;Housing: rented with rent subsidy;Age: 18 to 35 years;2006;15.0;85.0;23.0;77.0
934;Housing: rented with rent subsidy;Age: 18 to 35 years;2007;23.0;77.0;22.0;78.0
935;Housing: rented with rent subsidy;Age: 18 to 35 years;2008;21.0;79.0;22.0;78.0
936;Housing: rented with rent subsidy;Age: 18 to 35 years;2009;25.0;75.0;29.0;71.0
937;Housing: rented with rent subsidy;Age: 18 to 35 years;2010 old method;18.0;82.0;23.0;77.0
938;Housing: rented with rent subsidy;Age: 18 to 35 years;2010 new method;31.0;69.0;30.0;70.0
939;Housing: rented with rent subsidy;Age: 18 to 35 years;2012;;;;
940;Housing: rented with rent subsidy;Age: 35 to 50 years;2003;38.0;62.0;42.0;58.0
941;Housing: rented with rent subsidy;Age: 35 to 50 years;2004;41.0;59.0;45.0;55.0
942;Housing: rented with rent subsidy;Age: 35 to 50 years;2005;43.0;57.0;43.0;57.0
943;Housing: rented with rent subsidy;Age: 35 to 50 years;2006;41.0;59.0;47.0;53.0
944;Housing: rented with rent subsidy;Age: 35 to 50 years;2007;39.0;61.0;44.0;56.0
945;Housing: rented with rent subsidy;Age: 35 to 50 years;2008;36.0;64.0;38.0;62.0
946;Housing: rented with rent subsidy;Age: 35 to 50 years;2009;36.0;64.0;45.0;55.0
947;Housing: rented with rent subsidy;Age: 35 to 50 years;2010 old method;;;;
948;Housing: rented with rent subsidy;Age: 35 to 50 years;2010 new method;;;;
949;Housing: rented with rent subsidy;Age: 35 to 50 years;2012;;;;
950;Housing: rented with rent subsidy;Age: 50 to 65 years;2003;34.0;66.0;30.0;70.0
951;Housing: rented with rent subsidy;Age: 50 to 65 years;2004;34.0;66.0;30.0;70.0
952;Housing: rented with rent subsidy;Age: 50 to 65 years;2005;46.0;54.0;43.0;57.0
953;Housing: rented with rent subsidy;Age: 50 to 65 years;2006;39.0;61.0;44.0;56.0
954;Housing: rented with rent subsidy;Age: 50 to 65 years;2007;48.0;52.0;40.0;60.0
955;Housing: rented with rent subsidy;Age: 50 to 65 years;2008;41.0;59.0;41.0;59.0
956;Housing: rented with rent subsidy;Age: 50 to 65 years;2009;39.0;61.0;44.0;56.0
957;Housing: rented with rent subsidy;Age: 50 to 65 years;2010 old method;;;;
958;Housing: rented with rent subsidy;Age: 50 to 65 years;2010 new method;;;;
959;Housing: rented with rent subsidy;Age: 50 to 65 years;2012;;;;
960;Housing: rented with rent subsidy;Age: 65 years or older;2003;24.0;76.0;20.0;80.0
961;Housing: rented with rent subsidy;Age: 65 years or older;2004;24.0;76.0;19.0;81.0
962;Housing: rented with rent subsidy;Age: 65 years or older;2005;25.0;75.0;19.0;81.0
963;Housing: rented with rent subsidy;Age: 65 years or older;2006;18.0;82.0;17.0;83.0
964;Housing: rented with rent subsidy;Age: 65 years or older;2007;27.0;73.0;22.0;78.0
965;Housing: rented with rent subsidy;Age: 65 years or older;2008;22.0;78.0;19.0;81.0
966;Housing: rented with rent subsidy;Age: 65 years or older;2009;26.0;74.0;22.0;78.0
967;Housing: rented with rent subsidy;Age: 65 years or older;2010 old method;34.0;66.0;24.0;76.0
968;Housing: rented with rent subsidy;Age: 65 years or older;2010 new method;30.0;70.0;27.0;73.0
969;Housing: rented with rent subsidy;Age: 65 years or older;2012;;;;
970;Housing: rented with rent subsidy;Origin: Native Dutch background;2003;25.0;75.0;25.0;75.0
971;Housing: rented with rent subsidy;Origin: Native Dutch background;2004;24.0;76.0;24.0;75.0
972;Housing: rented with rent subsidy;Origin: Native Dutch background;2005;28.0;72.0;27.0;73.0
973;Housing: rented with rent subsidy;Origin: Native Dutch background;2006;24.0;76.0;27.0;73.0
974;Housing: rented with rent subsidy;Origin: Native Dutch background;2007;30.0;70.0;28.0;72.0
975;Housing: rented with rent subsidy;Origin: Native Dutch background;2008;25.0;75.0;28.0;72.0
976;Housing: rented with rent subsidy;Origin: Native Dutch background;2009;28.0;72.0;31.0;69.0
977;Housing: rented with rent subsidy;Origin: Native Dutch background;2010 old method;28.0;72.0;31.0;69.0
978;Housing: rented with rent subsidy;Origin: Native Dutch background;2010 new method;30.0;70.0;32.0;68.0
979;Housing: rented with rent subsidy;Origin: Native Dutch background;2012;29.0;71.0;33.0;67.0
980;Housing: rented with rent subsidy;Origin: Foreign western background;2003;32.0;68.0;34.0;66.0
981;Housing: rented with rent subsidy;Origin: Foreign western background;2004;28.0;72.0;33.0;67.0
982;Housing: rented with rent subsidy;Origin: Foreign western background;2005;;;;
983;Housing: rented with rent subsidy;Origin: Foreign western background;2006;;;;
984;Housing: rented with rent subsidy;Origin: Foreign western background;2007;;;;
985;Housing: rented with rent subsidy;Origin: Foreign western background;2008;;;;
986;Housing: rented with rent subsidy;Origin: Foreign western background;2009;;;;
987;Housing: rented with rent subsidy;Origin: Foreign western background;2010 old method;;;;
988;Housing: rented with rent subsidy;Origin: Foreign western background;2010 new method;;;;
989;Housing: rented with rent subsidy;Origin: Foreign western background;2012;;;;
990;Housing: rented with rent subsidy;Origin: Foreign non-western background;2003;39.0;61.0;34.0;66.0
991;Housing: rented with rent subsidy;Origin: Foreign non-western background;2004;46.0;54.0;40.0;60.0
992;Housing: rented with rent subsidy;Origin: Foreign non-western background;2005;45.0;55.0;41.0;59.0
993;Housing: rented with rent subsidy;Origin: Foreign non-western background;2006;31.0;69.0;34.0;66.0
994;Housing: rented with rent subsidy;Origin: Foreign non-western background;2007;42.0;58.0;33.0;67.0
995;Housing: rented with rent subsidy;Origin: Foreign non-western background;2008;36.0;64.0;27.0;73.0
996;Housing: rented with rent subsidy;Origin: Foreign non-western background;2009;38.0;62.0;38.0;62.0
997;Housing: rented with rent subsidy;Origin: Foreign non-western background;2010 old method;;;;
998;Housing: rented with rent subsidy;Origin: Foreign non-western background;2010 new method;36.0;64.0;33.0;67.0
999;Housing: rented with rent subsidy;Origin: Foreign non-western background;2012;;;;
1000;Housing: rented without rent subsidy;Total population;2003;16.0;84.0;17.0;83.0
1001;Housing: rented without rent subsidy;Total population;2004;16.0;84.0;17.0;83.0
1002;Housing: rented without rent subsidy;Total population;2005;16.0;84.0;17.0;83.0
1003;Housing: rented without rent subsidy;Total population;2006;15.0;85.0;18.0;82.0
1004;Housing: rented without rent subsidy;Total population;2007;14.0;86.0;16.0;84.0
1005;Housing: rented without rent subsidy;Total population;2008;15.0;85.0;15.0;85.0
1006;Housing: rented without rent subsidy;Total population;2009;13.0;87.0;15.0;85.0
1007;Housing: rented without rent subsidy;Total population;2010 old method;16.0;84.0;16.0;84.0
1008;Housing: rented without rent subsidy;Total population;2010 new method;18.0;82.0;18.0;82.0
1009;Housing: rented without rent subsidy;Total population;2012;21.0;79.0;19.0;81.0
1010;Housing: rented without rent subsidy;Gender: male;2003;16.0;84.0;17.0;83.0
1011;Housing: rented without rent subsidy;Gender: male;2004;15.0;85.0;17.0;83.0
1012;Housing: rented without rent subsidy;Gender: male;2005;18.0;82.0;19.0;81.0
1013;Housing: rented without rent subsidy;Gender: male;2006;14.0;86.0;19.0;81.0
1014;Housing: rented without rent subsidy;Gender: male;2007;14.0;86.0;15.0;85.0
1015;Housing: rented without rent subsidy;Gender: male;2008;17.0;83.0;15.0;85.0
1016;Housing: rented without rent subsidy;Gender: male;2009;12.0;88.0;15.0;85.0
1017;Housing: rented without rent subsidy;Gender: male;2010 old method;13.0;87.0;15.0;85.0
1018;Housing: rented without rent subsidy;Gender: male;2010 new method;17.0;83.0;18.0;82.0
1019;Housing: rented without rent subsidy;Gender: male;2012;24.0;76.0;21.0;79.0
1020;Housing: rented without rent subsidy;Gender: female;2003;17.0;83.0;16.0;84.0
1021;Housing: rented without rent subsidy;Gender: female;2004;16.0;84.0;16.0;84.0
1022;Housing: rented without rent subsidy;Gender: female;2005;15.0;85.0;15.0;85.0
1023;Housing: rented without rent subsidy;Gender: female;2006;16.0;84.0;17.0;83.0
1024;Housing: rented without rent subsidy;Gender: female;2007;15.0;85.0;16.0;84.0
1025;Housing: rented without rent subsidy;Gender: female;2008;13.0;87.0;16.0;84.0
1026;Housing: rented without rent subsidy;Gender: female;2009;14.0;86.0;15.0;85.0
1027;Housing: rented without rent subsidy;Gender: female;2010 old method;18.0;82.0;16.0;84.0
1028;Housing: rented without rent subsidy;Gender: female;2010 new method;19.0;81.0;18.0;82.0
1029;Housing: rented without rent subsidy;Gender: female;2012;18.0;82.0;17.0;83.0
1030;Housing: rented without rent subsidy;Age: 18 to 35 years;2003;13.0;87.0;16.0;84.0
1031;Housing: rented without rent subsidy;Age: 18 to 35 years;2004;12.0;88.0;15.0;85.0
1032;Housing: rented without rent subsidy;Age: 18 to 35 years;2005;13.0;87.0;16.0;84.0
1033;Housing: rented without rent subsidy;Age: 18 to 35 years;2006;12.0;88.0;18.0;82.0
1034;Housing: rented without rent subsidy;Age: 18 to 35 years;2007;11.0;89.0;13.0;87.0
1035;Housing: rented without rent subsidy;Age: 18 to 35 years;2008;7.0;93.0;14.0;86.0
1036;Housing: rented without rent subsidy;Age: 18 to 35 years;2009;10.0;90.0;13.0;87.0
1037;Housing: rented without rent subsidy;Age: 18 to 35 years;2010 old method;8.0;92.0;11.0;89.0
1038;Housing: rented without rent subsidy;Age: 18 to 35 years;2010 new method;13.0;87.0;14.0;86.0
1039;Housing: rented without rent subsidy;Age: 18 to 35 years;2012;13.0;87.0;15.0;85.0
1040;Housing: rented without rent subsidy;Age: 35 to 50 years;2003;18.0;82.0;20.0;80.0
1041;Housing: rented without rent subsidy;Age: 35 to 50 years;2004;18.0;82.0;21.0;79.0
1042;Housing: rented without rent subsidy;Age: 35 to 50 years;2005;17.0;83.0;18.0;82.0
1043;Housing: rented without rent subsidy;Age: 35 to 50 years;2006;17.0;83.0;22.0;78.0
1044;Housing: rented without rent subsidy;Age: 35 to 50 years;2007;14.0;86.0;18.0;82.0
1045;Housing: rented without rent subsidy;Age: 35 to 50 years;2008;22.0;78.0;20.0;80.0
1046;Housing: rented without rent subsidy;Age: 35 to 50 years;2009;15.0;85.0;19.0;81.0
1047;Housing: rented without rent subsidy;Age: 35 to 50 years;2010 old method;16.0;84.0;15.0;85.0
1048;Housing: rented without rent subsidy;Age: 35 to 50 years;2010 new method;21.0;79.0;23.0;77.0
1049;Housing: rented without rent subsidy;Age: 35 to 50 years;2012;;;;
1050;Housing: rented without rent subsidy;Age: 50 to 65 years;2003;17.0;83.0;16.0;84.0
1051;Housing: rented without rent subsidy;Age: 50 to 65 years;2004;18.0;82.0;19.0;81.0
1052;Housing: rented without rent subsidy;Age: 50 to 65 years;2005;18.0;82.0;22.0;78.0
1053;Housing: rented without rent subsidy;Age: 50 to 65 years;2006;17.0;83.0;19.0;81.0
1054;Housing: rented without rent subsidy;Age: 50 to 65 years;2007;19.0;81.0;18.0;82.0
1055;Housing: rented without rent subsidy;Age: 50 to 65 years;2008;17.0;83.0;14.0;86.0
1056;Housing: rented without rent subsidy;Age: 50 to 65 years;2009;14.0;86.0;14.0;86.0
1057;Housing: rented without rent subsidy;Age: 50 to 65 years;2010 old method;22.0;78.0;24.0;76.0
1058;Housing: rented without rent subsidy;Age: 50 to 65 years;2010 new method;23.0;77.0;20.0;80.0
1059;Housing: rented without rent subsidy;Age: 50 to 65 years;2012;;;;
1060;Housing: rented without rent subsidy;Age: 65 years or older;2003;21.0;79.0;15.0;85.0
1061;Housing: rented without rent subsidy;Age: 65 years or older;2004;17.0;83.0;13.0;87.0
1062;Housing: rented without rent subsidy;Age: 65 years or older;2005;18.0;82.0;12.0;88.0
1063;Housing: rented without rent subsidy;Age: 65 years or older;2006;17.0;83.0;14.0;86.0
1064;Housing: rented without rent subsidy;Age: 65 years or older;2007;15.0;85.0;14.0;86.0
1065;Housing: rented without rent subsidy;Age: 65 years or older;2008;16.0;84.0;14.0;86.0
