ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheid_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidOpleidingskansen_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidDagelijkseBezigheden_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreTevredenheidFinancieleSituatie_17;Ontevreden_18;NietTevredenNietOntevreden_19;Tevreden_20
265;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2017/2018;8.2;1.7;5.3;93.1;8.2;1.7;5.6;92.6;7.8;2.6;11.4;86.0;8.1;2.0;9.5;88.5;7.3;5.5;20.2;74.3
266;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2021;8.3;0.9;5.6;93.5;8.1;;9.1;90.5;7.6;5.4;13.1;81.5;8.0;3.7;8.3;88.1;7.3;6.1;17.8;76.0
267;Onderwijsniveau: middelbaar;Percentage;Bonaire;2013;8.1;;8.2;90.7;7.8;2.7;11.4;85.9;;;;;;;;;;;;
268;Onderwijsniveau: middelbaar;Percentage;Bonaire;2017/2018;8.1;1.8;4.6;93.7;8.2;;5.2;93.5;7.9;;12.2;86.9;8.2;;8.6;91.0;7.4;4.3;18.1;77.6
269;Onderwijsniveau: middelbaar;Percentage;Bonaire;2021;8.2;;4.8;94.3;8.1;;9.3;90.7;7.5;4.9;15.4;79.7;7.9;2.5;7.6;89.9;7.6;4.0;11.4;84.7
270;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
271;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2017/2018;8.2;;5.9;92.2;8.3;;7.8;92.2;7.8;;10.1;85.0;7.9;;16.4;80.4;7.3;6.3;24.3;69.4
272;Onderwijsniveau: middelbaar;Percentage;Sint-Eustatius;2021;8.3;;8.5;89.8;8.0;;11.0;87.3;7.9;;5.9;90.9;8.0;4.3;8.4;87.3;7.2;7.8;19.2;73.0
273;Onderwijsniveau: middelbaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;
274;Onderwijsniveau: middelbaar;Percentage;Saba;2017/2018;8.4;;7.8;91.5;8.0;;;89.3;7.7;7.4;9.3;83.3;7.7;7.8;;87.8;6.9;9.7;24.1;66.3
275;Onderwijsniveau: middelbaar;Percentage;Saba;2021;8.4;;5.6;94.4;8.2;;8.7;91.3;7.5;8.9;16.0;75.1;8.2;5.4;9.5;85.0;6.9;9.0;30.3;60.7
276;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.2;1.3;3.0;3.3;0.2;1.9;3.5;3.9;;;;;;;;;;;;
277;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;1.2;2.2;2.5;0.1;1.3;2.2;2.5;0.1;1.5;3.1;3.4;0.1;1.4;2.8;3.1;0.2;2.2;3.9;4.2
278;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.1;0.9;2.2;2.3;0.1;;2.7;2.8;0.2;2.1;3.2;3.6;0.2;1.7;2.6;3.0;0.2;2.3;3.6;4.0
279;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2013;0.2;;3.5;3.7;0.2;2.1;4.1;4.5;;;;;;;;;;;;
280;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;1.6;2.5;2.9;0.2;;2.6;2.9;0.2;;3.9;4.0;0.2;;3.4;3.4;0.2;2.4;4.6;5.0
281;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Bonaire;2021;0.2;;2.8;3.1;0.2;;3.8;3.8;0.2;2.8;4.8;5.3;0.2;2.1;3.5;4.0;0.2;2.6;4.2;4.7
282;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
283;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.4;;5.3;6.1;0.3;;6.0;6.0;0.3;;6.8;8.1;0.3;;8.3;8.9;0.4;5.5;9.6;10.4
284;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.3;;5.1;5.5;0.3;;5.7;6.1;0.3;;4.4;5.3;0.3;3.7;5.1;6.1;0.3;4.9;7.3;8.2
285;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;
286;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2017/2018;0.4;;6.7;7.0;0.4;;;7.7;0.5;6.6;7.4;9.4;0.5;6.7;;8.2;0.5;7.4;10.7;11.8
287;Onderwijsniveau: middelbaar;Betrouwbaarheidsmarge;Saba;2021;0.2;;4.4;4.4;0.3;;5.4;5.4;0.4;5.5;7.1;8.4;0.4;4.4;5.7;6.9;0.4;5.6;8.9;9.5
288;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2013;8.2;;6.8;91.6;7.9;4.6;9.2;86.2;;;;;;;;;;;;
289;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2017/2018;8.2;1.7;5.0;93.3;8.1;;8.0;90.8;8.4;2.1;9.8;88.2;7.8;4.0;13.5;82.5;7.6;5.0;17.0;78.0
290;Onderwijsniveau: hoog;Percentage;Caribisch Nederland;2021;8.2;1.5;4.3;94.2;8.1;1.5;4.6;93.8;8.4;;6.6;93.1;8.0;2.4;7.4;90.3;7.7;4.5;13.7;81.9
291;Onderwijsniveau: hoog;Percentage;Bonaire;2013;8.3;;4.9;94.2;8.0;4.3;7.6;88.1;;;;;;;;;;;;
292;Onderwijsniveau: hoog;Percentage;Bonaire;2017/2018;8.2;;3.8;95.2;8.0;;5.5;92.5;8.3;;8.9;89.2;7.8;4.1;12.7;83.2;7.8;;14.2;85.3
293;Onderwijsniveau: hoog;Percentage;Bonaire;2021;8.2;;;96.7;8.2;;;96.2;8.3;0.0;7.9;92.1;8.1;;7.3;91.9;7.9;;12.0;86.8
294;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
295;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2017/2018;8.1;;;89.2;8.2;;14.0;86.0;8.1;;15.7;79.6;7.8;;13.8;81.3;8.0;;20.8;77.7
296;Onderwijsniveau: hoog;Percentage;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;
297;Onderwijsniveau: hoog;Percentage;Saba;2013;7.9;;13.1;86.9;7.8;;9.6;86.5;;;;;;;;;;;;
298;Onderwijsniveau: hoog;Percentage;Saba;2017/2018;8.2;;6.0;91.6;8.3;;9.9;90.1;8.7;;8.2;91.0;7.8;;14.8;81.8;7.0;16.4;20.6;63.1
299;Onderwijsniveau: hoog;Percentage;Saba;2021;7.9;;10.0;87.9;7.9;;10.7;85.4;8.5;;7.0;93.0;7.7;5.6;9.8;84.6;7.2;8.3;22.5;69.2
300;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.2;;3.7;4.1;0.2;3.1;4.3;5.1;;;;;;;;;;;;
301;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;1.5;2.5;2.8;0.1;;3.1;3.3;0.2;1.6;3.3;3.6;0.2;2.2;3.8;4.3;0.2;2.5;4.2;4.7
302;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.2;1.5;2.5;2.8;0.2;1.5;2.6;2.9;0.2;;3.1;3.1;0.2;1.9;3.2;3.6;0.2;2.5;4.2;4.7
303;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2013;0.2;;4.0;4.4;0.3;3.8;4.9;6.0;;;;;;;;;;;;
304;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;;2.9;3.2;0.2;;3.4;3.9;0.2;;4.3;4.6;0.2;3.0;5.0;5.6;0.2;;5.2;5.3
305;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Bonaire;2021;0.2;;;2.9;0.2;;;3.2;0.2;0.0;4.5;4.5;0.2;;4.3;4.5;0.2;;5.3;5.6
306;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
307;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.4;;;8.9;0.4;;10.0;10.0;0.6;;10.4;11.6;0.5;;9.9;11.2;0.4;;11.6;11.9
308;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;;;;;;;;;;;;;;;;;;;;
309;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2013;0.4;;8.7;8.7;0.5;;7.5;8.8;;;;;;;;;;;;
310;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2017/2018;0.3;;5.1;6.0;0.3;;6.4;6.4;0.3;;5.9;6.2;0.4;;7.7;8.3;0.6;8.0;8.7;10.4
311;Onderwijsniveau: hoog;Betrouwbaarheidsmarge;Saba;2021;0.3;;6.9;7.5;0.4;;7.1;8.2;0.3;;5.9;5.9;0.4;5.3;6.9;8.3;0.4;6.4;9.6;10.7
