ID;SamenstellingVanHetHuishouden;PrognoseInterval;RegioIndeling2015;Perioden;ParticuliereHuishoudens_1
4133;Particulier huishouden;Prognose;Groesbeek;2022;15.5
4134;Particulier huishouden;Prognose;Groesbeek;2023;15.5
4135;Particulier huishouden;Prognose;Groesbeek;2024;15.6
4136;Particulier huishouden;Prognose;Groesbeek;2025;15.6
4137;Particulier huishouden;Prognose;Groesbeek;2026;15.7
4138;Particulier huishouden;Prognose;Groesbeek;2027;15.8
4139;Particulier huishouden;Prognose;Groesbeek;2028;15.8
4140;Particulier huishouden;Prognose;Groesbeek;2029;15.8
4141;Particulier huishouden;Prognose;Groesbeek;2030;15.9
4142;Particulier huishouden;Prognose;Groesbeek;2031;15.9
4143;Particulier huishouden;Prognose;Groesbeek;2032;16.0
4144;Particulier huishouden;Prognose;Groesbeek;2033;16.0
4145;Particulier huishouden;Prognose;Groesbeek;2034;16.0
4146;Particulier huishouden;Prognose;Groesbeek;2035;16.1
4147;Particulier huishouden;Prognose;Groesbeek;2036;16.1
4148;Particulier huishouden;Prognose;Groesbeek;2037;16.2
4149;Particulier huishouden;Prognose;Groesbeek;2038;16.3
4150;Particulier huishouden;Prognose;Groesbeek;2039;16.4
4151;Particulier huishouden;Prognose;Groesbeek;2040;16.3
4152;Particulier huishouden;Prognose;Groningen (gemeente);2017;123.4
4153;Particulier huishouden;Prognose;Groningen (gemeente);2018;125.0
4154;Particulier huishouden;Prognose;Groningen (gemeente);2019;126.3
4155;Particulier huishouden;Prognose;Groningen (gemeente);2020;127.5
4156;Particulier huishouden;Prognose;Groningen (gemeente);2021;128.5
4157;Particulier huishouden;Prognose;Groningen (gemeente);2022;129.7
4158;Particulier huishouden;Prognose;Groningen (gemeente);2023;130.8
4159;Particulier huishouden;Prognose;Groningen (gemeente);2024;131.6
4160;Particulier huishouden;Prognose;Groningen (gemeente);2025;132.3
4161;Particulier huishouden;Prognose;Groningen (gemeente);2026;132.6
4162;Particulier huishouden;Prognose;Groningen (gemeente);2027;132.5
4163;Particulier huishouden;Prognose;Groningen (gemeente);2028;132.3
4164;Particulier huishouden;Prognose;Groningen (gemeente);2029;132.0
4165;Particulier huishouden;Prognose;Groningen (gemeente);2030;131.7
4166;Particulier huishouden;Prognose;Groningen (gemeente);2031;131.3
4167;Particulier huishouden;Prognose;Groningen (gemeente);2032;130.8
4168;Particulier huishouden;Prognose;Groningen (gemeente);2033;130.2
4169;Particulier huishouden;Prognose;Groningen (gemeente);2034;129.6
4170;Particulier huishouden;Prognose;Groningen (gemeente);2035;128.9
4171;Particulier huishouden;Prognose;Groningen (gemeente);2036;128.2
4172;Particulier huishouden;Prognose;Groningen (gemeente);2037;128.1
4173;Particulier huishouden;Prognose;Groningen (gemeente);2038;128.3
4174;Particulier huishouden;Prognose;Groningen (gemeente);2039;128.7
4175;Particulier huishouden;Prognose;Groningen (gemeente);2040;129.2
4176;Particulier huishouden;Prognose;Grootegast;2017;4.9
4177;Particulier huishouden;Prognose;Grootegast;2018;4.9
4178;Particulier huishouden;Prognose;Grootegast;2019;5.0
4179;Particulier huishouden;Prognose;Grootegast;2020;5.0
4180;Particulier huishouden;Prognose;Grootegast;2021;5.0
4181;Particulier huishouden;Prognose;Grootegast;2022;5.1
4182;Particulier huishouden;Prognose;Grootegast;2023;5.1
4183;Particulier huishouden;Prognose;Grootegast;2024;5.2
4184;Particulier huishouden;Prognose;Grootegast;2025;5.2
4185;Particulier huishouden;Prognose;Grootegast;2026;5.2
4186;Particulier huishouden;Prognose;Grootegast;2027;5.3
4187;Particulier huishouden;Prognose;Grootegast;2028;5.3
4188;Particulier huishouden;Prognose;Grootegast;2029;5.3
4189;Particulier huishouden;Prognose;Grootegast;2030;5.3
4190;Particulier huishouden;Prognose;Grootegast;2031;5.3
4191;Particulier huishouden;Prognose;Grootegast;2032;5.3
4192;Particulier huishouden;Prognose;Grootegast;2033;5.3
4193;Particulier huishouden;Prognose;Grootegast;2034;5.4
4194;Particulier huishouden;Prognose;Grootegast;2035;5.4
4195;Particulier huishouden;Prognose;Grootegast;2036;5.4
4196;Particulier huishouden;Prognose;Grootegast;2037;5.3
4197;Particulier huishouden;Prognose;Grootegast;2038;5.3
4198;Particulier huishouden;Prognose;Grootegast;2039;5.4
4199;Particulier huishouden;Prognose;Grootegast;2040;5.4
4200;Particulier huishouden;Prognose;Gulpen-Wittem;2017;6.6
4201;Particulier huishouden;Prognose;Gulpen-Wittem;2018;6.5
4202;Particulier huishouden;Prognose;Gulpen-Wittem;2019;6.6
4203;Particulier huishouden;Prognose;Gulpen-Wittem;2020;6.6
4204;Particulier huishouden;Prognose;Gulpen-Wittem;2021;6.6
4205;Particulier huishouden;Prognose;Gulpen-Wittem;2022;6.7
4206;Particulier huishouden;Prognose;Gulpen-Wittem;2023;6.7
4207;Particulier huishouden;Prognose;Gulpen-Wittem;2024;6.7
4208;Particulier huishouden;Prognose;Gulpen-Wittem;2025;6.7
4209;Particulier huishouden;Prognose;Gulpen-Wittem;2026;6.7
4210;Particulier huishouden;Prognose;Gulpen-Wittem;2027;6.7
4211;Particulier huishouden;Prognose;Gulpen-Wittem;2028;6.7
4212;Particulier huishouden;Prognose;Gulpen-Wittem;2029;6.7
4213;Particulier huishouden;Prognose;Gulpen-Wittem;2030;6.7
4214;Particulier huishouden;Prognose;Gulpen-Wittem;2031;6.7
4215;Particulier huishouden;Prognose;Gulpen-Wittem;2032;6.7
4216;Particulier huishouden;Prognose;Gulpen-Wittem;2033;6.8
4217;Particulier huishouden;Prognose;Gulpen-Wittem;2034;6.8
4218;Particulier huishouden;Prognose;Gulpen-Wittem;2035;6.8
4219;Particulier huishouden;Prognose;Gulpen-Wittem;2036;6.8
4220;Particulier huishouden;Prognose;Gulpen-Wittem;2037;6.7
4221;Particulier huishouden;Prognose;Gulpen-Wittem;2038;6.7
4222;Particulier huishouden;Prognose;Gulpen-Wittem;2039;6.7
4223;Particulier huishouden;Prognose;Gulpen-Wittem;2040;6.7
4224;Particulier huishouden;Prognose;Haaksbergen;2017;10.2
4225;Particulier huishouden;Prognose;Haaksbergen;2018;10.2
4226;Particulier huishouden;Prognose;Haaksbergen;2019;10.3
4227;Particulier huishouden;Prognose;Haaksbergen;2020;10.3
4228;Particulier huishouden;Prognose;Haaksbergen;2021;10.4
4229;Particulier huishouden;Prognose;Haaksbergen;2022;10.4
4230;Particulier huishouden;Prognose;Haaksbergen;2023;10.5
4231;Particulier huishouden;Prognose;Haaksbergen;2024;10.5
4232;Particulier huishouden;Prognose;Haaksbergen;2025;10.6
4233;Particulier huishouden;Prognose;Haaksbergen;2026;10.6
4234;Particulier huishouden;Prognose;Haaksbergen;2027;10.7
4235;Particulier huishouden;Prognose;Haaksbergen;2028;10.7
4236;Particulier huishouden;Prognose;Haaksbergen;2029;10.8
4237;Particulier huishouden;Prognose;Haaksbergen;2030;10.8
4238;Particulier huishouden;Prognose;Haaksbergen;2031;10.9
4239;Particulier huishouden;Prognose;Haaksbergen;2032;10.9
4240;Particulier huishouden;Prognose;Haaksbergen;2033;11.0
4241;Particulier huishouden;Prognose;Haaksbergen;2034;11.0
4242;Particulier huishouden;Prognose;Haaksbergen;2035;11.0
4243;Particulier huishouden;Prognose;Haaksbergen;2036;11.0
4244;Particulier huishouden;Prognose;Haaksbergen;2037;11.0
4245;Particulier huishouden;Prognose;Haaksbergen;2038;11.0
4246;Particulier huishouden;Prognose;Haaksbergen;2039;11.0
4247;Particulier huishouden;Prognose;Haaksbergen;2040;11.0
4248;Particulier huishouden;Prognose;Haaren;2017;5.5
4249;Particulier huishouden;Prognose;Haaren;2018;5.6
4250;Particulier huishouden;Prognose;Haaren;2019;5.7
4251;Particulier huishouden;Prognose;Haaren;2020;5.7
4252;Particulier huishouden;Prognose;Haaren;2021;5.7
4253;Particulier huishouden;Prognose;Haaren;2022;5.8
4254;Particulier huishouden;Prognose;Haaren;2023;5.8
4255;Particulier huishouden;Prognose;Haaren;2024;5.8
4256;Particulier huishouden;Prognose;Haaren;2025;5.9
4257;Particulier huishouden;Prognose;Haaren;2026;5.9
4258;Particulier huishouden;Prognose;Haaren;2027;5.9
4259;Particulier huishouden;Prognose;Haaren;2028;5.9
4260;Particulier huishouden;Prognose;Haaren;2029;5.9
4261;Particulier huishouden;Prognose;Haaren;2030;5.9
4262;Particulier huishouden;Prognose;Haaren;2031;5.9
4263;Particulier huishouden;Prognose;Haaren;2032;5.9
4264;Particulier huishouden;Prognose;Haaren;2033;5.9
4265;Particulier huishouden;Prognose;Haaren;2034;5.8
4266;Particulier huishouden;Prognose;Haaren;2035;5.8
4267;Particulier huishouden;Prognose;Haaren;2036;5.8
4268;Particulier huishouden;Prognose;Haaren;2037;5.8
4269;Particulier huishouden;Prognose;Haaren;2038;5.8
4270;Particulier huishouden;Prognose;Haaren;2039;5.8
4271;Particulier huishouden;Prognose;Haaren;2040;5.8
4272;Particulier huishouden;Prognose;Haarlem;2017;77.1
4273;Particulier huishouden;Prognose;Haarlem;2018;77.8
4274;Particulier huishouden;Prognose;Haarlem;2019;78.2
4275;Particulier huishouden;Prognose;Haarlem;2020;79.3
4276;Particulier huishouden;Prognose;Haarlem;2021;80.5
4277;Particulier huishouden;Prognose;Haarlem;2022;81.6
4278;Particulier huishouden;Prognose;Haarlem;2023;82.3
4279;Particulier huishouden;Prognose;Haarlem;2024;83.0
4280;Particulier huishouden;Prognose;Haarlem;2025;83.4
4281;Particulier huishouden;Prognose;Haarlem;2026;83.8
4282;Particulier huishouden;Prognose;Haarlem;2027;84.4
4283;Particulier huishouden;Prognose;Haarlem;2028;84.8
4284;Particulier huishouden;Prognose;Haarlem;2029;85.5
4285;Particulier huishouden;Prognose;Haarlem;2030;86.0
4286;Particulier huishouden;Prognose;Haarlem;2031;86.5
4287;Particulier huishouden;Prognose;Haarlem;2032;87.0
4288;Particulier huishouden;Prognose;Haarlem;2033;87.5
4289;Particulier huishouden;Prognose;Haarlem;2034;88.0
4290;Particulier huishouden;Prognose;Haarlem;2035;88.5
4291;Particulier huishouden;Prognose;Haarlem;2036;89.0
4292;Particulier huishouden;Prognose;Haarlem;2037;89.4
4293;Particulier huishouden;Prognose;Haarlem;2038;89.8
4294;Particulier huishouden;Prognose;Haarlem;2039;90.3
4295;Particulier huishouden;Prognose;Haarlem;2040;90.6
4296;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2017;2.5
4297;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2018;2.5
4298;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2019;2.5
4299;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2020;2.6
4300;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2021;2.7
4301;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2022;2.7
4302;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2023;2.7
4303;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2024;2.7
4304;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2025;2.8
4305;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2026;2.8
4306;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2027;2.8
4307;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2028;2.8
4308;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2029;2.9
4309;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2030;2.9
4310;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2031;2.9
4311;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2032;2.9
4312;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2033;2.9
4313;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2034;2.9
4314;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2035;2.9
4315;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2036;2.9
4316;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2037;2.9
4317;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2038;2.9
4318;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2039;2.9
4319;Particulier huishouden;Prognose;Haarlemmerliede en Spaarnwoude;2040;2.9
4320;Particulier huishouden;Prognose;Haarlemmermeer;2017;62.2
4321;Particulier huishouden;Prognose;Haarlemmermeer;2018;63.4
4322;Particulier huishouden;Prognose;Haarlemmermeer;2019;64.6
4323;Particulier huishouden;Prognose;Haarlemmermeer;2020;65.7
4324;Particulier huishouden;Prognose;Haarlemmermeer;2021;66.6
4325;Particulier huishouden;Prognose;Haarlemmermeer;2022;67.4
4326;Particulier huishouden;Prognose;Haarlemmermeer;2023;68.4
4327;Particulier huishouden;Prognose;Haarlemmermeer;2024;69.3
4328;Particulier huishouden;Prognose;Haarlemmermeer;2025;70.1
4329;Particulier huishouden;Prognose;Haarlemmermeer;2026;70.6
4330;Particulier huishouden;Prognose;Haarlemmermeer;2027;71.0
4331;Particulier huishouden;Prognose;Haarlemmermeer;2028;71.6
4332;Particulier huishouden;Prognose;Haarlemmermeer;2029;72.2
4333;Particulier huishouden;Prognose;Haarlemmermeer;2030;72.7
4334;Particulier huishouden;Prognose;Haarlemmermeer;2031;73.2
4335;Particulier huishouden;Prognose;Haarlemmermeer;2032;73.6
4336;Particulier huishouden;Prognose;Haarlemmermeer;2033;74.0
4337;Particulier huishouden;Prognose;Haarlemmermeer;2034;74.4
4338;Particulier huishouden;Prognose;Haarlemmermeer;2035;74.7
4339;Particulier huishouden;Prognose;Haarlemmermeer;2036;75.2
4340;Particulier huishouden;Prognose;Haarlemmermeer;2037;75.6
4341;Particulier huishouden;Prognose;Haarlemmermeer;2038;76.2
4342;Particulier huishouden;Prognose;Haarlemmermeer;2039;76.7
4343;Particulier huishouden;Prognose;Haarlemmermeer;2040;77.2
4344;Particulier huishouden;Prognose;Halderberge;2017;12.9
4345;Particulier huishouden;Prognose;Halderberge;2018;13.0
4346;Particulier huishouden;Prognose;Halderberge;2019;13.0
4347;Particulier huishouden;Prognose;Halderberge;2020;13.1
4348;Particulier huishouden;Prognose;Halderberge;2021;13.2
4349;Particulier huishouden;Prognose;Halderberge;2022;13.2
4350;Particulier huishouden;Prognose;Halderberge;2023;13.3
4351;Particulier huishouden;Prognose;Halderberge;2024;13.3
4352;Particulier huishouden;Prognose;Halderberge;2025;13.4
4353;Particulier huishouden;Prognose;Halderberge;2026;13.3
4354;Particulier huishouden;Prognose;Halderberge;2027;13.4
4355;Particulier huishouden;Prognose;Halderberge;2028;13.4
4356;Particulier huishouden;Prognose;Halderberge;2029;13.4
4357;Particulier huishouden;Prognose;Halderberge;2030;13.4
4358;Particulier huishouden;Prognose;Halderberge;2031;13.4
4359;Particulier huishouden;Prognose;Halderberge;2032;13.4
4360;Particulier huishouden;Prognose;Halderberge;2033;13.4
4361;Particulier huishouden;Prognose;Halderberge;2034;13.4
4362;Particulier huishouden;Prognose;Halderberge;2035;13.4
4363;Particulier huishouden;Prognose;Halderberge;2036;13.4
4364;Particulier huishouden;Prognose;Halderberge;2037;13.4
4365;Particulier huishouden;Prognose;Halderberge;2038;13.3
4366;Particulier huishouden;Prognose;Halderberge;2039;13.3
4367;Particulier huishouden;Prognose;Halderberge;2040;13.3
4368;Particulier huishouden;Prognose;Hardenberg;2017;23.3
4369;Particulier huishouden;Prognose;Hardenberg;2018;23.3
4370;Particulier huishouden;Prognose;Hardenberg;2019;23.3
4371;Particulier huishouden;Prognose;Hardenberg;2020;23.4
4372;Particulier huishouden;Prognose;Hardenberg;2021;23.3
4373;Particulier huishouden;Prognose;Hardenberg;2022;23.3
4374;Particulier huishouden;Prognose;Hardenberg;2023;23.4
4375;Particulier huishouden;Prognose;Hardenberg;2024;23.4
4376;Particulier huishouden;Prognose;Hardenberg;2025;23.5
4377;Particulier huishouden;Prognose;Hardenberg;2026;23.6
4378;Particulier huishouden;Prognose;Hardenberg;2027;23.6
4379;Particulier huishouden;Prognose;Hardenberg;2028;23.6
4380;Particulier huishouden;Prognose;Hardenberg;2029;23.6
4381;Particulier huishouden;Prognose;Hardenberg;2030;23.7
4382;Particulier huishouden;Prognose;Hardenberg;2031;23.8
4383;Particulier huishouden;Prognose;Hardenberg;2032;23.9
4384;Particulier huishouden;Prognose;Hardenberg;2033;23.9
4385;Particulier huishouden;Prognose;Hardenberg;2034;24.0
4386;Particulier huishouden;Prognose;Hardenberg;2035;24.1
4387;Particulier huishouden;Prognose;Hardenberg;2036;24.1
4388;Particulier huishouden;Prognose;Hardenberg;2037;24.1
4389;Particulier huishouden;Prognose;Hardenberg;2038;24.1
4390;Particulier huishouden;Prognose;Hardenberg;2039;24.1
4391;Particulier huishouden;Prognose;Hardenberg;2040;24.0
4392;Particulier huishouden;Prognose;Harderwijk;2017;19.4
4393;Particulier huishouden;Prognose;Harderwijk;2018;19.5
4394;Particulier huishouden;Prognose;Harderwijk;2019;19.5
4395;Particulier huishouden;Prognose;Harderwijk;2020;19.6
4396;Particulier huishouden;Prognose;Harderwijk;2021;19.7
4397;Particulier huishouden;Prognose;Harderwijk;2022;19.7
4398;Particulier huishouden;Prognose;Harderwijk;2023;19.8
4399;Particulier huishouden;Prognose;Harderwijk;2024;19.9
4400;Particulier huishouden;Prognose;Harderwijk;2025;20.0
4401;Particulier huishouden;Prognose;Harderwijk;2026;20.1
4402;Particulier huishouden;Prognose;Harderwijk;2027;20.3
4403;Particulier huishouden;Prognose;Harderwijk;2028;20.4
4404;Particulier huishouden;Prognose;Harderwijk;2029;20.4
4405;Particulier huishouden;Prognose;Harderwijk;2030;20.5
4406;Particulier huishouden;Prognose;Harderwijk;2031;20.6
4407;Particulier huishouden;Prognose;Harderwijk;2032;20.7
4408;Particulier huishouden;Prognose;Harderwijk;2033;20.8
4409;Particulier huishouden;Prognose;Harderwijk;2034;20.8
4410;Particulier huishouden;Prognose;Harderwijk;2035;20.8
4411;Particulier huishouden;Prognose;Harderwijk;2036;20.9
4412;Particulier huishouden;Prognose;Harderwijk;2037;21.0
4413;Particulier huishouden;Prognose;Harderwijk;2038;21.0
4414;Particulier huishouden;Prognose;Harderwijk;2039;21.1
4415;Particulier huishouden;Prognose;Harderwijk;2040;21.1
4416;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2017;7.0
4417;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2018;7.1
4418;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2019;7.1
4419;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2020;7.1
4420;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2021;7.2
4421;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2022;7.2
4422;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2023;7.2
4423;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2024;7.3
4424;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2025;7.3
4425;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2026;7.4
4426;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2027;7.4
4427;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2028;7.4
4428;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2029;7.4
4429;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2030;7.4
4430;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2031;7.4
4431;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2032;7.4
4432;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2033;7.4
4433;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2034;7.4
4434;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2035;7.4
4435;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2036;7.4
4436;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2037;7.4
4437;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2038;7.4
4438;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2039;7.4
4439;Particulier huishouden;Prognose;Hardinxveld-Giessendam;2040;7.4
4440;Particulier huishouden;Prognose;Haren;2017;8.9
4441;Particulier huishouden;Prognose;Haren;2018;9.2
4442;Particulier huishouden;Prognose;Haren;2019;9.3
4443;Particulier huishouden;Prognose;Haren;2020;9.3
4444;Particulier huishouden;Prognose;Haren;2021;9.3
4445;Particulier huishouden;Prognose;Haren;2022;9.4
4446;Particulier huishouden;Prognose;Haren;2023;9.5
4447;Particulier huishouden;Prognose;Haren;2024;9.5
4448;Particulier huishouden;Prognose;Haren;2025;9.5
4449;Particulier huishouden;Prognose;Haren;2026;9.6
4450;Particulier huishouden;Prognose;Haren;2027;9.6
4451;Particulier huishouden;Prognose;Haren;2028;9.6
4452;Particulier huishouden;Prognose;Haren;2029;9.6
4453;Particulier huishouden;Prognose;Haren;2030;9.6
4454;Particulier huishouden;Prognose;Haren;2031;9.6
4455;Particulier huishouden;Prognose;Haren;2032;9.5
4456;Particulier huishouden;Prognose;Haren;2033;9.5
4457;Particulier huishouden;Prognose;Haren;2034;9.4
4458;Particulier huishouden;Prognose;Haren;2035;9.4
4459;Particulier huishouden;Prognose;Haren;2036;9.4
4460;Particulier huishouden;Prognose;Haren;2037;9.4
4461;Particulier huishouden;Prognose;Haren;2038;9.4
4462;Particulier huishouden;Prognose;Haren;2039;9.4
4463;Particulier huishouden;Prognose;Haren;2040;9.5
4464;Particulier huishouden;Prognose;Harlingen;2017;7.4
4465;Particulier huishouden;Prognose;Harlingen;2018;7.5
4466;Particulier huishouden;Prognose;Harlingen;2019;7.5
4467;Particulier huishouden;Prognose;Harlingen;2020;7.5
4468;Particulier huishouden;Prognose;Harlingen;2021;7.5
4469;Particulier huishouden;Prognose;Harlingen;2022;7.5
4470;Particulier huishouden;Prognose;Harlingen;2023;7.6
4471;Particulier huishouden;Prognose;Harlingen;2024;7.6
4472;Particulier huishouden;Prognose;Harlingen;2025;7.6
4473;Particulier huishouden;Prognose;Harlingen;2026;7.6
4474;Particulier huishouden;Prognose;Harlingen;2027;7.6
4475;Particulier huishouden;Prognose;Harlingen;2028;7.6
4476;Particulier huishouden;Prognose;Harlingen;2029;7.6
4477;Particulier huishouden;Prognose;Harlingen;2030;7.7
4478;Particulier huishouden;Prognose;Harlingen;2031;7.6
4479;Particulier huishouden;Prognose;Harlingen;2032;7.6
4480;Particulier huishouden;Prognose;Harlingen;2033;7.6
4481;Particulier huishouden;Prognose;Harlingen;2034;7.6
4482;Particulier huishouden;Prognose;Harlingen;2035;7.6
4483;Particulier huishouden;Prognose;Harlingen;2036;7.6
4484;Particulier huishouden;Prognose;Harlingen;2037;7.5
4485;Particulier huishouden;Prognose;Harlingen;2038;7.5
4486;Particulier huishouden;Prognose;Harlingen;2039;7.5
4487;Particulier huishouden;Prognose;Harlingen;2040;7.4
4488;Particulier huishouden;Prognose;Hattem;2017;5.1
4489;Particulier huishouden;Prognose;Hattem;2018;5.1
4490;Particulier huishouden;Prognose;Hattem;2019;5.1
4491;Particulier huishouden;Prognose;Hattem;2020;5.2
4492;Particulier huishouden;Prognose;Hattem;2021;5.2
4493;Particulier huishouden;Prognose;Hattem;2022;5.2
4494;Particulier huishouden;Prognose;Hattem;2023;5.3
4495;Particulier huishouden;Prognose;Hattem;2024;5.3
4496;Particulier huishouden;Prognose;Hattem;2025;5.4
4497;Particulier huishouden;Prognose;Hattem;2026;5.4
4498;Particulier huishouden;Prognose;Hattem;2027;5.4
4499;Particulier huishouden;Prognose;Hattem;2028;5.5
4500;Particulier huishouden;Prognose;Hattem;2029;5.5
4501;Particulier huishouden;Prognose;Hattem;2030;5.5
4502;Particulier huishouden;Prognose;Hattem;2031;5.5
4503;Particulier huishouden;Prognose;Hattem;2032;5.6
4504;Particulier huishouden;Prognose;Hattem;2033;5.6
4505;Particulier huishouden;Prognose;Hattem;2034;5.6
4506;Particulier huishouden;Prognose;Hattem;2035;5.6
4507;Particulier huishouden;Prognose;Hattem;2036;5.6
4508;Particulier huishouden;Prognose;Hattem;2037;5.6
4509;Particulier huishouden;Prognose;Hattem;2038;5.6
4510;Particulier huishouden;Prognose;Hattem;2039;5.6
4511;Particulier huishouden;Prognose;Hattem;2040;5.6
4512;Particulier huishouden;Prognose;Heemskerk;2017;17.6
4513;Particulier huishouden;Prognose;Heemskerk;2018;17.6
4514;Particulier huishouden;Prognose;Heemskerk;2019;17.6
4515;Particulier huishouden;Prognose;Heemskerk;2020;17.6
4516;Particulier huishouden;Prognose;Heemskerk;2021;17.6
4517;Particulier huishouden;Prognose;Heemskerk;2022;17.6
4518;Particulier huishouden;Prognose;Heemskerk;2023;17.6
4519;Particulier huishouden;Prognose;Heemskerk;2024;17.7
4520;Particulier huishouden;Prognose;Heemskerk;2025;17.7
4521;Particulier huishouden;Prognose;Heemskerk;2026;17.7
4522;Particulier huishouden;Prognose;Heemskerk;2027;17.8
4523;Particulier huishouden;Prognose;Heemskerk;2028;17.8
4524;Particulier huishouden;Prognose;Heemskerk;2029;17.8
4525;Particulier huishouden;Prognose;Heemskerk;2030;17.9
4526;Particulier huishouden;Prognose;Heemskerk;2031;17.9
4527;Particulier huishouden;Prognose;Heemskerk;2032;18.0
4528;Particulier huishouden;Prognose;Heemskerk;2033;18.0
4529;Particulier huishouden;Prognose;Heemskerk;2034;18.0
4530;Particulier huishouden;Prognose;Heemskerk;2035;18.1
4531;Particulier huishouden;Prognose;Heemskerk;2036;18.1
4532;Particulier huishouden;Prognose;Heemskerk;2037;18.2
4533;Particulier huishouden;Prognose;Heemskerk;2038;18.2
4534;Particulier huishouden;Prognose;Heemskerk;2039;18.2
4535;Particulier huishouden;Prognose;Heemskerk;2040;18.2
4536;Particulier huishouden;Prognose;Heemstede;2017;12.2
4537;Particulier huishouden;Prognose;Heemstede;2018;12.4
4538;Particulier huishouden;Prognose;Heemstede;2019;12.5
4539;Particulier huishouden;Prognose;Heemstede;2020;12.6
4540;Particulier huishouden;Prognose;Heemstede;2021;12.6
4541;Particulier huishouden;Prognose;Heemstede;2022;12.6
4542;Particulier huishouden;Prognose;Heemstede;2023;12.5
4543;Particulier huishouden;Prognose;Heemstede;2024;12.5
4544;Particulier huishouden;Prognose;Heemstede;2025;12.6
4545;Particulier huishouden;Prognose;Heemstede;2026;12.7
4546;Particulier huishouden;Prognose;Heemstede;2027;12.7
4547;Particulier huishouden;Prognose;Heemstede;2028;12.7
4548;Particulier huishouden;Prognose;Heemstede;2029;12.6
4549;Particulier huishouden;Prognose;Heemstede;2030;12.6
4550;Particulier huishouden;Prognose;Heemstede;2031;12.5
4551;Particulier huishouden;Prognose;Heemstede;2032;12.5
4552;Particulier huishouden;Prognose;Heemstede;2033;12.6
4553;Particulier huishouden;Prognose;Heemstede;2034;12.6
4554;Particulier huishouden;Prognose;Heemstede;2035;12.7
4555;Particulier huishouden;Prognose;Heemstede;2036;12.7
4556;Particulier huishouden;Prognose;Heemstede;2037;12.7
4557;Particulier huishouden;Prognose;Heemstede;2038;12.8
4558;Particulier huishouden;Prognose;Heemstede;2039;12.8
4559;Particulier huishouden;Prognose;Heemstede;2040;12.8
4560;Particulier huishouden;Prognose;Heerde;2017;7.6
4561;Particulier huishouden;Prognose;Heerde;2018;7.7
4562;Particulier huishouden;Prognose;Heerde;2019;7.7
4563;Particulier huishouden;Prognose;Heerde;2020;7.8
4564;Particulier huishouden;Prognose;Heerde;2021;7.8
4565;Particulier huishouden;Prognose;Heerde;2022;7.8
4566;Particulier huishouden;Prognose;Heerde;2023;7.8
4567;Particulier huishouden;Prognose;Heerde;2024;7.9
4568;Particulier huishouden;Prognose;Heerde;2025;7.9
