ID;Functions;Providers;Periods;HealthCareExpenditure_1
1442;HC32: Day cases long-term nursing care;Total health care providers;2023;254
1443;HC32: Day cases long-term nursing care;HP1: Hospitals;2021;2
1444;HC32: Day cases long-term nursing care;HP1: Hospitals;2022;3
1445;HC32: Day cases long-term nursing care;HP1: Hospitals;2023;4
1446;HC32: Day cases long-term nursing care;HP11: General and university hospitals;2021;1
1447;HC32: Day cases long-term nursing care;HP11: General and university hospitals;2022;1
1448;HC32: Day cases long-term nursing care;HP11: General and university hospitals;2023;1
1449;HC32: Day cases long-term nursing care;HP12: Mental health institutions,;2021;0
1450;HC32: Day cases long-term nursing care;HP12: Mental health institutions,;2022;2
1451;HC32: Day cases long-term nursing care;HP12: Mental health institutions,;2023;2
1452;HC32: Day cases long-term nursing care;HP13: Specialised hospitals;2021;1
1453;HC32: Day cases long-term nursing care;HP13: Specialised hospitals;2022;1
1454;HC32: Day cases long-term nursing care;HP13: Specialised hospitals;2023;1
1455;HC32: Day cases long-term nursing care;HP2: Nursing and residential care facil.;2021;202
1456;HC32: Day cases long-term nursing care;HP2: Nursing and residential care facil.;2022;216
1457;HC32: Day cases long-term nursing care;HP2: Nursing and residential care facil.;2023;237
1458;HC32: Day cases long-term nursing care;HP21: Nursing care facilities;2021;39
1459;HC32: Day cases long-term nursing care;HP21: Nursing care facilities;2022;42
1460;HC32: Day cases long-term nursing care;HP21: Nursing care facilities;2023;49
1461;HC32: Day cases long-term nursing care;HP22-29: Facilities for the disabled;2021;163
1462;HC32: Day cases long-term nursing care;HP22-29: Facilities for the disabled;2022;173
1463;HC32: Day cases long-term nursing care;HP22-29: Facilities for the disabled;2023;188
1464;HC32: Day cases long-term nursing care;HP3: Providers of ambulatory health care;2021;9
1465;HC32: Day cases long-term nursing care;HP3: Providers of ambulatory health care;2022;8
1466;HC32: Day cases long-term nursing care;HP3: Providers of ambulatory health care;2023;9
1467;HC32: Day cases long-term nursing care;HP31: Medical practices;2021;0
1468;HC32: Day cases long-term nursing care;HP31: Medical practices;2022;0
1469;HC32: Day cases long-term nursing care;HP31: Medical practices;2023;0
1470;HC32: Day cases long-term nursing care;HP32: Dental practices;2021;0
1471;HC32: Day cases long-term nursing care;HP32: Dental practices;2022;0
1472;HC32: Day cases long-term nursing care;HP32: Dental practices;2023;0
1473;HC32: Day cases long-term nursing care;HP33 : Other health care practitioners;2021;3
1474;HC32: Day cases long-term nursing care;HP33 : Other health care practitioners;2022;3
1475;HC32: Day cases long-term nursing care;HP33 : Other health care practitioners;2023;4
1476;HC32: Day cases long-term nursing care;HP34: Ambulatory health care centres;2021;6
1477;HC32: Day cases long-term nursing care;HP34: Ambulatory health care centres;2022;5
1478;HC32: Day cases long-term nursing care;HP34: Ambulatory health care centres;2023;5
1479;HC32: Day cases long-term nursing care;HP35: Providers home healthcare services;2021;0
1480;HC32: Day cases long-term nursing care;HP35: Providers home healthcare services;2022;0
1481;HC32: Day cases long-term nursing care;HP35: Providers home healthcare services;2023;0
1482;HC32: Day cases long-term nursing care;HP4: Providers of ancillary services;2021;0
1483;HC32: Day cases long-term nursing care;HP4: Providers of ancillary services;2022;0
1484;HC32: Day cases long-term nursing care;HP4: Providers of ancillary services;2023;0
1485;HC32: Day cases long-term nursing care;HP41: Patient transportation, emergency;2021;0
1486;HC32: Day cases long-term nursing care;HP41: Patient transportation, emergency;2022;0
1487;HC32: Day cases long-term nursing care;HP41: Patient transportation, emergency;2023;0
1488;HC32: Day cases long-term nursing care;HP42-49: Laboratories, other anc. serv.;2021;0
1489;HC32: Day cases long-term nursing care;HP42-49: Laboratories, other anc. serv.;2022;0
1490;HC32: Day cases long-term nursing care;HP42-49: Laboratories, other anc. serv.;2023;0
1491;HC32: Day cases long-term nursing care;HP5: Retailers of medical goods;2021;0
1492;HC32: Day cases long-term nursing care;HP5: Retailers of medical goods;2022;0
1493;HC32: Day cases long-term nursing care;HP5: Retailers of medical goods;2023;0
1494;HC32: Day cases long-term nursing care;HP51: Pharmacies;2021;0
1495;HC32: Day cases long-term nursing care;HP51: Pharmacies;2022;0
1496;HC32: Day cases long-term nursing care;HP51: Pharmacies;2023;0
1497;HC32: Day cases long-term nursing care;HP52-59 : Suppl. med. appliances, other;2021;0
1498;HC32: Day cases long-term nursing care;HP52-59 : Suppl. med. appliances, other;2022;0
1499;HC32: Day cases long-term nursing care;HP52-59 : Suppl. med. appliances, other;2023;0
1500;HC32: Day cases long-term nursing care;HP6: Providers of preventive care;2021;0
1501;HC32: Day cases long-term nursing care;HP6: Providers of preventive care;2022;0
1502;HC32: Day cases long-term nursing care;HP6: Providers of preventive care;2023;0
1503;HC32: Day cases long-term nursing care;HP7: Healthcare adm. and financ.;2021;0
1504;HC32: Day cases long-term nursing care;HP7: Healthcare adm. and financ.;2022;0
1505;HC32: Day cases long-term nursing care;HP7: Healthcare adm. and financ.;2023;0
1506;HC32: Day cases long-term nursing care;HP71: Government health administration;2021;0
1507;HC32: Day cases long-term nursing care;HP71: Government health administration;2022;0
1508;HC32: Day cases long-term nursing care;HP71: Government health administration;2023;0
1509;HC32: Day cases long-term nursing care;HP72: Social health insurance agencies;2021;0
1510;HC32: Day cases long-term nursing care;HP72: Social health insurance agencies;2022;0
1511;HC32: Day cases long-term nursing care;HP72: Social health insurance agencies;2023;0
1512;HC32: Day cases long-term nursing care;HP73: Providers of health insurance;2021;0
1513;HC32: Day cases long-term nursing care;HP73: Providers of health insurance;2022;0
1514;HC32: Day cases long-term nursing care;HP73: Providers of health insurance;2023;0
1515;HC32: Day cases long-term nursing care;HP79: Other administration agencies;2021;0
1516;HC32: Day cases long-term nursing care;HP79: Other administration agencies;2022;0
1517;HC32: Day cases long-term nursing care;HP79: Other administration agencies;2023;0
1518;HC32: Day cases long-term nursing care;HP8: Rest of economy;2021;3
1519;HC32: Day cases long-term nursing care;HP8: Rest of economy;2022;4
1520;HC32: Day cases long-term nursing care;HP8: Rest of economy;2023;4
1521;HC32: Day cases long-term nursing care;HP81: Households prov. home health care;2021;0
1522;HC32: Day cases long-term nursing care;HP81: Households prov. home health care;2022;0
1523;HC32: Day cases long-term nursing care;HP81: Households prov. home health care;2023;0
1524;HC32: Day cases long-term nursing care;HP82: Secondary providers of health care;2021;3
1525;HC32: Day cases long-term nursing care;HP82: Secondary providers of health care;2022;4
1526;HC32: Day cases long-term nursing care;HP82: Secondary providers of health care;2023;4
1527;HC32: Day cases long-term nursing care;HP9: Rest of the world;2021;0
1528;HC32: Day cases long-term nursing care;HP9: Rest of the world;2022;0
1529;HC32: Day cases long-term nursing care;HP9: Rest of the world;2023;0
1530;HC33: Outpatient long-term care (health);Total health care providers;2021;232
1531;HC33: Outpatient long-term care (health);Total health care providers;2022;248
1532;HC33: Outpatient long-term care (health);Total health care providers;2023;279
1533;HC33: Outpatient long-term care (health);HP1: Hospitals;2021;26
1534;HC33: Outpatient long-term care (health);HP1: Hospitals;2022;17
1535;HC33: Outpatient long-term care (health);HP1: Hospitals;2023;20
1536;HC33: Outpatient long-term care (health);HP11: General and university hospitals;2021;1
1537;HC33: Outpatient long-term care (health);HP11: General and university hospitals;2022;1
1538;HC33: Outpatient long-term care (health);HP11: General and university hospitals;2023;1
1539;HC33: Outpatient long-term care (health);HP12: Mental health institutions,;2021;24
1540;HC33: Outpatient long-term care (health);HP12: Mental health institutions,;2022;16
1541;HC33: Outpatient long-term care (health);HP12: Mental health institutions,;2023;18
1542;HC33: Outpatient long-term care (health);HP13: Specialised hospitals;2021;1
1543;HC33: Outpatient long-term care (health);HP13: Specialised hospitals;2022;1
1544;HC33: Outpatient long-term care (health);HP13: Specialised hospitals;2023;1
1545;HC33: Outpatient long-term care (health);HP2: Nursing and residential care facil.;2021;172
1546;HC33: Outpatient long-term care (health);HP2: Nursing and residential care facil.;2022;190
1547;HC33: Outpatient long-term care (health);HP2: Nursing and residential care facil.;2023;213
1548;HC33: Outpatient long-term care (health);HP21: Nursing care facilities;2021;33
1549;HC33: Outpatient long-term care (health);HP21: Nursing care facilities;2022;39
1550;HC33: Outpatient long-term care (health);HP21: Nursing care facilities;2023;46
1551;HC33: Outpatient long-term care (health);HP22-29: Facilities for the disabled;2021;140
1552;HC33: Outpatient long-term care (health);HP22-29: Facilities for the disabled;2022;151
1553;HC33: Outpatient long-term care (health);HP22-29: Facilities for the disabled;2023;167
1554;HC33: Outpatient long-term care (health);HP3: Providers of ambulatory health care;2021;34
1555;HC33: Outpatient long-term care (health);HP3: Providers of ambulatory health care;2022;40
1556;HC33: Outpatient long-term care (health);HP3: Providers of ambulatory health care;2023;45
1557;HC33: Outpatient long-term care (health);HP31: Medical practices;2021;0
1558;HC33: Outpatient long-term care (health);HP31: Medical practices;2022;0
1559;HC33: Outpatient long-term care (health);HP31: Medical practices;2023;0
1560;HC33: Outpatient long-term care (health);HP32: Dental practices;2021;0
1561;HC33: Outpatient long-term care (health);HP32: Dental practices;2022;0
1562;HC33: Outpatient long-term care (health);HP32: Dental practices;2023;0
1563;HC33: Outpatient long-term care (health);HP33 : Other health care practitioners;2021;15
1564;HC33: Outpatient long-term care (health);HP33 : Other health care practitioners;2022;23
1565;HC33: Outpatient long-term care (health);HP33 : Other health care practitioners;2023;25
1566;HC33: Outpatient long-term care (health);HP34: Ambulatory health care centres;2021;16
1567;HC33: Outpatient long-term care (health);HP34: Ambulatory health care centres;2022;18
1568;HC33: Outpatient long-term care (health);HP34: Ambulatory health care centres;2023;20
1569;HC33: Outpatient long-term care (health);HP35: Providers home healthcare services;2021;3
1570;HC33: Outpatient long-term care (health);HP35: Providers home healthcare services;2022;0
1571;HC33: Outpatient long-term care (health);HP35: Providers home healthcare services;2023;0
1572;HC33: Outpatient long-term care (health);HP4: Providers of ancillary services;2021;0
1573;HC33: Outpatient long-term care (health);HP4: Providers of ancillary services;2022;0
1574;HC33: Outpatient long-term care (health);HP4: Providers of ancillary services;2023;0
1575;HC33: Outpatient long-term care (health);HP41: Patient transportation, emergency;2021;0
1576;HC33: Outpatient long-term care (health);HP41: Patient transportation, emergency;2022;0
1577;HC33: Outpatient long-term care (health);HP41: Patient transportation, emergency;2023;0
1578;HC33: Outpatient long-term care (health);HP42-49: Laboratories, other anc. serv.;2021;0
1579;HC33: Outpatient long-term care (health);HP42-49: Laboratories, other anc. serv.;2022;0
1580;HC33: Outpatient long-term care (health);HP42-49: Laboratories, other anc. serv.;2023;0
1581;HC33: Outpatient long-term care (health);HP5: Retailers of medical goods;2021;0
1582;HC33: Outpatient long-term care (health);HP5: Retailers of medical goods;2022;0
1583;HC33: Outpatient long-term care (health);HP5: Retailers of medical goods;2023;0
1584;HC33: Outpatient long-term care (health);HP51: Pharmacies;2021;0
1585;HC33: Outpatient long-term care (health);HP51: Pharmacies;2022;0
1586;HC33: Outpatient long-term care (health);HP51: Pharmacies;2023;0
1587;HC33: Outpatient long-term care (health);HP52-59 : Suppl. med. appliances, other;2021;0
1588;HC33: Outpatient long-term care (health);HP52-59 : Suppl. med. appliances, other;2022;0
1589;HC33: Outpatient long-term care (health);HP52-59 : Suppl. med. appliances, other;2023;0
1590;HC33: Outpatient long-term care (health);HP6: Providers of preventive care;2021;0
1591;HC33: Outpatient long-term care (health);HP6: Providers of preventive care;2022;0
1592;HC33: Outpatient long-term care (health);HP6: Providers of preventive care;2023;0
1593;HC33: Outpatient long-term care (health);HP7: Healthcare adm. and financ.;2021;0
1594;HC33: Outpatient long-term care (health);HP7: Healthcare adm. and financ.;2022;0
1595;HC33: Outpatient long-term care (health);HP7: Healthcare adm. and financ.;2023;0
1596;HC33: Outpatient long-term care (health);HP71: Government health administration;2021;0
1597;HC33: Outpatient long-term care (health);HP71: Government health administration;2022;0
1598;HC33: Outpatient long-term care (health);HP71: Government health administration;2023;0
1599;HC33: Outpatient long-term care (health);HP72: Social health insurance agencies;2021;0
1600;HC33: Outpatient long-term care (health);HP72: Social health insurance agencies;2022;0
1601;HC33: Outpatient long-term care (health);HP72: Social health insurance agencies;2023;0
1602;HC33: Outpatient long-term care (health);HP73: Providers of health insurance;2021;0
1603;HC33: Outpatient long-term care (health);HP73: Providers of health insurance;2022;0
1604;HC33: Outpatient long-term care (health);HP73: Providers of health insurance;2023;0
1605;HC33: Outpatient long-term care (health);HP79: Other administration agencies;2021;0
1606;HC33: Outpatient long-term care (health);HP79: Other administration agencies;2022;0
1607;HC33: Outpatient long-term care (health);HP79: Other administration agencies;2023;0
1608;HC33: Outpatient long-term care (health);HP8: Rest of economy;2021;0
1609;HC33: Outpatient long-term care (health);HP8: Rest of economy;2022;0
1610;HC33: Outpatient long-term care (health);HP8: Rest of economy;2023;1
1611;HC33: Outpatient long-term care (health);HP81: Households prov. home health care;2021;0
1612;HC33: Outpatient long-term care (health);HP81: Households prov. home health care;2022;0
1613;HC33: Outpatient long-term care (health);HP81: Households prov. home health care;2023;0
1614;HC33: Outpatient long-term care (health);HP82: Secondary providers of health care;2021;0
1615;HC33: Outpatient long-term care (health);HP82: Secondary providers of health care;2022;0
1616;HC33: Outpatient long-term care (health);HP82: Secondary providers of health care;2023;1
1617;HC33: Outpatient long-term care (health);HP9: Rest of the world;2021;0
1618;HC33: Outpatient long-term care (health);HP9: Rest of the world;2022;0
1619;HC33: Outpatient long-term care (health);HP9: Rest of the world;2023;0
1620;HC34: Long-term nursing care: home care;Total health care providers;2021;6227
1621;HC34: Long-term nursing care: home care;Total health care providers;2022;6478
1622;HC34: Long-term nursing care: home care;Total health care providers;2023;6953
1623;HC34: Long-term nursing care: home care;HP1: Hospitals;2021;182
1624;HC34: Long-term nursing care: home care;HP1: Hospitals;2022;186
1625;HC34: Long-term nursing care: home care;HP1: Hospitals;2023;206
1626;HC34: Long-term nursing care: home care;HP11: General and university hospitals;2021;144
1627;HC34: Long-term nursing care: home care;HP11: General and university hospitals;2022;142
1628;HC34: Long-term nursing care: home care;HP11: General and university hospitals;2023;151
1629;HC34: Long-term nursing care: home care;HP12: Mental health institutions,;2021;38
1630;HC34: Long-term nursing care: home care;HP12: Mental health institutions,;2022;45
1631;HC34: Long-term nursing care: home care;HP12: Mental health institutions,;2023;55
1632;HC34: Long-term nursing care: home care;HP13: Specialised hospitals;2021;0
1633;HC34: Long-term nursing care: home care;HP13: Specialised hospitals;2022;0
1634;HC34: Long-term nursing care: home care;HP13: Specialised hospitals;2023;0
1635;HC34: Long-term nursing care: home care;HP2: Nursing and residential care facil.;2021;4767
1636;HC34: Long-term nursing care: home care;HP2: Nursing and residential care facil.;2022;4887
1637;HC34: Long-term nursing care: home care;HP2: Nursing and residential care facil.;2023;5210
1638;HC34: Long-term nursing care: home care;HP21: Nursing care facilities;2021;4317
1639;HC34: Long-term nursing care: home care;HP21: Nursing care facilities;2022;4401
1640;HC34: Long-term nursing care: home care;HP21: Nursing care facilities;2023;4679
1641;HC34: Long-term nursing care: home care;HP22-29: Facilities for the disabled;2021;450
1642;HC34: Long-term nursing care: home care;HP22-29: Facilities for the disabled;2022;486
1643;HC34: Long-term nursing care: home care;HP22-29: Facilities for the disabled;2023;531
1644;HC34: Long-term nursing care: home care;HP3: Providers of ambulatory health care;2021;802
1645;HC34: Long-term nursing care: home care;HP3: Providers of ambulatory health care;2022;917
1646;HC34: Long-term nursing care: home care;HP3: Providers of ambulatory health care;2023;1015
1647;HC34: Long-term nursing care: home care;HP31: Medical practices;2021;3
1648;HC34: Long-term nursing care: home care;HP31: Medical practices;2022;3
1649;HC34: Long-term nursing care: home care;HP31: Medical practices;2023;4
1650;HC34: Long-term nursing care: home care;HP32: Dental practices;2021;0
1651;HC34: Long-term nursing care: home care;HP32: Dental practices;2022;0
1652;HC34: Long-term nursing care: home care;HP32: Dental practices;2023;0
1653;HC34: Long-term nursing care: home care;HP33 : Other health care practitioners;2021;36
1654;HC34: Long-term nursing care: home care;HP33 : Other health care practitioners;2022;44
1655;HC34: Long-term nursing care: home care;HP33 : Other health care practitioners;2023;52
1656;HC34: Long-term nursing care: home care;HP34: Ambulatory health care centres;2021;97
1657;HC34: Long-term nursing care: home care;HP34: Ambulatory health care centres;2022;122
1658;HC34: Long-term nursing care: home care;HP34: Ambulatory health care centres;2023;127
1659;HC34: Long-term nursing care: home care;HP35: Providers home healthcare services;2021;667
1660;HC34: Long-term nursing care: home care;HP35: Providers home healthcare services;2022;747
1661;HC34: Long-term nursing care: home care;HP35: Providers home healthcare services;2023;832
1662;HC34: Long-term nursing care: home care;HP4: Providers of ancillary services;2021;0
1663;HC34: Long-term nursing care: home care;HP4: Providers of ancillary services;2022;0
1664;HC34: Long-term nursing care: home care;HP4: Providers of ancillary services;2023;0
1665;HC34: Long-term nursing care: home care;HP41: Patient transportation, emergency;2021;0
1666;HC34: Long-term nursing care: home care;HP41: Patient transportation, emergency;2022;0
1667;HC34: Long-term nursing care: home care;HP41: Patient transportation, emergency;2023;0
1668;HC34: Long-term nursing care: home care;HP42-49: Laboratories, other anc. serv.;2021;0
1669;HC34: Long-term nursing care: home care;HP42-49: Laboratories, other anc. serv.;2022;0
1670;HC34: Long-term nursing care: home care;HP42-49: Laboratories, other anc. serv.;2023;0
1671;HC34: Long-term nursing care: home care;HP5: Retailers of medical goods;2021;0
1672;HC34: Long-term nursing care: home care;HP5: Retailers of medical goods;2022;0
1673;HC34: Long-term nursing care: home care;HP5: Retailers of medical goods;2023;0
1674;HC34: Long-term nursing care: home care;HP51: Pharmacies;2021;0
1675;HC34: Long-term nursing care: home care;HP51: Pharmacies;2022;0
1676;HC34: Long-term nursing care: home care;HP51: Pharmacies;2023;0
1677;HC34: Long-term nursing care: home care;HP52-59 : Suppl. med. appliances, other;2021;0
1678;HC34: Long-term nursing care: home care;HP52-59 : Suppl. med. appliances, other;2022;0
1679;HC34: Long-term nursing care: home care;HP52-59 : Suppl. med. appliances, other;2023;0
1680;HC34: Long-term nursing care: home care;HP6: Providers of preventive care;2021;6
1681;HC34: Long-term nursing care: home care;HP6: Providers of preventive care;2022;7
1682;HC34: Long-term nursing care: home care;HP6: Providers of preventive care;2023;8
1683;HC34: Long-term nursing care: home care;HP7: Healthcare adm. and financ.;2021;21
1684;HC34: Long-term nursing care: home care;HP7: Healthcare adm. and financ.;2022;25
1685;HC34: Long-term nursing care: home care;HP7: Healthcare adm. and financ.;2023;28
1686;HC34: Long-term nursing care: home care;HP71: Government health administration;2021;0
1687;HC34: Long-term nursing care: home care;HP71: Government health administration;2022;0
1688;HC34: Long-term nursing care: home care;HP71: Government health administration;2023;0
1689;HC34: Long-term nursing care: home care;HP72: Social health insurance agencies;2021;0
1690;HC34: Long-term nursing care: home care;HP72: Social health insurance agencies;2022;0
1691;HC34: Long-term nursing care: home care;HP72: Social health insurance agencies;2023;0
1692;HC34: Long-term nursing care: home care;HP73: Providers of health insurance;2021;0
1693;HC34: Long-term nursing care: home care;HP73: Providers of health insurance;2022;0
1694;HC34: Long-term nursing care: home care;HP73: Providers of health insurance;2023;0
1695;HC34: Long-term nursing care: home care;HP79: Other administration agencies;2021;21
1696;HC34: Long-term nursing care: home care;HP79: Other administration agencies;2022;25
1697;HC34: Long-term nursing care: home care;HP79: Other administration agencies;2023;28
1698;HC34: Long-term nursing care: home care;HP8: Rest of economy;2021;446
1699;HC34: Long-term nursing care: home care;HP8: Rest of economy;2022;452
1700;HC34: Long-term nursing care: home care;HP8: Rest of economy;2023;483
1701;HC34: Long-term nursing care: home care;HP81: Households prov. home health care;2021;157
1702;HC34: Long-term nursing care: home care;HP81: Households prov. home health care;2022;139
1703;HC34: Long-term nursing care: home care;HP81: Households prov. home health care;2023;145
1704;HC34: Long-term nursing care: home care;HP82: Secondary providers of health care;2021;288
1705;HC34: Long-term nursing care: home care;HP82: Secondary providers of health care;2022;313
1706;HC34: Long-term nursing care: home care;HP82: Secondary providers of health care;2023;338
1707;HC34: Long-term nursing care: home care;HP9: Rest of the world;2021;3
1708;HC34: Long-term nursing care: home care;HP9: Rest of the world;2022;3
1709;HC34: Long-term nursing care: home care;HP9: Rest of the world;2023;2
1710;HC4: Ancillary services;Total health care providers;2021;951
1711;HC4: Ancillary services;Total health care providers;2022;975
1712;HC4: Ancillary services;Total health care providers;2023;1130
1713;HC4: Ancillary services;HP1: Hospitals;2021;76
1714;HC4: Ancillary services;HP1: Hospitals;2022;77
1715;HC4: Ancillary services;HP1: Hospitals;2023;85
1716;HC4: Ancillary services;HP11: General and university hospitals;2021;76
1717;HC4: Ancillary services;HP11: General and university hospitals;2022;77
1718;HC4: Ancillary services;HP11: General and university hospitals;2023;85
1719;HC4: Ancillary services;HP12: Mental health institutions,;2021;0
1720;HC4: Ancillary services;HP12: Mental health institutions,;2022;0
1721;HC4: Ancillary services;HP12: Mental health institutions,;2023;0
1722;HC4: Ancillary services;HP13: Specialised hospitals;2021;0
1723;HC4: Ancillary services;HP13: Specialised hospitals;2022;0
1724;HC4: Ancillary services;HP13: Specialised hospitals;2023;0
1725;HC4: Ancillary services;HP2: Nursing and residential care facil.;2021;0
1726;HC4: Ancillary services;HP2: Nursing and residential care facil.;2022;0
1727;HC4: Ancillary services;HP2: Nursing and residential care facil.;2023;0
1728;HC4: Ancillary services;HP21: Nursing care facilities;2021;0
1729;HC4: Ancillary services;HP21: Nursing care facilities;2022;0
1730;HC4: Ancillary services;HP21: Nursing care facilities;2023;0
1731;HC4: Ancillary services;HP22-29: Facilities for the disabled;2021;0
1732;HC4: Ancillary services;HP22-29: Facilities for the disabled;2022;0
1733;HC4: Ancillary services;HP22-29: Facilities for the disabled;2023;0
1734;HC4: Ancillary services;HP3: Providers of ambulatory health care;2021;0
1735;HC4: Ancillary services;HP3: Providers of ambulatory health care;2022;0
1736;HC4: Ancillary services;HP3: Providers of ambulatory health care;2023;0
1737;HC4: Ancillary services;HP31: Medical practices;2021;0
1738;HC4: Ancillary services;HP31: Medical practices;2022;0
1739;HC4: Ancillary services;HP31: Medical practices;2023;0
1740;HC4: Ancillary services;HP32: Dental practices;2021;0
1741;HC4: Ancillary services;HP32: Dental practices;2022;0
1742;HC4: Ancillary services;HP32: Dental practices;2023;0
1743;HC4: Ancillary services;HP33 : Other health care practitioners;2021;0
1744;HC4: Ancillary services;HP33 : Other health care practitioners;2022;0
1745;HC4: Ancillary services;HP33 : Other health care practitioners;2023;0
1746;HC4: Ancillary services;HP34: Ambulatory health care centres;2021;0
1747;HC4: Ancillary services;HP34: Ambulatory health care centres;2022;0
1748;HC4: Ancillary services;HP34: Ambulatory health care centres;2023;0
1749;HC4: Ancillary services;HP35: Providers home healthcare services;2021;0
1750;HC4: Ancillary services;HP35: Providers home healthcare services;2022;0
1751;HC4: Ancillary services;HP35: Providers home healthcare services;2023;0
1752;HC4: Ancillary services;HP4: Providers of ancillary services;2021;569
1753;HC4: Ancillary services;HP4: Providers of ancillary services;2022;556
1754;HC4: Ancillary services;HP4: Providers of ancillary services;2023;666
1755;HC4: Ancillary services;HP41: Patient transportation, emergency;2021;500
1756;HC4: Ancillary services;HP41: Patient transportation, emergency;2022;487
1757;HC4: Ancillary services;HP41: Patient transportation, emergency;2023;592
1758;HC4: Ancillary services;HP42-49: Laboratories, other anc. serv.;2021;69
1759;HC4: Ancillary services;HP42-49: Laboratories, other anc. serv.;2022;69
1760;HC4: Ancillary services;HP42-49: Laboratories, other anc. serv.;2023;74
1761;HC4: Ancillary services;HP5: Retailers of medical goods;2021;0
1762;HC4: Ancillary services;HP5: Retailers of medical goods;2022;0
1763;HC4: Ancillary services;HP5: Retailers of medical goods;2023;0
1764;HC4: Ancillary services;HP51: Pharmacies;2021;0
1765;HC4: Ancillary services;HP51: Pharmacies;2022;0
1766;HC4: Ancillary services;HP51: Pharmacies;2023;0
1767;HC4: Ancillary services;HP52-59 : Suppl. med. appliances, other;2021;0
1768;HC4: Ancillary services;HP52-59 : Suppl. med. appliances, other;2022;0
1769;HC4: Ancillary services;HP52-59 : Suppl. med. appliances, other;2023;0
1770;HC4: Ancillary services;HP6: Providers of preventive care;2021;178
1771;HC4: Ancillary services;HP6: Providers of preventive care;2022;214
1772;HC4: Ancillary services;HP6: Providers of preventive care;2023;238
1773;HC4: Ancillary services;HP7: Healthcare adm. and financ.;2021;0
1774;HC4: Ancillary services;HP7: Healthcare adm. and financ.;2022;0
1775;HC4: Ancillary services;HP7: Healthcare adm. and financ.;2023;0
1776;HC4: Ancillary services;HP71: Government health administration;2021;0
1777;HC4: Ancillary services;HP71: Government health administration;2022;0
1778;HC4: Ancillary services;HP71: Government health administration;2023;0
1779;HC4: Ancillary services;HP72: Social health insurance agencies;2021;0
1780;HC4: Ancillary services;HP72: Social health insurance agencies;2022;0
1781;HC4: Ancillary services;HP72: Social health insurance agencies;2023;0
1782;HC4: Ancillary services;HP73: Providers of health insurance;2021;0
1783;HC4: Ancillary services;HP73: Providers of health insurance;2022;0
1784;HC4: Ancillary services;HP73: Providers of health insurance;2023;0
1785;HC4: Ancillary services;HP79: Other administration agencies;2021;0
1786;HC4: Ancillary services;HP79: Other administration agencies;2022;0
1787;HC4: Ancillary services;HP79: Other administration agencies;2023;0
1788;HC4: Ancillary services;HP8: Rest of economy;2021;129
1789;HC4: Ancillary services;HP8: Rest of economy;2022;128
1790;HC4: Ancillary services;HP8: Rest of economy;2023;141
1791;HC4: Ancillary services;HP81: Households prov. home health care;2021;0
1792;HC4: Ancillary services;HP81: Households prov. home health care;2022;0
1793;HC4: Ancillary services;HP81: Households prov. home health care;2023;0
1794;HC4: Ancillary services;HP82: Secondary providers of health care;2021;129
1795;HC4: Ancillary services;HP82: Secondary providers of health care;2022;128
1796;HC4: Ancillary services;HP82: Secondary providers of health care;2023;141
1797;HC4: Ancillary services;HP9: Rest of the world;2021;0
1798;HC4: Ancillary services;HP9: Rest of the world;2022;0
1799;HC4: Ancillary services;HP9: Rest of the world;2023;0
1800;HC41: Laboratory services;Total health care providers;2021;69
1801;HC41: Laboratory services;Total health care providers;2022;69
1802;HC41: Laboratory services;Total health care providers;2023;74
1803;HC41: Laboratory services;HP1: Hospitals;2021;0
1804;HC41: Laboratory services;HP1: Hospitals;2022;0
1805;HC41: Laboratory services;HP1: Hospitals;2023;0
1806;HC41: Laboratory services;HP11: General and university hospitals;2021;0
1807;HC41: Laboratory services;HP11: General and university hospitals;2022;0
1808;HC41: Laboratory services;HP11: General and university hospitals;2023;0
1809;HC41: Laboratory services;HP12: Mental health institutions,;2021;0
1810;HC41: Laboratory services;HP12: Mental health institutions,;2022;0
1811;HC41: Laboratory services;HP12: Mental health institutions,;2023;0
1812;HC41: Laboratory services;HP13: Specialised hospitals;2021;0
1813;HC41: Laboratory services;HP13: Specialised hospitals;2022;0
1814;HC41: Laboratory services;HP13: Specialised hospitals;2023;0
1815;HC41: Laboratory services;HP2: Nursing and residential care facil.;2021;0
1816;HC41: Laboratory services;HP2: Nursing and residential care facil.;2022;0
1817;HC41: Laboratory services;HP2: Nursing and residential care facil.;2023;0
1818;HC41: Laboratory services;HP21: Nursing care facilities;2021;0
1819;HC41: Laboratory services;HP21: Nursing care facilities;2022;0
1820;HC41: Laboratory services;HP21: Nursing care facilities;2023;0
1821;HC41: Laboratory services;HP22-29: Facilities for the disabled;2021;0
1822;HC41: Laboratory services;HP22-29: Facilities for the disabled;2022;0
1823;HC41: Laboratory services;HP22-29: Facilities for the disabled;2023;0
1824;HC41: Laboratory services;HP3: Providers of ambulatory health care;2021;0
1825;HC41: Laboratory services;HP3: Providers of ambulatory health care;2022;0
1826;HC41: Laboratory services;HP3: Providers of ambulatory health care;2023;0
1827;HC41: Laboratory services;HP31: Medical practices;2021;0
1828;HC41: Laboratory services;HP31: Medical practices;2022;0
1829;HC41: Laboratory services;HP31: Medical practices;2023;0
1830;HC41: Laboratory services;HP32: Dental practices;2021;0
1831;HC41: Laboratory services;HP32: Dental practices;2022;0
