ID;SBI93;Perioden;ProducentenprijzenAfzetBinnenland_1;IngekochteGrondstoffenHalffabrikaten_2
1065;40-41 Openbare nutsbedrijven;1980;93.0;126.0
1066;40-41 Openbare nutsbedrijven;1981;114.0;155.0
1067;40-41 Openbare nutsbedrijven;1982;127.0;152.0
1068;40-41 Openbare nutsbedrijven;1983;128.0;155.0
1069;40-41 Openbare nutsbedrijven;1984;133.0;168.0
1070;40-41 Openbare nutsbedrijven;1985;138.0;167.0
1071;40-41 Openbare nutsbedrijven;1986;118.0;110.0
1072;40-41 Openbare nutsbedrijven;1987;97.0;116.0
1073;40-41 Openbare nutsbedrijven;1988;93.0;102.0
1074;40-41 Openbare nutsbedrijven;1989;92.0;103.0
1075;40-41 Openbare nutsbedrijven;1990;100.0;100.0
1076;40-41 Openbare nutsbedrijven;1991;105.0;99.0
1077;40-41 Openbare nutsbedrijven;1992;103.0;100.0
1078;40-41 Openbare nutsbedrijven;1993;101.0;98.0
1079;40-41 Openbare nutsbedrijven;1994;103.0;96.0
1080;40-41 Openbare nutsbedrijven;1995;108.0;94.0
1081;40-41 Openbare nutsbedrijven;1996;109.0;94.0
1082;40-41 Openbare nutsbedrijven;1997;115.0;97.0
1083;40-41 Openbare nutsbedrijven;1998;115.0;99.0
1084;40-41 Openbare nutsbedrijven;1999;110.0;97.0
1085;40-41 Openbare nutsbedrijven;2000;115.0;111.0
1086;40-41 Openbare nutsbedrijven;2001;124.0;138.0
1087;40-41 Openbare nutsbedrijven;2002;130.0;135.0
