ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10
5610;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2007;0.4;50.4;45.5;47.3;42.1;43.7;34.1;0.3;367.5;90.1
5611;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2008;0.4;50.2;44.5;47.7;42.3;37.1;31.7;0.4;349.5;81.5
5612;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2009;0.4;47.8;42.3;46.0;40.6;34.9;30.7;0.4;284.6;72.6
5613;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2010;0.5;53.1;46.8;50.9;45.1;37.3;31.9;0.4;285.2;83.4
5614;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2011;0.5;52.7;46.9;50.8;44.8;41.4;35.9;0.4;279.4;76.6
5615;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2012;0.5;50.0;44.9;48.3;43.2;41.5;35.4;0.4;294.7;93.8
5616;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2013;0.5;52.7;49.3;49.9;46.6;39.0;35.1;0.4;249.0;95.3
5617;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2014;0.5;54.8;48.0;52.8;46.5;51.4;38.0;0.4;237.2;90.0
5618;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2015;0.4;57.1;51.1;55.2;49.2;46.9;38.7;0.4;264.4;97.4
5619;Zelfstandige;4668 Groothandel druk-, voedingsmachines;2016;0.5;58.0;48.7;55.3;46.8;46.1;38.6;0.5;290.5;104.6
5620;Zelfstandige;4669 Groothandel in overige machines;2007;4.3;51.9;44.4;48.3;40.8;41.5;32.0;3.3;329.9;91.5
5621;Zelfstandige;4669 Groothandel in overige machines;2008;4.4;51.7;44.4;48.8;42.0;37.1;31.6;3.8;319.5;82.8
5622;Zelfstandige;4669 Groothandel in overige machines;2009;4.3;48.6;42.2;45.7;40.8;34.9;30.4;3.9;279.0;74.1
5623;Zelfstandige;4669 Groothandel in overige machines;2010;4.7;52.2;45.3;49.2;42.9;37.3;31.5;4.1;295.2;84.8
5624;Zelfstandige;4669 Groothandel in overige machines;2011;4.8;51.7;45.4;48.6;42.9;43.1;35.1;4.1;278.6;78.6
5625;Zelfstandige;4669 Groothandel in overige machines;2012;4.6;52.0;45.1;48.7;43.0;43.7;35.0;4.1;255.6;85.0
5626;Zelfstandige;4669 Groothandel in overige machines;2013;4.6;53.2;46.2;49.4;43.2;41.0;34.4;4.1;233.2;88.4
5627;Zelfstandige;4669 Groothandel in overige machines;2014;4.6;53.7;47.7;50.4;45.0;53.0;36.7;4.1;235.6;94.3
5628;Zelfstandige;4669 Groothandel in overige machines;2015;4.5;56.0;49.1;52.8;46.1;42.3;36.1;4.0;244.7;93.1
5629;Zelfstandige;4669 Groothandel in overige machines;2016;4.1;56.5;49.4;52.9;46.9;43.8;37.7;3.7;275.4;117.0
5630;Zelfstandige;467 Overige gespecialiseerde groothandel;2007;7.2;49.4;41.0;46.1;39.0;39.9;30.4;5.6;363.9;101.0
5631;Zelfstandige;467 Overige gespecialiseerde groothandel;2008;7.3;50.2;41.5;47.7;40.0;36.1;29.9;6.4;361.9;93.4
5632;Zelfstandige;467 Overige gespecialiseerde groothandel;2009;7.4;45.6;38.9;43.3;37.2;32.8;28.0;6.7;318.9;83.9
5633;Zelfstandige;467 Overige gespecialiseerde groothandel;2010;8.0;50.7;41.3;48.0;40.3;35.4;29.0;6.9;326.8;99.7
5634;Zelfstandige;467 Overige gespecialiseerde groothandel;2011;8.0;49.9;41.2;47.4;40.5;41.9;32.8;7.0;303.1;89.7
5635;Zelfstandige;467 Overige gespecialiseerde groothandel;2012;7.8;46.9;39.6;44.2;37.8;39.8;31.4;6.9;278.3;88.7
5636;Zelfstandige;467 Overige gespecialiseerde groothandel;2013;7.5;47.2;39.2;43.9;37.1;38.8;30.7;6.7;247.2;87.4
5637;Zelfstandige;467 Overige gespecialiseerde groothandel;2014;7.6;48.7;41.2;45.7;38.9;48.0;32.9;6.8;247.2;89.9
5638;Zelfstandige;467 Overige gespecialiseerde groothandel;2015;7.4;49.3;42.4;46.2;40.1;38.9;32.6;6.6;257.3;89.6
5639;Zelfstandige;467 Overige gespecialiseerde groothandel;2016;7.5;50.1;42.4;47.0;40.6;40.0;34.2;6.8;269.7;93.1
5640;Zelfstandige;4671 Groothandel in olie en steenkool;2007;0.3;50.1;45.4;46.0;42.2;38.7;32.2;0.2;423.8;153.9
5641;Zelfstandige;4671 Groothandel in olie en steenkool;2008;0.3;54.6;46.1;50.5;43.7;37.2;32.0;0.2;416.5;149.6
5642;Zelfstandige;4671 Groothandel in olie en steenkool;2009;0.3;55.5;50.0;54.7;47.2;37.9;31.4;0.3;474.4;178.1
5643;Zelfstandige;4671 Groothandel in olie en steenkool;2010;0.3;60.2;54.7;57.7;51.0;42.0;32.3;0.3;460.6;162.6
5644;Zelfstandige;4671 Groothandel in olie en steenkool;2011;0.3;62.0;54.9;59.8;50.2;51.3;35.1;0.3;420.0;179.2
5645;Zelfstandige;4671 Groothandel in olie en steenkool;2012;0.3;60.4;54.2;59.3;50.8;55.9;36.7;0.3;380.5;196.7
5646;Zelfstandige;4671 Groothandel in olie en steenkool;2013;0.3;60.6;53.9;54.8;50.0;45.5;35.6;0.3;362.2;187.9
5647;Zelfstandige;4671 Groothandel in olie en steenkool;2014;0.3;57.7;52.3;53.1;47.1;79.0;37.6;0.3;402.9;185.3
5648;Zelfstandige;4671 Groothandel in olie en steenkool;2015;0.3;60.4;53.2;55.6;50.0;47.6;36.4;0.2;455.8;240.8
5649;Zelfstandige;4671 Groothandel in olie en steenkool;2016;0.3;60.0;53.5;53.9;45.8;48.6;38.0;0.2;447.5;249.9
5650;Zelfstandige;4672 Groothandel in metaal en erts;2007;0.5;66.8;51.3;60.9;47.8;52.0;36.6;0.4;390.2;122.6
5651;Zelfstandige;4672 Groothandel in metaal en erts;2008;0.5;65.1;50.4;61.3;46.9;42.9;32.9;0.4;383.2;131.2
5652;Zelfstandige;4672 Groothandel in metaal en erts;2009;0.5;58.1;46.8;53.7;42.5;37.0;30.6;0.4;375.4;136.3
5653;Zelfstandige;4672 Groothandel in metaal en erts;2010;0.5;65.0;50.7;60.5;47.7;43.7;33.8;0.4;394.6;158.9
5654;Zelfstandige;4672 Groothandel in metaal en erts;2011;0.5;63.9;54.8;59.5;48.6;59.7;37.1;0.4;366.5;147.7
5655;Zelfstandige;4672 Groothandel in metaal en erts;2012;0.5;62.1;50.8;57.4;45.9;50.4;36.0;0.5;324.4;143.7
5656;Zelfstandige;4672 Groothandel in metaal en erts;2013;0.5;61.5;50.6;55.7;45.5;45.4;33.8;0.4;255.4;124.3
5657;Zelfstandige;4672 Groothandel in metaal en erts;2014;0.5;64.8;50.8;58.8;45.5;63.0;35.9;0.4;268.6;145.2
5658;Zelfstandige;4672 Groothandel in metaal en erts;2015;0.5;63.5;52.1;58.7;48.2;42.5;34.7;0.4;293.3;139.4
5659;Zelfstandige;4672 Groothandel in metaal en erts;2016;0.5;62.8;52.0;58.4;49.6;46.1;37.1;0.4;326.4;131.8
5660;Zelfstandige;4673 Groothandel in bouwmaterialen;2007;3.6;47.8;41.6;44.9;39.4;38.9;30.3;2.7;371.9;93.9
5661;Zelfstandige;4673 Groothandel in bouwmaterialen;2008;3.6;49.4;42.5;47.0;41.2;35.9;30.4;3.1;373.3;91.6
5662;Zelfstandige;4673 Groothandel in bouwmaterialen;2009;3.7;44.7;40.1;42.4;39.4;32.1;28.3;3.4;331.9;79.6
5663;Zelfstandige;4673 Groothandel in bouwmaterialen;2010;4.0;47.3;41.0;44.9;40.1;32.9;28.7;3.4;328.5;93.9
5664;Zelfstandige;4673 Groothandel in bouwmaterialen;2011;4.0;47.3;41.4;45.1;40.5;39.4;32.8;3.5;314.4;82.1
5665;Zelfstandige;4673 Groothandel in bouwmaterialen;2012;3.8;44.3;39.8;41.7;38.2;36.9;31.5;3.4;286.1;81.8
5666;Zelfstandige;4673 Groothandel in bouwmaterialen;2013;3.6;45.7;41.0;42.9;39.1;40.2;31.1;3.2;257.9;80.8
5667;Zelfstandige;4673 Groothandel in bouwmaterialen;2014;3.7;47.2;42.1;44.7;40.7;46.3;33.5;3.2;256.9;84.0
5668;Zelfstandige;4673 Groothandel in bouwmaterialen;2015;3.6;49.2;44.0;46.5;43.7;38.4;33.7;3.2;271.0;85.6
5669;Zelfstandige;4673 Groothandel in bouwmaterialen;2016;3.7;49.4;43.9;46.6;43.0;39.4;35.3;3.3;287.8;92.8
5670;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2007;0.8;44.9;39.1;41.2;36.5;37.2;29.2;0.6;376.6;95.7
5671;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2008;0.8;45.9;40.0;43.6;38.6;34.6;28.9;0.7;375.2;88.0
5672;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2009;0.8;42.1;34.9;39.5;33.6;31.9;27.3;0.7;343.0;80.6
5673;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2010;0.8;45.7;38.2;42.5;35.2;34.1;28.0;0.7;346.7;101.8
5674;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2011;0.8;45.8;40.1;43.5;38.8;37.6;32.6;0.7;344.2;95.4
5675;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2012;0.8;43.9;39.0;41.5;38.0;36.3;30.9;0.7;298.9;89.2
5676;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2013;0.7;46.5;37.7;42.8;35.9;34.6;31.2;0.7;266.2;90.7
5677;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2014;0.8;46.2;41.8;43.5;39.3;45.8;33.2;0.7;264.2;94.3
5678;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2015;0.8;48.5;43.3;45.4;41.0;38.1;33.4;0.7;280.1;100.2
5679;Zelfstandige;4674 Groothandel metaalwaren, verwarming;2016;0.8;49.2;42.9;46.1;41.4;37.7;34.2;0.7;300.0;102.2
5680;Zelfstandige;4675 Groothandel in chemische producten;2007;0.7;54.6;45.0;50.2;40.9;44.8;34.6;0.5;411.6;135.5
5681;Zelfstandige;4675 Groothandel in chemische producten;2008;0.7;59.2;46.7;56.0;44.2;42.9;34.9;0.6;430.7;134.0
5682;Zelfstandige;4675 Groothandel in chemische producten;2009;0.7;55.8;44.3;53.6;42.1;42.5;32.9;0.6;371.6;109.8
5683;Zelfstandige;4675 Groothandel in chemische producten;2010;0.7;58.8;46.5;55.6;44.3;44.7;34.1;0.6;414.3;120.2
5684;Zelfstandige;4675 Groothandel in chemische producten;2011;0.7;60.8;47.5;56.7;45.4;50.2;36.9;0.6;387.6;106.6
5685;Zelfstandige;4675 Groothandel in chemische producten;2012;0.7;56.1;46.3;52.3;44.3;51.5;38.3;0.6;348.3;130.7
5686;Zelfstandige;4675 Groothandel in chemische producten;2013;0.6;59.2;45.7;55.0;43.0;46.1;37.2;0.6;331.9;130.7
5687;Zelfstandige;4675 Groothandel in chemische producten;2014;0.6;60.9;48.8;57.3;47.1;57.6;39.9;0.6;357.6;146.1
5688;Zelfstandige;4675 Groothandel in chemische producten;2015;0.6;64.3;49.2;59.5;47.3;52.8;38.6;0.5;345.1;126.5
5689;Zelfstandige;4675 Groothandel in chemische producten;2016;0.6;66.8;51.0;62.1;47.7;54.0;39.2;0.5;362.6;133.7
5690;Zelfstandige;4676 Groothandel overige tussenproducten;2007;0.2;47.8;41.3;43.0;39.2;49.3;33.3;0.1;427.6;94.4
5691;Zelfstandige;4676 Groothandel overige tussenproducten;2008;0.2;48.6;45.0;44.1;43.0;37.0;32.3;0.1;410.1;79.6
5692;Zelfstandige;4676 Groothandel overige tussenproducten;2009;0.2;49.9;45.6;46.6;43.3;37.9;32.7;0.1;280.1;70.1
5693;Zelfstandige;4676 Groothandel overige tussenproducten;2010;0.2;54.1;49.1;50.0;43.7;41.4;35.1;0.1;313.8;100.7
5694;Zelfstandige;4676 Groothandel overige tussenproducten;2011;0.2;54.2;46.1;50.5;44.4;53.8;36.5;0.2;269.4;96.5
5695;Zelfstandige;4676 Groothandel overige tussenproducten;2012;0.2;55.4;49.6;51.5;47.3;48.3;36.4;0.2;235.5;111.0
5696;Zelfstandige;4676 Groothandel overige tussenproducten;2013;0.2;55.1;46.1;49.8;43.0;42.4;35.3;0.2;193.2;108.5
5697;Zelfstandige;4676 Groothandel overige tussenproducten;2014;0.2;57.6;52.0;53.6;49.8;63.4;38.8;0.2;224.8;110.6
5698;Zelfstandige;4676 Groothandel overige tussenproducten;2015;0.2;57.6;50.4;53.5;46.0;46.2;37.9;0.2;204.3;113.6
5699;Zelfstandige;4676 Groothandel overige tussenproducten;2016;0.2;55.0;47.5;51.6;45.1;44.5;38.7;0.2;227.5;112.3
5700;Zelfstandige;4677 Groothandel in afval en schroot;2007;1.3;47.4;34.8;45.2;33.4;36.3;26.6;1.0;269.6;91.2
5701;Zelfstandige;4677 Groothandel in afval en schroot;2008;1.4;44.2;32.4;42.7;30.8;31.5;24.7;1.2;259.6;76.9
5702;Zelfstandige;4677 Groothandel in afval en schroot;2009;1.3;37.8;27.5;36.1;26.1;27.3;22.0;1.3;221.9;64.1
5703;Zelfstandige;4677 Groothandel in afval en schroot;2010;1.5;51.4;35.9;49.3;34.4;33.9;26.0;1.3;224.6;82.6
5704;Zelfstandige;4677 Groothandel in afval en schroot;2011;1.5;46.6;33.4;44.5;32.1;37.4;27.9;1.4;179.0;69.2
5705;Zelfstandige;4677 Groothandel in afval en schroot;2012;1.6;42.0;28.5;39.9;27.3;36.2;25.7;1.4;167.1;67.4
5706;Zelfstandige;4677 Groothandel in afval en schroot;2013;1.5;38.2;27.8;35.8;25.9;30.6;24.3;1.4;151.5;71.4
5707;Zelfstandige;4677 Groothandel in afval en schroot;2014;1.5;40.4;28.8;37.9;27.2;36.5;25.7;1.4;150.2;66.4
5708;Zelfstandige;4677 Groothandel in afval en schroot;2015;1.5;36.3;26.0;33.8;25.2;31.2;24.9;1.4;149.2;55.6
5709;Zelfstandige;4677 Groothandel in afval en schroot;2016;1.5;39.4;29.0;37.0;27.3;33.4;25.6;1.4;128.5;50.9
5710;Zelfstandige;469 Niet-gespecialiseerde groothandel;2007;1.1;33.2;25.6;31.0;23.7;27.9;22.8;0.8;190.1;33.2
5711;Zelfstandige;469 Niet-gespecialiseerde groothandel;2008;1.2;34.7;25.6;33.2;25.2;25.4;22.5;1.0;167.8;26.9
5712;Zelfstandige;469 Niet-gespecialiseerde groothandel;2009;1.3;30.9;23.9;28.8;22.6;24.1;21.3;1.1;142.1;22.8
5713;Zelfstandige;469 Niet-gespecialiseerde groothandel;2010;1.4;34.7;25.2;32.8;23.0;25.7;22.1;1.2;143.7;24.6
5714;Zelfstandige;469 Niet-gespecialiseerde groothandel;2011;1.5;32.2;24.7;29.9;21.7;31.4;24.8;1.3;134.3;22.1
5715;Zelfstandige;469 Niet-gespecialiseerde groothandel;2012;1.6;31.8;24.0;29.4;22.3;31.4;24.9;1.3;119.0;22.7
5716;Zelfstandige;469 Niet-gespecialiseerde groothandel;2013;1.6;33.8;25.0;31.2;23.5;30.4;24.8;1.4;93.3;24.0
5717;Zelfstandige;469 Niet-gespecialiseerde groothandel;2014;1.7;33.8;26.9;31.6;25.0;36.5;26.9;1.5;99.7;23.0
5718;Zelfstandige;469 Niet-gespecialiseerde groothandel;2015;1.8;35.2;26.8;33.0;25.2;31.0;26.8;1.6;117.6;25.4
5719;Zelfstandige;469 Niet-gespecialiseerde groothandel;2016;1.3;36.7;26.9;34.3;24.6;32.6;27.1;1.2;115.0;27.0
5720;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2007;1.1;33.2;25.6;31.0;23.7;27.9;22.8;0.8;190.1;33.2
5721;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2008;1.2;34.7;25.6;33.2;25.2;25.4;22.5;1.0;167.8;26.9
5722;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2009;1.3;30.9;23.9;28.8;22.6;24.1;21.3;1.1;142.1;22.8
5723;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2010;1.4;34.7;25.2;32.8;23.0;25.7;22.1;1.2;143.7;24.6
5724;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2011;1.5;32.2;24.7;29.9;21.7;31.4;24.8;1.3;134.3;22.1
5725;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2012;1.6;31.8;24.0;29.4;22.3;31.4;24.9;1.3;119.0;22.7
5726;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2013;1.6;33.8;25.0;31.2;23.5;30.4;24.8;1.4;93.3;24.0
5727;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2014;1.7;33.8;26.9;31.6;25.0;36.5;26.9;1.5;99.7;23.0
5728;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2015;1.8;35.2;26.8;33.0;25.2;31.0;26.8;1.6;117.6;25.4
5729;Zelfstandige;4690 Niet-gespecialiseerde groothandel;2016;1.3;36.7;26.9;34.3;24.6;32.6;27.1;1.2;115.0;27.0
5730;Zelfstandige;47 Detailhandel (niet in auto’s);2007;89.0;29.6;23.0;29.2;22.6;28.0;24.5;70.0;245.7;35.1
5731;Zelfstandige;47 Detailhandel (niet in auto’s);2008;88.5;29.7;23.3;29.4;22.9;27.2;24.8;80.8;238.0;32.8
5732;Zelfstandige;47 Detailhandel (niet in auto’s);2009;87.2;28.0;22.3;27.6;21.8;26.0;24.2;82.3;209.4;30.0
5733;Zelfstandige;47 Detailhandel (niet in auto’s);2010;90.9;28.4;21.8;27.8;21.2;26.3;23.9;81.2;196.4;31.2
5734;Zelfstandige;47 Detailhandel (niet in auto’s);2011;93.3;27.9;21.5;27.2;20.8;29.9;26.9;84.5;186.6;29.0
5735;Zelfstandige;47 Detailhandel (niet in auto’s);2012;92.1;26.5;20.2;25.6;19.6;29.2;26.2;83.7;164.2;28.4
5736;Zelfstandige;47 Detailhandel (niet in auto’s);2013;90.0;25.8;19.5;24.7;18.6;28.5;25.7;82.0;133.1;27.1
5737;Zelfstandige;47 Detailhandel (niet in auto’s);2014;90.0;27.9;21.0;26.8;20.1;32.1;27.4;81.7;128.3;26.0
5738;Zelfstandige;47 Detailhandel (niet in auto’s);2015;90.9;29.8;22.2;28.5;21.2;31.6;28.4;82.9;129.2;26.1
5739;Zelfstandige;47 Detailhandel (niet in auto’s);2016;91.9;33.4;23.9;31.9;22.7;33.7;29.8;83.9;135.4;28.4
5740;Zelfstandige;471 Supermarkten en warenhuizen;2007;4.2;35.3;27.4;35.3;26.7;31.5;26.6;3.2;211.3;34.6
5741;Zelfstandige;471 Supermarkten en warenhuizen;2008;4.2;33.9;27.8;33.8;27.1;27.0;26.1;3.7;192.3;27.6
5742;Zelfstandige;471 Supermarkten en warenhuizen;2009;4.1;35.3;29.6;35.0;29.0;28.3;26.7;3.8;158.9;26.3
5743;Zelfstandige;471 Supermarkten en warenhuizen;2010;4.3;37.6;29.5;37.0;29.3;29.7;26.9;3.7;156.1;29.8
5744;Zelfstandige;471 Supermarkten en warenhuizen;2011;4.4;36.0;29.1;35.9;28.4;33.7;29.5;3.9;140.0;25.0
5745;Zelfstandige;471 Supermarkten en warenhuizen;2012;4.4;35.9;28.2;35.2;27.6;38.9;29.1;3.9;142.2;27.6
5746;Zelfstandige;471 Supermarkten en warenhuizen;2013;4.3;36.0;27.6;34.9;26.4;34.5;28.4;3.8;103.9;30.4
5747;Zelfstandige;471 Supermarkten en warenhuizen;2014;4.1;39.7;28.1;38.9;27.6;42.3;29.4;3.7;110.1;32.9
5748;Zelfstandige;471 Supermarkten en warenhuizen;2015;4.1;47.4;32.3;46.6;31.4;39.1;31.4;3.7;97.1;31.6
5749;Zelfstandige;471 Supermarkten en warenhuizen;2016;4.1;74.1;34.2;72.8;33.7;50.6;33.3;3.7;106.0;36.0
5750;Zelfstandige;4711 Supermarkten;2007;3.9;34.3;27.0;34.5;26.1;30.3;26.3;3.1;204.0;31.8
5751;Zelfstandige;4711 Supermarkten;2008;3.9;32.9;27.2;32.8;26.8;26.2;25.9;3.5;181.6;25.9
5752;Zelfstandige;4711 Supermarkten;2009;3.8;34.1;28.9;34.0;28.6;27.4;26.5;3.6;142.2;24.2
5753;Zelfstandige;4711 Supermarkten;2010;4.1;36.6;29.0;36.2;28.9;28.9;26.6;3.5;146.7;26.8
5754;Zelfstandige;4711 Supermarkten;2011;4.1;34.8;28.4;35.0;27.9;32.3;29.2;3.6;129.7;22.6
5755;Zelfstandige;4711 Supermarkten;2012;4.1;34.8;27.6;34.3;27.2;37.6;28.7;3.7;128.0;25.2
5756;Zelfstandige;4711 Supermarkten;2013;4.0;34.8;27.2;34.0;26.2;33.9;28.1;3.6;94.5;28.9
5757;Zelfstandige;4711 Supermarkten;2014;3.9;38.9;27.8;38.3;27.3;40.7;29.0;3.5;101.8;30.0
5758;Zelfstandige;4711 Supermarkten;2015;3.8;47.4;32.3;46.8;31.6;39.3;31.4;3.5;92.5;29.8
5759;Zelfstandige;4711 Supermarkten;2016;3.8;76.2;34.4;75.1;34.1;51.5;33.3;3.4;100.7;33.9
5760;Zelfstandige;4719 Warenhuizen e.d.;2007;0.2;51.2;41.3;48.6;35.9;50.7;34.1;0.2;437.2;141.1
5761;Zelfstandige;4719 Warenhuizen e.d.;2008;0.3;48.0;37.1;47.2;35.1;37.8;30.3;0.2;367.2;94.0
5762;Zelfstandige;4719 Warenhuizen e.d.;2009;0.2;55.8;46.7;52.5;44.2;43.5;34.1;0.2;434.5;200.8
5763;Zelfstandige;4719 Warenhuizen e.d.;2010;0.3;52.7;43.6;49.6;39.0;42.5;30.5;0.2;441.2;143.1
5764;Zelfstandige;4719 Warenhuizen e.d.;2011;0.3;53.8;44.3;48.9;41.0;53.9;35.4;0.2;401.4;118.6
5765;Zelfstandige;4719 Warenhuizen e.d.;2012;0.3;52.2;40.0;48.1;37.7;56.7;34.3;0.3;375.0;144.6
5766;Zelfstandige;4719 Warenhuizen e.d.;2013;0.3;53.1;40.5;48.2;37.7;43.1;33.0;0.2;303.6;162.1
5767;Zelfstandige;4719 Warenhuizen e.d.;2014;0.3;52.3;42.1;47.4;35.4;65.5;37.1;0.2;276.6;183.6
5768;Zelfstandige;4719 Warenhuizen e.d.;2015;0.3;47.5;33.2;43.7;30.0;36.4;30.3;0.3;190.8;69.5
5769;Zelfstandige;4719 Warenhuizen e.d.;2016;0.3;47.5;32.1;44.0;29.9;39.0;33.3;0.3;232.0;70.6
5770;Zelfstandige;472 Winkels in voedingsmiddelen;2007;13.4;29.7;24.4;30.2;24.3;27.2;25.0;10.9;228.9;29.1
5771;Zelfstandige;472 Winkels in voedingsmiddelen;2008;13.3;30.9;25.6;31.4;25.6;27.6;25.9;12.5;220.8;27.6
5772;Zelfstandige;472 Winkels in voedingsmiddelen;2009;12.8;31.6;26.0;31.8;26.0;28.0;26.3;12.5;196.9;27.5
5773;Zelfstandige;472 Winkels in voedingsmiddelen;2010;13.3;30.9;24.8;31.1;24.5;27.4;25.4;12.2;179.8;28.1
5774;Zelfstandige;472 Winkels in voedingsmiddelen;2011;13.8;31.0;25.0;31.1;24.6;31.2;28.3;12.9;172.0;26.8
5775;Zelfstandige;472 Winkels in voedingsmiddelen;2012;13.6;29.7;24.3;29.7;23.8;30.5;27.8;12.7;149.3;26.0
5776;Zelfstandige;472 Winkels in voedingsmiddelen;2013;13.4;29.7;23.7;29.5;23.3;29.9;27.5;12.7;119.8;25.1
5777;Zelfstandige;472 Winkels in voedingsmiddelen;2014;13.2;32.1;25.8;31.8;25.2;32.7;29.5;12.4;117.0;25.0
5778;Zelfstandige;472 Winkels in voedingsmiddelen;2015;13.2;34.9;27.1;34.4;26.5;33.7;30.6;12.5;122.5;26.8
5779;Zelfstandige;472 Winkels in voedingsmiddelen;2016;13.4;40.7;29.5;39.9;28.9;37.0;32.6;12.7;129.8;30.9
5780;Zelfstandige;4721 Groentewinkels;2007;1.9;27.5;22.4;27.9;22.4;25.1;23.5;1.5;227.2;20.4
5781;Zelfstandige;4721 Groentewinkels;2008;1.9;28.1;23.8;28.4;23.8;25.9;24.1;1.7;214.8;18.4
5782;Zelfstandige;4721 Groentewinkels;2009;1.7;26.6;22.5;26.9;22.5;25.0;24.2;1.7;204.1;19.0
5783;Zelfstandige;4721 Groentewinkels;2010;1.7;26.2;21.8;26.9;21.8;24.3;23.2;1.6;196.7;20.0
5784;Zelfstandige;4721 Groentewinkels;2011;1.7;27.3;22.4;27.5;22.0;29.0;26.7;1.6;191.5;20.0
5785;Zelfstandige;4721 Groentewinkels;2012;1.7;26.0;21.3;26.0;20.9;28.5;25.6;1.6;177.0;19.9
5786;Zelfstandige;4721 Groentewinkels;2013;1.6;24.8;20.4;24.8;20.2;26.7;25.1;1.5;130.6;19.4
5787;Zelfstandige;4721 Groentewinkels;2014;1.5;27.5;22.3;27.6;21.9;30.0;26.8;1.5;128.5;17.6
5788;Zelfstandige;4721 Groentewinkels;2015;1.5;27.4;22.5;27.0;21.9;29.6;27.6;1.4;127.2;20.1
5789;Zelfstandige;4721 Groentewinkels;2016;1.4;32.6;24.6;31.8;23.9;32.6;29.9;1.3;128.5;18.0
5790;Zelfstandige;4722 Slagerijen en poeliers;2007;4.0;31.7;26.1;32.8;26.5;28.0;26.0;3.3;293.8;31.7
5791;Zelfstandige;4722 Slagerijen en poeliers;2008;3.9;33.9;28.2;35.3;28.8;29.1;27.4;3.7;290.6;34.2
5792;Zelfstandige;4722 Slagerijen en poeliers;2009;3.8;35.8;29.2;36.5;29.8;30.2;28.3;3.7;268.6;33.5
5793;Zelfstandige;4722 Slagerijen en poeliers;2010;3.8;34.5;28.4;35.2;28.6;29.2;27.0;3.6;242.4;33.9
5794;Zelfstandige;4722 Slagerijen en poeliers;2011;3.9;34.0;28.2;34.6;28.2;32.9;30.6;3.7;235.7;33.0
5795;Zelfstandige;4722 Slagerijen en poeliers;2012;3.7;33.8;27.6;34.7;28.1;33.0;30.4;3.5;216.0;32.8
5796;Zelfstandige;4722 Slagerijen en poeliers;2013;3.6;34.2;28.3;34.5;28.6;32.7;30.4;3.5;193.2;32.2
5797;Zelfstandige;4722 Slagerijen en poeliers;2014;3.5;37.8;31.4;38.2;31.9;35.9;32.7;3.4;176.5;32.3
5798;Zelfstandige;4722 Slagerijen en poeliers;2015;3.4;42.0;34.4;42.3;34.5;38.2;34.9;3.3;193.1;35.2
5799;Zelfstandige;4722 Slagerijen en poeliers;2016;3.4;46.3;35.8;46.1;36.0;40.6;36.6;3.3;209.0;42.9
5800;Zelfstandige;4723 Viswinkels;2007;0.9;31.3;26.7;32.5;27.3;27.4;25.8;0.8;213.9;25.1
5801;Zelfstandige;4723 Viswinkels;2008;1.0;31.5;27.6;32.2;27.1;27.5;26.3;0.9;212.8;18.3
5802;Zelfstandige;4723 Viswinkels;2009;0.9;32.0;28.7;32.5;28.2;27.9;27.1;0.9;201.2;21.1
5803;Zelfstandige;4723 Viswinkels;2010;1.0;29.2;25.6;29.9;25.0;25.8;24.8;0.9;175.2;16.9
5804;Zelfstandige;4723 Viswinkels;2011;1.1;30.1;26.3;30.7;25.6;29.7;28.4;1.0;168.1;16.5
5805;Zelfstandige;4723 Viswinkels;2012;1.1;28.6;25.1;28.3;24.4;29.9;27.5;1.0;136.9;16.4
