ID;CountryUCI;SIC2008;CompanySize;Periods;Applicants_1;Applications_2;ApplicantsWithForeignCooperation_3;ApplicationsWithForeignCooperation_4;PatentApplicants_5;PatentApplications_6;ApplicantsWithForeignCooperation_7;ApplicationsWithForeignCooperation_8
4840;Total domestic and foreign;O Public administration and services;50 to 249 employed persons;2020;;;;;;;;
4841;Total domestic and foreign;O Public administration and services;50 to 249 employed persons;2021;;;;;;;;
4842;Total domestic and foreign;O Public administration and services;250 and more employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4843;Total domestic and foreign;O Public administration and services;250 and more employed persons;2014;;;;;0.0;0.0;0.0;0.0
4844;Total domestic and foreign;O Public administration and services;250 and more employed persons;2015;0.0;0.0;0.0;0.0;;;;
4845;Total domestic and foreign;O Public administration and services;250 and more employed persons;2016;0.0;0.0;0.0;0.0;;;;
4846;Total domestic and foreign;O Public administration and services;250 and more employed persons;2017;0.0;5.0;0.0;0.0;;;;
4847;Total domestic and foreign;O Public administration and services;250 and more employed persons;2018;0.0;0.0;0.0;0.0;;;;
4848;Total domestic and foreign;O Public administration and services;250 and more employed persons;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
4849;Total domestic and foreign;O Public administration and services;250 and more employed persons;2020;0.0;5.0;0.0;0.0;;;;
4850;Total domestic and foreign;O Public administration and services;250 and more employed persons;2021;;;;;;;;
4851;Total domestic and foreign;O Public administration and services;Employed persons unknown;2013;;;;;;;;
4852;Total domestic and foreign;O Public administration and services;Employed persons unknown;2014;;;;;;;;
4853;Total domestic and foreign;O Public administration and services;Employed persons unknown;2015;;;;;;;;
4854;Total domestic and foreign;O Public administration and services;Employed persons unknown;2016;;;;;;;;
4855;Total domestic and foreign;O Public administration and services;Employed persons unknown;2017;;;;;;;;
4856;Total domestic and foreign;O Public administration and services;Employed persons unknown;2018;;;;;;;;
4857;Total domestic and foreign;O Public administration and services;Employed persons unknown;2019;;;;;;;;
4858;Total domestic and foreign;O Public administration and services;Employed persons unknown;2020;;;;;;;;
4859;Total domestic and foreign;O Public administration and services;Employed persons unknown;2021;;;;;;;;
4860;Total domestic and foreign;84 Public administration and services;Total employed persons;2013;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
4861;Total domestic and foreign;84 Public administration and services;Total employed persons;2014;;;;;0.0;0.0;0.0;0.0
4862;Total domestic and foreign;84 Public administration and services;Total employed persons;2015;0.0;0.0;0.0;0.0;;;;
4863;Total domestic and foreign;84 Public administration and services;Total employed persons;2016;0.0;0.0;0.0;0.0;;;;
4864;Total domestic and foreign;84 Public administration and services;Total employed persons;2017;0.0;5.0;0.0;0.0;;;;
4865;Total domestic and foreign;84 Public administration and services;Total employed persons;2018;0.0;0.0;0.0;0.0;;;;
4866;Total domestic and foreign;84 Public administration and services;Total employed persons;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
4867;Total domestic and foreign;84 Public administration and services;Total employed persons;2020;0.0;5.0;0.0;0.0;;;;
4868;Total domestic and foreign;84 Public administration and services;Total employed persons;2021;;;;;;;;
4869;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;;;;
4870;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2014;;;;;;;;
4871;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2015;;;;;;;;
4872;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2016;;;;;;;;
4873;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2017;;;;;;;;
4874;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2018;;;;;;;;
4875;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2019;;;;;;;;
4876;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2020;;;;;;;;
4877;Total domestic and foreign;84 Public administration and services;0 to 49 employed persons;2021;;;;;;;;
4878;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2013;;;;;;;;
4879;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2014;;;;;;;;
4880;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2015;;;;;;;;
4881;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2016;;;;;;;;
4882;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2017;;;;;;;;
4883;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2018;;;;;;;;
4884;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2019;;;;;;;;
4885;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2020;;;;;;;;
4886;Total domestic and foreign;84 Public administration and services;50 to 249 employed persons;2021;;;;;;;;
4887;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4888;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2014;;;;;0.0;0.0;0.0;0.0
4889;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2015;0.0;0.0;0.0;0.0;;;;
4890;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2016;0.0;0.0;0.0;0.0;;;;
4891;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2017;0.0;5.0;0.0;0.0;;;;
4892;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2018;0.0;0.0;0.0;0.0;;;;
4893;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2019;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
4894;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2020;0.0;5.0;0.0;0.0;;;;
4895;Total domestic and foreign;84 Public administration and services;250 and more employed persons;2021;;;;;;;;
4896;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2013;;;;;;;;
4897;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2014;;;;;;;;
4898;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2015;;;;;;;;
4899;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2016;;;;;;;;
4900;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2017;;;;;;;;
4901;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2018;;;;;;;;
4902;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2019;;;;;;;;
4903;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2020;;;;;;;;
4904;Total domestic and foreign;84 Public administration and services;Employed persons unknown;2021;;;;;;;;
4905;Total domestic and foreign;P Education;Total employed persons;2013;5.0;45.0;5.0;10.0;10.0;15.0;0.0;0.0
4906;Total domestic and foreign;P Education;Total employed persons;2014;10.0;45.0;5.0;15.0;10.0;10.0;0.0;0.0
4907;Total domestic and foreign;P Education;Total employed persons;2015;10.0;45.0;5.0;5.0;10.0;10.0;0.0;0.0
4908;Total domestic and foreign;P Education;Total employed persons;2016;10.0;40.0;5.0;5.0;10.0;15.0;0.0;0.0
4909;Total domestic and foreign;P Education;Total employed persons;2017;10.0;50.0;0.0;5.0;10.0;25.0;0.0;0.0
4910;Total domestic and foreign;P Education;Total employed persons;2018;10.0;75.0;5.0;15.0;10.0;35.0;0.0;0.0
4911;Total domestic and foreign;P Education;Total employed persons;2019;15.0;55.0;10.0;10.0;10.0;55.0;0.0;0.0
4912;Total domestic and foreign;P Education;Total employed persons;2020;10.0;70.0;5.0;15.0;15.0;35.0;0.0;0.0
4913;Total domestic and foreign;P Education;Total employed persons;2021;10.0;45.0;5.0;10.0;10.0;35.0;0.0;0.0
4914;Total domestic and foreign;P Education;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4915;Total domestic and foreign;P Education;0 to 49 employed persons;2014;;;;;5.0;5.0;0.0;0.0
4916;Total domestic and foreign;P Education;0 to 49 employed persons;2015;;;;;5.0;5.0;0.0;0.0
4917;Total domestic and foreign;P Education;0 to 49 employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4918;Total domestic and foreign;P Education;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4919;Total domestic and foreign;P Education;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4920;Total domestic and foreign;P Education;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4921;Total domestic and foreign;P Education;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4922;Total domestic and foreign;P Education;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4923;Total domestic and foreign;P Education;50 to 249 employed persons;2013;;;;;;;;
4924;Total domestic and foreign;P Education;50 to 249 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4925;Total domestic and foreign;P Education;50 to 249 employed persons;2015;;;;;;;;
4926;Total domestic and foreign;P Education;50 to 249 employed persons;2016;;;;;;;;
4927;Total domestic and foreign;P Education;50 to 249 employed persons;2017;;;;;;;;
4928;Total domestic and foreign;P Education;50 to 249 employed persons;2018;;;;;;;;
4929;Total domestic and foreign;P Education;50 to 249 employed persons;2019;;;;;;;;
4930;Total domestic and foreign;P Education;50 to 249 employed persons;2020;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
4931;Total domestic and foreign;P Education;50 to 249 employed persons;2021;;;;;;;;
4932;Total domestic and foreign;P Education;250 and more employed persons;2013;5.0;45.0;5.0;10.0;5.0;15.0;0.0;0.0
4933;Total domestic and foreign;P Education;250 and more employed persons;2014;10.0;40.0;5.0;15.0;5.0;5.0;0.0;0.0
4934;Total domestic and foreign;P Education;250 and more employed persons;2015;10.0;45.0;5.0;5.0;5.0;10.0;0.0;0.0
4935;Total domestic and foreign;P Education;250 and more employed persons;2016;5.0;40.0;5.0;5.0;5.0;10.0;0.0;0.0
4936;Total domestic and foreign;P Education;250 and more employed persons;2017;10.0;45.0;0.0;5.0;5.0;20.0;0.0;0.0
4937;Total domestic and foreign;P Education;250 and more employed persons;2018;10.0;75.0;5.0;15.0;5.0;30.0;0.0;0.0
4938;Total domestic and foreign;P Education;250 and more employed persons;2019;10.0;55.0;10.0;10.0;10.0;55.0;0.0;0.0
4939;Total domestic and foreign;P Education;250 and more employed persons;2020;10.0;65.0;5.0;15.0;10.0;30.0;0.0;0.0
4940;Total domestic and foreign;P Education;250 and more employed persons;2021;10.0;45.0;5.0;10.0;10.0;35.0;0.0;0.0
4941;Total domestic and foreign;P Education;Employed persons unknown;2013;;;;;;;;
4942;Total domestic and foreign;P Education;Employed persons unknown;2014;;;;;;;;
4943;Total domestic and foreign;P Education;Employed persons unknown;2015;;;;;;;;
4944;Total domestic and foreign;P Education;Employed persons unknown;2016;;;;;;;;
4945;Total domestic and foreign;P Education;Employed persons unknown;2017;;;;;;;;
4946;Total domestic and foreign;P Education;Employed persons unknown;2018;;;;;;;;
4947;Total domestic and foreign;P Education;Employed persons unknown;2019;;;;;;;;
4948;Total domestic and foreign;P Education;Employed persons unknown;2020;;;;;;;;
4949;Total domestic and foreign;P Education;Employed persons unknown;2021;;;;;;;;
4950;Total domestic and foreign;85 Education;Total employed persons;2013;5.0;45.0;5.0;10.0;10.0;15.0;0.0;0.0
4951;Total domestic and foreign;85 Education;Total employed persons;2014;10.0;45.0;5.0;15.0;10.0;10.0;0.0;0.0
4952;Total domestic and foreign;85 Education;Total employed persons;2015;10.0;45.0;5.0;5.0;10.0;10.0;0.0;0.0
4953;Total domestic and foreign;85 Education;Total employed persons;2016;10.0;40.0;5.0;5.0;10.0;15.0;0.0;0.0
4954;Total domestic and foreign;85 Education;Total employed persons;2017;10.0;50.0;0.0;5.0;10.0;25.0;0.0;0.0
4955;Total domestic and foreign;85 Education;Total employed persons;2018;10.0;75.0;5.0;15.0;10.0;35.0;0.0;0.0
4956;Total domestic and foreign;85 Education;Total employed persons;2019;15.0;55.0;10.0;10.0;10.0;55.0;0.0;0.0
4957;Total domestic and foreign;85 Education;Total employed persons;2020;10.0;70.0;5.0;15.0;15.0;35.0;0.0;0.0
4958;Total domestic and foreign;85 Education;Total employed persons;2021;10.0;45.0;5.0;10.0;10.0;35.0;0.0;0.0
4959;Total domestic and foreign;85 Education;0 to 49 employed persons;2013;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4960;Total domestic and foreign;85 Education;0 to 49 employed persons;2014;;;;;5.0;5.0;0.0;0.0
4961;Total domestic and foreign;85 Education;0 to 49 employed persons;2015;;;;;5.0;5.0;0.0;0.0
4962;Total domestic and foreign;85 Education;0 to 49 employed persons;2016;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4963;Total domestic and foreign;85 Education;0 to 49 employed persons;2017;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4964;Total domestic and foreign;85 Education;0 to 49 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4965;Total domestic and foreign;85 Education;0 to 49 employed persons;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4966;Total domestic and foreign;85 Education;0 to 49 employed persons;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4967;Total domestic and foreign;85 Education;0 to 49 employed persons;2021;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
4968;Total domestic and foreign;85 Education;50 to 249 employed persons;2013;;;;;;;;
4969;Total domestic and foreign;85 Education;50 to 249 employed persons;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4970;Total domestic and foreign;85 Education;50 to 249 employed persons;2015;;;;;;;;
4971;Total domestic and foreign;85 Education;50 to 249 employed persons;2016;;;;;;;;
4972;Total domestic and foreign;85 Education;50 to 249 employed persons;2017;;;;;;;;
4973;Total domestic and foreign;85 Education;50 to 249 employed persons;2018;;;;;;;;
4974;Total domestic and foreign;85 Education;50 to 249 employed persons;2019;;;;;;;;
4975;Total domestic and foreign;85 Education;50 to 249 employed persons;2020;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0
4976;Total domestic and foreign;85 Education;50 to 249 employed persons;2021;;;;;;;;
4977;Total domestic and foreign;85 Education;250 and more employed persons;2013;5.0;45.0;5.0;10.0;5.0;15.0;0.0;0.0
4978;Total domestic and foreign;85 Education;250 and more employed persons;2014;10.0;40.0;5.0;15.0;5.0;5.0;0.0;0.0
4979;Total domestic and foreign;85 Education;250 and more employed persons;2015;10.0;45.0;5.0;5.0;5.0;10.0;0.0;0.0
4980;Total domestic and foreign;85 Education;250 and more employed persons;2016;5.0;40.0;5.0;5.0;5.0;10.0;0.0;0.0
4981;Total domestic and foreign;85 Education;250 and more employed persons;2017;10.0;45.0;0.0;5.0;5.0;20.0;0.0;0.0
4982;Total domestic and foreign;85 Education;250 and more employed persons;2018;10.0;75.0;5.0;15.0;5.0;30.0;0.0;0.0
4983;Total domestic and foreign;85 Education;250 and more employed persons;2019;10.0;55.0;10.0;10.0;10.0;55.0;0.0;0.0
4984;Total domestic and foreign;85 Education;250 and more employed persons;2020;10.0;65.0;5.0;15.0;10.0;30.0;0.0;0.0
4985;Total domestic and foreign;85 Education;250 and more employed persons;2021;10.0;45.0;5.0;10.0;10.0;35.0;0.0;0.0
4986;Total domestic and foreign;85 Education;Employed persons unknown;2013;;;;;;;;
4987;Total domestic and foreign;85 Education;Employed persons unknown;2014;;;;;;;;
4988;Total domestic and foreign;85 Education;Employed persons unknown;2015;;;;;;;;
4989;Total domestic and foreign;85 Education;Employed persons unknown;2016;;;;;;;;
4990;Total domestic and foreign;85 Education;Employed persons unknown;2017;;;;;;;;
4991;Total domestic and foreign;85 Education;Employed persons unknown;2018;;;;;;;;
4992;Total domestic and foreign;85 Education;Employed persons unknown;2019;;;;;;;;
4993;Total domestic and foreign;85 Education;Employed persons unknown;2020;;;;;;;;
4994;Total domestic and foreign;85 Education;Employed persons unknown;2021;;;;;;;;
4995;Total domestic and foreign;Q Health and social work activities;Total employed persons;2013;20.0;30.0;0.0;0.0;10.0;10.0;0.0;0.0
4996;Total domestic and foreign;Q Health and social work activities;Total employed persons;2014;25.0;35.0;5.0;5.0;10.0;10.0;0.0;0.0
4997;Total domestic and foreign;Q Health and social work activities;Total employed persons;2015;10.0;25.0;0.0;0.0;10.0;10.0;0.0;0.0
4998;Total domestic and foreign;Q Health and social work activities;Total employed persons;2016;15.0;30.0;0.0;0.0;10.0;10.0;0.0;0.0
4999;Total domestic and foreign;Q Health and social work activities;Total employed persons;2017;15.0;25.0;5.0;5.0;15.0;15.0;0.0;0.0
5000;Total domestic and foreign;Q Health and social work activities;Total employed persons;2018;10.0;30.0;5.0;5.0;10.0;20.0;0.0;0.0
5001;Total domestic and foreign;Q Health and social work activities;Total employed persons;2019;15.0;35.0;5.0;5.0;10.0;10.0;0.0;0.0
5002;Total domestic and foreign;Q Health and social work activities;Total employed persons;2020;25.0;50.0;5.0;10.0;15.0;30.0;0.0;0.0
5003;Total domestic and foreign;Q Health and social work activities;Total employed persons;2021;15.0;35.0;5.0;10.0;15.0;20.0;0.0;0.0
5004;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2013;10.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
5005;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2014;15.0;15.0;0.0;0.0;5.0;5.0;0.0;0.0
5006;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5007;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5008;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
5009;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5010;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2019;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5011;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2020;15.0;15.0;0.0;0.0;10.0;10.0;0.0;0.0
5012;Total domestic and foreign;Q Health and social work activities;0 to 49 employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5013;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2013;0.0;5.0;0.0;0.0;;;;
5014;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2014;0.0;5.0;0.0;0.0;;;;
5015;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2015;;;;;0.0;0.0;0.0;0.0
5016;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2016;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5017;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5018;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5019;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2019;;;;;;;;
5020;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5021;Total domestic and foreign;Q Health and social work activities;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5022;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2013;5.0;15.0;0.0;0.0;5.0;5.0;0.0;0.0
5023;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2014;5.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0
5024;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2015;5.0;25.0;0.0;0.0;5.0;5.0;0.0;0.0
5025;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2016;5.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0
5026;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2017;10.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0
5027;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2018;5.0;25.0;5.0;5.0;5.0;10.0;0.0;0.0
5028;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2019;5.0;30.0;5.0;5.0;5.0;10.0;0.0;0.0
5029;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2020;10.0;35.0;5.0;10.0;5.0;15.0;0.0;0.0
5030;Total domestic and foreign;Q Health and social work activities;250 and more employed persons;2021;10.0;25.0;5.0;5.0;5.0;10.0;0.0;0.0
5031;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2013;;;;;;;;
5032;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2014;;;;;;;;
5033;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2015;;;;;;;;
5034;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2016;;;;;;;;
5035;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2017;;;;;;;;
5036;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2018;;;;;;;;
5037;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2019;;;;;;;;
5038;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2020;;;;;;;;
5039;Total domestic and foreign;Q Health and social work activities;Employed persons unknown;2021;;;;;;;;
5040;Total domestic and foreign;86 Human health activities;Total employed persons;2013;20.0;30.0;0.0;0.0;10.0;10.0;0.0;0.0
5041;Total domestic and foreign;86 Human health activities;Total employed persons;2014;25.0;35.0;5.0;5.0;10.0;10.0;0.0;0.0
5042;Total domestic and foreign;86 Human health activities;Total employed persons;2015;10.0;25.0;0.0;0.0;10.0;10.0;0.0;0.0
5043;Total domestic and foreign;86 Human health activities;Total employed persons;2016;15.0;30.0;0.0;0.0;10.0;10.0;0.0;0.0
5044;Total domestic and foreign;86 Human health activities;Total employed persons;2017;15.0;25.0;5.0;5.0;15.0;15.0;0.0;0.0
5045;Total domestic and foreign;86 Human health activities;Total employed persons;2018;10.0;30.0;5.0;5.0;10.0;20.0;0.0;0.0
5046;Total domestic and foreign;86 Human health activities;Total employed persons;2019;15.0;35.0;5.0;5.0;5.0;10.0;0.0;0.0
5047;Total domestic and foreign;86 Human health activities;Total employed persons;2020;25.0;50.0;5.0;10.0;15.0;25.0;0.0;0.0
5048;Total domestic and foreign;86 Human health activities;Total employed persons;2021;15.0;35.0;5.0;10.0;10.0;15.0;0.0;0.0
5049;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2013;10.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
5050;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2014;15.0;15.0;0.0;0.0;5.0;5.0;0.0;0.0
5051;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2015;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5052;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5053;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2017;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
5054;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2018;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5055;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2019;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5056;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2020;15.0;15.0;0.0;0.0;5.0;10.0;0.0;0.0
5057;Total domestic and foreign;86 Human health activities;0 to 49 employed persons;2021;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
5058;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2013;0.0;5.0;0.0;0.0;;;;
5059;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2014;0.0;5.0;0.0;0.0;;;;
5060;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2015;;;;;;;;
5061;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2016;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
5062;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5063;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5064;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2019;;;;;;;;
5065;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5066;Total domestic and foreign;86 Human health activities;50 to 249 employed persons;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5067;Total domestic and foreign;86 Human health activities;250 and more employed persons;2013;5.0;15.0;0.0;0.0;5.0;5.0;0.0;0.0
5068;Total domestic and foreign;86 Human health activities;250 and more employed persons;2014;5.0;15.0;5.0;5.0;5.0;5.0;0.0;0.0
5069;Total domestic and foreign;86 Human health activities;250 and more employed persons;2015;5.0;25.0;0.0;0.0;5.0;5.0;0.0;0.0
5070;Total domestic and foreign;86 Human health activities;250 and more employed persons;2016;5.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0
5071;Total domestic and foreign;86 Human health activities;250 and more employed persons;2017;10.0;20.0;5.0;5.0;5.0;5.0;0.0;0.0
5072;Total domestic and foreign;86 Human health activities;250 and more employed persons;2018;5.0;25.0;5.0;5.0;5.0;10.0;0.0;0.0
5073;Total domestic and foreign;86 Human health activities;250 and more employed persons;2019;5.0;30.0;5.0;5.0;5.0;5.0;0.0;0.0
5074;Total domestic and foreign;86 Human health activities;250 and more employed persons;2020;10.0;35.0;5.0;10.0;5.0;15.0;0.0;0.0
5075;Total domestic and foreign;86 Human health activities;250 and more employed persons;2021;10.0;25.0;5.0;5.0;5.0;10.0;0.0;0.0
5076;Total domestic and foreign;86 Human health activities;Employed persons unknown;2013;;;;;;;;
5077;Total domestic and foreign;86 Human health activities;Employed persons unknown;2014;;;;;;;;
5078;Total domestic and foreign;86 Human health activities;Employed persons unknown;2015;;;;;;;;
5079;Total domestic and foreign;86 Human health activities;Employed persons unknown;2016;;;;;;;;
5080;Total domestic and foreign;86 Human health activities;Employed persons unknown;2017;;;;;;;;
5081;Total domestic and foreign;86 Human health activities;Employed persons unknown;2018;;;;;;;;
5082;Total domestic and foreign;86 Human health activities;Employed persons unknown;2019;;;;;;;;
5083;Total domestic and foreign;86 Human health activities;Employed persons unknown;2020;;;;;;;;
5084;Total domestic and foreign;86 Human health activities;Employed persons unknown;2021;;;;;;;;
5085;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2013;;;;;;;;
5086;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2014;;;;;;;;
5087;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2015;;;;;;;;
5088;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2016;;;;;;;;
5089;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2017;0.0;0.0;0.0;0.0;;;;
5090;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2018;;;;;;;;
5091;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2019;;;;;;;;
5092;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2020;;;;;0.0;0.0;0.0;0.0
5093;Total domestic and foreign;87 Residential care and guidance;Total employed persons;2021;;;;;;;;
5094;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2013;;;;;;;;
5095;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2014;;;;;;;;
5096;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2015;;;;;;;;
5097;Total domestic and foreign;87 Residential care and guidance;0 to 49 employed persons;2016;;;;;;;;
