ID;Beroep;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
4445;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;16.0
4446;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;11.0
4447;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
4448;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;11.0
4449;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4450;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4451;Bedienend kantoorpersoneel;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4452;Bedienend kantoorpersoneel;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;591.0
4453;Bedienend kantoorpersoneel;Mannen;Totaal van alle leeftijden;Ongehuwd;112.0
4454;Bedienend kantoorpersoneel;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;479.0
4455;Bedienend kantoorpersoneel;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4456;Bedienend kantoorpersoneel;Mannen;Beneden 14 jaar;Ongehuwd;0.0
4457;Bedienend kantoorpersoneel;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4458;Bedienend kantoorpersoneel;Mannen;14-17 jaar;Totaal alle burgerlijke staten;44.0
4459;Bedienend kantoorpersoneel;Mannen;14-17 jaar;Ongehuwd;44.0
4460;Bedienend kantoorpersoneel;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4461;Bedienend kantoorpersoneel;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;12.0
4462;Bedienend kantoorpersoneel;Mannen;18 en 19 jaar;Ongehuwd;12.0
4463;Bedienend kantoorpersoneel;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4464;Bedienend kantoorpersoneel;Mannen;20 jaar;Totaal alle burgerlijke staten;2.0
4465;Bedienend kantoorpersoneel;Mannen;20 jaar;Ongehuwd;2.0
4466;Bedienend kantoorpersoneel;Mannen;20 jaar;Gehuwd of gehuwd geweest;0.0
4467;Bedienend kantoorpersoneel;Mannen;21-24 jaar;Totaal alle burgerlijke staten;16.0
4468;Bedienend kantoorpersoneel;Mannen;21-24 jaar;Ongehuwd;16.0
4469;Bedienend kantoorpersoneel;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
4470;Bedienend kantoorpersoneel;Mannen;25-29 jaar;Totaal alle burgerlijke staten;40.0
4471;Bedienend kantoorpersoneel;Mannen;25-29 jaar;Ongehuwd;19.0
4472;Bedienend kantoorpersoneel;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;21.0
4473;Bedienend kantoorpersoneel;Mannen;30-39 jaar;Totaal alle burgerlijke staten;112.0
4474;Bedienend kantoorpersoneel;Mannen;30-39 jaar;Ongehuwd;10.0
4475;Bedienend kantoorpersoneel;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;102.0
4476;Bedienend kantoorpersoneel;Mannen;40-49 jaar;Totaal alle burgerlijke staten;119.0
4477;Bedienend kantoorpersoneel;Mannen;40-49 jaar;Ongehuwd;1.0
4478;Bedienend kantoorpersoneel;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;118.0
4479;Bedienend kantoorpersoneel;Mannen;50-59 jaar;Totaal alle burgerlijke staten;149.0
4480;Bedienend kantoorpersoneel;Mannen;50-59 jaar;Ongehuwd;5.0
4481;Bedienend kantoorpersoneel;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;144.0
4482;Bedienend kantoorpersoneel;Mannen;60-64 jaar;Totaal alle burgerlijke staten;68.0
4483;Bedienend kantoorpersoneel;Mannen;60-64 jaar;Ongehuwd;1.0
4484;Bedienend kantoorpersoneel;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;67.0
4485;Bedienend kantoorpersoneel;Mannen;65-69 jaar;Totaal alle burgerlijke staten;18.0
4486;Bedienend kantoorpersoneel;Mannen;65-69 jaar;Ongehuwd;2.0
4487;Bedienend kantoorpersoneel;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;16.0
4488;Bedienend kantoorpersoneel;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;11.0
4489;Bedienend kantoorpersoneel;Mannen;70 jaar en ouder;Ongehuwd;0.0
4490;Bedienend kantoorpersoneel;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;11.0
4491;Bedienend kantoorpersoneel;Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4492;Bedienend kantoorpersoneel;Mannen;Leeftijd onbekend;Ongehuwd;0.0
4493;Bedienend kantoorpersoneel;Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4494;Bedienend kantoorpersoneel;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;4.0
4495;Bedienend kantoorpersoneel;Vrouwen;Totaal van alle leeftijden;Ongehuwd;4.0
4496;Bedienend kantoorpersoneel;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;0.0
4497;Bedienend kantoorpersoneel;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4498;Bedienend kantoorpersoneel;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4499;Bedienend kantoorpersoneel;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4500;Bedienend kantoorpersoneel;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;0.0
4501;Bedienend kantoorpersoneel;Vrouwen;14-17 jaar;Ongehuwd;0.0
4502;Bedienend kantoorpersoneel;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4503;Bedienend kantoorpersoneel;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;1.0
4504;Bedienend kantoorpersoneel;Vrouwen;18 en 19 jaar;Ongehuwd;1.0
4505;Bedienend kantoorpersoneel;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4506;Bedienend kantoorpersoneel;Vrouwen;20 jaar;Totaal alle burgerlijke staten;0.0
4507;Bedienend kantoorpersoneel;Vrouwen;20 jaar;Ongehuwd;0.0
4508;Bedienend kantoorpersoneel;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4509;Bedienend kantoorpersoneel;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;0.0
4510;Bedienend kantoorpersoneel;Vrouwen;21-24 jaar;Ongehuwd;0.0
4511;Bedienend kantoorpersoneel;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
4512;Bedienend kantoorpersoneel;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;2.0
4513;Bedienend kantoorpersoneel;Vrouwen;25-29 jaar;Ongehuwd;2.0
4514;Bedienend kantoorpersoneel;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;0.0
4515;Bedienend kantoorpersoneel;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;0.0
4516;Bedienend kantoorpersoneel;Vrouwen;30-39 jaar;Ongehuwd;0.0
4517;Bedienend kantoorpersoneel;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;0.0
4518;Bedienend kantoorpersoneel;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;1.0
4519;Bedienend kantoorpersoneel;Vrouwen;40-49 jaar;Ongehuwd;1.0
4520;Bedienend kantoorpersoneel;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;0.0
4521;Bedienend kantoorpersoneel;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;0.0
4522;Bedienend kantoorpersoneel;Vrouwen;50-59 jaar;Ongehuwd;0.0
4523;Bedienend kantoorpersoneel;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;0.0
4524;Bedienend kantoorpersoneel;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
4525;Bedienend kantoorpersoneel;Vrouwen;60-64 jaar;Ongehuwd;0.0
4526;Bedienend kantoorpersoneel;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
4527;Bedienend kantoorpersoneel;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
4528;Bedienend kantoorpersoneel;Vrouwen;65-69 jaar;Ongehuwd;0.0
4529;Bedienend kantoorpersoneel;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
4530;Bedienend kantoorpersoneel;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;0.0
4531;Bedienend kantoorpersoneel;Vrouwen;70 jaar en ouder;Ongehuwd;0.0
4532;Bedienend kantoorpersoneel;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;0.0
4533;Bedienend kantoorpersoneel;Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4534;Bedienend kantoorpersoneel;Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4535;Bedienend kantoorpersoneel;Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4536;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;3572.0
4537;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;2095.0
4538;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1477.0
4539;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4540;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4541;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4542;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;410.0
4543;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;410.0
4544;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4545;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;197.0
4546;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;197.0
4547;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4548;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;121.0
4549;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;20 jaar;Ongehuwd;120.0
4550;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;1.0
4551;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;495.0
4552;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;462.0
4553;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;33.0
4554;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;602.0
4555;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;398.0
4556;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;204.0
4557;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;845.0
4558;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;284.0
4559;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;561.0
4560;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;532.0
4561;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;137.0
4562;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;395.0
4563;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;256.0
4564;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;54.0
4565;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;202.0
4566;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;78.0
4567;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;23.0
4568;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;55.0
4569;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;24.0
4570;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;6.0
4571;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;18.0
4572;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;12.0
4573;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;4.0
4574;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;8.0
4575;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4576;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4577;Bedienend personeel (in hotels, e.d.);Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4578;Bedienend personeel (in hotels, e.d.);Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;3047.0
4579;Bedienend personeel (in hotels, e.d.);Mannen;Totaal van alle leeftijden;Ongehuwd;1717.0
4580;Bedienend personeel (in hotels, e.d.);Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;1330.0
4581;Bedienend personeel (in hotels, e.d.);Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4582;Bedienend personeel (in hotels, e.d.);Mannen;Beneden 14 jaar;Ongehuwd;0.0
4583;Bedienend personeel (in hotels, e.d.);Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4584;Bedienend personeel (in hotels, e.d.);Mannen;14-17 jaar;Totaal alle burgerlijke staten;388.0
4585;Bedienend personeel (in hotels, e.d.);Mannen;14-17 jaar;Ongehuwd;388.0
4586;Bedienend personeel (in hotels, e.d.);Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4587;Bedienend personeel (in hotels, e.d.);Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;173.0
4588;Bedienend personeel (in hotels, e.d.);Mannen;18 en 19 jaar;Ongehuwd;173.0
4589;Bedienend personeel (in hotels, e.d.);Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4590;Bedienend personeel (in hotels, e.d.);Mannen;20 jaar;Totaal alle burgerlijke staten;103.0
4591;Bedienend personeel (in hotels, e.d.);Mannen;20 jaar;Ongehuwd;102.0
4592;Bedienend personeel (in hotels, e.d.);Mannen;20 jaar;Gehuwd of gehuwd geweest;1.0
4593;Bedienend personeel (in hotels, e.d.);Mannen;21-24 jaar;Totaal alle burgerlijke staten;443.0
4594;Bedienend personeel (in hotels, e.d.);Mannen;21-24 jaar;Ongehuwd;410.0
4595;Bedienend personeel (in hotels, e.d.);Mannen;21-24 jaar;Gehuwd of gehuwd geweest;33.0
4596;Bedienend personeel (in hotels, e.d.);Mannen;25-29 jaar;Totaal alle burgerlijke staten;550.0
4597;Bedienend personeel (in hotels, e.d.);Mannen;25-29 jaar;Ongehuwd;351.0
4598;Bedienend personeel (in hotels, e.d.);Mannen;25-29 jaar;Gehuwd of gehuwd geweest;199.0
4599;Bedienend personeel (in hotels, e.d.);Mannen;30-39 jaar;Totaal alle burgerlijke staten;728.0
4600;Bedienend personeel (in hotels, e.d.);Mannen;30-39 jaar;Ongehuwd;198.0
4601;Bedienend personeel (in hotels, e.d.);Mannen;30-39 jaar;Gehuwd of gehuwd geweest;530.0
4602;Bedienend personeel (in hotels, e.d.);Mannen;40-49 jaar;Totaal alle burgerlijke staten;402.0
4603;Bedienend personeel (in hotels, e.d.);Mannen;40-49 jaar;Ongehuwd;62.0
4604;Bedienend personeel (in hotels, e.d.);Mannen;40-49 jaar;Gehuwd of gehuwd geweest;340.0
4605;Bedienend personeel (in hotels, e.d.);Mannen;50-59 jaar;Totaal alle burgerlijke staten;193.0
4606;Bedienend personeel (in hotels, e.d.);Mannen;50-59 jaar;Ongehuwd;24.0
4607;Bedienend personeel (in hotels, e.d.);Mannen;50-59 jaar;Gehuwd of gehuwd geweest;169.0
4608;Bedienend personeel (in hotels, e.d.);Mannen;60-64 jaar;Totaal alle burgerlijke staten;49.0
4609;Bedienend personeel (in hotels, e.d.);Mannen;60-64 jaar;Ongehuwd;8.0
4610;Bedienend personeel (in hotels, e.d.);Mannen;60-64 jaar;Gehuwd of gehuwd geweest;41.0
4611;Bedienend personeel (in hotels, e.d.);Mannen;65-69 jaar;Totaal alle burgerlijke staten;12.0
4612;Bedienend personeel (in hotels, e.d.);Mannen;65-69 jaar;Ongehuwd;1.0
4613;Bedienend personeel (in hotels, e.d.);Mannen;65-69 jaar;Gehuwd of gehuwd geweest;11.0
4614;Bedienend personeel (in hotels, e.d.);Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;6.0
4615;Bedienend personeel (in hotels, e.d.);Mannen;70 jaar en ouder;Ongehuwd;0.0
4616;Bedienend personeel (in hotels, e.d.);Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;6.0
4617;Bedienend personeel (in hotels, e.d.);Mannen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4618;Bedienend personeel (in hotels, e.d.);Mannen;Leeftijd onbekend;Ongehuwd;0.0
4619;Bedienend personeel (in hotels, e.d.);Mannen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4620;Bedienend personeel (in hotels, e.d.);Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;525.0
4621;Bedienend personeel (in hotels, e.d.);Vrouwen;Totaal van alle leeftijden;Ongehuwd;378.0
4622;Bedienend personeel (in hotels, e.d.);Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;147.0
4623;Bedienend personeel (in hotels, e.d.);Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4624;Bedienend personeel (in hotels, e.d.);Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4625;Bedienend personeel (in hotels, e.d.);Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4626;Bedienend personeel (in hotels, e.d.);Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;22.0
4627;Bedienend personeel (in hotels, e.d.);Vrouwen;14-17 jaar;Ongehuwd;22.0
4628;Bedienend personeel (in hotels, e.d.);Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4629;Bedienend personeel (in hotels, e.d.);Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;24.0
4630;Bedienend personeel (in hotels, e.d.);Vrouwen;18 en 19 jaar;Ongehuwd;24.0
4631;Bedienend personeel (in hotels, e.d.);Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4632;Bedienend personeel (in hotels, e.d.);Vrouwen;20 jaar;Totaal alle burgerlijke staten;18.0
4633;Bedienend personeel (in hotels, e.d.);Vrouwen;20 jaar;Ongehuwd;18.0
4634;Bedienend personeel (in hotels, e.d.);Vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4635;Bedienend personeel (in hotels, e.d.);Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;52.0
4636;Bedienend personeel (in hotels, e.d.);Vrouwen;21-24 jaar;Ongehuwd;52.0
4637;Bedienend personeel (in hotels, e.d.);Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;0.0
4638;Bedienend personeel (in hotels, e.d.);Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;52.0
4639;Bedienend personeel (in hotels, e.d.);Vrouwen;25-29 jaar;Ongehuwd;47.0
4640;Bedienend personeel (in hotels, e.d.);Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;5.0
4641;Bedienend personeel (in hotels, e.d.);Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;117.0
4642;Bedienend personeel (in hotels, e.d.);Vrouwen;30-39 jaar;Ongehuwd;86.0
4643;Bedienend personeel (in hotels, e.d.);Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;31.0
4644;Bedienend personeel (in hotels, e.d.);Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;130.0
4645;Bedienend personeel (in hotels, e.d.);Vrouwen;40-49 jaar;Ongehuwd;75.0
4646;Bedienend personeel (in hotels, e.d.);Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;55.0
4647;Bedienend personeel (in hotels, e.d.);Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;63.0
4648;Bedienend personeel (in hotels, e.d.);Vrouwen;50-59 jaar;Ongehuwd;30.0
4649;Bedienend personeel (in hotels, e.d.);Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;33.0
4650;Bedienend personeel (in hotels, e.d.);Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;29.0
4651;Bedienend personeel (in hotels, e.d.);Vrouwen;60-64 jaar;Ongehuwd;15.0
4652;Bedienend personeel (in hotels, e.d.);Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;14.0
4653;Bedienend personeel (in hotels, e.d.);Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;12.0
4654;Bedienend personeel (in hotels, e.d.);Vrouwen;65-69 jaar;Ongehuwd;5.0
4655;Bedienend personeel (in hotels, e.d.);Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;7.0
4656;Bedienend personeel (in hotels, e.d.);Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;6.0
4657;Bedienend personeel (in hotels, e.d.);Vrouwen;70 jaar en ouder;Ongehuwd;4.0
4658;Bedienend personeel (in hotels, e.d.);Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;2.0
4659;Bedienend personeel (in hotels, e.d.);Vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4660;Bedienend personeel (in hotels, e.d.);Vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4661;Bedienend personeel (in hotels, e.d.);Vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4662;Beeldenschilder;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;76.0
4663;Beeldenschilder;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;48.0
4664;Beeldenschilder;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;28.0
4665;Beeldenschilder;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
4666;Beeldenschilder;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
4667;Beeldenschilder;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
4668;Beeldenschilder;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;13.0
4669;Beeldenschilder;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;13.0
4670;Beeldenschilder;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
4671;Beeldenschilder;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;9.0
4672;Beeldenschilder;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;9.0
4673;Beeldenschilder;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
4674;Beeldenschilder;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;1.0
4675;Beeldenschilder;Totaal mannen en vrouwen;20 jaar;Ongehuwd;1.0
4676;Beeldenschilder;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;0.0
4677;Beeldenschilder;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;16.0
4678;Beeldenschilder;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;14.0
4679;Beeldenschilder;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2.0
4680;Beeldenschilder;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;10.0
4681;Beeldenschilder;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;7.0
4682;Beeldenschilder;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;3.0
4683;Beeldenschilder;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;11.0
4684;Beeldenschilder;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;1.0
4685;Beeldenschilder;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;10.0
4686;Beeldenschilder;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;10.0
4687;Beeldenschilder;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;2.0
4688;Beeldenschilder;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;8.0
4689;Beeldenschilder;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;4.0
4690;Beeldenschilder;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;1.0
4691;Beeldenschilder;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;3.0
4692;Beeldenschilder;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;0.0
4693;Beeldenschilder;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;0.0
4694;Beeldenschilder;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;0.0
4695;Beeldenschilder;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;0.0
4696;Beeldenschilder;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;0.0
4697;Beeldenschilder;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;0.0
4698;Beeldenschilder;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;2.0
4699;Beeldenschilder;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;0.0
4700;Beeldenschilder;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;2.0
4701;Beeldenschilder;Totaal mannen en vrouwen;Leeftijd onbekend;Totaal alle burgerlijke staten;0.0
4702;Beeldenschilder;Totaal mannen en vrouwen;Leeftijd onbekend;Ongehuwd;0.0
4703;Beeldenschilder;Totaal mannen en vrouwen;Leeftijd onbekend;Gehuwd of gehuwd geweest;0.0
4704;Beeldenschilder;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;75.0
