ID;RegioS;Perioden;AantalPersonen_1;GemiddeldBesteedbaarInkomen_2;RangnummerBesteedbaarInkomen_3;GemiddeldGestandaardiseerdInkomen_4;RangnummerGestandaardiseerdInkomen_5;AantalPersonen_6;InVanPersonenMetEnZonderInkomen_7;GemiddeldPersoonlijkInkomen_8;RangnummerPersoonlijkInkomen_9;GemiddeldBesteedbaarInkomen_10;RangnummerBesteedbaarInkomen_11
3466;Korendijk;2006;10.8;13.5;166.0;23.2;125.0;7.4;68.0;28.5;107.0;19.6;117.0
3467;Korendijk;2007;10.9;14.7;152.0;25.5;117.0;7.5;68.0;29.4;115.0;21.1;114.0
3468;Korendijk;2008;10.9;14.9;173.0;25.6;132.0;7.7;70.0;29.9;143.0;20.8;141.0
3469;Korendijk;2009 voor methodewijziging;10.9;14.9;171.0;25.5;127.0;7.6;70.0;30.6;126.0;21.0;126.0
3470;Korendijk;2009 na methodewijziging;10.9;15.2;136.0;26.1;96.0;7.7;70.0;31.3;99.0;21.5;101.0
3471;Korendijk;2010;10.8;15.4;118.0;26.3;87.0;7.7;71.0;31.7;93.0;21.6;86.0
3472;Korendijk;2011;10.8;15.2;144.0;25.8;104.0;7.7;71.0;31.8;103.0;21.2;106.0
3473;Korendijk;2012;10.8;15.6;124.0;26.5;95.0;7.7;71.0;32.5;88.0;21.7;93.0
3474;Korendijk;2013;10.7;;;27.1;83.0;7.6;71.0;33.4;83.0;;
3475;Korendijk;2014;10.8;;;27.8;95.0;7.7;71.0;33.5;87.0;;
3476;Krimpen aan den IJssel;2005;28.8;13.4;88.0;22.7;89.0;18.9;66.0;28.2;94.0;19.8;69.0
3477;Krimpen aan den IJssel;2006;28.7;14.0;104.0;23.6;100.0;19.6;68.0;28.7;101.0;20.1;78.0
3478;Krimpen aan den IJssel;2007;28.8;15.2;96.0;25.5;110.0;19.9;69.0;30.0;100.0;21.7;86.0
3479;Krimpen aan den IJssel;2008;28.9;15.6;89.0;26.0;105.0;20.2;70.0;31.0;95.0;22.0;73.0
3480;Krimpen aan den IJssel;2009 voor methodewijziging;28.8;15.7;91.0;26.1;99.0;20.2;70.0;31.4;100.0;22.0;76.0
3481;Krimpen aan den IJssel;2009 na methodewijziging;28.8;15.6;108.0;25.8;109.0;20.4;71.0;31.3;100.0;21.8;79.0
3482;Krimpen aan den IJssel;2010;28.6;15.4;117.0;25.7;115.0;20.3;71.0;31.3;107.0;21.5;87.0
3483;Krimpen aan den IJssel;2011;28.7;15.4;122.0;25.5;129.0;20.5;71.0;31.8;106.0;21.3;96.0
3484;Krimpen aan den IJssel;2012;28.9;15.7;118.0;25.9;123.0;20.6;71.0;32.0;110.0;21.7;90.0
3485;Krimpen aan den IJssel;2013;28.8;;;26.1;118.0;20.5;71.0;32.6;101.0;;
3486;Krimpen aan den IJssel;2014;29.0;;;27.0;127.0;20.5;71.0;33.0;105.0;;
3487;Krimpenerwaard;2005;;;;;;;;;;;
3488;Krimpenerwaard;2006;;;;;;;;;;;
3489;Krimpenerwaard;2007;;;;;;;;;;;
3490;Krimpenerwaard;2008;;;;;;;;;;;
3491;Krimpenerwaard;2009 voor methodewijziging;;;;;;;;;;;
3492;Krimpenerwaard;2009 na methodewijziging;;;;;;;;;;;
3493;Krimpenerwaard;2010;;;;;;;;;;;
3494;Krimpenerwaard;2011;;;;;;;;;;;
3495;Krimpenerwaard;2012;;;;;;;;;;;
3496;Krimpenerwaard;2013;;;;;;;;;;;
3497;Krimpenerwaard;2014;54.2;;;27.7;98.0;38.9;72.0;32.6;116.0;;
3498;Laarbeek;2005;21.8;12.1;315.0;20.7;268.0;14.5;67.0;24.9;290.0;17.4;302.0
3499;Laarbeek;2006;21.7;13.2;233.0;22.6;174.0;15.2;70.0;26.0;252.0;18.6;214.0
3500;Laarbeek;2007;21.8;13.9;280.0;23.8;235.0;15.3;70.0;26.8;275.0;19.5;263.0
3501;Laarbeek;2008;21.7;14.2;281.0;24.5;221.0;15.5;72.0;27.8;273.0;19.6;272.0
3502;Laarbeek;2009 voor methodewijziging;21.6;14.4;261.0;24.5;205.0;15.4;72.0;28.3;260.0;19.9;231.0
3503;Laarbeek;2009 na methodewijziging;21.6;14.4;253.0;24.6;195.0;15.5;72.0;28.2;259.0;19.9;236.0
3504;Laarbeek;2010;21.5;14.5;250.0;24.6;195.0;15.5;72.0;28.5;253.0;20.0;219.0
3505;Laarbeek;2011;21.6;14.6;250.0;24.7;197.0;15.7;73.0;28.9;250.0;19.9;230.0
3506;Laarbeek;2012;21.8;14.8;250.0;24.9;205.0;15.9;73.0;29.0;255.0;20.0;246.0
3507;Laarbeek;2013;21.8;;;25.2;192.0;16.0;74.0;29.4;254.0;;
3508;Laarbeek;2014;21.9;;;26.3;185.0;16.2;74.0;29.8;258.0;;
3509;Landerd;2005;14.7;12.2;289.0;21.5;170.0;10.0;68.0;24.6;313.0;17.5;281.0
3510;Landerd;2006;14.7;12.9;280.0;22.6;178.0;10.3;70.0;25.2;317.0;18.2;265.0
3511;Landerd;2007;14.8;14.0;265.0;24.7;155.0;10.4;70.0;26.3;311.0;19.6;245.0
3512;Landerd;2008;14.8;14.6;229.0;25.6;131.0;10.6;72.0;27.5;291.0;20.0;221.0
3513;Landerd;2009 voor methodewijziging;14.9;14.3;277.0;24.9;177.0;10.7;72.0;27.6;312.0;19.6;277.0
3514;Landerd;2009 na methodewijziging;14.9;14.4;261.0;25.1;156.0;10.8;73.0;27.5;309.0;19.7;263.0
3515;Landerd;2010;14.9;14.5;243.0;25.4;141.0;10.9;73.0;27.9;296.0;19.8;241.0
3516;Landerd;2011;15.1;14.5;262.0;25.1;150.0;11.1;74.0;28.1;310.0;19.5;280.0
3517;Landerd;2012;15.2;14.8;240.0;25.7;134.0;11.2;74.0;28.6;284.0;20.0;241.0
3518;Landerd;2013;15.3;;;25.5;156.0;11.2;74.0;28.7;298.0;;
3519;Landerd;2014;15.3;;;26.6;161.0;11.3;74.0;29.1;292.0;;
3520;Landgraaf;2005;39.2;12.0;322.0;19.3;387.0;27.1;69.0;23.2;403.0;16.3;416.0
3521;Landgraaf;2006;38.9;12.6;319.0;20.1;389.0;27.9;72.0;23.7;393.0;16.9;402.0
3522;Landgraaf;2007;38.7;13.4;347.0;21.4;397.0;28.1;73.0;24.6;398.0;17.7;415.0
3523;Landgraaf;2008;38.7;13.9;335.0;22.0;391.0;28.7;74.0;25.4;393.0;18.0;410.0
3524;Landgraaf;2009 voor methodewijziging;38.5;14.1;304.0;22.3;375.0;28.6;74.0;26.2;377.0;18.3;390.0
3525;Landgraaf;2009 na methodewijziging;38.5;14.2;294.0;22.4;370.0;28.7;75.0;26.3;371.0;18.4;381.0
3526;Landgraaf;2010;38.2;14.2;291.0;22.4;363.0;28.7;75.0;26.5;369.0;18.4;378.0
3527;Landgraaf;2011;38.1;14.4;267.0;22.6;360.0;28.7;75.0;26.9;366.0;18.5;372.0
3528;Landgraaf;2012;37.9;14.5;274.0;22.8;352.0;28.1;74.0;27.3;351.0;18.8;359.0
3529;Landgraaf;2013;37.6;;;23.0;347.0;28.4;76.0;27.5;354.0;;
3530;Landgraaf;2014;37.5;;;23.8;342.0;28.4;76.0;28.0;343.0;;
3531;Landsmeer;2005;10.3;15.0;26.0;24.9;25.0;7.2;70.0;31.4;29.0;21.0;31.0
3532;Landsmeer;2006;10.3;15.4;30.0;26.0;24.0;7.3;71.0;31.8;36.0;21.3;38.0
3533;Landsmeer;2007;10.2;17.3;23.0;28.7;24.0;7.3;72.0;34.2;24.0;23.9;26.0
3534;Landsmeer;2008;10.1;17.8;21.0;29.4;20.0;7.4;73.0;35.4;24.0;24.1;23.0
3535;Landsmeer;2009 voor methodewijziging;10.2;17.7;21.0;29.1;20.0;7.5;74.0;35.1;29.0;23.8;25.0
3536;Landsmeer;2009 na methodewijziging;10.2;17.9;19.0;29.6;18.0;7.5;74.0;35.3;29.0;24.0;24.0
3537;Landsmeer;2010;10.3;17.7;17.0;29.3;17.0;7.5;74.0;35.6;28.0;23.7;23.0
3538;Landsmeer;2011;10.3;17.5;19.0;29.0;18.0;7.6;74.0;36.2;26.0;23.5;24.0
3539;Landsmeer;2012;10.5;17.7;24.0;29.2;20.0;7.7;74.0;36.4;28.0;23.8;26.0
3540;Landsmeer;2013;10.4;;;29.4;20.0;7.7;74.0;36.9;28.0;;
3541;Landsmeer;2014;10.8;;;31.1;20.0;8.0;73.0;37.4;31.0;;
3542;Langedijk;2005;25.9;12.8;165.0;22.3;105.0;17.1;66.0;28.0;101.0;18.9;118.0
3543;Langedijk;2006;25.9;13.6;149.0;23.4;116.0;17.8;69.0;28.6;104.0;19.5;120.0
3544;Langedijk;2007;26.0;15.1;105.0;26.1;91.0;18.2;70.0;29.7;109.0;21.4;102.0
3545;Langedijk;2008;26.9;15.2;143.0;26.0;102.0;19.0;71.0;30.7;110.0;21.1;119.0
3546;Langedijk;2009 voor methodewijziging;27.0;15.2;143.0;25.9;103.0;19.3;71.0;30.5;133.0;20.9;131.0
3547;Langedijk;2009 na methodewijziging;27.0;15.2;140.0;26.0;98.0;19.2;71.0;31.0;114.0;21.2;121.0
3548;Langedijk;2010;27.0;15.2;145.0;25.9;106.0;19.2;71.0;31.1;118.0;21.0;119.0
3549;Langedijk;2011;27.0;15.1;156.0;25.7;118.0;19.4;72.0;31.3;123.0;20.8;134.0
3550;Langedijk;2012;26.9;15.4;150.0;26.0;113.0;19.4;72.0;31.3;133.0;21.1;133.0
3551;Langedijk;2013;26.9;;;25.9;127.0;19.5;72.0;31.4;144.0;;
3552;Langedijk;2014;27.3;;;27.4;110.0;19.7;72.0;32.0;137.0;;
3553;Lansingerland;2005;;;;;;;;;;;
3554;Lansingerland;2006;47.9;14.6;61.0;25.6;28.0;32.0;67.0;32.8;23.0;21.6;29.0
3555;Lansingerland;2007;49.4;15.9;62.0;27.8;35.0;33.2;67.0;34.3;22.0;23.5;30.0
3556;Lansingerland;2008;51.0;16.0;71.0;27.9;40.0;34.6;68.0;35.6;22.0;23.3;35.0
3557;Lansingerland;2009 voor methodewijziging;52.6;15.9;75.0;27.7;44.0;35.7;68.0;36.0;21.0;23.3;32.0
3558;Lansingerland;2009 na methodewijziging;52.6;16.0;69.0;27.7;42.0;35.8;68.0;35.8;22.0;23.3;38.0
3559;Lansingerland;2010;54.1;16.3;55.0;28.2;26.0;36.8;68.0;36.7;18.0;23.7;24.0
3560;Lansingerland;2011;55.3;16.3;55.0;28.2;27.0;37.7;68.0;37.4;19.0;23.7;22.0
3561;Lansingerland;2012;56.5;16.7;53.0;28.9;25.0;38.5;68.0;38.0;19.0;24.2;19.0
3562;Lansingerland;2013;57.1;;;29.2;21.0;38.7;68.0;38.7;18.0;;
3563;Lansingerland;2014;58.1;;;30.9;24.0;39.3;68.0;39.3;19.0;;
3564;Laren (NH.);2005;11.0;19.5;4.0;30.2;5.0;7.6;69.0;41.2;5.0;27.3;5.0
3565;Laren (NH.);2006;11.0;20.3;3.0;31.9;5.0;7.7;71.0;43.1;4.0;28.4;4.0
3566;Laren (NH.);2007;11.0;22.6;4.0;36.1;6.0;7.7;70.0;45.4;5.0;31.7;5.0
3567;Laren (NH.);2008;11.6;21.1;5.0;33.4;8.0;7.8;67.0;46.5;5.0;31.1;5.0
3568;Laren (NH.);2009 voor methodewijziging;11.3;21.8;5.0;34.3;6.0;8.0;70.0;45.8;5.0;30.7;5.0
3569;Laren (NH.);2009 na methodewijziging;11.3;22.1;5.0;35.2;5.0;7.7;68.0;47.0;5.0;31.9;4.0
3570;Laren (NH.);2010;11.4;21.7;5.0;34.5;6.0;7.8;68.0;47.2;5.0;31.5;5.0
3571;Laren (NH.);2011;11.4;21.0;5.0;33.1;7.0;7.8;69.0;48.3;5.0;30.2;3.0
3572;Laren (NH.);2012;10.9;23.2;2.0;36.6;5.0;7.9;72.0;47.8;5.0;31.8;3.0
3573;Laren (NH.);2013;10.9;;;36.9;5.0;7.8;72.0;49.9;4.0;;
3574;Laren (NH.);2014;10.9;;;40.7;4.0;7.8;72.0;51.6;5.0;;
3575;Leek;2005;18.9;11.6;394.0;19.2;394.0;12.8;67.0;23.7;370.0;16.6;399.0
3576;Leek;2006;19.2;12.2;382.0;20.4;373.0;13.2;69.0;24.8;329.0;17.3;370.0
3577;Leek;2007;19.3;12.8;405.0;21.4;395.0;13.4;70.0;25.4;361.0;18.2;387.0
3578;Leek;2008;19.5;13.8;348.0;23.0;347.0;13.8;71.0;27.3;303.0;19.2;329.0
3579;Leek;2009 voor methodewijziging;19.4;13.9;342.0;23.2;329.0;13.8;72.0;27.5;317.0;19.1;330.0
3580;Leek;2009 na methodewijziging;19.4;13.7;345.0;22.9;342.0;13.7;71.0;27.4;318.0;19.1;329.0
3581;Leek;2010;19.3;13.7;353.0;22.8;343.0;13.7;71.0;27.6;314.0;19.1;325.0
3582;Leek;2011;19.5;13.8;353.0;22.8;350.0;14.0;72.0;27.9;317.0;19.1;333.0
3583;Leek;2012;19.6;13.9;348.0;23.0;346.0;14.1;72.0;28.0;313.0;19.2;328.0
3584;Leek;2013;19.6;;;23.2;334.0;14.1;72.0;28.4;310.0;;
3585;Leek;2014;19.5;;;24.3;319.0;14.0;72.0;29.1;291.0;;
3586;Leerdam;2005;20.8;12.0;330.0;20.2;321.0;13.7;66.0;24.5;318.0;17.3;308.0
3587;Leerdam;2006;20.7;12.5;333.0;21.2;316.0;14.4;69.0;25.2;315.0;17.7;328.0
3588;Leerdam;2007;20.6;13.8;292.0;23.3;272.0;14.3;70.0;26.9;270.0;19.5;258.0
3589;Leerdam;2008;20.7;13.7;362.0;23.0;343.0;14.6;70.0;27.5;292.0;19.1;336.0
3590;Leerdam;2009 voor methodewijziging;20.7;13.7;355.0;23.0;338.0;14.7;71.0;27.7;301.0;19.2;328.0
3591;Leerdam;2009 na methodewijziging;20.7;14.0;323.0;23.5;296.0;14.7;71.0;27.8;280.0;19.5;290.0
3592;Leerdam;2010;20.7;14.0;318.0;23.6;283.0;14.7;71.0;28.1;280.0;19.5;285.0
3593;Leerdam;2011;20.7;14.1;313.0;23.7;279.0;14.8;72.0;28.6;274.0;19.5;279.0
3594;Leerdam;2012;20.7;14.2;317.0;23.8;283.0;14.8;71.0;28.7;278.0;19.7;283.0
3595;Leerdam;2013;20.6;;;24.1;277.0;14.7;71.0;29.3;263.0;;
3596;Leerdam;2014;20.6;;;25.0;279.0;14.6;71.0;29.7;264.0;;
3597;Leersum;2005;;;;;;;;;;;
3598;Leersum;2006;;;;;;;;;;;
3599;Leersum;2007;;;;;;;;;;;
3600;Leersum;2008;;;;;;;;;;;
3601;Leersum;2009 voor methodewijziging;;;;;;;;;;;
3602;Leersum;2009 na methodewijziging;;;;;;;;;;;
3603;Leersum;2010;;;;;;;;;;;
3604;Leersum;2011;;;;;;;;;;;
3605;Leersum;2012;;;;;;;;;;;
3606;Leersum;2013;;;;;;;;;;;
3607;Leersum;2014;;;;;;;;;;;
3608;Leeuwarden;2005;91.8;11.7;380.0;17.8;448.0;62.4;68.0;22.9;413.0;16.2;422.0
3609;Leeuwarden;2006;92.3;12.3;361.0;18.8;433.0;66.3;72.0;23.5;402.0;16.8;407.0
3610;Leeuwarden;2007;92.9;13.1;382.0;20.0;434.0;66.5;72.0;24.5;399.0;17.8;408.0
3611;Leeuwarden;2008;93.5;13.5;385.0;20.6;434.0;68.6;73.0;25.2;403.0;18.0;416.0
3612;Leeuwarden;2009 voor methodewijziging;94.1;13.7;359.0;20.9;421.0;68.7;73.0;25.9;390.0;18.4;388.0
3613;Leeuwarden;2009 na methodewijziging;94.1;13.6;358.0;20.7;421.0;68.6;73.0;25.9;385.0;18.3;389.0
3614;Leeuwarden;2010;94.8;13.5;364.0;20.6;412.0;68.7;72.0;26.1;380.0;18.3;382.0
3615;Leeuwarden;2011;95.3;13.6;369.0;20.7;411.0;69.3;73.0;26.4;378.0;18.3;385.0
3616;Leeuwarden;2012;95.9;13.6;375.0;20.7;405.0;69.1;72.0;26.7;370.0;18.5;373.0
3617;Leeuwarden;2013;107.3;;;21.2;393.0;76.8;72.0;27.4;355.0;;
3618;Leeuwarden;2014;107.7;;;22.1;379.0;76.5;71.0;28.2;333.0;;
3619;Leeuwarderadeel;2005;10.5;11.5;400.0;19.5;373.0;6.9;66.0;24.1;347.0;16.8;378.0
3620;Leeuwarderadeel;2006;10.4;12.1;391.0;20.4;374.0;7.2;69.0;24.7;339.0;17.4;367.0
3621;Leeuwarderadeel;2007;10.4;13.2;372.0;22.1;359.0;7.2;69.0;26.1;317.0;18.7;353.0
3622;Leeuwarderadeel;2008;10.4;13.4;391.0;22.5;370.0;7.4;71.0;26.5;349.0;18.6;374.0
3623;Leeuwarderadeel;2009 voor methodewijziging;10.4;13.5;373.0;22.6;361.0;7.5;72.0;26.6;362.0;18.7;371.0
3624;Leeuwarderadeel;2009 na methodewijziging;10.4;13.5;373.0;22.5;367.0;7.4;71.0;26.5;359.0;18.7;366.0
3625;Leeuwarderadeel;2010;10.4;13.5;365.0;22.6;358.0;7.5;72.0;26.8;356.0;18.6;367.0
3626;Leeuwarderadeel;2011;10.3;14.0;324.0;23.3;313.0;7.5;73.0;27.6;333.0;19.1;332.0
3627;Leeuwarderadeel;2012;10.3;14.2;325.0;23.3;321.0;7.5;73.0;27.7;334.0;19.2;329.0
3628;Leeuwarderadeel;2013;10.3;;;23.7;303.0;7.5;73.0;28.0;329.0;;
3629;Leeuwarderadeel;2014;10.2;;;24.2;327.0;7.5;74.0;28.2;338.0;;
3630;Leiden;2005;118.1;13.2;118.0;20.2;324.0;78.7;67.0;27.6;108.0;18.8;125.0
3631;Leiden;2006;117.5;13.8;120.0;21.2;312.0;82.5;70.0;28.2;122.0;19.2;142.0
3632;Leiden;2007;116.9;14.7;154.0;22.7;317.0;82.6;71.0;29.2;134.0;20.3;176.0
3633;Leiden;2008;116.8;15.1;149.0;23.2;328.0;83.8;72.0;30.3;123.0;20.6;161.0
3634;Leiden;2009 voor methodewijziging;117.1;15.4;121.0;23.6;291.0;83.6;71.0;31.3;106.0;21.0;123.0
3635;Leiden;2009 na methodewijziging;117.1;15.4;120.0;23.7;283.0;83.9;72.0;31.2;103.0;21.1;125.0
3636;Leiden;2010;117.9;15.3;127.0;23.5;298.0;83.9;71.0;31.4;103.0;21.0;125.0
3637;Leiden;2011;118.7;15.3;131.0;23.5;305.0;84.5;71.0;31.9;98.0;21.0;118.0
3638;Leiden;2012;119.8;15.2;174.0;23.4;317.0;84.4;70.0;32.1;105.0;21.1;126.0
3639;Leiden;2013;121.2;;;23.5;318.0;84.8;70.0;32.6;104.0;;
3640;Leiden;2014;121.6;;;24.3;316.0;84.0;69.0;33.4;90.0;;
3641;Leiderdorp;2005;26.0;14.4;44.0;23.5;59.0;17.7;68.0;30.7;39.0;20.5;45.0
3642;Leiderdorp;2006;26.1;15.1;42.0;24.7;53.0;18.3;70.0;31.4;44.0;21.2;42.0
3643;Leiderdorp;2007;26.4;16.1;51.0;26.4;77.0;18.7;71.0;32.6;44.0;22.5;57.0
3644;Leiderdorp;2008;26.5;16.4;49.0;26.9;69.0;19.0;72.0;33.8;43.0;22.7;53.0
3645;Leiderdorp;2009 voor methodewijziging;26.4;17.0;34.0;27.8;39.0;19.0;72.0;34.7;32.0;23.4;28.0
3646;Leiderdorp;2009 na methodewijziging;26.4;16.9;37.0;27.6;45.0;19.0;72.0;34.4;38.0;23.2;40.0
3647;Leiderdorp;2010;26.6;16.8;36.0;27.4;50.0;19.2;72.0;34.7;35.0;23.0;39.0
3648;Leiderdorp;2011;26.7;16.8;36.0;27.3;48.0;19.4;73.0;35.1;35.0;22.8;38.0
3649;Leiderdorp;2012;26.7;17.0;40.0;27.6;56.0;19.6;73.0;35.3;36.0;23.0;42.0
3650;Leiderdorp;2013;26.8;;;27.8;58.0;19.5;73.0;35.9;36.0;;
3651;Leiderdorp;2014;26.9;;;28.9;65.0;19.6;73.0;36.4;40.0;;
3652;Leidschendam-Voorburg;2005;73.1;15.1;23.0;23.5;57.0;51.1;70.0;30.9;35.0;21.0;28.0
3653;Leidschendam-Voorburg;2006;72.8;15.7;23.0;24.5;61.0;52.7;72.0;31.6;39.0;21.3;37.0
3654;Leidschendam-Voorburg;2007;72.9;16.9;28.0;26.4;76.0;53.2;73.0;33.0;38.0;22.8;45.0
3655;Leidschendam-Voorburg;2008;72.7;17.2;28.0;26.9;73.0;53.5;74.0;34.1;36.0;23.1;40.0
3656;Leidschendam-Voorburg;2009 voor methodewijziging;72.2;17.4;22.0;27.1;63.0;53.3;74.0;34.7;34.0;23.2;33.0
3657;Leidschendam-Voorburg;2009 na methodewijziging;72.2;17.6;21.0;27.5;47.0;53.2;74.0;35.0;30.0;23.5;29.0
3658;Leidschendam-Voorburg;2010;72.1;17.5;19.0;27.4;49.0;53.2;74.0;35.4;29.0;23.5;26.0
3659;Leidschendam-Voorburg;2011;72.4;17.5;18.0;27.3;50.0;53.4;74.0;36.0;28.0;23.4;26.0
3660;Leidschendam-Voorburg;2012;72.6;17.7;21.0;27.7;53.0;53.4;74.0;36.5;25.0;23.8;25.0
3661;Leidschendam-Voorburg;2013;73.4;;;27.8;53.0;53.6;73.0;37.1;27.0;;
3662;Leidschendam-Voorburg;2014;74.0;;;29.2;56.0;53.9;73.0;37.9;25.0;;
3663;Lelystad;2005;71.4;12.0;328.0;19.7;364.0;46.7;65.0;26.2;181.0;17.4;295.0
3664;Lelystad;2006;72.3;12.5;334.0;20.6;362.0;49.6;69.0;26.8;192.0;17.9;301.0
3665;Lelystad;2007;73.1;13.3;353.0;22.0;363.0;50.0;68.0;28.0;196.0;19.1;317.0
3666;Lelystad;2008;73.8;13.7;370.0;22.5;374.0;51.3;70.0;28.8;196.0;19.3;315.0
3667;Lelystad;2009 voor methodewijziging;74.6;13.9;333.0;22.7;354.0;52.0;70.0;29.6;172.0;19.6;278.0
3668;Lelystad;2009 na methodewijziging;74.6;13.8;339.0;22.6;361.0;52.1;70.0;29.2;194.0;19.4;299.0
3669;Lelystad;2010;75.1;13.8;343.0;22.6;354.0;52.4;70.0;29.5;194.0;19.4;290.0
3670;Lelystad;2011;75.3;13.9;346.0;22.7;355.0;52.7;70.0;29.8;201.0;19.5;281.0
3671;Lelystad;2012;75.8;13.9;353.0;22.7;353.0;52.9;70.0;29.9;199.0;19.6;285.0
3672;Lelystad;2013;76.1;;;22.9;351.0;53.1;70.0;30.1;216.0;;
3673;Lelystad;2014;76.4;;;23.6;344.0;52.8;69.0;30.6;204.0;;
3674;Lemsterland;2005;13.4;11.5;397.0;19.5;372.0;8.7;65.0;24.4;329.0;16.9;363.0
3675;Lemsterland;2006;13.4;12.6;322.0;21.0;335.0;9.1;67.0;26.2;238.0;18.3;241.0
3676;Lemsterland;2007;13.4;13.9;278.0;23.3;279.0;9.2;68.0;27.5;224.0;19.8;215.0
3677;Lemsterland;2008;13.6;14.1;300.0;23.4;314.0;9.5;70.0;28.4;228.0;19.8;248.0
3678;Lemsterland;2009 voor methodewijziging;13.6;13.9;335.0;23.0;340.0;9.6;71.0;28.1;276.0;19.5;292.0
3679;Lemsterland;2009 na methodewijziging;13.6;13.7;351.0;22.7;353.0;9.6;70.0;27.4;315.0;19.3;318.0
3680;Lemsterland;2010;13.6;13.8;344.0;22.8;335.0;9.5;70.0;27.9;294.0;19.4;295.0
3681;Lemsterland;2011;13.6;13.9;341.0;23.2;328.0;9.6;71.0;28.3;295.0;19.4;290.0
3682;Lemsterland;2012;13.6;14.3;308.0;23.6;301.0;9.6;71.0;28.7;277.0;19.9;253.0
3683;Lemsterland;2013;;;;;;;;;;;
3684;Lemsterland;2014;;;;;;;;;;;
3685;Leudal;2005;;;;;;;;;;;
3686;Leudal;2006;36.8;13.3;216.0;22.4;199.0;26.2;71.0;25.8;276.0;18.3;250.0
3687;Leudal;2007;36.7;14.0;263.0;23.6;250.0;26.4;72.0;26.5;298.0;19.2;301.0
3688;Leudal;2008;36.8;14.5;237.0;24.4;227.0;26.9;73.0;27.4;297.0;19.4;300.0
3689;Leudal;2009 voor methodewijziging;36.7;14.6;233.0;24.3;234.0;27.0;74.0;28.0;287.0;19.5;291.0
3690;Leudal;2009 na methodewijziging;36.7;14.5;236.0;24.2;237.0;26.8;73.0;28.0;269.0;19.6;274.0
3691;Leudal;2010;36.6;14.7;218.0;24.4;224.0;26.9;73.0;28.5;255.0;19.7;260.0
3692;Leudal;2011;36.5;14.8;207.0;24.6;210.0;27.2;75.0;28.8;263.0;19.6;268.0
3693;Leudal;2012;36.4;15.3;165.0;25.2;177.0;27.3;75.0;29.4;235.0;20.1;227.0
3694;Leudal;2013;36.2;;;25.3;174.0;27.3;75.0;29.7;243.0;;
3695;Leudal;2014;36.2;;;26.5;170.0;27.3;75.0;30.2;234.0;;
3696;Leusden;2005;28.9;14.4;40.0;24.0;37.0;19.7;68.0;30.4;46.0;20.6;41.0
3697;Leusden;2006;28.6;15.1;41.0;25.2;40.0;20.0;70.0;31.5;43.0;21.3;40.0
3698;Leusden;2007;28.5;16.1;56.0;26.7;63.0;20.3;71.0;32.5;48.0;22.3;64.0
3699;Leusden;2008;28.6;16.9;35.0;28.0;36.0;20.6;72.0;34.1;37.0;23.1;39.0
3700;Leusden;2009 voor methodewijziging;28.8;16.7;44.0;27.6;45.0;20.6;71.0;34.6;37.0;23.1;41.0
3701;Leusden;2009 na methodewijziging;28.8;16.6;47.0;27.6;43.0;20.6;72.0;34.4;36.0;23.0;44.0
3702;Leusden;2010;28.6;16.8;34.0;28.0;35.0;20.7;72.0;34.8;34.0;23.1;38.0
3703;Leusden;2011;28.9;16.9;31.0;28.0;33.0;21.1;73.0;35.3;33.0;23.0;36.0
3704;Leusden;2012;29.0;17.2;34.0;28.4;35.0;21.2;73.0;35.7;33.0;23.3;35.0
3705;Leusden;2013;29.0;;;28.6;32.0;21.3;74.0;36.0;35.0;;
3706;Leusden;2014;29.1;;;30.0;41.0;21.4;74.0;36.8;35.0;;
3707;Liemeer;2005;6.8;12.9;146.0;22.3;106.0;4.7;70.0;25.1;280.0;18.1;200.0
3708;Liemeer;2006;;;;;;;;;;;
3709;Liemeer;2007;;;;;;;;;;;
3710;Liemeer;2008;;;;;;;;;;;
3711;Liemeer;2009 voor methodewijziging;;;;;;;;;;;
3712;Liemeer;2009 na methodewijziging;;;;;;;;;;;
3713;Liemeer;2010;;;;;;;;;;;
3714;Liemeer;2011;;;;;;;;;;;
3715;Liemeer;2012;;;;;;;;;;;
3716;Liemeer;2013;;;;;;;;;;;
3717;Liemeer;2014;;;;;;;;;;;
3718;Liesveld;2005;9.7;11.8;360.0;21.2;211.0;6.1;63.0;26.4;175.0;18.3;168.0
3719;Liesveld;2006;9.8;12.8;294.0;22.9;149.0;6.3;65.0;27.7;144.0;19.4;127.0
3720;Liesveld;2007;9.8;14.2;224.0;25.4;124.0;6.3;65.0;28.6;162.0;21.6;91.0
3721;Liesveld;2008;9.7;14.3;272.0;25.6;133.0;6.4;66.0;30.3;119.0;21.5;101.0
3722;Liesveld;2009 voor methodewijziging;9.7;14.8;197.0;26.1;97.0;6.5;67.0;30.4;135.0;21.7;85.0
3723;Liesveld;2009 na methodewijziging;9.7;14.5;238.0;25.8;110.0;6.5;67.0;30.5;134.0;21.4;105.0
3724;Liesveld;2010;9.7;14.7;221.0;26.0;100.0;6.6;68.0;30.6;132.0;21.4;95.0
3725;Liesveld;2011;9.8;14.6;255.0;25.8;106.0;6.7;68.0;31.2;132.0;21.2;105.0
3726;Liesveld;2012;;;;;;;;;;;
3727;Liesveld;2013;;;;;;;;;;;
3728;Liesveld;2014;;;;;;;;;;;
3729;Lingewaal;2005;10.8;12.8;171.0;22.2;110.0;7.1;65.0;27.2;129.0;19.0;112.0
