ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10
4659;Zelfstandige;4612 Bemiddeling brand- en grondstoffen;2013;0.2;0.2;50.3;45.3;46.9;43.3;39.5;33.7;221.2;44.2
4660;Zelfstandige;4612 Bemiddeling brand- en grondstoffen;2014;0.2;0.2;52.1;45.9;48.2;44.0;51.7;37.7;209.7;46.0
4661;Zelfstandige;4612 Bemiddeling brand- en grondstoffen;2015;0.2;0.2;49.4;45.0;45.5;41.0;53.0;36.5;226.6;49.0
4662;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2007;0.2;0.2;45.6;43.5;42.4;38.5;36.8;30.8;271.6;51.8
4663;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2008;0.3;0.2;47.5;43.3;44.6;40.0;35.7;30.6;269.1;35.6
4664;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2009;0.2;0.2;38.6;34.3;36.0;32.3;28.7;27.3;230.7;24.1
4665;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2010;0.3;0.2;38.0;33.7;35.3;31.4;29.5;25.8;187.9;26.4
4666;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2011;0.3;0.3;39.9;35.6;36.7;33.3;34.5;30.1;182.6;24.8
4667;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2012;0.3;0.2;41.7;35.6;39.0;33.8;33.6;30.0;173.7;24.6
4668;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2013;0.3;0.3;41.0;33.8;36.5;29.6;31.8;30.0;131.4;20.1
4669;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2014;0.3;0.3;45.6;36.6;42.4;32.4;38.8;33.7;138.6;19.3
4670;Zelfstandige;4613 Handelsbemiddeling in bouwmateriaal;2015;0.3;0.3;42.4;32.9;39.2;30.8;35.5;31.2;158.4;23.8
4671;Zelfstandige;4614 Handelsbemiddeling in machines;2007;1.0;0.7;48.4;42.3;45.8;39.0;36.4;30.2;281.9;51.9
4672;Zelfstandige;4614 Handelsbemiddeling in machines;2008;1.1;0.9;49.3;41.3;46.9;39.8;34.9;30.6;268.6;49.2
4673;Zelfstandige;4614 Handelsbemiddeling in machines;2009;1.0;0.9;44.1;38.0;42.4;36.5;33.2;29.9;257.8;45.2
4674;Zelfstandige;4614 Handelsbemiddeling in machines;2010;1.1;1.0;47.0;40.9;44.8;39.2;33.8;30.4;249.3;51.9
4675;Zelfstandige;4614 Handelsbemiddeling in machines;2011;1.1;1.0;48.4;40.5;46.0;38.9;39.5;33.2;234.4;46.8
4676;Zelfstandige;4614 Handelsbemiddeling in machines;2012;1.1;1.0;47.7;40.5;44.6;38.1;38.5;32.8;233.9;53.3
4677;Zelfstandige;4614 Handelsbemiddeling in machines;2013;1.1;1.0;50.5;42.5;47.1;39.6;37.9;32.2;199.2;56.0
4678;Zelfstandige;4614 Handelsbemiddeling in machines;2014;1.0;0.9;52.9;44.0;49.7;41.7;48.9;35.5;210.2;59.5
4679;Zelfstandige;4614 Handelsbemiddeling in machines;2015;1.0;0.9;49.7;44.0;46.7;41.2;47.1;34.9;242.5;59.2
4680;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2007;0.7;0.6;39.4;34.6;38.2;31.5;32.6;28.3;206.7;27.4
4681;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2008;0.7;0.6;39.1;34.2;38.3;30.5;30.3;28.3;188.2;19.9
4682;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2009;0.7;0.6;35.5;29.3;34.0;27.6;28.7;25.3;161.6;18.1
4683;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2010;0.7;0.6;36.2;30.0;34.2;26.0;29.2;25.9;179.3;17.7
4684;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2011;0.7;0.6;38.6;32.6;35.8;29.7;34.9;29.6;172.4;17.0
4685;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2012;0.6;0.6;36.7;27.8;34.2;26.0;33.0;28.5;145.0;18.2
4686;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2013;0.6;0.6;35.9;27.7;33.2;24.5;34.8;28.3;107.7;14.4
4687;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2014;0.6;0.5;37.0;29.2;34.5;26.1;37.9;30.2;134.3;16.1
4688;Zelfstandige;4615 Handelsbemiddeling huishoudwaren;2015;0.6;0.6;36.6;28.5;34.5;26.5;37.4;31.4;144.0;16.4
4689;Zelfstandige;4616 Handelsbemiddeling in kleding;2007;1.0;0.7;40.7;31.8;38.4;29.0;34.4;28.3;261.5;22.5
4690;Zelfstandige;4616 Handelsbemiddeling in kleding;2008;1.0;0.8;41.7;32.9;39.7;28.6;33.8;29.2;243.2;17.7
4691;Zelfstandige;4616 Handelsbemiddeling in kleding;2009;0.9;0.8;37.9;29.6;36.2;26.7;31.8;28.7;209.7;16.5
4692;Zelfstandige;4616 Handelsbemiddeling in kleding;2010;1.0;0.8;40.0;30.1;38.2;27.7;33.3;29.1;200.4;17.1
4693;Zelfstandige;4616 Handelsbemiddeling in kleding;2011;1.0;0.9;38.5;30.0;36.3;26.4;37.3;31.1;175.7;16.3
4694;Zelfstandige;4616 Handelsbemiddeling in kleding;2012;1.0;0.9;38.5;28.9;36.7;27.4;36.6;31.0;159.0;17.7
4695;Zelfstandige;4616 Handelsbemiddeling in kleding;2013;1.0;0.9;37.4;28.0;35.4;25.8;35.3;30.3;111.5;17.3
4696;Zelfstandige;4616 Handelsbemiddeling in kleding;2014;1.0;0.9;40.4;31.5;38.1;28.2;40.0;33.2;103.8;14.4
4697;Zelfstandige;4616 Handelsbemiddeling in kleding;2015;1.0;0.9;37.9;30.6;35.4;28.7;38.1;32.6;118.6;17.2
4698;Zelfstandige;4617 Handelsbemiddeling in voeding;2007;0.5;0.4;33.8;24.8;31.6;21.6;30.3;24.2;203.8;21.1
4699;Zelfstandige;4617 Handelsbemiddeling in voeding;2008;0.6;0.5;36.0;26.5;34.2;24.9;30.1;26.1;211.5;23.3
4700;Zelfstandige;4617 Handelsbemiddeling in voeding;2009;0.5;0.5;37.0;24.7;34.3;23.6;31.3;26.8;222.6;21.9
4701;Zelfstandige;4617 Handelsbemiddeling in voeding;2010;0.6;0.5;37.9;29.0;35.1;26.7;33.1;28.4;194.8;24.5
4702;Zelfstandige;4617 Handelsbemiddeling in voeding;2011;0.6;0.5;36.4;27.7;33.1;25.2;34.8;30.1;189.2;19.6
4703;Zelfstandige;4617 Handelsbemiddeling in voeding;2012;0.6;0.5;38.3;29.3;34.8;26.0;35.3;31.1;151.1;25.7
4704;Zelfstandige;4617 Handelsbemiddeling in voeding;2013;0.6;0.5;34.8;26.5;32.2;24.4;32.0;28.9;105.9;21.0
4705;Zelfstandige;4617 Handelsbemiddeling in voeding;2014;0.6;0.5;39.3;28.0;36.1;25.2;43.4;31.3;103.8;21.8
4706;Zelfstandige;4617 Handelsbemiddeling in voeding;2015;0.6;0.5;40.0;25.9;36.5;24.2;41.7;30.7;104.5;19.0
4707;Zelfstandige;4618 Overige handelsbemiddeling;2007;1.0;0.8;37.3;27.4;34.6;25.6;32.1;26.8;185.9;21.5
4708;Zelfstandige;4618 Overige handelsbemiddeling;2008;1.1;1.0;37.0;27.4;35.1;26.2;29.7;25.8;182.7;21.3
4709;Zelfstandige;4618 Overige handelsbemiddeling;2009;1.0;0.9;34.5;25.6;32.5;23.7;29.1;24.3;140.1;16.8
4710;Zelfstandige;4618 Overige handelsbemiddeling;2010;1.3;1.1;35.4;25.5;33.0;23.4;29.0;24.6;145.1;19.8
4711;Zelfstandige;4618 Overige handelsbemiddeling;2011;1.4;1.2;33.4;25.4;31.2;23.6;29.3;26.4;127.0;15.7
4712;Zelfstandige;4618 Overige handelsbemiddeling;2012;1.6;1.4;32.0;24.7;29.8;22.5;29.5;25.8;103.9;17.0
4713;Zelfstandige;4618 Overige handelsbemiddeling;2013;1.7;1.5;32.2;24.5;29.9;22.1;29.9;25.1;70.1;14.9
4714;Zelfstandige;4618 Overige handelsbemiddeling;2014;1.8;1.5;35.0;26.0;32.6;23.9;34.6;27.8;62.5;15.8
4715;Zelfstandige;4618 Overige handelsbemiddeling;2015;1.9;1.7;33.4;26.7;31.1;25.0;32.8;27.6;77.2;15.3
4716;Zelfstandige;4619 Algemene handelsbemiddeling;2007;0.4;0.3;35.5;27.4;32.5;24.0;28.3;24.3;148.5;21.9
4717;Zelfstandige;4619 Algemene handelsbemiddeling;2008;0.5;0.4;34.8;27.6;32.0;24.3;27.5;23.9;146.8;19.5
4718;Zelfstandige;4619 Algemene handelsbemiddeling;2009;0.5;0.4;35.4;24.9;33.0;23.1;26.9;22.6;114.3;14.7
4719;Zelfstandige;4619 Algemene handelsbemiddeling;2010;0.6;0.5;38.0;26.0;35.2;22.9;27.9;24.9;116.0;14.2
4720;Zelfstandige;4619 Algemene handelsbemiddeling;2011;0.7;0.6;34.5;24.6;31.8;23.5;32.0;26.8;113.1;13.6
4721;Zelfstandige;4619 Algemene handelsbemiddeling;2012;0.7;0.6;32.4;25.1;29.8;22.1;28.5;26.4;82.2;12.7
4722;Zelfstandige;4619 Algemene handelsbemiddeling;2013;0.8;0.6;32.0;22.7;29.3;21.5;27.6;25.7;57.0;15.5
4723;Zelfstandige;4619 Algemene handelsbemiddeling;2014;0.8;0.7;33.5;24.0;31.5;21.8;32.4;27.4;59.4;12.5
4724;Zelfstandige;4619 Algemene handelsbemiddeling;2015;0.8;0.7;32.1;24.6;30.0;22.5;30.2;26.3;58.3;13.2
4725;Zelfstandige;462-469 Groothandel;2007;41.8;31.7;44.6;36.9;41.9;34.8;36.9;28.6;313.4;71.1
4726;Zelfstandige;462-469 Groothandel;2008;41.9;36.2;45.2;37.7;43.0;35.9;33.6;28.7;311.7;67.2
4727;Zelfstandige;462-469 Groothandel;2009;41.2;37.4;42.6;36.0;40.5;34.2;31.7;27.7;280.1;60.8
4728;Zelfstandige;462-469 Groothandel;2010;43.8;38.0;46.4;38.4;44.0;36.5;33.8;28.5;277.2;71.0
4729;Zelfstandige;462-469 Groothandel;2011;44.5;39.0;44.9;38.0;42.5;35.9;38.7;31.5;261.1;64.0
4730;Zelfstandige;462-469 Groothandel;2012;43.7;38.4;44.0;36.7;41.4;34.5;38.6;31.1;238.1;65.7
4731;Zelfstandige;462-469 Groothandel;2013;43.0;38.1;44.1;36.4;41.2;34.1;36.6;30.5;205.0;66.0
4732;Zelfstandige;462-469 Groothandel;2014;42.9;38.6;45.8;38.5;43.1;36.1;46.3;32.5;207.1;65.4
4733;Zelfstandige;462-469 Groothandel;2015;42.6;38.1;45.6;38.2;42.7;36.0;44.5;32.7;216.1;67.5
4734;Zelfstandige;462 Groothandel in landbouwproducten;2007;5.1;4.0;40.3;33.3;38.7;31.7;33.0;27.5;394.6;88.5
4735;Zelfstandige;462 Groothandel in landbouwproducten;2008;5.0;4.5;41.3;34.8;39.9;32.7;31.1;28.2;405.2;91.7
4736;Zelfstandige;462 Groothandel in landbouwproducten;2009;4.8;4.5;40.3;34.8;38.9;33.0;30.4;28.2;398.6;88.4
4737;Zelfstandige;462 Groothandel in landbouwproducten;2010;5.0;4.6;43.4;35.4;41.7;34.1;32.1;28.4;365.5;95.6
4738;Zelfstandige;462 Groothandel in landbouwproducten;2011;5.1;4.7;41.6;35.3;39.8;33.4;35.4;31.4;360.1;92.5
4739;Zelfstandige;462 Groothandel in landbouwproducten;2012;5.0;4.6;41.4;35.0;39.6;33.0;36.3;31.4;337.6;87.8
4740;Zelfstandige;462 Groothandel in landbouwproducten;2013;4.9;4.5;41.2;34.8;39.1;32.8;34.8;31.0;302.2;92.2
4741;Zelfstandige;462 Groothandel in landbouwproducten;2014;4.7;4.4;44.1;37.1;42.3;35.4;44.0;32.9;303.6;92.0
4742;Zelfstandige;462 Groothandel in landbouwproducten;2015;4.7;4.3;42.5;36.0;40.5;34.8;41.8;32.7;320.6;96.8
4743;Zelfstandige;4621 Groothandel in akkerbouwproducten;2007;1.2;0.9;46.1;38.2;43.9;35.6;39.8;30.6;500.1;143.2
4744;Zelfstandige;4621 Groothandel in akkerbouwproducten;2008;1.2;1.0;48.6;40.7;46.8;39.2;36.9;32.3;554.8;169.9
4745;Zelfstandige;4621 Groothandel in akkerbouwproducten;2009;1.1;1.0;43.8;38.8;42.0;37.9;34.5;31.6;558.2;194.5
4746;Zelfstandige;4621 Groothandel in akkerbouwproducten;2010;1.1;1.0;46.2;39.9;44.5;38.5;36.1;31.2;500.7;201.1
4747;Zelfstandige;4621 Groothandel in akkerbouwproducten;2011;1.1;1.0;48.4;41.4;45.9;38.8;42.4;36.2;495.7;199.0
4748;Zelfstandige;4621 Groothandel in akkerbouwproducten;2012;1.1;1.0;48.0;40.2;45.9;38.8;44.2;35.7;472.1;190.4
4749;Zelfstandige;4621 Groothandel in akkerbouwproducten;2013;1.1;1.0;46.7;40.5;44.1;38.9;39.9;34.3;429.3;201.1
4750;Zelfstandige;4621 Groothandel in akkerbouwproducten;2014;1.1;1.0;49.7;42.3;47.6;41.7;52.2;36.3;445.5;203.2
4751;Zelfstandige;4621 Groothandel in akkerbouwproducten;2015;1.1;1.0;46.2;38.2;43.8;37.5;47.9;35.5;475.1;209.7
4752;Zelfstandige;4622 Groothandel in bloemen en planten;2007;2.4;1.8;43.3;36.9;42.1;36.3;33.3;27.3;321.8;63.8
4753;Zelfstandige;4622 Groothandel in bloemen en planten;2008;2.3;2.0;43.2;37.5;42.1;36.7;30.5;27.7;314.6;58.8
4754;Zelfstandige;4622 Groothandel in bloemen en planten;2009;2.2;2.1;42.9;38.6;41.9;37.9;30.4;28.1;306.8;58.2
4755;Zelfstandige;4622 Groothandel in bloemen en planten;2010;2.3;2.1;46.5;39.8;45.0;40.1;31.7;28.0;298.1;62.2
4756;Zelfstandige;4622 Groothandel in bloemen en planten;2011;2.3;2.1;42.9;39.3;41.7;38.6;34.1;30.7;284.0;59.2
4757;Zelfstandige;4622 Groothandel in bloemen en planten;2012;2.3;2.1;44.0;38.5;42.9;38.9;35.0;30.8;249.0;54.9
4758;Zelfstandige;4622 Groothandel in bloemen en planten;2013;2.2;2.1;44.2;37.6;42.7;37.4;34.3;30.7;208.5;56.5
4759;Zelfstandige;4622 Groothandel in bloemen en planten;2014;2.2;2.0;46.8;41.4;45.8;40.3;44.5;32.7;214.3;57.1
4760;Zelfstandige;4622 Groothandel in bloemen en planten;2015;2.2;2.0;46.4;41.4;44.8;40.1;43.3;32.7;225.1;63.1
4761;Zelfstandige;4623 Groothandel in levende dieren;2007;1.5;1.1;30.1;25.0;28.4;23.5;26.4;24.9;432.8;93.7
4762;Zelfstandige;4623 Groothandel in levende dieren;2008;1.5;1.3;32.3;27.2;30.6;25.0;27.3;26.3;443.4;108.0
4763;Zelfstandige;4623 Groothandel in levende dieren;2009;1.4;1.4;32.7;26.7;31.0;24.8;27.0;26.1;450.7;101.2
4764;Zelfstandige;4623 Groothandel in levende dieren;2010;1.5;1.4;35.8;26.8;33.7;24.9;29.0;26.3;394.8;101.3
4765;Zelfstandige;4623 Groothandel in levende dieren;2011;1.6;1.5;33.5;28.0;31.5;25.2;31.5;29.7;391.7;99.9
4766;Zelfstandige;4623 Groothandel in levende dieren;2012;1.5;1.4;31.5;26.2;29.0;24.1;31.8;29.5;394.4;97.4
4767;Zelfstandige;4623 Groothandel in levende dieren;2013;1.4;1.4;31.7;26.2;29.2;23.2;31.1;29.5;356.6;113.0
4768;Zelfstandige;4623 Groothandel in levende dieren;2014;1.4;1.4;34.9;29.3;32.5;25.3;36.3;30.3;349.8;101.0
4769;Zelfstandige;4623 Groothandel in levende dieren;2015;1.3;1.3;32.6;26.3;30.4;24.6;33.4;29.5;386.2;113.9
4770;Zelfstandige;4624 Groothandel in huiden en leer;2007;0.1;0.1;;;;;;;;
4771;Zelfstandige;4624 Groothandel in huiden en leer;2008;0.1;0.1;;;;;;;;
4772;Zelfstandige;4624 Groothandel in huiden en leer;2009;0.1;0.1;;;;;;;;
4773;Zelfstandige;4624 Groothandel in huiden en leer;2010;0.1;0.1;;;;;;;;
4774;Zelfstandige;4624 Groothandel in huiden en leer;2011;0.1;0.1;;;;;;;;
4775;Zelfstandige;4624 Groothandel in huiden en leer;2012;0.1;0.1;;;;;;;;
4776;Zelfstandige;4624 Groothandel in huiden en leer;2013;0.1;0.1;;;;;;;;
4777;Zelfstandige;4624 Groothandel in huiden en leer;2014;0.1;0.1;;;;;;;;
4778;Zelfstandige;4624 Groothandel in huiden en leer;2015;0.1;0.1;;;;;;;;
4779;Zelfstandige;463 Groothandel in voedingsmiddelen;2007;5.2;4.0;43.7;35.0;41.5;32.5;36.7;27.7;317.2;65.4
4780;Zelfstandige;463 Groothandel in voedingsmiddelen;2008;5.1;4.5;44.0;34.8;41.9;32.9;33.8;28.3;326.3;61.7
4781;Zelfstandige;463 Groothandel in voedingsmiddelen;2009;5.0;4.6;43.4;34.3;41.0;32.3;32.6;27.6;294.5;56.3
4782;Zelfstandige;463 Groothandel in voedingsmiddelen;2010;5.3;4.6;46.3;36.2;43.9;34.1;34.1;28.1;272.2;65.4
4783;Zelfstandige;463 Groothandel in voedingsmiddelen;2011;5.5;4.8;43.9;35.5;41.4;32.8;39.1;31.0;248.3;56.0
4784;Zelfstandige;463 Groothandel in voedingsmiddelen;2012;5.4;4.7;42.9;34.6;40.1;31.9;38.4;30.7;226.6;57.3
4785;Zelfstandige;463 Groothandel in voedingsmiddelen;2013;5.4;4.7;44.1;34.4;40.9;31.1;36.7;30.3;195.9;57.2
4786;Zelfstandige;463 Groothandel in voedingsmiddelen;2014;5.5;4.9;46.6;36.3;43.5;34.0;47.4;32.3;193.6;54.8
4787;Zelfstandige;463 Groothandel in voedingsmiddelen;2015;5.7;5.0;46.7;36.6;43.4;33.7;44.3;32.0;182.1;54.1
4788;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2007;1.0;0.8;52.1;42.2;49.1;39.5;43.0;30.6;416.6;107.3
4789;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2008;1.0;0.9;50.7;41.1;47.4;40.0;38.0;30.1;429.6;112.7
4790;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2009;1.0;0.9;51.0;40.8;48.1;40.0;37.6;29.4;399.3;109.3
4791;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2010;1.0;0.9;55.5;42.6;53.1;41.1;38.6;30.1;369.6;118.4
4792;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2011;1.0;0.9;52.4;42.9;50.1;41.0;44.0;32.4;339.1;104.0
4793;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2012;1.0;0.9;50.4;41.6;48.0;39.5;43.7;32.8;316.4;110.0
4794;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2013;0.9;0.8;51.7;42.3;48.3;41.6;39.7;31.3;284.8;118.3
4795;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2014;0.9;0.8;57.1;45.5;53.5;42.9;54.4;34.8;302.7;114.6
4796;Zelfstandige;4631 Groothandel in groenten, fruit e.d.;2015;1.0;0.8;53.5;42.0;50.0;40.0;48.5;33.6;269.3;107.2
4797;Zelfstandige;4632 Groothandel in vlees;2007;0.7;0.5;46.5;37.1;43.6;35.2;38.3;28.1;415.2;79.1
4798;Zelfstandige;4632 Groothandel in vlees;2008;0.7;0.6;49.9;39.2;46.8;38.3;35.2;29.7;370.4;70.9
4799;Zelfstandige;4632 Groothandel in vlees;2009;0.7;0.6;49.6;40.0;46.8;38.8;34.0;30.3;363.1;70.5
4800;Zelfstandige;4632 Groothandel in vlees;2010;0.7;0.6;51.2;41.4;48.6;39.8;35.3;29.3;365.4;89.6
4801;Zelfstandige;4632 Groothandel in vlees;2011;0.7;0.6;47.3;38.9;44.4;36.0;40.1;31.8;331.4;78.7
4802;Zelfstandige;4632 Groothandel in vlees;2012;0.7;0.6;48.3;40.4;45.4;37.5;37.6;32.0;303.8;72.6
4803;Zelfstandige;4632 Groothandel in vlees;2013;0.7;0.6;49.4;40.0;45.9;35.9;36.1;31.9;265.0;75.8
4804;Zelfstandige;4632 Groothandel in vlees;2014;0.7;0.6;51.0;42.2;47.9;39.8;50.3;34.3;210.6;61.2
4805;Zelfstandige;4632 Groothandel in vlees;2015;0.7;0.6;52.9;41.7;49.4;39.8;48.6;34.0;233.8;60.9
4806;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2007;0.5;0.4;44.4;35.4;42.7;33.1;35.8;28.7;475.6;102.7
4807;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2008;0.4;0.4;43.0;33.8;41.7;32.0;33.6;28.4;499.1;110.4
4808;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2009;0.4;0.4;44.8;37.9;43.4;35.8;34.5;30.6;475.7;110.4
4809;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2010;0.4;0.4;48.5;38.7;46.3;37.0;38.2;30.7;433.3;132.2
4810;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2011;0.4;0.4;41.2;35.4;39.1;31.7;40.0;34.1;423.7;128.6
4811;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2012;0.4;0.4;42.3;35.9;39.6;31.8;42.0;34.9;446.0;105.2
4812;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2013;0.4;0.4;45.1;33.5;42.7;30.2;39.4;33.1;445.9;130.9
4813;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2014;0.4;0.4;46.2;35.0;43.0;33.0;52.3;35.9;458.3;120.6
4814;Zelfstandige;4633 Groothandel zuivel, vetten, eieren;2015;0.4;0.4;50.1;37.8;46.9;35.8;50.6;35.6;429.3;131.8
4815;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2007;0.7;0.5;37.4;28.7;35.3;27.5;34.1;28.0;273.0;61.2
4816;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2008;0.7;0.6;38.4;30.1;37.8;27.9;33.2;28.9;327.1;58.2
4817;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2009;0.7;0.7;36.5;28.8;34.9;26.9;30.7;26.5;257.0;47.6
4818;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2010;0.8;0.7;39.3;29.9;37.0;27.9;32.1;27.0;232.1;57.6
4819;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2011;0.8;0.7;37.0;28.9;34.5;25.6;37.0;31.0;213.4;41.5
4820;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2012;0.8;0.7;36.5;28.0;33.7;24.6;36.1;29.0;201.5;40.7
4821;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2013;0.8;0.7;36.6;28.0;33.7;24.4;35.7;30.0;151.6;42.9
4822;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2014;0.8;0.7;37.0;27.7;34.5;25.2;41.4;30.8;154.8;33.6
4823;Zelfstandige;4634 Groothandel in dranken, geen zuivel;2015;0.9;0.7;38.1;28.8;34.8;26.4;41.3;31.2;140.4;34.1
4824;Zelfstandige;4635 Groothandel in tabaksproducten;2007;0.0;0.0;;;;;;;;
4825;Zelfstandige;4635 Groothandel in tabaksproducten;2008;0.0;0.0;;;;;;;;
4826;Zelfstandige;4635 Groothandel in tabaksproducten;2009;0.0;0.0;;;;;;;;
4827;Zelfstandige;4635 Groothandel in tabaksproducten;2010;0.0;0.0;;;;;;;;
4828;Zelfstandige;4635 Groothandel in tabaksproducten;2011;0.0;0.0;;;;;;;;
4829;Zelfstandige;4635 Groothandel in tabaksproducten;2012;0.0;0.0;;;;;;;;
4830;Zelfstandige;4635 Groothandel in tabaksproducten;2013;0.0;0.0;;;;;;;;
4831;Zelfstandige;4635 Groothandel in tabaksproducten;2014;0.0;0.0;;;;;;;;
4832;Zelfstandige;4635 Groothandel in tabaksproducten;2015;0.0;0.0;;;;;;;;
4833;Zelfstandige;4636 Groothandel in suiker en chocolade;2007;0.2;0.1;42.8;30.8;44.0;28.0;37.2;27.7;310.6;79.2
4834;Zelfstandige;4636 Groothandel in suiker en chocolade;2008;0.2;0.1;43.0;28.0;46.0;29.7;31.5;26.3;261.1;41.1
4835;Zelfstandige;4636 Groothandel in suiker en chocolade;2009;0.1;0.1;35.5;29.6;33.8;26.8;26.0;24.6;196.6;36.2
4836;Zelfstandige;4636 Groothandel in suiker en chocolade;2010;0.2;0.1;41.8;29.6;39.7;26.9;31.7;28.4;185.8;48.7
4837;Zelfstandige;4636 Groothandel in suiker en chocolade;2011;0.2;0.1;37.0;29.1;37.4;27.9;32.1;30.6;196.7;51.4
4838;Zelfstandige;4636 Groothandel in suiker en chocolade;2012;0.2;0.1;36.4;27.1;32.6;25.7;33.5;30.1;178.1;41.3
4839;Zelfstandige;4636 Groothandel in suiker en chocolade;2013;0.1;0.1;42.8;33.0;39.7;30.3;34.9;29.5;153.2;53.1
4840;Zelfstandige;4636 Groothandel in suiker en chocolade;2014;0.2;0.1;49.7;36.3;46.1;34.9;43.9;31.8;158.5;50.9
4841;Zelfstandige;4636 Groothandel in suiker en chocolade;2015;0.2;0.1;43.8;28.5;40.2;27.2;40.9;32.7;141.4;42.1
4842;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2007;0.1;0.1;;;;;;;;
4843;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2008;0.1;0.1;37.7;34.9;35.6;31.0;28.3;26.5;232.3;
4844;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2009;0.1;0.1;36.4;26.0;34.8;24.6;26.2;25.5;190.7;18.0
4845;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2010;0.1;0.1;42.4;29.3;40.7;29.3;33.8;26.5;207.4;23.1
4846;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2011;0.1;0.1;40.3;32.6;38.7;30.4;37.4;30.4;195.4;18.6
4847;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2012;0.1;0.1;36.7;29.4;35.3;27.3;30.9;29.4;135.9;17.1
4848;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2013;0.1;0.1;38.8;30.3;37.3;28.3;33.9;28.7;62.3;24.3
4849;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2014;0.2;0.2;42.2;35.5;40.8;33.0;47.7;31.3;125.7;26.8
4850;Zelfstandige;4637 Groothandel koffie, specerijen e.d.;2015;0.2;0.2;43.2;35.8;41.3;34.5;45.6;32.9;101.3;31.1
4851;Zelfstandige;4638 Groothandel in overige voeding;2007;1.3;1.0;42.1;32.4;40.3;30.9;35.0;26.6;255.8;47.1
4852;Zelfstandige;4638 Groothandel in overige voeding;2008;1.2;1.0;41.6;32.2;39.9;30.5;32.3;27.3;259.0;44.4
4853;Zelfstandige;4638 Groothandel in overige voeding;2009;1.2;1.1;41.3;31.4;38.7;28.8;32.0;27.1;242.5;42.4
4854;Zelfstandige;4638 Groothandel in overige voeding;2010;1.2;1.1;44.4;34.9;41.8;33.3;32.2;27.5;234.0;51.5
4855;Zelfstandige;4638 Groothandel in overige voeding;2011;1.3;1.1;43.6;35.6;40.9;33.8;38.0;30.3;215.4;49.9
4856;Zelfstandige;4638 Groothandel in overige voeding;2012;1.3;1.1;41.7;34.4;39.0;31.6;38.5;30.3;195.2;54.7
