ID;KenmerkenWerknemers;Marges;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;WerktijdenBepalen_9;WerkplekBepalen_10;EmotioneelMoeilijkeWerksituaties_11;EmotioneelVeeleisendWerk_12;EmotioneelBetrokkenBijWerk_13;VanKlantenTot2022_14;VanLeidinggevendenOfCollegaS_15;DoorKlantenTot2022_16;DoorLeidinggevendenOfCollegaS_17;DoorKlantenTot2022_18;DoorLeidinggevendenOfCollegaS_19;DoorKlantenTot2022_20;DoorLeidinggevendenOfCollegaS_21;VanKlantLeidinggevendeOfCollega_22;VanKlantenVanaf2022_23;VanLeidinggevenden_24;VanCollegaS_25;DoorKlantLeidinggevendeOfCollega_26;DoorKlantenVanaf2022_27;DoorLeidinggevenden_28;DoorCollegaS_29;DoorKlantLeidinggevendeOfCollega_30;DoorKlantenVanaf2022_31;DoorLeidinggevenden_32;DoorCollegaS_33;DoorKlantLeidinggevendeOfCollega_34;DoorKlantenVanaf2022_35;DoorLeidinggevenden_36;DoorCollegaS_37;PsychischeVermoeidheidDoorHetWerk_38;EmotioneelUitgeput_39;LeegVoelen_40;SOchtendsMoeVoelen_41;VergtVeelOmMetMensenTeWerken_42;UitgeputDoorWerk_43
179;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2014;38.4;44.9;35.1;50.4;52.4;54.5;54.7;37.4;17.4;;11.3;12.5;13.2;5.4;3.4;14.3;11.9;5.4;2.0;8.7;13.3;;;;;;;;;;;;;;;;;27.2;23.4;41.2;30.9;19.7;25.4
181;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2015;35.6;44.8;32.8;50.9;54.9;57.6;55.4;39.7;18.9;;10.8;12.6;11.4;4.5;2.1;12.3;10.6;5.0;1.5;7.7;13.3;;;;;;;;;;;;;;;;;22.4;19.7;36.3;26.8;15.7;23.7
182;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2016;37.7;46.1;34.0;49.4;52.3;56.0;57.5;38.2;18.9;;12.7;13.0;11.8;5.1;2.9;13.5;12.8;5.3;1.7;8.7;15.9;;;;;;;;;;;;;;;;;23.5;21.1;37.2;29.3;15.4;23.2
183;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2017;38.9;47.4;35.0;50.7;50.0;53.7;56.9;39.5;19.6;;13.3;15.0;14.2;5.6;4.4;12.2;12.8;4.9;1.7;7.7;15.3;;;;;;;;;;;;;;;;;27.6;24.8;40.0;30.0;20.0;27.2
184;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2018;36.9;45.9;33.5;51.3;51.4;54.9;56.2;40.8;20.6;;12.9;14.1;14.1;5.2;2.9;12.8;11.7;4.8;1.5;7.8;14.0;;;;;;;;;;;;;;;;;27.2;26.1;41.0;31.2;20.3;26.7
185;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2019;36.5;45.2;32.9;50.2;50.5;53.8;55.5;42.2;22.2;;12.9;14.2;15.3;8.7;5.2;16.7;15.2;6.4;2.7;12.3;16.9;;;;;;;;;;;;;;;;;28.2;24.4;39.8;31.6;20.1;27.8
186;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2020;32.0;43.6;30.5;50.6;53.0;55.4;56.0;42.6;23.2;;11.4;12.8;15.0;4.3;2.8;10.9;8.4;4.2;1.4;7.3;12.4;;;;;;;;;;;;;;;;;23.6;22.0;36.1;27.1;19.1;23.4
187;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2021;35.1;47.9;34.9;49.7;51.0;53.4;54.5;42.4;22.7;;14.8;14.9;16.6;5.5;3.4;13.0;11.4;5.4;2.3;9.6;14.2;;;;;;;;;;;;;;;;;26.8;24.1;39.3;32.1;21.2;27.3
188;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Migratieachtergrond: 2e gen niet-west...;Waarde;2014;35.5;43.0;32.6;43.6;49.3;46.1;54.8;37.9;21.0;;7.4;10.6;11.2;7.5;2.6;16.6;8.7;4.7;0.9;7.2;9.9;;;;;;;;;;;;;;;;;18.5;15.7;29.9;24.8;12.0;18.0
190;Migratieachtergrond: 2e gen niet-west...;Waarde;2015;34.0;39.5;30.3;46.3;47.9;48.7;55.3;37.5;21.9;;6.9;9.8;10.3;7.3;3.6;15.3;9.9;3.1;0.5;5.4;8.3;;;;;;;;;;;;;;;;;17.0;14.1;29.2;22.5;12.3;17.0
191;Migratieachtergrond: 2e gen niet-west...;Waarde;2016;36.6;41.7;31.0;44.0;47.8;46.4;56.5;37.5;22.0;;8.1;11.6;11.7;8.3;3.4;17.4;9.1;5.0;0.8;7.1;9.5;;;;;;;;;;;;;;;;;21.5;18.8;33.1;28.0;15.6;19.8
192;Migratieachtergrond: 2e gen niet-west...;Waarde;2017;36.5;41.1;31.8;43.6;46.6;48.4;56.4;39.0;24.5;;9.7;14.0;13.0;8.4;2.9;20.4;10.2;4.1;0.5;7.2;8.8;;;;;;;;;;;;;;;;;21.0;16.9;32.3;27.9;14.9;20.2
193;Migratieachtergrond: 2e gen niet-west...;Waarde;2018;32.3;41.6;29.4;46.8;50.6;50.2;56.0;44.9;25.9;;8.6;12.3;12.0;7.9;4.0;20.4;11.0;5.4;1.6;8.9;10.2;;;;;;;;;;;;;;;;;21.9;20.4;32.7;27.8;16.2;20.4
194;Migratieachtergrond: 2e gen niet-west...;Waarde;2019;33.9;40.4;29.9;47.6;48.7;48.6;54.5;43.1;26.6;;8.9;12.3;11.5;11.0;5.3;23.5;12.0;6.6;1.4;10.8;10.7;;;;;;;;;;;;;;;;;21.6;19.6;33.4;29.1;17.5;20.6
195;Migratieachtergrond: 2e gen niet-west...;Waarde;2020;32.1;40.4;29.6;47.7;51.7;52.2;56.9;47.5;29.2;;9.0;13.6;14.3;7.8;3.6;19.8;8.1;4.5;1.1;8.4;8.4;;;;;;;;;;;;;;;;;22.1;21.5;33.4;27.3;17.8;20.8
196;Migratieachtergrond: 2e gen niet-west...;Waarde;2021;33.4;40.5;29.7;45.6;49.2;45.2;53.3;44.9;27.8;;11.3;14.3;14.7;9.0;2.8;20.0;8.3;5.1;0.8;7.0;7.6;;;;;;;;;;;;;;;;;22.7;22.3;31.6;29.3;20.9;22.2
197;Migratieachtergrond: 2e gen niet-west...;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2014;32.0;39.3;29.2;39.9;45.6;42.4;51.0;34.4;18.2;;5.8;8.6;9.2;5.8;1.7;14.1;7.0;3.3;0.4;5.5;8.0;;;;;;;;;;;;;;;;;15.8;13.2;26.6;21.7;9.8;15.4
199;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2015;31.2;36.5;27.6;43.3;44.9;45.7;52.3;34.6;19.5;;5.6;8.2;8.7;5.9;2.7;13.3;8.2;2.2;0.2;4.2;6.8;;;;;;;;;;;;;;;;;14.9;12.1;26.5;20.1;10.4;14.8
200;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2016;33.9;38.9;28.4;41.2;44.9;43.6;53.6;34.7;19.8;;6.7;9.9;10.0;6.8;2.5;15.3;7.6;3.8;0.4;5.7;8.0;;;;;;;;;;;;;;;;;19.2;16.6;30.4;25.4;13.6;17.5
201;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2017;33.8;38.3;29.1;40.8;43.7;45.5;53.5;36.3;22.1;;8.2;12.2;11.2;6.9;2.1;18.2;8.6;3.1;0.2;5.8;7.3;;;;;;;;;;;;;;;;;18.8;14.9;29.6;25.4;13.0;18.0
202;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2018;30.2;39.4;27.4;44.6;48.4;47.9;53.8;42.7;24.0;;7.5;10.9;10.7;6.8;3.2;18.7;9.7;4.4;1.1;7.7;8.9;;;;;;;;;;;;;;;;;20.1;18.7;30.6;25.8;14.7;18.6
203;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2019;31.7;38.1;27.8;45.3;46.3;46.3;52.1;40.7;24.5;;7.6;10.8;10.1;9.6;4.3;21.5;10.6;5.5;0.9;9.4;9.3;;;;;;;;;;;;;;;;;19.7;17.8;31.2;27.0;15.8;18.8
204;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2020;29.9;38.1;27.5;45.4;49.4;49.9;54.6;45.1;27.1;;7.7;12.1;12.7;6.6;2.8;18.1;7.0;3.6;0.7;7.2;7.2;;;;;;;;;;;;;;;;;20.2;19.7;31.3;25.3;16.2;18.9
205;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2021;31.0;38.0;27.4;43.1;46.6;42.7;50.7;42.4;25.6;;9.8;12.7;13.1;7.6;2.1;18.0;7.0;4.0;0.5;5.8;6.3;;;;;;;;;;;;;;;;;20.7;20.3;29.3;27.0;18.9;20.1
206;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2014;39.2;46.7;36.3;47.3;53.1;49.9;58.5;41.6;24.0;;9.4;12.9;13.6;9.8;3.9;19.5;10.8;6.5;2.1;9.4;12.2;;;;;;;;;;;;;;;;;21.5;18.6;33.4;28.1;14.5;21.0
208;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2015;37.0;42.5;33.2;49.4;50.9;51.8;58.4;40.5;24.5;;8.6;11.7;12.3;8.9;5.0;17.6;11.8;4.3;1.1;7.0;10.2;;;;;;;;;;;;;;;;;19.5;16.3;32.0;25.2;14.4;19.5
209;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2016;39.4;44.6;33.7;46.8;50.6;49.3;59.4;40.3;24.5;;9.8;13.5;13.6;10.0;4.5;19.6;10.8;6.4;1.6;8.7;11.2;;;;;;;;;;;;;;;;;24.0;21.1;35.9;30.6;17.8;22.2
210;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2017;39.4;44.0;34.5;46.5;49.4;51.3;59.2;41.9;27.0;;11.6;16.1;15.0;10.1;4.0;22.8;12.1;5.4;1.2;8.8;10.6;;;;;;;;;;;;;;;;;23.5;19.2;35.0;30.6;17.0;22.6
211;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2018;34.4;43.8;31.5;49.0;52.9;52.4;58.3;47.2;28.0;;10.0;13.8;13.5;9.2;5.0;22.3;12.5;6.5;2.3;10.3;11.6;;;;;;;;;;;;;;;;;23.8;22.3;34.8;29.9;17.9;22.3
212;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2019;36.2;42.8;32.2;50.0;51.0;51.0;56.8;45.4;28.7;;10.3;13.9;13.0;12.6;6.5;25.5;13.7;7.9;2.1;12.4;12.3;;;;;;;;;;;;;;;;;23.6;21.5;35.7;31.3;19.4;22.6
213;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2020;34.3;42.7;31.8;50.1;54.1;54.6;59.3;49.9;31.4;;10.4;15.3;16.0;9.2;4.6;21.8;9.5;5.6;1.8;9.9;9.8;;;;;;;;;;;;;;;;;24.1;23.5;35.6;29.4;19.7;22.7
214;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2021;35.9;43.1;32.1;48.2;51.7;47.8;55.8;47.5;30.2;;13.0;16.1;16.6;10.6;3.8;22.1;9.8;6.3;1.4;8.5;9.0;;;;;;;;;;;;;;;;;24.9;24.5;34.0;31.7;23.1;24.4
215;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Migratieachtergrond : onbekend;Waarde;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Migratieachtergrond : onbekend;Waarde;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Migratieachtergrond : onbekend;Waarde;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Migratieachtergrond : onbekend;Waarde;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Migratieachtergrond : onbekend;Waarde;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Migratieachtergrond : onbekend;Waarde;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Migratieachtergrond : onbekend;Waarde;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Migratieachtergrond : onbekend;Waarde;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Migratieachtergrond : onbekend;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Arbeidsduur: deeltijd;Waarde;2014;35.1;41.3;28.4;52.1;54.7;48.6;59.4;41.5;19.6;;8.0;12.9;12.4;8.1;1.9;22.5;10.4;7.9;0.4;6.2;6.8;;;;;;;;;;;;;;;;;12.9;12.4;27.5;16.5;9.9;12.3
244;Arbeidsduur: deeltijd;Waarde;2015;35.5;41.9;28.4;51.8;54.9;49.5;59.3;43.1;20.5;;7.6;12.5;12.2;7.6;2.0;21.8;10.2;7.7;0.3;5.7;7.1;;;;;;;;;;;;;;;;;12.2;11.4;25.3;15.5;9.7;11.7
245;Arbeidsduur: deeltijd;Waarde;2016;35.2;41.7;28.4;51.6;53.9;48.3;59.3;42.5;21.3;;8.1;12.9;12.3;8.2;2.3;23.1;9.8;8.0;0.4;6.5;7.1;;;;;;;;;;;;;;;;;13.4;12.2;27.3;17.2;10.7;12.6
246;Arbeidsduur: deeltijd;Waarde;2017;36.0;42.9;30.5;51.3;52.9;47.5;59.7;42.8;22.3;;9.1;13.8;13.5;9.0;2.5;23.5;9.9;8.1;0.4;6.3;6.9;;;;;;;;;;;;;;;;;15.2;13.7;28.3;18.4;12.4;13.5
247;Arbeidsduur: deeltijd;Waarde;2018;35.7;42.8;28.7;52.2;53.6;49.0;59.5;44.7;23.3;;8.7;13.9;13.7;7.8;2.3;22.6;9.8;8.1;0.5;6.7;7.2;;;;;;;;;;;;;;;;;16.3;16.6;29.8;19.2;13.6;14.4
248;Arbeidsduur: deeltijd;Waarde;2019;34.9;42.6;28.6;52.8;54.1;49.8;59.6;45.8;24.1;;9.1;14.5;14.4;12.0;3.4;28.2;12.1;9.7;0.7;9.0;9.0;;;;;;;;;;;;;;;;;16.4;15.5;29.5;19.8;14.1;14.8
249;Arbeidsduur: deeltijd;Waarde;2020;31.5;38.9;25.5;53.1;54.7;51.6;59.1;46.7;25.3;;8.4;13.1;14.4;6.8;2.0;22.1;7.8;6.9;0.5;6.2;5.7;;;;;;;;;;;;;;;;;14.9;14.9;28.5;17.8;13.0;13.0
250;Arbeidsduur: deeltijd;Waarde;2021;32.5;41.0;27.5;52.2;54.1;50.0;58.1;46.3;25.5;;9.2;13.9;14.8;9.1;2.2;23.1;8.0;7.7;0.4;7.1;6.3;;;;;;;;;;;;;;;;;16.2;15.6;29.4;20.2;14.5;14.5
251;Arbeidsduur: deeltijd;Waarde;2022;31.3;39.2;25.5;53.5;53.4;49.9;56.0;48.4;26.2;21.1;7.0;12.5;12.2;;;;;;;;;6.3;4.9;0.4;1.0;13.3;10.8;1.3;1.0;4.2;3.8;0.0;0.1;4.5;1.4;1.1;2.2;18.8;19.3;32.4;21.6;17.1;15.6
252;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2014;34.3;40.5;27.7;51.3;54.0;47.9;58.6;40.8;19.0;;7.6;12.4;11.9;7.6;1.7;21.8;10.0;7.5;0.3;5.9;6.4;;;;;;;;;;;;;;;;;12.4;11.9;26.8;15.9;9.4;11.8
253;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2015;34.8;41.2;27.8;51.1;54.2;48.8;58.6;42.4;20.0;;7.2;12.1;11.8;7.3;1.8;21.3;9.8;7.4;0.3;5.3;6.8;;;;;;;;;;;;;;;;;11.7;11.0;24.7;15.0;9.3;11.2
254;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2016;34.6;41.0;27.8;50.8;53.2;47.6;58.6;41.8;20.7;;7.8;12.4;11.9;7.8;2.1;22.5;9.4;7.6;0.3;6.1;6.8;;;;;;;;;;;;;;;;;13.0;11.7;26.7;16.6;10.3;12.1
255;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2017;35.4;42.2;29.9;50.6;52.2;46.9;59.0;42.2;21.7;;8.7;13.3;13.1;8.6;2.3;22.9;9.5;7.8;0.3;6.0;6.5;;;;;;;;;;;;;;;;;14.7;13.3;27.7;17.8;11.9;13.1
256;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2018;35.1;42.2;28.2;51.7;53.0;48.4;59.0;44.1;22.8;;8.3;13.5;13.3;7.5;2.1;22.2;9.5;7.8;0.4;6.4;6.9;;;;;;;;;;;;;;;;;15.9;16.1;29.3;18.7;13.2;14.0
257;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2019;34.4;42.0;28.0;52.2;53.5;49.2;59.0;45.3;23.6;;8.7;14.1;14.0;11.6;3.2;27.7;11.7;9.4;0.6;8.7;8.7;;;;;;;;;;;;;;;;;15.9;15.1;29.0;19.3;13.7;14.4
258;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2020;30.9;38.3;24.9;52.5;54.1;51.0;58.5;46.1;24.8;;8.0;12.7;14.0;6.5;1.8;21.6;7.4;6.6;0.4;6.0;5.4;;;;;;;;;;;;;;;;;14.4;14.5;28.0;17.3;12.6;12.6
259;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2021;31.9;40.4;26.9;51.6;53.4;49.3;57.5;45.6;24.9;;8.9;13.5;14.4;8.8;2.0;22.6;7.6;7.3;0.3;6.7;6.0;;;;;;;;;;;;;;;;;15.7;15.1;28.8;19.6;14.1;14.1
260;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2022;30.7;38.6;25.0;52.8;52.8;49.3;55.4;47.8;25.7;20.6;6.6;12.0;11.6;;;;;;;;;5.9;4.5;0.3;0.8;12.7;10.3;1.1;0.9;3.9;3.5;0.0;0.1;4.2;1.2;0.9;1.9;18.4;18.8;31.8;21.0;16.7;15.1
261;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2014;35.8;42.0;29.1;52.9;55.5;49.4;60.1;42.3;20.2;;8.4;13.4;12.9;8.5;2.1;23.1;10.9;8.4;0.5;6.6;7.2;;;;;;;;;;;;;;;;;13.4;13.0;28.2;17.1;10.4;12.9
262;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2015;36.1;42.6;29.1;52.5;55.6;50.2;60.0;43.7;21.1;;7.9;13.0;12.7;8.0;2.2;22.4;10.6;8.1;0.4;6.0;7.5;;;;;;;;;;;;;;;;;12.6;11.8;25.9;16.0;10.1;12.1
263;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2016;35.9;42.4;29.0;52.3;54.6;49.0;60.0;43.2;21.9;;8.5;13.4;12.7;8.6;2.5;23.7;10.2;8.4;0.5;6.9;7.5;;;;;;;;;;;;;;;;;13.9;12.6;27.9;17.7;11.2;13.1
264;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2017;36.7;43.6;31.2;52.0;53.6;48.2;60.4;43.5;22.9;;9.5;14.2;14.0;9.4;2.7;24.1;10.3;8.5;0.5;6.7;7.2;;;;;;;;;;;;;;;;;15.7;14.2;28.9;18.9;12.9;14.0
265;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2018;36.2;43.3;29.2;52.8;54.2;49.6;60.1;45.3;23.8;;9.0;14.3;14.1;8.1;2.5;23.1;10.2;8.4;0.6;7.0;7.5;;;;;;;;;;;;;;;;;16.7;17.0;30.4;19.6;14.0;14.8
266;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2019;35.5;43.2;29.1;53.4;54.6;50.4;60.2;46.4;24.7;;9.4;14.9;14.8;12.4;3.6;28.7;12.5;10.1;0.8;9.4;9.4;;;;;;;;;;;;;;;;;16.8;16.0;30.1;20.3;14.5;15.2
267;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2020;32.1;39.5;26.0;53.7;55.4;52.3;59.7;47.3;25.9;;8.7;13.5;14.9;7.1;2.1;22.6;8.1;7.2;0.6;6.6;6.0;;;;;;;;;;;;;;;;;15.3;15.4;29.1;18.2;13.4;13.4
268;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2021;33.1;41.7;28.1;52.9;54.7;50.7;58.8;46.9;26.1;;9.6;14.4;15.3;9.5;2.5;23.7;8.3;8.0;0.6;7.4;6.7;;;;;;;;;;;;;;;;;16.7;16.1;30.0;20.7;15.0;15.0
269;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2022;31.9;39.8;26.1;54.1;54.0;50.5;56.6;49.0;26.8;21.6;7.5;13.1;12.8;;;;;;;;;6.8;5.3;0.6;1.2;13.9;11.4;1.5;1.2;4.6;4.1;0.1;0.2;4.9;1.6;1.3;2.5;19.3;19.8;33.0;22.1;17.6;16.0
270;Arbeidsduur: voltijd;Waarde;2014;38.2;49.8;33.3;70.0;71.1;64.2;78.0;55.2;26.8;;7.5;11.3;14.4;2.4;1.7;15.4;13.2;3.7;0.6;4.7;8.9;;;;;;;;;;;;;;;;;15.9;15.3;33.9;20.3;10.6;13.6
271;Arbeidsduur: voltijd;Waarde;2015;37.2;49.5;33.2;69.2;70.5;64.7;77.4;54.9;26.5;;7.2;10.9;13.8;2.4;1.6;15.1;12.2;3.5;0.4;4.3;9.0;;;;;;;;;;;;;;;;;14.8;13.4;30.8;19.3;9.9;13.7
272;Arbeidsduur: voltijd;Waarde;2016;37.2;49.0;33.0;69.5;70.2;64.2;77.6;54.7;26.9;;7.9;11.4;14.0;2.5;1.8;15.2;12.5;3.6;0.5;4.5;9.5;;;;;;;;;;;;;;;;;15.9;15.0;33.1;20.8;10.6;14.2
273;Arbeidsduur: voltijd;Waarde;2017;37.7;50.2;34.2;68.9;69.7;63.7;77.4;55.6;27.1;;8.2;12.2;14.9;2.8;1.7;14.6;12.9;3.3;0.4;4.5;9.7;;;;;;;;;;;;;;;;;16.7;15.3;32.6;20.7;11.8;15.3
274;Arbeidsduur: voltijd;Waarde;2018;37.6;51.0;33.0;69.6;70.4;64.5;77.1;57.2;29.0;;8.7;12.1;16.0;2.5;2.1;14.5;11.8;3.4;0.7;4.7;8.9;;;;;;;;;;;;;;;;;18.5;19.0;34.7;22.0;13.5;16.3
275;Arbeidsduur: voltijd;Waarde;2019;36.3;49.6;32.4;70.5;71.0;65.1;77.8;59.0;30.2;;8.8;12.1;16.1;4.2;2.9;18.5;14.7;4.5;0.9;6.6;11.4;;;;;;;;;;;;;;;;;18.0;17.1;33.2;21.7;13.9;16.3
276;Arbeidsduur: voltijd;Waarde;2020;33.4;46.8;29.5;71.8;72.7;68.4;77.9;61.1;32.0;;7.5;11.2;16.1;2.0;1.6;12.8;9.3;2.9;0.4;4.0;7.7;;;;;;;;;;;;;;;;;16.8;17.3;32.2;21.1;13.0;14.3
277;Arbeidsduur: voltijd;Waarde;2021;34.9;49.7;32.5;70.6;71.3;65.8;77.4;59.8;31.7;;9.0;12.5;17.2;2.7;2.1;13.3;9.8;3.1;0.6;4.7;7.7;;;;;;;;;;;;;;;;;18.6;17.6;33.0;22.9;14.3;16.4
278;Arbeidsduur: voltijd;Waarde;2022;31.4;46.0;29.1;71.8;71.5;66.4;75.9;61.5;31.6;34.0;6.0;9.4;12.8;;;;;;;;;2.5;1.1;0.3;1.1;9.4;5.8;1.8;1.9;1.8;1.4;0.1;0.2;5.2;0.8;1.5;3.1;21.3;21.3;36.6;24.7;16.8;17.1
279;Arbeidsduur: voltijd;Ondergrens 95%-interval;2014;37.5;49.0;32.5;69.3;70.4;63.4;77.3;54.4;26.2;;7.1;10.8;13.9;2.2;1.5;14.8;12.7;3.4;0.4;4.4;8.4;;;;;;;;;;;;;;;;;15.4;14.7;33.2;19.7;10.1;13.1
280;Arbeidsduur: voltijd;Ondergrens 95%-interval;2015;36.5;48.8;32.5;68.5;69.9;64.0;76.8;54.2;25.9;;6.9;10.4;13.3;2.2;1.4;14.6;11.7;3.2;0.4;4.0;8.6;;;;;;;;;;;;;;;;;14.3;12.9;30.1;18.7;9.5;13.2
