ID;InstitutionalSectors;Periods;Balance_1;Revenue_2;Expenditure_3;MaastrichtDebt_4;ChangeInMaastrichtDebt_5;DeficitEMU_6;NetAcquisitionOfFinancialAssets_7;TransactionsInOtherLiabilities_8;ValuationEffects_9;StatisticalDiscrepancy_10;ContributionToGeneralGovernmentDebt_11;Balance_12;MaastrichtDebt_13;ContributionToGeneralGovernmentDebt_14
386;The State;2021;-29406;234599;-264005;454670.0;25868.0;29406;8584.0;-6209.0;-5925.0;12.0;428059.0;-3.3;51.0;48.0
387;The State;2022 1st quarter;3642;69076;-65434;451294.0;-3376.0;-3642;2702.0;-5442.0;2950.0;56.0;421567.0;-2.5;49.1;45.9
388;The State;2022 2nd quarter;-4387;63031;-67418;469746.0;18452.0;4387;18886.0;-5915.0;867.0;227.0;436494.0;-0.9;49.8;46.3
389;The State;2022 3rd quarter;-10074;60271;-70345;476598.0;6852.0;10074;-15711.0;10985.0;907.0;597.0;446608.0;-1.2;49.3;46.2
390;The State;2022 4th quarter;-3876;72459;-76335;495902.0;19304.0;3876;19346.0;-3102.0;55.0;-871.0;469425.0;-1.5;49.9;47.2
391;The State;2022;-14695;264837;-279532;495902.0;41232.0;14695;25223.0;-3474.0;4779.0;9.0;469425.0;-1.5;49.9;47.2
392;The State;2023 1st quarter;-11726;72717;-84443;488609.0;-7293.0;11726;-22219.0;-2161.0;5401.0;-40.0;474060.0;-3.0;48.1;46.7
393;The State;2023 2nd quarter;-4621;69186;-73807;509478.0;20869.0;4621;2585.0;15531.0;466.0;-2334.0;492759.0;-2.9;49.2;47.6
394;The State;2023 3rd quarter;-3503;67060;-70563;499116.0;-10362.0;3503;-13810.0;-3044.0;52.0;2937.0;483880.0;-2.3;47.4;46.0
395;The State;2023 4th quarter;-2470;75242;-77712;505490.0;6374.0;2470;12322.0;-6363.0;-1495.0;-560.0;492390.0;-2.1;47.3;46.1
396;The State;2023;-22320;284205;-306525;505490.0;9588.0;22320;-21122.0;3963.0;4424.0;3.0;492390.0;-2.1;47.3;46.1
397;The State;2024 1st quarter;1899;75729;-73830;501665.0;-3825.0;-1899;567.0;-5558.0;2748.0;317.0;482020.0;-0.8;46.3;44.5
398;The State;2024 2nd quarter;-5591;78061;-83652;528807.0;27142.0;5591;14240.0;7796.0;-7.0;-478.0;516411.0;-0.9;48.1;46.9
399;The State;2024 3rd quarter;-4461;75059;-79520;516335.0;-12472.0;4461;-17102.0;-122.0;539.0;-248.0;504417.0;-1.0;46.3;45.2
400;The State;2024 4th quarter;-12603;76034;-88637;536121.0;19786.0;12603;12708.0;-5503.0;-404.0;382.0;522131.0;-1.8;47.3;46.0
401;The State;2024;-20756;304883;-325639;536121.0;30631.0;20756;10413.0;-3387.0;2876.0;-27.0;522131.0;-1.8;47.3;46.0
402;Other central government;1995;-286;10338;-10624;;;286;;;;;;-0.1;;
403;Other central government;1996;-85;11042;-11127;;;85;;;;;;0.0;;
404;Other central government;1997;-364;11264;-11628;;;364;;;;;;-0.1;;
405;Other central government;1998;-265;12130;-12395;;;265;;;;;;-0.1;;
406;Other central government;1999 1st quarter;581;3930;-3349;;;-581;;;;;;;;
407;Other central government;1999 2nd quarter;-690;2815;-3505;;;690;;;;;;;;
408;Other central government;1999 3rd quarter;226;3562;-3336;;;-226;;;;;;;;
409;Other central government;1999 4th quarter;14;3507;-3493;;;-14;;;;;;0.0;;
410;Other central government;1999;131;13814;-13683;;;-131;;;;;;0.0;;
411;Other central government;2000 1st quarter;241;3744;-3503;;;-241;;;;;;0.0;;
412;Other central government;2000 2nd quarter;-199;3503;-3702;;;199;;;;;;0.1;;
413;Other central government;2000 3rd quarter;63;3585;-3522;;;-63;;;;;;0.0;;
414;Other central government;2000 4th quarter;-196;3503;-3699;;;196;;;;;;0.0;;
415;Other central government;2000;-91;14335;-14426;;;91;;;;;;0.0;;
416;Other central government;2001 1st quarter;-144;3817;-3961;;;144;;;;;;-0.1;;
417;Other central government;2001 2nd quarter;-107;4059;-4166;;;107;;;;;;-0.1;;
418;Other central government;2001 3rd quarter;-254;3697;-3951;;;254;;;;;;-0.1;;
419;Other central government;2001 4th quarter;-128;4009;-4137;;;128;;;;;;-0.1;;
420;Other central government;2001;-633;15582;-16215;;;633;;;;;;-0.1;;
421;Other central government;2002 1st quarter;-159;3943;-4102;;;159;;;;;;-0.1;;
422;Other central government;2002 2nd quarter;4;4331;-4327;;;-4;;;;;;-0.1;;
423;Other central government;2002 3rd quarter;-149;3942;-4091;;;149;;;;;;-0.1;;
424;Other central government;2002 4th quarter;-228;4069;-4297;;;228;;;;;;-0.1;;
425;Other central government;2002;-532;16285;-16817;;;532;;;;;;-0.1;;
426;Other central government;2003 1st quarter;56;4121;-4065;;;-56;;;;;;-0.1;;
427;Other central government;2003 2nd quarter;-7;4255;-4262;;;7;;;;;;-0.1;;
428;Other central government;2003 3rd quarter;-236;3813;-4049;;;236;;;;;;-0.1;;
429;Other central government;2003 4th quarter;33;4288;-4255;;;-33;;;;;;0.0;;
430;Other central government;2003;-154;16477;-16631;;;154;;;;;;0.0;;
431;Other central government;2004 1st quarter;60;4107;-4047;;;-60;;;;;;0.0;;
432;Other central government;2004 2nd quarter;169;4436;-4267;;;-169;;;;;;0.0;;
433;Other central government;2004 3rd quarter;-92;3954;-4046;;;92;;;;;;0.0;;
434;Other central government;2004 4th quarter;-75;4181;-4256;;;75;;;;;;0.0;;
435;Other central government;2004;62;16678;-16616;;;-62;;;;;;0.0;;
436;Other central government;2005 1st quarter;157;4213;-4056;;;-157;;;;;;0.0;;
437;Other central government;2005 2nd quarter;-51;4233;-4284;;;51;;;;;;0.0;;
438;Other central government;2005 3rd quarter;123;4186;-4063;;;-123;;;;;;0.0;;
439;Other central government;2005 4th quarter;-48;4228;-4276;;;48;;;;;;0.0;;
440;Other central government;2005;181;16860;-16679;;;-181;;;;;;0.0;;
441;Other central government;2006 1st quarter;137;4224;-4087;;;-137;;;;;;0.0;;
442;Other central government;2006 2nd quarter;-67;4235;-4302;;;67;;;;;;0.0;;
443;Other central government;2006 3rd quarter;104;4197;-4093;;;-104;;;;;;0.0;;
444;Other central government;2006 4th quarter;-77;4230;-4307;;;77;;;;;;0.0;;
445;Other central government;2006;97;16886;-16789;;;-97;;;;;;0.0;;
446;Other central government;2007 1st quarter;167;4239;-4072;;;-167;;;;;;0.0;;
447;Other central government;2007 2nd quarter;-55;4252;-4307;;;55;;;;;;0.0;;
448;Other central government;2007 3rd quarter;131;4215;-4084;;;-131;;;;;;0.0;;
449;Other central government;2007 4th quarter;-45;4251;-4296;;;45;;;;;;0.0;;
450;Other central government;2007;198;16957;-16759;;;-198;;;;;;0.0;;
451;Other central government;2008 1st quarter;-36;4325;-4361;5412.0;-386.0;36;1417.0;-1774.0;0.0;-65.0;1431.0;0.0;0.9;0.2
452;Other central government;2008 2nd quarter;-63;4625;-4688;5538.0;126.0;63;2468.0;-2482.0;0.0;77.0;1754.0;0.0;0.9;0.3
453;Other central government;2008 3rd quarter;-164;4217;-4381;5527.0;-11.0;164;-481.0;178.0;0.0;128.0;1677.0;0.0;0.9;0.3
454;Other central government;2008 4th quarter;-356;4348;-4704;5629.0;102.0;356;-2886.0;2866.0;0.0;-234.0;1577.0;-0.1;0.9;0.2
455;Other central government;2008;-619;17515;-18134;5629.0;-169.0;619;518.0;-1212.0;0.0;-94.0;1577.0;-0.1;0.9;0.2
456;Other central government;2009 1st quarter;143;4655;-4512;5753.0;124.0;-143;831.0;-673.0;0.0;109.0;1921.0;-0.1;0.9;0.3
457;Other central government;2009 2nd quarter;112;4899;-4787;5684.0;-69.0;-112;-1225.0;1185.0;0.0;83.0;2189.0;0.0;0.9;0.3
458;Other central government;2009 3rd quarter;-104;4393;-4497;5565.0;-119.0;104;65.0;-322.0;-1.0;35.0;2270.0;0.0;0.9;0.4
459;Other central government;2009 4th quarter;-484;4323;-4807;5763.0;198.0;484;512.0;-567.0;1.0;-232.0;2752.0;-0.1;0.9;0.4
460;Other central government;2009;-333;18270;-18603;5763.0;134.0;333;183.0;-377.0;0.0;-5.0;2752.0;-0.1;0.9;0.4
461;Other central government;2010 1st quarter;509;5128;-4619;6050.0;287.0;-509;-85.0;569.0;-4.0;316.0;3141.0;0.0;1.0;0.5
462;Other central government;2010 2nd quarter;1448;6356;-4908;4319.0;-1731.0;-1448;-115.0;-137.0;0.0;-31.0;1474.0;0.2;0.7;0.2
463;Other central government;2010 3rd quarter;95;4709;-4614;4118.0;-201.0;-95;102.0;122.0;0.0;-330.0;1244.0;0.2;0.6;0.2
464;Other central government;2010 4th quarter;-497;4404;-4901;4318.0;200.0;497;182.0;-528.0;1.0;48.0;1268.0;0.2;0.7;0.2
465;Other central government;2010;1555;20597;-19042;4318.0;-1445.0;-1555;84.0;26.0;-3.0;3.0;1268.0;0.2;0.7;0.2
466;Other central government;2011 1st quarter;418;5162;-4744;4245.0;-73.0;-418;892.0;-423.0;0.0;-124.0;903.0;0.2;0.7;0.1
467;Other central government;2011 2nd quarter;-27;4953;-4980;4176.0;-69.0;27;-162.0;55.0;0.0;11.0;1002.0;0.0;0.6;0.2
468;Other central government;2011 3rd quarter;36;4683;-4647;4092.0;-84.0;-36;75.0;-218.0;0.0;95.0;826.0;0.0;0.6;0.1
469;Other central government;2011 4th quarter;-59;4714;-4773;3871.0;-221.0;59;-165.0;-98.0;0.0;-17.0;782.0;0.1;0.6;0.1
470;Other central government;2011;368;19512;-19144;3871.0;-447.0;-368;640.0;-684.0;0.0;-35.0;782.0;0.1;0.6;0.1
471;Other central government;2012 1st quarter;140;4815;-4675;3789.0;-82.0;-140;111.0;-188.0;0.0;135.0;533.0;0.0;0.6;0.1
472;Other central government;2012 2nd quarter;232;5059;-4827;3688.0;-101.0;-232;-52.0;95.0;0.0;88.0;411.0;0.1;0.6;0.1
473;Other central government;2012 3rd quarter;-73;4508;-4581;3744.0;56.0;73;-122.0;247.0;0.0;-142.0;520.0;0.0;0.6;0.1
474;Other central government;2012 4th quarter;-640;4594;-5234;3496.0;-248.0;640;-738.0;-121.0;0.0;-29.0;945.0;-0.1;0.5;0.1
475;Other central government;2012;-341;18976;-19317;3496.0;-375.0;341;-801.0;33.0;0.0;52.0;945.0;-0.1;0.5;0.1
476;Other central government;2013 1st quarter;693;6720;-6027;4454.0;958.0;-693;-54.0;581.0;1003.0;121.0;1827.0;0.0;0.7;0.3
477;Other central government;2013 2nd quarter;59;6524;-6465;4418.0;-36.0;-59;34.0;13.0;0.0;-24.0;1239.0;0.0;0.7;0.2
478;Other central government;2013 3rd quarter;-95;5898;-5993;4381.0;-37.0;95;-108.0;114.0;0.0;-138.0;1364.0;0.0;0.7;0.2
479;Other central government;2013 4th quarter;159;6678;-6519;8639.0;4258.0;-159;-158.0;-280.0;4809.0;46.0;5504.0;0.1;1.3;0.8
480;Other central government;2013;816;25820;-25004;8639.0;5143.0;-816;-286.0;428.0;5812.0;5.0;5504.0;0.1;1.3;0.8
481;Other central government;2014 1st quarter;294;6443;-6149;8587.0;-52.0;-294;-188.0;504.0;-25.0;-49.0;5406.0;0.1;1.3;0.8
482;Other central government;2014 2nd quarter;413;6955;-6542;8580.0;-7.0;-413;-228.0;653.0;2.0;-21.0;5297.0;0.1;1.3;0.8
483;Other central government;2014 3rd quarter;-363;5789;-6152;8629.0;49.0;363;-89.0;-216.0;0.0;-9.0;5211.0;0.1;1.3;0.8
484;Other central government;2014 4th quarter;-370;6398;-6768;8128.0;-501.0;370;-290.0;-655.0;0.0;74.0;4896.0;0.0;1.2;0.7
485;Other central government;2014;-26;25585;-25611;8128.0;-511.0;26;-795.0;286.0;-23.0;-5.0;4896.0;0.0;1.2;0.7
486;Other central government;2015 1st quarter;216;6334;-6118;8799.0;671.0;-216;-291.0;367.0;1145.0;-334.0;5374.0;0.0;1.3;0.8
487;Other central government;2015 2nd quarter;406;6979;-6573;8421.0;-378.0;-406;-169.0;184.0;1.0;12.0;4784.0;0.0;1.2;0.7
488;Other central government;2015 3rd quarter;-584;5497;-6081;7651.0;-770.0;584;-1126.0;-158.0;2.0;-72.0;2321.0;0.0;1.1;0.3
489;Other central government;2015 4th quarter;-318;6636;-6954;7474.0;-177.0;318;-561.0;-323.0;-1.0;390.0;2507.0;0.0;1.1;0.4
490;Other central government;2015;-280;25446;-25726;7474.0;-654.0;280;-2147.0;70.0;1147.0;-4.0;2507.0;0.0;1.1;0.4
491;Other central government;2016 1st quarter;337;6690;-6353;7539.0;65.0;-337;-381.0;395.0;5.0;383.0;2692.0;0.0;1.1;0.4
492;Other central government;2016 2nd quarter;-43;6860;-6903;7376.0;-163.0;43;-372.0;195.0;5.0;-34.0;2464.0;-0.1;1.0;0.3
493;Other central government;2016 3rd quarter;-31;6297;-6328;5099.0;-2277.0;31;697.0;17.0;-2342.0;-680.0;247.0;0.0;0.7;0.0
494;Other central government;2016 4th quarter;-506;6317;-6823;5160.0;61.0;506;-460.0;-294.0;5.0;304.0;81.0;0.0;0.7;0.0
495;Other central government;2016;-243;26164;-26407;5160.0;-2314.0;243;-516.0;313.0;-2327.0;-27.0;81.0;0.0;0.7;0.0
496;Other central government;2017 1st quarter;423;6842;-6419;5181.0;21.0;-423;265.0;81.0;149.0;-51.0;-268.0;0.0;0.7;0.0
497;Other central government;2017 2nd quarter;112;7025;-6913;5172.0;-9.0;-112;-43.0;104.0;0.0;42.0;-1177.0;0.0;0.7;-0.2
498;Other central government;2017 3rd quarter;123;6508;-6385;5102.0;-70.0;-123;201.0;-156.0;0.0;8.0;-1300.0;0.0;0.7;-0.2
499;Other central government;2017 4th quarter;-441;6489;-6930;5021.0;-81.0;441;-557.0;27.0;-3.0;11.0;-823.0;0.0;0.7;-0.1
500;Other central government;2017;217;26864;-26647;5021.0;-139.0;-217;-134.0;56.0;146.0;10.0;-823.0;0.0;0.7;-0.1
501;Other central government;2018 1st quarter;521;7273;-6752;5067.0;46.0;-521;253.0;251.0;19.0;44.0;-599.0;0.0;0.7;-0.1
502;Other central government;2018 2nd quarter;223;7361;-7138;5059.0;-8.0;-223;458.0;-204.0;0.0;-39.0;-825.0;0.1;0.7;-0.1
503;Other central government;2018 3rd quarter;-210;6401;-6611;5352.0;293.0;210;142.0;-79.0;0.0;20.0;-692.0;0.0;0.7;-0.1
504;Other central government;2018 4th quarter;-36;7185;-7221;5165.0;-187.0;36;-227.0;31.0;-2.0;-25.0;-939.0;0.1;0.7;-0.1
505;Other central government;2018;498;28220;-27722;5165.0;144.0;-498;626.0;-1.0;17.0;0.0;-939.0;0.1;0.7;-0.1
506;Other central government;2019 1st quarter;12;7182;-7170;5540.0;375.0;-12;519.0;-98.0;2.0;-36.0;-492.0;0.0;0.7;-0.1
507;Other central government;2019 2nd quarter;435;7942;-7507;5652.0;112.0;-435;643.0;-45.0;0.0;-51.0;-1018.0;0.0;0.7;-0.1
508;Other central government;2019 3rd quarter;-342;6675;-7017;5646.0;-6.0;342;-308.0;-67.0;0.0;27.0;-1032.0;0.0;0.7;-0.1
509;Other central government;2019 4th quarter;-261;7366;-7627;5558.0;-88.0;261;-246.0;-125.0;0.0;22.0;-884.0;0.0;0.7;-0.1
510;Other central government;2019;-156;29165;-29321;5558.0;393.0;156;608.0;-335.0;2.0;-38.0;-884.0;0.0;0.7;-0.1
511;Other central government;2020 1st quarter;347;7545;-7198;5599.0;41.0;-347;491.0;-54.0;3.0;-52.0;-1073.0;0.0;0.7;-0.1
512;Other central government;2020 2nd quarter;643;8572;-7929;5611.0;12.0;-643;1081.0;-433.0;0.0;7.0;-2045.0;0.0;0.7;-0.2
513;Other central government;2020 3rd quarter;-408;6843;-7251;6024.0;413.0;408;123.0;-23.0;0.0;-95.0;-1885.0;0.0;0.7;-0.2
514;Other central government;2020 4th quarter;-404;7666;-8070;5777.0;-247.0;404;-685.0;-37.0;0.0;71.0;-2055.0;0.0;0.7;-0.3
515;Other central government;2020;178;30626;-30448;5777.0;219.0;-178;1010.0;-547.0;3.0;-69.0;-2055.0;0.0;0.7;-0.3
516;Other central government;2021 1st quarter;415;7977;-7562;5924.0;147.0;-415;860.0;-168.0;-7.0;-123.0;-2368.0;0.0;0.7;-0.3
517;Other central government;2021 2nd quarter;444;8870;-8426;5946.0;22.0;-444;620.0;-118.0;0.0;-36.0;-3003.0;0.0;0.7;-0.4
518;Other central government;2021 3rd quarter;-56;7920;-7976;6133.0;187.0;56;131.0;-129.0;0.0;129.0;-3475.0;0.0;0.7;-0.4
519;Other central government;2021 4th quarter;-678;8121;-8799;6089.0;-44.0;678;-687.0;-51.0;0.0;16.0;-2467.0;0.0;0.7;-0.3
520;Other central government;2021;125;32888;-32763;6089.0;312.0;-125;924.0;-466.0;-7.0;-14.0;-2467.0;0.0;0.7;-0.3
521;Other central government;2022 1st quarter;498;8626;-8128;6193.0;104.0;-498;903.0;-414.0;-1.0;114.0;-3099.0;0.0;0.7;-0.3
522;Other central government;2022 2nd quarter;371;9517;-9146;6103.0;-90.0;-371;887.0;-438.0;0.0;-168.0;-3867.0;0.0;0.6;-0.4
523;Other central government;2022 3rd quarter;-272;8640;-8912;6257.0;154.0;272;624.0;-568.0;0.0;-174.0;-4343.0;0.0;0.6;-0.4
524;Other central government;2022 4th quarter;-89;9708;-9797;6689.0;432.0;89;648.0;-533.0;-1.0;229.0;-3837.0;0.1;0.7;-0.4
525;Other central government;2022;508;36491;-35983;6689.0;600.0;-508;3062.0;-1953.0;-2.0;1.0;-3837.0;0.1;0.7;-0.4
526;Other central government;2023 1st quarter;76;9885;-9809;6902.0;213.0;-76;759.0;-459.0;0.0;-11.0;-4100.0;0.0;0.7;-0.4
527;Other central government;2023 2nd quarter;122;10133;-10011;7083.0;181.0;-122;415.0;164.0;0.0;-276.0;-3683.0;0.0;0.7;-0.4
528;Other central government;2023 3rd quarter;428;10163;-9735;7529.0;446.0;-428;1081.0;-367.0;0.0;160.0;-4491.0;0.1;0.7;-0.4
529;Other central government;2023 4th quarter;-613;9881;-10494;7521.0;-8.0;613;-799.0;52.0;0.0;126.0;-3232.0;0.0;0.7;-0.3
530;Other central government;2023;13;40062;-40049;7521.0;832.0;-13;1456.0;-610.0;0.0;-1.0;-3232.0;0.0;0.7;-0.3
531;Other central government;2024 1st quarter;619;10882;-10263;7686.0;165.0;-619;1400.0;-614.0;0.0;-2.0;-4774.0;0.1;0.7;-0.4
532;Other central government;2024 2nd quarter;230;11526;-11296;7623.0;-63.0;-230;1492.0;-1324.0;0.0;-1.0;-6037.0;0.1;0.7;-0.5
533;Other central government;2024 3rd quarter;-164;10549;-10713;8073.0;450.0;164;-175.0;465.0;0.0;-4.0;-6120.0;0.0;0.7;-0.5
534;Other central government;2024 4th quarter;-227;11437;-11664;8680.0;607.0;227;-702.0;1084.0;0.0;-2.0;-4334.0;0.0;0.8;-0.4
535;Other central government;2024;458;44394;-43936;8680.0;1159.0;-458;2015.0;-389.0;0.0;-9.0;-4334.0;0.0;0.8;-0.4
536;Local government;1995;96;70086;-69990;48666.0;;-96;-16987.0;4895.0;;185.0;48309.0;0.0;14.7;14.6
537;Local government;1996;668;53418;-52750;48671.0;5.0;-668;483.0;4.0;304.0;-118.0;48272.0;0.2;14.1;14.0
538;Local government;1997;2853;56409;-53556;46383.0;-2288.0;-2853;1984.0;-1407.0;98.0;-110.0;46015.0;0.8;12.5;12.4
539;Local government;1998;-28;56408;-56436;46706.0;323.0;28;-1257.0;1554.0;56.0;-58.0;46358.0;0.0;11.8;11.7
540;Local government;1999 1st quarter;1446;14969;-13523;;;-1446;1781.0;-1133.0;;-58.0;;;;
541;Local government;1999 2nd quarter;-1210;14688;-15898;;;1210;-975.0;-488.0;;-1127.0;;;;
542;Local government;1999 3rd quarter;463;14572;-14109;;;-463;997.0;-473.0;;56.0;;;;
543;Local government;1999 4th quarter;-659;15575;-16234;44618.0;;659;-1162.0;-539.0;;827.0;44246.0;0.0;10.6;10.5
544;Local government;1999;40;59804;-59764;44618.0;-2088.0;-40;641.0;-2633.0;246.0;-302.0;44246.0;0.0;10.6;10.5
545;Local government;2000 1st quarter;622;15231;-14609;43517.0;-1101.0;-622;-689.0;-568.0;567.0;211.0;43141.0;-0.2;10.2;10.1
546;Local government;2000 2nd quarter;-241;16629;-16870;43250.0;-267.0;241;-254.0;49.0;-18.0;-285.0;42875.0;0.0;9.9;9.8
547;Local government;2000 3rd quarter;369;15233;-14864;42968.0;-282.0;-369;-498.0;85.0;-31.0;531.0;42586.0;0.0;9.7;9.6
548;Local government;2000 4th quarter;-815;16778;-17593;42708.0;-260.0;815;-379.0;272.0;-227.0;-741.0;42326.0;0.0;9.4;9.4
549;Local government;2000;-65;63871;-63936;42708.0;-1910.0;65;-1820.0;-162.0;291.0;-284.0;42326.0;0.0;9.4;9.4
550;Local government;2001 1st quarter;416;16284;-15868;43145.0;437.0;-416;255.0;-1072.0;1109.0;561.0;42615.0;-0.1;9.4;9.2
551;Local government;2001 2nd quarter;-331;17594;-17925;44130.0;985.0;331;-289.0;444.0;564.0;-65.0;43669.0;-0.1;9.4;9.3
552;Local government;2001 3rd quarter;105;16042;-15937;42280.0;-1850.0;-105;-51.0;326.0;-1995.0;-25.0;41802.0;-0.1;8.9;8.8
553;Local government;2001 4th quarter;-1118;17300;-18418;42266.0;-14.0;1118;-420.0;-579.0;567.0;-700.0;41660.0;-0.2;8.8;8.6
554;Local government;2001;-928;67220;-68148;42266.0;-442.0;928;-505.0;-881.0;245.0;-229.0;41660.0;-0.2;8.8;8.6
555;Local government;2002 1st quarter;167;17265;-17098;42686.0;420.0;-167;1304.0;-1030.0;236.0;77.0;41584.0;-0.2;8.8;8.5
556;Local government;2002 2nd quarter;-441;18875;-19316;43169.0;483.0;441;361.0;-366.0;-113.0;160.0;42536.0;-0.3;8.8;8.6
557;Local government;2002 3rd quarter;-112;17056;-17168;42446.0;-723.0;112;-1941.0;549.0;-142.0;699.0;41755.0;-0.3;8.5;8.4
558;Local government;2002 4th quarter;-2100;17853;-19953;43141.0;695.0;2100;-1277.0;1042.0;-87.0;-1083.0;42408.0;-0.5;8.6;8.4
559;Local government;2002;-2486;71049;-73535;43141.0;875.0;2486;-1553.0;195.0;-106.0;-147.0;42408.0;-0.5;8.6;8.4
560;Local government;2003 1st quarter;861;19076;-18215;43356.0;215.0;-861;-295.0;890.0;285.0;196.0;42536.0;-0.4;8.6;8.4
561;Local government;2003 2nd quarter;-119;20390;-20509;43053.0;-303.0;119;1333.0;-2101.0;-161.0;507.0;42255.0;-0.3;8.4;8.3
562;Local government;2003 3rd quarter;-335;18415;-18750;41911.0;-1142.0;335;377.0;-1198.0;-156.0;-500.0;40930.0;-0.3;8.2;8.0
563;Local government;2003 4th quarter;-2755;18601;-21356;43339.0;1428.0;2755;-636.0;-256.0;-122.0;-313.0;42453.0;-0.5;8.4;8.2
564;Local government;2003;-2348;76482;-78830;43339.0;198.0;2348;779.0;-2665.0;-154.0;-110.0;42453.0;-0.5;8.4;8.2
565;Local government;2004 1st quarter;1345;19753;-18408;43443.0;104.0;-1345;-845.0;1830.0;285.0;179.0;42654.0;-0.4;8.4;8.2
566;Local government;2004 2nd quarter;194;20699;-20505;43924.0;481.0;-194;1227.0;-1054.0;-129.0;631.0;42989.0;-0.3;8.4;8.2
567;Local government;2004 3rd quarter;-712;17767;-18479;44702.0;778.0;712;-829.0;1878.0;-143.0;-840.0;43319.0;-0.4;8.5;8.2
568;Local government;2004 4th quarter;-2596;18610;-21206;44410.0;-292.0;2596;-1244.0;-1543.0;-140.0;39.0;43082.0;-0.3;8.4;8.1
569;Local government;2004;-1769;76829;-78598;44410.0;1071.0;1769;-1691.0;1111.0;-127.0;9.0;43082.0;-0.3;8.4;8.1
570;Local government;2005 1st quarter;1650;19407;-17757;45093.0;683.0;-1650;291.0;1363.0;360.0;319.0;43819.0;-0.3;8.4;8.2
571;Local government;2005 2nd quarter;-498;20374;-20872;45449.0;356.0;498;-113.0;268.0;-71.0;-226.0;44188.0;-0.4;8.4;8.2
572;Local government;2005 3rd quarter;502;19022;-18520;44292.0;-1157.0;-502;-548.0;-203.0;-73.0;169.0;42976.0;-0.2;8.1;7.9
573;Local government;2005 4th quarter;-3342;19466;-22808;45025.0;733.0;3342;-1115.0;-868.0;-53.0;-573.0;43681.0;-0.3;8.1;7.9
574;Local government;2005;-1688;78269;-79957;45025.0;615.0;1688;-1485.0;560.0;163.0;-311.0;43681.0;-0.3;8.1;7.9
575;Local government;2006 1st quarter;260;19356;-19096;45210.0;185.0;-260;3641.0;-3543.0;285.0;62.0;43815.0;-0.5;8.0;7.8
576;Local government;2006 2nd quarter;-17;21134;-21151;44900.0;-310.0;17;-2663.0;2766.0;-114.0;-316.0;43648.0;-0.5;7.9;7.6
577;Local government;2006 3rd quarter;-160;19224;-19384;44277.0;-623.0;160;-2680.0;2028.0;-119.0;-12.0;42849.0;-0.6;7.7;7.4
578;Local government;2006 4th quarter;-1716;20291;-22007;44463.0;186.0;1716;1015.0;-2301.0;-94.0;-150.0;43116.0;-0.3;7.6;7.3
579;Local government;2006;-1633;80005;-81638;44463.0;-562.0;1633;-687.0;-1050.0;-42.0;-416.0;43116.0;-0.3;7.6;7.3
580;Local government;2007 1st quarter;154;20647;-20493;45016.0;553.0;-154;-1.0;590.0;260.0;-142.0;43731.0;-0.3;7.5;7.3
581;Local government;2007 2nd quarter;-990;21954;-22944;43434.0;-1582.0;990;18.0;-1569.0;-167.0;-854.0;42247.0;-0.4;7.2;7.0
582;Local government;2007 3rd quarter;642;21047;-20405;42835.0;-599.0;-642;-1294.0;1252.0;-169.0;254.0;41470.0;-0.3;7.0;6.8
583;Local government;2007 4th quarter;-1931;21574;-23505;43444.0;609.0;1931;299.0;-2002.0;-145.0;526.0;42177.0;-0.3;7.0;6.8
584;Local government;2007;-2125;85222;-87347;43444.0;-1019.0;2125;-978.0;-1729.0;-221.0;-216.0;42177.0;-0.3;7.0;6.8
585;Local government;2008 1st quarter;-671;21414;-22085;44992.0;1548.0;671;1955.0;-1263.0;225.0;-40.0;43626.0;-0.5;7.1;6.9
586;Local government;2008 2nd quarter;-816;23860;-24676;43824.0;-1168.0;816;1970.0;-3429.0;-143.0;-382.0;42402.0;-0.4;6.9;6.6
587;Local government;2008 3rd quarter;348;21806;-21458;44208.0;384.0;-348;-4189.0;4665.0;140.0;116.0;42869.0;-0.5;6.8;6.6
588;Local government;2008 4th quarter;-3380;21683;-25063;46524.0;2316.0;3380;748.0;-1707.0;-112.0;7.0;45374.0;-0.7;7.1;7.0
589;Local government;2008;-4519;88763;-93282;46524.0;3080.0;4519;484.0;-1734.0;110.0;-299.0;45374.0;-0.7;7.1;7.0
590;Local government;2009 1st quarter;-1071;22218;-23289;47767.0;1243.0;1071;199.0;-430.0;272.0;131.0;46296.0;-0.8;7.4;7.1
591;Local government;2009 2nd quarter;-1016;24977;-25993;48050.0;283.0;1016;271.0;87.0;-93.0;-998.0;46610.0;-0.8;7.5;7.3
592;Local government;2009 3rd quarter;-714;23589;-24303;47240.0;-810.0;714;-258.0;-1582.0;-153.0;469.0;45499.0;-1.0;7.4;7.2
593;Local government;2009 4th quarter;-2947;23219;-26166;48568.0;1328.0;2947;-3019.0;1255.0;-37.0;182.0;46716.0;-0.9;7.7;7.4
594;Local government;2009;-5748;94003;-99751;48568.0;2044.0;5748;-2807.0;-670.0;-11.0;-216.0;46716.0;-0.9;7.7;7.4
595;Local government;2010 1st quarter;-313;23180;-23493;49868.0;1300.0;313;1798.0;-896.0;387.0;-302.0;46278.0;-0.8;7.9;7.4
596;Local government;2010 2nd quarter;-1332;25251;-26583;51198.0;1330.0;1332;312.0;-519.0;53.0;152.0;47506.0;-0.8;8.1;7.5
