ID;Geslacht;Leeftijd;Herkomstgroeperingen;Perioden;TotaalAantalPersonen_1;AantalPersonenBijGeweldsdelicten_2;AantalPersonenBijVerkeersongevallen_3;AantalPersonenBijVermogensdelicten_4;AantalPersonenBijZedendelicten_5;AantalPersonenOverigeDelicten_6;TotaalAantalPersonen_7;AantalPersonenBijGeweldsdelicten_8;AantalPersonenBijVerkeersongevallen_9;AantalPersonenBijVermogensdelicten_10;AantalPersonenBijZedendelicten_11;AantalPersonenOverigeDelicten_12;TotaalAantalPersonen_13;AantalPersonenBijGeweldsdelicten_14;AantalPersonenBijVerkeersongevallen_15;AantalPersonenBijVermogensdelicten_16;AantalPersonenBijZedendelicten_17;AantalPersonenOverigeDelicten_18;TotaalAantalPersonen_19;AantalPersonenBijGeweldsdelicten_20;AantalPersonenBijVerkeersongevallen_21;AantalPersonenBijVermogensdelicten_22;AantalPersonenBijZedendelicten_23;AantalPersonenOverigeDelicten_24
227;Mannen;4;Totaal niet-westerse allochtonen;2007;1250.0;650.0;210.0;360.0;;30.0;950.0;490.0;160.0;272.0;;23.0;910.0;480.0;160.0;240.0;;30.0;689.0;363.0;120.0;183.0;;19.0
228;Mannen;4;Marokko;2006;170.0;80.0;40.0;50.0;;;831.0;371.0;186.0;225.0;;;130.0;60.0;30.0;30.0;;;635.0;303.0;142.0;147.0;;
229;Mannen;4;Marokko;2007;140.0;70.0;20.0;40.0;;;627.0;311.0;105.0;178.0;;;90.0;50.0;20.0;30.0;;;416.0;210.0;69.0;114.0;;
230;Mannen;4;Turkije;2006;230.0;100.0;40.0;80.0;;10.0;819.0;353.0;151.0;270.0;;40.0;170.0;80.0;30.0;50.0;;;599.0;270.0;108.0;188.0;;
231;Mannen;4;Turkije;2007;250.0;120.0;40.0;70.0;;10.0;870.0;428.0;152.0;252.0;;35.0;180.0;90.0;30.0;50.0;;;622.0;307.0;114.0;166.0;;
232;Mannen;4;Suriname;2006;190.0;100.0;30.0;50.0;;;741.0;384.0;120.0;206.0;;;130.0;80.0;20.0;30.0;;;508.0;291.0;89.0;109.0;;
233;Mannen;4;Suriname;2007;290.0;160.0;50.0;80.0;;;1118.0;599.0;188.0;319.0;;;220.0;120.0;40.0;50.0;;;841.0;469.0;161.0;204.0;;
234;Mannen;4;Nederlandse Antillen en Aruba;2006;70.0;40.0;10.0;20.0;;;860.0;460.0;141.0;200.0;;;40.0;30.0;;;;;495.0;318.0;;;;
235;Mannen;4;Nederlandse Antillen en Aruba;2007;80.0;40.0;10.0;30.0;;;928.0;464.0;139.0;302.0;;;60.0;30.0;;20.0;;;638.0;313.0;;209.0;;
236;Mannen;4;Overige niet-westerse allochtonen;2006;360.0;180.0;60.0;100.0;;20.0;782.0;387.0;131.0;225.0;;35.0;250.0;130.0;40.0;60.0;;20.0;536.0;282.0;83.0;136.0;;33.0
237;Mannen;4;Overige niet-westerse allochtonen;2007;490.0;260.0;80.0;140.0;;10.0;1061.0;556.0;178.0;296.0;;24.0;370.0;200.0;60.0;100.0;;;784.0;419.0;131.0;211.0;;
238;Mannen;4;Westerse allochtonen;2006;640.0;240.0;140.0;220.0;;30.0;571.0;214.0;128.0;194.0;;28.0;460.0;180.0;100.0;140.0;;30.0;408.0;163.0;90.0;126.0;;23.0
239;Mannen;4;Westerse allochtonen;2007;740.0;270.0;170.0;260.0;10.0;30.0;655.0;240.0;152.0;225.0;11.0;27.0;520.0;200.0;120.0;170.0;10.0;30.0;462.0;173.0;109.0;146.0;11.0;24.0
240;Mannen;5;Alle herkomstgroeperingen;2006;8160.0;2500.0;2130.0;3040.0;40.0;450.0;514.0;158.0;134.0;192.0;3.0;28.0;5880.0;1980.0;1470.0;2030.0;30.0;370.0;371.0;125.0;92.0;128.0;2.0;23.0
241;Mannen;5;Alle herkomstgroeperingen;2007;8810.0;2930.0;2430.0;3070.0;60.0;320.0;545.0;181.0;151.0;190.0;4.0;20.0;6400.0;2270.0;1730.0;2090.0;50.0;260.0;396.0;141.0;107.0;129.0;3.0;16.0
242;Mannen;5;Autochtoon;2006;6840.0;2030.0;1850.0;2560.0;40.0;370.0;506.0;150.0;137.0;189.0;3.0;28.0;4930.0;1620.0;1270.0;1710.0;30.0;310.0;365.0;120.0;94.0;127.0;2.0;23.0
243;Mannen;5;Autochtoon;2007;7380.0;2360.0;2080.0;2610.0;50.0;280.0;536.0;171.0;151.0;190.0;4.0;20.0;5360.0;1850.0;1480.0;1760.0;40.0;230.0;389.0;134.0;107.0;128.0;3.0;17.0
244;Mannen;5;Totaal allochtonen;2006;1320.0;480.0;280.0;490.0;;70.0;557.0;201.0;119.0;205.0;;31.0;950.0;360.0;200.0;320.0;;60.0;400.0;154.0;85.0;135.0;;25.0
245;Mannen;5;Totaal allochtonen;2007;1430.0;570.0;360.0;460.0;;40.0;595.0;236.0;148.0;191.0;;18.0;1050.0;420.0;260.0;330.0;;30.0;434.0;176.0;107.0;136.0;;13.0
246;Mannen;5;Totaal niet-westerse allochtonen;2006;540.0;230.0;110.0;170.0;;30.0;641.0;269.0;131.0;201.0;;37.0;380.0;180.0;80.0;100.0;;20.0;451.0;209.0;90.0;120.0;;29.0
247;Mannen;5;Totaal niet-westerse allochtonen;2007;590.0;270.0;120.0;180.0;;10.0;666.0;312.0;135.0;205.0;;15.0;420.0;200.0;80.0;120.0;;10.0;476.0;231.0;96.0;138.0;;13.0
248;Mannen;5;Marokko;2006;80.0;40.0;20.0;20.0;;;569.0;246.0;133.0;147.0;;;60.0;30.0;;10.0;;;400.0;197.0;;98.0;;
249;Mannen;5;Marokko;2007;40.0;30.0;;;;;286.0;186.0;;;;;30.0;20.0;;;;;200.0;129.0;;;;
250;Mannen;5;Turkije;2006;80.0;30.0;20.0;20.0;;;576.0;219.0;130.0;165.0;;;60.0;30.0;10.0;20.0;;;418.0;171.0;89.0;103.0;;
251;Mannen;5;Turkije;2007;90.0;30.0;20.0;40.0;;;588.0;226.0;109.0;246.0;;;60.0;20.0;10.0;30.0;;;390.0;137.0;68.0;178.0;;
252;Mannen;5;Suriname;2006;140.0;70.0;20.0;50.0;;;656.0;301.0;105.0;223.0;;;100.0;50.0;20.0;30.0;;;474.0;242.0;73.0;141.0;;
253;Mannen;5;Suriname;2007;190.0;100.0;30.0;60.0;;;807.0;410.0;129.0;255.0;;;140.0;70.0;20.0;40.0;;;596.0;302.0;95.0;186.0;;
254;Mannen;5;Nederlandse Antillen en Aruba;2006;40.0;20.0;;20.0;;;643.0;263.0;;234.0;;;30.0;10.0;;10.0;;;453.0;190.0;;146.0;;
255;Mannen;5;Nederlandse Antillen en Aruba;2007;50.0;20.0;10.0;10.0;;;660.0;330.0;151.0;151.0;;;30.0;20.0;;;;;440.0;234.0;;;;
256;Mannen;5;Overige niet-westerse allochtonen;2006;190.0;80.0;40.0;60.0;;;703.0;284.0;159.0;223.0;;;130.0;60.0;30.0;30.0;;;476.0;215.0;121.0;117.0;;
257;Mannen;5;Overige niet-westerse allochtonen;2007;230.0;100.0;60.0;70.0;;;779.0;332.0;197.0;232.0;;;160.0;80.0;40.0;40.0;;;568.0;270.0;139.0;149.0;;
258;Mannen;5;Westerse allochtonen;2006;780.0;250.0;170.0;320.0;;40.0;510.0;163.0;113.0;207.0;;27.0;570.0;190.0;130.0;220.0;;40.0;372.0;123.0;82.0;143.0;;23.0
259;Mannen;5;Westerse allochtonen;2007;850.0;290.0;240.0;280.0;;30.0;554.0;192.0;156.0;182.0;;20.0;630.0;220.0;170.0;210.0;;20.0;410.0;144.0;113.0;135.0;;14.0
260;Mannen;6;Alle herkomstgroeperingen;2006;3780.0;720.0;1240.0;1620.0;10.0;190.0;375.0;72.0;123.0;160.0;1.0;19.0;2860.0;620.0;910.0;1170.0;10.0;160.0;283.0;61.0;90.0;116.0;1.0;16.0
261;Mannen;6;Alle herkomstgroeperingen;2007;4080.0;800.0;1320.0;1830.0;10.0;130.0;394.0;77.0;128.0;177.0;1.0;12.0;3120.0;650.0;970.0;1390.0;;110.0;302.0;63.0;94.0;134.0;;10.0
262;Mannen;6;Autochtoon;2006;3280.0;600.0;1100.0;1400.0;;170.0;370.0;68.0;125.0;158.0;;19.0;2470.0;510.0;810.0;1010.0;;140.0;279.0;58.0;91.0;113.0;;15.0
263;Mannen;6;Autochtoon;2007;3590.0;670.0;1180.0;1620.0;;110.0;396.0;74.0;130.0;178.0;;12.0;2750.0;550.0;870.0;1230.0;;100.0;304.0;61.0;96.0;136.0;;10.0
264;Mannen;6;Totaal allochtonen;2006;500.0;120.0;130.0;210.0;;30.0;407.0;100.0;109.0;173.0;;22.0;390.0;100.0;100.0;160.0;;20.0;315.0;82.0;80.0;133.0;;18.0
265;Mannen;6;Totaal allochtonen;2007;490.0;120.0;140.0;210.0;;10.0;380.0;94.0;109.0;166.0;;11.0;370.0;100.0;110.0;150.0;;10.0;287.0;77.0;84.0;117.0;;9.0
266;Mannen;6;Totaal niet-westerse allochtonen;2006;100.0;30.0;20.0;40.0;;;342.0;111.0;79.0;135.0;;;70.0;30.0;20.0;30.0;;;238.0;86.0;52.0;90.0;;
267;Mannen;6;Totaal niet-westerse allochtonen;2007;100.0;40.0;30.0;30.0;;;304.0;120.0;85.0;98.0;;;70.0;30.0;20.0;20.0;;;218.0;92.0;70.0;57.0;;
268;Mannen;6;Marokko;2006;20.0;;;;;;277.0;;;;;;20.0;;;;;;214.0;;;;;
269;Mannen;6;Marokko;2007;;;;;;;;;;;;;;;;;;;;;;;;
270;Mannen;6;Turkije;2006;30.0;;;;;;332.0;;;;;;20.0;;;;;;212.0;;;;;
271;Mannen;6;Turkije;2007;20.0;;;;;;231.0;;;;;;10.0;;;;;;134.0;;;;;
272;Mannen;6;Suriname;2006;30.0;10.0;;10.0;;;426.0;152.0;;213.0;;;20.0;;;;;;289.0;;;;;
273;Mannen;6;Suriname;2007;40.0;20.0;10.0;10.0;;;572.0;243.0;157.0;172.0;;;30.0;10.0;10.0;;;;457.0;200.0;143.0;;;
274;Mannen;6;Nederlandse Antillen en Aruba;2006;;;;;;;;;;;;;;;;;;;;;;;;
275;Mannen;6;Nederlandse Antillen en Aruba;2007;;;;;;;;;;;;;;;;;;;;;;;;
276;Mannen;6;Overige niet-westerse allochtonen;2006;20.0;;;;;;373.0;;;;;;20.0;;;;;;266.0;;;;;
277;Mannen;6;Overige niet-westerse allochtonen;2007;30.0;10.0;;10.0;;;445.0;181.0;;165.0;;;20.0;;;;;;297.0;;;;;
278;Mannen;6;Westerse allochtonen;2006;400.0;90.0;110.0;170.0;;20.0;427.0;97.0;119.0;185.0;;24.0;320.0;80.0;80.0;140.0;;20.0;339.0;81.0;89.0;147.0;;20.0
279;Mannen;6;Westerse allochtonen;2007;400.0;80.0;110.0;180.0;;10.0;404.0;85.0;117.0;187.0;;14.0;300.0;70.0;90.0;130.0;;10.0;309.0;72.0;89.0;136.0;;11.0
280;Vrouwen;7;Alle herkomstgroeperingen;2006;46070.0;19770.0;9260.0;10360.0;3770.0;2910.0;563.0;242.0;113.0;127.0;46.0;36.0;34720.0;15370.0;6650.0;7040.0;3210.0;2460.0;425.0;188.0;81.0;86.0;39.0;30.0
281;Vrouwen;7;Alle herkomstgroeperingen;2007;50220.0;22500.0;10340.0;11150.0;4120.0;2110.0;612.0;274.0;126.0;136.0;50.0;26.0;37130.0;16980.0;7400.0;7610.0;3380.0;1770.0;453.0;207.0;90.0;93.0;41.0;22.0
282;Vrouwen;7;Autochtoon;2006;35110.0;13760.0;7740.0;8250.0;3060.0;2300.0;532.0;209.0;117.0;125.0;46.0;35.0;26540.0;10820.0;5520.0;5670.0;2600.0;1940.0;402.0;164.0;84.0;86.0;39.0;29.0
283;Vrouwen;7;Autochtoon;2007;37490.0;15470.0;8500.0;8580.0;3300.0;1650.0;568.0;235.0;129.0;130.0;50.0;25.0;27910.0;11870.0;6080.0;5860.0;2730.0;1380.0;423.0;180.0;92.0;89.0;41.0;21.0
284;Vrouwen;7;Totaal allochtonen;2006;10970.0;6010.0;1520.0;2110.0;710.0;610.0;693.0;380.0;96.0;133.0;45.0;39.0;8190.0;4550.0;1130.0;1380.0;610.0;520.0;517.0;287.0;71.0;87.0;39.0;33.0
285;Vrouwen;7;Totaal allochtonen;2007;12730.0;7030.0;1850.0;2570.0;820.0;470.0;792.0;438.0;115.0;160.0;51.0;29.0;9220.0;5110.0;1320.0;1750.0;650.0;390.0;574.0;318.0;82.0;109.0;41.0;24.0
286;Vrouwen;7;Totaal niet-westerse allochtonen;2006;6450.0;3940.0;720.0;1080.0;390.0;310.0;765.0;468.0;85.0;128.0;46.0;37.0;4730.0;2940.0;540.0;670.0;330.0;260.0;561.0;349.0;64.0;79.0;39.0;31.0
287;Vrouwen;7;Totaal niet-westerse allochtonen;2007;7740.0;4720.0;940.0;1400.0;460.0;220.0;904.0;551.0;110.0;163.0;54.0;26.0;5470.0;3330.0;650.0;940.0;360.0;190.0;639.0;389.0;76.0;109.0;42.0;22.0
288;Vrouwen;7;Marokko;2006;1230.0;810.0;130.0;190.0;50.0;50.0;803.0;527.0;82.0;125.0;35.0;34.0;890.0;590.0;100.0;120.0;40.0;40.0;583.0;386.0;63.0;78.0;29.0;27.0
289;Vrouwen;7;Marokko;2007;1410.0;900.0;180.0;230.0;60.0;30.0;898.0;577.0;112.0;149.0;40.0;19.0;940.0;610.0;110.0;150.0;50.0;30.0;601.0;388.0;72.0;94.0;29.0;17.0
290;Vrouwen;7;Turkije;2006;1150.0;720.0;150.0;200.0;30.0;40.0;659.0;412.0;86.0;117.0;19.0;25.0;840.0;530.0;120.0;130.0;20.0;40.0;482.0;306.0;69.0;74.0;14.0;20.0
291;Vrouwen;7;Turkije;2007;1310.0;790.0;180.0;260.0;60.0;40.0;742.0;446.0;99.0;145.0;31.0;21.0;960.0;570.0;120.0;180.0;40.0;30.0;541.0;324.0;68.0;104.0;25.0;19.0
292;Vrouwen;7;Suriname;2006;1550.0;930.0;150.0;270.0;120.0;90.0;898.0;536.0;85.0;155.0;68.0;54.0;1200.0;740.0;110.0;160.0;100.0;80.0;692.0;426.0;65.0;95.0;58.0;47.0
293;Vrouwen;7;Suriname;2007;2080.0;1240.0;230.0;400.0;140.0;70.0;1194.0;712.0;133.0;229.0;80.0;41.0;1520.0;900.0;170.0;270.0;110.0;70.0;871.0;517.0;97.0;157.0;63.0;37.0
294;Vrouwen;7;Nederlandse Antillen en Aruba;2006;670.0;380.0;60.0;120.0;70.0;40.0;1026.0;591.0;88.0;181.0;108.0;59.0;470.0;270.0;40.0;70.0;60.0;30.0;730.0;418.0;65.0;100.0;96.0;51.0
295;Vrouwen;7;Nederlandse Antillen en Aruba;2007;770.0;500.0;80.0;100.0;60.0;30.0;1166.0;763.0;114.0;154.0;93.0;43.0;570.0;370.0;60.0;70.0;50.0;20.0;863.0;565.0;84.0;100.0;79.0;35.0
296;Vrouwen;7;Overige niet-westerse allochtonen;2006;1850.0;1110.0;240.0;300.0;120.0;90.0;668.0;400.0;86.0;109.0;42.0;31.0;1320.0;800.0;170.0;190.0;100.0;70.0;478.0;291.0;60.0;68.0;37.0;24.0
297;Vrouwen;7;Overige niet-westerse allochtonen;2007;2180.0;1290.0;280.0;410.0;150.0;50.0;768.0;454.0;100.0;145.0;51.0;19.0;1490.0;880.0;200.0;260.0;110.0;40.0;526.0;310.0;69.0;93.0;39.0;15.0
298;Vrouwen;7;Westerse allochtonen;2006;4520.0;2070.0;800.0;1030.0;320.0;300.0;610.0;280.0;108.0;139.0;43.0;40.0;3460.0;1610.0;600.0;710.0;280.0;260.0;467.0;218.0;80.0;96.0;38.0;35.0
299;Vrouwen;7;Westerse allochtonen;2007;4990.0;2310.0;910.0;1170.0;350.0;250.0;665.0;308.0;121.0;156.0;47.0;33.0;3750.0;1780.0;670.0;810.0;290.0;200.0;501.0;238.0;89.0;108.0;39.0;26.0
300;Vrouwen;1;Alle herkomstgroeperingen;2006;7340.0;3390.0;1740.0;300.0;1630.0;280.0;398.0;184.0;94.0;16.0;88.0;15.0;5500.0;2470.0;1280.0;190.0;1350.0;220.0;298.0;134.0;69.0;10.0;73.0;12.0
301;Vrouwen;1;Alle herkomstgroeperingen;2007;8750.0;4290.0;2060.0;330.0;1880.0;200.0;476.0;233.0;112.0;18.0;102.0;11.0;6440.0;3090.0;1500.0;200.0;1500.0;160.0;351.0;168.0;81.0;11.0;81.0;9.0
302;Vrouwen;1;Autochtoon;2006;5770.0;2480.0;1490.0;240.0;1340.0;230.0;403.0;173.0;104.0;17.0;93.0;16.0;4380.0;1840.0;1100.0;160.0;1100.0;180.0;306.0;128.0;76.0;11.0;77.0;13.0
303;Vrouwen;1;Autochtoon;2007;6690.0;3060.0;1700.0;240.0;1530.0;160.0;469.0;214.0;119.0;17.0;108.0;11.0;5010.0;2250.0;1250.0;150.0;1230.0;130.0;351.0;158.0;87.0;10.0;86.0;9.0
304;Vrouwen;1;Totaal allochtonen;2006;1560.0;920.0;250.0;60.0;290.0;50.0;380.0;223.0;61.0;14.0;70.0;12.0;1120.0;630.0;180.0;30.0;240.0;40.0;273.0;154.0;44.0;6.0;59.0;9.0
305;Vrouwen;1;Totaal allochtonen;2007;2060.0;1230.0;360.0;90.0;340.0;40.0;501.0;299.0;87.0;22.0;83.0;10.0;1440.0;840.0;250.0;60.0;260.0;30.0;349.0;203.0;61.0;14.0;64.0;8.0
306;Vrouwen;1;Totaal niet-westerse allochtonen;2006;1010.0;620.0;140.0;40.0;180.0;30.0;345.0;212.0;48.0;13.0;62.0;10.0;710.0;420.0;100.0;20.0;150.0;20.0;243.0;144.0;34.0;6.0;52.0;7.0
307;Vrouwen;1;Totaal niet-westerse allochtonen;2007;1410.0;890.0;230.0;60.0;210.0;30.0;483.0;305.0;77.0;19.0;73.0;9.0;930.0;570.0;150.0;30.0;150.0;20.0;318.0;196.0;51.0;11.0;53.0;7.0
308;Vrouwen;1;Marokko;2006;200.0;140.0;30.0;;20.0;;317.0;215.0;48.0;;35.0;;140.0;90.0;20.0;;20.0;;223.0;148.0;35.0;;32.0;
309;Vrouwen;1;Marokko;2007;270.0;180.0;60.0;;30.0;;429.0;283.0;90.0;;39.0;;160.0;100.0;40.0;;20.0;;258.0;160.0;61.0;;24.0;
310;Vrouwen;1;Turkije;2006;160.0;110.0;30.0;;20.0;;252.0;168.0;54.0;;25.0;;120.0;80.0;30.0;;10.0;;189.0;123.0;43.0;;19.0;
311;Vrouwen;1;Turkije;2007;210.0;140.0;40.0;;20.0;;333.0;224.0;63.0;;32.0;;150.0;100.0;30.0;;20.0;;235.0;155.0;46.0;;25.0;
312;Vrouwen;1;Suriname;2006;240.0;150.0;20.0;10.0;50.0;;497.0;306.0;40.0;23.0;112.0;;170.0;100.0;10.0;;40.0;;355.0;211.0;27.0;;93.0;
313;Vrouwen;1;Suriname;2007;320.0;200.0;50.0;10.0;60.0;;697.0;423.0;101.0;24.0;136.0;;210.0;130.0;30.0;;50.0;;462.0;272.0;65.0;;101.0;
314;Vrouwen;1;Nederlandse Antillen en Aruba;2006;110.0;60.0;10.0;;30.0;;510.0;273.0;51.0;;139.0;;70.0;40.0;;;20.0;;338.0;171.0;;;111.0;
315;Vrouwen;1;Nederlandse Antillen en Aruba;2007;150.0;100.0;10.0;;20.0;;711.0;479.0;56.0;;112.0;;110.0;70.0;;;20.0;;502.0;335.0;;;88.0;
316;Vrouwen;1;Overige niet-westerse allochtonen;2006;300.0;170.0;50.0;10.0;60.0;10.0;314.0;178.0;49.0;14.0;62.0;11.0;210.0;110.0;30.0;;50.0;;215.0;116.0;31.0;;53.0;
317;Vrouwen;1;Overige niet-westerse allochtonen;2007;450.0;270.0;70.0;20.0;80.0;;465.0;279.0;72.0;25.0;83.0;;300.0;180.0;40.0;20.0;60.0;;303.0;179.0;44.0;15.0;58.0;
318;Vrouwen;1;Westerse allochtonen;2006;550.0;300.0;110.0;20.0;110.0;20.0;464.0;250.0;92.0;14.0;91.0;17.0;410.0;210.0;80.0;;90.0;20.0;346.0;178.0;69.0;;78.0;13.0
319;Vrouwen;1;Westerse allochtonen;2007;650.0;340.0;130.0;40.0;130.0;10.0;544.0;284.0;111.0;30.0;108.0;12.0;510.0;260.0;100.0;20.0;110.0;10.0;425.0;221.0;85.0;19.0;90.0;9.0
320;Vrouwen;2;Alle herkomstgroeperingen;2006;9400.0;4650.0;1730.0;1590.0;870.0;560.0;967.0;479.0;178.0;163.0;90.0;58.0;6700.0;3420.0;1150.0;940.0;740.0;450.0;689.0;352.0;119.0;96.0;76.0;46.0
321;Vrouwen;2;Alle herkomstgroeperingen;2007;10030.0;5180.0;1910.0;1680.0;850.0;410.0;1027.0;531.0;196.0;172.0;87.0;42.0;7130.0;3740.0;1320.0;1030.0;700.0;340.0;731.0;383.0;135.0;106.0;72.0;35.0
322;Vrouwen;2;Autochtoon;2006;6590.0;2950.0;1410.0;1140.0;680.0;400.0;926.0;414.0;199.0;161.0;96.0;57.0;4730.0;2210.0;940.0;680.0;580.0;330.0;664.0;310.0;131.0;95.0;81.0;46.0
323;Vrouwen;2;Autochtoon;2007;6910.0;3270.0;1530.0;1170.0;650.0;300.0;969.0;459.0;214.0;164.0;91.0;41.0;4940.0;2400.0;1070.0;690.0;550.0;240.0;692.0;336.0;149.0;97.0;76.0;34.0
324;Vrouwen;2;Totaal allochtonen;2006;2810.0;1710.0;310.0;440.0;190.0;160.0;1081.0;656.0;120.0;171.0;73.0;61.0;1970.0;1210.0;220.0;260.0;160.0;120.0;757.0;465.0;84.0;101.0;60.0;47.0
325;Vrouwen;2;Totaal allochtonen;2007;3120.0;1910.0;380.0;520.0;200.0;110.0;1186.0;726.0;145.0;196.0;76.0;42.0;2200.0;1350.0;250.0;340.0;160.0;100.0;835.0;512.0;97.0;130.0;60.0;37.0
326;Vrouwen;2;Totaal niet-westerse allochtonen;2006;1950.0;1280.0;180.0;300.0;90.0;100.0;1185.0;775.0;111.0;180.0;56.0;61.0;1370.0;900.0;140.0;180.0;80.0;80.0;829.0;545.0;83.0;107.0;47.0;46.0
327;Vrouwen;2;Totaal niet-westerse allochtonen;2007;2210.0;1430.0;230.0;360.0;120.0;70.0;1339.0;864.0;142.0;220.0;73.0;39.0;1570.0;1010.0;160.0;240.0;100.0;60.0;948.0;609.0;94.0;148.0;62.0;35.0
328;Vrouwen;2;Marokko;2006;450.0;310.0;40.0;70.0;20.0;20.0;1378.0;946.0;117.0;200.0;46.0;71.0;310.0;210.0;30.0;50.0;10.0;20.0;949.0;645.0;80.0;138.0;34.0;52.0
329;Vrouwen;2;Marokko;2007;510.0;340.0;60.0;80.0;30.0;20.0;1612.0;1057.0;172.0;251.0;85.0;47.0;350.0;240.0;30.0;50.0;20.0;10.0;1110.0;740.0;103.0;157.0;69.0;41.0
330;Vrouwen;2;Turkije;2006;370.0;230.0;40.0;70.0;10.0;10.0;1070.0;666.0;119.0;212.0;35.0;38.0;260.0;160.0;40.0;50.0;;;750.0;468.0;102.0;134.0;;
331;Vrouwen;2;Turkije;2007;390.0;230.0;50.0;80.0;20.0;20.0;1150.0;667.0;139.0;237.0;56.0;50.0;280.0;150.0;30.0;60.0;20.0;20.0;821.0;456.0;89.0;181.0;47.0;47.0
332;Vrouwen;2;Suriname;2006;370.0;240.0;30.0;40.0;20.0;30.0;1297.0;851.0;98.0;153.0;84.0;112.0;280.0;190.0;20.0;30.0;20.0;30.0;976.0;648.0;70.0;91.0;73.0;94.0
333;Vrouwen;2;Suriname;2007;470.0;320.0;50.0;60.0;30.0;10.0;1631.0;1114.0;166.0;207.0;103.0;41.0;350.0;230.0;40.0;40.0;30.0;10.0;1193.0;800.0;121.0;145.0;90.0;38.0
334;Vrouwen;2;Nederlandse Antillen en Aruba;2006;210.0;130.0;10.0;40.0;20.0;10.0;1496.0;911.0;94.0;282.0;137.0;72.0;150.0;90.0;10.0;20.0;20.0;;1062.0;643.0;79.0;145.0;137.0;
335;Vrouwen;2;Nederlandse Antillen en Aruba;2007;240.0;170.0;20.0;30.0;20.0;;1714.0;1204.0;127.0;198.0;142.0;;180.0;130.0;10.0;20.0;20.0;;1282.0;899.0;92.0;127.0;120.0;
336;Vrouwen;2;Overige niet-westerse allochtonen;2006;560.0;370.0;60.0;80.0;20.0;20.0;1005.0;670.0;114.0;138.0;42.0;42.0;370.0;250.0;50.0;40.0;20.0;20.0;672.0;457.0;82.0;72.0;34.0;27.0
337;Vrouwen;2;Overige niet-westerse allochtonen;2007;590.0;370.0;70.0;120.0;30.0;20.0;1054.0;660.0;117.0;206.0;44.0;27.0;410.0;260.0;40.0;70.0;20.0;10.0;722.0;456.0;78.0;130.0;37.0;21.0
338;Vrouwen;2;Westerse allochtonen;2006;860.0;430.0;130.0;150.0;100.0;60.0;902.0;451.0;135.0;154.0;101.0;61.0;610.0;310.0;80.0;90.0;80.0;50.0;633.0;328.0;85.0;89.0;83.0;49.0
339;Vrouwen;2;Westerse allochtonen;2007;910.0;480.0;150.0;150.0;80.0;50.0;927.0;493.0;151.0;155.0;81.0;47.0;630.0;340.0;100.0;100.0;60.0;40.0;645.0;348.0;101.0;100.0;57.0;39.0
340;Vrouwen;3;Alle herkomstgroeperingen;2006;9130.0;4450.0;1550.0;1880.0;550.0;700.0;771.0;376.0;131.0;159.0;46.0;59.0;6870.0;3530.0;1070.0;1200.0;490.0;600.0;580.0;298.0;90.0;101.0;41.0;50.0
341;Vrouwen;3;Alle herkomstgroeperingen;2007;9590.0;4780.0;1600.0;2090.0;610.0;520.0;831.0;414.0;139.0;181.0;53.0;45.0;6950.0;3580.0;1120.0;1310.0;510.0;430.0;602.0;310.0;97.0;114.0;44.0;37.0
342;Vrouwen;3;Autochtoon;2006;6290.0;2770.0;1210.0;1370.0;420.0;520.0;694.0;306.0;134.0;151.0;47.0;57.0;4710.0;2210.0;810.0;880.0;370.0;440.0;520.0;244.0;89.0;97.0;41.0;48.0
343;Vrouwen;3;Autochtoon;2007;6450.0;2950.0;1200.0;1440.0;470.0;390.0;738.0;337.0;138.0;164.0;54.0;45.0;4700.0;2260.0;840.0;890.0;390.0;330.0;538.0;258.0;96.0;102.0;45.0;37.0
344;Vrouwen;3;Totaal allochtonen;2006;2840.0;1680.0;340.0;510.0;130.0;180.0;1022.0;605.0;124.0;185.0;46.0;64.0;2160.0;1310.0;260.0;320.0;110.0;160.0;777.0;473.0;92.0;114.0;41.0;57.0
345;Vrouwen;3;Totaal allochtonen;2007;3140.0;1830.0;400.0;650.0;140.0;130.0;1125.0;655.0;141.0;233.0;50.0;45.0;2250.0;1320.0;280.0;430.0;120.0;100.0;804.0;473.0;101.0;152.0;42.0;37.0
346;Vrouwen;3;Totaal niet-westerse allochtonen;2006;1840.0;1160.0;180.0;330.0;70.0;100.0;1172.0;740.0;116.0;207.0;45.0;64.0;1390.0;900.0;140.0;210.0;60.0;90.0;884.0;572.0;87.0;131.0;39.0;55.0
347;Vrouwen;3;Totaal niet-westerse allochtonen;2007;2090.0;1290.0;220.0;440.0;70.0;70.0;1317.0;813.0;141.0;276.0;44.0;43.0;1490.0;920.0;160.0;290.0;60.0;60.0;938.0;581.0;101.0;184.0;35.0;37.0
348;Vrouwen;3;Marokko;2006;390.0;250.0;40.0;70.0;10.0;20.0;1438.0;928.0;142.0;276.0;37.0;56.0;300.0;190.0;30.0;50.0;;10.0;1099.0;723.0;119.0;175.0;;52.0
349;Vrouwen;3;Marokko;2007;420.0;270.0;40.0;90.0;;;1478.0;957.0;124.0;333.0;;;280.0;180.0;20.0;60.0;;;985.0;641.0;82.0;209.0;;
350;Vrouwen;3;Turkije;2006;400.0;260.0;40.0;80.0;;20.0;1161.0;740.0;128.0;235.0;;44.0;300.0;200.0;40.0;50.0;;10.0;871.0;572.0;102.0;151.0;;35.0
