ID;Geslacht;Arbeidspositie;ArbeidspositiePartner;AanwezigheidKinderen;CaribischNederland;Perioden;PartnerInPaar_1
5966;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2016;0
5967;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2018;0
5968;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2020;0
5969;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Bonaire;2022;0
5970;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
5971;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
5972;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
5973;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
5974;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
5975;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2014;0
5976;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2016;0
5977;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2018;0
5978;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2020;0
5979;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Jongste kind leeftijd onbekend;Saba;2022;0
5980;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2014;90
5981;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2016;140
5982;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2018;240
5983;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2020;260
5984;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Caribisch Nederland;2022;200
5985;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2014;80
5986;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2016;100
5987;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2018;210
5988;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2020;220
5989;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Bonaire;2022;160
5990;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2014;0
5991;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2016;10
5992;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2018;0
5993;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2020;10
5994;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Sint Eustatius;2022;20
5995;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2014;10
5996;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2016;30
5997;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2018;30
5998;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2020;20
5999;Mannen;Werkzaam deeltijd;Werkzame beroepsbevolking;Partner in paar, geen kind;Saba;2022;20
6000;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2014;120
6001;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2016;210
6002;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2018;180
6003;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2020;290
6004;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Caribisch Nederland;2022;200
6005;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Bonaire;2014;70
6006;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Bonaire;2016;140
6007;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Bonaire;2018;120
6008;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Bonaire;2020;250
6009;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Bonaire;2022;150
6010;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Sint Eustatius;2014;30
6011;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Sint Eustatius;2016;40
6012;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Sint Eustatius;2018;10
6013;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Sint Eustatius;2020;20
6014;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Sint Eustatius;2022;30
6015;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Saba;2014;20
6016;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Saba;2016;30
6017;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Saba;2018;40
6018;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Saba;2020;30
6019;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar;Saba;2022;20
6020;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2014;90
6021;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2016;120
6022;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2018;100
6023;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2020;150
6024;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Caribisch Nederland;2022;80
6025;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Bonaire;2014;60
6026;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Bonaire;2016;80
6027;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Bonaire;2018;60
6028;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Bonaire;2020;130
6029;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Bonaire;2022;50
6030;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2014;30
6031;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2016;30
6032;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2018;10
6033;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2020;10
6034;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Sint Eustatius;2022;20
6035;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Saba;2014;10
6036;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Saba;2016;10
6037;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Saba;2018;20
6038;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Saba;2020;10
6039;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar met kind;Saba;2022;10
6040;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;10
6041;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;40
6042;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;80
6043;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;80
6044;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;50
6045;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2014;0
6046;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2016;30
6047;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2018;40
6048;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2020;60
6049;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Bonaire;2022;30
6050;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;10
6051;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;10
6052;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;10
6053;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;10
6054;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;10
6055;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2014;10
6056;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2016;10
6057;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2018;20
6058;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2020;10
6059;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind jonger dan 12 jaar;Saba;2022;10
6060;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;80
6061;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;70
6062;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;20
6063;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;70
6064;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;30
6065;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2014;60
6066;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2016;50
6067;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2018;20
6068;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2020;70
6069;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Bonaire;2022;20
6070;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;20
6071;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;20
6072;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;0
6073;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;0
6074;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;0
6075;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2014;10
6076;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2016;0
6077;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2018;0
6078;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2020;0
6079;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind 12 jaar of ouder;Saba;2022;0
6080;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;0
6081;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;0
6082;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
6083;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
6084;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
6085;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2014;0
6086;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2016;0
6087;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2018;0
6088;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2020;0
6089;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Bonaire;2022;0
6090;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Sint Eustatius;2014;0
6091;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Sint Eustatius;2016;0
6092;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Sint Eustatius;2018;0
6093;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Sint Eustatius;2020;0
6094;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Sint Eustatius;2022;0
6095;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Saba;2014;0
6096;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Saba;2016;0
6097;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Saba;2018;0
6098;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Saba;2020;0
6099;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Jongste kind leeftijd onbekend;Saba;2022;0
6100;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Caribisch Nederland;2014;20
6101;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Caribisch Nederland;2016;90
6102;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Caribisch Nederland;2018;80
6103;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Caribisch Nederland;2020;140
6104;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Caribisch Nederland;2022;120
6105;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Bonaire;2014;20
6106;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Bonaire;2016;70
6107;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Bonaire;2018;60
6108;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Bonaire;2020;110
6109;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Bonaire;2022;100
6110;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Sint Eustatius;2014;0
6111;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Sint Eustatius;2016;10
6112;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Sint Eustatius;2018;0
6113;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Sint Eustatius;2020;10
6114;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Sint Eustatius;2022;10
6115;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Saba;2014;10
6116;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Saba;2016;20
6117;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Saba;2018;20
6118;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Saba;2020;10
6119;Mannen;Werkzaam deeltijd;Werkzaam voltijd;Partner in paar, geen kind;Saba;2022;10
6120;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Caribisch Nederland;2014;110
6121;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Caribisch Nederland;2016;90
6122;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Caribisch Nederland;2018;220
6123;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Caribisch Nederland;2020;150
6124;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Caribisch Nederland;2022;190
6125;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Bonaire;2014;100
6126;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Bonaire;2016;60
6127;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Bonaire;2018;190
6128;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Bonaire;2020;130
6129;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Bonaire;2022;170
6130;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Sint Eustatius;2014;0
6131;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Sint Eustatius;2016;0
6132;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Sint Eustatius;2018;10
6133;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Sint Eustatius;2020;0
6134;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Sint Eustatius;2022;10
6135;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Saba;2014;10
6136;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Saba;2016;20
6137;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Saba;2018;20
6138;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Saba;2020;30
6139;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar;Saba;2022;10
6140;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Caribisch Nederland;2014;40
6141;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Caribisch Nederland;2016;40
6142;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Caribisch Nederland;2018;60
6143;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Caribisch Nederland;2020;40
6144;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Caribisch Nederland;2022;110
6145;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Bonaire;2014;40
6146;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Bonaire;2016;30
6147;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Bonaire;2018;40
6148;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Bonaire;2020;20
6149;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Bonaire;2022;100
6150;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Sint Eustatius;2014;0
6151;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Sint Eustatius;2016;0
6152;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Sint Eustatius;2018;10
6153;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Sint Eustatius;2020;0
6154;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Sint Eustatius;2022;0
6155;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Saba;2014;10
6156;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Saba;2016;10
6157;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Saba;2018;10
6158;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Saba;2020;20
6159;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Partner in paar met kind;Saba;2022;10
6160;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2014;20
6161;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2016;30
6162;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2018;30
6163;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2020;20
6164;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Caribisch Nederland;2022;80
6165;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Bonaire;2014;20
6166;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Bonaire;2016;30
6167;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Bonaire;2018;20
6168;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Bonaire;2020;0
6169;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Bonaire;2022;70
6170;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2014;0
6171;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2016;0
6172;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2018;10
6173;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2020;0
6174;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Sint Eustatius;2022;0
6175;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Saba;2014;0
6176;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Saba;2016;10
6177;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Saba;2018;10
6178;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Saba;2020;20
6179;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind jonger dan 12 jaar;Saba;2022;10
6180;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2014;20
6181;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2016;0
6182;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2018;30
6183;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2020;20
6184;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Caribisch Nederland;2022;30
6185;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Bonaire;2014;20
6186;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Bonaire;2016;0
6187;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Bonaire;2018;30
6188;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Bonaire;2020;20
6189;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Bonaire;2022;30
6190;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2014;0
6191;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2016;0
6192;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2018;0
6193;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2020;0
6194;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Sint Eustatius;2022;0
6195;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Saba;2014;0
6196;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Saba;2016;0
6197;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Saba;2018;0
6198;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Saba;2020;0
6199;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind 12 jaar of ouder;Saba;2022;0
6200;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2014;0
6201;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2016;0
6202;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2018;0
6203;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2020;0
6204;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Caribisch Nederland;2022;0
6205;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Bonaire;2014;0
6206;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Bonaire;2016;0
6207;Mannen;Werkzaam deeltijd;Werkzaam deeltijd;Jongste kind leeftijd onbekend;Bonaire;2018;0
