ID;TypeZelfstandige;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Personen_1;PersonenMetBedrijfsvermogen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4;GemiddeldInkomenAlsZelfstandige_5;MediaanInkomenAlsZelfstandige_6;GemiddeldGestandaardiseerdInkomen_7;MediaanGestandaardiseerdInkomen_8;MediaanVermogenHuishoudens_9;MediaanBedrijfsvermogen_10;Personen_11;PersonenMetBedrijfsvermogen_12;GemiddeldPersoonlijkInkomen_13;MediaanPersoonlijkInkomen_14;GemiddeldInkomenAlsZelfstandige_15;MediaanInkomenAlsZelfstandige_16;GemiddeldGestandaardiseerdInkomen_17;MediaanGestandaardiseerdInkomen_18;MediaanVermogenHuishoudens_19;MediaanBedrijfsvermogen_20;ZelfstandigeAlleInkomensbronnen_21
3553;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G-I Handel, vervoer en horeca;2014;64.9;61.2;65.3;54.6;63.0;52.5;69.6;50.6;374.4;126.0;76.6;70.2;65.5;53.8;54.6;45.7;69.2;50.3;353.7;112.2;
3554;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G-I Handel, vervoer en horeca;2015;63.2;58.9;65.5;52.7;62.5;50.0;68.6;50.4;382.3;129.7;75.4;68.3;65.2;52.3;53.8;44.0;68.2;50.2;362.0;114.6;
3555;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2007;49.7;41.3;64.1;53.8;62.7;51.7;57.0;44.8;511.4;139.3;56.3;46.3;62.3;52.2;56.1;46.8;56.4;44.3;494.9;127.7;
3556;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2008;46.7;42.6;65.7;55.0;64.5;53.5;53.1;44.7;515.7;138.7;53.3;48.2;63.9;53.4;57.5;48.1;52.5;44.3;496.7;126.0;
3557;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2009;41.6;39.4;63.9;54.1;62.5;52.6;52.0;44.6;510.4;146.6;47.8;44.9;62.5;52.8;55.4;46.9;51.7;44.3;489.9;131.6;
3558;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2010;45.3;41.2;66.3;55.4;64.5;53.5;53.3;44.6;479.9;153.9;52.8;47.4;64.7;53.9;56.5;47.2;52.8;44.3;452.8;136.2;
3559;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2011;47.9;44.3;64.1;54.1;62.3;51.7;60.5;48.0;502.5;149.8;55.9;50.7;63.2;52.7;54.4;45.4;59.9;47.6;475.7;133.3;
3560;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2012;45.1;41.9;63.0;54.1;60.7;51.5;61.2;48.3;494.0;156.0;52.9;48.3;62.2;52.8;52.8;44.6;60.5;47.9;460.9;137.7;
3561;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2013;40.8;38.0;64.4;54.8;61.3;51.9;60.2;48.2;457.5;160.4;48.3;44.2;64.1;53.7;53.1;44.9;59.8;47.9;424.4;140.3;
3562;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2014;43.7;41.1;65.6;55.8;63.0;53.3;73.2;51.2;442.4;159.1;51.7;47.6;65.4;54.6;54.6;46.2;72.4;50.8;409.9;139.1;
3563;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;G Handel;2015;43.0;39.9;67.3;54.5;64.0;51.8;72.2;51.1;445.9;158.2;51.4;46.8;66.4;53.6;55.0;44.7;71.2;50.8;411.3;135.7;
3564;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2007;10.1;8.6;63.0;52.8;62.5;51.9;54.7;45.2;399.5;114.8;12.3;9.7;63.8;52.7;52.3;44.5;55.0;45.1;417.9;106.4;
3565;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2008;9.5;8.8;65.2;55.2;65.0;54.7;52.8;45.5;396.9;115.3;12.1;10.1;67.1;55.7;52.3;44.8;53.1;45.5;426.1;105.3;
3566;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2009;7.0;6.5;61.7;50.5;61.0;49.9;50.4;43.4;413.3;117.1;8.6;7.5;62.3;50.5;50.4;41.6;50.5;43.4;416.8;106.7;
3567;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2010;7.5;6.7;62.8;50.4;61.5;49.5;50.8;42.9;372.2;116.5;9.4;7.9;64.5;51.2;49.6;40.5;51.1;43.1;374.5;101.5;
3568;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2011;9.3;8.6;63.4;52.5;62.3;51.4;55.3;47.0;336.3;90.8;11.3;9.9;65.4;53.2;51.5;43.5;55.9;47.1;347.2;79.3;
3569;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2012;9.0;8.3;63.9;53.0;62.4;51.8;55.8;46.9;327.4;92.2;11.7;9.7;66.9;55.0;48.6;40.6;56.3;47.3;344.4;79.3;
3570;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2013;8.9;8.2;67.2;53.9;65.5;52.7;55.2;47.5;263.3;84.7;11.4;9.6;70.3;56.0;52.1;42.7;56.3;48.1;287.3;75.1;
3571;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2014;9.7;9.2;69.7;57.0;68.2;55.9;64.5;50.5;263.9;83.6;11.7;10.4;71.6;57.3;57.3;47.8;65.4;50.5;276.5;78.7;
3572;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;H Vervoer en opslag;2015;9.0;8.4;66.9;53.7;64.3;51.8;64.0;49.8;281.0;96.3;10.9;9.6;68.5;54.3;54.5;44.8;66.1;49.9;292.3;87.3;
3573;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2007;11.6;9.2;59.1;46.7;59.4;45.6;50.4;41.9;342.2;70.2;13.0;10.2;57.3;45.8;53.8;42.1;49.8;41.6;336.7;66.6;
3574;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2008;11.3;10.2;59.0;47.3;58.6;46.4;49.5;42.7;348.8;69.4;12.7;11.4;57.4;46.3;52.8;43.0;48.9;42.4;345.5;66.6;
3575;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2009;9.6;9.3;57.5;47.1;56.9;46.3;48.2;42.4;321.6;73.5;11.0;10.4;56.3;46.4;50.9;42.3;47.8;42.0;318.9;69.6;
3576;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2010;10.4;9.4;57.7;46.6;57.4;45.6;48.4;42.3;283.8;74.7;11.9;10.7;56.4;46.0;50.8;41.5;48.1;42.0;280.0;70.8;
3577;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2011;11.5;10.7;57.3;46.9;56.9;45.4;53.7;46.1;298.6;68.8;13.0;11.9;56.6;46.4;50.8;41.6;53.5;45.9;298.7;64.6;
3578;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2012;10.9;10.3;56.7;46.6;55.6;45.1;54.7;46.2;290.2;72.3;12.5;11.5;56.4;46.4;49.5;41.8;54.3;46.0;288.1;67.8;
3579;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2013;10.2;9.6;57.6;47.0;56.0;45.2;53.4;45.9;275.3;74.2;11.8;10.9;57.6;46.7;49.5;41.2;53.1;45.8;274.0;69.3;
3580;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2014;11.5;10.9;60.4;49.0;58.7;47.6;60.3;48.6;250.9;73.0;13.2;12.3;60.2;48.4;52.0;43.6;59.9;48.4;246.3;69.1;
3581;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;I Horeca;2015;11.2;10.5;57.2;46.9;55.1;45.0;58.7;48.2;264.0;80.0;13.0;12.0;57.6;46.6;48.5;41.0;58.4;48.1;258.2;75.1;
3582;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2007;8.1;6.7;76.8;70.2;74.0;67.5;56.9;46.8;280.6;59.7;12.6;8.7;76.0;68.8;50.1;41.4;54.7;45.8;293.1;47.9;
3583;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2008;8.9;8.1;82.1;77.6;79.9;74.4;53.7;46.8;257.1;53.9;13.7;10.5;80.1;73.7;55.0;46.8;53.0;46.2;274.8;45.0;
3584;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2009;9.1;8.5;78.5;72.7;77.1;71.5;54.0;46.7;259.3;59.5;14.1;11.2;77.7;70.6;52.4;41.9;53.5;46.4;272.9;48.3;
3585;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2010;9.9;8.8;76.8;71.9;75.2;70.2;52.4;45.9;235.4;57.5;15.5;11.6;76.7;70.6;50.9;42.0;51.8;45.6;239.7;45.3;
3586;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2011;10.8;9.5;77.6;73.8;75.9;71.7;58.4;48.8;219.0;50.4;16.6;12.2;76.8;71.6;52.3;43.6;57.0;48.6;227.4;40.7;
3587;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2012;11.9;10.5;80.1;75.7;78.8;73.9;59.1;49.7;190.4;50.3;17.6;13.4;78.4;73.1;55.7;48.1;57.6;49.3;199.1;41.3;
3588;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2013;11.5;10.3;79.1;76.3;77.0;73.9;57.2;49.6;170.2;54.3;17.1;13.2;78.3;73.7;54.5;47.9;56.7;49.3;175.1;44.6;
3589;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2014;12.7;11.4;80.1;76.1;78.3;74.1;67.7;52.4;173.8;59.1;18.2;14.2;79.9;73.9;57.0;51.1;65.3;51.7;173.4;48.2;
3590;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;J Informatie en communicatie;2015;12.5;11.2;79.4;75.0;77.3;72.8;65.1;52.1;187.5;61.1;18.1;14.1;78.8;72.7;56.1;49.6;63.0;51.4;180.8;49.2;
3591;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2007;28.6;24.7;76.9;69.5;69.2;63.5;74.2;52.7;664.4;269.5;33.3;28.4;78.4;69.2;61.5;58.1;75.6;53.6;686.5;263.2;
3592;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2008;26.0;22.9;81.7;73.6;76.1;69.0;60.4;46.3;645.0;287.4;30.8;26.5;83.9;73.9;67.0;61.7;61.8;47.2;663.0;277.8;
3593;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2009;26.5;23.8;80.3;72.7;74.9;68.5;58.2;46.4;626.2;316.3;31.2;27.5;82.7;73.1;66.2;61.8;59.6;47.4;647.3;302.7;
3594;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2010;21.3;18.6;81.6;73.9;75.9;69.6;59.6;46.9;635.0;322.8;26.4;22.0;84.7;74.7;64.6;60.6;61.1;48.0;639.6;307.2;
3595;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2011;24.2;21.1;81.0;73.3;75.0;68.6;76.6;51.6;661.4;334.7;29.9;24.9;84.5;74.0;64.0;60.0;78.3;52.6;676.4;331.1;
3596;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2012;24.7;21.7;81.2;74.4;75.2;69.7;77.8;52.0;631.4;361.4;30.5;25.7;84.5;74.7;64.1;60.6;79.4;53.1;652.6;361.3;
3597;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2013;22.5;20.0;84.9;76.7;76.8;70.9;73.8;51.6;622.0;391.5;28.5;24.0;89.7;77.7;64.7;60.1;76.7;53.0;641.4;391.5;
3598;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2014;27.2;23.9;88.8;75.2;80.9;71.3;107.4;62.4;581.2;403.7;33.8;28.4;93.5;75.8;69.0;61.7;109.8;63.4;605.0;405.3;
3599;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;K Financiële dienstverlening;2015;25.3;22.7;83.4;75.0;77.4;71.3;102.2;59.3;638.6;417.0;31.3;26.8;87.5;75.3;66.0;61.6;104.8;60.6;661.5;417.2;
3600;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2007;4.5;3.7;80.3;67.2;73.9;60.9;73.0;52.5;730.6;199.9;5.7;4.5;79.7;66.4;61.3;49.4;73.8;52.5;733.5;180.9;
3601;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2008;4.2;3.6;82.1;69.4;77.3;64.2;64.3;49.3;716.3;189.8;5.2;4.4;81.2;67.8;64.0;51.4;64.3;49.3;721.6;168.1;
3602;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2009;3.4;3.1;78.0;65.8;72.7;60.7;62.3;49.3;722.8;196.9;4.4;3.9;77.4;65.0;59.1;46.9;61.9;49.3;696.4;165.9;
3603;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2010;3.8;3.4;79.5;66.3;74.2;60.8;63.6;49.2;642.4;156.0;5.0;4.3;80.5;66.0;59.1;47.0;63.7;49.4;642.9;140.3;
3604;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2011;4.7;4.2;73.9;61.4;68.6;55.9;84.3;54.2;744.1;174.9;6.1;5.3;75.0;61.5;55.2;42.8;84.2;54.4;764.8;160.6;
3605;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2012;4.7;4.3;72.8;62.1;67.3;56.3;81.6;54.0;686.4;181.6;6.2;5.4;74.2;62.2;54.6;43.2;81.3;54.5;707.8;172.2;
3606;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2013;4.4;3.9;75.0;62.8;68.5;56.9;76.5;53.7;650.1;179.6;5.8;5.1;76.6;62.8;54.5;43.0;77.0;54.2;680.4;171.2;
3607;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2014;4.7;4.3;76.0;65.0;70.8;60.0;98.7;58.1;522.8;157.8;6.1;5.5;77.4;64.6;57.8;47.1;100.2;58.8;571.1;159.5;
3608;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;L Verhuur en handel van onroerend goed;2015;4.9;4.4;78.6;65.5;72.6;60.0;99.4;59.0;550.7;163.3;6.4;5.6;79.6;65.1;59.1;47.7;100.2;59.6;596.1;165.9;
3609;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2007;65.3;54.3;79.3;69.5;76.1;66.0;62.0;48.5;392.0;72.4;83.5;66.1;78.2;67.7;62.2;53.0;60.7;47.7;388.5;61.9;
3610;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2008;68.0;61.9;81.7;72.2;79.2;69.6;56.7;47.8;365.9;66.6;87.1;75.2;80.8;70.5;64.8;55.7;56.1;47.3;363.4;57.6;
3611;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2009;65.1;61.2;78.7;70.4;76.5;68.0;55.5;47.5;347.7;68.7;84.1;75.0;78.3;69.0;62.0;53.8;55.2;47.3;345.5;58.3;
3612;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2010;68.6;62.3;78.3;69.5;75.9;66.9;55.5;47.1;328.4;69.8;92.3;78.5;78.4;68.6;59.5;50.1;55.0;46.8;320.4;56.3;
3613;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2011;74.3;66.8;78.5;69.7;75.8;66.8;62.2;50.5;320.2;64.7;99.6;82.9;79.4;69.2;59.7;50.3;61.4;50.2;314.7;54.2;
3614;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2012;76.4;69.1;78.2;69.7;75.4;66.9;62.9;50.8;287.1;65.3;101.7;85.7;79.4;69.3;59.7;50.4;62.1;50.5;282.4;54.8;
3615;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2013;73.3;66.5;79.8;70.5;75.8;67.2;61.6;50.8;252.5;67.0;99.0;83.5;81.9;70.1;59.5;49.2;61.4;50.7;247.4;55.7;
3616;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2014;78.1;71.1;78.9;69.8;75.5;67.0;73.1;53.9;253.3;71.0;105.3;88.8;82.9;70.1;59.5;49.9;72.0;53.6;244.7;58.5;
3617;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M-N Zakelijke dienstverlening;2015;78.3;71.4;78.8;68.7;75.2;65.3;71.7;53.9;260.5;68.4;106.4;89.6;82.1;69.4;58.9;48.4;70.3;53.6;250.5;55.7;
3618;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2007;56.6;47.3;81.5;71.5;78.2;68.2;63.2;49.5;399.8;72.1;71.7;57.7;80.9;70.2;64.5;55.4;62.0;48.6;398.6;61.2;
3619;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2008;59.3;54.1;84.0;74.5;81.4;71.8;57.5;48.3;371.2;66.3;75.1;65.8;83.6;73.3;67.3;58.7;57.1;48.0;369.8;57.4;
3620;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2009;57.3;54.0;80.8;72.5;78.5;70.3;56.2;48.1;353.3;68.6;73.2;66.2;80.7;71.6;64.4;56.5;56.0;48.0;352.0;58.1;
3621;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2010;58.9;53.7;80.7;72.0;78.4;69.7;56.3;47.8;337.0;71.2;78.3;67.8;81.2;71.3;62.3;53.5;55.9;47.5;327.0;57.2;
3622;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2011;63.3;56.8;81.1;72.2;78.3;69.5;63.1;51.2;326.4;66.7;84.2;70.8;82.3;72.0;62.2;53.0;62.4;51.0;319.7;55.3;
3623;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2012;65.5;59.3;80.8;72.3;77.9;69.7;63.9;51.5;291.8;66.4;87.0;73.8;82.3;72.2;62.0;53.1;63.2;51.2;287.3;55.4;
3624;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2013;63.0;57.2;82.6;73.4;78.4;70.0;62.8;51.5;255.7;68.1;84.9;72.1;85.2;73.4;61.9;51.9;62.7;51.5;251.2;56.4;
3625;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2014;67.2;61.2;81.7;72.5;78.1;69.8;74.3;54.8;256.0;72.3;90.2;76.7;86.3;73.2;62.0;52.7;73.4;54.5;248.3;59.1;
3626;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;M Specialistische zakelijke diensten;2015;67.4;61.4;81.0;71.0;77.2;68.2;72.9;54.6;263.8;69.4;91.6;77.6;84.9;71.8;60.6;50.1;71.6;54.3;255.2;56.2;
3627;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2007;8.7;7.1;65.2;56.6;62.6;54.1;54.2;43.5;338.7;74.5;11.7;8.3;62.1;53.4;48.2;40.5;52.4;42.7;329.8;67.7;
3628;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2008;8.8;7.9;65.9;57.4;63.9;55.5;51.1;43.9;328.6;68.1;12.0;9.4;62.8;54.2;48.6;40.8;50.1;43.2;326.1;59.6;
3629;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2009;7.8;7.3;63.9;55.4;61.7;53.4;50.6;43.5;310.6;69.8;10.9;8.8;61.7;53.4;46.1;38.3;50.0;43.3;306.5;59.7;
3630;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2010;9.7;8.7;63.8;54.9;60.8;52.3;50.9;43.5;278.7;60.0;14.0;10.8;62.7;53.8;44.0;35.9;50.1;43.4;283.5;50.1;
3631;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2011;11.1;9.9;63.6;55.6;61.5;53.1;57.1;46.8;279.8;54.9;15.4;12.1;63.6;54.9;45.9;37.9;56.0;46.7;286.0;47.2;
3632;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2012;10.9;9.8;62.7;54.8;60.2;52.3;56.8;46.9;255.4;58.3;14.7;11.9;62.2;53.4;46.3;39.3;55.7;46.6;251.0;49.9;
3633;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2013;10.2;9.3;62.5;54.2;59.8;51.1;54.6;46.8;231.5;60.0;14.2;11.4;61.8;52.4;45.1;36.7;53.8;46.6;223.8;50.9;
3634;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2014;10.9;9.9;61.9;54.3;59.4;51.9;65.3;49.5;235.4;64.1;15.1;12.1;62.1;53.5;44.8;36.9;63.2;49.0;221.3;53.8;
3635;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;N Verhuur en overige zakelijke diensten;2015;10.9;10.0;65.2;54.0;62.5;51.0;64.2;50.2;237.8;62.3;14.7;12.0;64.6;53.4;48.2;38.0;62.3;49.7;223.5;52.6;
3636;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2007;50.4;37.8;79.5;60.8;79.8;59.3;60.7;49.2;388.7;51.0;70.2;45.2;73.3;55.6;59.3;34.3;57.6;46.6;371.8;46.3;
3637;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2008;53.3;45.6;81.7;60.9;81.8;59.7;59.2;49.1;376.6;51.3;75.6;54.8;74.7;55.5;59.9;32.5;56.1;46.6;355.8;45.8;
3638;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2009;52.4;46.1;81.9;59.7;82.4;58.2;59.2;49.0;348.4;52.3;76.3;56.1;74.5;54.8;58.8;29.9;55.9;46.7;326.9;45.9;
3639;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2010;63.0;55.5;79.9;60.9;80.0;59.1;58.7;49.1;314.4;45.5;91.9;68.4;73.7;56.6;57.3;32.0;55.6;46.8;293.3;39.1;
3640;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2011;68.3;60.1;78.2;59.7;77.5;57.4;62.6;52.1;303.9;41.8;97.8;73.4;73.6;56.5;56.7;32.2;59.7;50.1;288.2;36.2;
3641;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2012;69.7;61.2;77.4;59.6;76.9;57.1;62.3;52.2;267.8;41.5;101.1;75.3;72.7;56.0;55.6;31.2;59.3;50.0;254.5;35.9;
3642;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2013;68.2;59.5;76.0;57.6;75.2;54.9;61.6;51.8;231.8;43.0;101.6;74.0;71.2;54.2;53.2;28.0;58.6;49.7;214.6;36.7;
3643;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2014;71.1;62.5;77.2;58.3;76.5;55.8;68.8;54.4;225.7;45.6;106.4;78.0;71.9;54.8;53.8;27.9;64.7;51.7;209.1;38.5;
3644;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-U Niet-commerciële dienstverlening;2015;68.5;60.4;78.3;56.6;76.7;54.0;68.9;54.2;243.6;47.0;101.4;75.4;73.5;53.9;54.8;29.6;65.0;52.1;222.1;39.0;
3645;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2007;36.2;26.6;92.0;74.8;93.0;75.0;64.8;53.8;410.8;53.8;51.5;31.5;82.1;64.2;67.7;40.9;60.5;49.1;387.8;49.8;
3646;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2008;38.7;32.8;94.5;74.7;95.1;74.7;63.2;53.1;393.8;54.8;56.1;39.0;83.5;63.7;68.1;38.1;58.8;48.9;367.0;50.0;
3647;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2009;38.5;33.5;94.9;73.1;96.0;72.9;63.2;52.8;364.9;57.1;57.4;40.4;83.0;62.4;66.9;34.5;58.5;48.7;337.7;50.8;
3648;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2010;47.9;42.4;90.7;72.2;91.3;71.6;61.9;52.4;325.6;47.9;70.9;51.6;81.3;63.5;64.4;37.9;57.7;48.6;300.2;41.9;
3649;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2011;52.1;45.8;88.8;71.3;88.6;69.6;65.5;55.1;309.2;44.6;75.3;55.3;81.4;63.9;64.1;39.1;61.6;51.9;291.6;39.5;
3650;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2012;53.1;46.5;87.6;70.2;87.5;68.5;64.8;55.0;271.8;44.7;78.2;56.8;79.9;62.9;62.2;36.8;60.9;51.6;257.2;39.0;
3651;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2013;52.4;45.5;85.9;68.2;85.5;66.1;63.9;54.4;234.4;46.4;79.5;56.1;78.0;60.5;59.4;32.7;60.0;51.0;215.1;40.4;
3652;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2014;54.4;47.6;87.4;69.3;87.2;67.6;70.8;57.0;227.7;49.1;82.9;58.9;78.8;61.2;60.1;32.9;65.9;53.0;210.0;42.3;
3653;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O-Q Overheid en zorg;2015;51.3;44.9;89.0;67.1;87.7;65.0;71.1;56.6;250.6;52.2;77.4;55.8;81.1;60.8;61.4;35.0;66.4;53.4;225.7;43.9;
3654;Zelfstandige;Gestandaardiseerd inkomen: 10e 10%-groep;O Openbaar bestuur en overheidsdiensten;2007;0.1;0.0;39.9;17.7;28.5;11.7;61.2;48.0;512.2;;2.1;0.3;71.8;64.6;7.2;1.8;52.4;44.0;373.5;32.4;
