ID;Geslacht;Leeftijd;TypeMisdrijf;Perioden;RegistratiesVanVerdachten_1;UniekeVerdachtenVanMisdrijven_2
3984;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2019;460;410
3985;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2020;590;510
3986;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2021;570;510
3987;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2022;540;490
3988;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2023;500;470
3989;Totaal mannen en vrouwen;18 tot 23 jaar;34 Levensmisdrijf;2024;490;440
3990;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2010;100;100
3991;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2011;100;90
3992;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2012;120;110
3993;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2013;80;80
3994;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2014;60;60
3995;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2015;60;60
3996;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2016;40;40
3997;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2017;60;50
3998;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2018;40;40
3999;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2019;90;80
4000;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2020;140;120
4001;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2021;120;120
4002;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2022;90;90
4003;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2023;110;110
4004;Totaal mannen en vrouwen;18 tot 23 jaar;35 Vrijheidsbeneming/gijzeling;2024;100;100
4005;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2010;50;40
4006;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2011;50;40
4007;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2012;50;40
4008;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2013;60;60
4009;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2014;50;50
4010;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2015;40;40
4011;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2016;50;50
4012;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2017;40;40
4013;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2018;20;20
4014;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2019;50;40
4015;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2020;60;60
4016;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2021;30;30
4017;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2022;40;30
4018;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2023;20;20
4019;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel;2024;30;30
4020;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2010;0;0
4021;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2011;0;0
4022;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2012;0;0
4023;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2013;0;0
4024;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2014;0;0
4025;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2015;0;0
4026;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2016;0;0
4027;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2017;0;0
4028;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2018;0;0
4029;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2019;0;0
4030;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2020;0;0
4031;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2021;0;0
4032;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2022;0;0
4033;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2023;0;0
4034;Totaal mannen en vrouwen;18 tot 23 jaar;36 Mensenhandel en 244 mensensmokkel;2024;0;0
4035;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2010;60;60
4036;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2011;80;70
4037;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2012;70;60
4038;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2013;60;50
4039;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2014;50;50
4040;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2015;70;60
4041;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2016;70;60
4042;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2017;60;50
4043;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2018;70;50
4044;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2019;90;80
4045;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2020;70;70
4046;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2021;70;50
4047;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2022;70;60
4048;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2023;40;40
4049;Totaal mannen en vrouwen;18 tot 23 jaar;37 Geweldsmisdrijf (overig);2024;30;30
4050;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2010;2370;2220
4051;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2011;2470;2300
4052;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2012;2340;2110
4053;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2013;2050;1890
4054;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2014;1960;1770
4055;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2015;1700;1520
4056;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2016;1670;1470
4057;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2017;1440;1290
4058;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2018;1460;1280
4059;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2019;1600;1380
4060;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2020;1420;1210
4061;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2021;1630;1410
4062;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2022;1690;1490
4063;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2023;1320;1170
4064;Totaal mannen en vrouwen;18 tot 23 jaar;4 Misdrijven WvSr (overig);2024;1220;1060
4065;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2010;10090;8990
4066;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2011;10230;9090
4067;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2012;8780;7920
4068;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2013;7390;6690
4069;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2014;6790;6210
4070;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2015;6050;5540
4071;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2016;6080;5530
4072;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2017;5780;5290
4073;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2018;6370;5700
4074;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2019;7580;6610
4075;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2020;7930;6670
4076;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2021;8590;7220
4077;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2022;9850;8350
4078;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2023;7810;6600
4079;Totaal mannen en vrouwen;18 tot 23 jaar;5 Verkeersmisdrijven;2024;7740;6390
4080;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2010;1830;1750
4081;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2011;1660;1590
4082;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2012;1420;1350
4083;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2013;1270;1200
4084;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2014;1150;1100
4085;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2015;1090;1040
4086;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2016;1070;1020
4087;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2017;870;800
4088;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2018;870;820
4089;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2019;830;770
4090;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2020;760;700
4091;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2021;710;660
4092;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2022;600;560
4093;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2023;440;400
4094;Totaal mannen en vrouwen;18 tot 23 jaar;51 Verlaten plaats ongeval;2024;390;360
4095;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2010;7110;6470
4096;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2011;7280;6670
4097;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2012;6160;5740
4098;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2013;4970;4680
4099;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2014;4510;4270
4100;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2015;3940;3770
4101;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2016;3980;3810
4102;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2017;3940;3770
4103;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2018;4400;4140
4104;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2019;5440;5040
4105;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2020;5400;4940
4106;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2021;5950;5530
4107;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2022;6980;6590
4108;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2023;5400;5040
4109;Totaal mannen en vrouwen;18 tot 23 jaar;52 Rijden onder invloed;2024;5580;5110
4110;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2010;240;210
4111;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2011;330;250
4112;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2012;380;310
4113;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2013;360;280
4114;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2014;350;260
4115;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2015;340;230
4116;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2016;350;240
4117;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2017;330;240
4118;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2018;430;300
4119;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2019;490;370
4120;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2020;780;540
4121;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2021;730;510
4122;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2022;900;670
4123;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2023;730;540
4124;Totaal mannen en vrouwen;18 tot 23 jaar;53 Rijden tijdens ontzegging besturen;2024;670;490
4125;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2010;20;20
4126;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2011;20;20
4127;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2012;20;20
4128;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2013;20;20
4129;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2014;10;10
4130;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2015;10;10
4131;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2016;10;10
4132;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2017;10;10
4133;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2018;10;10
4134;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2019;20;20
4135;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2020;30;30
4136;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2021;40;40
4137;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2022;30;30
4138;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2023;40;40
4139;Totaal mannen en vrouwen;18 tot 23 jaar;54 Rijden tijdens rijverbod;2024;40;40
4140;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2010;120;110
4141;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2011;110;110
4142;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2012;110;110
4143;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2013;80;80
4144;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2014;80;80
4145;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2015;50;50
4146;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2016;40;40
4147;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2017;70;70
4148;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2018;70;70
4149;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2019;70;70
4150;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2020;120;110
4151;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2021;120;120
4152;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2022;150;140
4153;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2023;130;120
4154;Totaal mannen en vrouwen;18 tot 23 jaar;55 Voeren vals kenteken;2024;130;130
4155;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2010;100;90
4156;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2011;90;90
4157;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2012;70;60
4158;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2013;60;60
4159;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2014;40;40
4160;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2015;60;60
4161;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2016;60;60
4162;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2017;40;40
4163;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2018;30;30
4164;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2019;50;50
4165;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2020;40;40
4166;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2021;50;40
4167;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2022;30;30
4168;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2023;20;20
4169;Totaal mannen en vrouwen;18 tot 23 jaar;56 Joyriding;2024;30;30
4170;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2010;20;20
4171;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2011;30;30
4172;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2012;30;30
4173;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2013;30;30
4174;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2014;20;20
4175;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2015;20;20
4176;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2016;30;30
4177;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2017;30;30
4178;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2018;50;50
4179;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2019;60;60
4180;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2020;70;60
4181;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2021;150;130
4182;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2022;200;180
4183;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2023;200;180
4184;Totaal mannen en vrouwen;18 tot 23 jaar;57 Weigeren blaastest/bloedonderzoek ed;2024;270;250
4185;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2010;660;650
4186;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2011;710;700
4187;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2012;600;600
4188;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2013;600;600
4189;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2014;620;620
4190;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2015;550;540
4191;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2016;540;530
4192;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2017;500;490
4193;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2018;520;520
4194;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2019;620;600
4195;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2020;750;710
4196;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2021;850;810
4197;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2022;960;920
4198;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2023;870;850
4199;Totaal mannen en vrouwen;18 tot 23 jaar;58 Verkeersmisdrijf (overig);2024;630;610
4200;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2010;4680;4320
4201;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2011;4530;4190
4202;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2012;4940;4520
4203;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2013;4570;4220
4204;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2014;4330;4020
4205;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2015;3590;3340
4206;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2016;3240;2950
4207;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2017;3190;2900
4208;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2018;3150;2690
4209;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2019;3680;3100
4210;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2020;3880;3120
4211;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2021;3290;2590
4212;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2022;3230;2630
4213;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2023;4080;3190
4214;Totaal mannen en vrouwen;18 tot 23 jaar;6 Drugsmisdrijven;2024;4150;3110
4215;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2010;2260;2050
4216;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2011;2080;1890
4217;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2012;2190;2000
4218;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2013;2080;1920
4219;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2014;2210;2030
4220;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2015;1980;1840
4221;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2016;1800;1620
4222;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2017;1790;1640
4223;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2018;1820;1570
4224;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2019;2090;1810
4225;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2020;2090;1690
4226;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2021;1770;1420
4227;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2022;2020;1710
4228;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2023;2520;2090
4229;Totaal mannen en vrouwen;18 tot 23 jaar;61 Harddrugs;2024;2360;1850
4230;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2010;2040;1950
4231;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2011;2060;1990
4232;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2012;2450;2320
4233;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2013;2330;2220
4234;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2014;2030;1950
4235;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2015;1530;1470
4236;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2016;1420;1360
4237;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2017;1380;1300
4238;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2018;1300;1190
4239;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2019;1550;1400
4240;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2020;1770;1580
4241;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2021;1500;1330
4242;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2022;1170;1030
4243;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2023;1530;1320
4244;Totaal mannen en vrouwen;18 tot 23 jaar;62 Softdrugs;2024;1760;1500
4245;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2010;380;370
4246;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2011;390;390
4247;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2012;310;290
4248;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2013;160;160
4249;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2014;100;90
4250;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2015;80;80
4251;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2016;30;30
4252;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2017;30;30
4253;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2018;30;30
4254;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2019;30;30
4255;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2020;30;30
4256;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2021;30;30
4257;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2022;50;50
4258;Totaal mannen en vrouwen;18 tot 23 jaar;6.3 Drugsmisdrijf (overig);2023;30;30
