ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Perioden;Totaal_1;RegelmatigOfSomsOverwerken_2;RegelmatigOverwerken_3;SomsOverwerken_4;NietOverwerken_5;Onbekend_6;GemiddeldAantalOverwerkuren_7
449;Mannen;Werknemer met vaste arbeidsrelatie;13 Beroepsklasse overig;2024;12;6;2;3;4;2;
450;Mannen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2022;1310;720;204;516;500;90;1.2
451;Mannen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2023;1331;724;184;539;521;87;1.1
452;Mannen;Werknemer met flexibele arbeidsrelatie;Totaal personen;2024;1292;705;184;521;499;88;1.1
453;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2022;620;324;87;237;238;58;1.1
454;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2023;632;343;82;261;235;54;1.0
455;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2024;621;335;85;250;232;54;1.0
456;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2022;310;190;51;140;106;13;1.2
457;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2023;314;186;50;136;112;17;1.1
458;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2024;302;177;46;132;108;16;1.1
459;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2022;146;84;23;61;54;8;1.2
460;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2023;147;82;21;62;59;5;1.1
461;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2024;143;83;22;60;54;6;1.2
462;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2022;102;61;23;39;36;5;1.5
463;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2023;102;58;14;44;40;5;1.4
464;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2024;96;54;15;38;39;4;1.3
465;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2022;81;43;16;26;35;3;1.6
466;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2023;79;39;14;25;36;3;1.3
467;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2024;76;39;12;27;32;5;1.2
468;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2022;51;17;4;13;31;3;
469;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2023;57;15;4;11;38;4;
470;Mannen;Werknemer met flexibele arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2024;55;18;4;14;34;3;
471;Mannen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022;423;209;54;155;175;39;1.0
472;Mannen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023;456;228;54;174;188;40;1.0
473;Mannen;Werknemer met flexibele arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024;443;221;57;164;183;39;1.0
474;Mannen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2022;509;283;86;197;194;32;1.3
475;Mannen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2023;523;293;79;214;197;33;1.2
476;Mannen;Werknemer met flexibele arbeidsrelatie;2 Havo, vwo, mbo2-4;2024;501;278;73;205;191;32;1.1
477;Mannen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2022;368;224;63;161;126;19;1.2
478;Mannen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2023;343;199;50;149;131;13;1.1
479;Mannen;Werknemer met flexibele arbeidsrelatie;3 Hbo, wo;2024;339;202;54;148;121;17;1.2
480;Mannen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2022;11;5;1;3;5;1;
481;Mannen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2023;9;4;1;2;4;1;
482;Mannen;Werknemer met flexibele arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2024;8;5;1;4;3;1;
483;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2022;715;352;88;264;312;50;1.0
484;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2023;737;366;77;290;322;48;1.0
485;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: deeltijd;2024;723;369;80;289;306;47;1.0
486;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2022;260;117;26;91;126;17;0.8
487;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2023;266;123;27;96;125;18;0.9
488;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2024;264;122;24;99;126;16;0.9
489;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2022;431;203;47;155;199;29;0.9
490;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2023;439;210;44;166;201;27;0.9
491;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2024;435;211;46;165;198;26;0.9
492;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2022;171;86;22;64;73;12;1.1
493;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2023;173;87;17;70;76;9;1.0
494;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2024;171;88;22;66;72;10;0.9
495;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022;284;150;41;109;113;20;1.2
496;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2023;298;156;33;123;121;21;1.1
497;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2024;288;159;35;124;108;22;1.1
498;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2022;596;368;116;252;188;40;1.4
499;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2023;595;357;108;250;198;39;1.3
500;Mannen;Werknemer met flexibele arbeidsrelatie;Arbeidsduur: voltijd;2024;569;336;104;232;193;40;1.2
501;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2022;69;36;11;25;29;4;
502;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2023;66;34;10;24;29;4;
503;Mannen;Werknemer met flexibele arbeidsrelatie;01 Pedagogische beroepen;2024;62;31;10;21;28;3;
504;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2022;17;9;2;7;7;1;
505;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2023;14;8;2;6;4;2;
506;Mannen;Werknemer met flexibele arbeidsrelatie;02 Creatieve en taalkundige beroepen;2024;15;9;2;7;4;1;
507;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2022;139;82;24;58;47;10;1.2
508;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2023;146;89;21;68;50;8;1.1
509;Mannen;Werknemer met flexibele arbeidsrelatie;03 Commerciële beroepen;2024;150;86;22;64;56;8;1.1
510;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2022;181;98;23;75;73;10;1.0
511;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2023;173;90;19;71;74;10;1.0
512;Mannen;Werknemer met flexibele arbeidsrelatie;04 Bedrijfseconomische en administrat...;2024;161;92;20;72;61;8;1.0
513;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;2022;26;19;10;9;5;3;
514;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;2023;28;20;10;10;6;1;
515;Mannen;Werknemer met flexibele arbeidsrelatie;05 Managers;2024;31;22;10;12;6;3;
516;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2022;39;23;9;14;13;2;
517;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2023;37;21;8;14;13;3;
518;Mannen;Werknemer met flexibele arbeidsrelatie;06 Openbaar bestuur, veiligheid en ju...;2024;37;21;6;15;13;3;
519;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2022;215;112;24;88;88;15;1.0
520;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2023;234;119;26;93;96;19;0.9
521;Mannen;Werknemer met flexibele arbeidsrelatie;07 Technische beroepen;2024;222;111;25;86;92;19;0.9
522;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2022;91;41;6;36;42;9;0.7
523;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2023;83;36;4;32;40;7;0.7
524;Mannen;Werknemer met flexibele arbeidsrelatie;08 ICT beroepen;2024;74;33;4;29;36;5;0.7
525;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2022;35;19;4;16;12;4;
526;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2023;30;13;3;9;13;4;
527;Mannen;Werknemer met flexibele arbeidsrelatie;09 Agrarische beroepen;2024;28;12;2;10;11;5;
528;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2022;67;41;16;25;18;8;
529;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2023;76;47;12;34;24;6;1.1
530;Mannen;Werknemer met flexibele arbeidsrelatie;10 Zorg en welzijn beroepen;2024;66;41;13;28;20;6;1.3
531;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2022;143;76;23;53;59;8;1.2
532;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2023;151;77;19;58;65;9;1.0
533;Mannen;Werknemer met flexibele arbeidsrelatie;11 Dienstverlenende beroepen;2024;164;86;23;63;67;11;1.2
534;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2022;261;155;52;103;95;11;1.3
535;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2023;267;160;49;111;98;9;1.4
536;Mannen;Werknemer met flexibele arbeidsrelatie;12 Transport en logistiek beroepen;2024;261;152;45;108;98;11;1.1
537;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2022;27;10;3;7;12;5;
538;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2023;27;11;2;9;9;7;
539;Mannen;Werknemer met flexibele arbeidsrelatie;13 Beroepsklasse overig;2024;20;9;2;6;7;5;
540;Vrouwen;Totaal;Totaal personen;2022;3944;2701;857;1844;1089;154;1.2
541;Vrouwen;Totaal;Totaal personen;2023;4035;2782;829;1953;1110;143;1.2
542;Vrouwen;Totaal;Totaal personen;2024;4058;2726;758;1968;1183;149;1.1
543;Vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;2022;769;440;119;321;268;61;1.1
544;Vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;2023;785;455;117;338;270;59;1.1
545;Vrouwen;Totaal;Leeftijd: 15 tot 25 jaar;2024;789;454;109;345;273;62;1.0
546;Vrouwen;Totaal;Leeftijd: 25 tot 35 jaar;2022;879;624;194;430;234;21;1.2
547;Vrouwen;Totaal;Leeftijd: 25 tot 35 jaar;2023;884;630;186;443;235;20;1.1
548;Vrouwen;Totaal;Leeftijd: 25 tot 35 jaar;2024;902;620;160;460;258;25;1.0
549;Vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;2022;756;541;182;359;192;23;1.2
550;Vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;2023;773;567;168;399;187;20;1.2
551;Vrouwen;Totaal;Leeftijd: 35 tot 45 jaar;2024;773;553;154;399;205;15;1.1
552;Vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;2022;809;601;203;398;184;24;1.4
553;Vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;2023;814;597;202;395;195;22;1.3
554;Vrouwen;Totaal;Leeftijd: 45 tot 55 jaar;2024;788;580;183;396;187;21;1.2
555;Vrouwen;Totaal;Leeftijd: 55 tot 65 jaar;2022;668;466;149;316;181;22;1.3
556;Vrouwen;Totaal;Leeftijd: 55 tot 65 jaar;2023;698;490;144;346;188;20;1.2
557;Vrouwen;Totaal;Leeftijd: 55 tot 65 jaar;2024;712;478;143;336;214;20;1.2
558;Vrouwen;Totaal;Leeftijd: 65 tot 75 jaar;2022;63;29;9;20;30;4;
559;Vrouwen;Totaal;Leeftijd: 65 tot 75 jaar;2023;81;43;11;33;35;3;0.9
560;Vrouwen;Totaal;Leeftijd: 65 tot 75 jaar;2024;93;42;9;32;46;5;0.9
561;Vrouwen;Totaal;1 Basisonderwijs, vmbo, mbo1;2022;719;401;100;301;273;46;1.0
562;Vrouwen;Totaal;1 Basisonderwijs, vmbo, mbo1;2023;757;426;89;337;288;44;0.9
563;Vrouwen;Totaal;1 Basisonderwijs, vmbo, mbo1;2024;768;407;86;320;308;53;0.8
564;Vrouwen;Totaal;2 Havo, vwo, mbo2-4;2022;1549;1039;308;731;443;67;1.2
565;Vrouwen;Totaal;2 Havo, vwo, mbo2-4;2023;1548;1049;294;755;440;59;1.1
566;Vrouwen;Totaal;2 Havo, vwo, mbo2-4;2024;1545;1029;256;773;457;60;1.1
567;Vrouwen;Totaal;3 Hbo, wo;2022;1656;1251;446;805;367;39;1.4
568;Vrouwen;Totaal;3 Hbo, wo;2023;1709;1299;444;855;373;37;1.3
569;Vrouwen;Totaal;3 Hbo, wo;2024;1722;1279;414;866;409;33;1.3
570;Vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;2022;19;10;2;7;7;2;
571;Vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;2023;21;8;1;7;10;3;
572;Vrouwen;Totaal;Onderwijsniveau: weet niet of onbekend;2024;23;11;2;9;9;3;
573;Vrouwen;Totaal;Arbeidsduur: deeltijd;2022;2821;1860;543;1318;850;110;1.1
574;Vrouwen;Totaal;Arbeidsduur: deeltijd;2023;2890;1933;519;1414;854;103;1.1
575;Vrouwen;Totaal;Arbeidsduur: deeltijd;2024;2894;1888;469;1419;895;111;1.0
576;Vrouwen;Totaal;Arbeidsduur: minder dan 12 uur per week;2022;386;182;43;139;177;28;1.0
577;Vrouwen;Totaal;Arbeidsduur: minder dan 12 uur per week;2023;395;193;39;154;176;26;0.9
578;Vrouwen;Totaal;Arbeidsduur: minder dan 12 uur per week;2024;400;190;41;149;183;27;0.9
579;Vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;2022;847;458;116;342;339;50;1.0
580;Vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;2023;849;467;104;363;331;50;1.0
581;Vrouwen;Totaal;Arbeidsduur: minder dan 20 uur per week;2024;848;453;106;347;341;54;1.0
582;Vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2022;460;276;73;203;162;23;1.1
583;Vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2023;453;274;65;208;155;25;1.1
584;Vrouwen;Totaal;Arbeidsduur: 12 tot 20 uur per week;2024;447;262;65;197;158;27;1.1
585;Vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2022;1974;1403;427;976;512;60;1.2
586;Vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2023;2042;1466;415;1052;522;53;1.1
587;Vrouwen;Totaal;Arbeidsduur: 20 tot 35 uur per week;2024;2046;1435;364;1072;554;57;1.1
588;Vrouwen;Totaal;Arbeidsduur: voltijd;2022;1123;840;314;526;239;44;1.5
589;Vrouwen;Totaal;Arbeidsduur: voltijd;2023;1145;849;310;539;257;40;1.4
590;Vrouwen;Totaal;Arbeidsduur: voltijd;2024;1164;838;289;549;288;38;1.3
591;Vrouwen;Totaal;01 Pedagogische beroepen;2022;446;315;143;172;114;17;1.7
592;Vrouwen;Totaal;01 Pedagogische beroepen;2023;449;333;142;191;103;13;1.5
593;Vrouwen;Totaal;01 Pedagogische beroepen;2024;447;332;130;202;101;14;1.6
594;Vrouwen;Totaal;02 Creatieve en taalkundige beroepen;2022;56;39;9;30;15;2;
595;Vrouwen;Totaal;02 Creatieve en taalkundige beroepen;2023;59;42;11;31;15;3;
596;Vrouwen;Totaal;02 Creatieve en taalkundige beroepen;2024;53;35;7;28;15;2;
597;Vrouwen;Totaal;03 Commerciële beroepen;2022;525;343;87;256;165;17;1.2
598;Vrouwen;Totaal;03 Commerciële beroepen;2023;532;350;80;270;167;14;1.1
599;Vrouwen;Totaal;03 Commerciële beroepen;2024;527;336;73;263;175;16;1.1
600;Vrouwen;Totaal;04 Bedrijfseconomische en administrat...;2022;905;602;155;447;269;34;1.0
601;Vrouwen;Totaal;04 Bedrijfseconomische en administrat...;2023;883;569;129;440;278;36;0.9
602;Vrouwen;Totaal;04 Bedrijfseconomische en administrat...;2024;901;562;123;439;306;33;0.8
603;Vrouwen;Totaal;05 Managers;2022;114;100;44;56;10;3;2.3
604;Vrouwen;Totaal;05 Managers;2023;127;112;54;58;13;2;2.1
605;Vrouwen;Totaal;05 Managers;2024;141;122;57;65;15;4;1.9
606;Vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2022;122;83;28;56;35;3;1.2
607;Vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2023;134;99;35;63;33;3;1.3
608;Vrouwen;Totaal;06 Openbaar bestuur, veiligheid en ju...;2024;126;84;26;59;39;2;1.1
609;Vrouwen;Totaal;07 Technische beroepen;2022;181;113;25;88;59;9;1.0
610;Vrouwen;Totaal;07 Technische beroepen;2023;186;117;25;92;63;6;0.9
611;Vrouwen;Totaal;07 Technische beroepen;2024;203;119;25;94;75;8;0.8
612;Vrouwen;Totaal;08 ICT beroepen;2022;81;53;12;41;27;2;0.8
613;Vrouwen;Totaal;08 ICT beroepen;2023;77;47;9;38;26;4;0.7
614;Vrouwen;Totaal;08 ICT beroepen;2024;83;52;11;41;30;2;0.8
615;Vrouwen;Totaal;09 Agrarische beroepen;2022;23;10;2;8;9;4;
616;Vrouwen;Totaal;09 Agrarische beroepen;2023;25;13;2;11;9;3;
617;Vrouwen;Totaal;09 Agrarische beroepen;2024;20;9;2;7;7;4;
618;Vrouwen;Totaal;10 Zorg en welzijn beroepen;2022;935;716;264;452;187;32;1.4
619;Vrouwen;Totaal;10 Zorg en welzijn beroepen;2023;982;759;253;506;195;28;1.5
620;Vrouwen;Totaal;10 Zorg en welzijn beroepen;2024;989;755;230;525;206;28;1.3
621;Vrouwen;Totaal;11 Dienstverlenende beroepen;2022;410;234;61;173;153;23;1.1
622;Vrouwen;Totaal;11 Dienstverlenende beroepen;2023;431;252;65;187;157;22;1.0
623;Vrouwen;Totaal;11 Dienstverlenende beroepen;2024;437;243;55;188;168;26;0.8
624;Vrouwen;Totaal;12 Transport en logistiek beroepen;2022;125;82;25;57;39;4;0.9
625;Vrouwen;Totaal;12 Transport en logistiek beroepen;2023;122;78;22;55;41;4;1.1
626;Vrouwen;Totaal;12 Transport en logistiek beroepen;2024;112;70;18;51;39;3;1.0
627;Vrouwen;Totaal;13 Beroepsklasse overig;2022;22;10;3;7;7;5;
628;Vrouwen;Totaal;13 Beroepsklasse overig;2023;29;13;2;10;10;6;
629;Vrouwen;Totaal;13 Beroepsklasse overig;2024;19;8;1;6;6;5;
630;Vrouwen;Werknemer met vaste arbeidsrelatie;Totaal personen;2022;2562;1935;651;1284;580;48;1.3
631;Vrouwen;Werknemer met vaste arbeidsrelatie;Totaal personen;2023;2632;1986;628;1358;599;46;1.2
632;Vrouwen;Werknemer met vaste arbeidsrelatie;Totaal personen;2024;2667;1956;576;1380;663;48;1.2
633;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2022;131;99;34;65;30;2;1.4
634;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2023;135;101;33;68;30;3;1.4
635;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 15 tot 25 jaar;2024;131;97;29;68;31;4;1.2
636;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2022;566;436;142;295;124;6;1.2
637;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2023;562;429;130;299;127;6;1.1
638;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 25 tot 35 jaar;2024;592;436;115;321;145;10;1.0
639;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2022;585;444;154;291;130;11;1.3
640;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2023;602;464;143;321;129;10;1.3
641;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 35 tot 45 jaar;2024;602;450;127;323;142;9;1.1
642;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2022;664;516;177;339;134;14;1.4
643;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2023;678;521;183;337;145;13;1.3
644;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 45 tot 55 jaar;2024;666;511;168;344;144;11;1.3
645;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2022;572;416;137;280;143;13;1.3
646;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2023;597;437;130;307;148;13;1.2
647;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 55 tot 65 jaar;2024;618;429;129;300;176;13;1.2
648;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2022;44;23;8;15;19;1;
649;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2023;57;35;8;26;20;2;
650;Vrouwen;Werknemer met vaste arbeidsrelatie;Leeftijd: 65 tot 75 jaar;2024;59;32;7;24;25;2;
651;Vrouwen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2022;348;212;54;159;125;10;1.0
652;Vrouwen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2023;356;219;48;172;126;10;0.9
653;Vrouwen;Werknemer met vaste arbeidsrelatie;1 Basisonderwijs, vmbo, mbo1;2024;362;205;44;161;142;15;0.9
654;Vrouwen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2022;987;733;229;504;233;20;1.3
655;Vrouwen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2023;1000;741;214;527;239;20;1.2
656;Vrouwen;Werknemer met vaste arbeidsrelatie;2 Havo, vwo, mbo2-4;2024;1009;729;187;542;261;19;1.1
657;Vrouwen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2022;1217;984;367;617;217;16;1.4
658;Vrouwen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2023;1267;1022;366;656;230;15;1.4
659;Vrouwen;Werknemer met vaste arbeidsrelatie;3 Hbo, wo;2024;1284;1015;343;672;255;13;1.3
660;Vrouwen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2022;11;6;2;5;4;1;
661;Vrouwen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2023;10;4;1;3;4;1;
662;Vrouwen;Werknemer met vaste arbeidsrelatie;Onderwijsniveau: weet niet of onbekend;2024;12;7;1;5;5;0;
663;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2022;1777;1306;407;899;438;33;1.2
664;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2023;1821;1342;382;960;445;34;1.1
665;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: deeltijd;2024;1821;1307;344;963;480;34;1.1
666;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2022;79;40;13;27;35;4;1.1
667;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2023;81;46;10;36;30;4;1.1
668;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 12 uur per week;2024;76;40;11;29;32;4;0.9
669;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2022;307;195;57;138;103;9;1.2
670;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2023;311;202;49;152;96;13;1.1
671;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: minder dan 20 uur per week;2024;292;181;47;135;99;12;1.0
672;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2022;228;155;44;111;68;6;1.2
673;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2023;230;155;39;116;66;9;1.1
674;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 12 tot 20 uur per week;2024;216;141;36;106;67;7;1.0
675;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2022;1470;1110;350;761;336;23;1.2
676;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2023;1510;1140;333;807;349;20;1.1
677;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: 20 tot 35 uur per week;2024;1529;1126;298;828;381;22;1.1
678;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2022;785;629;244;385;141;15;1.6
679;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2023;811;644;246;399;154;13;1.5
680;Vrouwen;Werknemer met vaste arbeidsrelatie;Arbeidsduur: voltijd;2024;846;649;232;417;183;14;1.4
681;Vrouwen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2022;301;239;119;120;55;7;1.9
682;Vrouwen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2023;306;250;115;135;52;4;1.7
683;Vrouwen;Werknemer met vaste arbeidsrelatie;01 Pedagogische beroepen;2024;307;252;105;147;52;4;1.8
684;Vrouwen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2022;36;27;6;21;8;1;
685;Vrouwen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2023;38;29;7;22;8;0;
686;Vrouwen;Werknemer met vaste arbeidsrelatie;02 Creatieve en taalkundige beroepen;2024;33;24;5;19;9;0;
687;Vrouwen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2022;276;197;55;142;75;4;1.1
688;Vrouwen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2023;271;195;45;150;72;3;1.2
689;Vrouwen;Werknemer met vaste arbeidsrelatie;03 Commerciële beroepen;2024;277;193;43;150;78;6;1.1
