ID;Geslacht;Onderwijssoort;Leerjaar;Regiokenmerken;Perioden;AantalLeerlingen_1
5525;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Noord-Brabant (PV);2020/'21;54780.0
5526;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Noord-Brabant (PV);2021/'22;55570.0
5527;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Noord-Brabant (PV);2022/'23;56650.0
5528;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Noord-Brabant (PV);2023/'24;58050.0
5529;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Noord-Brabant (PV);2024/'25;57330.0
5530;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2011/'12;24040.0
5531;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2012/'13;23870.0
5532;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2013/'14;23780.0
5533;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2014/'15;23540.0
5534;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2015/'16;22930.0
5535;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2016/'17;22490.0
5536;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2017/'18;21650.0
5537;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2018/'19;20610.0
5538;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2019/'20;20110.0
5539;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2020/'21;19360.0
5540;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2021/'22;19560.0
5541;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2022/'23;20100.0
5542;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2023/'24;20530.0
5543;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Limburg (PV);2024/'25;20590.0
5544;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2011/'12;840.0
5545;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2012/'13;860.0
5546;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2013/'14;830.0
5547;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2014/'15;820.0
5548;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2015/'16;860.0
5549;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2016/'17;880.0
5550;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2017/'18;850.0
5551;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2018/'19;820.0
5552;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2019/'20;1210.0
5553;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2020/'21;1660.0
5554;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2021/'22;1760.0
5555;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2022/'23;2550.0
5556;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2023/'24;1370.0
5557;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Niet in te delen (PV);2024/'25;1020.0
5558;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2011/'12;14400.0
5559;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2012/'13;14680.0
5560;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2013/'14;14960.0
5561;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2014/'15;15130.0
5562;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2015/'16;15320.0
5563;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2016/'17;15430.0
5564;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2017/'18;15620.0
5565;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2018/'19;15590.0
5566;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2019/'20;15560.0
5567;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2020/'21;15610.0
5568;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2021/'22;16040.0
5569;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2022/'23;16280.0
5570;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2023/'24;16940.0
5571;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Amsterdam;2024/'25;16810.0
5572;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2011/'12;11050.0
5573;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2012/'13;11250.0
5574;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2013/'14;11330.0
5575;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2014/'15;11530.0
5576;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2015/'16;11460.0
5577;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2016/'17;11650.0
5578;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2017/'18;11690.0
5579;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2018/'19;11780.0
5580;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2019/'20;11880.0
5581;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2020/'21;11980.0
5582;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2021/'22;12270.0
5583;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2022/'23;12570.0
5584;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2023/'24;12920.0
5585;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;'s-Gravenhage (gemeente);2024/'25;12930.0
5586;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2011/'12;12970.0
5587;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2012/'13;13230.0
5588;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2013/'14;13140.0
5589;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2014/'15;13010.0
5590;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2015/'16;13020.0
5591;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2016/'17;13140.0
5592;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2017/'18;13210.0
5593;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2018/'19;13090.0
5594;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2019/'20;13020.0
5595;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2020/'21;12980.0
5596;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2021/'22;13300.0
5597;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2022/'23;13710.0
5598;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2023/'24;14130.0
5599;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Rotterdam;2024/'25;14140.0
5600;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2011/'12;5610.0
5601;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2012/'13;5940.0
5602;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2013/'14;6290.0
5603;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2014/'15;6560.0
5604;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2015/'16;6910.0
5605;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2016/'17;7120.0
5606;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2017/'18;7240.0
5607;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2018/'19;7460.0
5608;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2019/'20;7560.0
5609;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2020/'21;7730.0
5610;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2021/'22;7910.0
5611;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2022/'23;8210.0
5612;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2023/'24;8400.0
5613;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Utrecht (gemeente);2024/'25;8380.0
5614;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2011/'12;44030.0
5615;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2012/'13;45090.0
5616;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2013/'14;45730.0
5617;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2014/'15;46230.0
5618;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2015/'16;46710.0
5619;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2016/'17;47340.0
5620;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2017/'18;47770.0
5621;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2018/'19;47920.0
5622;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2019/'20;48010.0
5623;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2020/'21;48290.0
5624;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2021/'22;49510.0
5625;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2022/'23;50770.0
5626;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2023/'24;52380.0
5627;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Vier grootste gemeenten (G4);2024/'25;52260.0
5628;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;70700.0
5629;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;74670.0
5630;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;78420.0
5631;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;86040.0
5632;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;88250.0
5633;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;88840.0
5634;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;87030.0
5635;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;85890.0
5636;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;85900.0
5637;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;87200.0
5638;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;88570.0
5639;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;91270.0
5640;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;92610.0
5641;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten >= 100 000 inwoners (excl. G4);2024/'25;91980.0
5642;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2011/'12;286710.0
5643;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2012/'13;288940.0
5644;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2013/'14;288900.0
5645;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2014/'15;281010.0
5646;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2015/'16;277740.0
5647;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2016/'17;273440.0
5648;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2017/'18;263840.0
5649;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2018/'19;254410.0
5650;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2019/'20;247320.0
5651;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2020/'21;240630.0
5652;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2021/'22;243750.0
5653;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2022/'23;249320.0
5654;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2023/'24;252300.0
5655;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;Gemeenten < 100 000 inwoners;2024/'25;249920.0
5656;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2011/'12;840.0
5657;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2012/'13;860.0
5658;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2013/'14;830.0
5659;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2014/'15;820.0
5660;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2015/'16;860.0
5661;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2016/'17;880.0
5662;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2017/'18;850.0
5663;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2018/'19;820.0
5664;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2019/'20;1210.0
5665;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2020/'21;1660.0
5666;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2021/'22;1760.0
5667;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2022/'23;2550.0
5668;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2023/'24;1370.0
5669;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Totaal leerjaren;"Gemeenten; niet in te delen";2024/'25;1020.0
5670;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2011/'12;200120.0
5671;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2012/'13;202770.0
5672;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2013/'14;204190.0
5673;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2014/'15;203820.0
5674;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2015/'16;205570.0
5675;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2016/'17;202570.0
5676;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2017/'18;196110.0
5677;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2018/'19;191910.0
5678;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2019/'20;188710.0
5679;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2020/'21;188300.0
5680;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2021/'22;190970.0
5681;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2022/'23;198700.0
5682;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2023/'24;202150.0
5683;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Nederland;2024/'25;196800.0
5684;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2011/'12;20960.0
5685;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2012/'13;21120.0
5686;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2013/'14;21130.0
5687;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2014/'15;21230.0
5688;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2015/'16;21600.0
5689;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2016/'17;20780.0
5690;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2017/'18;20060.0
5691;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2018/'19;19250.0
5692;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2019/'20;18810.0
5693;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2020/'21;18330.0
5694;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2021/'22;18630.0
5695;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2022/'23;19360.0
5696;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2023/'24;20060.0
5697;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Noord-Nederland (LD);2024/'25;19430.0
5698;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2011/'12;45160.0
5699;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2012/'13;45880.0
5700;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2013/'14;46720.0
5701;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2014/'15;46340.0
5702;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2015/'16;47220.0
5703;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2016/'17;45880.0
5704;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2017/'18;44420.0
5705;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2018/'19;43330.0
5706;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2019/'20;42160.0
5707;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2020/'21;41400.0
5708;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2021/'22;42220.0
5709;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2022/'23;43430.0
5710;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2023/'24;43910.0
5711;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Oost-Nederland (LD);2024/'25;42460.0
5712;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2011/'12;92250.0
5713;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2012/'13;93680.0
5714;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2013/'14;94190.0
5715;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2014/'15;94270.0
5716;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2015/'16;94670.0
5717;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2016/'17;94320.0
5718;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2017/'18;92100.0
5719;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2018/'19;91060.0
5720;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2019/'20;90080.0
5721;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2020/'21;90480.0
5722;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2021/'22;91680.0
5723;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2022/'23;95550.0
5724;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2023/'24;97240.0
5725;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;West-Nederland (LD);2024/'25;95430.0
5726;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Zuid-Nederland (LD);2011/'12;41370.0
5727;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Zuid-Nederland (LD);2012/'13;41640.0
5728;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Zuid-Nederland (LD);2013/'14;41770.0
5729;Totaal mannen en vrouwen;Vo algemene leerjaren 1-2-3;Leerjaar 1;Zuid-Nederland (LD);2014/'15;41560.0
