ID;GeboortelandGroep;Geslacht;JaarVanVestigingInNederland;Perioden;TotaalNietNederlandseImmigranten_1;WerknemersZelfstandigen_2;WerkloosheidsOfBijstandsuitkering_3;ArbeidsongeschiktheidsOverigeUitkering_4;OverigeNietNederlandseImmigranten_5
3198;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;32.0;20.0;1.0;47.0
3199;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;34.0;21.0;1.0;44.0
3200;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
3201;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;14.0;4.0;0.0;82.0
3202;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;21.0;7.0;0.0;72.0
3203;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;23.0;11.0;0.0;65.0
3204;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;22.0;16.0;0.0;61.0
3205;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
3206;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
3207;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;18.0;2.0;0.0;79.0
3208;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;25.0;7.0;0.0;68.0
3209;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;24.0;11.0;0.0;65.0
3210;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
3211;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
3212;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
3213;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;18.0;3.0;0.0;78.0
3214;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;24.0;7.0;0.0;69.0
3215;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
3216;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
3217;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
3218;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
3219;Voormalige Sovjet-Unie;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;17.0;3.0;0.0;80.0
3220;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1990;1999;100.0;;;;
3221;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1990;2000;100.0;;;;
3222;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1990;2001;100.0;;;;
3223;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1990;2002;100.0;;;;
3224;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1990;2003;100.0;;;;
3225;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1991;1999;100.0;;;;
3226;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1991;2000;100.0;;;;
3227;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1991;2001;100.0;;;;
3228;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1991;2002;100.0;;;;
3229;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1991;2003;100.0;;;;
3230;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1992;1999;100.0;;;;
3231;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1992;2000;100.0;;;;
3232;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1992;2001;100.0;;;;
3233;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1992;2002;100.0;;;;
3234;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1992;2003;100.0;;;;
3235;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1993;1999;100.0;57.0;22.0;3.0;19.0
3236;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1993;2000;100.0;57.0;20.0;1.0;21.0
3237;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1993;2001;100.0;67.0;14.0;2.0;17.0
3238;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1993;2002;100.0;64.0;13.0;4.0;19.0
3239;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1993;2003;100.0;59.0;19.0;2.0;20.0
3240;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1994;1999;100.0;44.0;30.0;1.0;26.0
3241;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1994;2000;100.0;45.0;23.0;1.0;31.0
3242;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1994;2001;100.0;52.0;20.0;2.0;26.0
3243;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1994;2002;100.0;49.0;21.0;3.0;28.0
3244;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1994;2003;100.0;49.0;21.0;3.0;27.0
3245;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1995;1999;100.0;35.0;31.0;1.0;33.0
3246;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1995;2000;100.0;41.0;26.0;2.0;31.0
3247;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1995;2001;100.0;45.0;22.0;3.0;30.0
3248;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1995;2002;100.0;47.0;19.0;3.0;30.0
3249;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1995;2003;100.0;45.0;20.0;4.0;31.0
3250;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1996;1999;100.0;35.0;26.0;0.0;39.0
3251;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1996;2000;100.0;39.0;22.0;1.0;38.0
3252;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1996;2001;100.0;48.0;17.0;1.0;34.0
3253;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1996;2002;100.0;47.0;18.0;2.0;34.0
3254;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1996;2003;100.0;50.0;18.0;2.0;31.0
3255;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1997;1999;100.0;34.0;22.0;0.0;44.0
3256;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1997;2000;100.0;41.0;19.0;1.0;39.0
3257;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1997;2001;100.0;47.0;17.0;1.0;35.0
3258;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1997;2002;100.0;48.0;19.0;1.0;33.0
3259;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1997;2003;100.0;44.0;19.0;1.0;36.0
3260;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1998;1999;100.0;28.0;19.0;0.0;53.0
3261;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1998;2000;100.0;33.0;21.0;0.0;45.0
3262;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1998;2001;100.0;37.0;22.0;1.0;40.0
3263;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1998;2002;100.0;41.0;19.0;0.0;40.0
3264;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1998;2003;100.0;40.0;20.0;1.0;39.0
3265;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1999;1999;100.0;22.0;8.0;0.0;70.0
3266;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1999;2000;100.0;29.0;13.0;0.0;57.0
3267;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1999;2001;100.0;30.0;16.0;0.0;53.0
3268;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1999;2002;100.0;30.0;19.0;1.0;50.0
3269;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 1999;2003;100.0;35.0;20.0;1.0;44.0
3270;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2000;1999;;;;;
3271;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2000;2000;100.0;18.0;4.0;0.0;78.0
3272;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2000;2001;100.0;23.0;6.0;0.0;71.0
3273;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2000;2002;100.0;23.0;11.0;0.0;66.0
3274;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2000;2003;100.0;22.0;15.0;0.0;63.0
3275;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2001;1999;;;;;
3276;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2001;2000;;;;;
3277;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2001;2001;100.0;25.0;2.0;0.0;73.0
3278;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2001;2002;100.0;29.0;6.0;0.0;65.0
3279;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2001;2003;100.0;25.0;11.0;0.0;64.0
3280;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2002;1999;;;;;
3281;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2002;2000;;;;;
3282;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2002;2001;;;;;
3283;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2002;2002;100.0;24.0;3.0;0.0;73.0
3284;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2002;2003;100.0;27.0;7.0;0.0;66.0
3285;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2003;1999;;;;;
3286;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2003;2000;;;;;
3287;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2003;2001;;;;;
3288;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2003;2002;;;;;
3289;Voormalige Sovjet-Unie;Mannen;Vestigingsjaar 2003;2003;100.0;22.0;3.0;0.0;75.0
3290;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1990;1999;100.0;;;;
3291;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1990;2000;100.0;;;;
3292;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1990;2001;100.0;;;;
3293;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1990;2002;100.0;;;;
3294;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1990;2003;100.0;;;;
3295;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1991;1999;100.0;;;;
3296;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1991;2000;100.0;;;;
3297;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1991;2001;100.0;;;;
3298;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1991;2002;100.0;;;;
3299;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1991;2003;100.0;;;;
3300;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1992;1999;100.0;;;;
3301;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1992;2000;100.0;;;;
3302;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1992;2001;100.0;;;;
3303;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1992;2002;100.0;;;;
3304;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1992;2003;100.0;;;;
3305;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1993;1999;100.0;45.0;23.0;1.0;32.0
3306;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1993;2000;100.0;45.0;20.0;1.0;33.0
3307;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1993;2001;100.0;49.0;16.0;3.0;32.0
3308;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1993;2002;100.0;48.0;15.0;3.0;34.0
3309;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1993;2003;100.0;51.0;15.0;3.0;31.0
3310;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1994;1999;100.0;32.0;32.0;2.0;34.0
3311;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1994;2000;100.0;37.0;29.0;2.0;31.0
3312;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1994;2001;100.0;43.0;25.0;3.0;29.0
3313;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1994;2002;100.0;46.0;21.0;3.0;30.0
3314;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1994;2003;100.0;45.0;22.0;3.0;30.0
3315;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1995;1999;100.0;34.0;29.0;1.0;35.0
3316;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1995;2000;100.0;39.0;28.0;1.0;32.0
3317;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1995;2001;100.0;42.0;26.0;2.0;30.0
3318;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1995;2002;100.0;45.0;25.0;3.0;28.0
3319;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1995;2003;100.0;44.0;26.0;2.0;28.0
3320;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1996;1999;100.0;36.0;23.0;1.0;40.0
3321;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1996;2000;100.0;42.0;21.0;1.0;36.0
3322;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1996;2001;100.0;45.0;19.0;1.0;35.0
3323;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1996;2002;100.0;49.0;19.0;2.0;31.0
3324;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1996;2003;100.0;49.0;19.0;2.0;30.0
3325;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1997;1999;100.0;31.0;18.0;0.0;51.0
3326;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1997;2000;100.0;36.0;19.0;1.0;44.0
3327;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1997;2001;100.0;41.0;18.0;1.0;40.0
3328;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1997;2002;100.0;43.0;18.0;1.0;37.0
3329;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1997;2003;100.0;42.0;19.0;1.0;38.0
3330;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1998;1999;100.0;25.0;16.0;0.0;59.0
3331;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1998;2000;100.0;33.0;18.0;1.0;48.0
3332;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1998;2001;100.0;39.0;18.0;1.0;43.0
3333;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1998;2002;100.0;41.0;18.0;1.0;40.0
3334;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1998;2003;100.0;41.0;19.0;1.0;39.0
3335;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1999;1999;100.0;13.0;8.0;0.0;78.0
3336;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1999;2000;100.0;28.0;13.0;0.0;59.0
3337;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1999;2001;100.0;30.0;16.0;0.0;54.0
3338;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1999;2002;100.0;34.0;20.0;1.0;46.0
3339;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 1999;2003;100.0;33.0;22.0;1.0;44.0
3340;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2000;1999;;;;;
3341;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2000;2000;100.0;11.0;4.0;0.0;85.0
3342;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2000;2001;100.0;20.0;7.0;0.0;73.0
3343;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2000;2002;100.0;23.0;12.0;0.0;65.0
3344;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2000;2003;100.0;23.0;17.0;0.0;59.0
3345;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2001;1999;;;;;
3346;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2001;2000;;;;;
3347;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2001;2001;100.0;14.0;3.0;0.0;83.0
3348;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2001;2002;100.0;22.0;7.0;0.0;71.0
3349;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2001;2003;100.0;24.0;11.0;0.0;65.0
3350;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2002;1999;;;;;
3351;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2002;2000;;;;;
3352;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2002;2001;;;;;
3353;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2002;2002;100.0;14.0;4.0;0.0;82.0
3354;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2002;2003;100.0;22.0;7.0;0.0;70.0
3355;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2003;1999;;;;;
3356;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2003;2000;;;;;
3357;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2003;2001;;;;;
3358;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2003;2002;;;;;
3359;Voormalige Sovjet-Unie;Vrouwen;Vestigingsjaar 2003;2003;100.0;15.0;2.0;0.0;83.0
3360;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1990;1999;100.0;56.0;6.0;3.0;34.0
3361;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1990;2000;100.0;59.0;5.0;4.0;32.0
3362;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1990;2001;100.0;60.0;5.0;5.0;31.0
3363;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1990;2002;100.0;60.0;5.0;5.0;29.0
3364;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1990;2003;100.0;60.0;6.0;5.0;29.0
3365;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1991;1999;100.0;55.0;6.0;3.0;36.0
3366;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1991;2000;100.0;57.0;5.0;4.0;34.0
3367;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1991;2001;100.0;59.0;5.0;4.0;32.0
3368;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1991;2002;100.0;59.0;5.0;5.0;32.0
3369;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1991;2003;100.0;58.0;6.0;5.0;30.0
3370;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1992;1999;100.0;54.0;5.0;3.0;38.0
3371;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1992;2000;100.0;56.0;5.0;3.0;36.0
3372;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1992;2001;100.0;58.0;4.0;4.0;34.0
3373;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1992;2002;100.0;57.0;4.0;4.0;34.0
3374;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1992;2003;100.0;58.0;5.0;5.0;33.0
3375;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1993;1999;100.0;51.0;5.0;2.0;41.0
3376;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1993;2000;100.0;55.0;4.0;3.0;38.0
3377;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1993;2001;100.0;56.0;4.0;3.0;37.0
3378;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1993;2002;100.0;56.0;5.0;4.0;35.0
3379;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1993;2003;100.0;56.0;6.0;4.0;34.0
3380;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1994;1999;100.0;51.0;4.0;2.0;43.0
3381;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1994;2000;100.0;53.0;4.0;2.0;41.0
3382;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1994;2001;100.0;55.0;4.0;3.0;39.0
3383;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1994;2002;100.0;55.0;5.0;3.0;37.0
3384;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1994;2003;100.0;55.0;6.0;4.0;36.0
3385;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1995;1999;100.0;52.0;4.0;2.0;42.0
3386;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1995;2000;100.0;54.0;4.0;2.0;40.0
3387;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1995;2001;100.0;57.0;4.0;3.0;37.0
3388;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1995;2002;100.0;56.0;5.0;3.0;36.0
3389;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1995;2003;100.0;56.0;5.0;4.0;35.0
3390;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1996;1999;100.0;54.0;3.0;1.0;41.0
3391;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1996;2000;100.0;56.0;3.0;2.0;39.0
3392;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1996;2001;100.0;57.0;3.0;2.0;38.0
3393;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1996;2002;100.0;57.0;4.0;3.0;36.0
3394;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1996;2003;100.0;57.0;5.0;3.0;35.0
3395;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1997;1999;100.0;53.0;2.0;1.0;43.0
3396;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1997;2000;100.0;55.0;2.0;2.0;41.0
3397;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1997;2001;100.0;56.0;3.0;2.0;40.0
3398;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1997;2002;100.0;55.0;3.0;2.0;39.0
3399;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1997;2003;100.0;55.0;4.0;3.0;38.0
3400;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1998;1999;100.0;56.0;2.0;1.0;41.0
3401;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1998;2000;100.0;55.0;2.0;1.0;42.0
3402;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1998;2001;100.0;55.0;2.0;1.0;41.0
3403;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1998;2002;100.0;54.0;3.0;2.0;42.0
3404;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1998;2003;100.0;54.0;4.0;3.0;40.0
3405;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1999;1999;100.0;58.0;1.0;0.0;41.0
3406;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1999;2000;100.0;62.0;1.0;1.0;36.0
3407;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1999;2001;100.0;60.0;2.0;1.0;37.0
3408;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1999;2002;100.0;58.0;2.0;1.0;39.0
3409;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 1999;2003;100.0;57.0;3.0;2.0;37.0
3410;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2000;1999;;;;;
3411;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2000;2000;100.0;61.0;1.0;0.0;37.0
3412;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2000;2001;100.0;65.0;1.0;1.0;33.0
3413;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2000;2002;100.0;60.0;2.0;1.0;37.0
3414;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2000;2003;100.0;59.0;3.0;1.0;37.0
3415;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2001;1999;;;;;
3416;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2001;2000;;;;;
3417;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2001;2001;100.0;62.0;1.0;1.0;37.0
3418;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2001;2002;100.0;62.0;1.0;1.0;36.0
3419;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2001;2003;100.0;58.0;2.0;1.0;38.0
3420;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2002;1999;;;;;
3421;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2002;2000;;;;;
3422;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2002;2001;;;;;
3423;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2002;2002;100.0;60.0;1.0;1.0;38.0
3424;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2002;2003;100.0;60.0;2.0;1.0;38.0
3425;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2003;1999;;;;;
3426;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2003;2000;;;;;
3427;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2003;2001;;;;;
3428;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2003;2002;;;;;
3429;EU-15;Totaal mannen en vrouwen;Vestigingsjaar 2003;2003;100.0;57.0;2.0;1.0;40.0
3430;EU-15;Mannen;Vestigingsjaar 1990;1999;100.0;63.0;5.0;4.0;28.0
3431;EU-15;Mannen;Vestigingsjaar 1990;2000;100.0;65.0;5.0;4.0;26.0
3432;EU-15;Mannen;Vestigingsjaar 1990;2001;100.0;66.0;4.0;5.0;25.0
3433;EU-15;Mannen;Vestigingsjaar 1990;2002;100.0;66.0;4.0;6.0;24.0
3434;EU-15;Mannen;Vestigingsjaar 1990;2003;100.0;64.0;7.0;6.0;24.0
3435;EU-15;Mannen;Vestigingsjaar 1991;1999;100.0;61.0;5.0;3.0;30.0
3436;EU-15;Mannen;Vestigingsjaar 1991;2000;100.0;64.0;4.0;3.0;29.0
3437;EU-15;Mannen;Vestigingsjaar 1991;2001;100.0;64.0;4.0;4.0;28.0
3438;EU-15;Mannen;Vestigingsjaar 1991;2002;100.0;64.0;5.0;4.0;28.0
3439;EU-15;Mannen;Vestigingsjaar 1991;2003;100.0;63.0;6.0;5.0;27.0
3440;EU-15;Mannen;Vestigingsjaar 1992;1999;100.0;60.0;5.0;2.0;33.0
3441;EU-15;Mannen;Vestigingsjaar 1992;2000;100.0;63.0;4.0;3.0;31.0
3442;EU-15;Mannen;Vestigingsjaar 1992;2001;100.0;64.0;4.0;3.0;29.0
3443;EU-15;Mannen;Vestigingsjaar 1992;2002;100.0;63.0;4.0;4.0;29.0
3444;EU-15;Mannen;Vestigingsjaar 1992;2003;100.0;62.0;5.0;4.0;29.0
3445;EU-15;Mannen;Vestigingsjaar 1993;1999;100.0;57.0;4.0;2.0;37.0
3446;EU-15;Mannen;Vestigingsjaar 1993;2000;100.0;61.0;4.0;3.0;33.0
