ID;Geslacht;Arbeidsduur;Persoonskenmerken;PositieInDeWerkkring;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
4209;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige met personeel;2022;0.0;0.0;;;;0.0
4210;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige met personeel;2023;0.0;0.0;;;;0.0
4211;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige met personeel;2024;0.0;;;;;
4212;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2013;9.0;9.0;;;;0.0
4213;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2014;9.0;8.0;;;;0.0
4214;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2015;10.0;10.0;;;;0.0
4215;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2016;10.0;10.0;;;;1.0
4216;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2017;8.0;7.0;;;;1.0
4217;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2018;6.0;6.0;;;;1.0
4218;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2019;9.0;8.0;;;;0.0
4219;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2020;7.0;7.0;;;;1.0
4220;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2021;4.0;4.0;;;;0.0
4221;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2022;5.0;5.0;;;;0.0
4222;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2023;3.0;3.0;;;;0.0
4223;Totaal mannen en vrouwen;Totaal;Positie: kind < 18 jaar;Zelfstandige zonder personeel (zzp);2024;5.0;;;;;
4224;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2013;176.0;152.0;27.5;25.2;23.3;24.0
4225;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2014;176.0;149.0;28.2;25.2;24.9;27.0
4226;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2015;189.0;168.0;29.9;27.0;25.4;21.0
4227;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2016;202.0;170.0;30.6;27.4;26.9;32.0
4228;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2017;220.0;176.0;32.6;29.2;28.3;44.0
4229;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2018;248.0;201.0;34.3;30.3;28.6;47.0
4230;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2019;260.0;207.0;36.5;31.5;30.0;53.0
4231;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2020;237.0;190.0;38.6;33.3;33.7;47.0
4232;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2021;143.0;143.0;42.2;36.5;36.5;1.0
4233;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2022;153.0;151.0;44.4;37.5;37.5;1.0
4234;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2023;171.0;169.0;44.2;37.4;40.1;1.0
4235;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Totaal;2024;183.0;;;;;
4236;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2013;155.0;135.0;27.4;24.7;23.0;20.0
4237;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2014;157.0;133.0;28.7;25.2;24.4;24.0
4238;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2015;168.0;150.0;30.2;26.7;25.0;18.0
4239;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2016;179.0;152.0;31.1;27.3;26.3;27.0
4240;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2017;197.0;159.0;32.9;28.8;28.0;38.0
4241;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2018;221.0;179.0;34.3;29.6;27.9;41.0
4242;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2019;230.0;182.0;36.9;31.3;29.6;48.0
4243;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2020;212.0;170.0;39.1;33.0;31.8;42.0
4244;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2021;117.0;117.0;41.6;34.9;34.5;0.0
4245;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2022;132.0;131.0;44.8;37.0;36.6;1.0
4246;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2023;146.0;145.0;45.5;37.5;39.7;1.0
4247;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer;2024;156.0;;;;;
4248;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2013;74.0;66.0;40.1;33.9;27.3;8.0
4249;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2014;74.0;64.0;39.5;32.8;28.1;10.0
4250;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2015;80.0;71.0;41.4;35.1;28.9;9.0
4251;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2016;84.0;73.0;43.2;36.3;29.9;12.0
4252;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2017;91.0;74.0;44.7;37.3;32.3;16.0
4253;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2018;109.0;91.0;44.6;37.5;31.3;18.0
4254;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2019;120.0;100.0;46.9;38.5;33.3;21.0
4255;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2020;116.0;95.0;49.8;41.0;36.2;20.0
4256;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2021;67.0;67.0;50.3;41.2;36.1;0.0
4257;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2022;71.0;71.0;55.4;44.7;39.2;0.0
4258;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2023;76.0;75.0;56.2;45.5;42.7;0.0
4259;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met vaste arbeidsrelatie;2024;81.0;;;;;
4260;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2013;81.0;69.0;15.3;15.9;18.8;12.0
4261;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2014;84.0;69.0;18.7;18.2;20.9;14.0
4262;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2015;88.0;79.0;20.0;19.2;21.5;9.0
4263;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2016;95.0;79.0;20.0;19.1;23.0;15.0
4264;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2017;107.0;85.0;22.7;21.4;24.3;22.0
4265;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2018;111.0;88.0;23.6;21.5;24.5;23.0
4266;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2019;110.0;82.0;24.8;22.4;25.1;27.0
4267;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2020;97.0;75.0;25.5;22.7;26.2;22.0
4268;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2021;50.0;50.0;29.9;26.5;32.2;0.0
4269;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2022;61.0;60.0;32.1;28.0;33.5;1.0
4270;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2023;70.0;70.0;33.9;28.9;36.6;0.0
4271;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer met flexibele arbeidsrelatie;2024;75.0;;;;;
4272;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2013;9.0;8.0;;;;1.0
4273;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2014;10.0;8.0;;;;2.0
4274;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2015;15.0;13.0;;;;2.0
4275;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2016;17.0;14.0;;;;3.0
4276;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2017;18.0;15.0;;;;3.0
4277;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2018;21.0;17.0;34.5;29.7;29.0;4.0
4278;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2019;24.0;19.0;36.6;31.6;29.4;4.0
4279;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2020;20.0;17.0;38.4;32.0;31.4;3.0
4280;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2021;12.0;12.0;;;;0.0
4281;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2022;15.0;15.0;;;;0.0
4282;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2023;17.0;17.0;49.4;39.7;40.5;0.0
4283;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk, uitzicht op vast;2024;16.0;;;;;
4284;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2013;7.0;6.0;;;;1.0
4285;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2014;7.0;6.0;;;;1.0
4286;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2015;8.0;7.0;;;;1.0
4287;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2016;8.0;8.0;;;;0.0
4288;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2017;11.0;10.0;;;;2.0
4289;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2018;12.0;9.0;;;;3.0
4290;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2019;9.0;8.0;;;;2.0
4291;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2020;8.0;7.0;;;;2.0
4292;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2021;5.0;5.0;;;;0.0
4293;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2022;12.0;12.0;;;;0.0
4294;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2023;13.0;13.0;;;;0.0
4295;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk >= 1 jaar;2024;11.0;;;;;
4296;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2013;9.0;8.0;;;;1.0
4297;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2014;8.0;6.0;;;;1.0
4298;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2015;9.0;8.0;;;;1.0
4299;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2016;9.0;8.0;;;;2.0
4300;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2017;14.0;11.0;;;;3.0
4301;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2018;11.0;9.0;;;;2.0
4302;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2019;13.0;8.0;;;;5.0
4303;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2020;10.0;6.0;;;;3.0
4304;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2021;5.0;5.0;;;;0.0
4305;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2022;6.0;6.0;;;;0.0
4306;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2023;7.0;7.0;;;;0.0
4307;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer tijdelijk < 1 jaar;2024;9.0;;;;;
4308;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2013;42.0;35.0;8.4;11.2;16.6;7.0
4309;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2014;42.0;36.0;11.1;12.6;18.5;6.0
4310;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2015;41.0;37.0;12.0;13.1;18.4;4.0
4311;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2016;46.0;37.0;12.1;13.3;19.2;8.0
4312;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2017;44.0;34.0;14.1;15.0;19.8;10.0
4313;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2018;49.0;36.0;13.5;13.5;20.6;13.0
4314;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2019;46.0;34.0;14.8;14.6;21.7;13.0
4315;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2020;43.0;32.0;17.1;16.6;22.7;11.0
4316;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2021;12.0;12.0;;;;0.0
4317;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2022;15.0;15.0;;;;0.0
4318;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2023;17.0;17.0;13.4;14.3;29.1;0.0
4319;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Oproep/-invalkracht;2024;22.0;;;;;
4320;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2013;13.0;12.0;;;;2.0
4321;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2014;16.0;13.0;;;;3.0
4322;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2015;15.0;14.0;;;;2.0
4323;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2016;14.0;12.0;;;;2.0
4324;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2017;19.0;16.0;25.1;23.6;26.2;4.0
4325;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2018;19.0;16.0;25.3;23.6;24.7;3.0
4326;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2019;18.0;13.0;;;;4.0
4327;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2020;16.0;13.0;;;;3.0
4328;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2021;15.0;15.0;;;;0.0
4329;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2022;12.0;12.0;;;;0.0
4330;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2023;14.0;14.0;;;;0.0
4331;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Uitzendkracht;2024;15.0;;;;;
4332;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2013;;;;;;
4333;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2014;;;;;;
4334;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2015;;;;;;
4335;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2016;;;;;;
4336;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2017;;;;;;
4337;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2018;;;;;;
4338;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2019;;;;;;
4339;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2020;;;;;;
4340;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2021;1.0;1.0;;;;0.0
4341;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2022;1.0;1.0;;;;0.0
4342;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2023;1.0;1.0;;;;0.0
4343;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Werknemer flex, contract onbekend;2024;2.0;;;;;
4344;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2013;21.0;17.0;28.6;29.5;26.0;4.0
4345;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2014;19.0;17.0;24.3;25.5;28.9;2.0
4346;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2015;21.0;18.0;28.1;28.8;29.0;3.0
4347;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2016;23.0;18.0;26.4;28.1;32.1;5.0
4348;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2017;23.0;17.0;29.8;32.9;31.4;6.0
4349;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2018;28.0;22.0;34.8;36.3;34.4;6.0
4350;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2019;30.0;24.0;33.2;33.0;33.3;5.0
4351;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2020;25.0;20.0;34.6;36.3;49.7;5.0
4352;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2021;26.0;26.0;44.6;43.7;45.6;0.0
4353;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2022;21.0;20.0;42.2;40.8;43.2;0.0
4354;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2023;25.0;24.0;36.6;37.0;42.2;0.0
4355;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige;2024;28.0;;;;;
4356;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2013;15.0;13.0;;;;2.0
4357;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2014;11.0;9.0;;;;1.0
4358;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2015;13.0;11.0;;;;2.0
4359;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2016;12.0;10.0;;;;2.0
4360;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2017;13.0;10.0;;;;3.0
4361;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2018;20.0;15.0;33.1;33.8;33.0;5.0
4362;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2019;20.0;16.0;30.8;30.7;30.3;3.0
4363;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2020;16.0;13.0;;;;3.0
4364;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2021;18.0;18.0;38.5;40.5;38.8;0.0
4365;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2022;15.0;15.0;;;;0.0
4366;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2023;18.0;18.0;35.0;36.4;42.6;0.0
4367;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-eigen arbeid;2024;19.0;;;;;
4368;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2013;2.0;2.0;;;;1.0
4369;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2014;4.0;4.0;;;;0.0
4370;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2015;4.0;4.0;;;;0.0
4371;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2016;5.0;4.0;;;;1.0
4372;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2017;3.0;2.0;;;;0.0
4373;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2018;3.0;3.0;;;;1.0
4374;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2019;4.0;3.0;;;;1.0
4375;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2020;4.0;3.0;;;;1.0
4376;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2021;3.0;3.0;;;;0.0
4377;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2022;2.0;2.0;;;;0.0
4378;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2023;5.0;5.0;;;;0.0
4379;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zzp-producten;2024;5.0;;;;;
4380;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2013;0.0;0.0;;;;0.0
4381;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2014;0.0;0.0;;;;0.0
4382;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2015;0.0;0.0;;;;0.0
4383;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2016;1.0;0.0;;;;1.0
4384;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2017;1.0;0.0;;;;1.0
4385;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2018;0.0;0.0;;;;0.0
4386;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2019;0.0;0.0;;;;0.0
4387;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2020;1.0;1.0;;;;0.0
4388;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2021;0.0;0.0;;;;0.0
4389;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2022;0.0;0.0;;;;0.0
4390;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2023;0.0;0.0;;;;0.0
4391;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Meewerkend gezinslid;2024;0.0;;;;;
4392;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2013;3.0;3.0;;;;1.0
4393;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2014;4.0;3.0;;;;0.0
4394;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2015;4.0;3.0;;;;0.0
4395;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2016;5.0;4.0;;;;1.0
4396;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2017;6.0;4.0;;;;3.0
4397;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2018;5.0;4.0;;;;1.0
4398;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2019;6.0;5.0;;;;1.0
4399;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2020;4.0;3.0;;;;1.0
4400;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2021;5.0;5.0;;;;0.0
4401;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2022;3.0;3.0;;;;0.0
4402;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2023;2.0;2.0;;;;0.0
4403;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige met personeel;2024;4.0;;;;;
4404;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2013;17.0;15.0;;;;3.0
4405;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2014;15.0;13.0;;;;2.0
4406;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2015;17.0;15.0;;;;2.0
4407;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2016;17.0;14.0;;;;3.0
4408;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2017;16.0;13.0;;;;3.0
4409;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2018;23.0;18.0;31.5;33.0;32.8;5.0
4410;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2019;23.0;19.0;29.5;29.4;29.8;4.0
4411;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2020;20.0;16.0;29.3;31.1;43.1;4.0
4412;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2021;21.0;21.0;37.9;39.6;39.4;0.0
4413;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2022;18.0;17.0;41.2;40.3;41.4;0.0
4414;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2023;23.0;22.0;33.2;33.7;41.0;0.0
4415;Totaal mannen en vrouwen;Totaal;Positie: overig lid;Zelfstandige zonder personeel (zzp);2024;23.0;;;;;
4416;Totaal mannen en vrouwen;Deeltijd;Totaal personen;Totaal;2013;3967.0;3857.0;21.3;21.1;27.6;110.0
4417;Totaal mannen en vrouwen;Deeltijd;Totaal personen;Totaal;2014;3951.0;3808.0;21.8;21.5;29.2;143.0
4418;Totaal mannen en vrouwen;Deeltijd;Totaal personen;Totaal;2015;4005.0;3887.0;22.2;21.8;29.1;117.0
