ID;Geslacht;TypeZelfstandigeOpStopmoment;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
5346;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O-U Niet-commerciële dienstverlening;2014;20.8
5347;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O-U Niet-commerciële dienstverlening;2015;24.5
5348;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O-U Niet-commerciële dienstverlening;2016;24.4
5349;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O-U Niet-commerciële dienstverlening;2017;23.2
5350;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2008;1.7
5351;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2009;1.8
5352;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2010;1.8
5353;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2011;2.0
5354;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2012;3.7
5355;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2013;3.8
5356;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2014;3.7
5357;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2015;4.0
5358;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2016;4.3
5359;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R-U Cultuur, recreatie, overige diensten;2017;4.3
5360;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2008;1.9
5361;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2009;2.2
5362;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2010;1.8
5363;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2011;1.6
5364;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2012;1.8
5365;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2013;1.8
5366;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2014;1.6
5367;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2015;1.7
5368;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2016;1.5
5369;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;A Landbouw, bosbouw en visserij;2017;1.4
5370;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2008;0.0
5371;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2009;0.0
5372;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2010;0.0
5373;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2011;0.0
5374;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2012;0.0
5375;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2013;0.0
5376;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2014;0.0
5377;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2015;0.0
5378;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2016;0.0
5379;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;B Delfstoffenwinning;2017;0.0
5380;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2008;0.9
5381;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2009;0.8
5382;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2010;0.8
5383;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2011;0.7
5384;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2012;1.3
5385;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2013;1.3
5386;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2014;1.1
5387;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2015;1.1
5388;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2016;1.2
5389;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;C Industrie;2017;1.1
5390;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2008;0.0
5391;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2009;0.0
5392;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2010;0.0
5393;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2011;0.0
5394;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2012;0.0
5395;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2013;0.0
5396;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2014;0.0
5397;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2015;0.0
5398;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2016;0.0
5399;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;D Energievoorziening;2017;0.0
5400;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2008;0.0
5401;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2009;0.0
5402;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2010;0.0
5403;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2011;0.0
5404;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2012;0.0
5405;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2013;0.0
5406;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2014;0.0
5407;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2015;0.0
5408;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2016;0.0
5409;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;E Waterbedrijven en afvalbeheer;2017;0.0
5410;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2008;1.8
5411;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2009;2.1
5412;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2010;1.9
5413;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2011;1.8
5414;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2012;2.8
5415;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2013;3.1
5416;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2014;2.6
5417;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2015;2.5
5418;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2016;2.6
5419;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;F Bouwnijverheid;2017;2.7
5420;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2008;4.4
5421;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2009;4.3
5422;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2010;3.6
5423;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2011;3.9
5424;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2012;7.0
5425;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2013;7.3
5426;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2014;6.7
5427;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2015;6.6
5428;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2016;7.1
5429;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;G Handel;2017;6.4
5430;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2008;1.0
5431;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2009;1.2
5432;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2010;1.0
5433;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2011;1.2
5434;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2012;1.6
5435;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2013;2.0
5436;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2014;1.4
5437;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2015;1.3
5438;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2016;1.3
5439;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;H Vervoer en opslag;2017;1.5
5440;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2008;1.2
5441;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2009;1.2
5442;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2010;1.1
5443;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2011;1.1
5444;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2012;1.9
5445;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2013;2.0
5446;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2014;1.9
5447;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2015;1.9
5448;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2016;2.0
5449;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;I Horeca;2017;2.0
5450;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2008;0.7
5451;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2009;0.8
5452;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2010;1.0
5453;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2011;0.9
5454;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2012;1.3
5455;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2013;1.4
5456;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2014;1.4
5457;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2015;1.4
5458;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2016;1.8
5459;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;J Informatie en communicatie;2017;1.7
5460;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2008;1.6
5461;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2009;1.4
5462;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2010;1.4
5463;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2011;1.2
5464;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2012;1.4
5465;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2013;1.5
5466;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2014;1.4
5467;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2015;1.4
5468;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2016;1.2
5469;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;K Financiële dienstverlening;2017;1.2
5470;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2008;0.3
5471;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2009;0.3
5472;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2010;0.3
5473;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2011;0.3
5474;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2012;0.5
5475;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2013;0.5
5476;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2014;0.4
5477;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2015;0.3
5478;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2016;0.3
5479;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;L Verhuur en handel van onroerend goed;2017;0.4
5480;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2008;3.1
5481;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2009;3.1
5482;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2010;3.1
5483;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2011;3.2
5484;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2012;5.4
5485;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2013;5.9
5486;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2014;5.7
5487;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2015;6.1
5488;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2016;6.8
5489;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;M Specialistische zakelijke diensten;2017;6.8
5490;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2008;1.5
5491;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2009;1.9
5492;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2010;1.7
5493;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2011;1.8
5494;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2012;2.4
5495;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2013;2.3
5496;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2014;2.6
5497;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2015;2.6
5498;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2016;2.6
5499;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;N Verhuur en overige zakelijke diensten;2017;2.7
5500;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2008;1.0
5501;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2009;0.3
5502;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2010;0.6
5503;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2011;1.2
5504;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2012;0.8
5505;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2013;1.7
5506;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2014;0.3
5507;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2015;1.3
5508;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2016;1.2
5509;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;O Openbaar bestuur en overheidsdiensten;2017;0.8
5510;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2008;1.5
5511;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2009;1.7
5512;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2010;1.8
5513;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2011;1.9
5514;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2012;2.3
5515;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2013;2.5
5516;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2014;2.6
5517;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2015;3.0
5518;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2016;3.3
5519;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;P Onderwijs;2017;3.7
5520;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2008;8.8
5521;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2009;13.3
5522;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2010;29.9
5523;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2011;10.9
5524;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2012;11.2
5525;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2013;11.5
5526;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2014;14.2
5527;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2015;16.3
5528;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2016;15.6
5529;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;Q Gezondheids- en welzijnszorg;2017;14.4
5530;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2008;0.6
5531;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2009;0.7
5532;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2010;0.7
5533;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2011;0.8
5534;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2012;1.4
5535;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2013;1.5
5536;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2014;1.3
5537;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2015;1.6
5538;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2016;1.8
5539;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;R Cultuur, sport en recreatie;2017;1.8
5540;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2008;1.1
5541;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2009;1.1
5542;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2010;1.1
5543;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2011;1.2
5544;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2012;2.3
5545;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2013;2.3
5546;Totaal mannen en vrouwen;Zelfstandige;Totaal;Positie hh: partner van hoofdkostwinner;S Overige dienstverlening;2014;2.3
